TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
1505_1509_d_03_Task_GatherChest,TaskHaveAndReturnItems,,1,4,1505_1509_Grenades,,,100,true,,blightedwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1505_1509_d_03_Task_GatherChest,,,,,,,,,,,,,,,,,,,
1505_1510_d_00_container_Slaying,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505_1510_d_01_Task_Goto,1505_1510_d_02_Task_Kill,,,
1505_1510_d_01_Task_Goto,TaskGoToPOITag,,1,,,,,,true,,solitudecemetery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1505_1510_d_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1505_1510_d_02_Task_Kill,TaskKillContribution,,1,1,,,,,true,,solitudecemetery,,,,,,,,,,,,,Undead_Hunter_Named_03,,,,,,,,,,,,,,,,,,,,@1505_1510_d_02_Task_Kill,,,,,,,,,,,,,,,,,,,
1502_1511_d_00_container_UltimateEnemy,ConsecutiveTaskContainer,,,,,,,,,,DungeonEntrance_60238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502_1511_d_01_Task_Goto,,,,,,,,,,,,,,1502_1511_d_01_Task_Goto,1502_1511_d_03_Task_GetHead,,,
1502_1511_d_01_Task_Goto,TaskGameMode,,1,,,,,,true,,DungeonEntrance_60238,DungeonRestlessShores01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1502_1511_d_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1502_1511_d_02_Task_KillUltimate,TaskKillContribution,,1,1,,,,,,,,DungeonRestlessShores01,,,,,,,,,,,,Damned_Priest_Miniboss_RestlessShores,,,,,,,,,,,,,,,,,,,,@1502_1511_d_02_Task_KillUltimate,,836.193 1240.473 183.392,,,,,,,,,,,,,,,,,
1502_1511_d_03_Task_GetHead,TaskHaveAndReturnItems,,1,1,1502_1503_PriestHead,Damned_Priest_Miniboss_RestlessShores,100,,,,,DungeonRestlessShores01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1502_1511_d_03_Task_GetHead,,836.193 1240.473 183.392,,,,,,,,,,,,,,,,,
1510_1512_d_00_container_PayingRespects,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510_1512_d_01_transport_npc_note,1510_1512_d_02_have_npc_note,,,
1510_1512_d_01_transport_npc_note,TaskGiveAndTakeItem,,,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_task_transport_generic,,,1,,,,,,,,,,,,,,,,
1510_1512_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@09_task_transport_generic,,,1,,,,,,,,,,,,,,,,
1599_1513_d_00_container_Nekumanesh,ConsecutiveTaskContainer,,,,,,,,,,DungeonEntrance_60238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599_1513_d_01_Task_Goto,,,,,,,,,,,,,,1599_1513_d_01_Task_Goto,1599_1513_d_01a_container_task,,,
1599_1513_d_01_Task_Goto,TaskGameMode,,1,,,,,,,,DungeonEntrance_60238,DungeonRestlessShores01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1599_1513_d_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1599_1513_d_01a_container_task,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1599_1513_d_02_Task_GetMeat,1599_1513_d_03_Task_GetMeat,1599_1513_d_04_Task_GetMeat,,
1599_1513_d_02_Task_GetMeat,TaskHaveAndReturnItems,,1,1,1599_1513_HunkOfMeat_v2,Corrupted_Ogre_Named_DG_Restless_00,100,,,,,DungeonRestlessShores01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1599_1513_d_02_Task_GetMeat,,837.028 1062.528 169.219,,,,,,,,,,,,,,,,,
1599_1513_d_03_Task_GetMeat,TaskHaveAndReturnItems,,1,1,1599_1513_HunkOfMeat1_v2,Damned_Priest_Miniboss_RestlessShores,100,,,,,DungeonRestlessShores01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1599_1513_d_03_Task_GetMeatAzamela,,836.193 1240.473 183.392,,,,,,,,,,,,,,,,,
1599_1513_d_04_Task_GetMeat,TaskHaveAndReturnItems,,1,1,1599_1513_HunkOfMeat2_v2,Damned_LongSwordsman_Commander_Named_DG_Restless_00,100,,,,,DungeonRestlessShores01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1599_1513_d_02_Task_GetMeat,,1194 1164,,,,,,,,,,,,,,,,,
1524_1514_d_00_container_FirstThing,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524_1514_d_01_container_FirstThing,1524_1514_d_02_swap_container_FirstThing,1524_1514_d_03_TalkToSantiago,1524_1514_d_04_container_FirstThing,
1524_1514_d_01_container_FirstThing,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1524_1514_d_01_01_Task_Goto,1524_1515_d_01_02_Task_KillCollect,,,
1524_1514_d_01_01_Task_Goto,TaskGoToPOITag,,,,,,,,true,,jetsamisle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1514_d_01_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1524_1515_d_01_02_Task_KillCollect,TaskHaveAndReturnItems,,,1,1524_1515_RosariosManifest,Pirate,70,,true,,jetsamisle,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1515_d_01_02_Task_KillCollect,,,,,,,,,,,,,,,,,,,
1524_1514_d_02_swap_container_FirstThing,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1524_1514_d_02_01_Task_Swap,1524_1514_d_02_02_Task_Swap,,,
1524_1514_d_02_01_Task_Swap,TaskUnlockAchievement,,,1,SwapActive_1524_Boatswain00_Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1524_1514_d_02_02_Task_Swap,TaskUnlockAchievement,,,1,SwapActive_1524_Boatswain01_Moved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1524_1514_d_03_TalkToSantiago,TaskConversationTopic,,,,1524_Boatswain01,,,,,,,,,,,,,,,,,1524_Boatswain01_talk,,,,,,,,,,,,,,,,,,,,,,@1524_1514_d_03_TalkToSantiago,,12898.39 4586.25 42.75,,,,,,,,,,,,,,,,,
1524_1514_d_04_container_FirstThing,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1524_1514_d_04_01_Task_Goto,1524_1514_d_05_container_FirstThing,,,
1524_1514_d_04_01_Task_Goto,TaskGoToPOITag,,,1,,,,,true,,shipwreck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1514_d_04_Task_Goto,,,,,,,,,,,,,,,,,,,
1524_1514_d_05_container_FirstThing,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1524_1514_d_05_01_Task_Kill,1524_1514_d_05_02_Lore_Page,1524_1514_d_05_03_Lore_Page,,
1524_1514_d_05_01_Task_Kill,TaskKillContribution,,,3,,,,,true,,shipwreck,,,,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@1524_1514_d_05_01_Task_Kill,,,,,,,,,,,,,,,,,,,
1524_1514_d_05_02_Lore_Page,TaskAchievement,,,1,Lore_unlock_15_RestlessShore_Title_02_01,,,,true,,shipwreck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1514_d_05_02_Lore_Page,,12755.51 4732.25 50.44,,,false,,,,,,,,,,,,,,
1524_1514_d_05_03_Lore_Page,TaskAchievement,,,1,Lore_unlock_15_RestlessShore_Title_02_02,,,,true,,shipwreck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1514_d_05_03_Lore_Page,,12707.47 4693.14 44.22,,,false,,,,,,,,,,,,,,
1524_1515_d_00_container_FootstepsBeach,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524_1515_d_01_Task_Goto,1524_1515_d_02_container_FootstepsBeach,,,
1524_1515_d_01_Task_Goto,TaskGoToPOITag,,1,,,,,,true,,festeringflotsam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1515_d_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1524_1515_d_02_container_FootstepsBeach,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1524_1515_d_03_Task_GatherChest,1524_1515_d_04_Task_GatherPirate,1524_1515_d_05_Task_GatherPirate,,
1524_1515_d_03_Task_GatherChest,TaskHaveAndReturnItems,,1,1,1524_1515_SalazarsRing,,,80,true,,festeringflotsam,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1515_d_03_Task_GatherChest,,,,,,,,,,,,,,,,,,,
1524_1515_d_04_Task_GatherPirate,TaskHaveAndReturnItems,,1,1,1524_1515_GemmasBrooch,Pirate,70,,true,,festeringflotsam,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1515_d_04_Task_GatherPirate,,,,,,,,,,,,,,,,,,,
1524_1515_d_05_Task_GatherPirate,TaskHaveAndReturnItems,,1,1,1524_1515_HeartShapedLocket,Pirate,60,,true,,festeringflotsam,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1515_d_05_Task_GatherPirate,,,,,,,,,,,,,,,,,,,
1524_1516_d_00_container_TrueTerror,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524_1516_d_01_Task_Goto,1524_1516_d_02_Task_Kill,1524_1516_d_03_Task_Swap,,
1524_1516_d_01_Task_Goto,TaskGoToPOITag,,,,,,,,true,,ravagedwreck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1516_d_01_Task_Goto,,,,,,,,,,,,,,,,,,,
1524_1516_d_02_Task_Kill,TaskKillContribution,,,1,,,,,true,,ravagedwreck,,,,,,,,,,,,,Undead_Officer_Named_07,,,,,,,,,,,,,,,,,,,,@1524_1516_d_02_Task_Kill,,,,,,,,,,,,,,,,,,,
1524_1516_d_03_Task_Swap,TaskUnlockAchievement,,,1,SwapActive_1524_Boatswain01_Moved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1524_1517_d_00_container_PiratesLife,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524_1517_d_01_container_PiratesLife,1524_1517_d_05_Task_Swap,1524_1517_d_06_container_PiratesLife,,
1524_1517_d_01_container_PiratesLife,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1524_1517_d_02_Task_CollectDoubloons,1524_1517_d_03_Task_CollectDoubloons,1524_1517_d_04_Task_CollectDoubloons,,
1524_1517_d_02_Task_CollectDoubloons,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1524_1517_d_02_01_Task_Goto,1524_1517_d_02_02_find_DoubloonA,1524_1517_d_02_03_find_DoubloonB,1524_1517_d_02_04_find_DoubloonC,
1524_1517_d_02_01_Task_Goto,TaskGoToPOITag,,,,,,,,true,,cutthroatcavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1517_d_02_Task_CollectDoubloons,,,,,,,,,,,,,,,,,,,
1524_1517_d_02_02_find_DoubloonA,TaskGameEvent,,,1,,,,,,,cutthroatcavern,,,,,,,,,,IO_1524_DoubloonA,,,1524_DoubloonA_interact,,,,,,,,,,,,,,,,,,,,@1524_1517_d_02_Task_Doubloons,,,,,,,,,,,,,,,,,,,
1524_1517_d_02_03_find_DoubloonB,TaskGameEvent,,,1,,,,,,,cutthroatcavern,,,,,,,,,,IO_1524_DoubloonB,,,1524_DoubloonB_interact,,,,,,,,,,,,,,,,,,,,@1524_1517_d_02_Task_Doubloons,,,,,,,,,,,,,,,,,,,
1524_1517_d_02_04_find_DoubloonC,TaskGameEvent,,,1,,,,,,,cutthroatcavern,,,,,,,,,,IO_1524_DoubloonC,,,1524_DoubloonC_interact,,,,,,,,,,,,,,,,,,,,@1524_1517_d_02_Task_Doubloons,,,,,,,,,,,,,,,,,,,
1524_1517_d_03_Task_CollectDoubloons,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1524_1517_d_03_01_Task_Goto,1524_1517_d_03_02_find_DoubloonD,1524_1517_d_03_03_find_DoubloonE,1524_1517_d_03_04_find_DoubloonF,
1524_1517_d_03_01_Task_Goto,TaskGoToPOITag,,,,,,,,true,,archlightcave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1517_d_03_Task_CollectDoubloons,,,,,,,,,,,,,,,,,,,
1524_1517_d_03_02_find_DoubloonD,TaskGameEvent,,,1,,,,,,,archlightcave,,,,,,,,,,IO_1524_DoubloonD,,,1524_DoubloonD_interact,,,,,,,,,,,,,,,,,,,,@1524_1517_d_02_Task_Doubloons,,,,,,,,,,,,,,,,,,,
1524_1517_d_03_03_find_DoubloonE,TaskGameEvent,,,1,,,,,,,archlightcave,,,,,,,,,,IO_1524_DoubloonE,,,1524_DoubloonE_interact,,,,,,,,,,,,,,,,,,,,@1524_1517_d_02_Task_Doubloons,,,,,,,,,,,,,,,,,,,
1524_1517_d_03_04_find_DoubloonF,TaskGameEvent,,,1,,,,,,,archlightcave,,,,,,,,,,IO_1524_DoubloonF,,,1524_DoubloonF_interact,,,,,,,,,,,,,,,,,,,,@1524_1517_d_02_Task_Doubloons,,,,,,,,,,,,,,,,,,,
1524_1517_d_04_Task_CollectDoubloons,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1524_1517_d_04_01_Task_Goto,1524_1517_d_04_02_find_DoubloonG,1524_1517_d_04_03_find_DoubloonH,1524_1517_d_04_04_find_DoubloonI,
1524_1517_d_04_01_Task_Goto,TaskGoToPOITag,,,,,,,,true,,bombasticwreckage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1524_1517_d_04_Task_CollectDoubloons,,,,,,,,,,,,,,,,,,,
1524_1517_d_04_02_find_DoubloonG,TaskGameEvent,,,1,,,,,,,bombasticwreckage,,,,,,,,,,IO_1524_DoubloonG,,,1524_DoubloonG_interact,,,,,,,,,,,,,,,,,,,,@1524_1517_d_02_Task_Doubloons,,,,,,,,,,,,,,,,,,,
1524_1517_d_04_03_find_DoubloonH,TaskGameEvent,,,1,,,,,,,bombasticwreckage,,,,,,,,,,IO_1524_DoubloonH,,,1524_DoubloonH_interact,,,,,,,,,,,,,,,,,,,,@1524_1517_d_02_Task_Doubloons,,,,,,,,,,,,,,,,,,,
1524_1517_d_04_04_find_DoubloonI,TaskGameEvent,,,1,,,,,,,bombasticwreckage,,,,,,,,,,IO_1524_DoubloonI,,,1524_DoubloonI_interact,,,,,,,,,,,,,,,,,,,,@1524_1517_d_02_Task_Doubloons,,,,,,,,,,,,,,,,,,,
1524_1517_d_05_Task_Swap,TaskLockAchievement,,,1,SwapActive_1524_Boatswain01_Moved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
