TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
1201_0103_d_04_TaskGameEvent_1_Craft_CookingT1,TaskCraftRecipe,,,1,,,,,,12,watchtower,,,,,,,Procedural_HealthRecoveryT1,,,,,,,,,,,,,,,,,,,,,,,,,@1201_0103_d_04_task,,7302.950 3091.620 44.975,,,,,,,,,,,
1201_0103_d_05_TaskHaveItems_1_LightRation,TaskHaveItems,,1,1,FoodHealthRecoveryT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1201_0104_d_00_container_xmarksthespot_p1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201_0104_d_01_TaskGoToPOITag_drowned_shipwreck_1,1201_0104_d_02_container_xmarksthespot_p1_lorepages,1201_0104_d_03_container_xmarksthespot_p1_locker,1201_0104_d_04_TaskGoToPOITag_drowned_shipwreck_4,1201_0104_d_05_container_xmarksthespot_p1_flags
1201_0104_d_01_TaskGoToPOITag_drowned_shipwreck_1,TaskGoToPOITag,,,,,,,,,,drowned_shipwreck_1_30123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1201_0104_xmarksthespot_p1_GoTo_POI_search,,,,,,,,,,,,,
1201_0104_d_02_container_xmarksthespot_p1_lorepages,SimpleTaskContainer,,,,,,,,,,drowned_shipwreck_1_30123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1201_0104_xmarksthespot_p1_POIRef_drowned_shipwreck_1,,,,,,,,,1201_0104_d_02_01_TaskAchievement_ShipsRoster_drowned_shipwreck_1,1201_0104_d_02_02_TaskAchievement_ShipsManifest_drowned_shipwreck_1,1201_0104_d_02_03_TaskAchievement_ShipsLog_drowned_shipwreck_1,,
1201_0104_d_02_01_TaskAchievement_ShipsRoster_drowned_shipwreck_1,TaskAchievement,,,1,Lore_unlock_12_MonarchsBluffs_Title_14_01,,,,true,,drowned_shipwreck_1_30123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1201_0104_xmarksthespot_p1_collect_shipsroster,,7120.74 3266.47 43.99,,,,,,,,,,,
1201_0104_d_02_02_TaskAchievement_ShipsManifest_drowned_shipwreck_1,TaskAchievement,,,1,Lore_unlock_12_MonarchsBluffs_Title_14_02,,,,true,,drowned_shipwreck_1_30123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1201_0104_xmarksthespot_p1_collect_shipsmanifest,,7097.90 3269.94 44.09,,,,,,,,,,,
1201_0104_d_02_03_TaskAchievement_ShipsLog_drowned_shipwreck_1,TaskAchievement,,,1,Lore_unlock_12_MonarchsBluffs_Title_14_03,,,,true,,drowned_shipwreck_1_30123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1201_0104_xmarksthespot_p1_collect_shipslog,,7079.88 3262.03 41.65,,,,,,,,,,,
1201_0104_d_03_container_xmarksthespot_p1_locker,ConsecutiveTaskContainer,,,,,,,,,,drowned_shipwreck_3_30129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1201_0104_d_03_01_TaskGoToPOITag_drowned_shipwreck_3,1201_0104_d_03_02_TaskGatherAndReturnItems_ShipsLocker_drowned_shipwreck_3,,,
1201_0104_d_03_01_TaskGoToPOITag_drowned_shipwreck_3,TaskGoToPOITag,,,,,,,,,,drowned_shipwreck_3_30129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1201_0104_xmarksthespot_p1_GoTo_POI_search,,,,,,,,,,,,,
1201_0104_d_03_02_TaskGatherAndReturnItems_ShipsLocker_drowned_shipwreck_3,TaskGatherAndReturnItems,,1,1,MI_ArcaneBottles,MSQ_ShipsLocker,100,,true,,drowned_shipwreck_3_30129,,1,,,,,,,IO_MSQ_ShipsLocker,,,,,,,,,,,,,,,,,,,,,,,@1201_0104_xmarksthespot_p1_search_IO_at_POI,,7012.35 3113.24 47.48,,,,,,,,,,,
1201_0104_d_04_TaskGoToPOITag_drowned_shipwreck_4,TaskGoToPOITag,,,,,,,,,,drowned_shipwreck_4_30130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1201_0104_xmarksthespot_p1_GoTo_POI_search,,,,,,,,,,,,,
1201_0104_d_05_container_xmarksthespot_p1_flags,SimpleTaskContainer,,,,,,,,,,drowned_shipwreck_4_30130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1201_0104_xmarksthespot_p1_POIRef_drowned_shipwreck_4,,,,,,,,,1201_0104_d_05_01_TaskGatherAndReturnItems_shipflagStern_drowned_shipwreck_4,1201_0104_d_05_02_TaskGatherAndReturnItems_shipflagBow_drowned_shipwreck_4,,,
1201_0104_d_05_01_TaskGatherAndReturnItems_shipflagStern_drowned_shipwreck_4,TaskGatherAndReturnItems,,1,1,1201_0104_ShipsFlagA,MSQ_0001_ShipFlagStern,100,,true,,drowned_shipwreck_4_30130,,1,,,,,,,IO_MSQ_0001_ShipFlagStern,,,,,,,,,,,,,,,,,,,,,,,@1201_0104_xmarksthespot_p1_collect_sternflag,,7086.864 2972.341 51.498,,,,,,,,,,,
1201_0104_d_05_02_TaskGatherAndReturnItems_shipflagBow_drowned_shipwreck_4,TaskGatherAndReturnItems,,1,1,1201_0104_ShipsFlagB,MSQ_0002_ShipFlagBow,100,,true,,drowned_shipwreck_4_30130,,1,,,,,,,IO_MSQ_0002_ShipFlagBow,,,,,,,,,,,,,,,,,,,,,,,@1201_0104_xmarksthespot_p1_collect_bowflag,,7121.480 2948.324 50.230,,,,,,,,,,,
1201_0107_d_00_container_preciouscargo,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201_0107_d_01_TaskGoToPOITag_drowned_cavern,1201_0107_d_02_TaskTriggerArea_drowned_cavern,1201_0107_d_03_kill_Damned_Cultist_Named_03_drowned_cavern,,
1201_0107_d_01_TaskGoToPOITag_drowned_cavern,TaskGoToPOITag,,1,,,,,,,,drowned_cavern_30122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1201_0107_d_01_task,,,,,,,,,,,,,
1201_0107_d_02_TaskTriggerArea_drowned_cavern,TaskTriggerArea,,1,1,,,,,,,drowned_cavern_30122,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_12_BeachCave,@1201_0107_d_02_task,,7343.73 2919.79 61.12,,,,,,,,,,,
1201_0107_d_03_kill_Damned_Cultist_Named_03_drowned_cavern,TaskKillContribution,,1,1,,,,,true,,drowned_cavern_30122,,,,,,,,,,,,Damned_Cultist_Named_03,,,,,,,,,,,,,,,,,,,,@1201_0107_d_03_task,,7343.73 2919.79 61.12,,,,,,,,,,,
1201_0108_d_00_container_introtosettlement,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201_0108_d_01_GrantAchievement_Monarchs,1201_0108_d_02_transport_npc_note,1201_0108_d_03_have_npc_note,1201_0108_d_04_task_openmap,
1201_0108_d_01_GrantAchievement_Monarchs,TaskUnlockAchievement,,1,,BeachStart_Monarchs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1201_0108_d_02_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_transport_generic,,,1,,,,,,,,,,
1201_0108_d_03_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,,,,,,,,,
1201_0108_d_04_task_openmap,TaskOpenUiScreen,,,1,,,,,,,,,,,,,,,,,Map,,,,,,,,,,,,,,,,,,,,,,@task_getoffbeach_openmap,,,,,,,,,,,,,
1225_0101_d_00_container_truffles,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225_0101_d_01_GiveItem_GatheringSickleT1,1225_0101_d_01A_EquipItem_Sickle,1225_0101_d_02_container_truffles_tasks,1225_0101_d_03_SliceSwap_0425_HerbalistPath_Off,1225_0101_d_04_SliceSwap_0425_HerbalistMBTown_On
1225_0101_d_01_GiveItem_GatheringSickleT1,TaskGiveItem,,1,1,1hSickleT1,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1225_0101_d_01A_EquipItem_Sickle,TaskEquipItem,,1,1,1hSickleT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0425_0101_truffles_equip_sickle,,,,,,,,,,,,,
1225_0101_d_02_container_truffles_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1225_0101_d_02_01_GatherAndReturn_5_DeliciousTruffles,1225_0101_d_02_02_container_truffles_tasks,,,
1225_0101_d_02_01_GatherAndReturn_5_DeliciousTruffles,TaskGatherAndReturnItems,,1,5,1225_0101_Truffle,1225_Truffle,100,,,,,,1,,,,,,,IO_1225_Truffle,,,,,,,,,,,,,,,,,,,,,,,@0425_0101_truffles_gather_truffle,,7429.396 3339.651 52.621,,,,,,,,,,,
1225_0101_d_02_02_container_truffles_tasks,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1225_0101_d_02_02_01_Have_5_DeliciousTruffles,1225_0101_d_02_02_02_container_truffles_gather,,,
1225_0101_d_02_02_01_Have_5_DeliciousTruffles,TaskHaveItems,,,5,1225_0101_Truffle,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1225_0101_d_02_02_02_container_truffles_gather,PartialTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0425_0101_truffles_optional_gather_hyssop,,,,,,,,,1225_0101_d_02_02_02_01_GatherAndReturn_Herbs,1225_0101_d_02_02_02_02_GatherAndReturn_Berries,,,
1225_0101_d_02_02_02_01_GatherAndReturn_Herbs,TaskRequireGatherItems,,1,1,HerbT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1225_0101_d_02_02_02_02_GatherAndReturn_Berries,TaskRequireGatherItems,,1,1,BerryT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1225_0101_d_03_SliceSwap_0425_HerbalistPath_Off,TaskUnlockAchievement,,1,1,SwapActive_0425_HerbalistPath_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1225_0101_d_04_SliceSwap_0425_HerbalistMBTown_On,TaskUnlockAchievement,,1,1,SwapActive_0425_HerbalistMBTown_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1204_0102_d_00_container_warnmagistrate,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204_0102_d_01_transport_npc_note,1204_0102_d_02_have_npc_note,,,
1204_0102_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_transport_generic,,,1,,,,,,,,,,
1204_0102_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,,,,,,,,,
1206_0103_d_00_Container_hearthwohome,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206_0103_d_01_Container_hearthwohome_OpenUIScreenInn,,,,
1206_0103_d_01_Container_hearthwohome_OpenUIScreenInn,TaskOpenUiScreen,0,,1,,,,,,,,,1,,,,,,,,InnInteractMenu,,,,,,,,,,,,,,,,,,,,,,@1206_0103_d_01_Container_hearthwohome_OpenUIScreenInn,,,,,,,,,,,,,
1202_0102_d_00_container_intrototrader,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206_0101_d_01_open_tradingpost,1206_0103_d_02_Container_hearthwohome_OpenUIScreenStor,,,
1206_0101_d_01_open_tradingpost,TaskOpenUiScreen,,,1,,,,,,,,,,,,,,,,,Contracts,,,,,,,,,,,,,,,,,,,,,,@1206_0101_d_01_open_tradingpost,,7342.187 3744.963 112.222,,,,,,,,,,,
1206_0103_d_02_Container_hearthwohome_OpenUIScreenStor,TaskInteract,0,,1,,,,,,,,,1,,,,,,,SettlementStorage,,,,,,,,,,,,,,,,,,,,,,,@1206_0103_d_02_Container_hearthwohome_OpenUIScreenStor,,7352.781 3722.461 111.417,,,,,,,,,,,
1203_0102_d_00_container_introtooverseer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203_0102_d_01_transport_npc_note,1203_0102_d_02_have_npc_note,,,
1203_0102_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_transport_generic,,,1,,,,,,,,,,
1203_0102_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,,,,,,,,,
1204_0101_d_00_container_overseersettlement,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204_0101_d_01_container_overseersettlement_gather,1204_0101_d_02_container_overseersettlement_refine,,,
1204_0101_d_01_container_overseersettlement_gather,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1204_0101_d_01a_TaskHaveItems_200_StoneT1,1204_0101_d_01b_TaskHaveItems_40_RawhideT1,1204_0101_d_01c_TaskHaveItems_200_WoodT1,,
1204_0101_d_01a_TaskHaveItems_200_StoneT1,TaskHaveItems,,,40,StoneT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1204_0101_d_01_task,,7582.342773 3709.348389 111.702881,,,,,,,,,,,
1204_0101_d_01b_TaskHaveItems_40_RawhideT1,TaskHaveItems,,,16,RawhideT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1204_0101_d_02_task,,7157.022949 3700.986572 43.461002,,,,,,,,,,,
1204_0101_d_01c_TaskHaveItems_200_WoodT1,TaskHaveItems,,,40,WoodT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1204_0101_d_03_task,,7153.470703 3630.593994 45.697151,,,,,,,,,,,
1204_0101_d_02_container_overseersettlement_refine,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1204_0102_d_02a_TaskHaveAndReturnItems_20_TimberT2,1204_0102_d_02b_TaskHaveAndReturnItems_20_BlockT2,1204_0102_d_02c_TaskHaveAndReturnItems_4_LeatherT2,,
1204_0102_d_02a_TaskHaveAndReturnItems_20_TimberT2,TaskHaveItems,,,10,TimberT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1204_0102_d_01_task,,7357 3646 3.16,,,,,,,,,,,
1204_0102_d_02b_TaskHaveAndReturnItems_20_BlockT2,TaskHaveItems,,,10,BlockT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1204_0102_d_02_task,,7384 3653 1.77,,,,,,,,,,,
1204_0102_d_02c_TaskHaveAndReturnItems_4_LeatherT2,TaskHaveItems,,,4,LeatherT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1204_0102_d_03_task,,7415 3712 2.87,,,,,,,,,,,
1204_0103_d_00_container_introtoartificer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204_0103_d_01_transport_npc_note,1204_0103_d_02_have_npc_note,,,
1204_0103_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_transport_generic,,,1,,,,,,,,,,
1204_0103_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,,,,,,,,,
1205_0101_d_00_container_craftforartificer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205_0101_d_01_GiveItem_ArtificerResourceContainer1,1205_0101_d_02_container_craftforartificer_tasks,1205_0101_d_03_TaskHaveItems_9_IngotT2,1205_0101_d_04_TaskCraftRecipe,1205_0101_d_05_TaskHaveItems_1_1hSwordT2
1205_0101_d_01_GiveItem_ArtificerResourceContainer1,TaskGiveItem,,1,1,ArtificerResourceContainer1,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1205_0101_d_02_container_craftforartificer_tasks,PartialTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1205_0101_d_02_01_container_craftforartificer_tasks_ore,1205_0101_d_02_02_TaskHaveItems_1_IngotT2,,,
1205_0101_d_02_01_container_craftforartificer_tasks_ore,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_gatherironore,,,,,,,,,1205_0101_d_02_01_01_TaskHaveItems_90_OreT1,,,,
1205_0101_d_02_01_01_TaskHaveItems_90_OreT1,TaskHaveItems,,,90,OreT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1205_0101_d_01_task,,,,,,,,,,,,,
1205_0101_d_02_02_TaskHaveItems_1_IngotT2,TaskHaveItems,,,1,IngotT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1205_0101_d_03_TaskHaveItems_9_IngotT2,TaskHaveItems,,,9,IngotT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1205_0101_d_02_task,,7369 3634 0.28,,,,,,,,,,,
1205_0101_d_04_TaskCraftRecipe,TaskCraftWeaponFamily,,1,1,1hSwordT2,,,,,,,,,,,,,SwordAbilityTable,,,,,,,,,,,,,,,,,,,,,,,,,@1205_0101_d_03_task,,7390 3642 1.11,,,,,,,,,,,
1205_0101_d_05_TaskHaveItems_1_1hSwordT2,TaskHaveItemsWithWeaponFamily,,1,1,SwordAbilityTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7390 3642 1.11,1,,,,,,,,,,
1205_0102_d_00_container_campingunlock,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205_0102_d_01_transport_npc_note,1205_0102_d_02_have_npc_note,,,
1205_0102_d_01_transport_npc_note,TaskGiveAndTakeItem,,,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_transport_generic,,,1,,,,,,,,,,
1205_0102_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,,,,,,,,,
1203_0201_d_00_container_survivalistquest,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203_0201_d_01_Task_open_camp,1203_0201_d_01a_Container,,,
1203_0201_d_01_Task_open_camp,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,,,MakeCamp,,,,,,,,,,,,,,,,,,,,@1203_0201_survivalistquest_makecamp,,,,,,,,,,,,,
1203_0201_d_01a_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1203_0201_d_02_TaskGoToPOITag_greywolf_den_30131,1203_0201_d_03_kill_5_Wolf,1203_0201_d_04_TaskGoToPOITag_greywolf_den_30132,1203_0201_d_05_TaskHaveAndReturnItems_5_MI_CoarseWolfHairs_Wolf,
1203_0201_d_02_TaskGoToPOITag_greywolf_den_30131,TaskGoToPOITag,,1,,,,,,,,greywolf_den_30131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_travelto_POITag_generic,,,,,,,,,,,,,
1203_0201_d_03_kill_5_Wolf,TaskKillContribution,,1,5,,,,,,,greywolf_den_30131,,,,,,,,,,,,Wolf_Timber_12MB10b,,,,,,,,,,,,,,,,,,,,@1203_0101_d_02_kill_5_Wolf,,,,,,,,,,,,,
1203_0201_d_04_TaskGoToPOITag_greywolf_den_30132,TaskGoToPOITag,,1,,,,,,,,greywolf_den_30132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12_task_travelto_POITag_generic,,,,,,,,,,,,,
1203_0201_d_05_TaskHaveAndReturnItems_5_MI_CoarseWolfHairs_Wolf,TaskHaveAndReturnItems,,1,5,1203_0201_CoarseWolfHairs,Wolf_Timber_12MB10a,100,,true,,greywolf_den_30132,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1203_0201_survivalistquest_skin_target,,,,,,,,,,,,,
