TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0205_0102_04_Gauntlets_task_05_14,TaskHaveItems,,,15,0205_0102_EssencePower,AncientGuardian_Reaver_45,100,,true,,ancient_shrine_40313,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
0205_0102_04_Gauntlets_task_05_15,TaskHaveItems,,,15,0205_0102_EssencePower,AncientGuardian_Reaver_45,100,,true,,ancient_shrine_40313,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
0205_0102_GoodsContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0205_0102_04_Gauntlets_task_08,,,,,,,,,,,,,,,0205_0102_04_Gauntlets_task_09,0205_0102_05_Helm_task_09,0205_0102_03_Greaves_task_09,0205_0102_01_Boots_task_09,0205_0102_02_Breastplate_task_09
0205_0102_04_Gauntlets_task_09,TaskHaveAndReturnItems,,,1,92_06_BattlesEmbrace_Gloves_QuestItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0205_0102_04_Gauntlets_task_09,,,,,,,,,,,,,,,,,,,
0205_0102_05_Helm_task_09,TaskHaveAndReturnItems,,,1,92_06_BattlesEmbrace_Helm_QuestItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0205_0102_05_Helm_task_09,,,,,,,,,,,,,,,,,,,
0205_0102_03_Greaves_task_09,TaskHaveAndReturnItems,,,1,92_06_BattlesEmbrace_Legs_QuestItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0205_0102_03_Greaves_task_09,,,,,,,,,,,,,,,,,,,
0205_0102_01_Boots_task_09,TaskHaveAndReturnItems,,,1,92_06_BattlesEmbrace_Boots_QuestItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0205_0102_01_Boots_task_09,,,,,,,,,,,,,,,,,,,
0205_0102_02_Breastplate_task_09,TaskHaveAndReturnItems,,,1,92_06_BattlesEmbrace_Chest_QuestItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0205_0102_02_Breastplate_task_09,,,,,,,,,,,,,,,,,,,
1303_1311_Protective_Wyrd_Gear_v2_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303_1311_d_00_Container_WorkOrders_v2,1303_1311_01_Shoes_container_01,1303_1311_GoodsContainer,,
1303_1311_d_00_Container_WorkOrders_v2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1303_1311_01_Shoes_task_01,1303_1311_02_Shirt_task_01,1303_1311_03_Pants_task_01,1303_1311_04_Gloves_task_01,1303_1311_05_Hat_task_01
1303_1311_01_Shoes_task_01,TaskGiveItem,,,1,WorkOrder_1303_1311_Shoes_ProtectiveWyrd_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_01_Shoes_task_01,,,1,,,,,,,,,,,,,,,,
1303_1311_02_Shirt_task_01,TaskGiveItem,,,1,WorkOrder_1303_1311_Shirt_ProtectiveWyrd_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_02_Shirt_task_01,,,1,,,,,,,,,,,,,,,,
1303_1311_03_Pants_task_01,TaskGiveItem,,,1,WorkOrder_1303_1311_Pants_ProtectiveWyrd_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_03_Pants_task_01,,,1,,,,,,,,,,,,,,,,
1303_1311_04_Gloves_task_01,TaskGiveItem,,,1,WorkOrder_1303_1311_Gloves_ProtectiveWyrd_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_04_Gloves_task_01,,,1,,,,,,,,,,,,,,,,
1303_1311_05_Hat_task_01,TaskGiveItem,,,1,WorkOrder_1303_1311_Hat_ProtectiveWyrd_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_05_Hat_task_01,,,1,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_container_01,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1303_1311_01_Shoes_task_06,1303_1311_01_Shoes_task_07,1303_1311_05_Hat_task_07,1303_1311_01_Shoes_task_05,1303_1311_ExtraLoot_01
1303_1311_01_Shoes_task_06,TaskGoToPOITag,,,,,,,,true,,ancient_ruins_hillside_60317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_01_Shoes_task_06,,,,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_07,TaskHaveItems,,,10,1303_1311_PurifiedSap,,,100,true,,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_01_Shoes_task_07,,,,,,,,,,,,,,,,,,,
1303_1311_05_Hat_task_07,TaskHaveItems,,,10,1303_1311_SpectralCloth,Ancient,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_05_Hat_task_07,,,,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_05,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_01_Shoes_task_05,,,,,,,,,,,,,,,,,,,
1303_1311_ExtraLoot_01,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1303_1311_01_Shoes_task_05_02,1303_1311_01_Shoes_task_05_03,1303_1311_01_Shoes_task_05_04,1303_1311_01_Shoes_task_05_05,1303_1311_ExtraLoot_02
1303_1311_01_Shoes_task_05_02,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_05_03,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_05_04,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_05_05,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_ExtraLoot_02,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1303_1311_01_Shoes_task_05_06,1303_1311_01_Shoes_task_05_07,1303_1311_01_Shoes_task_05_15,1303_1311_01_Shoes_task_05_08,1303_1311_ExtraLoot_03
1303_1311_01_Shoes_task_05_06,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_05_07,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_05_15,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_05_08,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_ExtraLoot_03,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1303_1311_01_Shoes_task_05_09,1303_1311_01_Shoes_task_05_10,1303_1311_01_Shoes_task_05_11,1303_1311_01_Shoes_task_05_12,1303_1311_ExtraLoot_04
1303_1311_01_Shoes_task_05_09,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_05_10,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_05_11,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_05_12,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_ExtraLoot_04,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1303_1311_01_Shoes_task_05_13,1303_1311_01_Shoes_task_05_14,,,
1303_1311_01_Shoes_task_05_13,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_05_14,TaskHaveItems,,,15,1303_1311_EssenceUndeath,AncientGuardian_Spearman_Named_01,100,,true,morrowtide1,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1303_1311_GoodsContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_01_Shoes_task_08,,,,,,,,,,,,,,,1303_1311_05_Hat_task_09_2,1303_1311_01_Shoes_task_09,1303_1311_02_Shirt_task_09,1303_1311_04_Gloves_task_09,1303_1311_03_Pants_task_09
1303_1311_05_Hat_task_09_2,TaskHaveAndReturnItems,,,1,92_08_ProtectiveWyrd_Helm_QuestItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_05_Hat_task_09,,,,,,,,,,,,,,,,,,,
1303_1311_01_Shoes_task_09,TaskHaveAndReturnItems,,,1,92_08_ProtectiveWyrd_Boots_QuestItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_01_Shoes_task_09,,,,,,,,,,,,,,,,,,,
1303_1311_02_Shirt_task_09,TaskHaveAndReturnItems,,,1,92_08_ProtectiveWyrd_Chest_QuestItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_02_Shirt_task_09,,,,,,,,,,,,,,,,,,,
1303_1311_04_Gloves_task_09,TaskHaveAndReturnItems,,,1,92_08_ProtectiveWyrd_Gloves_QuestItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_04_Gloves_task_09,,,,,,,,,,,,,,,,,,,
1303_1311_03_Pants_task_09,TaskHaveAndReturnItems,,,1,92_08_ProtectiveWyrd_Legs_QuestItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1303_1311_03_Pants_task_09,,,,,,,,,,,,,,,,,,,
1002_0104_Shrouded_Intent_Gear_v2_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002_0104_d_00_Container_WorkOrders_v2,1002_0104_01_Boots_container_01,1002_0104_GoodContainer,,
1002_0104_d_00_Container_WorkOrders_v2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002_0104_01_Boots_task_01,1002_0104_02_Coat_task_01,1002_0104_04_Gloves_task_01,1002_0104_03_Pants_task_01,1002_0104_05_Hat_task_01
1002_0104_01_Boots_task_01,TaskGiveItem,,,1,WorkOrder_1002_0104_Boots_ShroudedIntent_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_01_Boots_task_01,,,1,,,,,,,,,,,,,,,,
1002_0104_02_Coat_task_01,TaskGiveItem,,,1,WorkOrder_1002_0104_Coat_ShroudedIntent_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_02_Coat_task_01,,,1,,,,,,,,,,,,,,,,
1002_0104_04_Gloves_task_01,TaskGiveItem,,,1,WorkOrder_1002_0104_Gloves_ShroudedIntent_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_04_Gloves_task_01,,,1,,,,,,,,,,,,,,,,
1002_0104_03_Pants_task_01,TaskGiveItem,,,1,WorkOrder_1002_0104_Pants_ShroudedIntent_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_03_Pants_task_01,,,1,,,,,,,,,,,,,,,,
1002_0104_05_Hat_task_01,TaskGiveItem,,,1,WorkOrder_1002_0104_Hat_ShroudedIntent_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_05_Hat_task_01,,,1,,,,,,,,,,,,,,,,
1002_0104_01_Boots_container_01,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1002_0104_01_Boots_task_02,1002_0104_02_Coat_task_05,1002_0104_04_Gloves_task_03,1002_0104_04_Gloves_task_05,1002_0104_ExtraLoot_01
1002_0104_01_Boots_task_02,TaskGoToPOITag,,,,,,,,true,eastconsolation4,fortdamnation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_01_Boots_task_02,,,,,,,,,,,,,,,,,,,
1002_0104_02_Coat_task_05,TaskHaveItems,,,10,1002_0104_BlightbanePitch,,,100,true,eastconsolation4,fortdamnation,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_02_Coat_task_05,,,,,,,,,,,,,,,,,,,
1002_0104_04_Gloves_task_03,TaskHaveItems,,,10,1002_0104_LayeredLeather,Lost,100,,true,eastconsolation4,fortdamnation,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_04_Gloves_task_03,,,,,,,,,,,,,,,,,,,
1002_0104_04_Gloves_task_05,TaskHaveItems,,,15,1002_0104_SiphonedTwilight,Undead_Officer_Named_05,100,,true,eastconsolation4,fortdamnation,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_04_Gloves_task_05,,,,,,,,,,,,,,,,,,,
1002_0104_ExtraLoot_01,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1002_0104_04_Gloves_task_05_05,1002_0104_04_Gloves_task_05_02,1002_0104_04_Gloves_task_05_03,1002_0104_04_Gloves_task_05_04,1002_0104_ExtraLoot_02
1002_0104_04_Gloves_task_05_02,TaskHaveItems,,,15,1002_0104_SiphonedTwilight,Undead_Officer_Named_05,100,,true,eastconsolation4,fortdamnation,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1002_0104_04_Gloves_task_05_03,TaskHaveItems,,,15,1002_0104_SiphonedTwilight,Undead_Officer_Named_05,100,,true,eastconsolation4,fortdamnation,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1002_0104_04_Gloves_task_05_04,TaskHaveItems,,,15,1002_0104_SiphonedTwilight,Undead_Officer_Named_05,100,,true,eastconsolation4,fortdamnation,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
