TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
9401_FirstRace_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9401_OpenedReward,9401_MountUp,EF_Rally_0,9401_FirstRace_ReturnContainer,
9401_OpenedReward,TaskAchievement,,,1,AwardAchievement_Mount_Horse_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRace_OpenReward,,,,,,,,,,,,,,,,,,,
9401_MountUp,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_9401_MountUp,@9401_MountTutorial,,8940 5157 152,,,1,,,,,,,,,,,,,,
EF_Rally_0,TaskQuickCourse,,,1,EF_Tour_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_FirstRaceTutorial,,,,true,1,,,,,,,,,,,,,,
9401_FirstRace_ReturnContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9401_FirstRace_GoToJochi,9401_FirstRace_FTToJochi,,,
9401_FirstRace_GoToJochi,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_9401_MountVector_GoToJochi,@9401_FirstRace_GoToJochi,,8952.042969 5228.910156 151.198822,,,1,,,,,,,,,,,,,,
9401_FirstRace_FTToJochi,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_9401_MountVector_GoToJochi,@9401_FirstRace_GoToJochi,,,1,,1,,,,,,,,,,,,,,
9401_TutorialFood_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9401_RecipieContainer,9401_TaskPartialContainer,9401_FeedingTask,9401_HasFed_Checkpoint,
9401_RecipieContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9401_Vitamins,9401_Barley,9401_Water,9401_Milk,
9401_Vitamins,TaskGiveItem,,,3,MountItem_Vitamins_T1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9401_Barley,TaskGiveItem,,,1,BarleyT1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9401_Water,TaskGiveItem,,,1,WaterT1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9401_Milk,TaskGiveItem,,,1,MilkT1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9401_TaskPartialContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9401_CraftMountConsumable,9401_CraftMountConsumableB,,,
9401_CraftMountConsumable,TaskCraftRecipe,,,1,,,,,,,,,,,,,,,MountConsum_GruelT1,,,,,,,,,,,,,,,,,,,,,,,,,@9401_CraftMountVittles,,8959.125000 5225.626953 151.246506,,,1,,,,,,,,,,,,,,
9401_CraftMountConsumableB,TaskHaveItem,,,1,MountConsum_GruelT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9401_FeedingTask,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9401_FeedMount,9401_FeedCheck,,,
9401_FeedMount,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,,,,Mount_GrantRidingXP_Small,,,,,,,,,,,,,,,,,,,,@9401_CraftMountVittles2,,,,,,,,,,,,,,,,,,,
9401_FeedCheck,TaskAchievement,,,1,9401_Fed_Horse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9401_HasFed_Checkpoint,TaskUnlockAchievement,,,,9401_Fed_Horse,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9401_Befriend_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9401_Befriend_Checkpoint,9401_Goto_Cave,9401_CaveContainer,9401_HorseContainer,
9401_Befriend_Checkpoint,TaskUnlockAchievement,,,,9401_Befriend_Started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9401_Goto_Cave,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_Befriend_Cave,@9401_GoTo,,9103.093750 5147.665039 144.104172,,,1,,,,,,,,,,,,,,
9401_CaveContainer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_GoTo,,,1,,,,,,,,,,,,9401_Torch,9401_Mural,9401_MuralWhisper,9401_AzothOats,
9401_Torch,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,IO_94_BeastTorch,,,94_BeastTorch_Interact,,,,,,,,,,,,,,,,,,,,@9401_GoTo,,9082.035156 5123.064941 144.729904,,true,1,,,,,,,,,,,,,,
9401_Mural,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,IO_94_BeastMural,,,94_BeastMural_Interact,,,,,,,,,,,,,,,,,,,,@9401_Commune,,9082.035156 5123.064941 144.729904,,,,,,,,,,,,,,,,,
9401_MuralWhisper,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,,94_BeastMural_Whisper,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9401_AzothOats,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,IO_94_AzothOats,,,94_AzothOats_Interact,,,,,,,,,,,,,,,,,,,,@9401_Oats,,9103.489258 5129.180176 144.621094,,,,,,,,,,,,,,,,,
9401_HorseContainer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9401_HorseAchievement,9401_HorseTalkStep,9401_HorseLock,,
9401_HorseAchievement,TaskUnlockAchievement,,,,9401_HorseWalkAway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9401_HorseTalkStep,TaskConversationTopic,,,1,9401_FirstHorse,,,,,,,,,,,,,,,,,9401_HorseTalk,,,,,,,,,,,,,,,,,,,,,,@9401_ApproachHorse,,,,,,,,,,,,,,,,,,,
9401_HorseLock,TaskLockAchievement,,,,9401_HorseWalkAway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9403_FreeWolves_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9403_SadWolfTour_Container,9403_TV_SadWolf,9403_TV_Church,9403_EliminateTarget,9403_CageContainer
9403_SadWolfTour_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9403_SadWolfAchievement,9403_WolfAchievement1,,,
9403_SadWolfAchievement,TaskUnlockAchievement,,,,9403_SadWolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9403_WolfAchievement1,TaskUnlockAchievement,,,,9403_Wolf1WalkAway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9403_TV_SadWolf,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_9403_SadWolf,@9403_WolfTour,,9006 6945,,,1,,,,,,,,,,,,,,
9403_TV_Church,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_9403_Church,@9403_Church,,9040 6733 436,,,1,,,,,,,,,,,,,,
9403_EliminateTarget,TaskHaveItems,,,1,9403_Key,,,100,true,,abandoned_farm_village_40303,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9403_Eliminate,,9040 6725,,,,,,,,,,,,,,,,,
9403_CageContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9403_WolfCage1Container,9403_WolfCage2Container,9403_WolfCage3Container,,
9403_WolfCage1Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9403_SadWolfAchievementLock,9403_WolfCage1Unlock,9403_WolfLock1,,
9403_SadWolfAchievementLock,TaskLockAchievement,,,,9403_SadWolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9403_WolfCage1Unlock,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,IO_94_CageWolf1,,,94_Cage_Interact1,,,,,,,,,,,,,,,,,,,,@9403_ApproachWolf1,,9006 6945,,,,,,,,,,,,,,,,,
9403_WolfLock1,TaskLockAchievement,,,,9403_Wolf1WalkAway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9403_WolfCage2Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9403_WolfAchievement2,9403_WolfCage2Unlock,9403_WolfLock2,,
9403_WolfAchievement2,TaskUnlockAchievement,,,,9403_Wolf2WalkAway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9403_WolfCage2Unlock,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,IO_94_CageWolf2,,,94_Cage_Interact2,,,,,,,,,,,,,,,,,,,,@9403_ApproachWolf2,,8904 6791,,,,,,,,,,,,,,,,,
9403_WolfLock2,TaskLockAchievement,,,,9403_Wolf2WalkAway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9403_WolfCage3Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9403_WolfAchievement3,9403_WolfCage3Unlock,9403_WolfLock3,,
9403_WolfAchievement3,TaskUnlockAchievement,,,,9403_Wolf3WalkAway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9403_WolfCage3Unlock,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,IO_94_CageWolf3,,,94_Cage_Interact3,,,,,,,,,,,,,,,,,,,,@9403_ApproachWolf3,,8960 6763,,,,,,,,,,,,,,,,,
9403_WolfLock3,TaskLockAchievement,,,,9403_Wolf3WalkAway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9405_RescueLion_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9405_LionBridgeContainer1,9405_LionBridgeContainer2,9405_LionContainer,,
9405_LionBridgeContainer1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9405_Goto_Bridge,9405_Goto_Edge,,,
9405_Goto_Bridge,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,9405_GotoBridge_TV,@9405_Goto_Bridge_Desc,,9697.955078 1837.439819 50.516727,,,1,,,,,,,,,,,,,,
9405_Goto_Edge,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,9405_ActivateBridge_TV,@9405_Goto_Edge_Desc,,9807.314453 1748.899658 107.462517,,,1,,,,,,,,,,,,,,
9405_LionBridgeContainer2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9405_GlyphCheck,9405_Activate_Bridge,9405_Cross_Bridge,9405_Bridge_Whisper,
9405_GlyphCheck,TaskAchievement,,,1,Lore_unlock_ElysianWilds_Title_01_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9405_GlyphCheck_Desc,,9767 1731 104,,,1,,,,,,,,,,,,,,
9405_Activate_Bridge,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,9405_ActivateBridge_TV,@9405_Activate_Bridge_Desc,,9807.314453 1748.899658 107.462517,,,1,,,,,,,,,,,,,,
9405_Cross_Bridge,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,9405_CrossBridge_TV,@9405_Cross_Bridge_Desc,,9851.376953 1759.614136 107.968567,,,1,,,,,,,,,,,,,,
9405_Bridge_Whisper,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,,9405_CrossBridge_Whisper,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9405_LionContainer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9405_LionAchievement,9405_UnlockCage,9405_LionLock,9405_LionReturnContainer,
9405_LionAchievement,TaskUnlockAchievement,,,,9405_LionWalkAway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9405_UnlockCage,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,IO_94_CageLion,,,94_Cage_Interact4,,,,,,,,,,,,,,,,,,,,@9405_ApproachLion,,9926.071289 1761.824951 99.344414,,,,,,,,,,,,,,,,,
9405_LionReturnContainer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9405_LionSwapIn,9405_ReturnLions,9405_LionTalkStep,,
9405_LionSwapIn,TaskUnlockAchievement,,,,9405_SwapReturnLion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9405_ReturnLions,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_VectorLion,@9405_ReturnLions_Desc,,9499.1855 1120.5863 54.7791,,,1,,,,,,,,,,,,,,
9405_LionLock,TaskLockAchievement,,,,9405_LionWalkAway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9405_LionTalkStep,TaskConversationTopic,,,1,9405_FirstLion,,,,,,,,,,,,,,,,,9405_LionTalk,,,,,,,,,,,,,,,,,,,,,,@9405_TalkLion,,,,,,,,,,,,,,,,,,,
9401_Races_Quest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9401_Races_Container,,,,
9401_Races_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_RaceContainerText,,,,,,,,,,,,,,,EF_Tour_1_questcomplete,EF_Rally_1_questcomplete,EF_Tour_2_questcomplete,EF_Rally_2_questcomplete,EF_Tour_3_questcomplete
EF_Tour_1_questcomplete,TaskAchievement,,1,,EF_Tour_1_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_Tour_1_Title,,,,true,1,,,,,,,,,,,,,,
EF_Rally_1_questcomplete,TaskAchievement,,1,,EF_Rally_1_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_Rally_1_Title,,,,true,1,,,,,,,,,,,,,,
EF_Tour_2_questcomplete,TaskAchievement,,1,,EF_Tour_2_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_Tour_2_Title,,,,true,1,,,,,,,,,,,,,,
EF_Rally_2_questcomplete,TaskAchievement,,1,,EF_Rally_2_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_Rally_2_Title,,,,true,1,,,,,,,,,,,,,,
EF_Tour_3_questcomplete,TaskAchievement,,1,,EF_Tour_3_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_Tour_3_Title,,,,true,1,,,,,,,,,,,,,,
9402_Races_Quest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9402_Races_Container1,,,,
9402_Races_Container1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_RaceContainerText,,,,,,,,,,,,,,,WF_Tour_1_questcomplete,WF_Rally_1_questcomplete,WF_Tour_2_questcomplete,WF_Rally_2_questcomplete,WF_Tour_3_questcomplete
WF_Tour_1_questcomplete,TaskAchievement,,1,,WF_Tour_1_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9402_Tour_1_Title,,,,true,1,,,,,,,,,,,,,,
WF_Rally_1_questcomplete,TaskAchievement,,1,,WF_Rally_1_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9402_Rally_1_Title,,,,true,1,,,,,,,,,,,,,,
WF_Tour_2_questcomplete,TaskAchievement,,1,,WF_Tour_2_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9402_Tour_2_Title,,,,true,1,,,,,,,,,,,,,,
WF_Rally_2_questcomplete,TaskAchievement,,1,,WF_Rally_2_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9402_Rally_2_Title,,,,true,1,,,,,,,,,,,,,,
WF_Tour_3_questcomplete,TaskAchievement,,1,,WF_Tour_3_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9402_Tour_3_Title,,,,true,1,,,,,,,,,,,,,,
9403_Races_Quest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9403_Races_Container1,,,,
9403_Races_Container1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_RaceContainerText,,,,,,,,,,,,,,,GC_Tour_1_questcomplete,GC_Rally_1_questcomplete,GC_Tour_2_questcomplete,GC_Rally_2_questcomplete,GC_Tour_3_questcomplete
GC_Tour_1_questcomplete,TaskAchievement,,1,,GC_Tour_1_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9403_Tour_1_Title,,,,true,1,,,,,,,,,,,,,,
GC_Rally_1_questcomplete,TaskAchievement,,1,,GC_Rally_1_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9403_Rally_1_Title,,,,true,1,,,,,,,,,,,,,,
GC_Tour_2_questcomplete,TaskAchievement,,1,,GC_Tour_2_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9403_Tour_2_Title,,,,true,1,,,,,,,,,,,,,,
GC_Rally_2_questcomplete,TaskAchievement,,1,,GC_Rally_2_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9403_Rally_2_Title,,,,true,1,,,,,,,,,,,,,,
GC_Tour_3_questcomplete,TaskAchievement,,1,,GC_Tour_3_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9403_Tour_3_Title,,,,true,1,,,,,,,,,,,,,,
9404_Races_Quest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9404_Races_Container1,,,,
9404_Races_Container1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_RaceContainerText,,,,,,,,,,,,,,,BS_Tour_1_questcomplete,BS_Rally_1_questcomplete,BS_Tour_2_questcomplete,BS_Rally_2_questcomplete,BS_Tour_3_questcomplete
BS_Tour_1_questcomplete,TaskAchievement,,1,,BS_Tour_1_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9404_Tour_1_Title,,,,true,1,,,,,,,,,,,,,,
BS_Rally_1_questcomplete,TaskAchievement,,1,,BS_Rally_1_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9404_Rally_1_Title,,,,true,1,,,,,,,,,,,,,,
BS_Tour_2_questcomplete,TaskAchievement,,1,,BS_Tour_2_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9404_Tour_2_Title,,,,true,1,,,,,,,,,,,,,,
BS_Rally_2_questcomplete,TaskAchievement,,1,,BS_Rally_2_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9404_Rally_2_Title,,,,true,1,,,,,,,,,,,,,,
BS_Tour_3_questcomplete,TaskAchievement,,1,,BS_Tour_3_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9404_Tour_3_Title,,,,true,1,,,,,,,,,,,,,,
9405_Races_Quest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9405_Races_Container1,,,,
9405_Races_Container1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9401_RaceContainerText,,,,,,,,,,,,,,,EW_Tour_1_questcomplete,EW_Rally_1_questcomplete,EW_Tour_2_questcomplete,EW_Rally_2_questcomplete,EW_Tour_3_questcomplete
EW_Tour_1_questcomplete,TaskAchievement,,1,,EW_Tour_1_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9405_Tour_1_Title,,,,true,1,,,,,,,,,,,,,,
EW_Rally_1_questcomplete,TaskAchievement,,1,,EW_Rally_1_Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9405_Rally_1_Title,,,,true,1,,,,,,,,,,,,,,
