TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FactionIntro_Covenant_Vector_01_TriggerCutscene,TaskTemporaryUnlockAchievement,,,,1,98_Cutscene_CovenantEnclave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_02_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FactionIntro_Covenant_02_Task1,FactionIntro_Covenant_02_Container2,FactionIntro_Covenant_02_SwapActive1,FactionIntro_Covenant_02_SwapActive2,
FactionIntro_Covenant_02_Container2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_02_Container,,,,,,,,,,,,,,,,FactionIntro_Covenant_02_Task2,FactionIntro_Covenant_02_Task3,FactionIntro_Covenant_02_Task4,
FactionIntro_Covenant_02_Task1,TaskGoToPOITag,,,,1,,,,,true,,corruptedpriest_40181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_02_GotoPOI,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_02_Task2,TaskKillContribution,,,,7,,,,,true,,corruptedpriest_40181,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_02_KillCorrupted,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_02_Task3,TaskGameEvent,,,,1,98_Covenant_02_Captive,,,,,,corruptedpriest_40181,,,,,,,,,,IO_98_Covenant_02_Captive,,,98_Covenant_02_Captive_Interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_02_FreePrisoner,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_02_Task4,TaskGatherAndReturnItems,,,,1,FactionIntro_Covenant_02_Grimoire,98_Covenant_02_Grimoire,100,,,,,,,true,,,,,,,IO_98_Covenant_02_Grimoire,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_02_ReadLore,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_02_SwapActive1,TaskUnlockAchievement,,,,1,SwapActive_9803_Morellus_00_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_02_SwapActive2,TaskUnlockAchievement,,,,1,SwapActive_9813_Damiano_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_Vector_02_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_Vector_02_Container,,,,,,,,,,,,,,,FactionIntro_Covenant_Vector_02_TransportNote,FactionIntro_Covenant_Vector_02_HaveNote,,,
FactionIntro_Covenant_Vector_02_TransportNote,TaskGiveAndTakeItem,,1,,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06_task_transport_generic,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_Vector_02_HaveNote,TaskHaveAndReturnItems,,1,,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06_task_transport_generic,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FactionIntro_Covenant_03_Task1,FactionIntro_Covenant_03_Container3,FactionIntro_Covenant_03_Task4,FactionIntro_Covenant_03_Task5,FactionIntro_Covenant_03_Container2
FactionIntro_Covenant_03_Container_Failsafe,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Container3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,IO_98_Covenant_03_Ritual,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_Container3,,,,,,,,,,,,,,,FactionIntro_Covenant_03_Container_Puzzle1,FactionIntro_Covenant_03_Container_Puzzle2,FactionIntro_Covenant_03_Container_Puzzle3,FactionIntro_Covenant_03_Task_Ritual,FactionIntro_Covenant_03_Task3
FactionIntro_Covenant_03_Task1,TaskGoToPOITag,,,,1,,,,,true,,nettlerest_graveyard_40151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_GotoPOI,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Container_Puzzle1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_Container_Puzzle1,,,,,,,,,,,,,,,FactionIntro_Covenant_03_Task_PuzzleChrage1,FactionIntro_Covenant_03_Task_PuzzleSet1,FactionIntro_Covenant_03_Task_PuzzleGlow1,,
FactionIntro_Covenant_03_Task_PuzzleChrage1,TaskKillContribution,,,,2,,,,,true,,nettlerest_graveyard_40151,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_PuzzleChrage,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_PuzzleSet1,TaskGatherCyclicState,,0,,1,Cyclic_98_Covenant_03_RitualStone1,,1,,true,,nettlerest_graveyard_40151,,,,,,,,,,IO_98_Covenant_03_RitualStone1,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_PuzzleSet,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_PuzzleGlow1,TaskUnlockAchievement,,,,,FactionIntro_Covenant_03_Ritual01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Container_Puzzle2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_Container_Puzzle2,,,,,,,,,,,,,,,FactionIntro_Covenant_03_Task_PuzzleChrage2,FactionIntro_Covenant_03_Task_PuzzleSet2,FactionIntro_Covenant_03_Task_PuzzleGlow2,,
FactionIntro_Covenant_03_Task_PuzzleChrage2,TaskKillContribution,,,,1,,,,,true,,nettlerest_graveyard_40151,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_PuzzleChrageSingle,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_PuzzleSet2,TaskGatherCyclicState,,0,,1,Cyclic_98_Covenant_03_RitualStone2,,0,,true,,nettlerest_graveyard_40151,,,,,,,,,,IO_98_Covenant_03_RitualStone2,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_PuzzleSet,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_PuzzleGlow2,TaskUnlockAchievement,,,,,FactionIntro_Covenant_03_Ritual02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Container_Puzzle3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_Container_Puzzle3,,,,,,,,,,,,,,,FactionIntro_Covenant_03_Task_PuzzleChrage3,FactionIntro_Covenant_03_Task_PuzzleSet3,FactionIntro_Covenant_03_Task_PuzzleGlow3,,
FactionIntro_Covenant_03_Task_PuzzleChrage3,TaskKillContribution,,,,3,,,,,true,,nettlerest_graveyard_40151,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_PuzzleChrage,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_PuzzleSet3,TaskGatherCyclicState,,0,,1,Cyclic_98_Covenant_03_RitualStone3,,2,,true,,nettlerest_graveyard_40151,,,,,,,,,,IO_98_Covenant_03_RitualStone3,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_PuzzleSet,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_PuzzleGlow3,TaskUnlockAchievement,,,,,FactionIntro_Covenant_03_Ritual03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task_Ritual,TaskGameEvent,,,,1,98_Covenant_03_Ritual,,,,,,,,,,,,,,,,IO_98_Covenant_03_Ritual,,,98_Covenant_03_Ritual_Interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_Ritual,,9967 3215,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task3,TaskHaveAndReturnItems,,,,1,FactionIntro_Covenant_03_Relic,Damned_LongSwordsman_Commander_Named_CQ3,100,,true,,nettlerest_graveyard_40151,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_DefeatBoss,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task4,TaskConversationState,,,,,9803_Morellus,,,,,,,,,,,,,,,,,9803_Morellus_3,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_Morellus,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Task5,TaskGameEvent,,,,1,FactionIntro_Covenant_03_Pyre,,,,,,,,,,,,,,,,IO_98_Covenant_03_Pyre,,,98_Covenant_03_Pyre_interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Covenant_03_Burn,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Container2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FactionIntro_Covenant_03_SwapActive1,FactionIntro_Covenant_03_SwapActive2,FactionIntro_Covenant_03_Whisper,FactionIntro_Covenant_03_CompleteAchievement,
FactionIntro_Covenant_03_SwapActive1,TaskLockAchievement,,,,1,SwapActive_9801_Florina_01_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_SwapActive2,TaskUnlockAchievement,,,,1,SwapActive_9801_Florina_02_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_ReturnToEnclave,TaskGoToPOITag,,,,,,,,,,,covenantenclave_40184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_Whisper,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,98_Covenant_Whisper_01_Interact,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
FactionIntro_Covenant_03_CompleteAchievement,TaskUnlockAchievement,,,,1,98_Covenant_IntroComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_Container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionRecruitment_Covenant_Container,,,,,,,,,,,,,,,FactionIntro_Covenant_Recruitment_Container2,FactionIntro_Covenant_Recruitment_Decline,,,
FactionIntro_Covenant_Recruitment_Container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FactionIntro_Covenant_Recruitment_FactionHandoffUnlock,FactionIntro_Covenant_Recruitment_JoinFaction,,,
FactionIntro_Covenant_Recruitment_FactionHandoffUnlock,TaskUnlockAchievement,,,,1,S_factionhandoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_JoinFaction,TaskChooseFaction,,1,,,9814_Beyza,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionRecruitment_Covenant_JoinFaction,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_RankUp,TaskObjective,,,,,9806_C_0001_RankUp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_Decline,TaskConversationTopic,,,,,9814_Beyza,,,,,,,,,,,,,,,,,Covenant_DeclineRecruitment,,,,,,,,,,,,,,,,,,,,,,@FactionRecruitment_Covenant_Decline,,,,,,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_Container3,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FactionIntro_Covenant_Recruitment_UnlockShrine,FactionIntro_Covenant_Recruitment_LockShrine1,FactionIntro_Covenant_Recruitment_LockShrine2,FactionIntro_Covenant_Recruitment_LockShrine3,FactionIntro_Covenant_Recruitment_LockShrine4
FactionIntro_Covenant_Recruitment_UnlockShrine,TaskUnlockAchievement,,,,1,spiritshrine_07_40183_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_LockShrine1,TaskLockAchievement,,,,1,spiritshrine_03_40293_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_LockShrine2,TaskLockAchievement,,,,1,spiritshrine_03_40293_discovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_LockShrine3,TaskLockAchievement,,,,1,spiritshrine_04_40295_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Covenant_Recruitment_LockShrine4,TaskLockAchievement,,,,1,spiritshrine_04_40295_discovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8549,4554,,,,@FactionIntro_Marauders_01_Container,,,,,,,,,,,,,,,FactionIntro_Marauders_01_Started_Achievement,FactionIntro_Marauders_01_Container2,FactionIntro_Marauders_01_Container3,FactionIntro_Marauders_01_Container4,FactionIntro_Marauders_01_Container5
FactionIntro_Marauders_01_Started_Achievement,TaskUnlockAchievement,,,,1,FactionIntro_Marauders_01_started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_Container2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_01_Container2,,,,,,,,,,,,,,,FactionIntro_Marauders_01_GetEars,FactionIntro_Marauders_01_GetRing,FactionIntro_Marauders_01_GetRingHidden,,
FactionIntro_Marauders_01_GetEars,TaskHaveAndReturnItems,,,,10,FactionIntro_Marauders_01_LostEar,Lost,100,,true,,abandoned_village_40289,,,true,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_01_LostEars,,,,1,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_GetRing,TaskHaveAndReturnItems,,,,1,FactionIntro_Marauders_01_SignetRing,Lost_Knight_Tank,40,,true,,abandoned_village_40289,,,true,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_01_SignetRing,,,,1,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_GetRingHidden,TaskHaveAndReturnItems,,,,1,FactionIntro_Marauders_01_SignetRing,Lost_Knight_Bow,40,,true,,abandoned_village_40289,,,true,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_01_SignetRing,,,1,1,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_Container3,ConsecutiveTaskContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_01_Container3,,,,,,,,,,,,,,,FactionIntro_Marauders_01_Tibbs_00_Off,FactionIntro_Marauders_01_Tibbs_01_On,FactionIntro_Marauders_01_TalkToTibbs,,
FactionIntro_Marauders_01_Tibbs_00_Off,TaskUnlockAchievement,,,,1,SwapActive_9805_Tibbs_00_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_Tibbs_01_On,TaskUnlockAchievement,,,,1,SwapActive_9805_Tibbs_01_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_TalkToTibbs,TaskConversationState,,,,1,9805_Tibbs_01,,,,,,,,,,,,,,,,,9805_Tibbs_01_TalkTo,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_01_TalkToTibbs,,8562 4505,,,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_Container4,ConsecutiveTaskContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_01_Container4,,,,,,,,,,,,,,,FactionIntro_Marauders_01_TalkToStroudahia,,,,
FactionIntro_Marauders_01_GoToEnclave,TaskGoToPOITag,,,,,,,,,,,marauderenclave_40292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_01_GoToEnclave,,,,,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_TriggerArea,TaskTriggerArea,,,,,Worldevent_cutscene_Marauders,,,,true,,marauderenclave_40292,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_01_GoToEnclave,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_TriggerCutscene,TaskTemporaryUnlockAchievement,,,,1,98_Cutscene_MarauderEnclave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_TalkToStroudahia,TaskConversationState,,,,1,9806_Stroudahia_00,,,,,,,,,,,,,,,,,9806_Stroudahia_00_TalkTo,,,,,,,,,,,,,,,,,8567,4581,,,,@FactionIntro_Marauders_01_TalkToStroudahia,,,,,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_Container5,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FactionIntro_Marauders_01_Tibbs_01_On_Lock,FactionIntro_Marauders_01_Tibbs_02_On,FactionIntro_Marauders_01_UnlockShrine,,
FactionIntro_Marauders_01_Tibbs_01_On_Lock,TaskLockAchievement,,,,1,SwapActive_9805_Tibbs_01_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_Tibbs_02_On,TaskUnlockAchievement,,,,1,SwapActive_9805_Tibbs_02_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_01_UnlockShrine,TaskUnlockAchievement,,,,1,spiritshrine_03_40293_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_02_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_02_Container,,,,,,,,,,,,,,,FactionIntro_Marauders_02_KillPirates,FactionIntro_Marauders_02_BurnBanners,FactionIntro_Marauders_02_GetExplosives,FactionIntro_Marauders_02_PlunderChest,
FactionIntro_Marauders_02_KillPirates,TaskKillContribution,,,,8,,,,,true,,stockpile_40288,,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_02_KillPirates,,,,1,,,,,,,,,,,,,,,
FactionIntro_Marauders_02_BurnBanners,TaskGameEvent,,1,,2,,,,,true,,stockpile_40288,,,,,,,,,,IO_98_Marauders_02_PirateBanner,,,98_Marauders_02_PirateBanner_Interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_02_BurnBanners,,,,1,,,,,,,,,,,,,,,
