TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
12A_MSQ_03_VaultTutorial_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_03_VaultTutorial_TraderUnlock,12A_MSQ_03_VaultTutorial_Trader,12A_MSQ_03_VaultTutorial_Vault,,
12A_MSQ_03_VaultTutorial_TraderUnlock,TaskUnlockAchievement,,,,,S_hearthhome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_Trader,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,Contracts,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_03_VaultTutorial_Trader_Desc,,7343.729 3742.704 114.483,,,TRUE,,,,,,,,,,,,,,
12A_MSQ_03_VaultTutorial_Vault,TaskInteract,,,,1,,,,,,,,,,,,,,,,,SettlementStorage,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_03_VaultTutorial_Vault_Desc,,7354.032 3726.133 114.282,,,TRUE,,,,,,,,,true,,,,,
12A_MSQ_04_MeetPayne_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_04_MeetPayne_TalkPayne,,,,
12A_MSQ_04_MeetPayne_TalkPayne,TaskConversationTopic,,,,,12_SerPayneBennett_02,,,,,,,,,,,,,,,,,12_01_MSQ_04_SerPayneBennett,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_04_MeetPayne_TalkPayne_Desc,,7352.218 3775.131 116.685,,,,,,,,,,,,,,,,,
12A_MSQ_06_ToMiclot_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_06_ToMiclot_GoToMine,,,,
12A_MSQ_06_ToMiclot_GoToMine,TaskGoToPOITag,,,,,,,,,,,withered_mines_30112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_06_ToMiclot_GoToMine_Desc,,7693.327637 3884.676270 99.499420,,,,,,,,,,,,,,,,,
12A_MSQ_07_FreeMiners_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_07_FreeMiners_MinersContainer,12A_MSQ_07_FreeMiners_GoToPit,,,
12A_MSQ_07_FreeMiners_MinersContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_07_FreeMiners_FreeMiners1,12A_MSQ_07_FreeMiners_FreeMiners2,12A_MSQ_07_FreeMiners_FreeMiners3,,
12A_MSQ_07_FreeMiners_FreeMiners1,TaskGameEvent,,,,1,MB_MSQ2_RescueMiner_Rescue01,,,,,,,,,true,,,,,,,IO_MB_MSQ2_FreeMiners_01,,,MB_MSQ2_RescueMiner_Rescue_01_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_07_FreeMiners_FreeMiners_Desc,,7791.591 3777.104 125.599,,,,,,,,,,,,,,,,,
12A_MSQ_07_FreeMiners_FreeMiners2,TaskGameEvent,,,,1,MB_MSQ2_RescueMiner_Rescue02,,,,,,,,,true,,,,,,,IO_MB_MSQ2_FreeMiners_02,,,MB_MSQ2_RescueMiner_Rescue_02_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_07_FreeMiners_FreeMiners02_Desc,,7791.591 3777.104 125.599,,,,,,,,,,,,,,,,,
12A_MSQ_07_FreeMiners_FreeMiners3,TaskGameEvent,,,,1,MB_MSQ2_RescueMiner_Rescue03,,,,,,,,,true,,,,,,,IO_MB_MSQ2_FreeMiners_03,,,MB_MSQ2_RescueMiner_Rescue_03_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_07_FreeMiners_FreeMiners03_Desc,,7791.591 3777.104 125.599,,,,,,,,,,,,,,,,,
12A_MSQ_07_FreeMiners_GoToPit,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,12A_FindElias,@12A_MSQ_07_FreeMiners_GoToPit_Desc,,7814.347 3665.124 187.565,,,TRUE,,,,,,,,,,,,,,
12A_MSQ_08_DestroyRune_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_08_DestroyRune_EnterContainer,12A_MSQ_08_DestroyRune_BossContainer,12A_MSQ_08_DestroyRune_SwapContainer,,
12A_MSQ_08_DestroyRune_EnterContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_08_DestroyRune_GoToPeak,12A_MSQ_08_DestroyRune_UseCannon,,,
12A_MSQ_08_DestroyRune_FindCannon,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,12A_EnterPeak,@12A_MSQ_08_DestroyRune_FindCannon_Desc,,7810.768 3611.752 187.040,,,,,,,,,,,,,,,,,
12A_MSQ_08_DestroyRune_UseCannon,TaskGameEvent,,,,1,Gimmick_BreakingWallsCannon,,,,,,,,,,,,,,,,IO_Gimmick_BreakingWallsCannon,,,IO_Gimmick_BreakingWallsCannon_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_08_DestroyRune_FindCannon_Desc,,7810.768 3611.752 187.041,,,,,,,,,,,,,,,,,
12A_MSQ_08_DestroyRune_GoToPeak,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,12A_EnterPeak,@12A_MSQ_08_DestroyRune_GoToPeak_Desc,,7814.620 3604.663 187.816,,,TRUE,,,,,,,,,,,,,,
12A_MSQ_08_DestroyRune_BossContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_08_DestroyRune_DefeatBoss,12A_MSQ_08_DestroyRune_DestroyRune,,,
12A_MSQ_08_DestroyRune_DefeatBoss,TaskKillContribution,,,,1,,,,,,,,,,,,,,,,,,,,Undead_Berserker_Named_12MB10,,,,,,,,,,,,,,,,,,,,@12A_MSQ_08_DestroyRune_DefeatBoss_Desc,,7826.066 3578.900 188.010,,,,,,,,,,,,,,,,,
12A_MSQ_08_DestroyRune_DestroyRune,TaskHaveAndReturnItems,,,,1,12A_MSQ_08_RuneShards,MB_MSQ2_DestroyRune_Tablet,100,,,,,,,,,,,,,,IO_MB_MSQ2_DestroyRune_Tablet,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_08_DestroyRune_DestroyRune_Desc,,7831.002 3580.681 188.449,,,,,,,,,,,,,,,,,
12A_MSQ_08_DestroyRune_GoToPit,TaskGoToPOITag,,,,,,,,,,,devilspit_30134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_08_DestroyRune_GoToPit_Desc,,7773.504 3670.027 174.099,,,,,,,,,,,,,,,,,
12A_MSQ_08_DestroyRune_SwapContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_08_DestroyRune_Shazaan,12A_MSQ_08_DestroyRune_Tomira,12A_MSQ_08_DestroyRune_Chandu,12A_MSQ_08_DestroyRune_Lochnir,12A_MSQ_08_DestroyRune_Lochnir_A
12A_MSQ_08_DestroyRune_Shazaan,TaskUnlockAchievement,,,,,SwapActive_12_ShazaanCortis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_08_DestroyRune_Tomira,TaskUnlockAchievement,,,,,SwapActive_12_TomiraDudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_08_DestroyRune_Chandu,TaskUnlockAchievement,,,,,SwapActive_12_ChanduIyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_08_DestroyRune_Lochnir,TaskUnlockAchievement,,,,,SwapActive_12_Lochnir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_08_DestroyRune_Lochnir_A,TaskUnlockAchievement,,,,,SwapActive_12_Lochnir_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_09_ReturnRegent_Container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_09_ReturnRegent_GoToRegent,12A_MSQ_09_ReturnRegent_RecallInn,,,
12A_MSQ_09_ReturnRegent_GoToRegent,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,12A_ReturnCrown,@12A_MSQ_09_ReturnRegent_Container_Desc,,7241.042 3753.507 129.833,,,TRUE,,,,,,,,,,,,,,
12A_MSQ_09_ReturnRegent_RecallInn,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,12A_LeaveLochnir,@12A_MSQ_09_ReturnRegent_Return_Desc,,7383.5 3732.5 112.669,,,TRUE,,,,,,,,,,,,,,
12A_MSQ_09_ReturnRegent_TakeNote,TaskGiveAndTakeItem,,,,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_09_ReturnRegent_GiveNote,TaskHaveAndReturnItems,,,,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_10_ConfrontLochnir_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_10_ConfrontLochnir_CollectNotes,12A_MSQ_10_ConfrontLochnir_TalkLochnir,12A_MSQ_10_ConfrontLochnir_SwapContainer,,
12A_MSQ_10_ConfrontLochnir_TalkLochnir,TaskConversationTopic,,,,1,12_Lochnir_01,,,,,,,,,,,,,,,,,12_03_MSQ_10_Lochnir_Explains,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_10_ConfrontLochnir_TalkLochnir_Desc,,7384.020 3746.668 111.416,,,,,,,,,,,,,,,,,
12A_MSQ_10_ConfrontLochnir_Control_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_10_ConfrontLochnir_TalkLochnir,,,,
12A_MSQ_10_ConfrontLochnir_Whisper_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_10_ConfrontLochnir_LeaveLochnir,12A_MSQ_10_ConfrontLochnir_Trigger_Whispers,,,
12A_MSQ_10_ConfrontLochnir_Return_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_10_ConfrontLochnir_Whisper_Container,12A_MSQ_10_ConfrontLochnir_GoToThrone,,,
12A_MSQ_10_ConfrontLochnir_LeaveLochnir,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Leave,,,,,,,,,,,,,,,,,,,,12A_LeaveLochnir,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_10_ConfrontLochnir_CollectNotes,TaskAchievement,,,,1,Lore_unlock_12_MonarchsBluffs_Title_25_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_10_ConfrontLochnir_CollectNotes_Desc,,7311.3999 3787.9348 124.7321,,,0,,,,,,,,,,,,,,
12A_MSQ_10_ConfrontLochnir_Trigger_Whispers,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,12A_MB_whisper_02_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_10_ConfrontLochnir_GoToThrone,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,12A_ReturnCrown,@12A_MSQ_11_ReportRegent_TakeNote,,7293.454 3751.476 124.495,,,,,,,,,,,,,,,,,
12A_MSQ_10_ConfrontLochnir_SwapContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_10_ConfrontLochnir_PayneSwap02,12A_MSQ_10_ConfrontLochnir_PayneSwap01,12A_MSQ_10_ConfrontLochnir_AsheSwap,12A_MSQ_10_ConfrontLochnir_AsheSwap01,
12A_MSQ_10_ConfrontLochnir_PayneSwap02,TaskLockAchievement,,,,,SwapActive_12_SerPayneBennett_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_10_ConfrontLochnir_PayneSwap01,TaskUnlockAchievement,,,,,SwapActive_12_SerPayneBennett_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_10_ConfrontLochnir_AsheSwap,TaskUnlockAchievement,,,,,SwapActive_12_AsheDubois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_10_ConfrontLochnir_AsheSwap01,TaskUnlockAchievement,,,,,SwapActive_12_AsheDubois_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_12_CampTutorial_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_12_CampTutorial_GoToCorsairs,12A_MSQ_12_CampTutorial_TalkToKnight,12A_MSQ_12_CampTutorial_CampingTutorial,,
12A_MSQ_12_CampTutorial_GoToCorsairs,TaskGoToPOITag,,,,,,,,,,,monarchsbluff1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_12_CampTutorial_GoToCorsairs_Desc,,7586.878 4133.805 81.054,,,,,,,,,,,,,,,,,
12A_MSQ_12_CampTutorial_TalkToKnight,TaskConversationTopic,,,,,12_SerPayneBennett_03,,,,,,,,,,,,,,,,,12_02_MSQ_12_SerPayneBennett,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_12_CampTutorial_TalkToKnight_Desc,,7586.878 4133.805 81.054,,,,,,,,,,,,,,,,,
12A_MSQ_12_CampTutorial_CampingTutorial,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,MakeCamp,,,,,,,,,,,,,,,,,,,,@12A_MSQ_12_CampTutorial_CampingTutorial_Desc,,7635.369141 4119.568848 85.663338,,,,,,,,,,,,,,,,,
12A_MSQ_13_StormBeach_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_13_StormBeach_GoToBeach,12A_MSQ_13_StormBeach_Assault_Container,12A_MSQ_13_StormBeach_SwapContainer,,
12A_MSQ_13_StormBeach_GoToBeach,TaskGoToPOITag,,,,,,,,,,,shipwreck_30222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_13_StormBeach_GoToBeach_Desc,,7565.910 4236.713 44.036,,,,,,,,,,,,,,,,,
12A_MSQ_13_StormBeach_Assault_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_13_StormBeach_Assault_Container_Desc,,,,,,,,,,,,,,,12A_MSQ_13_StormBeach_ReleaseBoats,12A_MSQ_13_StormBeach_DestroyCrates,,,
12A_MSQ_13_StormBeach_ReleaseBoats,TaskGameEvent,,,,3,MB_MSQ2_Anchor,,,,,,,,,,,,,,,,IO_MB_MSQ2_Anchor,,,MB_MSQ2_Anchor_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_13_StormBeach_ReleaseBoats_Desc,,7521.727 4360.258 40.060,,,,,,,,,,,,,,,,,
12A_MSQ_13_StormBeach_DestroyCrates,TaskGameEvent,,,,5,MB_MSQ2_Crate_interact,,,,,,,,,,,,,,,,IO_MB_MSQ2_Crate_interact,,,MB_MSQ2_Crate_interact_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_13_StormBeach_DestroyCrates_Desc,,7565.910 4236.713 44.036,,,,,,,,,,,,,,,,,
12A_MSQ_13_StormBeach_SwapContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_13_StormBeach_GraceSwap,12A_MSQ_13_StormBeach_GraceSwap01,12A_MSQ_13_StormBeach_PayneSwap,12A_MSQ_13_StormBeach_PayneSwap01,
12A_MSQ_13_StormBeach_PayneSwap,TaskLockAchievement,,,,,SwapActive_12_SerPayneBennett_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_13_StormBeach_PayneSwap01,TaskUnlockAchievement,,,,,SwapActive_12_SerPayneBennett_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_13_StormBeach_GraceSwap,TaskUnlockAchievement,,,,,SwapActive_12_MB_Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_13_StormBeach_GraceSwap01,TaskUnlockAchievement,,,,,SwapActive_12_MB_Grace_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12A_MSQ_15_DefeatNavigator_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_15_DefeatNavigator_SpeakGrace,12A_MSQ_15_DefeatNavigator_POIContainer,12A_MSQ_15_DefeatNavigator_AltarContainer,12A_MSQ_15_DefeatNavigator_FightContainer,12A_MSQ_15_DefeatNavigator_TalkGrace
12A_MSQ_15_DefeatNavigator_SpeakGrace,TaskConversationTopic,,,,1,12_MB_Grace_01,,,,,,,,,,,,,,,,,12_12_MSQ_15_GraceOMalley,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_15_DefeatNavigator_TalkGrace_Desc,,,,,,,,,,,,,,,,,,,
12A_MSQ_15_DefeatNavigator_POIContainer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_15_DefeatNavigator_EnterTraitors,12A_MSQ_15_DefeatNavigator_FindAltar,,,
12A_MSQ_15_DefeatNavigator_EnterTraitors,TaskGoToPOITag,,,,,,,,,,,Undead_Bastion_30203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_15_DefeatNavigator_EnterTraitors_Desc,,7636.791 4324.581 65.356,,,,,,,,,,,,,,,,,
12A_MSQ_15_DefeatNavigator_FindAltar,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,12A_DiscoverAltar,@12A_MSQ_15_DefeatNavigator_FindAltar_Desc,,7821.835 4206.391 112.389,,,,,,,,,,,,,,,,,
12A_MSQ_15_DefeatNavigator_AltarContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_15_DefeatNavigator_ActivateEvent,12A_MSQ_15_DefeatNavigator_DefeatNavigator,,,
12A_MSQ_15_DefeatNavigator_ActivateEvent,TaskGameEvent,,,,1,MB_MSQ2_DefeatNavigator_Altar,,,,,,,,,,,,,,,,IO_MB_MSQ2_DefeatNavigator_Altar,,,MB_MSQ2_DefeatNavigator_Altar_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_15_DefeatNavigator_ActivateEvent_desc,,7821.835 4206.391 112.389,,,,,,,,,,,,,,,,,
12A_MSQ_15_DefeatNavigator_DefeatNavigator,TaskKillContribution,,,,1,,,,,,,,,,,,,,,,,,,,Undead_Navigator_Named_12MB01d,,,,,,,,,,,,,,,,,,,,@12A_MSQ_15_DefeatNavigator_DefeatNavigator_Desc,,7821.835 4206.391 112.389,,,,,,,,,,,,,,,,,
12A_MSQ_15_DefeatNavigator_FightContainer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,12A_MSQ_15_DefeatNavigator_CollectGun,12A_MSQ_15_DefeatNavigator_CollectShard,,,
