TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
99A_MSQ_01_01B_container_Plaque_01_Vines_optional,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01_01B_vines_Interact,99A_MSQ_01_01B_vines_Hidden_Optional_Interact,,,
99A_MSQ_01_01B_vines_Interact,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99A_MSQ_01_01_Vine_Actual,,,99A_MSQ_01_01_Vine_Actual_Interact,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_01B_vines_Interact,,8480.45 3529.4695 130.428,,,,,,,,,,,,,,,,
99A_MSQ_01_01B_vines_Hidden_Optional_Interact,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,IO_99A_MSQ_01_01_Vines_Fake,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_DummyTask,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_01B_SliceSwap_Plaque_01,TaskUnlockAchievement,,,,1,SwapActive_99A_MSQ_01_Plaque_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_01B_Investigate_Plaque_01,TaskAchievement,,,,1,Lore_unlock_99A_MSQ_SoulwardenIntro_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_01B_Investigate_Plaque_01,,8480.587891 3528.895508 131.309906,,,0,,,,,,,,,,,,,
99A_MSQ_01_01B_TriggerVoicedNote_Plaque_01,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99A_MSQ_01A_VoicedLoreNote_01_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_01C_container_Plaque_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01_01C_container_Plaque_02_Vines_optional,99A_MSQ_01_01C_SliceSwap_Plaque_02,99A_MSQ_01_01C_Investigate_Plaque_02,99A_MSQ_01_01B_TriggerVoicedNote_Plaque_02,
99A_MSQ_01_01C_container_Plaque_02_Vines_optional,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01_01C_vines_Interact,99A_MSQ_01_01C_vines_Hidden_Optional_Interact,,,
99A_MSQ_01_01C_vines_Interact,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99A_MSQ_01_02_Vine_Actual,,,99A_MSQ_01_02_Vine_Actual_Interact,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_01C_vines_Interact,,8385.70 3660.9021 170.1873,,,,,,,,,,,,,,,,
99A_MSQ_01_01C_vines_Hidden_Optional_Interact,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,IO_99A_MSQ_01_02_Vines_Fake,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_DummyTask,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_01C_SliceSwap_Plaque_02,TaskUnlockAchievement,,,,1,SwapActive_99A_MSQ_01_Plaque_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_01C_Investigate_Plaque_02,TaskAchievement,,,,1,Lore_unlock_99A_MSQ_SoulwardenIntro_01_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_01C_Investigate_Plaque_02,,8385.555664 3661.055664 170.396439,,,0,,,,,,,,,,,,,
99A_MSQ_01_01B_TriggerVoicedNote_Plaque_02,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99A_MSQ_01A_VoicedLoreNote_02_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_01D_FindYonas,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_FindYonas,@99A_MSQ_01_01D_FindYonas,,8291 3699.6448 172.1918,,,1,,,,,,,,,,,,,
99A_MSQ_01_02_container_BearCave,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01_02A_TalkToYonas,99A_MSQ_01_02A_GoToPOI_BearCave,99A_MSQ_01_02B_armor_Interact,99A_MSQ_01_02C_TalkToYonas,99A_MSQ_01_02D_RemoveArmor_Hidden
99A_MSQ_01_02A_TalkToYonas,TaskConversationTopic,,,,,99A_Yonas_00_A,,,,,,,,,,,,,,,,,99a_Yonas_TaskTopic_BearCave,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_02A_TalkToYonas,,8291 3699.6448 172.1918,,,,,,,,,,,,,,,,
99A_MSQ_01_02A_GoToPOI_BearCave,TaskGoToPOITag,,,,1,,,,,true,,bear_den_40139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_02A_GoToPOI_BearCave,,,,,,,,,,,,,,,,,,
99A_MSQ_01_02B_armor_Interact,TaskGatherAndReturnItems,,,,1,99A_MSQ_01_Armor,99A_MSQ_01_02_Armor,100,,true,,bear_den_40139,,,,,,,,,,IO_99A_MSQ_01_02_Armor,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_02B_armor_Interact,,8260.9385 3699.5054 174.0,,,,,,,,,,,,,,,,
99A_MSQ_01_02C_TalkToYonas,TaskConversationTopic,,,,,99A_Yonas_00_A,,,,,,,,,,,,,,,,,99a_Yonas_TaskTopic_ToAlioth,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_02C_TalkToYonas,,,,,,,,,,,,,,,,,,
99A_MSQ_01_02D_RemoveArmor_Hidden,TaskRemoveItem,,,,1,99A_MSQ_01_Armor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_03_container_Alioth,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01_03_01_GoToPOI_Alioth,99A_MSQ_01_03_01A_container_SliceSwaps,99A_MSQ_01_03_02_container_Plaque_03,99A_MSQ_01_03_03_container_Plaque_04,
99A_MSQ_01_03_01_GoToPOI_Alioth,TaskGoToPOITag,,,,1,,,,,true,,ancient_ruins_40155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_03_01_GoToPOI_Alioth,,8281.464 3789.548 146.66,,,,,,,,,,,,,,,,
99A_MSQ_01_03_01A_container_SliceSwaps,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01_03_01A_SliceSwap_Yonas_00_A_Off,99A_MSQ_01_03_01A_SliceSwap_Yonas_00_B_On,,,
99A_MSQ_01_03_01A_SliceSwap_Yonas_00_A_Off,TaskLockAchievement,,,,1,SwapActive_99A_Yonas_00_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_03_01A_SliceSwap_Yonas_00_B_On,TaskUnlockAchievement,,,,1,SwapActive_99A_Yonas_00_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_03_02_container_Plaque_03,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01_03_02A_container_vines_optional,99A_MSQ_01_03_02B_SliceSwap_Plaque_03,99A_MSQ_01_03_02C_Investigate_Plaque_03,99A_MSQ_01_01B_TriggerVoicedNote_Plaque_03,
99A_MSQ_01_03_02A_container_vines_optional,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01_03_02A_vines_Interact,99A_MSQ_01_03_02A_vines_Hidden_Optional_Interact,,,
99A_MSQ_01_03_02A_vines_Interact,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99A_MSQ_01_03_Vine_Actual,,,99A_MSQ_01_03_Vine_Actual_Interact,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_03_02A_vines_Interact,,8257.9121 3813.666 145.1079,,,,,,,,,,,,,,,,
99A_MSQ_01_03_02A_vines_Hidden_Optional_Interact,TaskGameEvent,,,,7,,,,,,,,,,,,,,,,,IO_99A_MSQ_01_03_Vines_Fake,,,99A_MSQ_01_03_Vines_Fake_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_03_02B_SliceSwap_Plaque_03,TaskUnlockAchievement,,,,1,SwapActive_99A_MSQ_01_Plaque_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_03_02C_Investigate_Plaque_03,TaskAchievement,,,,1,Lore_unlock_99A_MSQ_SoulwardenIntro_01_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_03_02C_Investigate_Plaque_03,,8257.408203 3813.754150 145.307205,,,0,,,,,,,,,,,,,
99A_MSQ_01_01B_TriggerVoicedNote_Plaque_03,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99A_MSQ_01A_VoicedLoreNote_03_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_03_03_container_Plaque_04,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01_03_03A_TaskTriggerArea_AliothUpper,99A_MSQ_01_03_03B_container_vines_optional,99A_MSQ_01_03_03C_SliceSwap_Plaque_04,99A_MSQ_01_03_03D_Investigate_Plaque_04,99A_MSQ_01_01B_TriggerVoicedNote_Plaque_04
99A_MSQ_01_03_03A_TaskTriggerArea_AliothUpper,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ2.0_AliothUpper,@99A_MSQ_01_03_03A_TaskTriggerArea_AliothUpper,,8234.0 3955.0 192.0,,,,,,,,,,,,,,,,
99A_MSQ_01_03_03B_container_vines_optional,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01_03_03B_vines_Interact,99A_MSQ_01_03_03B_vines_Hidden_Optional_Interact,,,
99A_MSQ_01_03_03B_vines_Interact,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_99A_MSQ_01_04_Vine_Actual,,,99A_MSQ_01_04_Vine_Actual_Interact,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_03_03B_vines_Interact,,8351.0928 3965.1428 195.9057,,,,,,,,,,,,,,,,
99A_MSQ_01_03_03B_vines_Hidden_Optional_Interact,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,IO_99A_MSQ_01_04_Vines_Fake,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_DummyTask,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_03_03C_SliceSwap_Plaque_04,TaskUnlockAchievement,,,,1,SwapActive_99A_MSQ_01_Plaque_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01_03_03D_Investigate_Plaque_04,TaskAchievement,,,,1,Lore_unlock_99A_MSQ_SoulwardenIntro_01_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01_03_03D_Investigate_Plaque_04,,8352.560547 3965.784912 196.909485,,,0,,,,,,,,,,,,,
99A_MSQ_01_01B_TriggerVoicedNote_Plaque_04,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99A_MSQ_01A_VoicedLoreNote_04_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01B_LearnSoulwardens_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99A_MSQ_01B_02_Container_KillAncients_ProgressTemple,99A_MSQ_01B_04_TaskTrigger_MeetGrace,,,
99A_MSQ_01B_01_GoToPOI_SoulwardenTomb,TaskGoToPOITag,,,,1,,,,,true,,tomb_40291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01B_01_GoToPOI_SoulwardenTomb,,8571.23 4259.31 166.60,,,,,,,,,,,,,,,,
99A_MSQ_01B_02_Container_KillAncients_ProgressTemple,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01B_02A_TaskKill_Ancients,99A_MSQ_01B_02B_Container_Plaques,,,
99A_MSQ_01B_02A_TaskKill_Ancients,TaskKillContribution,,,,7,,,,,true,,tomb_40291,,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01B_02A_TaskKill_Ancients,,,,,,,,,,,,,,,,,,
99A_MSQ_01B_02B_Container_Plaques,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01B_02B_Container_Plaque_01,99A_MSQ_01B_03_container_SliceSwaps,99A_MSQ_01B_02C_Container_Plaque_02,99A_MSQ_01B_02D_Container_Plaque_03,
99A_MSQ_01B_02B_Container_Plaque_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01B_02B_01_TaskTrigger_EnterTemple,99A_MSQ_01B_02B_02_ReadPlaque_01,99A_MSQ_01B_02B_03_TriggerVoicedNote_Plaque_01,,
99A_MSQ_01B_02B_01_TaskTrigger_EnterTemple,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_EnterTomb,@99A_MSQ_01B_02B_01_TaskTrigger_EnterTemple,,8571.23 4259.31 166.60,,,,,,,,,,,,,,,,
99A_MSQ_01B_02B_02_ReadPlaque_01,TaskAchievement,,,,1,Lore_unlock_99A_MSQ_SoulwardenIntro_02_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01B_02B_02_ReadPlaque_01,,8563.93 4284.04 164.51,,,0,,,,,,,,,,,,,
99A_MSQ_01B_02B_03_TriggerVoicedNote_Plaque_01,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99A_MSQ_01B_VoicedLoreNote_01_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01B_02C_Container_Plaque_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01B_02C_01_TaskTrigger_SecondLevel,99A_MSQ_01B_02C_02_ReadPlaque_02,99A_MSQ_01B_02C_03_TriggerVoicedNote_Plaque_02,,
99A_MSQ_01B_02C_01_TaskTrigger_SecondLevel,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_SecondLevel,@99A_MSQ_01B_02C_01_TaskTrigger_SecondLevel,,8544.02 4277.40 180.38,,,,,,,,,,,,,,,,
99A_MSQ_01B_02C_02_ReadPlaque_02,TaskAchievement,,,,1,Lore_unlock_99A_MSQ_SoulwardenIntro_02_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01B_02C_02_ReadPlaque_02,,8528.09 4276.06 178.41,,,0,,,,,,,,,,,,,
99A_MSQ_01B_02C_03_TriggerVoicedNote_Plaque_02,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99A_MSQ_01B_VoicedLoreNote_02_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01B_02D_Container_Plaque_03,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01B_02D_01_TaskTrigger_CompleteHoldout,99A_MSQ_01B_02D_02_TaskKill_Remnant,99A_MSQ_01B_02DA_03_TriggerWhisper02,99A_MSQ_01B_02D_03_ReadPlaque_03,99A_MSQ_01B_02D_04_TriggerVoicedNote_Plaque_03
99A_MSQ_01B_02D_01_TaskTrigger_CompleteHoldout,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_ExitHoldout,@99A_MSQ_01B_02D_01_TaskTrigger_CompleteHoldout,,8549.811523 4278.396973 183.929977,,,1,,,,,,,,,,,,,
99A_MSQ_01B_02D_02_TaskKill_Remnant,TaskKillContribution,,,,1,,,,,true,,tomb_40291,,,,,,,,,,,,,Ancient_Amalgam_Remnant,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01B_02D_02_TaskKill_Remnant,,,,,,,,,,,,,,,,,,
99A_MSQ_01B_02DA_03_TriggerWhisper02,TaskTriggerGameEvent,,,,1,99A_IsabellaWhisper_02,,,,,,,,,,,,,,,,IO_99A_IsabellaWhisper_02,,,99A_IsabellaWhisper_02_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01B_02D_03_ReadPlaque_03,TaskAchievement,,,,1,Lore_unlock_99A_MSQ_SoulwardenIntro_02_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_01B_02D_03_ReadPlaque_03,,8614.901367 4305.610352 193.702881,,,0,,,,,,,,,,,,,
99A_MSQ_01B_02D_04_TriggerVoicedNote_Plaque_03,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,99A_MSQ_01B_VoicedLoreNote_03_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01B_03_container_SliceSwaps,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_01B_03_SliceSwap_Grace_00_On,99A_MSQ_01B_03_SliceSwap_Yonas_00_B_Off,,,
99A_MSQ_01B_03_SliceSwap_Grace_00_On,TaskUnlockAchievement,,,,1,SwapActive_99A_Grace_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01B_03_SliceSwap_Yonas_00_B_Off,TaskLockAchievement,,,,1,SwapActive_99A_Yonas_00_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_01B_04_TaskTrigger_MeetGrace,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_MeetGrace,@99A_MSQ_01B_04_TaskTrigger_MeetGrace,,8692.194336 4197.871094 160.698120,,,1,,,,,,,,,,,,,
99A_MSQ_02_Rumors_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99A_MSQ_02_00_cinematic_container,99A_MSQ_02_02_container_TalktoNPCs,99A_MSQ_02_01A_container_SliceSwaps,99A_MSQ_02_03_GoTo_YonasHut_TV,
99A_MSQ_02_00_cinematic_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_02_00A1_PreloadIGC,99A_MSQ_02_00A_cinematicTrigger,99A_MSQ_02_00B_turnOnIGC,99A_MSQ_02_00C_endCinematicTrigger,99A_MSQ_02_00D_turnOffIGC
99A_MSQ_02_00A_cinematicTrigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,Oxboro_IGC_Trigger,@99A_MSQ_02_01_GoToPOI,,8805.42 4211.72 135.32,,,1,,,,,,,,,,,,,
99A_MSQ_02_00A1_PreloadIGC,TaskUnlockAchievement,,,,1,IGC_Settlement_Intro_Oxboro_Preload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_02_00B_turnOnIGC,TaskUnlockAchievement,,,,1,IGC_Settlement_Intro_Oxboro_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_02_00C_endCinematicTrigger,TaskCutsceneComplete,,,,1,99A_MSQ_02_SettlementIntroOxboro_IGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_02_01_GoToPOI,,8783.0 4208.81 138.95,,,,,,,,,,,,,,,,
99A_MSQ_02_00D_turnOffIGC,TaskUnlockAchievement,,,,1,IGC_Settlement_Intro_Oxboro_Watched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
99A_MSQ_02_01_GoToPOI,TaskGoToPOITag,,,,1,,,,,true,,Everfall_Settlement_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99A_MSQ_02_01_GoToPOI,,8893.234375 4222.485352 138.947174,,,,,,,,,,,,,,,,
99A_MSQ_02_02_container_TalktoNPCs,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,99A_MSQ_02_02a_TalkToTownGuard,99A_MSQ_02_02b_TalkToMaecia,99A_MSQ_02_02c_TalkToAtticus,,
