TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,UseGlobalStorage,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
95_s04_01_Quam_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_SwapIn_Quam_p01,95_s04_01_SearchHouses_partial,95_s04_01_Talk_Quam_Varang,,
95_s04_01_SwapIn_Quam_p01,TaskUnlockAchievement,,,,1,SwapActive_95_s04_Quam_p01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_SearchHouses_partial,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s04_01_SearchRing_SearchSurvivors_Description,,,0,,,,,,,,,,,,95_s04_01_SearchHouse1_Container,95_s04_01_SearchHouse2_Container,95_s04_01_SearchHouse3_Container,95_s04_01_SearchHouse4_Container,
95_s04_01_SearchHouse1_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_SearchHouse1_TV,95_s04_01_SearchHouse1_NeverTrue_task,,,
95_s04_01_SearchHouse1_TV,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_s04_01_SearchHouse1,,,8995.513672 7776.335938 526.992920,1,,TRUE,,,,,,,,,,,,,,
95_s04_01_SearchHouse1_NeverTrue_task,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,neverbetrue,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_SearchHouse2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_SearchHouse2_StopAudio_TV,95_s04_01_SearchHouse2_WhosThere,95_s04_01_SearchHouse2_TV,,
95_s04_01_SearchHouse2_StopAudio_TV,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_s04_01_SearchHouse2_StopAudio,,,9011.244141 7779.100098 527.059998,1,,TRUE,,,,,,,,,,,,,,
95_s04_01_SearchHouse2_WhosThere,TaskUnlockAchievement,,,,1,95_s04_01_VillagerHint_StopAudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_SearchHouse2_TV,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_s04_01_SearchHouse2,,,9011.244141 7779.100098 527.059998,1,,TRUE,,,,,,,,,,,,,,
95_s04_01_SearchHouse3_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_SearchHouse3_TV,95_s04_01_SearchHouse3_NeverTrue_task,,,
95_s04_01_SearchHouse3_TV,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_s04_01_SearchHouse3,,,9034.661133 7759.688477 526.416260,1,,TRUE,,,,,,,,,,,,,,
95_s04_01_SearchHouse3_NeverTrue_task,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,neverbetrue,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_SearchHouse4_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_SearchHouse4_TV,95_s04_01_SearchHouse4_NeverTrue_task,,,
95_s04_01_SearchHouse4_TV,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_s04_01_SearchHouse4,,,9039.202148 7738.626953 523.849121,1,,TRUE,,,,,,,,,,,,,,
95_s04_01_SearchHouse4_NeverTrue_task,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,neverbetrue,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_Talk_Quam_Varang,TaskConversationTopic,,,,,95_s04_Quam_p01,,,,,,,,,,,,,,,,,,Topic_95_s04_01_Talk_Quam_Varang,,,,,,,,,,,,,,,,,,,,,,@95_s04_01_SearchRing_TalkQuam_Description,,,,,,,,,,,,,,,,,,,
95_s04_01_FollowTracks_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s04_01_SearchRing_FollowTracks_Description,,,0,1,,,,,,,,,,,95_s04_01_FollowTracks_1,95_s04_01_FollowTracks_2,95_s04_01_FollowTracks_3,95_s04_01_FollowTracks_4,
95_s04_01_FollowTracks_1,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,IO_95_s04_01_MordredTracks1,,,95_s04_01_MordredTracks1_interact,,,,,,,,,,,,,,,,,,,,,,9007.7 7789.6 526.4,1,0,0,,,,,,,,,,,,,,
95_s04_01_FollowTracks_2,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,IO_95_s04_01_MordredTracks2,,,95_s04_01_MordredTracks2_interact,,,,,,,,,,,,,,,,,,,,,,8996.5 7793.7 525.3,1,0,0,,,,,,,,,,,,,,
95_s04_01_FollowTracks_3,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,IO_95_s04_01_MordredTracks3,,,95_s04_01_MordredTracks3_interact,,,,,,,,,,,,,,,,,,,,,,8994.4 7807.7 534.6,1,0,0,,,,,,,,,,,,,,
95_s04_01_FollowTracks_4,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,IO_95_s04_01_MordredTracks4,,,95_s04_01_MordredTracks4_interact,,,,,,,,,,,,,,,,,,,,,,8988.8 7822.3 540,1,0,0,,,,,,,,,,,,,,
95_s04_01_Swaps_ToCaves_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_SwapIn_Mordred_p01,95_s04_01_SwapIn_Guard1_p01,95_s04_01_SwapIn_Guard2_p01,95_s04_01_SwapIn_Skye_p01,95_s04_01_SwapOut_Quam_p01
95_s04_01_SwapIn_Mordred_p01,TaskUnlockAchievement,,,,1,SwapActive_95_s04_Mordred_p01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_SwapIn_Guard1_p01,TaskUnlockAchievement,,,,1,SwapActive_95_s04_MordredGuard1_p01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_SwapIn_Guard2_p01,TaskUnlockAchievement,,,,1,SwapActive_95_s04_MordredGuard2_p01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_SwapIn_Skye_p01,TaskUnlockAchievement,,,,1,SwapActive_95_s04_Skye_p01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_SwapOut_Quam_p01,TaskLockAchievement,,,,1,SwapActive_95_s04_Quam_p01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_Caves_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s04_01_TV_InvestigateVoices,95_s04_01_PreCaves_Container,95_s04_01_ExploreCaves_Container,95_s04_01_AfterCaves_Container,
95_s04_01_TV_InvestigateVoices,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_s04_01_InvestigateVoices,@95_s04_01_SearchRing_InvestigateVoices_Description,,9006.480469 7840.410645 552.462585,,,TRUE,,,,,,,,,,,,,,
95_s04_01_PreCaves_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_Talk_Mordred_Haughty,95_s04_01_SwapOut_Mordred_wa,95_s04_01_SwapOut_Guard1_p01,95_s04_01_SwapOut_Guard2_p01,95_s04_01_DA_MetMordred
95_s04_01_Talk_Mordred_Haughty,TaskConversationTopic,,,,,95_s04_Mordred_p01,,,,,,,,,,,,,,,,,,Topic_95_s04_01_Talk_Mordred_Haughty,,,,,,,,,,,,,,,,,,,,,,@95_s04_01_SearchRing_QuestionKnight_Description,,,,,,,,,,,,,,,,,,,
95_s04_01_SwapOut_Mordred_wa,TaskLockAchievement,,,,1,SwapActive_95_s04_Mordred_p01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_SwapOut_Guard1_p01,TaskLockAchievement,,,,1,SwapActive_95_s04_MordredGuard1_p01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_SwapOut_Guard2_p01,TaskLockAchievement,,,,1,SwapActive_95_s04_MordredGuard2_p01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_DA_MetMordred,TaskUnlockAchievement,,,,1,DA_95_s04_01_MetMordred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_ExploreCaves_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_Talk_Skye_Mordred,95_s04_01_TD_Caves_unlock,95_s04_01_TraverseCaves_Container,95_s04_01_Pedestal_Container,
95_s04_01_Talk_Skye_Mordred,TaskConversationTopic,,,,,95_s04_Skye_p01,,,,,,,,,,,,,,,,,,Topic_95_s04_01_Talk_Skye_Mordred,,,,,,,,,,,,,,,,,,,,,,@95_s04_01_SearchRing_DiscussMordred_Description,,,,,,,,,,,,,,,,,,,
95_s04_01_TD_Caves_unlock,TaskUnlockAchievement,,,,1,95_s04_01_TD_Caves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_TraverseCaves_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_TV_EnterStayInCaves,95_s04_01_TV_TraverseCaves,95_s04_01_TV_SeePedestal,,
95_s04_01_TV_EnterStayInCaves,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Stay Inside,,,,,,,,,,,,,,,,,,,,TV_95_S04_01_EnterStayInCaves,@95_s04_01_SearchRing_EnterCaves_Description,,9020.329102 7839.022461 553.235474,,,TRUE,,,,,,,,,,,,,,
95_s04_01_TV_TraverseCaves,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_S04_01_TraverseCaves,@95_s04_01_SearchRing_TraverseCaves_Description,,9072.3 7906.5 480,,,TRUE,,,,,,,,,,,,,,
95_s04_01_CrackedShell_hint,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,,95_s04_01_CrackedShell_hint,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_TV_SeePedestal,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_S04_01_SeePedestal,@95_s04_01_SearchRing_SeePedestal_Description,,9087.497070 7902.297852 482.072845,,,TRUE,,,,,,,,,,,,,,
95_s04_01_Pedestal_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s04_01_RingPedestal,95_s04_01_TV_SearchCaveClues,95_s04_01_Lore_Mordred_Pedestal_Container,,
95_s04_01_RingPedestal,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,IO_95_s04_01_RingPedestal,,,95_s04_01_RingPedestal_interact,,,,,,,,,,,,,,,,,,,,@95_s04_01_SearchRing_RingPedestal_Description,,9090.606445 7905.564941 482.046295,0,0,0,,,,,,,,,,,,,,
95_s04_01_TV_SearchCaveClues,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_S04_01_SearchCaveClues,@95_s04_01_SearchRing_SearchCaveClues_Description,,9081.2 7905.6 480,,,TRUE,,,,,,,,,,,,,,
95_s04_01_PedestalLore_hint,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,,95_s04_01_PedestalLore_hint,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_Lore_Mordred_Pedestal_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_LoreSwapOn_Mordred_Pedestal,95_s04_01_LoreRead_Mordred_Pedestal,,,
95_s04_01_LoreSwapOn_Mordred_Pedestal,TaskUnlockAchievement,,,,1,SwapActive_95_s04_Lore_Mordred_Pedestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_LoreRead_Mordred_Pedestal,TaskAchievement,,,,1,Lore_unlock_TalesOfWinter_Title_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95_s04_01_SearchRing_VLN_Description,,9082.3252 7914.7866 481.8697,0,,,,,,,,,,,,,,,,
95_s04_01_AfterCaves_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_DA_WentCaves,95_s04_01_TV_ExitCaves,95_s04_01_Talk_Skye_AfterCaves,95_s04_01_SwapOut_Skye_p01_wa,
95_s04_01_DA_WentCaves,TaskUnlockAchievement,,,,1,DA_95_s04_01_AfterCaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_TV_ExitCaves,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_s04_01_InvestigateVoices,@95_s04_01_SearchRing_ExitCavesTalkSkye_Description,,8966.8887 7910.6001 489.0106,,,TRUE,,,,,,,,,,,,,,
95_s04_01_Talk_Skye_AfterCaves,TaskConversationTopic,,,,,95_s04_Skye_p01,,,,,,,,,,,,,,,,,,Topic_95_s04_01_Talk_Skye_AfterCaves,,,,,,,,,,,,,,,,,,,,,,@95_s04_01_SearchRing_DiscussFindings_Description,,,,,,,,,,,,,,,,,,,
95_s04_01_SwapOut_Skye_p01_wa,TaskLockAchievement,,,,1,SwapActive_95_s04_Skye_p01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_Cabin_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s04_01_GoCabin_Container,95_s04_01_CabinCinematic_Container,95_s04_01_CabinMorgaine_Container,,
95_s04_01_GoCabin_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_TV_GoCabin,95_s04_01_TV_SearchCabin,,,
95_s04_01_TV_GoCabin,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_S04_01_GoCabin,@95_s04_01_SearchRing_GoCabin_Description,,8677.661133 8284.670898 543.875610,,,TRUE,,,,,,,,,,,,,,
95_s04_01_TV_SearchCabin,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_S04_01_SearchCabin,@95_s04_01_SearchRing_SearchCabin_Description,,8649.461914 8258.956055 540.863770,,,TRUE,,,,,,,,,,,,,,
95_s04_01_SearchCabin_hint,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,,95_s04_01_SearchCabin_hint,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_CabinCinematic_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_Cinematic_Unlock,95_s04_01_ViewCinematic,95_s04_01_Cinematic_Watched,,
95_s04_01_Cinematic_Unlock,TaskUnlockAchievement,,,,1,Unlock_95_s04_Cinematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_ViewCinematic,TaskInteract,,,,1,,,,,,,,,,,,,,,,,,IO_95_s04_MordredCinematic2D,,,95_s04_MordredCinematic2D_Interact,,,,,,,,,,,,,,,,,,,,@95_s04_01_SearchRing_ViewCinematic_Description,,8656.459 8255.7979 540.3,0,0,TRUE,,,,,,,,,,,,,,
95_s04_01_Cinematic_Watched,TaskUnlockAchievement,,,,1,Watched_95_s04_Cinematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_CabinMorgaine_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,95_s04_01_SwapIn_Morgaine_p01,95_s04_01_Talk_Morgaine_Cabin,95_s04_01_SwapOut_Morgaine_p01,,
95_s04_01_HearMorgaine_hint,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,,95_s04_01_HearMorgaine_hint,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_SwapIn_Morgaine_p01,TaskUnlockAchievement,,,,1,SwapActive_95_s04_Morgaine_p01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_Talk_Morgaine_Cabin,TaskConversationTopic,,,,,95_s04_Morgaine_p01,,,,,,,,,,,,,,,,,,Topic_95_s04_01_Talk_Morgaine_Cabin,,,,,,,,,,,,,,,,,,,,,,@12_Default_Task_TalkTo,,,,,,,,,,,,,,,,,,,
95_s04_01_SwapOut_Morgaine_p01,TaskLockAchievement,,,,1,SwapActive_95_s04_Morgaine_p01,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_TurnIn_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s04_01_Talk_Skye_NeedFire,,,,
95_s04_01_MissionAssignment_IGC_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s04_01_MissionAssignment_IGC_TV,95_s04_01_MissionAssignment_IGC_Start,95_s04_01_MissionAssignment_IGC_Fallthrough_container,95_s04_01_MissionAssignment_IGC_Watched,
95_s04_01_MissionAssignment_IGC_TV,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95_s04_01_MissionAssignment,@95_s04_01_SearchRing_Trigger_MissionAssignment_Description,,6291.5 6600.8 63.7,,,TRUE,,,,,,,,,,,,,,
95_s04_01_MissionAssignment_IGC_Start,TaskUnlockAchievement,,,,1,95_s04_01_Trigger_MissionAssignment_IGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95_s04_01_MissionAssignment_IGC_Fallthrough_container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95_s04_01_MissionAssignment_IGCSwapTimer,95_s04_01_MissionAssignment_IGCEscSkipHUDCheck,,,
