TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,UseGlobalStorage,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
95A_S02_BloodoftheSand_Mural_Marauder_Container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_BloodoftheSand_Mural_02_Interact,,,,
95A_S02_BloodoftheSand_Mural_02_Interact,TaskInteract,,,,1,,,,,,,,,,,,,,,,,,IO_95A_S02_Mural1,,,95A_S02_Mural1_interact,,,,,,,,,,,,,,,,,,,,@95A_S02_BloodoftheSand_Mural_Interact_Desc,,7928.966 7220.346 203.298,,,,,,,,,,,,,,,,,
95A_S02_BloodoftheSand_Syndicate_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95A_S02_BloodoftheSand_Mural_UnlockCine,95A_S02_BloodoftheSand_Mural_Syndicate_Container,95A_S02_BloodoftheSand_Mural_GiveRubbing,95A_S02_BloodoftheSand_Mural_WatchedCine,95A_S02_BloodoftheSand_Corsica_Container
95A_S02_BloodoftheSand_Mural_Syndicate_Container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_BloodoftheSand_Mural_03_Interact,,,,
95A_S02_BloodoftheSand_Mural_03_Interact,TaskInteract,,,,1,,,,,,,,,,,,,,,,,,IO_95A_S02_Mural1,,,95A_S02_Mural1_interact,,,,,,,,,,,,,,,,,,,,@95A_S02_BloodoftheSand_Mural_Interact_Desc,,7685.187 7668.429 206.298,,,,,,,,,,,,,,,,,
95A_S02_GlimpseofthePast_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95A_S02_GlimpseofthePast_Malek_Container,95A_S02_GlimpseofthePast_Sadiki_Container,95A_S02_GlimpseofthePast_GoToBazaar,95A_S02_GlimpseofthePast_Bazaar_Container,95A_S02_GlimpseofthePast_GoToCorsica
95A_S02_GlimpseofthePast_Malek_Container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95A_S02_GlimpseofthePast_Malek_Walkaway,95A_S02_GlimpseofthePast_Grace_Swap_ToCorsica,95A_S02_GlimpseofthePast_Zander_Swap_ToCorsica,95A_S02_GlimpseofthePast_Dog_Swap_ToCorsica,
95A_S02_GlimpseofthePast_Malek_Walkaway,TaskLockAchievement,,,,1,SwapActive_Season2_Malek_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_GlimpseofthePast_Grace_Swap_ToCorsica,TaskUnlockAchievement,,,,1,SwapActive_Season2_Grace_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_GlimpseofthePast_Zander_Swap_ToCorsica,TaskUnlockAchievement,,,,1,SwapActive_Season2_Zander_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_GlimpseofthePast_Dog_Swap_ToCorsica,TaskUnlockAchievement,,,,1,SwapActive_Season2_Dog_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_GlimpseofthePast_Sadiki_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_GlimpseofthePast_TalkToSadiki,95A_S02_GlimpseofthePast_Dialog01,95A_S02_HardBoiled_UnlockSpiritShrine,,
95A_S02_GlimpseofthePast_TalkToSadiki,TaskConversationTopic,,,,1,95A_Sadiki_s02_01,,,,,,,BrimstoneSands_Settlement_01,,,,,,,,,,,95A_Sadiki_Topic01,,,,,,,,,,,,,,,,,,,,,,@95A_S02_GlimpseofthePast_TalkToSadiki_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_GlimpseofthePast_Dialog01,TaskUnlockAchievement,,,,1,95A_Sadiki01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_UnlockSpiritShrine,TaskUnlockAchievement,,,,1,spiritshrine_30340_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_GlimpseofthePast_GoToBazaar,TaskGoToPOITag,,,,1,,,,,,,,bazaar_30304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_GlimpseofthePast_GoToBazaar_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_GlimpseofthePast_Bazaar_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_GlimpseofthePast_CollectCoins,95A_S02_GlimpseofthePast_CollectTablet,,,
95A_S02_GlimpseofthePast_CollectCoins,TaskHaveAndReturnItems,,,,3,95a_s02_FadedCoin_item,Lost,100,,,true,,bazaar_30304,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_GlimpseofthePast_CollectCoins_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_GlimpseofthePast_CollectTablet,TaskGatherAndReturnItems,,,,1,95a_s02_MarketStone_item,95A_S02_MarketStone,100,,,,,bazaar_30304,,,1,,,,,,,IO_95A_S02_MarketStone,,,95A_S02_MarketStone_interact,,,,,,,,,,,,,,,,,,,,@95A_S02_GlimpseofthePast_CollectTablet_Desc,,7000.2 7885.1 184.824,,,,,,,,,,,,,,,,,
95A_S02_GlimpseofthePast_GoToCorsica,TaskGoToPOITag,,,,1,,,,,,,,bazaar_30304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_GlimpseofthePast_GoToCorsica_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95A_S02_WordofaThief_Camp_Container,95A_S02_WordofaThief_Collect_Container,95A_S02_WordofaThief_CageFree_Container,95A_S02_WordofaThief_SwapCamp_Container,
95A_S02_WordofaThief_Camp_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_WordofaThief_Sharif1_Swap_In,95A_S02_WordofaThief_GoToDigsite,95A_S02_WordofaThief_TalkToSharif,95A_S02_WordofaThief_Sharif_Dialog1,
95A_S02_WordofaThief_Sharif1_Swap_In,TaskUnlockAchievement,,,,1,SwapActive_Season2_Sharif_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_GoToDigsite,TaskGoToPOITag,,,,1,,,,,,,,ancient_digsite_20411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_WordofaThief_GoToDigsite_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_SearchTents,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95A_S02_WordofaThief_SearchTents,@95A_S02_WordofaThief_SearchTents_Desc,,6138.7729 8599.4619 185.7108,,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_TalkToSharif,TaskConversationTopic,,,,1,95A_Sharif_s02_01,,,,,,,,,,,,,,,,,,95A_Sharif_Topic01,,,,,,,,,,,,,,,,,,,,,,@95A_S02_WordofaThief_TalkToSharif_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_Sharif_Dialog1,TaskUnlockAchievement,,,,1,95A_Sharif01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_Collect_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_WordofaThief_CollectKey,95A_S02_WordofaThief_CollectWordofWater,,,
95A_S02_WordofaThief_CollectWordofWater,TaskGatherAndReturnItems,,,,1,95a_s02_WordofWater_item,95A_S02_WordOfWater,100,,,,,ancient_digsite_20411,,,,,,,,,,IO_95A_S02_WordOfWater,,,95A_S02_WordOfWater_interact,,,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_CollectWordofWater_Desc,,6028.014 8594.019 196.480,,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_CollectKey,TaskHaveAndReturnItems,,,,1,95a_s02_CageKey_item,Dunewalker,35,,,true,,ancient_digsite_20411,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_WordofaThief_CollectKey_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_CageFree_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_WordofaThief_OpenCage,95A_S02_WordofaThief_Sharif1_Swap_Out,95A_S02_WordofaThief_Sharif1a_Swap_In,95A_S02_WordofaThief_DurationTimer_CageWalkout,95A_S02_WordofaThief_Sharif_Freed
95A_S02_WordofaThief_OpenCage,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,IO_95A_S02_SharifCage,,,95A_S02_SharifCage_interact,,,,,,,,,,,,,,,,,,,,@95A_S02_WordofaThief_OpenCage_Desc,,6152 8601 184,,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_Sharif1_Swap_Out,TaskLockAchievement,,,,1,SwapActive_Season2_Sharif_1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_Sharif1a_Swap_In,TaskUnlockAchievement,,,,1,SwapActive_Season2_Sharif_1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_DurationTimer_CageWalkout,TaskTimer,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,@95A_S02_WordofaThief_TalkToFreeSharif_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_Sharif_Freed,TaskUnlockAchievement,,,,1,95A_Sharif_Freed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_REPLACEME_Sharif1a_TalkTo_Thanks_Timer,TaskTimer,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,@95A_S02_WordofaThief_TalkToFreeSharif_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_TalkToFreeSharif,TaskConversationTopic,,,,1,95A_Sharif_s02_01a,,,,,,,,,,,,,,,,,,95A_Sharif_Topic01a,,,,,,,,,,,,,,,,,,,,,,@95A_S02_WordofaThief_TalkToFreeSharif_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_SwapCamp_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_WordofaThief_TalkToFreeSharif,95A_S02_WordofaThief_Sharif1a_Swap_Out,95A_S02_WordofaThief_Sharif2_Swap_In,95A_S02_WordofaThief_GoToCamp,
95A_S02_WordofaThief_GoToCamp,TaskGoToPOITag,,,,1,,,,,,,,questgiver_20409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_WordofaThief_GoToCamp_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_Sharif1a_Swap_Out,TaskLockAchievement,,,,1,SwapActive_Season2_Sharif_1a,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_WordofaThief_Sharif2_Swap_In,TaskUnlockAchievement,,,,1,SwapActive_Season2_Sharif_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_HardBoiled_Sharif_Container,95A_S02_HardBoiled_GiveWordofWater,95A_S02_HardBoiled_GoToGeysers,95A_S02_HardBoiled_Puzzle_Container,95A_S02_HardBoiled_Return_Container
95A_S02_HardBoiled_Sharif_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_HardBoiled_Sharif_Swap_ToCorsica,,,,
95A_S02_HardBoiled_Sharif_Walkaway,TaskLockAchievement,,,,1,SwapActive_Season2_Sharif_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_Sharif_Swap_ToCorsica,TaskUnlockAchievement,,,,1,SwapActive_Season2_Sharif_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_GiveWordofWater,TaskGiveItem,,,,1,95a_s02_WordofWater_item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_GoToGeysers,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_95A_S02_HardBoiled_GoToGeysers,@95A_S02_HardBoiled_GoToGeysers_Desc,,5840.3462 7785.833 86.258,,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_Puzzle_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_HardBoiled_Geyser_Container,95A_S02_HardBoiled_Geyser_Container2,95A_S02_HardBoiled_EggChamber_Container,95A_S02_HardBoiled_Trigger_Whispers,
95A_S02_HardBoiled_Geyser_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_Geyser_Container_Desc,,5840.3462 7785.833 86.258,,,,,,,,,,,,,95A_S02_HardBoiled_Geyser_CarryEvent,95A_S02_HardBoiled_Geyser_EventContainer,,,
95A_S02_HardBoiled_Geyser_Container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_Geyser_Container_Desc,,,,,,,,,,,,,,,95A_S02_HardBoiled_GeyserCompleted,95A_S02_HardBoiled_Geyser_Final_Interact,95A_S02_HardBoiled_TakeWordofWater,,
95A_S02_HardBoiled_Geyser_CarryEvent,TaskGameEvent,,1,,1,,,,,,,,,,,,,,,,,,IO_95A_S02_BoulderPile_interact,,,95A_S02_Geyser_Puzzle_BoulderPile_interact,,,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_Geyser_Boulder_Desc,,,,,,1,,,,,,,,,,,,,
95A_S02_HardBoiled_Geyser_EventContainer,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_HardBoiled_Geyser_EventInstanced,95A_S02_HardBoiled_Geyser_Event,,,
95A_S02_HardBoiled_Geyser_EventInstanced,TaskGameEvent,,1,,1,,,,,,,,,,,,,,,,,,IO_Geyser_Puzzle_Interact,,,95A_S02_Geyser_Puzzle_Boulder_Success,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
95A_S02_HardBoiled_Geyser_Event,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,,95A_S02_Geyser_Puzzle_Boulder_Success,,,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_Geyser_BoulderPlace_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_Geyser_Final_Interact,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,IO_95A_S02_GeyserDoorPedestal,,,95A_S02_GeyserDoorPedestal_interact,,,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_Geyser_Final_Interact_Desc,,5821.650391 7770.885254 89.145340,,,FALSE,,,,,,,,,,,,,,
95A_S02_HardBoiled_TakeWordofWater,TaskRemoveItem,,,,1,95a_s02_WordofWater_item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_EggChamber_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_HardBoiled_UnlockEggChamber1,95A_S02_HardBoiled_EnterChamber,95A_S02_HardBoiled_DefeatGuardians_Container,95A_S02_HardBoiled_SwapEgg,95A_S02_HardBoiled_CollectEgg
95A_S02_HardBoiled_GeyserCompleted,TaskUnlockAchievement,,,,1,SwapActive_95A_Q4_Geyser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_UnlockEggChamber1,TaskUnlockAchievement,,,,1,95A_EggChamber01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_EnterChamber,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Stay Inside,,,,,,,,,,,,,,,,,,,,TV_95A_S02_HardBoiled_EnterChamber,@95A_S02_HardBoiled_EnterChamber_Desc,,5808.116699 7769.778809 94.291153,,,TRUE,,,,,,,,,,,,,,
95A_S02_HardBoiled_Encounter_TEMP,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_DefeatGuardians_Enc_Desc,,5736.5024 7770.3638 42.0417,,,,,,,,,,,,,95A_S02_General_TempTimer,,,,
95A_S02_HardBoiled_DefeatGuardians_Container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_HardBoiled_DefeatGuardians_Enc,95A_S02_HardBoiled_DefeatGuardians_Kill,,,
95A_S02_HardBoiled_DefeatGuardians_Enc,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,,95A_S02_EggChamber_Q4_Complete,,,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_DefeatGuardians_Enc_Desc,,5736.5024 7770.3638 42.0417,,,0,,,,,,,,,,,,,,
95A_S02_HardBoiled_DefeatGuardians_Kill,TaskKillContribution,,,,1,,,,,,,,,,,,,,,,,,,,,Dune_Phantom_Tank_Named_S02_Q4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_CollectEgg,TaskGatherAndReturnItems,,,,1,95a_s02_MysteriousEgg_item,95A_S02_RoyalEgg1,100,,,,,,,,,,,,,,,IO_95A_S02_RoyalEgg1,,,95A_S02_RoyalEgg1_interact,,,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_CollectEgg_Desc,,5736.3384 7769.9326 42.8803,,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_SwapEgg,TaskUnlockAchievement,,,,1,SwapActive_95A_Q4_Egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_LeaveChamber,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,,Leave,,,,,,,,,,,,,,,,,,,,TV_95A_S02_HardBoiled_EnterChamber,@95A_S02_HardBoiled_LeaveChamber_Desc,,5700.6309 7770.084 45.4119,,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_Trigger_Whispers,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,,95A_S2_HardBoiled_01_Whisper,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_Return_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_HardBoiled_GoToCorsica,95A_S02_HardBoiled_TalkToSharif,95A_S02_HardBoiled_SharifDialog2,,
95A_S02_HardBoiled_GoToCorsica,TaskGoToPOITag,,,,1,,,,,,,,BrimstoneSands_Settlement_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_GoToCorsica_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_TalkToSharif,TaskConversationTopic,,,,1,95A_Sharif_s02_03,,,,,,,BrimstoneSands_Settlement_01,,,,,,,,,,,95A_Sharif_Topic02,,,,,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_TalkToSharif_Desc,,,,,,,,,,,,,,,,,,,
95A_S02_HardBoiled_SharifDialog2,TaskUnlockAchievement,,,,1,95A_Sharif02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Voices of the Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,95A_S02_VoicesoftheDesert_Cutscene_Container,95A_S02_VoicesoftheDesert_Corsica_Container,95A_S02_VoicesoftheDesert_Craft_Container,95A_S02_VoicesoftheDesert_ReturnRima_Container,95A_S02_VoicesoftheDesert_ReturnCorsica_Container
