TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,UseGlobalStorage,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0502_0103_d_04_GameEvent_0507_AncientRubble_wavecomplete,TaskKillContribution,,,1,,,,,,,,,,,,,,,,,,IO_0507_AncientRubble,,,Undead_Officer_60_WaveEvent,,,,,,,,,,,,,,,,,,,,@0502_0103_pathsunseen_defend_wave_event,,11794.107 3792.955 69.974,,,,,,,,,,,,,,,,,
0502_0103_d_05_GiveItems_1_BagOfGuardianHearts,TaskGiveAndTakeItem,,1,1,0502_0103_BagOfGuardianHearts,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
0502_0104_d_00_container_anatomyoftheheart,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0502_0104_d_01_TaskGoToPOITag_ShaMakogai,0502_0104_d_02_container_anatomyoftheheart_gathers,,,
0502_0104_d_01_TaskGoToPOITag_ShaMakogai,TaskGoToPOITag,,1,,,,,,,true,,Flooded_Ruins_50127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0502_0104_anatomyoftheheart_goto_POI,,,,,,,,,,,,,,,,,,,
0502_0104_d_02_container_anatomyoftheheart_gathers,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0502_0104_d_02_01_TaskGatherAndReturnItems_1_AncientStoneTablet,0502_0104_d_02_01a_TaskGameEvent_AncientStoneTablet_2ndMarker,0502_0104_d_02_02_TaskGatherAndReturnItems_1_UnlockedGuardianHeart,,
0502_0104_d_02_01_TaskGatherAndReturnItems_1_AncientStoneTablet,TaskGatherAndReturnItems,,1,2,0502_0101_AncientStoneTablet,0509_StoneTablet_00,100,,,true,,Flooded_Ruins_50127,,,true,,,,,,,IO_0509_StoneTablet_00,,,,,,,,,,,,,,,,,,,,,,,@0502_0104_anatomyoftheheart_search_for_tablet,,11768.627 3216.824 71.923,,,,,,,,,,,,,,,,,
0502_0104_d_02_01a_TaskGameEvent_AncientStoneTablet_2ndMarker,TaskGameEvent,,1,1,,,,,,true,,Flooded_Ruins_50127,,,,,,,,,,IO_0509_StoneTablet_00,,,0509_StoneTablet_00_interact,,,,,,,,,,,,,,,,,,,,,,11847.708 3246.075 79.507,1,,,,,,,,,,,,,,,,
0502_0104_d_02_02_TaskGatherAndReturnItems_1_UnlockedGuardianHeart,TaskGatherAndReturnItems,,1,1,0502_0104_UnlockedGuardianHeart,0508_HeartDevice,100,,,true,,Flooded_Ruins_50127,,,true,,,,,,,IO_0508_HeartDevice,,,,,,,,,,,,,,,,,,,,,,,@0502_0104_anatomyoftheheart_search_for_evidence,,11865.614 3206.946 89.236,,,,,,,,,,,,,,,,,
0502_0105_d_00_container_seekandhide,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0502_0105_d_01_TaskGoToPOITag_SyleioSeko,0502_0105_d_02_TaskTriggerArea_SyleioSeko,,,
0502_0105_d_01_TaskGoToPOITag_SyleioSeko,TaskGoToPOITag,,1,,,,,,,,,Lighthouse_Base_50129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0502_0105_seekandhide_goto_POI,,,,,,,,,,,,,,,,,,,
0502_0105_d_02_TaskTriggerArea_SyleioSeko,TaskTriggerArea,,1,1,,,,,,true,,Lighthouse_Base_50129,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_05_Abbingdon,@0502_0105_seekandhide_trigvol_enter,,11987.201 2663.233 103.604,,,,,,,,,,,,,,,,,
0511_0101_d_00_container_aguardiansplight,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0511_0101_d_01_container_aguardiansplight_lighthouselure,0511_0101_d_02_GameEvent_0513_LighthouseLure_wavecomplete,,,
0511_0101_d_01_container_aguardiansplight_lighthouselure,PartialTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0511_0101_d_01_01_GameEvent_0513_LighthouseLure_interact,0511_0101_d_01_02_GameEvent_0513_LighthouseLure_wavecomplete,,,
0511_0101_d_01_01_GameEvent_0513_LighthouseLure_interact,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,,IO_0513_LighthouseLure,,,0513_LighthouseLure_interact,,,,,,,,,,,,,,,,,,,,@0511_0101_aguardiansplight_interact_with_IO,,11987.090 2707.119 99.635,,,,,,,,,,,,,,,,,
0511_0101_d_01_02_GameEvent_0513_LighthouseLure_wavecomplete,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,,IO_0513_LighthouseLure,,,0513_LighthouseLure_WaveComplete,,,,,,,,,,,,,,,,,,,,@0511_0101_aguardiansplight_wave_event,,11987.090 2707.119 99.635,,,,,,,,,,,,,,,,,
0511_0101_d_02_GameEvent_0513_LighthouseLure_wavecomplete,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,,IO_0513_LighthouseLure,,,0513_LighthouseLure_WaveComplete,,,,,,,,,,,,,,,,,,,,@0511_0101_aguardiansplight_wave_event,,11987.090 2707.119 99.635,,,,,,,,,,,,,,,,,
0504_0101_d_00_container_anexpandingthreat,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0504_0101_d_01_TaskGoToPOITag_MariasRest,0504_0101_d_02_TaskAchievement_GetQuestLorePage_MissingSpark,0504_0101_d_03_container_anexpandingthreat_lorepages_final,,
0504_0101_d_01_TaskGoToPOITag_MariasRest,TaskGoToPOITag,,1,,,,,,,true,,shipwreck_50104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0504_0101_anexpandingthreat_goto_POI,,,,,,,,,,,,,,,,,,,
0504_0101_d_02_TaskAchievement_GetQuestLorePage_MissingSpark,TaskAchievement,,1,,Lore_unlock_05_Reekwater_Title_05_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0504_0101_anexpandingthreat_search_pages,,11993.640 3574.647 59.473,,,false,,,,,,,,,,,,,,
0504_0101_d_03_container_anexpandingthreat_lorepages_final,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0504_0101_anexpandingthreat_find_final_journal_pages,,,,,,,,,,,,,,,0504_0101_d_03_01_TaskAchievement_GetQuestLorePage_GainingPerspective,0504_0101_d_03_02_TaskAchievement_GetQuestLorePage_DecisionsMade,,,
0504_0101_d_03_01_TaskAchievement_GetQuestLorePage_GainingPerspective,TaskAchievement,,1,,Lore_unlock_05_Reekwater_Title_05_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004.220 3563.535 76.329,1,,false,,,,,,,,,,,,,,
0504_0101_d_03_02_TaskAchievement_GetQuestLorePage_DecisionsMade,TaskAchievement,,1,,Lore_unlock_05_Reekwater_Title_05_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12051.184 3573.122 63.508,1,,false,,,,,,,,,,,,,,
0504_0102_d_00_container_defianceanddoubt,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0504_0102_d_01_TaskGoToPOITag_ShipflightComb,0504_0102_d_02_TaskTriggerArea_SandersShipflight,,,
0504_0102_d_01_TaskGoToPOITag_ShipflightComb,TaskGoToPOITag,,1,,,,,,,true,,Ghost_Town_50122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0504_0102_defianceanddoubt_goto_POI,,,,,,,,,,,,,,,,,,,
0504_0102_d_02_TaskTriggerArea_SandersShipflight,TaskTriggerArea,,1,1,,,,,,true,,Ghost_Town_50122,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_05_Sanders,@0504_0102_defianceanddoubt_trigvol_enter,,11836.718 3973.159 83.061,,,,,,,,,,,,,,,,,
0524_0101_d_00_container_ahungerforfreedom,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0524_0101_d_01_HaveAndReturn_12_MeagerMeals,0524_0101_d_02_HaveAndReturn_15_FreshWater,,,
0524_0101_d_01_HaveAndReturn_12_MeagerMeals,TaskHaveAndReturnItems,,1,12,FoodHealthRecoveryT2,,,,,,5,,,,,,,,,,,cooking,,,,,,,,,,,,,,,,,,,,,,,@0524_0101_ahungerforfreedom_acquire_items,,11014.6807 3267.5205 83.0424,,,true,,,,,,,,,,,,,,
0524_0101_d_02_HaveAndReturn_15_FreshWater,TaskHaveAndReturnItems,,1,15,WaterT1,,,,,,5,,,,,,,,,,,SettlementWell,,,,,,,,,,,,,,,,,,,,,,,@0524_0101_ahungerforfreedom_acquire_item,,11299.6602 4181.1050 88.0389,,,,,,,,,,,,,,,,,
0524_0102_d_00_container_queensgambit,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0524_0102_d_01_kill_8_PirateCursedBanners,,,,
0524_0102_d_01_kill_8_PirateCursedBanners,TaskKillContribution,,1,8,,,,,,,5,"shipwreck_50102,shipwreck_50104,Bayou_Village_50126",,,,,,,,,,,,,Totem_Pirate_Cursed,,,,,,,,,,,,,,,,,,,,@0524_0102_queensgambit_destroy_target,,,,,,,,,,,,,,,,,,,
0524_0103_d_00_container_shiveringtimbers,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0524_0103_d_01_container_shiveringtimbers_ScavengerShore,0524_0103_d_02_container_shiveringtimbers_BleachwoodCoast,,,
0524_0103_d_01_container_shiveringtimbers_ScavengerShore,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0524_0103_d_01_01_TaskGoToPOITag_ScavengerShore,0524_0103_d_01_02_Have_1_PrimedPowderkegA,0524_0103_d_01_03_container_shiveringtimbers_powderkegA,0524_0103_d_01_04_GameEvent_0511_PowderkegA_wavecomplete,0524_0103_d_01_05_Remove_1_PrimedPowderkegA
0524_0103_d_01_01_TaskGoToPOITag_ScavengerShore,TaskGoToPOITag,,1,,,,,,,true,,shipwreck_50102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0524_0103_shiveringtimbers_goto_POI,,,,,,,,,,,,,,,,,,,
0524_0103_d_01_02_Have_1_PrimedPowderkegA,TaskHaveItems,,,1,0524_0103_PrimedPowderkegA,,,100,,true,,shipwreck_50102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0524_0103_shiveringtimbers_get_item_from_container,,,,,,,,,,,,,,,,,,,
0524_0103_d_01_03_container_shiveringtimbers_powderkegA,PartialTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0524_0103_d_01_03_01_GameEvent_0511_PowderkegA_interact,0524_0103_d_01_03_02_GameEvent_0511_PowderkegA_wavecomplete,,,
0524_0103_d_01_03_01_GameEvent_0511_PowderkegA_interact,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,,IO_0511_PowderkegA,,,0511_PowderkegA_interact,,,,,,,,,,,,,,,,,,,,@0524_0103_shiveringtimbers_interact_with_IO,,11234.244 2703.742 57.477,,,,,,,,,,,,,,,,,
0524_0103_d_01_03_02_GameEvent_0511_PowderkegA_wavecomplete,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,,IO_0511_PowderkegA,,,0511_PowderkegA_WaveComplete,,,,,,,,,,,,,,,,,,,,@0524_0103_shiveringtimbers_defend_wave_event,,11234.244 2703.742 57.477,,,,,,,,,,,,,,,,,
0524_0103_d_01_04_GameEvent_0511_PowderkegA_wavecomplete,TaskKillContribution,,,1,,,,,,,,,,,,,,,,,,IO_0511_PowderkegA,,,Undead_Berserker_60_WaveEvent,,,,,,,,,,,,,,,,,,,,@0524_0103_shiveringtimbers_defend_wave_event,,11234.244 2703.742 57.477,,,,,,,,,,,,,,,,,
0524_0103_d_01_05_Remove_1_PrimedPowderkegA,TaskRemoveItem,,,1,0524_0103_PrimedPowderkegA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
0524_0103_d_02_container_shiveringtimbers_BleachwoodCoast,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0524_0103_d_02_01_TaskGoToPOITag_BleachwoodCoast,0524_0103_d_02_02_Have_1_PrimedPowderkegB,0524_0103_d_02_03_container_shiveringtimbers_powderkegB,0524_0103_d_02_04_GameEvent_0512_PowderkegB_wavecomplete,0524_0103_d_02_05_Remove_1_PrimedPowderkegB
0524_0103_d_02_01_TaskGoToPOITag_BleachwoodCoast,TaskGoToPOITag,,1,,,,,,,true,,shipwreck_50101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0524_0103_shiveringtimbers_goto_POI,,,,,,,,,,,,,,,,,,,
0524_0103_d_02_02_Have_1_PrimedPowderkegB,TaskHaveItems,,,1,0524_0103_PrimedPowderkegB,,,100,,true,,shipwreck_50101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0524_0103_shiveringtimbers_get_item_from_container,,,,,,,,,,,,,,,,,,,
0524_0103_d_02_03_container_shiveringtimbers_powderkegB,PartialTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0524_0103_d_02_03_01_GameEvent_0512_PowderkegB_interact,0524_0103_d_02_03_02_GameEvent_0512_PowderkegB_wavecomplete,,,
0524_0103_d_02_03_01_GameEvent_0512_PowderkegB_interact,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,,IO_0512_PowderkegB,,,0512_PowderkegB_interact,,,,,,,,,,,,,,,,,,,,@0524_0103_shiveringtimbers_interact_with_IO,,10563.889 2112.489 40.266,,,,,,,,,,,,,,,,,
0524_0103_d_02_03_02_GameEvent_0512_PowderkegB_wavecomplete,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,,IO_0512_PowderkegB,,,0512_PowderkegB_WaveComplete,,,,,,,,,,,,,,,,,,,,@0524_0103_shiveringtimbers_defend_wave_event,,10563.889 2112.489 40.266,,,,,,,,,,,,,,,,,
0524_0103_d_02_04_GameEvent_0512_PowderkegB_wavecomplete,TaskKillContribution,,,1,,,,,,,,,,,,,,,,,,IO_0512_PowderkegB,,,Undead_Pirate_Brute_Named_05WC07,,,,,,,,,,,,,,,,,,,,@0524_0103_shiveringtimbers_defend_wave_event,,10563.889 2112.489 40.266,,,,,,,,,,,,,,,,,
0524_0103_d_02_05_Remove_1_PrimedPowderkegB,TaskRemoveItem,,,1,0524_0103_PrimedPowderkegB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
0504_0201_d_00_container_wordsofpower,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0504_0201_d_01_TaskGoToPOITag_SyleioSeko,0504_0201_d_02_TaskAchievement_GetQuestLorePage_AThrivingCity,0504_0201_d_03_TaskAchievement_GetQuestLorePage_MiseryAndTemptation,,
0504_0201_d_01_TaskGoToPOITag_SyleioSeko,TaskGoToPOITag,,1,,,,,,,,,Lighthouse_Base_50129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0504_0201_wordsofpower_goto_POI,,,,,,,,,,,,,,,,,,,
0504_0201_d_02_TaskAchievement_GetQuestLorePage_AThrivingCity,TaskAchievement,,1,,Lore_unlock_05_Reekwater_Title_02_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0504_0201_wordsofpower_find_journal_page,,11991.584 2443.884 44.880,,,false,,,,,,,,,,,,,,
0504_0201_d_03_TaskAchievement_GetQuestLorePage_MiseryAndTemptation,TaskAchievement,,1,,Lore_unlock_05_Reekwater_Title_02_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0504_0201_wordsofpower_find_journal_page,,11981.657 2748.662 102.175,,,false,,,,,,,,,,,,,,
0504_0202_d_00_container_aplansdeconstruction,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0504_0201_d_01_TaskGoToPOITag_MistywaterThorp,0504_0202_d_02_Interact_6_RelicPile,,,
0504_0201_d_01_TaskGoToPOITag_MistywaterThorp,TaskGoToPOITag,,1,,,,,,,true,,Bayou_Village_50126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0504_0202_aplansdeconstruction_goto_POI,,,,,,,,,,,,,,,,,,,
0504_0202_d_02_Interact_6_RelicPile,TaskGameEvent,,1,6,,,,,,true,,Bayou_Village_50126,,,,,,,,,,IO_0506_RelicPile,,,0506_RelicPile_interact,,,,,,,,,,,,,,,,,,,,@0504_0202_aplansdeconstruction_interact_with_IO,,,,,,,,,,,,,,,,,,,
0504_0401_d_00_container_thequeenisdead,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0504_0401_d_01_TaskGoToPOITag_ForecastleDrift,0504_0401_d_02_container_setup,,,
0504_0401_d_01_TaskGoToPOITag_ForecastleDrift,TaskGoToPOITag,,1,,,,,,,true,,Lost_Elite_City_50130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0504_0401_thequeenisdead_goto_POI,,,,,,,,,,,,,,,,,,,
0504_0401_d_02_container_setup,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0504_0401_d_02_01_container_setup_kill_lieutenants,0504_0401_d_02_02_container_setup_ancientmachine,0504_0401_d_02_03_container_setup_arenakey,,
