TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
MSQ_WF_PushQuest_TalkTo_Galahad,TaskAchievement,,,,1,WF_Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_WF_PushQuest_Container_Desc,,,,,,,,,,,,,,,,,,,
MSQ_GC_PushQuest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_GC_PushQuest_Container_Desc,,9201.310547 6547.030273 320.846100,,,,,,,,,,,,,MSQ_GC_PushQuest_TalkTo_Galahad,,,,
MSQ_GC_PushQuest_TalkTo_Galahad,TaskAchievement,,,,1,GC_Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_GC_PushQuest_Container_Desc,,,,,,,,,,,,,,,,,,,
MSQ_EG_PushQuest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_EG_PushQuest_Container_Desc,,10066.399414 7493.418457 415.108948,,,,,,,,,,,,,MSQ_EG_PushQuest_TalkTo_Sun,,,,
MSQ_EG_PushQuest_TalkTo_Sun,TaskAchievement,,,,1,EG_Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_EG_PushQuest_Container_Desc,,,,,,,,,,,,,,,,,,,
MSQ_ER_PushQuest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_ER_PushQuest_Container_Desc,,9261.071289 6555.306641 330.340820,,,,,,,,,,,,,MSQ_ER_PushQuest_TalkTo_Sun,,,,
MSQ_ER_PushQuest_TalkTo_Sun,TaskAchievement,,,,1,ER_Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_ER_PushQuest_Container_Desc,,,,,,,,,,,,,,,,,,,
MSQ_SM_PushQuest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_SM_PushQuest_Container_Desc,,7309.076660 5411.016113 94.120621,,,,,,,,,,,,,MSQ_SM_PushQuest_TalkTo_Sun,,,,
MSQ_SM_PushQuest_TalkTo_Sun,TaskAchievement,,,,1,SM_Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_SM_PushQuest_Container_Desc,,,,,,,,,,,,,,,,,,,
MSQ_BS_PushQuest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_BS_PushQuest_Container_Desc,,7309.076660 5411.016113 94.120621,,,,,,,,,,,,,MSQ_BS_PushQuest_TalkTo_Yash,,,,
MSQ_BS_PushQuest_TalkTo_Yash,TaskAchievement,,,,1,BS_Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_BS_PushQuest_Container_Desc,,,,,,,,,,,,,,,,,,,
MSQ_EW_PushQuest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_EW_PushQuest_Container_Desc,,7309.076660 5411.016113 94.120621,,,,,,,,,,,,,MSQ_EW_PushQuest_TalkTo_Morgaine,,,,
MSQ_EW_PushQuest_TalkTo_Morgaine,TaskAchievement,,,,1,EW_Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@MSQ_EW_PushQuest_Container_Desc,,,,,,,,,,,,,,,,,,,
Vector_Faction_PushQuest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Vector_Faction_PushQuest_reset_container,Tutorial_Faction_Unlock,Tutorial_Faction_Quest_Lock,Vector_Faction_PushQuest_Tutorial_container,
Vector_Faction_PushQuest_reset_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Vector_Faction_PushQuest_Swap_Florina_00_On,Vector_Faction_PushQuest_Swap_Tibbs_00_On,Vector_Faction_PushQuest_Swap_Aventus_00_On,,
Vector_Faction_PushQuest_Swap_Florina_00_On,TaskLockAchievement,,,,,SwapActive_9801_Florina_00_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Vector_Faction_PushQuest_Swap_Tibbs_00_On,TaskLockAchievement,,,,1,SwapActive_9805_Tibbs_00_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Vector_Faction_PushQuest_Swap_Aventus_00_On,TaskLockAchievement,,,,1,SwapActive_9807_Aventus_00_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Vector_Faction_PushQuest_Tutorial_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Vector_Faction_PushQuest_TalkTo_Florina,Vector_Faction_PushQuest_TalkTo_Aventus,Vector_Faction_PushQuest_TalkTo_Tibbs,,
Tutorial_Faction_Unlock,TaskUnlockAchievement,,,,,Tutorial_Factions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Tutorial_Faction_Quest_Lock,TaskUnlockAchievement,,,,,Faction_Push_Start,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Vector_Faction_PushQuest_TalkTo_Florina,TaskAchievement,,,,1,FactionIntro_Covenant_01_started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Vector_Faction_PushQuest_Florina_Desc,,8751.900391 4107.540039 120.495697,,,,,,,,,,,,,,,,,
Vector_Faction_PushQuest_TalkTo_Aventus,TaskAchievement,,,,1,FactionIntro_Syndicate_01_started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Vector_Faction_PushQuest_Aventus_Desc,,9128.162109 4365.156250 130.504196,,,,,,,,,,,,,,,,,
Vector_Faction_PushQuest_TalkTo_Tibbs,TaskAchievement,,,,1,FactionIntro_Marauders_01_started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Vector_Faction_PushQuest_Tibbs_Desc,,8924.284180 4271.896973 139.092072,,,,,,,,,,,,,,,,,
Vector_Crafting_MB_PushQuest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Vector_Crafting_MB_PushQuest_Container_Desc,,,,,,,,,,,,,,,MB_Crafting_Quest_Lock,Vector_Crafting_MB_PushQuest_TalkTo_Cemal,,,
MB_Crafting_Quest_Lock,TaskUnlockAchievement,,,,,MB_Start,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Vector_Crafting_MB_PushQuest_TalkTo_Cemal,TaskAchievement,,,,1,Crafting_MB_Push_Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Vector_Crafting_MB_PushQuest_Container_Desc,,7395.649902 3654.544189 104.637642,,,,,,,,,,,,,,,,,
Vector_Crafting_WW_PushQuest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Vector_Crafting_WW_PushQuest_Container_Desc,,,,,,,,,,,,,,,WW_Crafting_Quest_Lock,Vector_Crafting_WW_PushQuest_TalkTo_Talesa,,,
WW_Crafting_Quest_Lock,TaskUnlockAchievement,,,,,WW_Start,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Vector_Crafting_WW_PushQuest_TalkTo_Talesa,TaskAchievement,,,,1,Crafting_WW_Push_Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Vector_Crafting_WW_PushQuest_Container_Desc,,9368.538086 2651.743408 82.635002,,,,,,,,,,,,,,,,,
Vector_Mounts_PushQuest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Vector_Mounts_PushQuest_Container_Desc,,,,,,,,,,,,,,,Vector_Mounts_PushQuest_Lock,Vector_Mounts_PushQuest_GoTo_Jochi,,,
Vector_Mounts_PushQuest_Lock,TaskUnlockAchievement,,,,,Vector_Mounts_PushQuest,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Vector_Mounts_PushQuest_GoTo_Jochi,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TV_9401_MountVector_GoToJochi,@9401_MountVector_GoToJochi,,8949.039062 5228.140625 151.265213,,1,,,,,,,,,,,,,,,
