TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
01_SoleSurvivor_Whisper_FTUE_02,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,01_Whisper_FTUE_02_event,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor_Whisper_FTUE_03,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,01_Whisper_FTUE_03_event,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor_Whisper_FTUE_04,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,01_Whisper_FTUE_04_event,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor_Whisper_FTUE_05,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,01_Whisper_FTUE_05_event,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor_Whisper,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_01_Whisper_FTUE_01,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
01_SoleSurvivor_Whisper_Trigger,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor_ThorpeTrailContainer,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor_ThorpeTrail,01_SoleSurvivor_ThorpeTrail_Trigger,,,
01_SoleSurvivor_ThorpeTrail,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,FTUE_ThorpeTrail,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor_ThorpeTrail_Trigger,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,GameEvent_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor_TaskTimer,TaskTimer,0,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor_GotoPoint1,TaskTriggerArea,,1,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,ftueQuestTrigger1,@01_SoleSurvivor_GotoPoint1,,,,,,,,,,,,,1,,,,,,
01_SoleSurvivor_GotoPoint2,TaskTriggerArea,,1,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,ftueQuestTrigger2,@01_SoleSurvivor_GotoPoint2,,,,,,,,,,,,,1,,,,,,
01_SoleSurvivor_GotoPoint2a,TaskTriggerArea,,1,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,ftueQuestTrigger2a,@01_SoleSurvivor_GotoPoint3,,,,,,,,,,,,,1,,,,,,
01_SoleSurvivor_Container_StartFight,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor_GotoPoint1,,,,,,,,,,,,,,,01_SoleSurvivor_GotoPoint3,01_SoleSurvivor_TaskTimer_StartFight,,,
01_SoleSurvivor_TaskTimer_StartFight,TaskTimer,0,,,,,,,,,,,,,,,,,,,,,,,,,12.33,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor_GotoPoint3,TaskTriggerArea,,1,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,ftueQuestTrigger3,@01_SoleSurvivor_GotoPoint3,,,,,,,,,,,,,1,,,,,,
01_SoleSurvivor_PushCheck,TaskUnlockAchievement,,,,1,SoleSurvivor01_Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_Tutorial_BasicMovement,,,,,,,,,,,,,,,,,,,
01_SoleSurvivor2_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_SoleSurvivor2_Container_Boat,01_SoleSurvivor2_Container_Swimming,01_SoleSurvivor2_Container_Ruins,01_SoleSurvivor2_Container_Thorpe,01_SoleSurvivor2_PushCheck
01_SoleSurvivor2_Container_Boat,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_Container_BK2_FTUE_Intro2,01_SoleSurvivor2_Container_IGC_FTUE_PCCM,01_SoleSurvivor2_Container_Tutorial1,01_SoleSurvivor2_Container_BK2_FTUE_Intro3,01_SoleSurvivor2_Container_IGC_FTUE_S1
01_SoleSurvivor2_Container_BK2_FTUE_Intro2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_FTUE_Intro2_Unlock,01_SoleSurvivor2_FTUE_Intro2_cinematicStart,01_SoleSurvivor2_FTUE_Intro2_timer_container,01_SoleSurvivor2_FTUE_Intro2_cinematicComplete,01_SoleSurvivor2_FTUE_Intro2_Watched
01_SoleSurvivor2_FTUE_Intro2_Start_Trigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,FTUE_Intro2_Trigger,@01_SoleSurvivor2_PreRenderedCinematic_Start_Trigger,,479.18 851.94 90.0,,,true,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_Intro2_Unlock,TaskUnlockAchievement,,,,1,FTUE_Intro2_Cinematic_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_Intro2_cinematicStart,TaskCinematicStart,,,,,FTUE_Intro2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_Intro2_timer_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_FTUE_Intro2_timer,01_SoleSurvivor2_FTUE_PCCM_Unlock,,,
01_SoleSurvivor2_FTUE_Intro2_timer,TaskTimer,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_PCCM_Unlock,TaskUnlockAchievement,,,,1,FTUE_PCCM_Cinematic_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_Intro2_Fallthrough_partial,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_FTUE_Intro2_cinematic_timer,01_SoleSurvivor2_FTUE_Intro2_HUDcheck,,,
01_SoleSurvivor2_FTUE_Intro2_cinematic_timer,TaskTimer,,,,1,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_Intro2_HUDcheck,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,HUD,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_IGC,,,,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_Intro2_cinematicComplete,TaskCinematicComplete,,,,,FTUE_Intro2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_Intro2_Watched,TaskUnlockAchievement,,,,1,FTUE_Intro2_Cinematic_Watched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_Container_IGC_FTUE_PCCM,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_FTUE_PCCM_cutsceneComplete,01_SoleSurvivor2_FTUE_PCCM_Watched,,,
01_SoleSurvivor2_FTUE_PCCM_Start_Trigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,FTUE_PCCM_Trigger,@01_SoleSurvivor2_Tutorial_CombatMoves,,480.66 850.0 90.0,,,true,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_PCCM_Fallthrough_partial,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_FTUE_PCCM_cinematic_timer,01_SoleSurvivor2_FTUE_PCCM_HUDcheck,,,
01_SoleSurvivor2_FTUE_PCCM_cinematic_timer,TaskTimer,,,,1,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_PCCM_HUDcheck,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,HUD,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_IGC,,,,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_PCCM_cutsceneComplete,TaskCutsceneComplete,,,,,FTUE_01_SoleSurvivor_ConfrontingCrewmember_IGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_PCCM_Watched,TaskUnlockAchievement,,,,1,FTUE_PCCM_Cinematic_Watched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_Tutorial_GiveLongsword,TaskGiveItem,,,,1,1hSwordT2_FTUE,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_Container_Tutorial1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_Combat_CorruptedSailor,01_SoleSurvivor2_Combat_CorruptedSailors_Multi,,,
01_SoleSurvivor2_Combat_CorruptedSailor,TaskKillContribution,,,,1,,,,,,,,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_Combat_CorruptedMariner,,,,,,,,,,,,,,,,,,,
01_SoleSurvivor2_Combat_CorruptedSailors_Multi,TaskKillContribution,,,,2,,,,,,,,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_Combat_CorruptedMariners_Multi,,,,,,,,,,,,,,,,,,,
01_SoleSurvivor2_Container_BK2_FTUE_Intro3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_FTUE_Intro3_Unlock,01_SoleSurvivor2_FTUE_Intro2_timer,01_SoleSurvivor2_FTUE_S1_Unlock,01_SoleSurvivor2_FTUE_Intro3_cinematicComplete,01_SoleSurvivor2_FTUE_Intro3_Watched
01_SoleSurvivor2_FTUE_Intro3_Start_Trigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,FTUE_Intro3_Trigger,@01_SoleSurvivor2_PreRenderedCinematic_Start_Trigger,,487.85 856.11 89.38,,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_Intro3_Unlock,TaskUnlockAchievement,,,,1,FTUE_Intro3_Cinematic_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_Intro3_Fallthrough_partial,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_FTUE_Intro3_cinematic_timer,01_SoleSurvivor2_FTUE_Intro3_HUDcheck,01_SoleSurvivor2_FTUE_Intro3_cinematicComplete,,
01_SoleSurvivor2_FTUE_Intro3_cinematic_timer,TaskTimer,,,,1,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_Intro3_HUDcheck,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,HUD,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_IGC,,,,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_Intro3_cinematicComplete,TaskCinematicComplete,,,,,FTUE_Intro3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_Intro3_Watched,TaskUnlockAchievement,,,,1,FTUE_Intro3_Cinematic_Watched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_Tutorial_RemoveLongsword,TaskRemoveItem,,,,1,1hSwordT2_FTUE,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_Container_IGC_FTUE_S1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_FTUE_S1_cutsceneComplete,01_SoleSurvivor2_FTUE_S1_Watched,01_SoleSurvivor2_Tutorial_RemoveLongsword,,
01_SoleSurvivor2_FTUE_S1_Start_Trigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,FTUE_S1_Trigger,@01_SoleSurvivor2_Tutorial_Swimming,,790.98 339.43 21.69,,,true,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_S1_Unlock,TaskUnlockAchievement,,,,1,FTUE_S1_Cinematic_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_S1_Fallthrough_partial,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_FTUE_S1_cinematic_timer,01_SoleSurvivor2_FTUE_S1_HUDcheck,01_SoleSurvivor2_FTUE_S1_cutsceneComplete,,
01_SoleSurvivor2_FTUE_S1_cinematic_timer,TaskTimer,,,,1,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_S1_HUDcheck,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,HUD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_S1_cutsceneComplete,TaskCutsceneComplete,,,,,FTUE_01_SoleSurvivor_WaterIntro_IGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_S1_Watched,TaskUnlockAchievement,,,,1,FTUE_S1_Cinematic_Watched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_Container_Swimming,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_Tutorial_Swimming,01_SoleSurvivor2_Tutorial_Dash_Trigger,01_SoleSurvivor2_Tutorial_SwimDash,01_SoleSurvivor2_FTUE_TR_Start_Trigger,
01_SoleSurvivor2_Tutorial_Swimming,TaskUnlockAchievement,,,,1,MSQ_Tutorial_Swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_Tutorial_Swimming,,,,,,,,,,,,,,,,,,,
01_SoleSurvivor2_Tutorial_Dash_Trigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,FTUE_Dash_Trigger,@01_SoleSurvivor2_Tutorial_Swimming,,755.87 342.49 20.90,,,true,,,,,,,,,,,,,,
01_SoleSurvivor2_Tutorial_SwimDash,TaskUnlockAchievement,,,,1,MSQ_Tutorial_SwimDash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_Tutorial_Swimming,,,,,,,,,,,,,,,,,,,
01_SoleSurvivor2_Container_IGC_FTUE_TR,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_FTUE_TR_Start_Trigger,01_SoleSurvivor2_FTUE_TR_Unlock,01_SoleSurvivor2_FTUE_TR_cutsceneComplete,01_SoleSurvivor2_FTUE_TR_Watched,
01_SoleSurvivor2_FTUE_TR_Start_Trigger,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,FTUE_TR_Trigger,@01_SoleSurvivor2_Tutorial_Swimming,,725.16 360.02 20.0,,,true,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_TR_Unlock,TaskUnlockAchievement,,,,1,FTUE_TR_Cinematic_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_TR_Fallthrough_partial,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_FTUE_TR_cinematic_timer,01_SoleSurvivor2_FTUE_TR_HUDcheck,01_SoleSurvivor2_FTUE_TR_cutsceneComplete,,
01_SoleSurvivor2_FTUE_TR_cinematic_timer,TaskTimer,,,,1,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_TR_HUDcheck,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,HUD,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_IGC,,,,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_TR_cutsceneComplete,TaskCutsceneComplete,,,,,FTUE_01_SoleSurvivor_TheRuins_IGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_FTUE_TR_Watched,TaskUnlockAchievement,,,,1,FTUE_TR_Cinematic_Watched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01_SoleSurvivor2_Container_Ruins,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_Container_Tutorial2,01_SoleSurvivor2_Container_Tutorial3,01_SoleSurvivor2_Container_Tutorial4,01_SoleSurvivor2_Container_VistaIGC,
01_SoleSurvivor2_Container_Tutorial2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_Container_LootingRuin,01_SoleSurvivor2_Container_EnteringRuins,01_SoleSurvivor2_Container_MovingRuin,,
01_SoleSurvivor2_Container_LootingRuin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,01_SoleSurvivor2_Tutorial_Loot,01_SoleSurvivor2_Tutorial_EquipWeapon_partial,01_SoleSurvivor2_Tutorial_Equip_Tutorials,,
01_SoleSurvivor2_Tutorial_Loot,TaskUnlockAchievement,,,,1,MSQ_Tutorial_Loot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_Tutorial_Loot,,720.6843 356.9841 19.9692,,,true,,,,,,,,,,,,,,
01_SoleSurvivor2_Tutorial_EquipWeapon_partial,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_Tutorial_Loot,,720.6843 356.9841 19.9692,,,true,,,,,,,,,,01_SoleSurvivor2_Tutorial_Weapon1_container,01_SoleSurvivor2_Tutorial_Weapon2_container,,,
01_SoleSurvivor2_Tutorial_Weapon1_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_Tutorial_Loot,,,1,true,,,,,,,,,,,01_SoleSurvivor2_Tutorial_TakeLongsword,01_SoleSurvivor2_Tutorial_TakeGreatAxe,01_SoleSurvivor2_Tutorial_TakeBow,01_SoleSurvivor2_Tutorial_TakeRapier,
01_SoleSurvivor2_Tutorial_TakeLongsword,TaskHaveAndReturnItems,1hLongswordDropT2,,,1,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_Tutorial_Loot,,,1,true,,,,,,,,,,,,,,,
01_SoleSurvivor2_Tutorial_TakeGreatAxe,TaskHaveAndReturnItems,2hGreatAxeDropT2,,,1,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_Tutorial_Loot,,,1,true,,,,,,,,,,,,,,,
01_SoleSurvivor2_Tutorial_TakeBow,TaskHaveAndReturnItems,2hBowDropT2,,,1,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@01_SoleSurvivor2_Tutorial_Loot,,,1,true,,,,,,,,,,,,,,,
