RewardId,Entitlement,GameEvent,Item,Name,Description,Quantity,RollOnPresent,CategoricalProgressionId,BuyCategoricalProgressionCost,IconPath,HiResIconPath,UseLevelGS
ITM_MountAttachmentITM_Shield43,,,MountAttachmentItem_Shield43,,,1,,AzothSalt_Currency,10000,,,
ITM_MountAttachmentITM_Shield44,,,MountAttachmentItem_Shield44,,,1,,AzothSalt_Currency,10000,,,
ITM_MountAttachmentITM_Shield45,,,MountAttachmentItem_Shield45,,,1,,AzothSalt_Currency,10000,,,
ITM_HousingItem_TrophySelf,,,House_HousingItem_Season5_PVP_RewardTrack_TrophyShelf,,,1,,AzothSalt_Currency,50000,,,
ITM_HousingItem_CanopyBed,,,House_HousingItem_Season5_PVP_RewardTrack_CanopyBed,,,1,,AzothSalt_Currency,50000,,,
ITM_HousingItem_Highchair,,,House_HousingItem_Season5_PVP_RewardTrack_Highchair,,,1,,AzothSalt_Currency,50000,,,
ITM_HousingItem_Partition,,,House_HousingItem_Season5_PVP_RewardTrack_Partition,,,1,,AzothSalt_Currency,50000,,,
ITM_HousingItem_HeroStatue,,,House_HousingItem_Season5_PVP_RewardTrack_HeroStatue,,,1,,AzothSalt_Currency,50000,,,
LB_FactionDye,,,[LBID]PvP_FactionDye,,,5,true,AzothSalt_Currency,10000,,,
ITM_Artifacts01_ItemA,,,Artifact_Set1_1hKiteShield,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts01_ItemB,,,Artifact_Set1_2hGreatSword,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts01_ItemC,,,Artifact_Set1_HeavyLegs,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts02_ItemA,,,Artifact_Set1_2hBlunderbuss,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts02_ItemB,,,Artifact_Set1_Amulet2,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts03_ItemA,,,Artifact_Set1_HeavyHead,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts03_ItemB,,,Artifact_Set1_MediumChest,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts04_ItemA,,,Artifact_Set1_HeavyFeet,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts04_ItemB,,,Artifact_Set1_2hStaffLife,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts05_ItemA,,,Artifact_Set2_HeavyLegs,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts06,,,artifact_set2_lighthead,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts07,,,artifact_set2_2hgreatsword,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts08,,,artifact_set2_1hgauntletice,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts09,,,artifact_set2_2hstafflife,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts10,,,Artifact_Set2_HeavyFeet,,,1,,AzothSalt_Currency,50000,,,
ITM_Artifacts11,,,Artifact_Set2_MediumHead,,,1,,AzothSalt_Currency,50000,,,
ITM_AzothSaltVialT1_1,,,AzothSaltVialT1,,,1,,AzothSalt_Currency,0,lyshineui/images/icons/items/Consumable/AzothSaltVial_T1,lyshineui/images/icons/items_hires/AzothSaltVial_T1,
ITM_AzothSaltVialT1_2,,,AzothSaltVialT1_2,@AzothSaltVialT1_Two_MasterName,@AzothSaltVialT1_Two_Description,1,,AzothSalt_Currency,0,lyshineui/images/icons/items/Consumable/AzothSaltVial_T2,lyshineui/images/icons/items_hires/AzothSaltVial_T2,
ITM_AzothSaltVialT1_3,,,AzothSaltVialT1_3,@AzothSaltVialT1_Three_MasterName,@AzothSaltVialT1_Three_Description,1,,AzothSalt_Currency,0,lyshineui/images/icons/items/Consumable/AzothSaltVial_T3,lyshineui/images/icons/items_hires/AzothSaltVial_T3,
ITM_GypsumRed,,,GypsumRed,,,1,,AzothSalt_Currency,6400,,,
ITM_GypsumOrb,,,GypsumOrb,,,1,,AzothSalt_Currency,9600,,,
ITM_DarkMatterSmall,,,DarkMatter,,,5,,AzothSalt_Currency,750,,,
ITM_DarkMatterMedium,,,DarkMatter,,,25,,AzothSalt_Currency,3200,,,
ITM_DarkMatterLarge,,,DarkMatter,,,100,,AzothSalt_Currency,10000,,,
LB_CraftModsMega,,,[LBID]PvP_CraftModsMega,,,1,true,AzothSalt_Currency,30000,,,
LB_CraftModsMain,,,[LBID]PvP_CraftModsMain,,,1,true,AzothSalt_Currency,3600,,,
LB_CraftModsSub,,,[LBID]PvP_CraftModsSub,,,2,true,AzothSalt_Currency,1500,,,
LB_CraftModsSub2,,,[LBID]PvP_CraftModsSub2,,,3,true,AzothSalt_Currency,525,,,
LB_CraftModsPvP,,,[LBID]PvP_CraftModsPvP,,,3,true,AzothSalt_Currency,600,,,
GE_CoinSmall,,PvP_CoinSmall,,@PvP_CoinSmall1_MasterName,@PvP_CoinSmall1_Description,1,,AzothSalt_Currency,500,LyShineUI\Images\Icons\Items\Consumable\CoinBundle,LyShineUI\Images\Icons\Items_HiRes\CoinBundle,
GE_CoinSmall_20,,PvP_CoinSmall_20,,@PvP_CoinSmall1_15_MasterName,@PvP_CoinSmall1_15_Description,1,,AzothSalt_Currency,600,LyShineUI\Images\Icons\Items\Consumable\CoinBundle,LyShineUI\Images\Icons\Items_HiRes\CoinBundle,
GE_CoinSmall_100,,PvP_CoinSmall_100,,@PvP_CoinSmall1_50_MasterName,@PvP_CoinSmall1_50_Description,1,,AzothSalt_Currency,700,LyShineUI\Images\Icons\Items\Consumable\CoinBundle,LyShineUI\Images\Icons\Items_HiRes\CoinBundle,
GE_CoinSmall_200,,PvP_CoinSmall_200,,@PvP_CoinSmall1_200_MasterName,@PvP_CoinSmall1_200_Description,1,,AzothSalt_Currency,800,LyShineUI\Images\Icons\Items\Consumable\CoinBundle,LyShineUI\Images\Icons\Items_HiRes\CoinBundle,
GE_CoinMedium,,PvP_CoinMedium,,@PvP_CoinMedium1_MasterName,@PvP_CoinMedium1_Description,1,,AzothSalt_Currency,800,LyShineUI\Images\Icons\Items\Consumable\CoinPile,LyShineUI\Images\Icons\Items_HiRes\CoinPile,
GE_CoinMedium_20,,PvP_CoinMedium_20,,@PvP_CoinMedium1_15_MasterName,@PvP_CoinMedium1_15_Description,1,,AzothSalt_Currency,1000,LyShineUI\Images\Icons\Items\Consumable\CoinPile,LyShineUI\Images\Icons\Items_HiRes\CoinPile,
GE_CoinMedium_100,,PvP_CoinMedium_100,,@PvP_CoinMedium1_50_MasterName,@PvP_CoinMedium1_50_Description,1,,AzothSalt_Currency,1200,LyShineUI\Images\Icons\Items\Consumable\CoinPile,LyShineUI\Images\Icons\Items_HiRes\CoinPile,
GE_CoinMedium_200,,PvP_CoinMedium_200,,@PvP_CoinMedium1_200_MasterName,@PvP_CoinMedium1_200_Description,1,,AzothSalt_Currency,1400,LyShineUI\Images\Icons\Items\Consumable\CoinPile,LyShineUI\Images\Icons\Items_HiRes\CoinPile,
GE_CoinLarge,,PvP_CoinLarge,,@PvP_CoinLarge1_MasterName,@PvP_CoinLarge1_Description,1,,AzothSalt_Currency,2500,LyShineUI\Images\Icons\Items\Consumable\Coin-Heap,LyShineUI\Images\Icons\Items_HiRes\Coin Heap,
GE_CoinLarge_20,,PvP_CoinLarge_20,,@PvP_CoinLarge1_15_MasterName,@PvP_CoinLarge1_15_Description,1,,AzothSalt_Currency,3000,LyShineUI\Images\Icons\Items\Consumable\Coin-Heap,LyShineUI\Images\Icons\Items_HiRes\Coin Heap,
GE_CoinLarge_100,,PvP_CoinLarge_100,,@PvP_CoinLarge1_50_MasterName,@PvP_CoinLarge1_50_Description,1,,AzothSalt_Currency,3800,LyShineUI\Images\Icons\Items\Consumable\Coin-Heap,LyShineUI\Images\Icons\Items_HiRes\Coin Heap,
GE_CoinLarge_200,,PvP_CoinLarge_200,,@PvP_CoinLarge1_200_MasterName,@PvP_CoinLarge1_200_Description,1,,AzothSalt_Currency,4800,LyShineUI\Images\Icons\Items\Consumable\Coin-Heap,LyShineUI\Images\Icons\Items_HiRes\Coin Heap,
GE_FactionTokensSmall,,PvP_FactionTokensSmall,,@PvP_FactionTokensSmall1_MasterName,@PvP_FactionTokensSmall1_Description,1,,AzothSalt_Currency,300,LyShineUI\Images\Icons\Items\Consumable\FactionToken_Bundle,LyShineUI\Images\Icons\Items_HiRes\FactionToken_Bundle,
GE_FactionTokensSmall_20,,PvP_FactionTokensSmall_20,,@PvP_FactionTokensSmall1_15_MasterName,@PvP_FactionTokensSmall1_15_Description,1,,AzothSalt_Currency,360,LyShineUI\Images\Icons\Items\Consumable\FactionToken_Bundle,LyShineUI\Images\Icons\Items_HiRes\FactionToken_Bundle,
GE_FactionTokensSmall_100,,PvP_FactionTokensSmall_100,,@PvP_FactionTokensSmall1_50_MasterName,@PvP_FactionTokensSmall1_50_Description,1,,AzothSalt_Currency,420,LyShineUI\Images\Icons\Items\Consumable\FactionToken_Bundle,LyShineUI\Images\Icons\Items_HiRes\FactionToken_Bundle,
GE_FactionTokensSmall_200,,PvP_FactionTokensSmall_200,,@PvP_FactionTokensSmall1_200_MasterName,@PvP_FactionTokensSmall1_200_Description,1,,AzothSalt_Currency,480,LyShineUI\Images\Icons\Items\Consumable\FactionToken_Bundle,LyShineUI\Images\Icons\Items_HiRes\FactionToken_Bundle,
GE_FactionTokensMedium,,PvP_FactionTokensMedium,,@PvP_FactionTokensMedium1_MasterName,@PvP_FactionTokensMedium1_Description,1,,AzothSalt_Currency,420,LyShineUI\Images\Icons\Items\Consumable\FactionToken_Pile,LyShineUI\Images\Icons\Items_HiRes\FactionToken_Pile,
GE_FactionTokensMedium_20,,PvP_FactionTokensMedium_20,,@PvP_FactionTokensMedium1_15_MasterName,@PvP_FactionTokensMedium1_15_Description,1,,AzothSalt_Currency,540,LyShineUI\Images\Icons\Items\Consumable\FactionToken_Pile,LyShineUI\Images\Icons\Items_HiRes\FactionToken_Pile,
GE_FactionTokensMedium_100,,PvP_FactionTokensMedium_100,,@PvP_FactionTokensMedium1_50_MasterName,@PvP_FactionTokensMedium1_50_Description,1,,AzothSalt_Currency,720,LyShineUI\Images\Icons\Items\Consumable\FactionToken_Pile,LyShineUI\Images\Icons\Items_HiRes\FactionToken_Pile,
GE_FactionTokensMedium_200,,PvP_FactionTokensMedium_200,,@PvP_FactionTokensMedium1_200_MasterName,@PvP_FactionTokensMedium1_200_Description,1,,AzothSalt_Currency,1020,LyShineUI\Images\Icons\Items\Consumable\FactionToken_Pile,LyShineUI\Images\Icons\Items_HiRes\FactionToken_Pile,
GE_FactionTokensLarge,,PvP_FactionTokensLarge,,@PvP_FactionTokensLarge1_MasterName,@PvP_FactionTokensLarge1_Description,1,,AzothSalt_Currency,1200,LyShineUI\Images\Icons\Items\Consumable\FactionToken_Heap.png,LyShineUI\Images\Icons\Items_HiRes\FactionToken_Heap,
GE_FactionTokensLarge_20,,PvP_FactionTokensLarge_20,,@PvP_FactionTokensLarge1_15_MasterName,@PvP_FactionTokensLarge1_15_Description,1,,AzothSalt_Currency,1800,LyShineUI\Images\Icons\Items\Consumable\FactionToken_Heap.png,LyShineUI\Images\Icons\Items_HiRes\FactionToken_Heap,
GE_FactionTokensLarge_100,,PvP_FactionTokensLarge_100,,@PvP_FactionTokensLarge1_50_MasterName,@PvP_FactionTokensLarge1_50_Description,1,,AzothSalt_Currency,2400,LyShineUI\Images\Icons\Items\Consumable\FactionToken_Heap.png,LyShineUI\Images\Icons\Items_HiRes\FactionToken_Heap,
GE_FactionTokensLarge_200,,PvP_FactionTokensLarge_200,,@PvP_FactionTokensLarge1_200_MasterName,@PvP_FactionTokensLarge1_200_Description,1,,AzothSalt_Currency,3000,LyShineUI\Images\Icons\Items\Consumable\FactionToken_Heap.png,LyShineUI\Images\Icons\Items_HiRes\FactionToken_Heap,
LB_Mats_Glyphs,,,[LBID]PvP_Glyphs,,,5,true,AzothSalt_Currency,1000,,,
LB_Mats_SandT4,,,SandT4,,,5,,AzothSalt_Currency,250,,,
LB_Mats_RawGems,,,[LBID]PvP_RawGems,,,2,true,AzothSalt_Currency,200,,,
LB_Mats_AncientEctoplasm,,,AncientEctoplasm,,,2,,AzothSalt_Currency,700,,,
LB_Mats_RuneglassCase,,,[LBID]PvP_RuneglassCases,,,1,true,AzothSalt_Currency,4500,,,
ITM_Container_PotionsT2,,,PvP_PotionsT2,,,1,,AzothSalt_Currency,100,,,
ITM_Container_PotionsT3,,,PvP_PotionsT3,,,1,,AzothSalt_Currency,400,,,
ITM_Container_PotionsT4,,,PvP_PotionsT4,,,1,,AzothSalt_Currency,750,,,
ITM_PotionRegenT4,,,PotionRegenT4,,,8,,AzothSalt_Currency,100,,,
ITM_SerumRegenT5,,,SerumRegenT5,,,5,,AzothSalt_Currency,200,,,
ITM_HoningStoneT4,,,HoningStoneT4,,,5,,AzothSalt_Currency,400,,,
ITM_HoningStoneT5,,,HoningStoneT5,,,3,,AzothSalt_Currency,550,,,
ITM_OakfleshBalmT4,,,OakfleshBalmT4,,,5,,AzothSalt_Currency,180,,,
ITM_OakfleshBalmT5,,,OakfleshBalmT5,,,3,,AzothSalt_Currency,330,,,
ITM_GemstoneDustT5,,,GemstoneDustT5,,,3,,AzothSalt_Currency,540,,,
ITM_FoodCONT5b,,,FoodCONT5b,,,5,,AzothSalt_Currency,430,,,
ITM_FoodSTRT5b,,,FoodSTRT5b,,,5,,AzothSalt_Currency,270,,,
ITM_FoodINTT5b,,,FoodINTT5b,,,5,,AzothSalt_Currency,260,,,
ITM_FoodDEXT5b,,,FoodDEXT5b,,,5,,AzothSalt_Currency,550,,,
ITM_FoodFOCT5b,,,FoodFOCT5b,,,5,,AzothSalt_Currency,1100,,,
ITM_PotionBoostFireAbsT3,,,PotionBoostFireAbsT5,,,8,,AzothSalt_Currency,128,,,
ITM_PotionBoostFireAbsT4,,,PotionBoostFireAbsT5,,,5,,AzothSalt_Currency,110,,,
ITM_PotionBoostFireAbsT5,,,PotionBoostFireAbsT5,,,3,,AzothSalt_Currency,282,,,
ITM_PotionBoostArcaneAbsT5,,,PotionBoostArcaneAbsT5,,,3,,AzothSalt_Currency,336,,,
ITM_PotionBoostNatureAbsT5,,,PotionBoostNatureAbsT5,,,3,,AzothSalt_Currency,174,,,
ITM_PotionBoostVoidAbsT5,,,PotionBoostVoidAbsT5,,,3,,AzothSalt_Currency,156,,,
ITM_PotionBoostIceAbsT3,,,PotionBoostIceAbsT5,,,8,,AzothSalt_Currency,208,,,
ITM_PotionBoostIceAbsT4,,,PotionBoostIceAbsT5,,,5,,AzothSalt_Currency,170,,,
ITM_PotionBoostIceAbsT5,,,PotionBoostIceAbsT5,,,3,,AzothSalt_Currency,282,,,
