BackstoryID,BackstoryName,Purpose,BackstoryText,LevelOverride,PlaytestType,FactionOverride,Constitution,Focus,Strength,Dexterity,Intelligence,Weaponsmithing,Armoring,Jewelcrafting,Arcana,Cooking,Furnishing,Engineering,Smelting,Woodworking,Leatherworking,Weaving,Stonecutting,Skinning,Mining,Logging,Harvesting,Musician,AzothStaff,LootTableIndex,Currency,RepairParts,Azoth,FactionReputation,FactionTokens,CampUnlockTier,PvPFlag,ConversationUnlockOverride,ObjectiveUnlockOverride,AchievementUnlockOverride,OutpostRushMinMMROverride,OutpostRushMaxMMROverride,WeaponMasteries,CategoricalProgression,RespawnPointTerritories,AddToLoadouts,InventoryItem,ForceFTUE
Automation_HeavyArmorA_GreatAxe,Automation_HeavyArmorA_GreatAxe,,,60,Any,,5,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"2hGreatAxeT5:1,HeavyHeadAT5:1,HeavyChestAT5:1,HeavyHandsAT5:1,HeavyLegsAT5:1,HeavyFeetAT5:1",
Automation_HeavyArmorB_WarHammer,Automation_HeavyArmorB_WarHammer,,,60,Any,,5,5,5,5,5,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"2hWarhammerT5:1,HeavyHeadBT5:1,HeavyChestBT5:1,HeavyHandsBT5:1,HeavyLegsBT5:1,HeavyFeetBT5:1",
Automation_HeavyArmorC_Sword_ShieldA,Automation_HeavyArmorC_Sword_ShieldA,,,60,Any,,5,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"1hSwordT5:1,1hShieldAT5:1,HeavyHeadCT5:1,HeavyChestCT5:1,HeavyHandsCT5:1,HeavyLegsCT5:1,HeavyFeetCT5:1",
Automation_HeavyArmorC_Sword_ShieldA_War_Defender,Automation_HeavyArmorC_Sword_ShieldA_War_Defender,,,60,Any,Faction1,250,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,10000000,,,,,,,,,"FactionIntro_Syndicate_01,FactionIntro_Syndicate_02,FactionIntro_Syndicate_Vector,FactionIntro_Syndicate_03,FactionIntro_Syndicate_Recruitment",,,,,,,"1hSwordT5:1,1hShieldAT5:1,HeavyHeadCT5:1,HeavyChestCT5:1,HeavyHandsCT5:1,HeavyLegsCT5:1,HeavyFeetCT5:1",
Automation_HeavyArmorC_Sword_ShieldA_War_Attacker,Automation_HeavyArmorC_Sword_ShieldA_War_Attacker,,,60,Any,Faction2,250,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,10000000,,,,,,,,,"FactionIntro_Marauders_01,FactionIntro_Marauders_02,FactionIntro_Marauders_Vector,FactionIntro_Marauders_03,FactionIntro_Marauders_Recruitment",,,,,,,"1hSwordT5:1,1hShieldAT5:1,HeavyHeadCT5:1,HeavyChestCT5:1,HeavyHandsCT5:1,HeavyLegsCT5:1,HeavyFeetCT5:1",
Automation_LightArmorA_Bow,Automation_LightArmorA_Bow,,,60,Any,,5,5,5,5,5,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"2hBowT5:1,ArrowT5:250,LightHeadAT5:1,LightChestAT5:1,LightHandsAT5:1,LightLegsAT5:1,LightFeetAT5:1",
Automation_LightArmorB_FireStaff,Automation_LightArmorB_FireStaff,,,60,Any,,5,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"2hElementalStaff_FireT5,LightHeadBT5:1,LightChestBT5:1,LightHandsBT5:1,LightLegsBT5:1,LightFeetBT5:1",
Automation_LightArmorC_Hatchet,Automation_LightArmorC_Hatchet,,,60,Any,,5,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"1hHatchetT5,LightHeadCT5:1,LightChestCT5:1,LightHandsCT5:1,LightLegsCT5:1,LightFeetCT5:1",
Automation_MediumArmorA_Rapier,Automation_MediumArmorA_Rapier,,,60,Any,,5,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"1hSwordBT5:1,MediumHeadAT5:1,MediumChestAT5:1,MediumHandsAT5:1,MediumLegsAT5:1,MediumFeetAT5:1",
Automation_MediumArmorB_LifeStaff,Automation_MediumArmorB_LifeStaff,,,60,Any,,5,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"2hCelestialStaff_LifeT5,MediumHeadBT5:1,MediumChestBT5:1,MediumHandsBT5:1,MediumLegsBT5:1,MediumFeetBT5:1",
Automation_MediumArmorC_Musket,Automation_MediumArmorC_Musket,,,60,Any,,5,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"2hMusketT4:1,ShotT5:250,MediumHeadCT5:1,MediumChestCT5:1,MediumHandsCT5:1,MediumLegsCT5:1,MediumFeetCT5:1",
Automation_MediumArmorD_Spear,Automation_MediumArmorD_Spear,,,60,Any,,5,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"2hSpearT5:1,MediumHeadDT5:1,MediumChestDT5:1,MediumHandsDT5:1,MediumLegsDT5:1,MediumFeetDT5:1",
Abilities_HeavyArmorA_GreatAxe,Abilities_HeavyArmorA_GreatAxe,,,60,Any,Faction1,5,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"FactionIntro_Syndicate_01,FactionIntro_Syndicate_02,FactionIntro_Syndicate_Vector,FactionIntro_Syndicate_03,FactionIntro_Syndicate_Recruitment",,,"SwordAbilityTable:19,HatchetAbilityTable:19,WarHammerAbilityTable:19,BowAbilityTable:19,MusketAbilityTable:19,LifeMagicAbilityTable:19,FireMagicAbilityTable:19,SpearAbilityTable:19,RapierAbilityTable:19,GreatAxeAbilityTable:19,IceMagicAbilityTable:19,VoidGauntletAbilityTable:19,BlunderbussAbilityTable:19,GreatSwordAbilityTable:19,FlailAbilityTable:19",,,,"1hGauntletVoidT4-455:1,2hGreatAxeT5:1,HeavyHeadAT5:1,HeavyChestAT5:1,HeavyHandsAT5:1,HeavyLegsAT5:1,HeavyFeetAT5:1,BagBT4-455:3,1hShieldAT4-455-PerkID_Stat_OneHandBarbarian,1hShieldBT4-455-PerkID_Stat_OneHandBarbarian,1hShieldDT4-455-PerkID_Stat_OneHandSentry,2hGreatAxeT4-455-PerkID_Stat_TwoHandSoldier-PerkID_Gem_EmptyGemSlot:1,1hHatchetT4-455-PerkID_Stat_TwoHandCavalier-PerkID_Gem_EmptyGemSlot:1,1hSwordBT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,1hSwordT4-455-PerkID_Stat_OneHandSoldier-PerkID_Gem_EmptyGemSlot:1,2hMusketT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,2hBowT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,2hCelestialStaff_LifeT4-455-PerkID_Stat_TwoHandSage-PerkID_Gem_EmptyGemSlot:1,2hElementalStaff_FireT4-455-PerkID_Stat_TwoHandScholar-PerkID_Gem_EmptyGemSlot:1,2hWarhammerT4-455-PerkID_Stat_TwoHandSoldier-PerkID_Gem_EmptyGemSlot:1,2hSpearT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,1hElementalGauntlet_IceT4-455-PerkID_Stat_OneHandScholar-PerkID_Gem_EmptyGemSlot:1,FoodHealthRecoveryT4:100,PotionHealthT4-455:10,PotionManaT4-455:10,PotionManaT4-455:10,PotionHealthT4-455:10,OnyxCutT3:10,OpalCutT3:10,SapphireCutT3:10,RubyCutT3:10,JasperCutT3:10,EmeraldCutT3:10,MoonstoneCutT3:10,TopazCutT3:10,AmethystCutT3:10,MalachiteCutT3:10,AquamarineCutT3:10,DiamondCutT3:10,CarnelianCutT3:10,TinctureCorruptionT4-455:30,Darkness_AzothStaff_T1-200:1,ArrowT4:500,ShotT4:500,2hAxeT4-455:1,1hSickleT4-455:1,1hSkinningKnifeT4-455:1,2hPickT4-455:1,2hFishingPoleT4-455:1,GeneralBackstory_DescriptionItem:1,1hRapierDropT4-455-PerkID_Gem_EmptyGemSlot:1,2hBlunderbussAncientT4-400-PerkID_Weapon_DmgCorrupted-PerkID_Stat_TwoHandZealot:1",
Abilities_HeavyArmorB_WarHammer,Abilities_HeavyArmorB_WarHammer,,,60,Any,Faction1,5,5,5,5,5,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"FactionIntro_Syndicate_01,FactionIntro_Syndicate_02,FactionIntro_Syndicate_Vector,FactionIntro_Syndicate_03,FactionIntro_Syndicate_Recruitment",,,"SwordAbilityTable:19,HatchetAbilityTable:19,WarHammerAbilityTable:19,BowAbilityTable:19,MusketAbilityTable:19,LifeMagicAbilityTable:19,FireMagicAbilityTable:19,SpearAbilityTable:19,RapierAbilityTable:19,GreatAxeAbilityTable:19,IceMagicAbilityTable:19,VoidGauntletAbilityTable:19,BlunderbussAbilityTable:19,GreatSwordAbilityTable:19,FlailAbilityTable:19",,,,"1hGauntletVoidT4-455:1,2hWarhammerT5:1,HeavyHeadBT5:1,HeavyChestBT5:1,HeavyHandsBT5:1,HeavyLegsBT5:1,HeavyFeetBT5:1,BagBT4-455:3,1hShieldAT4-455-PerkID_Stat_OneHandBarbarian,1hShieldBT4-455-PerkID_Stat_OneHandBarbarian,1hShieldDT4-455-PerkID_Stat_OneHandSentry,2hGreatAxeT4-455-PerkID_Stat_TwoHandSoldier-PerkID_Gem_EmptyGemSlot:1,1hHatchetT4-455-PerkID_Stat_TwoHandCavalier-PerkID_Gem_EmptyGemSlot:1,1hSwordBT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,1hSwordT4-455-PerkID_Stat_OneHandSoldier-PerkID_Gem_EmptyGemSlot:1,2hMusketT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,2hBowT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,2hCelestialStaff_LifeT4-455-PerkID_Stat_TwoHandSage-PerkID_Gem_EmptyGemSlot:1,2hElementalStaff_FireT4-455-PerkID_Stat_TwoHandScholar-PerkID_Gem_EmptyGemSlot:1,2hWarhammerT4-455-PerkID_Stat_TwoHandSoldier-PerkID_Gem_EmptyGemSlot:1,2hSpearT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,1hElementalGauntlet_IceT4-455-PerkID_Stat_OneHandScholar-PerkID_Gem_EmptyGemSlot:1,FoodHealthRecoveryT4:100,PotionHealthT4-455:10,PotionManaT4-455:10,PotionManaT4-455:10,PotionHealthT4-455:10,OnyxCutT3:10,OpalCutT3:10,SapphireCutT3:10,RubyCutT3:10,JasperCutT3:10,EmeraldCutT3:10,MoonstoneCutT3:10,TopazCutT3:10,AmethystCutT3:10,MalachiteCutT3:10,AquamarineCutT3:10,DiamondCutT3:10,CarnelianCutT3:10,TinctureCorruptionT4-455:30,Darkness_AzothStaff_T1-200:1,ArrowT4:500,ShotT4:500,2hAxeT4-455:1,1hSickleT4-455:1,1hSkinningKnifeT4-455:1,2hPickT4-455:1,2hFishingPoleT4-455:1,GeneralBackstory_DescriptionItem:1,1hRapierDropT4-455-PerkID_Gem_EmptyGemSlot:1,2hBlunderbussAncientT4-400-PerkID_Weapon_DmgCorrupted-PerkID_Stat_TwoHandZealot:1",
Abilities_HeavyArmorC_Sword_ShieldA,Abilities_HeavyArmorC_Sword_ShieldA,,,60,Any,Faction1,5,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"FactionIntro_Syndicate_01,FactionIntro_Syndicate_02,FactionIntro_Syndicate_Vector,FactionIntro_Syndicate_03,FactionIntro_Syndicate_Recruitment",,,"SwordAbilityTable:19,HatchetAbilityTable:19,WarHammerAbilityTable:19,BowAbilityTable:19,MusketAbilityTable:19,LifeMagicAbilityTable:19,FireMagicAbilityTable:19,SpearAbilityTable:19,RapierAbilityTable:19,GreatAxeAbilityTable:19,IceMagicAbilityTable:19,VoidGauntletAbilityTable:19,BlunderbussAbilityTable:19,GreatSwordAbilityTable:19,FlailAbilityTable:19",,,,"1hGauntletVoidT4-455:1,1hSwordT5:1,1hShieldAT5:1,HeavyHeadCT5:1,HeavyChestCT5:1,HeavyHandsCT5:1,HeavyLegsCT5:1,HeavyFeetCT5:1,BagBT4-455:3,1hShieldAT4-455-PerkID_Stat_OneHandBarbarian,1hShieldBT4-455-PerkID_Stat_OneHandBarbarian,1hShieldDT4-455-PerkID_Stat_OneHandSentry,2hGreatAxeT4-455-PerkID_Stat_TwoHandSoldier-PerkID_Gem_EmptyGemSlot:1,1hHatchetT4-455-PerkID_Stat_TwoHandCavalier-PerkID_Gem_EmptyGemSlot:1,1hSwordBT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,1hSwordT4-455-PerkID_Stat_OneHandSoldier-PerkID_Gem_EmptyGemSlot:1,2hMusketT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,2hBowT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,2hCelestialStaff_LifeT4-455-PerkID_Stat_TwoHandSage-PerkID_Gem_EmptyGemSlot:1,2hElementalStaff_FireT4-455-PerkID_Stat_TwoHandScholar-PerkID_Gem_EmptyGemSlot:1,2hWarhammerT4-455-PerkID_Stat_TwoHandSoldier-PerkID_Gem_EmptyGemSlot:1,2hSpearT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,1hElementalGauntlet_IceT4-455-PerkID_Stat_OneHandScholar-PerkID_Gem_EmptyGemSlot:1,FoodHealthRecoveryT4:100,PotionHealthT4-455:10,PotionManaT4-455:10,PotionManaT4-455:10,PotionHealthT4-455:10,OnyxCutT3:10,OpalCutT3:10,SapphireCutT3:10,RubyCutT3:10,JasperCutT3:10,EmeraldCutT3:10,MoonstoneCutT3:10,TopazCutT3:10,AmethystCutT3:10,MalachiteCutT3:10,AquamarineCutT3:10,DiamondCutT3:10,CarnelianCutT3:10,TinctureCorruptionT4-455:30,Darkness_AzothStaff_T1-200:1,ArrowT4:500,ShotT4:500,2hAxeT4-455:1,1hSickleT4-455:1,1hSkinningKnifeT4-455:1,2hPickT4-455:1,2hFishingPoleT4-455:1,GeneralBackstory_DescriptionItem:1,1hRapierDropT4-455-PerkID_Gem_EmptyGemSlot:1,2hBlunderbussAncientT4-400-PerkID_Weapon_DmgCorrupted-PerkID_Stat_TwoHandZealot:1",
Abilities_LightArmorA_Bow,Abilities_LightArmorA_Bow,,,60,Any,Faction1,5,5,5,5,5,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"FactionIntro_Syndicate_01,FactionIntro_Syndicate_02,FactionIntro_Syndicate_Vector,FactionIntro_Syndicate_03,FactionIntro_Syndicate_Recruitment",,,"SwordAbilityTable:19,HatchetAbilityTable:19,WarHammerAbilityTable:19,BowAbilityTable:19,MusketAbilityTable:19,LifeMagicAbilityTable:19,FireMagicAbilityTable:19,SpearAbilityTable:19,RapierAbilityTable:19,GreatAxeAbilityTable:19,IceMagicAbilityTable:19,VoidGauntletAbilityTable:19,BlunderbussAbilityTable:19,GreatSwordAbilityTable:19,FlailAbilityTable:19",,,,"1hGauntletVoidT4-455:1,2hBowT5:1,ArrowT5:250,LightHeadAT5:1,LightChestAT5:1,LightHandsAT5:1,LightLegsAT5:1,LightFeetAT5:1,BagBT4-455:3,1hShieldAT4-455-PerkID_Stat_OneHandBarbarian,1hShieldBT4-455-PerkID_Stat_OneHandBarbarian,1hShieldDT4-455-PerkID_Stat_OneHandSentry,2hGreatAxeT4-455-PerkID_Stat_TwoHandSoldier-PerkID_Gem_EmptyGemSlot:1,1hHatchetT4-455-PerkID_Stat_TwoHandCavalier-PerkID_Gem_EmptyGemSlot:1,1hSwordBT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,1hSwordT4-455-PerkID_Stat_OneHandSoldier-PerkID_Gem_EmptyGemSlot:1,2hMusketT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,2hBowT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,2hCelestialStaff_LifeT4-455-PerkID_Stat_TwoHandSage-PerkID_Gem_EmptyGemSlot:1,2hElementalStaff_FireT4-455-PerkID_Stat_TwoHandScholar-PerkID_Gem_EmptyGemSlot:1,2hWarhammerT4-455-PerkID_Stat_TwoHandSoldier-PerkID_Gem_EmptyGemSlot:1,2hSpearT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,1hElementalGauntlet_IceT4-455-PerkID_Stat_OneHandScholar-PerkID_Gem_EmptyGemSlot:1,FoodHealthRecoveryT4:100,PotionHealthT4-455:10,PotionManaT4-455:10,PotionManaT4-455:10,PotionHealthT4-455:10,OnyxCutT3:10,OpalCutT3:10,SapphireCutT3:10,RubyCutT3:10,JasperCutT3:10,EmeraldCutT3:10,MoonstoneCutT3:10,TopazCutT3:10,AmethystCutT3:10,MalachiteCutT3:10,AquamarineCutT3:10,DiamondCutT3:10,CarnelianCutT3:10,TinctureCorruptionT4-455:30,Darkness_AzothStaff_T1-200:1,ArrowT4:500,ShotT4:500,2hAxeT4-455:1,1hSickleT4-455:1,1hSkinningKnifeT4-455:1,2hPickT4-455:1,2hFishingPoleT4-455:1,GeneralBackstory_DescriptionItem:1,1hRapierDropT4-455-PerkID_Gem_EmptyGemSlot:1,2hBlunderbussAncientT4-400-PerkID_Weapon_DmgCorrupted-PerkID_Stat_TwoHandZealot:1",
Abilities_LightArmorB_FireStaff,Abilities_LightArmorB_FireStaff,,,60,Any,Faction1,5,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"FactionIntro_Syndicate_01,FactionIntro_Syndicate_02,FactionIntro_Syndicate_Vector,FactionIntro_Syndicate_03,FactionIntro_Syndicate_Recruitment",,,"SwordAbilityTable:19,HatchetAbilityTable:19,WarHammerAbilityTable:19,BowAbilityTable:19,MusketAbilityTable:19,LifeMagicAbilityTable:19,FireMagicAbilityTable:19,SpearAbilityTable:19,RapierAbilityTable:19,GreatAxeAbilityTable:19,IceMagicAbilityTable:19,VoidGauntletAbilityTable:19,BlunderbussAbilityTable:19,GreatSwordAbilityTable:19,FlailAbilityTable:19",,,,"1hGauntletVoidT4-455:1,2hElementalStaff_FireT5,LightHeadBT5:1,LightChestBT5:1,LightHandsBT5:1,LightLegsBT5:1,LightFeetBT5:1,BagBT4-455:3,1hShieldAT4-455-PerkID_Stat_OneHandBarbarian,1hShieldBT4-455-PerkID_Stat_OneHandBarbarian,1hShieldDT4-455-PerkID_Stat_OneHandSentry,2hGreatAxeT4-455-PerkID_Stat_TwoHandSoldier-PerkID_Gem_EmptyGemSlot:1,1hHatchetT4-455-PerkID_Stat_TwoHandCavalier-PerkID_Gem_EmptyGemSlot:1,1hSwordBT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,1hSwordT4-455-PerkID_Stat_OneHandSoldier-PerkID_Gem_EmptyGemSlot:1,2hMusketT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,2hBowT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,2hCelestialStaff_LifeT4-455-PerkID_Stat_TwoHandSage-PerkID_Gem_EmptyGemSlot:1,2hElementalStaff_FireT4-455-PerkID_Stat_TwoHandScholar-PerkID_Gem_EmptyGemSlot:1,2hWarhammerT4-455-PerkID_Stat_TwoHandSoldier-PerkID_Gem_EmptyGemSlot:1,2hSpearT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,1hElementalGauntlet_IceT4-455-PerkID_Stat_OneHandScholar-PerkID_Gem_EmptyGemSlot:1,FoodHealthRecoveryT4:100,PotionHealthT4-455:10,PotionManaT4-455:10,PotionManaT4-455:10,PotionHealthT4-455:10,OnyxCutT3:10,OpalCutT3:10,SapphireCutT3:10,RubyCutT3:10,JasperCutT3:10,EmeraldCutT3:10,MoonstoneCutT3:10,TopazCutT3:10,AmethystCutT3:10,MalachiteCutT3:10,AquamarineCutT3:10,DiamondCutT3:10,CarnelianCutT3:10,TinctureCorruptionT4-455:30,Darkness_AzothStaff_T1-200:1,ArrowT4:500,ShotT4:500,2hAxeT4-455:1,1hSickleT4-455:1,1hSkinningKnifeT4-455:1,2hPickT4-455:1,2hFishingPoleT4-455:1,GeneralBackstory_DescriptionItem:1,1hRapierDropT4-455-PerkID_Gem_EmptyGemSlot:1,2hBlunderbussAncientT4-400-PerkID_Weapon_DmgCorrupted-PerkID_Stat_TwoHandZealot:1",
Abilities_LightArmorC_Hatchet,Abilities_LightArmorC_Hatchet,,,60,Any,Faction1,5,5,5,5,5,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,"FactionIntro_Syndicate_01,FactionIntro_Syndicate_02,FactionIntro_Syndicate_Vector,FactionIntro_Syndicate_03,FactionIntro_Syndicate_Recruitment",,,"SwordAbilityTable:19,HatchetAbilityTable:19,WarHammerAbilityTable:19,BowAbilityTable:19,MusketAbilityTable:19,LifeMagicAbilityTable:19,FireMagicAbilityTable:19,SpearAbilityTable:19,RapierAbilityTable:19,GreatAxeAbilityTable:19,IceMagicAbilityTable:19,VoidGauntletAbilityTable:19,BlunderbussAbilityTable:19,GreatSwordAbilityTable:19,FlailAbilityTable:19",,,,"1hGauntletVoidT4-455:1,1hHatchetT5,LightHeadCT5:1,LightChestCT5:1,LightHandsCT5:1,LightLegsCT5:1,LightFeetCT5:1,BagBT4-455:3,1hShieldAT4-455-PerkID_Stat_OneHandBarbarian,1hShieldBT4-455-PerkID_Stat_OneHandBarbarian,1hShieldDT4-455-PerkID_Stat_OneHandSentry,2hGreatAxeT4-455-PerkID_Stat_TwoHandSoldier-PerkID_Gem_EmptyGemSlot:1,1hHatchetT4-455-PerkID_Stat_TwoHandCavalier-PerkID_Gem_EmptyGemSlot:1,1hSwordBT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,1hSwordT4-455-PerkID_Stat_OneHandSoldier-PerkID_Gem_EmptyGemSlot:1,2hMusketT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,2hBowT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,2hCelestialStaff_LifeT4-455-PerkID_Stat_TwoHandSage-PerkID_Gem_EmptyGemSlot:1,2hElementalStaff_FireT4-455-PerkID_Stat_TwoHandScholar-PerkID_Gem_EmptyGemSlot:1,2hWarhammerT4-455-PerkID_Stat_TwoHandSoldier-PerkID_Gem_EmptyGemSlot:1,2hSpearT4-455-PerkID_Stat_TwoHandRanger-PerkID_Gem_EmptyGemSlot:1,1hElementalGauntlet_IceT4-455-PerkID_Stat_OneHandScholar-PerkID_Gem_EmptyGemSlot:1,FoodHealthRecoveryT4:100,PotionHealthT4-455:10,PotionManaT4-455:10,PotionManaT4-455:10,PotionHealthT4-455:10,OnyxCutT3:10,OpalCutT3:10,SapphireCutT3:10,RubyCutT3:10,JasperCutT3:10,EmeraldCutT3:10,MoonstoneCutT3:10,TopazCutT3:10,AmethystCutT3:10,MalachiteCutT3:10,AquamarineCutT3:10,DiamondCutT3:10,CarnelianCutT3:10,TinctureCorruptionT4-455:30,Darkness_AzothStaff_T1-200:1,ArrowT4:500,ShotT4:500,2hAxeT4-455:1,1hSickleT4-455:1,1hSkinningKnifeT4-455:1,2hPickT4-455:1,2hFishingPoleT4-455:1,GeneralBackstory_DescriptionItem:1,1hRapierDropT4-455-PerkID_Gem_EmptyGemSlot:1,2hBlunderbussAncientT4-400-PerkID_Weapon_DmgCorrupted-PerkID_Stat_TwoHandZealot:1",
