TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POITag,AudioGroup,AudioState,AudioBank,CanPlaceCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GameMode,GroupSize,IsCollapsible,UnchartedIcon,EventId
50111,@ui_poi_azure_fissure_50111,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,500,true,true,,,,,azure_fissure_50111_discovered,azure_fissure_50111_charted,azure_fissure_50111,POI_State,azure_fissure,,false,@ui_poi_azure_fissure_50111,,,,,,,,,
50112,@ui_poi_azure_fissure_50112,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,500,true,true,,,,,azure_fissure_50112_discovered,azure_fissure_50112_charted,azure_fissure_50112,POI_State,azure_fissure,,false,@ui_poi_azure_fissure_50112,,,,,,,,,
50113,@ui_poi_azure_fissure_50113,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,500,true,true,,,,,azure_fissure_50113_discovered,azure_fissure_50113_charted,azure_fissure_50113,POI_State,azure_fissure,,false,@ui_poi_azure_fissure_50113,,,,,,,,,
50114,@ui_poi_azure_fissure_50114,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,500,true,true,,,,,azure_fissure_50114_discovered,azure_fissure_50114_charted,azure_fissure_50114,POI_State,azure_fissure,,false,@ui_poi_azure_fissure_50114,,,,,,,,,
50115,@ui_poi_azure_fissure_50115,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,500,true,true,,,,,azure_fissure_50115_discovered,azure_fissure_50115_charted,azure_fissure_50115,POI_State,azure_fissure,,false,@ui_poi_azure_fissure_50115,,,,,,,,,
50116,@ui_poi_azure_fissure_50116,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,500,true,true,,,,,azure_fissure_50116_discovered,azure_fissure_50116_charted,azure_fissure_50116,POI_State,azure_fissure,,false,@ui_poi_azure_fissure_50116,,,,,,,,,
50117,@ui_poi_Lion_Den_50117,,,,true,LyShineUI/Images/Map/Icon/POIs/cat_den.png,,300,true,true,,,,,Lion_Den_50117_discovered,Lion_Den_50117_charted,Lion_Den_50117,POI_State,lion_den,,false,Scragglemane Nook,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_catden.png,,,,,
50118,@ui_poi_Hilltop_Ruins_50118,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_lg.png,,300,true,true,,,,,Hilltop_Ruins_50118_discovered,Hilltop_Ruins_50118_charted,Hilltop_Ruins_50118,POI_State,hilltop_ruins,,false,Skyview Repose,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,
50119,@ui_poi_AE_Elite_50119,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins_elite.png,,375,true,true,,,,"EternalPool,AngryEarth",AE_Elite_50119_discovered,AE_Elite_50119_charted,"AE_Elite_50119,elite",POI_State,AE_Elite_50119,,false,Eternal Pool,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_Elite_EternalPool.png,,3,,,
50120,@ui_poi_AE_Cave_50120,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_Cave.png,,300,true,true,,,,,AE_Cave_50120_discovered,AE_Cave_50120_charted,AE_Cave_50120,POI_State,AE_Cave_50120,,false,Virid Grotto,,,,,,,,,
50121,@ui_poi_Lost_Cave_50121,,,,true,LyShineUI/Images/Map/Icon/POIs/Cave.png,,300,true,true,,,,,Lost_Cave_50121_discovered,Lost_Cave_50121_charted,Lost_Cave_50121,POI_State,lost_cave,,false,Rackham's Hollow,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_graveyard.png,,,,,
50122,@ui_poi_Ghost_Town_50122,,,,true,LyShineUI/Images/Map/Icon/POIs/Shipwreck.png,,300,true,true,,,,,Ghost_Town_50122_discovered,Ghost_Town_50122_charted,Ghost_Town_50122,POI_State,ghost_town,,false,Shipflight Comb,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shipwreck.png,,,,,
50123,@ui_poi_Lion_Den_50123,,,,true,LyShineUI/Images/Map/Icon/POIs/cat_den.png,,300,true,true,,,,,Lion_Den_50123_discovered,Lion_Den_50123_charted,Lion_Den_50123,POI_State,lion_den,,false,Cave of Striped Death,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_catden.png,,,,,
50124,@ui_poi_Glowing_Swamp_50124,,,,true,LyShineUI/Images/Map/Icon/POIs/azure_tree.png,,600,true,true,,,,,Glowing_Swamp_50124_discovered,Glowing_Swamp_50124_charted,Glowing_Swamp_50124,POI_State,glowing_swamp,,false,Glimmerfen,,,,,,,,,
50125,@ui_poi_Flooded_Ruins_50125,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,300,true,true,,,,,Flooded_Ruins_50125_discovered,Flooded_Ruins_50125_charted,Flooded_Ruins_50125,POI_State,flooded_ruins,,false,Sunken Aspect,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,
50126,@ui_poi_Bayou_Village_50126,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_fishing_village.png,,300,true,true,,,,,Bayou_Village_50126_discovered,Bayou_Village_50126_charted,Bayou_Village_50126,POI_State,Bayou_Village_50126,,false,Mistywater Thorp,,,,,,,,,
50127,@ui_poi_Flooded_Ruins_50127,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,300,true,true,,,,,Flooded_Ruins_50127_discovered,Flooded_Ruins_50127_charted,Flooded_Ruins_50127,POI_State,flooded_ruins,,false,Sha Makogai,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,
50128,@ui_poi_Lighthouse_Ruins_50128,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_sm.png,,300,true,true,,,,,Lighthouse_Ruins_50128_discovered,Lighthouse_Ruins_50128_charted,Lighthouse_Ruins_50128,POI_State,lighthouse_ruins,,false,Hingatirn,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,
50129,@ui_poi_Lighthouse_Base_50129,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_lg.png,,300,true,true,,,,,Lighthouse_Base_50129_discovered,Lighthouse_Base_50129_charted,Lighthouse_Base_50129,POI_State,lighthouse_base,,false,Syleio Seko,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,
50130,@ui_poi_Lost_Elite_City_50130,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_fishing_village_elite.png,,375,true,true,,,,"ReekElitePOI,SirenCity,Lost",Lost_Elite_City_50130_discovered,Lost_Elite_City_50130_charted,"Lost_Elite_City_50130,elite",POI_State,Lost_Elite_City_50130,,false,Forecastle Drift,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_Elite_ForecastleDrift.png,,3,,,
50131,@ui_poi_Lost_Elite_Fort_50131,,,,true,LyShineUI/Images/Map/Icon/POIs/hero_shipwreck_elite.png,,2000,true,true,,,,"ReekElitePOI,SirenFort,Lost",Lost_Elite_Fort_50131_discovered,Lost_Elite_Fort_50131_charted,"Lost_Elite_Fort_50131,elite",POI_State,Lost_Elite_Fort_50131,,false,Spire of Melpomene,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_Elite_SpireOfMelpomene.png,,3,,,
50132,@ui_poi_Glowing_Swamp_50132,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_village.png,,300,true,true,,,,,Glowing_Swamp_50132_discovered,Glowing_Swamp_50132_charted,Glowing_Swamp_50132,POI_State,glowing_swamp,GlowingSwamp,false,Lambent Muskeg,,,,,,,,,
50133,@ui_poi_Overgrown_Village_50133,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_village.png,,300,true,true,,,,,Overgrown_Village_50133_discovered,Overgrown_Village_50133_charted,Overgrown_Village_50133,POI_State,overgrown_village,Mosquitoes,false,Fisher's Glory,,,,,,,,,
50134,@ui_poi_Lion_Den_50134,,,,true,LyShineUI/Images/Map/Icon/POIs/cat_den.png,,300,true,true,,,,,Lion_Den_50134_discovered,Lion_Den_50134_charted,Lion_Den_50134,POI_State,lion_den,,false,Raking Claw Den,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_catden.png,,,,,
50135,@ui_poi_Lion_Den_50135,,,,true,LyShineUI/Images/Map/Icon/POIs/cat_den.png,,300,true,true,,,,,Lion_Den_50135_discovered,Lion_Den_50135_charted,Lion_Den_50135,POI_State,lion_den,,false,Echoing Roar,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_catden.png,,,,,
50136,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_50136_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,,
50137,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_50137_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,
50138,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_50138_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,
50139,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_50139_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,
50140,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_50140_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,
50141,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_50141_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,
50142,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_50142_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,
50143,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_50143_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,
50144,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_50144_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,
50145,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_50145_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,
50146,@ui_poi_dungeon_reekwater_50146,,,,true,LyShineUI/Images/Map/Icon/POIs/expedition_lazarus.png,,200,true,true,,,,,dungeon_reekwater_50146_discovered,dungeon_reekwater_50146_charted,dungeon_reekwater_50146,POI_State,dungeon_reekwater,,false,,,,,lyShineui/images/map/tooltipimages/mapTooltip_DungeonReekwater00.dds,DungeonReekwater00,,,,
50147,@ui_poi_factionarea_50147,,,,true,,,60,false,true,,,,,,factionarea_50147_charted,factionarea_50147,POI_State,factionarea,,true,Faction Area,,,,,,,,,
50148,@ui_poi_factionarea_50148,,,,true,,,60,false,true,,,,,,factionarea_50148_charted,factionarea_50148,POI_State,factionarea,,true,Faction Area,,,,,,,,,
50149,@ui_poi_spiritshrine_01_50149,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_01_50149_charted,spiritshrine_01_50149,POI_State,spiritshrine_01_50149,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
50150,@ui_poi_spiritshrine_02_50150,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_02_50150_charted,spiritshrine_02_50150,POI_State,spiritshrine_02_50150,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
50152,@ui_poi_spiritshrine_03_50152,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_03_50152_charted,spiritshrine_03_50152,POI_State,spiritshrine_03_50152,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
50153,@ui_poi_spiritshrine_04_50153,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_04_50153_charted,spiritshrine_04_50153,POI_State,spiritshrine_04_50153,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
50154,@ui_poi_spiritshrine_05_50154,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_05_50154_charted,spiritshrine_05_50154,POI_State,spiritshrine_05_50154,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
