TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POITag,AudioGroup,AudioState,AudioBank,CanPlaceCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GameMode,IsCollapsible,UnchartedIcon,EventId
50411,@ui_poi_crater_corruptedceremony_50411,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,crater_corruptedceremony_50411_discovered,crater_corruptedceremony_50411_charted,crater_corruptedceremony,POI_State,crater_corruptedceremony,,false,Ceremony,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_house_default.png,,,,
50408,@ui_poi_crater_corruptedfurhuntingcamp_50408,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,150,true,true,,,,,crater_corruptedfurhuntingcamp_50408_discovered,crater_corruptedfurhuntingcamp_50408_charted,crater_corruptedfurhuntingcamp,POI_State,crater_corruptedfurhuntingcamp,,false,Camp Raggedwolf,,,,,,,,
50407,@ui_poi_crater_corruptedfuroperation_50407,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,150,true,true,,,,,crater_corruptedfuroperation_50407_discovered,crater_corruptedfuroperation_50407_charted,crater_corruptedfuroperation,POI_State,crater_corruptedfuroperation,,false,NOTHINGHERE_50407,,,,,,,,
50410,@ui_poi_crater_corruptedsettlement_50410,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,LyShineUI/Images/Map/Icon/POIs/outpost_compass.png,150,true,true,2,539120b4-bf45-2145-9c8d-7afd92295406,,,,,crater_corruptedsettlement,POI_State,crater_corruptedsettlement,,false,Last Stand,,,,,,,,
50405,@ui_poi_crater_feyoffering_50405,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,150,true,true,,,,,crater_feyoffering_50405_discovered,crater_feyoffering_50405_charted,crater_feyoffering,POI_State,crater_feyoffering,,false,@ui_poi_crater_feyoffering_50405,,,,,,,,
50404,@ui_poi_crater_prowlerridge_50404,,,,true,LyShineUI/Images/Map/Icon/POIs/den_bear_elemental.png,,150,true,true,,,,,crater_prowlerridge_50404_discovered,crater_prowlerridge_50404_charted,crater_prowlerridge,POI_State,crater_prowlerridge,,false,Knot Rust,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_bearden.png,,,,
50409,@ui_poi_crater_spriggan_50409,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,150,true,true,,,,,crater_spriggan_50409_discovered,crater_spriggan_50409_charted,crater_spriggan,POI_State,crater_spriggan,,false,@ui_poi_crater_spriggan_50409,,66,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_spriggan.png,,,,
50419,@ui_poi_dryadgate_50419,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_lg.png,,200,true,true,,,,,dryadgate_50419_discovered,dryadgate_50419_charted,dryadgate,POI_State,dryadgate,,false,Preservation Pass,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,
50418,@ui_poi_dryadlookout_50418,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_grovealtar.png,,200,true,true,,,,,dryadlookout_50418_discovered,dryadlookout_50418_charted,dryadlookout_50418,POI_State,dryadlookout_50418,,false,Spryla Tower,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_angryearth.png,,,,
50401,@ui_poi_outpost_54_1_50401,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,LyShineUI/Images/Map/Icon/POIs/outpost_compass.png,500,true,true,2,1dc8af03-58d7-16f1-f041-4d1a62ef31c2,B+,,,,outpost_54_1,POI_State,outpost_54_1,,false,Mountainrise,,,,,,true,,
50421,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_50421_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,
50422,@ui_poi_dungeon_edengrove_50422,,,,true,LyShineUI/Images/Map/Icon/POIs/expedition.png,,200,true,true,,,,,dungeon_edengrove_50422_discovered,dungeon_edengrove_50422_charted,dungeon_edengrove,POI_State,dungeon_edengrove,,false,,,,,lyShineui/images/map/tooltipimages/mapTooltip_DungeonEdengrove00.dds,DungeonEdengrove00,,,
50423,@ui_poi_spiritshrine_03_50423,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_03_50423_charted,"spiritshrine_03_50423,fasttravel",POI_State,watchtower,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
50424,@ui_poi_yeti_50424,,,,true,LyShineUI/Images/Map/Icon/POIs/event_cave.png,,150,true,true,,,,,yeti_50424_discovered,yeti_50424_charted,yeti_50424,POI_State,cave_ice,,false,,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_icecave.png,,,,
50425,@ui_poi_spiritshrine_04_50425,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_04_50425_charted,"spiritshrine_04_50425,fasttravel",POI_State,watchtower,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
50426,@ui_poi_CrowsNest_50426,,,,true,LyShineUI/Images/Map/Icon/POIs/Silver_Crows.png,,150,false,true,1,,,,,CrowsNest_50426_charted,CrowsNest_50426,POI_State,Crows_Nest,,false,,,0,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_silvercrows.png,,,,CrowsNest
50427,@ui_poi_spiritshrine_50427,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_50427_charted,"spiritshrine_04_50427,fasttravel",POI_State,watchtower,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
50428,@ui_poi_npchub_50428,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,150,true,true,,,,,npchub_50428_discovered,npchub_50428_charted,npchub_50428,POI_State,npchub_50428,,false,Mebh's Largesse,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,
50429,@ui_poi_spiritshrine_50429,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_50429_charted,"spiritshrine_50429,fasttravel",POI_State,watchtower,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
50430,@Edengrove_Tower_03,,,,true,,LyShineUI/Images/Map/Icon/POIs/InfluenceTower_Active.dds,225,false,true,1,,,,,Edengrove_Tower_03_50430_charted,Edengrove_Tower_03,POI_State,factionarea,,false,Edengrove_Tower_03,,,,,,,,
50431,@ui_poi_blightcrown_50431,,,,true,LyShineUI\Images\Map\Icon\POIs\blightcrown.png,,200,true,true,,,,,blightcrown_50431_discovered,blightcrown_50431_charted,blightcrown_50431,POI_State,blightcrown_50431,,false,Blightcrown,,,,,,,,
50432,@ui_poi_ruinedstraights_50432,,,,true,LyShineUI\Images\Map\Icon\POIs\ruined_straits.png,,200,true,true,,,,,ruinedstraights_50432_discovered,ruinedstraights_50432_charted,ruinedstraights_50432,POI_State,ruinedstraights_50432,,false,Ruined Straights,,,,,,,,
