TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POITag,AudioGroup,AudioState,AudioBank,CanPlaceCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GameMode,UnchartedIcon,EventId,RecommendedLevel,GroupSize,IsCollapsible
40025,@ui_poi_abandoned_village_40025,,,,true,,,200,true,true,,,,,abandoned_village_40025_discovered,abandoned_village_40025_charted,abandoned_village_40025,POI_State,abandoned_village,AbandonedMine,false,Clearwater Bend,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_graveyard.png,,,,,,
40026,@ui_poi_outpost_40_1_40026,,,,true,,,150,true,true,,,,,,,watchtower,POI_State,watchtower,,false,First Light Watchtower,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_outpost_default.png,,,,,,
40027,@ui_poi_boar_infestation_1_40027,,,,true,,,100,true,true,,,,,boar_infestation_1_40027_discovered,boar_infestation_1_40027_charted,boar_infestation_1,POI_State,infestation,,false,Boar Infestation,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_boar_island.png,,,,,,
40028,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_40028_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,,,
40029,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_40029_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,,
40030,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_40030_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,,,
40031,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_40031_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,,,
40032,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_40032_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,,
40033,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_40033_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,,
40034,@ui_poi_factionarea_40034,,,,true,,,60,false,true,,,,,,factionarea_40034_charted,factionarea_40034,POI_State,factionarea,,true,Faction Area,,,,,,,,,,
40035,@ui_poi_factionarea_40035,,,,true,,,60,false,true,,,,,,factionarea_40035_charted,factionarea_40035,POI_State,factionarea,,true,Faction Area,,,,,,,,,,
40036,@ui_poi_factionarea_40036,,,,true,,,60,false,true,,,,,,factionarea_40036_charted,factionarea_40036,POI_State,factionarea,,true,Faction Area,,,,,,,,,,
40037,@ui_poi_spiritshrine_01_40037,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_01_40037_charted,"spiritshrine_01_40037,fasttravel",POI_State,spiritshrine,,false,Spirit Shrine,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_spiritshrine_jungle.png,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,
40038,@ui_poi_spiritshrine_02_40038,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_02_40038_charted,"spiritshrine_02_40038,fasttravel",POI_State,spiritshrine,,false,Spirit Shrine,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_spiritshrine_jungle.png,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,
40039,@ui_poi_vikingshipwreck_40039,,,,true,,,150,true,true,,,,,vikingshipwreck_40039_discovered,vikingshipwreck_40039_charted,vikingshipwreck_40039,POI_State,shipwreck,Shipwreck,false,Vigrid,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shipwreck.png,,,,,,
40040,@ui_poi_camp_40040,,,,true,,,150,true,true,,,,,camp_40040_discovered,camp_40040_charted,camp_40040,POI_State,camp,,false,,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_varangian.png,,,,,,
40041,@ui_poi_yeti_40041,,,,true,LyShineUI/Images/Map/Icon/POIs/event_cave.png,,150,true,true,,,,,yeti_40041_discovered,yeti_40041_charted,yeti_40041,POI_State,cave_ice,,false,,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_icecave.png,,,,,,
40042,@ui_poi_cave_40042,,,,true,LyShineUI/Images/Map/Icon/POIs/cave.png,,150,true,true,,,,,40042_discovered,40042_charted,camp_40042,POI_State,camp,,false,Knight's Hideaway,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_varangian.png,,,,,,
40043,@ui_poi_abandoned_village_40043,,,,true,LyShineUI/Images/Map/Icon/POIs/firstlight_gorilla.png,,150,true,true,,,,,abandoned_village_40043_discovered,abandoned_village_40043_charted,abandoned_village_40043,POI_State,farm,farm,false,Campbell's Rest,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_poi_gorilla.png,,,,,,
40044,@ui_poi_abandoned_village_40044,,,,true,LyShineUI/Images/Map/Icon/POIs/azure_tree.png,,150,true,true,,,,,abandoned_village_40044_discovered,abandoned_village_40044_charted,abandoned_village_40044,POI_State,farm,farm,false,Dayspring Mills,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_poi_dayspring.png,,,,,,
40045,@ui_poi_shipwreck_40045,,,,true,LyShineUI\Images\Map\Icon\POIs\ancient_spite.png,,150,true,true,,,,,shipwreck_40045_discovered,shipwreck_40045_charted,shipwreck_40045,POI_State,shipwreck,shipwreck,false,Tempestas Custodia,,,,LyShineUI\Images\Map\tooltipImages\POI\brimstone_sands\mapTooltip_brimstone_POI_anubianancient.png,,,,,,
40046,@ui_poi_ancient_lighthouse_40046,,,,true,LyShineUI/Images/Map/Icon/POIs/firstlight_elafryPyrgo.png,,360,true,true,,,,,ancient_lighthouse_40046_discovered,ancient_lighthouse_40046_charted,ancient_lighthouse_40046,POI_State,ancient_lighthouse,ancient_lighthouse,false,Elafry Pyrgo,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_poi_elafry.png,,,,,,
40047,@ui_poi_haunted_village_40047,,,,true,LyShineUI/Images/Map/Icon/POIs/firstlight_invasive_growth.png,,150,true,true,,,,,haunted_village_40047_discovered,haunted_village_40047_charted,haunted_village_40047,POI_State,haunted_village,haunted_village,false,Scalefang Enclave,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_poi_sleepytallow.png,,,,,,
40048,@ui_poi_corrupted_camp_40048,,,,true,LyShineUI\Images\Map\Icon\POIs\angryearth_spriggan.png,,150,true,true,,,,,corrupted_camp_40048_discovered,corrupted_camp_40048_charted,corrupted_camp_40048,POI_State,corrupted_camp,,false,Hortus Gorgon,,,,LyShineUI\Images\Map\tooltipImages\SoloTrial\mapTooltip_QuestMedusa.png,,,,,,
40049,@ui_poi_corrupted_mine_40049,,,,true,LyShineUI\Images\Map\Icon\POIs\scarab.png,,150,true,true,,,,,corrupted_mine_40049_discovered,corrupted_mine_40049_charted,corrupted_mine_40049,POI_State,mine,,false,Letum's Pick,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_poi_fungus_biolumen.png,,,,,,
40050,@ui_poi_abandoned_village_40050,,,,true,LyShineUI/Images/Map/Icon/POIs/firstlight_invasive_growth.png,,150,true,true,,,,,abandoned_village_40050_discovered,abandoned_village_40050_charted,abandoned_village_40050,POI_State,fishing_village,,false,Tanglesnap End,,,,,,,,,,
40051,@ui_poi_pirate_town_40051,,,,true,LyShineUI/Images/Map/Icon/POIs/firstlight_gorilla.png,,150,true,true,,,,,pirate_town_40051_discovered,pirate_town_40051_charted,pirate_town_40051,POI_State,pirate_fort,,false,Nyhart's Anchorage,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_poi_gorilla.png,,,,,,
40052,@ui_poi_pirate_fort_40052,,,,true,LyShineUI/Images/Map/Icon/POIs/09FL_LionLord.png,,150,true,true,,,,,pirate_fort_40052_discovered,pirate_fort_40052_charted,pirate_fort_40052,POI_State,pirate_fort,,false,Gurhaowl’s Pride,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_poi_shirzad.png,,,,,,
40053,@ui_poi_ancient_bridge_40053,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_sm.png,,150,true,true,,,,,ancient_bridge_40053_discovered,ancient_bridge_40053_charted,ancient_bridge_40053,POI_State,ancient_ruins,,false,Saircor Bridge,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
40054,@ui_poi_ancient_ruins_40054,,,,true,LyShineUI\Images\Map\Icon\POIs\saircor_orrery.png,,150,true,true,,,,,ancient_ruins_40054_discovered,ancient_ruins_40054_charted,ancient_ruins_40054,POI_State,ancient_ruins,,false,Saircor,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_poi_orrery.png,,,,,,
40055,@ui_poi_drowned_cave_40055,,,,true,LyShineUI\Images\Map\Icon\POIs\brimstone\brimstone_ancient_serpent.png,,150,true,true,,,,,drowned_cave_40055_discovered,drowned_cave_40055_charted,drowned_cave_40055,POI_State,cave,TropicalCave,false,Tideswallow,,,,LyShineUI\Images\Map\tooltipImages\POI\brimstone_sands\mapTooltip_brimstone_POI_anubianancient.png,,,,,,
40056,@ui_poi_wolf_den_40056,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,true,true,1,,,,,wolf_den_40056_charted,"wolf_den_40056,fasttravel",POI_State,cave,,false,Fullmoon Den,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_wolfDen.png,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,
40057,@ui_poi_abandoned_fishing_village_40057,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_fishing_village.png,,150,true,true,,,,,abandoned_fishing_village_40057_discovered,abandoned_fishing_village_40057_charted,abandoned_fishing_village_40057,POI_State,fishing_village,,false,Forellac,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_poi_fungus_redcane.png,,,,,,
40058,@ui_poi_abandoned_village_40058,,,,true,LyShineUI\Images\Map\Icon\POIs\abandoned_farm_village.png,,200,true,true,,,,,abandoned_village_40058_discovered,abandoned_village_40058_charted,abandoned_village_40058,POI_State,abandoned_village,AbandonedMine,false,Clearwater Bend,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_poi_fungus_biolumen.png,,,,,,
40059,@ui_poi_boar_infestation_1_40059,,,,true,LyShineUI/Images/Map/Icon/POIs/firstlight_mammoth.png,,100,true,true,,,,,boar_infestation_1_40059_discovered,boar_infestation_1_40059_charted,boar_infestation_1_40059,POI_State,infestation,,false,Mammoth,,,0,LyShineUI\Images\Map\tooltipImages\SoloTrial\mapTooltip_QuestMammoth.png,,,,,,
40060,@ui_poi_abandoned_village_40060,,,,true,LyShineUI\Images\Map\Icon\POIs\Shipwreck_Tendrils.png,,100,true,true,,,,,abandoned_village_40060_discovered,abandoned_village_40060_charted,abandoned_village_40060,POI_State,abandoned_village,,false,Riches' Redoubt,,,0,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_poi_settlement.png,,,,,,
40061,@ui_poi_abandoned_village_40061,,,,true,LyShineUI\Images\Map\Icon\POIs\battlefield_fort.png,,100,true,true,,,,,abandoned_village_40061_discovered,abandoned_village_40061_charted,abandoned_village_40061,POI_State,abandoned_village,,false,Hornhold Labrinyth,,,0,LyShineUI\Images\Map\tooltipImages\mapTooltip_fortress9.png,,,,,,
40062,@ui_poi_abandoned_village_40062,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,LyShineUI/Images/Map/Icon/POIs/outpost_compass.png,150,true,true,2,61bba5ce-d661-7855-4ef1-bfacb58ad0b8,,,,,abandoned_village_40062,POI_State,outpost,,false,Last Light (OUTPOST),,0,0,,,,,,,true
40063,@ui_poi_cave_40063,,,,true,LyShineUI\Images\Map\Icon\POIs\alligator.png,,400,true,true,,,,,40063_discovered,40063_charted,camp_40063,POI_State,camp,,false,Saircor Inlet,,,,,,,,,,
40064,@ui_poi_beastlands_40064,,,,true,LyShineUI\Images\Map\Icon\POIs\firstlight_beastIsland_elite.png,,400,true,true,,,,"Beastlands,Beast,Elite,EPOI",beastlands_40064_discovered,beastlands_40064_charted,"beastlands_40064,elite",POI_State,cave,,false,Beastlands,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_Elite_TribunalHighmound.png,,,,70,3,
40065,@ui_poi_elite_island_40065,,,,true,LyShineUI/Images/Map/Icon/POIs/firstlight_lionIsland_elite.png,,400,true,true,,,,"EliteIsland,Beast,Elite,EPOI",elite_island_40065_discovered,elite_island_40065_charted,"elite_island_40065,elite",POI_State,cave,,false,Isle of Zurvan,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_Elite_IsleOfZurvan.png,,,,70,3,
40066,@ui_poi_outpost_40_1_40066,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,LyShineUI/Images/Map/Icon/POIs/outpost_compass.png,150,true,true,2,098261d9-32dd-647f-6ce6-914cf0df97ab,,,,,outpost_40_1_40066,POI_State,outpost,,false,The Bull's Eye (OUTPOST),,0,0,,,,,,,true
40067,@ui_poi_spiritshrine_03_40067,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_03_40067_charted,"spiritshrine_03_40067,fasttravel",POI_State,spiritshrine,,false,Spirit Shrine,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_spiritshrine_jungle.png,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,
40068,@ui_poi_spiritshrine_04_40068,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,true,true,1,,,,,spiritshrine_04_40068_charted,"spiritshrine_04_40068,fasttravel",POI_State,spiritshrine,,false,Old Settlement Shrine (Repaired Shrine),,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_spiritshrine_jungle.png,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,
40069,@ui_poi_mammothtrial_40069,,,,true,LyShineUI/Images/Map/Icon/POIs/firstlight_mammoth_boss_trial_elite.png,,100,true,true,,,,"MammothTrial,Beast,Elite,EPOI",mammothtrial_40069_discovered,mammothtrial_40069_charted,mammothtrial_40069,POI_State,cave,,false,MammothTrial,,,0,LyShineUI\Images\Map\tooltipImages\SoloTrial\mapTooltip_QuestMammoth.png,,,,,,
40070,@ui_poi_medusatrial_40070,,,,true,LyShineUI/Images/Map/Icon/POIs/firstlight_mammoth_boss_trial_elite.png,,150,true,true,,,,"MedusaTrial,AngryEarth,Elite,EPOI",medusatrial_40070_discovered,medusatrial_40070_charted,medusatrial_40070,POI_State,ancient_lighthouse,,false,MedusaTrial,,,,LyShineUI\Images\Map\tooltipImages\SoloTrial\mapTooltip_QuestMedusa.png,,,,,,
40071,@ui_poi_crystleclaw_caverns_40071,,,,true,LyShineUI\Images\Map\Icon\POIs\expedition_crystalclaw.png,,400,true,true,,,,,crystleclaw_caverns_40071_discovered,crystleclaw_caverns_40071_charted,crystleclaw_caverns_40071,POI_State,cave,,false,Savage Divide,,,,LyShineUI\Images\Dungeons\dungeonImages\dungeonImages_DungeonFirstLight00.png,DungeonFirstLight01,,,,,
40072,@ui_poi_spiritshrine_05_40072,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_05_40072_charted,"spiritshrine_05_40072,fasttravel",POI_State,spiritshrine,,false,Spirit Shrine,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_spiritshrine_jungle.png,,,,,,
40073,@ui_poi_fire_plant_40073,,,,true,LyShineUI\Images\Map\Icon\POIs\maudlinbugdust_elite.png,,60,true,true,,,,"FirePlant,AngryEarth,Elite,EPOI",fire_plant_40073_discovered,fire_plant_40073_charted,"fire_plant_40073,elite",POI_State,cave,,false,Elite Fire Plant,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_Elite_DanceOfTheFireflies.png,,,,70,3,
40074,@ui_poi_ice_plant_40074,,,,true,LyShineUI\Images\Map\Icon\POIs\snowflake_elite.png,,60,true,true,,,,"IcePlant,AngryEarth,Elite,EPOI",ice_plant_40074_discovered,ice_plant_40074_charted,"ice_plant_40074,elite",POI_State,cave,,false,Elite Ice Plant,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_Elite_MoonflowerFloe.png,,,,70,3,
40075,@ui_poi_spiritshrine_06_40075,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_01_40075_charted,"spiritshrine_01_40075,fasttravel",POI_State,spiritshrine,,false,Spirit Shrine,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_spiritshrine_jungle.png,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,
40076,@ui_poi_spiritshrine_07_40076,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_01_40076_charted,"spiritshrine_01_40076,fasttravel",POI_State,spiritshrine,,false,Spirit Shrine,,,,LyShineUI\Images\Map\tooltipImages\POI\09FL\mapTooltip_spiritshrine_jungle.png,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,
40077,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_40077_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,,
