TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POITag,AudioGroup,AudioState,CanPlaceCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GameMode,GroupSize,RecommendedLevel,IsCollapsible,UnchartedIcon,EventId
50314,@ui_poi_crater_feycrossing_50314,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_lg.png,,400,true,true,,,,,crater_feycrossing_50314_discovered,crater_feycrossing_50314_charted,crater_feycrossing_50314,Music_POI,,false,Drosera,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50315,@ui_poi_crater_feyretreat_50315,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feyretreat_50315_discovered,crater_feyretreat_50315_charted,crater_feyretreat_50315,Music_POI,,false,Tirla Beacon,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50316,@ui_poi_crater_fort_50316,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,,150,true,true,,,,,crater_fort_50316_discovered,crater_fort_50316_charted,crater_fort_50316,Music_POI,crater_fort,false,@ui_poi_crater_fort_50316,,,,,,,,,,
50317,@ui_poi_crater_mysticfen_50317,,,,true,LyShineUI/Images/Map/Icon/POIs/azure_tree.png,,150,true,true,,,,,crater_mysticfen_50317_discovered,crater_mysticfen_50317_charted,crater_mysticfen_50317,Music_POI,,false,Bladderwort,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_township5.png,,,,,,
50318,@ui_poi_crater_mysticgrove_50318,,,,true,LyShineUI/Images/Map/Icon/POIs/azure_tree.png,,150,true,true,,,,,crater_mysticgrove_50318_discovered,crater_mysticgrove_50318_charted,crater_mysticgrove_50318,Music_POI,,false,Leyroot Grove,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_township5.png,,,,,,
50319,@ui_poi_crater_prowlerhole_50319,,,,true,LyShineUI/Images/Map/Icon/POIs/den_bear_elemental.png,,150,true,true,,,,,crater_prowlerhole_50319_discovered,crater_prowlerhole_50319_charted,crater_prowlerhole_50319,Music_POI,,false,New Cave Northwest,,,,,,,,,,
50320,@ui_poi_crater_blightedcave_50320,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_cave.png,,150,true,true,,,,,crater_blightedcave_50320_discovered,crater_blightedcave_50320_charted,crater_blightedcave_50320,Music_POI,,false,Fungalrust,,,,,,,,,,
50321,@ui_poi_crater_settlement_50321,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,,150,true,true,,,,,crater_settlement_50321_discovered,crater_settlement_50321_charted,crater_settlement_50321,Music_POI,crater_settlement,false,@ui_poi_crater_settlement_50321,,,,,,,,,,
50322,@ui_poi_crater_spriggan,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_spriggan_elite.png,,150,true,true,,,,,crater_spriggan_50322_discovered,crater_spriggan_50322_charted,"crater_spriggan_50322,elite",Music_POI,crater_spriggan,false,@ui_poi_crater_spriggan_50322,,66,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_spriggan.png,,3,66,,,
50323,@ui_poi_crater_spriggan_50323,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_spriggan_elite.png,,150,true,true,,,,,crater_spriggan_50323_discovered,crater_spriggan_50323_charted,"crater_spriggan_50323,elite",Music_POI,crater_spriggan,false,@ui_poi_crater_spriggan_50323,,66,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_spriggan.png,,3,66,,,
50324,@ui_poi_crater_feralcolony_50324,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feralcolony_50324_discovered,crater_feralcolony_50324_charted,crater_feralcolony_50324,Music_POI,,false,Litheltop,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50325,@ui_poi_crater_malevolence_50325,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_malevolence_elite.png,,300,true,true,,,,"GenMal,AngryEarth",crater_malevolence_50325_discovered,crater_malevolence_50325_charted,"crater_malevolence_50325,elite",Music_POI,,false,Malevolence,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_Elite_Malevolence.png,,3,,,,
50326,@ui_poi_crater_spite_50326,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_spite.png,,150,true,true,,,,AngryEarth,crater_spite_50326_discovered,crater_spite_50326_charted,crater_spite_50326,Music_POI,,false,Umbrage,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50327,@ui_poi_crater_malice_50327,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_spite.png,,150,true,true,,,,AngryEarth,crater_malice_50327_discovered,crater_malice_50327_charted,crater_malice_50327,Music_POI,,false,Nettlevex,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50328,@ui_poi_crater_ancientwatchtower_50328,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_tower.png,,150,true,true,,,,,crater_ancientwatchtower_50328_discovered,crater_ancientwatchtower_50328_charted,crater_ancientwatchtower_50328,Music_POI,crater_watchtower,false,Pavo,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50329,@ui_poi_crater_ancientguardianvalley_50329,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,150,true,true,,,,,crater_ancientguardianvalley_50329_discovered,crater_ancientguardianvalley_50329_charted,crater_ancientguardianvalley_50329,Music_POI,,false,DELETE_50329,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50330,@ui_poi_crater_brutaloffering_50330,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_grove.png,,150,true,true,,,,,crater_brutaloffering_50330_discovered,crater_brutaloffering_50330_charted,crater_brutaloffering_50330,Music_POI,,false,Fanglethorn Pass,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_angryearth.png,,,,,,
50331,@ui_poi_crater_ferociousforest_50331,,,,true,LyShineUI/Images/Map/Icon/POIs/den_bear_elemental.png,,150,true,true,,,,,crater_ferociousforest_50331_discovered,crater_ferociousforest_50331_charted,crater_ferociousforest_50331,Music_POI,,false,@ui_poi_crater_ferociousforest_50331,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50332,@ui_poi_crater_corruptedminewest_50332,,,,true,LyShineUI/Images/Map/Icon/POIs/Mine.png,,150,true,true,,,,,crater_corruptedminewest_50332_discovered,crater_corruptedminewest_50332_charted,crater_corruptedminewest_50332,Music_POI,crater_mine,false,Lower Slag Mine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_mine.png,,,,,,
50333,@ui_poi_crater_corruptedmineeast_50333,,,,true,LyShineUI/Images/Map/Icon/POIs/Mine.png,,150,true,true,,,,,crater_corruptedmineeast_50333_discovered,crater_corruptedmineeast_50333_charted,crater_corruptedmineeast_50333,Music_POI,crater_mine,false,Upper Slag Mine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_mine.png,,,,,,
50334,@ui_poi_outpost_53_1_50334,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,LyShineUI/Images/Map/Icon/POIs/outpost_compass.png,500,true,true,2,8282595b-02c1-518b-f859-b13220c46836,,,,,outpost_53_1,Music_POI,outpost,false,Valor Hold,,,,,,,,,,
50335,@ui_poi_crater_corruptedruinedfort_50335,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,150,true,true,,,,,crater_corruptedruinedfort_50335_discovered,crater_corruptedruinedfort_50335_charted,crater_corruptedruinedfort_50335,Music_POI,crater_fort,false,Cook Slop,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_station_cooking.png,,,,,,
50336,@ui_poi_crater_corruptedcampsite_50336,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,150,true,true,,,,,crater_corruptedcampsite_50336_discovered,crater_corruptedcampsite_50336_charted,crater_corruptedcampsite_50336,Music_POI,crater_camp,false,DELETE_50336,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_station_cooking.png,,,,,,
50337,@ui_poi_crater_corruptedcampsite_50337,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,150,true,true,,,,,crater_corruptedcampsite_50337_discovered,crater_corruptedcampsite_50337_charted,crater_corruptedcampsite_50337,Music_POI,crater_camp,false,DELETE_50337,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_station_cooking.png,,,,,,
50338,@ui_poi_weaversfen_temple_50338,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_lg.png,,150,true,true,,,,,weaversfen_temple_50338_discovered,weaversfen_temple_50338_charted,weaversfen_temple_50338,Music_POI,weaversfen_temple,false,Laslus Well,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50339,@ui_poi_crater_corruptedminecamp_50339,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,150,true,true,,,,,crater_corruptedminecamp_50339_discovered,crater_corruptedminecamp_50339_charted,crater_corruptedminecamp_50339,Music_POI,crater_camp,false,Hill Slag Camp,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_station_cooking.png,,,,,,
50340,@ui_poi_crater_corruptedminecamp_50340,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,150,true,true,,,,,crater_corruptedminecamp_50340_discovered,crater_corruptedminecamp_50340_charted,crater_corruptedminecamp_50340,Music_POI,crater_camp,false,Rotted Sping Camp,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_station_cooking.png,,,,,,
50341,@ui_poi_crater_corruptedminecamp_50341,,,,true,LyShineUI/Images/Map/Icon/POIs/Lumbermill.png,,150,true,true,,,,,crater_corruptedminecamp_50341_discovered,crater_corruptedminecamp_50341_charted,crater_corruptedminecamp_50341,Music_POI,crater_camp,false,Mouthsting Lumbermill,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_station_carpentry.png,,,,,,
50342,@ui_poi_crater_feralarchway_50342,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_sm.png,,400,true,true,,,,,crater_feralarchway_50342_discovered,crater_feralarchway_50342_charted,crater_feralarchway_50342,Music_POI,,false,Cresent Window,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50343,@ui_poi_crater_blightedvillage_50343,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_village.png,,150,true,true,,,,,crater_blightedvillage_50343_discovered,crater_blightedvillage_50343_charted,crater_blightedvillage_50343,Music_POI,,false,Blisteroot,,,,,,,,,,
50344,@ui_poi_crater_feyruins_50344,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feyruins_50344_discovered,crater_feyruins_50344_charted,crater_feyruins_50344,Music_POI,crater_ruins,false,Crescent Archway,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50345,@ui_poi_crater_feyruins_50345,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feyruins_50345_discovered,crater_feyruins_50345_charted,crater_feyruins_50345,Music_POI,crater_ruins,false,Crescent Courtyard,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50346,@ui_poi_crater_feyruins_50346,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_sm.png,,150,true,true,,,,,crater_feyruins_50346_discovered,crater_feyruins_50346_charted,crater_feyruins_50346,Music_POI,crater_ruins,false,Crumbletrap,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50347,@ui_poi_crater_feyruins_50347,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feyruins_50347_discovered,crater_feyruins_50347_charted,crater_feyruins_50347,Music_POI,crater_ruins,false,Crescent Vanguard,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50348,@ui_poi_crater_feyruins_50348,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feyruins_50348_discovered,crater_feyruins_50348_charted,crater_feyruins_50348,Music_POI,crater_ruins,false,50348_MERGEWITH_50314,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50349,@ui_poi_crater_feyruins_50349,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feyruins_50349_discovered,crater_feyruins_50349_charted,crater_feyruins_50349,Music_POI,crater_ruins,false,DELETE_50349,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50350,@ui_poi_crater_feyruins_50350,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feyruins_50350_discovered,crater_feyruins_50350_charted,crater_feyruins_50350,Music_POI,crater_ruins,false,50350_MERGEWITH_50351,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50351,@ui_poi_crater_blightedbridge_50351,,,,true,LyShineUI\Images\Map\Icon\POIs\angryearth_spriggan.png,,150,true,true,,,,,crater_blightedbridge_50351_discovered,crater_blightedbridge_50351_charted,crater_blightedbridge_50351,Music_POI,,false,Asterwilt Bridge,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50352,@ui_poi_crater_blightedbridge_50352,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_blightedbridge_50352_discovered,crater_blightedbridge_50352_charted,crater_blightedbridge_50352,Music_POI,,false,Greenfever Crossing,,,,,,,,,,
50353,@ui_poi_crater_blightedvillage_50353,,,,true,LyShineUI\Images\Map\Icon\POIs\angryearth_spriggan.png,,150,true,true,,,,,crater_blightedvillage_50353_discovered,crater_blightedvillage_50353_charted,crater_blightedvillage_50353,Music_POI,,false,Basalrot Bridge,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50354,@ui_poi_crater_feyruins_50354,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_sm.png,,150,true,true,,,,,crater_feyruins_50354_discovered,crater_feyruins_50354_charted,crater_feyruins_50354,Music_POI,crater_ruins,false,Thorny Steps,,,,,,,,,,
50355,@ui_poi_crater_feyruins_50355,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feyruins_50355_discovered,crater_feyruins_50355_charted,crater_feyruins_50355,Music_POI,crater_ruins,false,50355_MERGEWITH_50314,,,,,,,,,,
50356,@ui_poi_crater_feralaqueduct_50356,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feralaqueduct_50356_discovered,crater_feralaqueduct_50356_charted,crater_feralaqueduct_50356,Music_POI,,false,Sundew Aqueduct,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50357,@ui_poi_crater_feyruins_50357,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feyruins_50357_discovered,crater_feyruins_50357_charted,crater_feyruins_50357,Music_POI,,false,@ui_poi_crater_feyruins_50357,,,,,,,,,,
50358,@ui_poi_crater_blightedvillage_50358,,,,true,LyShineUI/Images/Map/Icon/POIs/azure_tree.png,,150,true,true,,,,,crater_blightedvillage_50358_discovered,crater_blightedvillage_50358_charted,crater_blightedvillage_50358,Music_POI,,false,Festermire,,,,,,,,,,
50359,@ui_poi_crater_blightedcave_50359,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_grovealtar.png,,150,true,true,,,,,crater_blightedcave_50359_discovered,crater_blightedcave_50359_charted,crater_blightedcave_50359,Music_POI,,false,The Motherwell,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_motherwell.png,,,,,,
50360,@ui_poi_crater_feyruins_50360,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feyruins_50360_discovered,crater_feyruins_50360_charted,crater_feyruins_50360,Music_POI,crater_ruins,false,@ui_poi_crater_feyruins_50360,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50361,@ui_poi_crater_brutalruins_50361,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_grove.png,,150,true,true,,,,,crater_brutalruins_50361_discovered,crater_brutalruins_50361_charted,crater_brutalruins_50361,Music_POI,crater_ruins,false,50361_MERGEWITH_50309,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_angryearth.png,,,,,,
50362,@ui_poi_crater_brutalruins_50362,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_grove.png,,150,true,true,,,,,crater_brutalruins_50362_discovered,crater_brutalruins_50362_charted,crater_brutalruins_50362,Music_POI,crater_ruins,false,50362_MERGEWITH_50309,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_angryearth.png,,,,,,
50363,@ui_poi_crater_feralruins_50363,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feralruins_50363_discovered,crater_feralruins_50363_charted,crater_feralruins_50363,Music_POI,crater_ruins,false,50363_MERGEWITH_50313,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50364,@ui_poi_crater_mysticruins_50364,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_mysticruins_50364_discovered,crater_mysticruins_50364_charted,crater_mysticruins_50364,Music_POI,crater_ruins,false,Mystic Woods,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50365,@ui_poi_crater_mysticruins_50365,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_mysticruins_50365_discovered,crater_mysticruins_50365_charted,crater_mysticruins_50365,Music_POI,crater_ruins,false,Adianas Sanctuary,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50366,@ui_poi_crater_mysticruins_50366,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_mysticruins_50366_discovered,crater_mysticruins_50366_charted,crater_mysticruins_50366,Music_POI,crater_ruins,false,Arum,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50367,@ui_poi_crater_mysticbridge_50367,,,,true,LyShineUI\Images\Map\Icon\POIs\angryearth_spriggan.png,,150,true,true,,,,,crater_mysticbridge_50367_discovered,crater_mysticbridge_50367_charted,crater_mysticbridge_50367,Music_POI,,false,Panellus,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50368,@ui_poi_crater_mysticbridgetower_50368,,,,true,LyShineUI\Images\Map\Icon\POIs\ancient_tower.png,,150,true,true,,,,,crater_mysticbridgetower_50368_discovered,crater_mysticbridgetower_50368_charted,crater_mysticbridgetower_50368,Music_POI,,false,Seniab,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50369,@ui_poi_crater_mysticbridge_50369,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_mysticbridge_50369_discovered,crater_mysticbridge_50369_charted,crater_mysticbridge_50369,Music_POI,,false,@ui_poi_crater_mysticbridge_50369,,,,,,,,,,
50370,@ui_poi_crater_mysticruins_50370,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_mysticruins_50370_discovered,crater_mysticruins_50370_charted,crater_mysticruins_50370,Music_POI,,false,@ui_poi_crater_mysticruins_50370,,,,,,,,,,
50371,@ui_poi_crater_brutalruins_50371,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_grove.png,,150,true,true,,,,,crater_brutalruins_50371_discovered,crater_brutalruins_50371_charted,crater_brutalruins_50371,Music_POI,,false,DELETE_50371,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_angryearth.png,,,,,,
50372,@ui_poi_crater_brutalruins_50372,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_grove.png,,150,true,true,,,,,crater_brutalruins_50372_discovered,crater_brutalruins_50372_charted,crater_brutalruins_50372,Music_POI,,false,Agaricus,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_angryearth.png,,,,,,
50373,@ui_poi_crater_brutalruins_50373,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_grove.png,,150,true,true,,,,,crater_brutalruins_50373_discovered,crater_brutalruins_50373_charted,crater_brutalruins_50373,Music_POI,,false,Amanita,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_angryearth.png,,,,,,
50374,@ui_poi_crater_brutalruins_50374,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_grove.png,,150,true,true,,,,,crater_brutalruins_50374_discovered,crater_brutalruins_50374_charted,crater_brutalruins_50374,Music_POI,,false,Amidella,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_angryearth.png,,,,,,
50375,@ui_poi_crater_feralruins_50375,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_lg.png,,150,true,true,,,,,crater_feralruins_50375_discovered,crater_feralruins_50375_charted,crater_feralruins_50375,Music_POI,crater_ruins,false,Tadeas Stronghold,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50376,@ui_poi_crater_feralruins_50376,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feralruins_50376_discovered,crater_feralruins_50376_charted,crater_feralruins_50376,Music_POI,crater_ruins,false,NOTHINGHERE_50376,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
50377,@ui_poi_crater_feralruins_50377,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,150,true,true,,,,,crater_feralruins_50377_discovered,crater_feralruins_50377_charted,crater_feralruins_50377,Music_POI,crater_ruins,false,@ui_poi_crater_feralruins_50377,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,
