TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POITag,AudioGroup,AudioState,AudioBank,CanPlaceCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GameMode,GroupSize,IsCollapsible,UnchartedIcon,EventId
40311,@ui_poi_ancient_shrine_40311,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_shrine.png,,200,true,true,,,,,ancient_shrine_40311_discovered,ancient_shrine_40311_charted,ancient_shrine_40311,POI_State,ancient_ruins,,false,Concretus Steps,Ancient,45-47,3,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,
40312,@ui_poi_ancient_shrine_40312,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_shrine.png,,2000,true,true,,,,"MangledHeightsEast,Corrupted",ancient_shrine_40312_discovered,ancient_shrine_40312_charted,ancient_shrine_40312,POI_State,ancient_ruins,,false,Nihilo Visage,Corrupted,60,0,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_Elite_NihiloVisage.png,,,,,
40313,@ui_poi_ancient_shrine_40313,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_shrine.png,,200,true,true,,,,,ancient_shrine_40313_discovered,ancient_shrine_40313_charted,ancient_shrine_40313,POI_State,ancient_ruins,,false,Catara Falls,Ancient,36-47,10,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,
40314,@ui_poi_ancient_shrine_40314,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_shrine.png,,200,true,true,,,,,ancient_shrine_40314_discovered,ancient_shrine_40314_charted,ancient_shrine_40314,POI_State,ancient_ruins,,false,Capitulum Prime,Corrupted,25-55,3,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,
40315,@ui_poi_corrupted_fort_alchemy_00_40315,,,,true,LyShineUI/Images/Map/Icon/POIs/fort.png,,250,true,true,,,,,corrupted_fort_40315_discovered,corrupted_fort_40315_charted,corrupted_fort_40315,POI_State,corrupted_fort,,false,Breakaway Fort,Corrupted,25-45,13,LyShineUI\Images\Map\tooltipImages\mapTooltip_fortress6.png,,,,,
40316,@ui_poi_corrupted_fort_outfitting_00_40316,,,,true,LyShineUI/Images/Map/Icon/POIs/fort.png,,250,true,true,,,,,corrupted_fort_40316_discovered,corrupted_fort_40316_charted,corrupted_fort_40316,POI_State,corrupted_fort,,false,Sunderfort,Corrupted,32-35,11,LyShineUI\Images\Map\tooltipImages\mapTooltip_fortress4.png,,,,,
40317,@ui_poi_corrupted_fort_provisioning_00_40317,,,,true,LyShineUI/Images/Map/Icon/POIs/fort.png,,250,true,true,,,,,corrupted_fort_40317_discovered,corrupted_fort_40317_charted,corrupted_fort_40317,POI_State,corrupted_fort,,false,Acedia Bastion,Corrupted,25-45,11,LyShineUI\Images\Map\tooltipImages\mapTooltip_fortress12.png,,,,,
40318,@ui_poi_corrupted_fort_blacksmith_00_40318,,,,true,LyShineUI/Images/Map/Icon/POIs/fort.png,,250,true,true,,,,,corrupted_fort_40318_discovered,corrupted_fort_40318_charted,corrupted_fort_40318,POI_State,corrupted_fort,,false,Hollowing Fort,Corrupted,25-55,13,LyShineUI\Images\Map\tooltipImages\mapTooltip_fortress2.png,,,,,
40319,@ui_poi_corrupted_fort_weaving_00_40319,,,,true,LyShineUI/Images/Map/Icon/POIs/fort.png,,250,true,true,,,,,corrupted_fort_40319_discovered,corrupted_fort_40319_charted,corrupted_fort_40319,POI_State,corrupted_fort,,false,Nullcavity,Corrupted,25-55,11,LyShineUI\Images\Map\tooltipImages\mapTooltip_fortress13.png,,,,,
40320,@ui_poi_graveyard_40320,,,,true,LyShineUI/Images/Map/Icon/POIs/graveyard.png,,100,true,true,,,,,graveyard_40320_discovered,graveyard_40320_charted,graveyard_40320,POI_State,graveyard,,false,Eeriedune Graveyard,"Lost,Wraith",26,8,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_graveyard.png,,,,,
40321,@ui_poi_bear_cave_40321,,,,true,LyShineUI\Images\Map\Icon\POIs\cat_den.png,,100,true,true,,,,,cave_40321_discovered,cave_40321_charted,cave_40321,POI_State,cave,TropicalCave,false,Orphan Cave,Lion,,0,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_catden.png,,,,,
40322,@ui_poi_azure_fissure_40322,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,500,true,true,,,,,azure_fissure_40322_discovered,azure_fissure_40322_charted,azure_fissure_40322,POI_State,azure_fissure,,false,@ui_poi_azure_fissure_40322,,,,,,,,,
40323,@ui_poi_azure_fissure_40323,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,500,true,true,,,,,azure_fissure_40323_discovered,azure_fissure_40323_charted,azure_fissure_40323,POI_State,azure_fissure,,false,@ui_poi_azure_fissure_40323,,,,,,,,,
40324,@ui_poi_outpost_43_1_40324,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,,500,true,true,2,bd482b11-d507-40a8-4c43-9fc415506441,,,,,outpost_43_1_40324,POI_State,outpost,,false,Cleave's Point,,,0,,,,true,,
40325,@ui_poi_outpost_43_2_40325,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,LyShineUI/Images/Map/Icon/POIs/outpost_compass.png,500,true,true,2,5829b23e-99c6-cb68-ec4d-205a1edc7a6e,,,,,outpost_43_2_40325,POI_State,outpost,,false,Eastburn,,,0,,,,true,,
40326,@ui_poi_outpost_43_3_40326,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,LyShineUI/Images/Map/Icon/POIs/outpost_compass.png,500,true,true,2,604c7d34-143b-21c0-82f6-acefed673d24,,,,,,POI_State,outpost,,false,Outpost Tenacity,,,,,,,true,,
40327,@ui_poi_graveyard_40327,,,,true,LyShineUI/Images/Map/Icon/POIs/azure_tree.png,,100,true,true,,,,,graveyard_40327_discovered,graveyard_40327_charted,graveyard_40327,POI_State,graveyard,,false,Shields Hallows,"Lost,Undead,Wraith",26-30,0,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_graveyard.png,,,,,
40328,@ui_poi_haunted_church_40328,,,,true,LyShineUI/Images/Map/Icon/POIs/cathedral.png,,150,true,true,,,,,abandoned_village_40328_discovered,abandoned_village_40328_charted,abandoned_village_40328,POI_State,abandoned_village,AbandonedMine,false,Cathedral de Vasquez,"Lost,Undead",26-30,,,,,,,
40329,@ui_poi_ancient_bridge_40329,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_sm.png,,200,true,true,,,,,ancient_bridge_40329_discovered,ancient_bridge_40329_charted,ancient_bridge_40329,POI_State,ancient_ruins,,false,Tempest Lane,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,
40330,@ui_poi_ancient_ruins_40330,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_sm.png,,200,true,true,,,,,ancient_ruins_40330_discovered,ancient_ruins_40330_charted,ancient_ruins_40330,POI_State,ancient_ruins,,false,Gelida Pillars,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,
40331,@ui_poi_wolf_cave_40331,,,,true,LyShineUI/Images/Map/Icon/POIs/wolf_den.png,,100,true,true,,,,,cave_40331_discovered,cave_40331_charted,cave_40331,POI_State,wolf_den,,false,Frostfur Den,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_wolfDen.png,,,,,
40332,@ui_poi_wolf_cave_40332,,,,true,LyShineUI/Images/Map/Icon/POIs/wolf_den.png,,100,true,true,,,,,cave_40332_discovered,cave_40332_charted,cave_40332,POI_State,wolf_den,,false,Tundramouth Burrow,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_wolfDen.png,,,,,
40333,@ui_poi_wolf_cave_40333,,,,true,LyShineUI/Images/Map/Icon/POIs/wolf_den.png,,100,true,true,,,,,cave_40333_discovered,cave_40333_charted,cave_40333,POI_State,wolf_den,,false,Frostbite Den,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_wolfDen.png,,,,,
40334,@ui_poi_wolf_cave_40334,,,,true,LyShineUI/Images/Map/Icon/POIs/bear_den.png,,100,true,true,,,,,cave_40334_discovered,cave_40334_charted,cave_40334,POI_State,bear_den,,false,Abhorscorn Cave,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_bearden.png,,,,,
40335,@ui_poi_corrupted_camp_40335,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,300,false,false,,,,,corrupted_camp_40335_discovered,corrupted_camp_40335_charted,corrupted_camp_40335,POI_State,corrupted_camp,,false,,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_station_masonry.png,,,,,
40336,@ui_poi_corrupted_camp_40336,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,300,false,false,,,,,corrupted_camp_40336_discovered,corrupted_camp_40336_charted,corrupted_camp_40336,POI_State,corrupted_camp,,false,,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_station_masonry.png,,,,,
40337,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_40337_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,
40338,@ui_poi_hauntedcrypt_40338,,,,true,LyShineUI/Images/Map/Icon/POIs/graveyard.png,,300,true,true,,,,,graveyard_40338_discovered,graveyard_40338_charted,graveyard_40338,POI_State,graveyard,,false,Skysong Crypt,"Lost,Undead,Wraith",60-62,15,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_graveyard.png,,,,,
40339,@ui_poi_dynasty_temple_40339,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_lg.png,,300,true,true,,,,,dynasty_temple_40339_discovered,dynasty_temple_40339_charted,dynasty_temple_40339,POI_State,ancient_ruins,,false,Skysong Lagoon Temple,"Corrupted,Dynasty",60-62,20,LyShineUI\Images\Map\tooltipImages\mapTooltip_fortress13.png,,,,,
40340,@ui_poi_corrupted_camp_40340,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,200,true,true,,,,,corrupted_camp_40340_discovered,corrupted_camp_40340_charted,corrupted_camp_40340,POI_State,ancient_ruins,,false,,"Corrupted,Dynasty",60-62,20,LyShineUI\Images\Map\tooltipImages\mapTooltip_station_cooking.png,,,,,
40341,@ui_poi_factionarea_40341,,,,true,,,60,false,true,,,,,,factionarea_40341_charted,factionarea_40341,POI_State,factionarea,,true,Faction Area,,,,,,,,,
40342,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_40342_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,
40343,@ui_poi_corrupted_ritual_40343,,,,true,LyShineUI/Images/Map/Icon/POIs/azure_tree.png,,375,true,true,,,,"MangledHeightsNorth,Corrupted",corrupted_ritual_40343_discovered,corrupted_ritual_40343_charted,corrupted_ritual_40343,POI_State,corrupted_ritual,,false,Dead Fool's Pass,Corrupted,60,0,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_Elite_DeadFoolsPass.png,,,,,
40344,@ui_poi_spiritshrine_02_40344,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_02_40344_charted,"spiritshrine_02_40344,fasttravel",POI_State,spiritshrine_02_40344,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40345,@ui_poi_spiritshrine_01_40345,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_01_40345_charted,"spiritshrine_01_40345,fasttravel",POI_State,spiritshrine_01_40345,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40346,@ui_poi_yeti_40346,,,,true,LyShineUI/Images/Map/Icon/POIs/bear_den.png,,150,true,true,,,,,yeti_40346_discovered,yeti_40346_charted,yeti_40346,POI_State,cave_ice,,false,,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_bearden.png,,,,,
40347,@ui_poi_yeti_40347,,,,true,LyShineUI/Images/Map/Icon/POIs/cave.png,,150,true,true,,,,,yeti_40347_discovered,yeti_40347_charted,yeti_40347,POI_State,cave_ice,,false,,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_icecave.png,,,,,
40349,@ui_poi_summervillage_40349,,,,true,LyShineUI/Images/Map/Icon/POIs/event_summervillage.png,,0,true,true,2,,,,,,summervillage_40349,POI_State,village_summer,,false,,,,,LyShineUI/Images/map/tooltipimages/mapTooltip_Summer_npc.png,,,true,,SummerMedley
40351,@ui_poi_dungeon_forge_40351,,,,true,LyShineUI/Images/Map/Icon/POIs/expedition.png,,200,true,true,,,,,dungeon_forge_40351_discovered,dungeon_forge_40351_charted,dungeon_forge_40351,POI_State,Dungeon_Forge,,false,,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_DungeonEmpyreanForge00.png,DungeonGreatCleave01,,,,
40352,@Brightwood_Settlement_01,,,,true,,,100,false,false,2,,,,,,Brightwood_Settlement_01,POI_State,settlement,,false,,,,,,,,true,,
40353,@ui_poi_spiritshrine_03_40353,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_03_40353_charted,"spiritshrine_03_40353,fasttravel",POI_State,spiritshrine_03_40353,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40354,@ui_poi_caerdun_40354_DailySoloTrials,,,,true,LyShineUI\Images\Map\Icon\POIs\trial_soul.png,,60,false,true,,,,,caerdun_40354_discovered,caerdun_40354_charted,caerdun_40354,POI_State,graveyard,,false,The Curse of Caer Dun,,,,LyShineUI\Images\Map\tooltipImages\SoloTrial\mapTooltip_QuestCaerDun.png,QuestCaerDun,,,,
40355,@ui_poi_spiritshrine_40355,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_40355_charted,"spiritshrine_40355,fasttravel",POI_State,spiritshrine_40355,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40356,@ui_poi_spiritshrine_40356,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_40356_charted,"spiritshrine_40356,fasttravel",POI_State,spiritshrine_40356,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40357,@ui_poi_spiritshrine_40357,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_40357_charted,"spiritshrine_40357,fasttravel",POI_State,spiritshrine_40357,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40358,@ui_poi_spiritshrine_40358,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_40358_charted,"spiritshrine_40358,fasttravel",POI_State,spiritshrine_40358,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40359,@ui_poi_spiritshrine_40359,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_40359_charted,"spiritshrine_40359,fasttravel",POI_State,spiritshrine_40359,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40360,@ui_poi_dungeon_tarn_40360,,,,true,LyShineUI/Images/Map/Icon/POIs/expedition.png,,200,true,true,,,,,dungeon_tarn_40360_discovered,dungeon_tarn_40360_charted,dungeon_tarn_40360,POI_State,Dungeon_Tarn,,false,,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_DungeonGreatCleave00.png,DungeonGreatCleave00,,,,
40361,@ui_poi_soulwarden_refuge_40361,,,,true,LyShineUI\Images\Map\Icon\POIs\soulwarden_refuge.png,,60,true,true,,,,,soulwarden_refuge_40361_discovered,soulwarden_refuge_40361_charted,soulwarden_refuge_40361,POI_State,camp,,false,,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_station_cooking.png,,,,,
40362,@ui_poi_spiritshrine_40362,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_40362_charted,"spiritshrine_40362,fasttravel",POI_State,spiritshrine_40362,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40363,@ui_poi_trial_questyonas_40363,,,,true,LyShineUI\Images\Map\Icon\POIs\trial_soul.png,,60,false,true,,,,,trial_questyonas_40363_discovered,trial_questyonas_40363_charted,trial_questyonas_40363,POI_State,graveyard,,false,The Last Soulwarden,,,,LyShineUI\Images\Map\tooltipImages\SoloTrial\mapTooltip_QuestYonas.png,QuestYonas,,,,
40364,@ui_poi_trial_mordred_40364,,,,true,LyShineUI\Images\Map\Icon\POIs\trial_soul.png,,60,false,true,,,,,trial_mordred_40364_discovered,trial_mordred_40364_charted,trial_mordred_40364,POI_State,cave_ice,,false,Eternal Frost,,,,LyShineUI/Images/Map/tooltipImages/SoloTrial/mapTooltip_TrialSeason04Q06.png,TrialSeason04Q06,,,,
40365,@ui_poi_trial_questnihilo_40365,,,,true,LyShineUI\Images\Map\Icon\POIs\trial_soul.png,,60,false,true,,,,,trial_questnihilo_40365_discovered,trial_questnihilo_40365_charted,trial_questnihilo_40365,POI_State,cave_ice,,false,Beyond the Gates,,,,LyShineUI\Images\Map\tooltipImages\SoloTrial\mapTooltip_QuestNihilo.png,QuestNihilo,,,,
40366,@ui_poi_spiritshrine_40366,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_40366_charted,"spiritshrine_40366,fasttravel",POI_State,spiritshrine_40366,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
