TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POITag,AudioGroup,AudioState,AudioBank,CanPlaceCamp,CanPlacePvPCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GameMode,UnchartedIcon,GroupSize,IsCollapsible,RecommendedLevel,EventId,PhasingMode,PhasingAreaBoundsScale,PhasingBoundsMargin,PhasingEnterMargin,PhasingExitMargin,PhasingPopulationTarget,PhasingPopulationMax,PhasingSortPriority,PhasingAILeashOverride,PhasingProjectedACU,PhasingProjectedMemoryMb
20321,@ui_poi_ruined_castle_20321,,,,true,LyShineUI\Images\Map\Icon\POIs\castle.png,,275,true,true,,,,,ruined_castle_20321_discovered,ruined_castle_20321_charted,ruined_castle_20321,POI_State,wolf_den,,false,false,Piatra Antica,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_Inquisition1.png,,,,,,,,,,,,,,,,,
20322,@ui_poi_werecrow_20322,,,,true,LyShineUI\Images\Map\Icon\POIs\azure_tree.png,,275,true,true,,,,,werecrow_20322_discovered,werecrow_20322_charted,werecrow_20322,POI_State,corrupted_fort,,false,false,Camp Mercy,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_CursedWoods.png,,,,,,,,,,,,,,,,,
20323,@ui_poi_inquisitor_hall_20323,,,,true,LyShineUI\Images\Map\Icon\POIs\cathedral.png,,275,true,true,,,,,inquisitor_hall_20323_discovered,inquisitor_hall_20323_charted,inquisitor_hall_20323,POI_State,corrupted_fort,,false,false,Algarot Hall,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_Inquisition2.png,,,,,,,,,,,,,,,,,
20324,@ui_poi_inquisitor_village_20324,,,,true,LyShineUI\Images\Map\Icon\POIs\abandoned_campsite.png,,275,true,true,,,,,inquisitor_village_20324_discovered,inquisitor_village_20324_charted,inquisitor_village_20324,POI_State,corrupted_fort,,false,false,Oldtown Cantonment,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_Inquisition1.png,,,,,,,,,,,,,,,,,
20325,@ui_poi_boss_tower_20325,,,,true,LyShineUI\Images\Map\Icon\POIs\POI_TarotTower.png,,275,true,true,,,,,boss_tower_20325_discovered,boss_tower_20325_charted,boss_tower_20325,POI_State,wolf_den,,false,false,Keep Understone,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_TarotTower.png,,,,,,,,,,,,,,,,,
20327,@ui_poi_werebeast_den_20327,,,,true,LyShineUI\Images\Map\Icon\POIs\azure_tree_elite.png,,275,true,true,,,,,werebeast_den_20327_discovered,werebeast_den_20327_charted,werebeast_den_20327,POI_State,BerlaurDen,,false,false,Corbiturma,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_CursedWoods.png,,,,,,,,,,,,,,,,,
20328,@ui_poi_werebeast_den_20328,,,,true,LyShineUI\Images\Map\Icon\POIs\azure_tree.png,,275,true,true,,,,,werebeast_den_20328_discovered,werebeast_den_20328_charted,werebeast_den_20328,POI_State,BerlaurDen,,false,false,Madmaw Trench,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_CursedWoods.png,,,,,,,,,,,,,,,,,
20329,@ui_poi_werebeast_den_20329,,,,true,LyShineUI\Images\Map\Icon\POIs\azure_tree.png,,275,true,true,,,,,werebeast_den_20329_discovered,werebeast_den_20329_charted,werebeast_den_20329,POI_State,BerlaurDen,,false,false,Crang Sacru,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_CursedWoods.png,,,,,,,,,,,,,,,,,
20330,@ui_poi_spider_cave_20330,,,,true,LyShineUI\Images\Map\Icon\POIs\POI_SpiderNest.png,,275,true,true,,,,,spider_cave_20330_discovered,spider_cave_20330_charted,spider_cave_20330,POI_State,Cave,,false,false,Huntsman's Grotto,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_SpiderCave.png,,,,,,,,,,,,,,,,,
20331,@ui_poi_spider_castle_20331,,,,true,LyShineUI\Images\Map\Icon\POIs\POI_SpiderNest.png,,275,true,true,,,,,spider_castle_20331_discovered,spider_castle_20331_charted,spider_castle_20331,POI_State,Cave,,false,false,,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_SpiderCave.png,,,,,,,,,,,,,,,,,
20332,@ui_poi_inquisitor_camp_20332,,,,true,LyShineUI\Images\Map\Icon\POIs\Lumbermill.png,,275,true,true,,,,,inquisitor_camp_20332_discovered,inquisitor_camp_20332_charted,inquisitor_camp_20332,POI_State,corrupted_fort,,false,false,,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_Inquisition1.png,,,,,,,,,,,,,,,,,
20333,@Dunwood_Settlement_01,,,,true,,,275,false,false,2,,,,,,Dunwood_Settlement_01,,,,false,false,,,,,,,,,true,,,ENABLED,,0 0 0 0,,,300,500,60,25,0.25,8192
20334,@ui_poi_templeofsands_20334,,,,true,LyShineUI\Images\Map\Icon\POIs\ancient_temple_lg.png,,275,true,true,,,,,templeofsands_20334_discovered,templeofsands_20334_charted,templeofsands_20334,POI_State,ancient_tower,,false,false,Temple of Sands,,,,LyShineUI\Images\Map\tooltipImages\POI\brimstone_sands\mapTooltip_brimstone_POI_greatwall.png,,,,,,,,,,,,,,,,,
20336,@ui_poi_underworld_06,,,,true,LyShineUI\Images\Map\Icon\POIs\catacombs_generic.png,,275,true,true,,,,,catacomb_20336_discovered,catacomb_20336_charted,catacomb_20336,POI_State,corrupted_fort,,false,false,,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_Underworld.png,,,,,,,,,,,,,,,,,
20337,@ui_poi_underworld_07A,,,,true,LyShineUI\Images\Map\Icon\POIs\catacombs_generic.png,,275,true,true,,,,,catacomb_20337_discovered,catacomb_20337_charted,catacomb_20337,POI_State,corrupted_fort,,false,false,,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_Underworld.png,,,,,,,,,,,,,,,,,
20338,@ui_poi_boss_tower_20338,,,,true,LyShineUI\Images\Map\Icon\POIs\POI_TarotTower.png,,275,true,true,,,,,boss_tower_20338_discovered,boss_tower_20338_charted,boss_tower_20338,POI_State,corrupted_fort,,false,false,,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_TarotTower.png,,,,,,,,,,,,,,,,,
20339,@ui_poi_werebear_20339,,,,true,LyShineUI\Images\Map\Icon\POIs\azure_tree_elite.png,,275,true,true,,,,,werebear_20339_discovered,werebear_20339_charted,werebear_20339,POI_State,BerlaurDen,,false,false,,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_bearden.png,,,,,,,,,,,,,,,,,
20340,@ui_poi_werebear_20340,,,,true,LyShineUI\Images\Map\Icon\POIs\azure_tree_elite.png,,275,true,true,,,,,werebear_20340_discovered,werebear_20340_charted,werebear_20340,POI_State,BerlaurDen,,false,false,,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_bearden.png,,,,,,,,,,,,,,,,,
20341,@ui_poi_spiritshrine_20341,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_20341_charted,"spiritshrine_20341,fasttravel",POI_State,watchtower,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_spiritshrine_dunwood.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,,,
20342,@ui_poi_spiritshrine_20342,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_20342_charted,"spiritshrine_20342,fasttravel",POI_State,watchtower,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_spiritshrine_dunwood.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,,,
20343,@ui_poi_spiritshrine_20343,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_20343_charted,"spiritshrine_20343,fasttravel",POI_State,watchtower,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_spiritshrine_dunwood.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,,,
20344,@ui_poi_spiritshrine_20344,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_20344_charted,"spiritshrine_20344,fasttravel",POI_State,watchtower,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_spiritshrine_dunwood.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,,,
20345,@ui_poi_spiritshrine_20345,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_20345_charted,"spiritshrine_20345,fasttravel",POI_State,watchtower,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/POI/dunwood/mapTooltip_spiritshrine_dunwood.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,,,
20346,@ui_poi_factionarea_20346,,,,true,,,60,false,true,,,,,,factionarea_20346_charted,poi_20346_factionarea,POI_State,watchtower,,false,false,factionarea,,,,,,,,,,,,,,,,,,,,,
