TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POITag,AudioGroup,AudioState,AudioBank,CanPlaceCamp,CanPlacePvPCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GameMode,RecommendedLevel,GroupSize,IsCollapsible,UnchartedIcon,EventId,PhasingMode,PhasingAreaBoundsScale,PhasingBoundsMargin,PhasingEnterMargin,PhasingExitMargin,PhasingPopulationTarget,PhasingPopulationMax,PhasingSortPriority,PhasingAILeashOverride,PhasingProjectedACU,PhasingProjectedMemoryMb
30003,@ui_poi_fishing_village_30003,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,275,true,true,,,,,fishing_village_30003_discovered,fishing_village_30003_charted,fishing_village_30003,POI_State,fishing_village,,false,false,Redtide Fishery,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,,,,,,,,,,,,,,
30007,@ui_poi_fishing_village_30007,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,275,true,true,,,,,fishing_village_30007_discovered,fishing_village_30007_charted,fishing_village_30007,POI_State,fishing_village,,false,false,Flatfish Fishery,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_territory13.png,,,,,,,,,,,,,,,,,
30015,@ui_poi_fishing_village_30015,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village_elite.png,,275,true,true,,,,"CayoMuerte,Lost,EPOI",fishing_village_30015_discovered,fishing_village_30015_charted,"fishing_village_30015,elite",POI_State,fishing_village,,false,false,Festering Fishery,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_Elite_StoneSkullFort_Alt.png,,,3,,,,,,,,,,,,,,
30018,@ui_poi_fishing_village_30018,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,275,true,true,,,,,fishing_village_30018_discovered,fishing_village_30018_charted,fishing_village_30018,POI_State,fishing_village,,false,false,Fishbone Village,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shipwreck.png,,,,,,,,,,,,,,,,,
30021,@ui_poi_fishing_village_30021,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,275,true,true,,,,,fishing_village_30021_discovered,fishing_village_30021_charted,fishing_village_30021,POI_State,fishing_village,,false,false,Storm Coast,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shipwreck.png,,,,,,,,,,,,,,,,,
30023,@ui_poi_gator_island_30023,,,,true,LyShineUI/Images/Map/Icon/POIs/resource_run.png,,275,true,true,,,,,gator_island_30023_discovered,gator_island_30023_charted,gator_island_30023,POI_State,gator_island,,false,false,Ticking Waterway,,,,,,,,,,,,,,,,,,,,,
30025,@ui_poi_ghost_island_30025,,,,true,LyShineUI/Images/Map/Icon/POIs/resource_run.png,,275,true,true,,,,,ghost_island_30025_discovered,ghost_island_30025_charted,ghost_island_30025,POI_State,ghost_island,,false,false,Lightning Fields,,,,LyShineUI\Images\Map\tooltipImages\POI\cutlass_keys\mapTooltip_lightningfield.png,,,,,,,,,,,,,,,,,
30016,@ui_poi_pirate_fort_30016,,,,true,LyShineUI/Images/Map/Icon/POIs/cave_elite.png,,375,true,true,,,,"CayoMuerte,Lost,EPOI",pirate_fort_30016_discovered,pirate_fort_30016_charted,"pirate_fort_30016,elite",POI_State,pirate_fort,,false,false,Stone Skull Fort,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_Elite_StoneSkullFort.png,,,3,,,,,,,,,,,,,,
30017,@ui_poi_pirate_fort_30017,,,,true,LyShineUI/Images/Map/Icon/POIs/Fort.png,,275,true,true,,,,,pirate_fort_30017_discovered,pirate_fort_30017_charted,pirate_fort_30017,POI_State,pirate_fort,,false,false,Pond Scum Fort,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_fortress8.png,,,,,,,,,,,,,,,,,
30022,@ui_poi_pirate_village_30022,,,,true,LyShineUI/Images/Map/Icon/POIs/Fort_elite.png,,275,true,true,,,,"CayoMuerte,Lost,EPOI",pirate_village_30022_discovered,pirate_village_30022_charted,"pirate_village_30022,elite",POI_State,pirate_fort,,false,false,Pullpatch Cover,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_Elite_StoneSkullFort_Alt.png,,,3,,,,,,,,,,,,,,
30001,@ui_poi_shipwreck_30001,,,,true,LyShineUI/Images/Map/Icon/POIs/hero_shipwreck_elite.png,,275,true,true,,,,"CayoMuerte,Lost,EPOI",shipwreck_30001_discovered,shipwreck_30001_charted,"shipwreck_30001,elite",POI_State,shipwreck,Shipwreck,false,false,Clearmon's Doubt,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_Elite_StoneSkullFort_Alt.png,,,3,,,,,,,,,,,,,,
30006,@ui_poi_wolf_den_30006,,,,true,LyShineUI/Images/Map/Icon/POIs/cat_den.png,,275,true,true,,,,,wolf_den_30006_discovered,wolf_den_30006_charted,wolf_den_30006,POI_State,wolf_den,,false,false,Brighteye Den,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_catden.png,,,,,,,,,,,,,,,,,
30009,@ui_poi_wolf_den_30009,,,,true,LyShineUI/Images/Map/Icon/POIs/cat_den.png,,275,true,true,,,,,wolf_den_30009_discovered,wolf_den_30009_charted,wolf_den_30009,POI_State,wolf_den,,false,false,Snaggletooth Burrow,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_catden.png,,,,,,,,,,,,,,,,,
30026,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_30026_charted,FishingHotspot,POI_State,camp,,false,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,,,,,,,,,,,,,,
30027,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_30027_charted,FishingHotspot,POI_State,camp,,false,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,,,,,,,,,,,,,,
30028,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_30028_charted,FishingHotspot,POI_State,camp,,false,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,,,,,,,,,,,,,
30029,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_30029_charted,FishingHotspot,POI_State,camp,,false,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,,,,,,,,,,,,,
30030,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_30030_charted,FishingHotspot,POI_State,camp,,false,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,,,,,,,,,,,,,
30031,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_30031_charted,FishingHotspot,POI_State,camp,,false,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,,,,,,,,,,,,,
30032,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_30032_charted,FishingHotspot,POI_State,camp,,false,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,,,,,,,,,,,,,
30033,@ui_poi_corrupted_fort_30033,,,,true,LyShineUI/Images/Map/Icon/POIs/Cave.png,,275,true,true,,,,,corrupted_fort_30033_discovered,corrupted_fort_30033_charted,corrupted_fort_30033,POI_State,corrupted_fort,,false,false,Lair of the Damned,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_darkness_minor_hive.png,,,,,,,,,,,,,,,,,
30034,@ui_poi_proving_grounds_30034,,,,true,LyShineUI\Images\Map\Icon\POIs\provingGrounds.png,,275,true,true,,,,,proving_grounds_30034_discovered,proving_grounds_30034_charted,proving_grounds_30034,POI_State,camp,,false,false,Proving Grounds,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_outpostRush_gate.png,,,,,,,,,,,,,,,,,
30035,@ui_poi_factionarea_30035,,,,true,,,60,false,true,,,,,,factionarea_30035_charted,poi_30035_factionarea,POI_State,factionarea,,true,true,Faction Area,,,,,,,,,,,,,,,,,,,,,
30036,@ui_poi_factionarea_30036,,,,true,,,60,false,true,,,,,,factionarea_30036_charted,poi_30036_factionarea,POI_State,factionarea,,true,true,Faction Area,,,,,,,,,,,,,,,,,,,,,
30037,@ui_poi_factionarea_30037,,,,true,,,60,false,true,,,,,,factionarea_30037_charted,poi_30037_factionarea,POI_State,factionarea,,true,true,Faction Area,,,,,,,,,,,,,,,,,,,,,
30038,@ui_poi_spiritshrine_01_30038,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_01_30038_charted,"spiritshrine_01_30038,fasttravel",POI_State,spiritshrine,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,
30039,@ui_poi_spiritshrine_02_30039,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_02_30039_charted,"spiritshrine_02_30039,fasttravel",POI_State,spiritshrine,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,
30040,@ui_poi_dungeon_cutlasskeys_30040,,,,true,LyShineUI/Images/Map/Icon/POIs/expedition.png,,150,true,true,,,,,dungeon_cutlasskeys_30040_discovered,dungeon_cutlasskeys_30040_charted,dungeon_barnacles,POI_State,dungeon_barnacles,,false,false,,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_DungeonCutlassKeys00.png,DungeonCutlassKeys00,,,,,,,,,,,,,,,,
30041,@ui_poi_spiritshrine_03_30041,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_03_30041_charted,"spiritshrine_03_30041,fasttravel",POI_State,spiritshrine,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,
30042,@ui_poi_spiritshrine_04_30042,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_04_30042_charted,"spiritshrine_04_30042,fasttravel",POI_State,spiritshrine,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,
30043,@ui_poi_spiritshrine_05_30043,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_05_30043_charted,"spiritshrine_05_30043,fasttravel",POI_State,spiritshrine,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,
30044,@CutlassKeys_Settlement_01,,,,true,,,100,false,false,2,,,,,,CutlassKeys_Settlement_01,,,,false,false,,,,,,,,,true,,,,,,,,,,,,,
30046,@Cutlass_Keys_Tower_02,,,,true,,LyShineUI/Images/Map/Icon/POIs/InfluenceTower_Active.dds,225,false,true,1,,,,,Cutlass_Keys_Tower_02_30046_charted,Cutlass_Keys_Influence_Tower_02,POI_State,factionarea,,false,false,Cutlass_Keys_Influence_Tower_02,,,,,,,,,,,,,,,,,,,,,
30047,@Cutlass_Keys_Tower_03,,,,true,,LyShineUI/Images/Map/Icon/POIs/InfluenceTower_Active.dds,225,false,true,1,,,,,Cutlass_Keys_Tower_03_30047_charted,Cutlass_Keys_Influence_Tower_03,POI_State,factionarea,,false,false,Cutlass_Keys_Influence_Tower_03,,,,,,,,,,,,,,,,,,,,,
30048,@ui_poi_spiritshrine_06_30048,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_06_30048_charted,"spiritshrine_06_30048,fasttravel",POI_State,spiritshrine,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,
30049,@ui_poi_fishingvillage_30049,,,,true,LyShineUI\Images\Map\Icon\POIs\Shipwreck.png,,275,true,true,,,,,fishingvillage_30049_discovered,fishingvillage_30049_charted,fishingvillage_30049,POI_State,fishing_village,,false,false,Sable Port,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shipwreck.png,,,,,,,,,,,,,,,,,
30050,@ui_poi_spiritshrine_07_30050,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_07_30050_charted,"spiritshrine_07_30050,fasttravel",POI_State,spiritshrine,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,
30051,@ui_poi_spiritshrine_08_30051,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_08_30051_charted,"spiritshrine_08_30051,fasttravel",POI_State,spiritshrine,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,
30052,@ui_poi_spiritshrine_09_30052,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_09_30052_charted,"spiritshrine_09_30052,fasttravel",POI_State,spiritshrine,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,
30053,@ui_poi_spiritshrine_10_30053,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_10_30053_charted,"spiritshrine_10_30053,fasttravel",POI_State,spiritshrine,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,
30054,@ui_poi_spiritshrine_11_30054,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_11_30054_charted,"spiritshrine_11_30054,fasttravel",POI_State,spiritshrine,,false,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,,,,,,,,,,,
30055,@ui_poi_ghost_forest_30055,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_grove.png,,275,true,true,,,,,ghost_forest_30055_discovered,ghost_forest_30055_charted,ghost_forest_30055,POI_State,ghost_island,,false,false,Spectral Forest,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_territory5.png,,,,,,,,,,,,,,,,,
30060,@ui_poi_corrupted_fort_30060,,,,true,LyShineUI/Images/Map/Icon/POIs/Fort.png,,275,true,true,,,,,corrupted_fort_30020_discovered,corrupted_fort_30020_charted,corrupted_fort_30020,POI_State,pirate_fort,,false,false,Fort Barnacles,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_fortress8.png,,,,,,,,,,,,,,,,,
30061,@ui_poi_shanty_30061,,,,true,LyShineUI/Images/Map/Icon/POIs/Fort.png,,275,true,true,,,,,shanty_30061_discovered,shanty_30061_charted,shanty_30061,POI_State,pirate_fort,,false,false,Flotsam Gate,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_fortress8.png,,,,,,,,,,,,,,,,,
30062,@ui_poi_fishingvillage_30062,,,,true,LyShineUI/Images/Map/Icon/POIs/Fort.png,,275,true,true,,,,,fishingvillage_30062_discovered,fishingvillage_30062_charted,fishingvillage_30062,POI_State,fishing_village,,false,false,River's Crossing,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_fortress9.png,,,,,,,,,,,,,,,,,
30063,@ui_poi_fishingvillage_30063,,,,true,LyShineUI/Images/Map/Icon/POIs/Fort.png,,275,true,true,,,,,fishingvillage_30063_discovered,fishingvillage_30063_charted,fishingvillage_30063,POI_State,fishing_village,,false,false,Spire Rock Fort,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_fortress4.png,,,,,,,,,,,,,,,,,
30064,@ui_poi_cave2_30064,,,,true,LyShineUI/Images/Map/Icon/POIs/Cave.png,,275,true,true,,,,,cave2_30008_discovered,cave2_30008_charted,cave2_30008,POI_State,cave,,false,false,Rothoard Vault,,,,LyShineUI\Images\Map\tooltipImages\POI\cutlass_keys\mapTooltip_goldpile.png,,,,,,,,,,,,,,,,,
30065,@ui_poi_wolfden1_30065,,,,true,LyShineUI/Images/Map/Icon/POIs/Cave.png,,275,true,true,,,,,wolfden1_30006_discovered,wolfden1_30006_charted,wolfden1_30006,POI_State,wolf_den,,false,false,Gold Den,,,,LyShineUI\Images\Map\tooltipImages\POI\cutlass_keys\mapTooltip_goldpile.png,,,,,,,,,,,,,,,,,
30066,@ui_poi_wolfden2_30066,,,,true,LyShineUI/Images/Map/Icon/POIs/Cave.png,,275,true,true,,,,,wolfden2_30009_discovered,wolfden2_30009_charted,wolfden2_30009,POI_State,wolf_den,,false,false,Diamond Burrow,,,,LyShineUI\Images\Map\tooltipImages\POI\cutlass_keys\mapTooltip_goldpile.png,,,,,,,,,,,,,,,,,
30068,@ui_poi_hauntedwoods_30068,,,,true,LyShineUI/Images/Map/Icon/POIs/azure_tree_elite.png,,275,true,true,,,,"CayoMuerte,Lost,EPOI",hauntedwoods_30068_discovered,hauntedwoods_30068_charted,"hauntedwoods_30068,elite",POI_State,ghost_island,,false,false,Skinflint Thicket,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_Elite_StoneSkullFort_Alt.png,,,3,,,,,,,,,,,,,,
30069,@ui_poi_undeadclearing_30069,,,,true,LyShineUI/Images/Map/Icon/POIs/graveyard_elite.png,,275,true,true,,,,"CayoMuerte,Lost,EPOI",undeadclearing_30069_discovered,undeadclearing_30069_charted,"undeadclearing_30069,elite",POI_State,ghost_island,,false,false,Undead Clearing,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_Elite_StoneSkullFort_Alt.png,,,3,,,,,,,,,,,,,,
30070,@ui_poi_piratespass_30070,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,275,true,true,,,,,piratespass_30070_discovered,piratespass_30070_charted,piratespass_30070,POI_State,ancient_ruins,,false,false,Pirate's Pass,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,,,,,,,,,,,,
30071,@ui_poi_sableprison_30071,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,275,true,true,,,,,sableprison_30071_discovered,sableprison_30071_charted,sableprison_30071,POI_State,ancient_ruins,,false,false,Sable Prison,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,,,,,,,,,,,,
30072,@ui_poi_raid_boat_30072,,,,true,LyShineUI/Images/Map/Icon/POIs/raid.png,,150,true,true,,,,,raid_cutlasskeys_30072_discovered,raid_cutlasskeys_30072_charted,raid_hiveofgorgons,POI_State,raid_hiveofgorgons,,false,false,Hive of Gorgons,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_RaidCutlassKeys00.png,RaidCutlassKeys00,70,10,,,,,,,,,,,,,,
30073,@ui_poi_bridge_ck_revamp_30073,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,275,true,true,,,,,bridge_30073_discovered,bridge_30073_charted,bridge_30073,POI_State,ancient_tower,,false,false,Pierre Bridge,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,,,,,,,,,,,,
30074,@ui_poi_ancient_ruins_30074,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,275,true,true,,,,,ancient_ruins_30012_discovered,ancient_ruins_30012_charted,ancient_ruins_30012,POI_State,ancient_ruins,,false,false,Cursed Steps,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,,,,,,,,,,,,
30075,@ui_poi_ancient_bridge_30075,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_sm.png,,275,true,true,,,,,ancient_bridge_30013_discovered,ancient_bridge_30013_charted,ancient_bridge_30013,POI_State,ancient_ruins,,false,false,Admiral's Walk,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,,,,,,,,,,,,,
