TerritoryID,NameLocalizationKey,IsPOI,IsDiscoverable,IsChartable,DefaultAchievement,LootTags,DiscoveredAchievement,ChartedAchievement,POITag,AudioGroup,AudioState,POILevel,CanPlaceCamp,IsArea,PoiDiscoveryXpModifier,AIVariantLevelOverride,AIVariantVitalsCategoryPostfixOverride
9114,@ui_area_windswardshores_4,true,,true,,,,windswardshores4_9114_charted,windswardshores4,Music_Territory,Windsward Shores,2,true,true,0,32,
9115,@ui_area_windswardshores_5,true,,true,,,,windswardshores5_9115_charted,windswardshores5,Music_Territory,Windsward Shores,2,true,true,0,31,
9116,@ui_area_windswardshores_6,true,,true,,,,windswardshores6_9116_charted,windswardshores6,Music_Territory,Windsward Shores,2,true,true,0,35,
9117,@ui_area_windswardshores_7,true,,true,,,,windswardshores7_9117_charted,windswardshores7,Music_Territory,Windsward Shores,2,true,true,0,34,
9118,@ui_area_windswardshores_8,true,,true,,,,windswardshores8_9118_charted,windswardshores8,Music_Territory,Windsward Shores,2,true,true,0,35,
9119,@ui_area_windswardshores_9,true,,true,,,,windswardshores9_9119_charted,windswardshores9,Music_Territory,Windsward Shores,2,true,true,0,40,
9121,@ui_area_eastconsolation_1,true,,true,,,,eastconsolation1_9121_charted,eastconsolation1,Music_Territory,East Consolation,2,true,true,0,42,
9122,@ui_area_eastconsolation_2,true,,true,,,,eastconsolation2_9122_charted,eastconsolation2,Music_Territory,East Consolation,2,true,true,0,43,
9123,@ui_area_eastconsolation_3,true,,true,,,,eastconsolation3_9123_charted,eastconsolation3,Music_Territory,East Consolation,2,true,true,0,45,
9124,@ui_area_eastconsolation_4,true,,true,,,,eastconsolation4_9124_charted,eastconsolation4,Music_Territory,East Consolation,2,true,true,0,45,
9125,@ui_area_eastconsolation_5,true,,true,,,,eastconsolation5_9125_charted,eastconsolation5,Music_Territory,East Consolation,2,true,true,0,46,
9131,@ui_area_morrowtide_1,true,,true,,,,morrowtide1_9131_charted,morrowtide1,Music_Territory,Morrowtide,2,true,true,0,46,
9132,@ui_area_morrowtide_2,true,,true,,,,morrowtide2_9132_charted,morrowtide2,Music_Territory,Morrowtide,2,true,true,0,46,
9133,@ui_area_morrowtide_3,true,,true,,,,morrowtide3_9133_charted,morrowtide3,Music_Territory,Morrowtide,2,true,true,0,46,
9134,@ui_area_morrowtide_4,true,,true,,,,morrowtide4_9134_charted,morrowtide4,Music_Territory,Morrowtide,2,true,true,0,47,
9135,@ui_area_morrowtide_5,true,,true,,,,morrowtide5_9135_charted,morrowtide5,Music_Territory,Morrowtide,2,true,true,0,47,
9136,@ui_area_morrowtide_6,true,,true,,,,morrowtide6_9136_charted,morrowtide6,Music_Territory,Morrowtide,2,true,true,0,48,
9137,@ui_area_morrowtide_7,true,,true,,,,morrowtide7_9137_charted,morrowtide7,Music_Territory,Morrowtide,2,true,true,0,50,
9138,@ui_area_morrowtide_8,true,,true,,,,morrowtide8_9138_charted,morrowtide8,Music_Territory,Morrowtide,2,true,true,0,49,
9139,@ui_area_morrowtide_9,true,,true,,,,morrowtide9_9139_charted,morrowtide9,Music_Territory,Morrowtide,2,true,true,0,49,
9140,@ui_area_morrowtide_10,true,,true,,,,morrowtide10_9140_charted,morrowtide10,Music_Territory,Morrowtide,2,true,true,0,50,
9141,@ui_area_morrowtide_11,true,,true,,,,morrowtide11_9141_charted,morrowtide11,Music_Territory,Morrowtide,2,true,true,0,50,
9142,@ui_area_morrowtide_12,true,,true,,,,morrowtide12_9142_charted,morrowtide12,Music_Territory,Morrowtide,2,true,true,0,50,
9151,@ui_area_weaversfen_1,true,,true,,,,weaversfen1_9151_charted,weaversfen1,Music_Territory,Weavers Fen,2,true,true,0,33,
9152,@ui_area_weaversfen_2,true,,true,,,,weaversfen2_9152_charted,weaversfen2,Music_Territory,Weavers Fen,2,true,true,0,36,
9153,@ui_area_weaversfen_3,true,,true,,,,weaversfen3_9153_charted,weaversfen3,Music_Territory,Weavers Fen,2,true,true,0,40,
9154,@ui_area_weaversfen_4,true,,true,,,,weaversfen4_9154_charted,weaversfen4,Music_Territory,Weavers Fen,2,true,true,0,30,
9155,@ui_area_weaversfen_5,true,,true,,,,weaversfen5_9155_charted,weaversfen5,Music_Territory,Weavers Fen,2,true,true,0,39,
9156,@ui_area_weaversfen_6,true,,true,,,,weaversfen6_9156_charted,weaversfen6,Music_Territory,Weavers Fen,2,true,true,0,35,
9157,@ui_area_weaversfen_7,true,,true,,,,weaversfen7_9157_charted,weaversfen7,Music_Territory,Weavers Fen,2,true,true,0,31,
9158,@ui_area_weaversfen_8,true,,true,,,,weaversfen8_9158_charted,weaversfen8,Music_Territory,Weavers Fen,2,true,true,0,40,
9159,@ui_area_reekwater_1,true,,true,,,,reekwater1_9159_charted,reekwater1,Music_Territory,Reekwater,2,true,true,0,60,
9160,@ui_area_reekwater_2,true,,true,,,,reekwater2_9160_charted,reekwater2,Music_Territory,Reekwater,2,true,true,0,60,
9161,@ui_area_reekwater_3,true,,true,,,,reekwater3_9161_charted,reekwater3,Music_Territory,Reekwater,2,true,true,0,60,
9162,@ui_area_reekwater_4,true,,true,,,,reekwater4_9162_charted,reekwater4,Music_Territory,Reekwater,2,true,true,0,60,
9163,@ui_area_reekwater_5,true,,true,,,,reekwater5_9163_charted,reekwater5,Music_Territory,Reekwater,2,true,true,0,60,
9164,@ui_area_reekwater_6,true,,true,,,,reekwater6_9164_charted,reekwater6,Music_Territory,Reekwater,2,true,true,0,61,
9165,@ui_area_reekwater_7,true,,true,,,,reekwater7_9165_charted,reekwater7,Music_Territory,Reekwater,2,true,true,0,62,
9166,@ui_area_reekwater_8,true,,true,,,,reekwater8_9166_charted,reekwater8,Music_Territory,Reekwater,2,true,true,0,62,
9167,@ui_area_reekwater_9,true,,true,,,,reekwater9_9167_charted,reekwater9,Music_Territory,Reekwater,2,true,true,0,64,
9168,@ui_area_reekwater_10,true,,true,,,,reekwater10_9168_charted,reekwater10,Music_Territory,Reekwater,2,true,true,0,66,
9169,@ui_area_reekwater_11,true,,true,,,,reekwater11_9169_charted,reekwater11,Music_Territory,Reekwater,2,true,true,0,66,
9170,@ui_area_brightwood_9,true,,true,,,,brightwood9_9170_charted,brightwood9,Music_Territory,Brightwoods,2,true,true,0,28,
9181,@ui_area_ebonscalereach_1,true,,true,,,,ebonscalereach1_9181_charted,ebonscalereach1,Music_Territory,Ebonscale Reach,2,true,true,0,52,
9182,@ui_area_ebonscalereach_2,true,,true,,,,ebonscalereach2_9182_charted,ebonscalereach2,Music_Territory,Ebonscale Reach,2,true,true,0,54,
9183,@ui_area_ebonscalereach_3,true,,true,,,,ebonscalereach3_9183_charted,ebonscalereach3,Music_Territory,Ebonscale Reach,2,true,true,0,56,
9184,@ui_area_ebonscalereach_4,true,,true,,,,ebonscalereach4_9184_charted,ebonscalereach4,Music_Territory,Ebonscale Reach,2,true,true,0,57,
9185,@ui_area_ebonscalereach_5,true,,true,,,,ebonscalereach5_9185_charted,ebonscalereach5,Music_Territory,Ebonscale Reach,2,true,true,0,60,
9186,@ui_area_ebonscalereach_6,true,,true,,,,ebonscalereach6_9186_charted,ebonscalereach6,Music_Territory,Ebonscale Reach,2,true,true,0,60,
9187,@ui_area_ebonscalereach_7,true,,true,,,,ebonscalereach7_9187_charted,ebonscalereach7,Music_Territory,Ebonscale Reach,2,true,true,0,60,
9188,@ui_area_ebonscalereach_8,true,,true,,,,ebonscalereach8_9188_charted,ebonscalereach8,Music_Territory,Ebonscale Reach,2,true,true,0,66,
