TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POITag,AudioGroup,AudioState,CanPlaceCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GroupSize,GameMode,UnchartedIcon,EventId
40211,@ui_poi_abandoned_village_40211,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40211_discovered,abandoned_village_40211_charted,abandoned_village_40211,Music_POI,abandoned_village,0,@ui_poi_abandoned_village_40211,,,,,,,,
40212,@ui_poi_abandoned_village_40212,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40212_discovered,abandoned_village_40212_charted,abandoned_village_40212,Music_POI,abandoned_village,0,@ui_poi_abandoned_village_40212,,,,,,,,
40213,@ui_poi_abandoned_village_40213,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40213_discovered,abandoned_village_40213_charted,abandoned_village_40213,Music_POI,abandoned_village,0,@ui_poi_abandoned_village_40213,,,,,,,,
40214,@ui_poi_dryad_ruins_40214,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_ruins.png,,100,true,true,,,,,ancient_ruins_40214_discovered,ancient_ruins_40214_charted,ancient_ruins_40214,Music_POI,ancient_ruins,0,Dryad Ruins,"AngryEarth,Dryad",,5,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,
40215,@ui_poi_ancient_tower_40215,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_tower.png,,150,true,true,,,,,ancient_tower_40215_discovered,ancient_tower_40215_charted,ancient_tower_40215,Music_POI,ancient_tower,0,Ancient Lookout Canis,Ancient,20,1,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_canis.png,,,,
40216,@ui_poi_ancient_tower_40216,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_tower.png,,150,true,true,,,,,ancient_tower_40216_discovered,ancient_tower_40216_charted,ancient_tower_40216,Music_POI,ancient_tower,0,Ancient Lookout Hercules,Ancient,18-20,1,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_everfall_tower.png,,,,
40217,@ui_poi_ancient_tower_40217,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_tower.png,,150,true,true,,,,,ancient_tower_40217_discovered,ancient_tower_40217_charted,ancient_tower_40217,Music_POI,ancient_tower,0,Ancient Lookout Leo,Ancient,16-20,1,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_everfall_tower.png,,,,
40218,@ui_poi_ancient_tower_40218,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_tower.png,,150,true,true,,,,,ancient_tower_40218_discovered,ancient_tower_40218_charted,ancient_tower_40218,Music_POI,ancient_tower,0,Ancient Lookout Norma,Ancient,16-20,1,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_everfall_tower.png,,,,
40219,@ui_poi_ancient_tower_40219,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_tower.png,,150,true,true,,,,,ancient_tower_40219_discovered,ancient_tower_40219_charted,ancient_tower_40219,Music_POI,ancient_tower,0,Ancient Lookout Lupus,Ancient,18-20,1,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_everfall_tower.png,,,,
40220,@ui_poi_ancient_tower_40220,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_tower.png,,150,true,true,,,,,ancient_tower_40220_discovered,ancient_tower_40220_charted,ancient_tower_40220,Music_POI,ancient_tower,0,Ancient Lookout Perseus,Ancient,18-20,1,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_everfall_tower.png,,,,
40221,@ui_poi_brightwoodsisle_40221,,,,true,LyShineUI/Images/Map/Icon/POIs/graveyard_elite.png,,375,true,true,,,,"BrightIsle,Lost",brightwoodsisle_40221_discovered,brightwoodsisle_40221_charted,"brightwoodsisle_40221,elite",Music_POI,brightwoodsisle,0,Brightwood Isle,"Lost,Withered",26-35,15,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_Elite_BrightwoodIsle.png,3,,,
40222,@ui_poi_azure_tree_40222,,,,true,LyShineUI/Images/Map/Icon/POIs/azure_tree.png,,200,true,true,,,,,azure_tree_40222_discovered,azure_tree_40222_charted,azure_tree_40222,Music_POI,azure_tree,0,Azoth Tree,AngryEarth,,0,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_azoth_tree.png,1,,,
40223,@ui_poi_ancient_ruins_40223,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,100,true,true,,,,,ancient_ruins_40223_discovered,ancient_ruins_40223_charted,ancient_ruins_40223,Music_POI,ancient_ruins,0,Ancient Ruins Arcturus,Ancient,18-20,9,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,
40224,@ui_poi_blighted_cave_40224,,,,true,LyShineUI/Images/Map/Icon/POIs/excavation.png,,100,true,true,,,,,cave_40224_discovered,cave_40224_charted,cave_40224,Music_POI,cave,0,,,55,0,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_mine.png,,,,
40225,@ui_poi_bear_den_40225,,,,true,LyShineUI/Images/Map/Icon/POIs/bear_den.png,,100,true,true,,,,,bear_den_40225_discovered,bear_den_40225_charted,bear_den_40225,Music_POI,bear_den,0,@ui_poi_bear_den_40225,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_bearden.png,,,,
40226,@ui_poi_wolf_den_40226,,,,true,LyShineUI/Images/Map/Icon/POIs/wolf_den.png,,100,true,true,,,,,wolf_den_40226_discovered,wolf_den_40226_charted,wolf_den_40226,Music_POI,wolf_den,0,Midnight Den,"Beast,Wolf,Predator",13-16,0,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_wolfDen.png,,,,
40227,@ui_poi_undeadbastion_40227,,,,true,LyShineUI/Images/Map/Icon/POIs/cave.png,,300,true,true,,,,,undead_bastion_40227_discovered,undead_bastion_40227_charted,undead_bastion_40227,Music_POI,bastion,0,Riverworn Grotto,"Undead,Pirate",21-15,9,LyShineUI\Images\Map\tooltipImages\mapTooltip_outpostRush_command.png,,,,
40228,@ui_poi_wolf_den_40228,,,,true,LyShineUI/Images/Map/Icon/POIs/wolf_den.png,,100,true,true,,,,,wolf_den_40228_discovered,wolf_den_40228_charted,wolf_den_40228,Music_POI,wolf_den,0,Grey Wolf Den,"Beast,Predator,Wolf",13-16,0,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_wolfDen.png,,,,
40229,@ui_poi_dryad_cavern_40229,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_cave.png,,100,true,true,,,,,cave_40229_discovered,cave_40229_charted,cave_40229,Music_POI,cave,0,Verdant Cavern,"AngryEarth,Dryad",,0,LyShineUI\Images\Map\tooltipImages\mapTooltip_territory14.png,,,,
40230,@ui_poi_wolf_den_40230,,,,true,LyShineUI/Images/Map/Icon/POIs/wolf_den.png,,100,true,true,,,,,wolf_den_40230_discovered,wolf_den_40230_charted,wolf_den_40230,Music_POI,ancient_ruins,0,Crawtick Cave,"Beast,Wolf,Predator",13-16,0,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_wolfDen.png,,,,
40231,@ui_poi_azure_fissure_40231,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40231_discovered,azure_fissure_40231_charted,azure_fissure_40231,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40231,,,,,,,,
40232,@ui_poi_azure_fissure_40232,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40232_discovered,azure_fissure_40232_charted,azure_fissure_40232,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40232,,,,,,,,
40233,@ui_poi_azure_fissure_40233,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40233_discovered,azure_fissure_40233_charted,azure_fissure_40233,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40233,,,,,,,,
40234,@ui_poi_azure_fissure_40234,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40234_discovered,azure_fissure_40234_charted,azure_fissure_40234,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40234,,,,,,,,
40235,@ui_poi_azure_fissure_40235,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40235_discovered,azure_fissure_40235_charted,azure_fissure_40235,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40235,,,,,,,,
40236,@ui_poi_azure_fissure_40236,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40236_discovered,azure_fissure_40236_charted,azure_fissure_40236,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40236,,,,,,,,
40237,@ui_poi_azure_fissure_40237,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40237_discovered,azure_fissure_40237_charted,azure_fissure_40237,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40237,,,,,,,,
40238,@ui_poi_azure_fissure_40238,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40238_discovered,azure_fissure_40238_charted,azure_fissure_40238,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40238,,,,,,,,
40239,@ui_poi_azure_fissure_40239,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40239_discovered,azure_fissure_40239_charted,azure_fissure_40239,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40239,,,,,,,,
40240,@ui_poi_azure_fissure_40240,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40240_discovered,azure_fissure_40240_charted,azure_fissure_40240,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40240,,,,,,,,
40241,@ui_poi_azure_fissure_40241,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40241_discovered,azure_fissure_40241_charted,azure_fissure_40241,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40241,,,,,,,,
40242,@ui_poi_azure_fissure_40242,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40242_discovered,azure_fissure_40242_charted,azure_fissure_40242,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40242,,,,,,,,
40243,@ui_poi_azure_fissure_40243,,,,true,LyShineUI/Images/Map/Icon/POIs/AzureFissure.png,,40,true,true,,,,,azure_fissure_40243_discovered,azure_fissure_40243_charted,azure_fissure_40243,Music_POI,azure_fissue,0,@ui_poi_azure_fissure_40243,,,,,,,,
40244,@ui_poi_outpost_42_1_40244,,,,true,LyShineUI/Images/Map/Icon/POIs/outpost.png,LyShineUI/Images/Map/Icon/POIs/outpost_compass.png,40,true,true,2,d5443829-4585-3e14-b78d-d4bf1151fd62,,,,,,Music_POI,outpost,0,@ui_poi_outpost_42_1_40244,,,,,,,,
40245,@ui_poi_abandoned_fishing_village_40245,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_fishing_village.png,,150,true,true,,,,,abandoned_fishing_village_40245_discovered,abandoned_fishing_village_40245_charted,abandoned_fishing_village_40245,Music_POI,abandoned_village,0,Salmonspawn,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,
40246,@ui_poi_abandoned_fishing_village_40246,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_fishing_village.png,,150,true,true,,,,,abandoned_fishing_village_40246_discovered,abandoned_fishing_village_40246_charted,abandoned_fishing_village_40246,Music_POI,abandoned_village,0,Meadow Lake Fishery,"Lost,Withered",9-12,6,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,
40247,@ui_poi_blighted_cave_40247,,,,true,LyShineUI/Images/Map/Icon/POIs/Mine.png,,100,true,true,,,,,cave_40247_discovered,cave_40247_charted,cave_40247,Music_POI,cave,0,,,55,0,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_mine.png,,,,
40248,@ui_poi_dryad_cavern_40248,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_cave.png,,100,true,true,,,,,cave_40248_discovered,cave_40248_charted,cave_40248,Music_POI,cave,0,Lush Hideaway,"AngryEarth,Elemental,Bear",58,0,LyShineUI\Images\Map\tooltipImages\mapTooltip_territory14.png,,,,
40249,@ui_poi_haunted_village_40249,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40249_discovered,abandoned_village_40249_charted,abandoned_village_40249,Music_POI,abandoned_village,0,Brighton,"Lost,Withered",26-30,9,,,,,
40250,@ui_poi_haunted_village_40250,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40250_discovered,abandoned_village_40250_charted,abandoned_village_40250,Music_POI,abandoned_village,0,Twineborough,"Lost,Wraith,Withered",26,3,,,,,
40251,@ui_poi_haunted_farm_40251,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_farm_village.png,,150,true,true,,,,,abandoned_farm_village_40251_discovered,abandoned_farm_village_40251_charted,abandoned_farm_village_40251,Music_POI,abandoned_village,0,Sinanovic Farm,"Lost,Wraith,Withered,Undead",26-28,4,,,,,
40252,@ui_poi_haunted_graveyard_40252,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40252_discovered,abandoned_village_40252_charted,abandoned_village_40252,Music_POI,abandoned_village,0,Haunted Resting Place,"Lost,Wraith,Withered,Undead",26-28,1,,,,,
40253,@ui_poi_roots_of_pain_40253,,,,true,LyShineUI/Images/Map/Icon/POIs/azure_tree.png,,150,true,true,,,,,abandoned_village_40253_discovered,abandoned_village_40253_charted,abandoned_village_40253,Music_POI,abandoned_village,0,Roots of Pain,"Lost,Wraith,Withered,Undead",26-30,0,,,,,
40254,@ui_poi_haunted_village_40254,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40254_discovered,abandoned_village_40254_charted,abandoned_village_40254,Music_POI,abandoned_village,0,Tormented Village,"Lost,Wraith,Withered,Undead",26-28,4,,,,,
40255,@ui_poi_haunted_farm_40255,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_farm_village.png,,150,true,true,,,,,abandoned_farm_village_40255_discovered,abandoned_farm_village_40255_charted,abandoned_farm_village_40255,Music_POI,abandoned_village,0,Farm of Anguish,"Lost,Wraith,Withered,Undead",26-28,1,,,,,
40256,@ui_poi_haunted_village_40256,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40256_discovered,abandoned_village_40256_charted,abandoned_village_40256,Music_POI,abandoned_village,0,Haunted Hamlet,"Lost,Wraith,Withered,Undead",26-28,4,,,,,
40257,@ui_poi_haunted_village_40257,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40257_discovered,abandoned_village_40257_charted,abandoned_village_40257,Music_POI,abandoned_village,0,Haunted Town Center,"Lost,Wraith,Withered,Undead",26-30,11,,,,,
40258,@ui_poi_haunted_graveyard_40258,,,,true,LyShineUI/Images/Map/Icon/POIs/graveyard.png,,150,true,true,,,,,abandoned_village_40258_discovered,abandoned_village_40258_charted,abandoned_village_40258,Music_POI,abandoned_village,0,Haunted Graveyard,"Lost,Wraith,Withered,Undead",26-28,0,,,,,
40259,@ui_poi_haunted_church_40259,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40259_discovered,abandoned_village_40259_charted,abandoned_village_40259,Music_POI,abandoned_village,0,Haunted Church,"Lost,Wraith,Withered,Undead",26-30,6,,,,,
40260,@ui_poi_haunted_church_40260,,,,true,LyShineUI\Images\Map\Icon\POIs\cathedral.png,,151,true,true,,,,,abandoned_village_40260_discovered,abandoned_village_40260_charted,abandoned_village_40260,Music_POI,abandoned_village,0,Cursed Church,"Lost,Wraith,Withered,Undead",26-30,0,,,,,
40261,@ui_poi_haunted_village_40261,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40261_discovered,abandoned_village_40261_charted,abandoned_village_40261,Music_POI,abandoned_village,0,Boughton,"Lost,Wraith,Withered,Undead",26-30,7,,,,,
40262,@ui_poi_haunted_village_40262,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40262_discovered,abandoned_village_40262_charted,abandoned_village_40262,Music_POI,abandoned_village,0,Wraithburg,"Lost,Wraith,Withered,Undead",26-28,4,,,,,
40263,@ui_poi_haunted_village_40263,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,151,true,true,,,,,abandoned_village_40263_discovered,abandoned_village_40263_charted,abandoned_village_40263,Music_POI,abandoned_village,0,Brackwater Village,"Lost,Wraith,Withered,Undead",26-28,4,,,,,
40264,@ui_poi_haunted_graveyard_40264,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_village.png,,150,true,true,,,,,abandoned_village_40264_discovered,abandoned_village_40264_charted,abandoned_village_40264,Music_POI,abandoned_village,0,Brackwater Graveyard,"Lost,Wraith,Withered,Undead",26-30,1,,,,,
40266,@ui_poi_haunted_village_40266,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_farm_village.png,,150,true,true,,,,,abandoned_village_40266_discovered,abandoned_village_40266_charted,abandoned_village_40266,Music_POI,farm,0,Daybreak Borough,"Lost,Withered",17-20,8,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_farm.png,,,,
40267,@ui_poi_abandoned_farm_village_40267,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_farm_village.png,,150,true,true,,,,,abandoned_farm_village_40267_discovered,abandoned_farm_village_40267_charted,abandoned_farm_village_40267,Music_POI,farm,0,Fallowhill Farm,"Lost,Withered",9-12,8,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_farm.png,,,,
40268,@ui_poi_green_defile_40268,,,,true,LyShineUI/Images/Map/Icon/POIs/angryearth_grove.png,,300,true,true,,,,,green_defile_40268_discovered,green_defile_40268_charted,green_defile_40268,Music_POI,green_defile,0,Green Defile,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_territory14.png,,,,
40269,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_40269_charted,FishingHotspot,Music_POI,camp,0,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,
40272,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_40272_charted,FishingHotspot,Music_POI,camp,0,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,
40274,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_40274_charted,FishingHotspot,Music_POI,camp,0,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,
40270,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_40270_charted,FishingHotspot,Music_POI,camp,0,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,
40271,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_40271_charted,FishingHotspot,Music_POI,camp,0,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,
40273,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_40273_charted,FishingHotspot,Music_POI,camp,0,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,
40275,@ui_poi_alligator_habitat_40275,,,,true,LyShineUI\Images\Map\Icon\POIs\alligator.png,,100,true,true,,,,,alligator_habitat_40275_discovered,alligator_habitat_40275_charted,alligator_habitat_40275,Music_POI,wolf_den,0,,"Beast,Predator,Alligator",51-52,0,LyShineUI/Images/Map/tooltipImages/mapTooltip_territory5.png,,,,
40276,@ui_poi_covenant_outpost_40276,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,100,true,true,,,,,covenant_outpost_40276_discovered,covenant_outpost_40276_charted,covenant_outpost_40276,Music_POI,camp,0,Covenant Outpost,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_planningboard.png,,,,
40277,@ui_poi_factionarea_40277,,,,true,,,60,false,true,,,,,,factionarea_40277_charted,factionarea_40277,Music_POI,factionarea,1,Faction Area,,,,,,,,
40278,@ui_poi_factionarea_40278,,,,true,,,60,false,true,,,,,,factionarea_40278_charted,factionarea_40278,Music_POI,factionarea,1,Faction Area,,,,,,,,
40279,@ui_poi_spiritshrine_01_40279,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_01_40279_charted,spiritshrine_01_40279,Music_POI,spiritshrine,0,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40280,@ui_poi_spiritshrine_02_40280,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_02_40280_charted,spiritshrine_02_40280,Music_POI,spiritshrine,0,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40281,@ui_poi_spiritshrine_01_40281,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_01_40281_charted,spiritshrine_01_40281,Music_POI,spiritshrine,0,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40282,@ui_poi_spiritshrine_02_40282,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_02_40282_charted,spiritshrine_02_40282,Music_POI,spiritshrine,0,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
40283,@ui_poi_keep_40283,,,,true,LyShineUI/Images/Map/Icon/POIs/battlefield_fort.png,,150,true,true,,,,,keep_40283_discovered,keep_40283_charted,keep_40283,Music_POI,camp,0,,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_varangian.png,,,,
40284,@ui_poi_factionarea_40284,,,,true,,,60,false,true,,,,,,factionarea_40284_charted,factionarea_40284,Music_POI,factionarea,1,Faction Area,,,,,,,,
40285,@ui_poi_factionarea_40285,,,,true,,,60,false,true,,,,,,factionarea_40285_charted,factionarea_40285,Music_POI,factionarea,1,Faction Area,,,,,,,,
40286,@ui_poi_factionarea_40286,,,,true,,,60,false,true,,,,,,factionarea_40286_charted,factionarea_40286,Music_POI,factionarea,1,Faction Area,,,,,,,,
