TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POITag,AudioGroup,AudioState,AudioBank,CanPlaceCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GameMode,GroupSize,IsCollapsible,UnchartedIcon,EventId
60220,@ui_poi_lookouteast_60220,,,,true,LyShineUI\Images\Map\Icon\POIs\abandoned_farm_village.png,,150,true,true,,,,,lookouteast_60220_discovered,lookouteast_60220_charted,lookouteast,POI_State,lookouteast,,false,@ui_poi_outpost_62_1_60220,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_outpost_default.png,,,,,
60221,@ui_poi_fortdamnation_60221,,,,true,LyShineUI/Images/Map/Icon/POIs/hero_shipwreck.png,,150,true,true,,,,,fortdamnation_60221_discovered,fortdamnation_60221_charted,fortdamnation,POI_State,fortdamnation,,false,@ui_poi_outpost_62_1_60221,,,,,,,,,
60222,@ui_poi_blightedcamp_60222,,,,true,LyShineUI\Images\Map\Icon\NPCs\Boar_Compass.png,,150,true,true,,,,,blightedcamp_60222_discovered,blightedcamp_60222_charted,blightedcamp,POI_State,Boarsholm,,false,@ui_poi_outpost_62_1_60222,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_boar_island.png,,,,,
60223,@ui_poi_accursedcamp_60223,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_campsite.png,,150,true,true,,,,,accursedcamp_60223_discovered,accursedcamp_60223_charted,accursedcamp,POI_State,accursedcamp,,false,@ui_poi_outpost_62_1_60223,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_station_cooking.png,,,,,
60224,@ui_poi_jetsamisle_60224,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_fishing_village.png,,150,true,true,,,,,jetsamisle_60224_discovered,jetsamisle_60224_charted,jetsamisle,POI_State,jetsamisle,,false,,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shipwreck.png,,,,,
60225,@ui_poi_ancient_lookout_splitfork_60225,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_lookout.png,,200,true,true,,,,,splitforklookout_60225_discovered,splitforklookout_60225_charted,splitforklookout,POI_State,splitforklookout,,false,,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,,,,
60226,@ui_poi_poseidonsplunder_60226,,,,true,LyShineUI/Images/Map/Icon/POIs/Shipwreck.png,,200,true,true,,,,,poseidonsplunder_60226_discovered,poseidonsplunder_60226_charted,poseidonsplunder,POI_State,poseidonsplunder,,false,,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shipwreck.png,,,,,
60227,@ui_poi_treetopterror_60227,,,,true,LyShineUI\Images\Map\Icon\POIs\angryearth_camp.png,,200,true,true,,,,,treetopterror_60227_discovered,treetopterror_60227_charted,treetopterror,POI_State,treetopterror,,false,,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_station_cooking.png,,,,,
60228,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_60228_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,,
60229,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_60229_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,,,,
60230,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_60230_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,
60231,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_60231_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,
60232,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_60232_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,,,,
60233,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_60233_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,
60234,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_60234_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,
60235,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_60235_charted,FishingHotspot,POI_State,camp,,false,Fishing Hotspot,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,,,,
60236,@ui_poi_factionarea_60236,,,,true,,,60,false,true,1,,,,,factionarea_60236_charted,factionarea_60236,POI_State,factionarea,,true,Faction Area,,,,,,,,,
60237,@ui_poi_factionarea_60237,,,,true,,,60,false,true,1,,,,,factionarea_60237_charted,factionarea_60237,POI_State,factionarea,,true,Faction Area,,,,,,,,,
60238,@ui_poi_dungeonentrance_60238,,,,true,LyShineUI/Images/Map/Icon/POIs/expedition_depths.png,,150,true,true,,,,,DungeonEntrance_60238_discovered,DungeonEntrance_60238_charted,DungeonEntrance_60238,POI_State,DungeonEntrance_60238,,false,The Depths,,,,lyShineui/images/map/tooltipimages/mapTooltip_DungeonRestlessShores01.dds,DungeonRestlessShores01,,,,
60239,@ui_poi_spiritshrine_01_60239,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_01_60239_charted,"spiritshrine_01_60239,fasttravel",POI_State,spiritshrine,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
60240,@ui_poi_spiritshrine_02_60240,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine_bg.dds,LyShineUI\Images\Map\Icon\POIs\spirit_shrine_charted.dds,150,false,true,1,,,,,spiritshrine_02_60240_charted,"spiritshrine_02_60240,fasttravel",POI_State,spiritshrine,,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,
60241,@RestlessShores_Settlement_01,,,,true,,,100,false,false,2,,,,,,RestlessShores_Settlement_01,,,,false,,,,,,,,true,,
60242,@Restless_Shore_Tower_01,,,,true,,,60,false,true,1,,,,,Restless_Shore_Tower_01_60242_charted,Restless_Shore_Tower_01,POI_State,factionarea,,false,Restless_Shore_Tower_01,,,,,,,,,
60243,@Restless_Shore_Tower_02,,,,true,,,60,false,true,1,,,,,Restless_Shore_Tower_01_60243_charted,Restless_Shore_Tower_02,POI_State,factionarea,,false,Restless_Shore_Tower_02,,,,,,,,,
60244,@Restless_Shore_Tower_03,,,,true,,,60,false,true,1,,,,,Restless_Shore_Tower_01_60244_charted,Restless_Shore_Tower_03,POI_State,factionarea,,false,Restless_Shore_Tower_03,,,,,,,,,
60245,@ui_poi_factionarea_60245,,,,true,,,60,false,true,1,,,,,factionarea_60245_charted,factionarea_60245,POI_State,factionarea,,true,Faction Area,,,,,,,,,
