StatusID,DisplayName,Description,EffectCategories,PlaceholderIcon,ShowInUITray,ShowTextInDamageNumbers,FxScriptOn,FxScriptOff,ShouldRefreshFxScript,WeaponEffectType,Notification,DisableTelemetry,IsClientPredicted,UseLightweightReplication,PotencyPerLevel,HideHudDurationNumbers,BaseDuration,TickRate,DelayInitialTick,TickCondition,OnTickStatusEffect,KeepOnTickEffectOnEnd,StopOnHitCount,HitCondition,RequireReaction,OnStackStatusEffect,AddOnStackSize,AddOnStackSizeComparison,HealThreatMultiplier,ScaleAmountOverTime,ScaleAmountOverTimeMin,ScaleAmountOverTimeMax,DamageSkipsDeathsDoor,Health,HealthMin,HealthModifierPercent,HealthModifierDamageBased,UseHealScalingValue,HealScalingValueMultiplier,StaminaDamageModifier,ManaModifierDamageBased,DamageType,CritChanceModifier,CritDamageModifier,OnEndStatusEffect,DontApplyOnEndEffectOnRemove,CastSpell,TargetOwnsSpell,UseSourceWeaponForSpell,FromAlchemy,FromSpell,NoHealthRegen,HealMod,MaxHealthMod,HealthRate,CoreTempMod,TempMod,Stamina,StaminaRate,Mana,ManaRate,Food,FoodBurn,Drink,DrinkBurn,Encumbrance,ItemClassWeightMods,XPIncreases,AzothMod,FactionReputationMod,FactionTokensMod,EXPLogging,EXPMining,EXPHarvesting,EXPSkinning,EXPSmelting,EXPWoodworking,EXPLeatherworking,EXPWeaving,EXPStonecutting,GrantSanctuary,NoSprint,NoRun,NoDodge,NoNav,Silenced,Stunned,RemoveOnDeath,RemoveOnDeathsDoor,RemoveOnRespawn,RemoveOnGameModeExit,IgnoreDiminishingReturns,OnlyChangeOwnedStatusEffects,AlwaysReplicate,Afflictions,OnHitAffixes,EquipAbility,UseSourceWeaponForAbilityEffect,IsNegative,RespecTradeskills,RespecAttributes,EffectDurationMods,EffectPotencyMods,RemoveStatusEffects,RemoveStatusEffectCategories,GlobalRollMod,FishingLineStrength,FishSizeRollModifier,MODConstitution,MODFocus,MODStrength,MODDexterity,MODIntelligence,MGSArcana,MGSWeaponsmithing,MGSJewelcrafting,MGSEngineering,MGSArmoring,MaxGSArcana,MaxGSWeaponsmithing,MaxGSJewelcrafting,MaxGSEngineering,MaxGSArmoring,ROLCooking,ROLWeaving,ROLStonecutting,ROLSmelting,ROLLeatherworking,ROLWoodworking,ROLLogging,ROLMining,ROLSkinning,ROLHarvesting,ROLFishing,MULTLogging,MULTMining,MULTSkinning,MULTHarvesting,MULTFishing,EFFLogging,EFFMining,EFFSkinning,EFFHarvesting,INSLogging,INSMining,INSSkinning,INSHarvesting,PhysicalArmor,ElementalArmor,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSFire,ABSIce,ABSNature,ABSLightning,ABSCorruption,ABSAcid,ABSVitalsCategory,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNFire,WKNIce,WKNNature,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,DMGVitalsCategory,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,StackDuration,DurationMax,InheritDuration,InheritTotalDuration,RefreshDuration,StackMax,InitialStackSize,RemoveUnappliedStacks,PotencyMax,DontReplaceStack,MoveSpeedMod,SprintSpeedMod,FastTravelEncumbranceMod,GameEventId,HealRewardGameEventId,HealRewardThreshold,WeaponMasteryCategoryId,UIPriority,UiNameplatePriority,ShowInNameplates,ShowTextInNameplates,OverrideOtherNameplateText,HidesOtherStatusEffectIcons,DynamicModelScaleFactor,DynamicModelScaleRampTimeSecs,SpawnSlice,DisableSupportContributionRewards,BlockMultipleEffectsFromSameSource,AllowSelfOnlyAsSourceForAbilities,IgnoreInvulnerable,NotCombatAction,SourceRuneChargeOnApply,SourceRuneChargeOnTick,SourceRuneChargeOnHealthChangeOnly,ApplicationCooldown,RemoveWhenEnteringGameModeRequiringTeleport
FireStaff_FireDMG_Aura_Passive,@FireExtraDMG_DisplayName,@FireExtraDMG_Description,,lyshineui/images/status/SE_FireDMGT1.png,true,true,,,,,,,1,,,,-1,1,,,,,0,,,,,,,,,,,0,,0,0,,,,,Fire,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,1,,,,,1,,FALSE,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,,
FireStaff_LowHealth_FireDmgBonus,@FireStaff_LowHealth_FireDmgBonus_DisplayName,@FireStaff_LowHealth_FireDmgBonus_Description,,lyshineui/images/status/SE_FireDMGT1.png,true,true,,,,,,,TRUE,,,,-1,0,,,,,0,,,,,,,,,,,,,0,,,,,,Fire,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,1,,,,1,,TRUE,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
Elemental_Fire_AoE,,,Debuff,,false,false,,,,,,,,,,,-1,1,,,,,0,,,,,,,,,,,0,,0,0.3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,FALSE,,,0,,,,,,,,,false,,,,,,,,,,,,,,,,
Elemental_CC_Slow,,,Debuff+Slow,,false,false,StatFX_Slow_ON,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,0.3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,TRUE,,,-0.6,-0.6,,,,,,,,false,,,,,,,,,,,,,,,,
Elemental_CC_Silenced,,,Debuff,,false,false,StatFX_Silence_ON,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,0.3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,TRUE,,,,,,,,,,,,false,,,,,,,,,,,,,,,,
Elemental_CC_Weakness,,,Debuff,,false,false,StatFX_Weaken_ON,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,0.3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,,,,,,,,,,,,,,,,,,,,,0,,,,1,,TRUE,,,,,,,,,,,,false,,,,,,,,,,,,,,,,
FireStaff_Pyro_DOT,@PyroDoT_DisplayName,@PyroDoT_Description,Debuff+Burn+Dot+FireBurn,lyshineui/images/status/SE_BurnT1.png,true,true,StatFX_Burn_ON,StatFX_Burn_OFF,,,,,,,,,6,0.5,,,,,0,,,,,,,,,,,0,,0,-0.045,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,4,,TRUE,,,,,,,,,,1,1,true,,,,,,,,,,,,,0.065,true,0,
Status_Passive_Firestaff_Pyro_FortOnBurn,@Status_Fortify,@Status_Passive_Firestaff_Pyro_FortOnBurn_description,Buff+ArmorFortify,lyshineui/images/status/SE_FortifyT3.png,true,true,StatFX_Fortify_ON,,,,,,,,,,2,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,1,,0,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,1,
Status_Passive_Firestaff_FireMage_DmgFullMana,@Status_Empower,@Status_Passive_Firestaff_FireMage_DmgFullMana_description,Buff+Empower,lyshineui/images/status/SE_EmpowerT1.png,true,false,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,TRUE,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,
Status_Passive_Firestaff_FireMage_DmgNoDmg_Timer,@Status_Timer,@Status_Passive_Firestaff_FireMage_DmgNoDmg_Timer_description,Timer,lyshineui/images/status/SE_PlaceholderTimer.png,true,false,,,,,,,1,,,,3,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Status_Passive_Firestaff_FireMage_DmgNoDmg,true,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,TRUE,1,,1,1,,,,,,,,,,,false,,,,,,,,,,,,,,,,
Status_Passive_Firestaff_FireMage_DmgNoDmg,@Status_Empower,@Status_Passive_Firestaff_FireMage_DmgNoDmg_description,Buff+Empower,lyshineui/images/status/SE_EmpowerT1.png,true,false,StatFX_Empower_ON,,,,,,,,,,-1,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,TRUE,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,
Status_Passive_Firestaff_Pyro_Haste,@Status_Haste,@Status_Passive_Firestaff_Pyro_Haste_description,Buff+Haste,lyshineui/images/status/SE_Haste.png,true,true,StatFX_Haste_ON,,,,,,,,,,5,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,1,,1,1,,0.07,0.07,,,,,,2,2,,,,,,,,,,,,,,,,,
Status_Passive_Firestaff_Pyro_Haste_Timer,@Status_Timer,@Status_Passive_Firestaff_Pyro_Haste_Timer_description,Timer,lyshineui/images/status/SE_PlaceholderTimer.png,true,false,,,,,,,1,,,,10,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,1,,1,,,,,,,,,,,,false,,,,,,,,,,,,,,,,
Status_Passive_Firestaff_Pyro_Ultimate_Timer,@Status_Timer,@Status_Passive_Firestaff_Pyro_Ultimate_Timer_description,Timer,lyshineui/images/status/SE_PlaceholderTimer.png,true,false,,,,,,,1,,,,4,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,1,,,,,,,,,,,,false,,,,,,,,,,,,,,,,
Status_Passive_Firestaff_Pyro_Ultimate,@Passive_Firestaff_Pyro_Ultimate,@Status_Passive_Firestaff_Pyro_Ultimate_description,Buff,lyshineui/images/status/SE_Sight.png,true,true,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,
Status_Passive_Firestaff_Pyro_Ultimate_Removal_Tick,,,,,false,false,,,,,,,1,,,,1,0.5,,,Status_Passive_Firestaff_Pyro_Ultimate_Removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
