Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,SpecializationPoint,MountMovementId,EntitlementId,XpReward,MountDashVfxId,Tooltip,IconPath,IsHighlighted
115,,0,4500,4050,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
116,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
117,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
118,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
119,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
120,,0,4500,4500,0,true,Reward_Mounts_RidingTradeskill_120,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
121,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
122,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
123,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
124,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
125,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
126,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
127,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
128,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
129,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
130,,0,4500,4500,0,true,Reward_Mounts_RidingTradeskill_130,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
131,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
132,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
133,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
134,,0,4500,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
135,,0,4950,4500,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
136,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
137,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
138,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
139,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
140,,0,4950,4950,0,true,Reward_Mounts_RidingTradeskill_140,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
141,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
142,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
143,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
144,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
145,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
146,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
147,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
148,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
149,,0,4950,4950,0,true,,,ConfigMountRiding_100,,0,cfx_mounts.traversal.speedlines.level_3,,,
150,@ui_mount_speedboost,0,5400,4950,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,@ui_mount_speedboost_tooltip,LyShineUI/Images/Tradeskills/riding_speedboost.png,true
151,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
152,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
153,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
154,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
155,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
156,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
157,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
158,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
159,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
160,,0,5400,5400,0,true,Reward_Mounts_RidingTradeskill_160,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
161,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
162,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
163,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
164,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
165,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
166,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
167,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
168,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
169,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
170,,0,5400,5400,0,true,Reward_Mounts_RidingTradeskill_170,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
171,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
172,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
173,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
174,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
175,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
176,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
177,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
178,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
179,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
180,,0,5400,5400,0,true,Reward_Mounts_RidingTradeskill_180,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
181,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
182,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
183,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
184,,0,5400,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
185,,0,6000,5400,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
186,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
187,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
188,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
189,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
190,,0,6000,6000,0,true,Reward_Mounts_RidingTradeskill_190,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
191,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
192,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
193,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
194,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
195,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
196,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
197,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
198,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
199,,0,6000,6000,0,true,,,ConfigMountRiding_150,,0,cfx_mounts.traversal.speedlines.level_4,,,
200,@ui_mount_speedboost,0,6000,6000,0,true,Reward_Mounts_RidingTradeskill_200,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,@ui_mount_speedboost_tooltip,LyShineUI/Images/Tradeskills/riding_speedboost.png,true
201,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
202,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
203,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
204,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
205,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
206,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
207,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
208,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
209,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
210,,0,6000,6000,0,true,Reward_Mounts_RidingTradeskill_210,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
211,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
212,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
213,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
214,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
215,,0,6000,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
216,,0,6600,6000,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
217,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
218,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
219,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
220,,0,6600,6600,0,true,Reward_Mounts_RidingTradeskill_220,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
221,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
222,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
223,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
224,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
225,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
226,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
227,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
228,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
229,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
230,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
231,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
232,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
233,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
234,,0,6600,6600,0,true,,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
235,,0,6600,6600,0,true,Reward_Mounts_RidingTradeskill_230,,ConfigMountRiding_168,,0,cfx_mounts.traversal.speedlines.level_5,,,
