Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,SpecializationPoint,SkillBonus,RecipeLevel,RollBonus,MinGearScoreBonus,MaxGearScoreBonus,MinGearScoreBonusT2,MaxGearScoreBonusT2,MinGearScoreBonusT3,MaxGearScoreBonusT3,MinGearScoreBonusT4,MaxGearScoreBonusT4,MinGearScoreBonusT5,MaxGearScoreBonusT5,ResourceTierUnlocks,EntitlementId,XpReward
40,,0,300,295,0,true,,,,40,0,0,0,5,45,0,0,0,0,0,0,5,,74
41,,0,305,300,0,true,,,,41,0,0,0,5,45,0,0,0,0,0,0,5,,77
42,,0,310,305,0,true,,,,42,0,0,0,5,45,0,0,0,0,0,0,5,,80
43,,0,315,310,0,true,,,,43,0,0,0,5,45,0,0,0,0,0,0,5,,83
44,,0,320,315,0,true,,,,44,0,0,0,5,45,0,0,0,0,0,0,5,,86
45,,0,325,320,0,true,,,,45,0,0,0,5,50,0,0,0,0,0,0,5,,89
46,,0,330,325,0,true,,,,46,0,0,0,5,50,0,0,0,0,0,0,5,,92
47,,0,335,330,0,true,,,,47,0,0,0,5,50,0,0,0,0,0,0,5,,95
48,,0,340,335,0,true,,,,48,0,0,0,5,50,0,0,0,0,0,0,5,,98
49,,0,345,340,0,true,,,,49,0,0,0,5,50,0,0,0,0,0,0,5,,101
50,,0,500,345,0,true,,,,50,0,0,0,10,55,0,5,0,0,0,0,5,,104
51,,0,550,500,0,true,,,,51,0,0,0,10,55,0,5,0,0,0,0,5,,108
52,,0,600,550,0,true,,,,52,0,0,0,10,55,0,5,0,0,0,0,5,,112
53,,0,650,600,0,true,,,,53,0,0,0,10,55,0,5,0,0,0,0,5,,116
54,,0,700,650,0,true,,,,54,0,0,0,10,55,0,5,0,0,0,0,5,,120
55,,0,750,700,0,true,,,,55,0,0,0,10,60,0,10,0,0,0,0,5,,124
56,,0,800,750,0,true,,,,56,0,0,0,10,60,0,10,0,0,0,0,5,,128
57,,0,850,800,0,true,,,,57,0,0,0,10,60,0,10,0,0,0,0,5,,132
58,,0,900,850,0,true,,,,58,0,0,0,10,60,0,10,0,0,0,0,5,,136
59,,0,950,900,0,true,,,,59,0,0,0,15,60,0,10,0,0,0,0,5,,140
60,,0,1000,950,0,true,,,,60,0,0,0,15,65,0,15,0,0,0,0,5,,144
61,,0,1050,1000,0,true,,,,61,0,0,0,15,65,0,15,0,0,0,0,5,,148
62,,0,1100,1050,0,true,,,,62,0,0,0,15,65,0,15,0,0,0,0,5,,152
63,,0,1150,1100,0,true,,,,63,0,0,0,15,65,0,15,0,0,0,0,5,,156
64,,0,1200,1150,0,true,,,,64,0,0,0,15,65,0,15,0,0,0,0,5,,160
65,,0,1250,1200,0,true,,,,65,0,0,0,15,70,0,20,0,0,0,0,5,,164
66,,0,1300,1250,0,true,,,,66,0,0,0,15,70,0,20,0,0,0,0,5,,168
67,,0,1350,1300,0,true,,,,67,0,0,0,15,70,0,20,0,0,0,0,5,,172
68,,0,1400,1350,0,true,,,,68,0,0,0,15,70,0,20,0,0,0,0,5,,176
69,,0,1450,1400,0,true,,,,69,0,0,0,15,70,0,20,0,0,0,0,5,,180
70,,0,1500,1450,0,true,,,,70,0,0,0,20,75,0,25,0,0,0,0,5,,184
71,,0,1550,1500,0,true,,,,71,0,0,0,20,75,0,25,0,0,0,0,5,,188
72,,0,1600,1550,0,true,,,,72,0,0,0,20,75,0,25,0,0,0,0,5,,192
73,,0,1650,1600,0,true,,,,73,0,0,0,20,75,0,25,0,0,0,0,5,,196
74,,0,1700,1650,0,true,,,,74,0,0,0,20,75,0,25,0,0,0,0,5,,200
75,,0,1750,1700,0,true,,,,75,0,0,0,20,75,0,30,0,0,0,0,5,,204
76,,0,1800,1750,0,true,,,,76,0,0,0,20,75,0,30,0,0,0,0,5,,209
77,,0,1850,1800,0,true,,,,77,0,0,0,20,75,0,30,0,0,0,0,5,,214
78,,0,1900,1850,0,true,,,,78,0,0,0,20,75,0,30,0,0,0,0,5,,219
79,,0,1950,1900,0,true,,,,79,0,0,0,20,75,0,30,0,0,0,0,5,,224
80,,0,2000,1950,0,true,,,,80,0,0,0,20,75,0,35,0,0,0,0,5,,229
81,,0,2050,2000,0,true,,,,81,0,0,0,20,75,0,35,0,0,0,0,5,,234
82,,0,2100,2050,0,true,,,,82,0,0,0,20,75,0,35,0,0,0,0,5,,239
83,,0,2150,2100,0,true,,,,83,0,0,0,20,75,0,35,0,0,0,0,5,,244
84,,0,2200,2150,0,true,,,,84,0,0,0,20,75,0,35,0,0,0,0,5,,249
85,,0,2250,2200,0,true,,,,85,0,0,0,20,75,0,40,0,0,0,0,5,,254
86,,0,2300,2250,0,true,,,,86,0,0,0,20,75,0,40,0,0,0,0,5,,259
87,,0,2350,2300,0,true,,,,87,0,0,0,20,75,0,40,0,0,0,0,5,,264
88,,0,2400,2350,0,true,,,,88,0,0,0,20,75,0,40,0,0,0,0,5,,269
89,,0,2450,2400,0,true,,,,89,0,0,0,20,75,0,40,0,0,0,0,5,,274
90,,0,2500,2450,0,true,,,,90,0,0,0,20,75,5,45,0,0,0,0,5,,279
91,,0,2550,2500,0,true,,,,91,0,0,0,20,75,5,45,0,0,0,0,5,,284
92,,0,2600,2550,0,true,,,,92,0,0,0,20,75,5,45,0,0,0,0,5,,289
93,,0,2650,2600,0,true,,,,93,0,0,0,20,75,5,45,0,0,0,0,5,,294
94,,0,2700,2650,0,true,,,,94,0,0,0,20,75,5,45,0,0,0,0,5,,299
95,,0,2750,2700,0,true,,,,95,0,0,0,20,75,5,50,0,0,0,0,5,,304
96,,0,2800,2750,0,true,,,,96,0,0,0,20,75,5,50,0,0,0,0,5,,309
97,,0,2850,2800,0,true,,,,97,0,0,0,20,75,5,50,0,0,0,0,5,,314
98,,0,2900,2850,0,true,,,,98,0,0,0,20,75,5,50,0,0,0,0,5,,319
99,,0,2950,2900,0,true,,,,99,0,0,0,20,75,5,50,0,0,0,0,5,,324
100,,0,3534,2950,0,true,,,,100,0,0,0,20,75,10,55,0,5,0,0,5,,329
101,,0,3720,3534,0,true,,,,101,0,0,0,20,75,10,55,0,5,0,0,5,,335
102,,0,3906,3720,0,true,,,,102,0,0,0,20,75,10,55,0,5,0,0,5,,341
103,,0,4092,3906,0,true,,,,103,0,0,0,20,75,10,55,0,5,0,0,5,,347
104,,0,4278,4092,0,true,,,,104,0,0,0,20,75,10,55,0,5,0,0,5,,353
105,,0,4464,4278,0,true,,,,105,0,0,0,20,75,10,60,0,10,0,0,5,,359
106,,0,4650,4464,0,true,,,,106,0,0,0,20,75,10,60,0,10,0,0,5,,365
107,,0,4836,4650,0,true,,,,107,0,0,0,20,75,10,60,0,10,0,0,5,,371
108,,0,5022,4836,0,true,,,,108,0,0,0,20,75,10,60,0,10,0,0,5,,377
109,,0,5208,5022,0,true,,,,109,0,0,0,20,75,15,60,0,10,0,0,5,,383
110,,0,5394,5208,0,true,,,,110,0,0,0,20,75,15,65,0,15,0,0,5,,389
111,,0,5580,5394,0,true,,,,111,0,0,0,20,75,15,65,0,15,0,0,5,,395
112,,0,5766,5580,0,true,,,,112,0,0,0,20,75,15,65,0,15,0,0,5,,401
113,,0,5952,5766,0,true,,,,113,0,0,0,20,75,15,65,0,15,0,0,5,,407
114,,0,6138,5952,0,true,,,,114,0,0,0,20,75,15,65,0,15,0,0,5,,413
115,,0,6324,6138,0,true,,,,115,0,0,0,20,75,15,70,0,20,0,0,5,,419
116,,0,6510,6324,0,true,,,,116,0,0,0,20,75,15,70,0,20,0,0,5,,425
117,,0,6696,6510,0,true,,,,117,0,0,0,20,75,15,70,0,20,0,0,5,,431
118,,0,6882,6696,0,true,,,,118,0,0,0,20,75,15,70,0,20,0,0,5,,437
119,,0,7068,6882,0,true,,,,119,0,0,0,20,75,15,70,0,20,0,0,5,,443
120,,0,7254,7068,0,true,,,,120,0,0,0,20,75,20,75,0,25,0,0,5,,449
121,,0,7440,7254,0,true,,,,121,0,0,0,20,75,20,75,0,25,0,0,5,,455
122,,0,7626,7440,0,true,,,,122,0,0,0,20,75,20,75,0,25,0,0,5,,461
123,,0,7812,7626,0,true,,,,123,0,0,0,20,75,20,75,0,25,0,0,5,,467
124,,0,7998,7812,0,true,,,,124,0,0,0,20,75,20,75,0,25,0,0,5,,473
125,,0,8184,7998,0,true,,,,125,0,0,0,20,75,20,75,0,30,0,0,5,,479
126,,0,8370,8184,0,true,,,,126,0,0,0,20,75,20,75,0,30,0,0,5,,486
127,,0,8556,8370,0,true,,,,127,0,0,0,20,75,20,75,0,30,0,0,5,,493
128,,0,8742,8556,0,true,,,,128,0,0,0,20,75,20,75,0,30,0,0,5,,500
129,,0,8928,8742,0,true,,,,129,0,0,0,20,75,20,75,0,30,0,0,5,,507
130,,0,9114,8928,0,true,,,,130,0,0,0,20,75,20,75,0,35,0,0,5,,514
131,,0,9300,9114,0,true,,,,131,0,0,0,20,75,20,75,0,35,0,0,5,,521
132,,0,9486,9300,0,true,,,,132,0,0,0,20,75,20,75,0,35,0,0,5,,528
133,,0,9672,9486,0,true,,,,133,0,0,0,20,75,20,75,0,35,0,0,5,,535
134,,0,9858,9672,0,true,,,,134,0,0,0,20,75,20,75,0,35,0,0,5,,542
135,,0,10044,9858,0,true,,,,135,0,0,0,20,75,20,75,0,40,0,0,5,,549
136,,0,10230,10044,0,true,,,,136,0,0,0,20,75,20,75,0,40,0,0,5,,556
137,,0,10416,10230,0,true,,,,137,0,0,0,20,75,20,75,0,40,0,0,5,,563
138,,0,10602,10416,0,true,,,,138,0,0,0,20,75,20,75,0,40,0,0,5,,570
139,,0,10788,10602,0,true,,,,139,0,0,0,20,75,20,75,0,40,0,0,5,,577
140,,0,10974,10788,0,true,,,,140,0,0,0,20,75,20,75,5,45,0,0,5,,584
141,,0,11160,10974,0,true,,,,141,0,0,0,20,75,20,75,5,45,0,0,5,,591
142,,0,11346,11160,0,true,,,,142,0,0,0,20,75,20,75,5,45,0,0,5,,598
143,,0,11532,11346,0,true,,,,143,0,0,0,20,75,20,75,5,45,0,0,5,,605
144,,0,11718,11532,0,true,,,,144,0,0,0,20,75,20,75,5,45,0,0,5,,612
145,,0,11904,11718,0,true,,,,145,0,0,0,20,75,20,75,5,50,0,0,5,,619
146,,0,12090,11904,0,true,,,,146,0,0,0,20,75,20,75,5,50,0,0,5,,626
147,,0,12276,12090,0,true,,,,147,0,0,0,20,75,20,75,5,50,0,0,5,,633
148,,0,12462,12276,0,true,,,,148,0,0,0,20,75,20,75,5,50,0,0,5,,640
149,,0,12648,12462,0,true,,,,149,0,0,0,20,75,20,75,5,50,0,0,5,,647
150,,0,12400,12648,0,true,,,,150,0,0,0,20,75,20,75,10,55,0,5,5,,654
151,,0,13020,12400,0,true,,,,151,0,0,0,20,75,20,75,10,55,0,5,5,,661
152,,0,13640,13020,0,true,,,,152,0,0,0,20,75,20,75,10,55,0,5,5,,668
153,,0,14260,13640,0,true,,,,153,0,0,0,20,75,20,75,10,55,0,5,5,,675
154,,0,14880,14260,0,true,,,,154,0,0,0,20,75,20,75,10,55,0,5,5,,682
155,,0,15500,14880,0,true,,,,155,0,0,0,20,75,20,75,10,60,0,5,5,,689
156,,0,16120,15500,0,true,,,,156,0,0,0,20,75,20,75,10,60,0,5,5,,696
157,,0,16740,16120,0,true,,,,157,0,0,0,20,75,20,75,10,60,0,5,5,,703
158,,0,17360,16740,0,true,,,,158,0,0,0,20,75,20,75,10,60,0,5,5,,710
159,,0,17980,17360,0,true,,,,159,0,0,0,20,75,20,75,15,60,0,5,5,,717
160,,0,18600,17980,0,true,,,,160,0,0,0,20,75,20,75,15,65,0,5,5,,724
161,,0,19220,18600,0,true,,,,161,0,0,0,20,75,20,75,15,65,0,5,5,,732
162,,0,19840,19220,0,true,,,,162,0,0,0,20,75,20,75,15,65,0,5,5,,740
163,,0,20460,19840,0,true,,,,163,0,0,0,20,75,20,75,15,65,0,5,5,,748
164,,0,21080,20460,0,true,,,,164,0,0,0,20,75,20,75,15,65,0,5,5,,756
165,,0,21700,21080,0,true,,,,165,0,0,0,20,75,20,75,15,70,0,10,5,,764
166,,0,22320,21700,0,true,,,,166,0,0,0,20,75,20,75,15,70,0,10,5,,772
167,,0,22940,22320,0,true,,,,167,0,0,0,20,75,20,75,15,70,0,10,5,,780
168,,0,23560,22940,0,true,,,,168,0,0,0,20,75,20,75,15,70,0,10,5,,788
169,,0,24180,23560,0,true,,,,169,0,0,0,20,75,20,75,15,70,0,10,5,,796
170,,0,24800,24180,0,true,,,,170,0,0,0,20,75,20,75,20,75,0,10,5,,804
171,,0,25420,24800,0,true,,,,171,0,0,0,20,75,20,75,20,75,0,10,5,,812
172,,0,26040,25420,0,true,,,,172,0,0,0,20,75,20,75,20,75,0,10,5,,820
173,,0,26660,26040,0,true,,,,173,0,0,0,20,75,20,75,20,75,0,10,5,,828
174,,0,27280,26660,0,true,,,,174,0,0,0,20,75,20,75,20,75,0,10,5,,836
175,,0,27900,27280,0,true,,,,175,0,0,0,20,75,20,75,20,75,0,10,5,,844
176,,0,28520,27900,0,true,,,,176,0,0,0,20,75,20,75,20,75,0,10,5,,853
177,,0,29140,28520,0,true,,,,177,0,0,0,20,75,20,75,20,75,0,10,5,,862
178,,0,29760,29140,0,true,,,,178,0,0,0,20,75,20,75,20,75,0,10,5,,871
179,,0,30380,29760,0,true,,,,179,0,0,0,20,75,20,75,20,75,0,10,5,,880
180,,0,31000,30380,0,true,,,,180,0,0,0,20,75,20,75,20,75,0,15,5,,889
181,,0,31620,31000,0,true,,,,181,0,0,0,20,75,20,75,20,75,0,15,5,,898
182,,0,32240,31620,0,true,,,,182,0,0,0,20,75,20,75,20,75,0,15,5,,907
183,,0,32860,32240,0,true,,,,183,0,0,0,20,75,20,75,20,75,0,15,5,,916
184,,0,33480,32860,0,true,,,,184,0,0,0,20,75,20,75,20,75,0,15,5,,925
185,,0,34100,33480,0,true,,,,185,0,0,0,20,75,20,75,20,75,0,15,5,,934
186,,0,34720,34100,0,true,,,,186,0,0,0,20,75,20,75,20,75,0,15,5,,943
187,,0,35340,34720,0,true,,,,187,0,0,0,20,75,20,75,20,75,0,15,5,,952
188,,0,35960,35340,0,true,,,,188,0,0,0,20,75,20,75,20,75,0,15,5,,961
189,,0,36580,35960,0,true,,,,189,0,0,0,20,75,20,75,20,75,0,15,5,,970
190,,0,37200,36580,0,true,,,,190,0,0,0,20,75,20,75,20,75,0,20,5,,979
191,,0,37820,37200,0,true,,,,191,0,0,0,20,75,20,75,20,75,0,20,5,,989
192,,0,38440,37820,0,true,,,,192,0,0,0,20,75,20,75,20,75,0,20,5,,999
193,,0,39060,38440,0,true,,,,193,0,0,0,20,75,20,75,20,75,0,20,5,,1009
194,,0,39680,39060,0,true,,,,194,0,0,0,20,75,20,75,20,75,0,20,5,,1019
195,,0,40300,39680,0,true,,,,195,0,0,0,20,75,20,75,20,75,0,20,5,,1029
196,,0,40920,40300,0,true,,,,196,0,0,0,20,75,20,75,20,75,0,20,5,,1039
197,,0,41540,40920,0,true,,,,197,0,0,0,20,75,20,75,20,75,0,20,5,,1049
198,,0,42160,41540,0,true,,,,198,0,0,0,20,75,20,75,20,75,0,20,5,,1059
199,,0,42780,42160,0,true,,,,199,0,0,0,20,75,20,75,20,75,0,20,5,,1069
200,,0,43400,42780,0,true,,,,200,0,0,0,20,75,20,75,20,75,0,25,5,,1079
201,,0,2163600,43400,0,true,,,,201,0,0,0,20,75,20,75,20,75,0,25,5,,1155
202,,0,2167200,2163600,0,true,,,,202,0,0,0,,,,,,,,,5,,1160
203,,0,2170800,2167200,0,true,,,,203,0,0,0,,,,,,,,,5,,1165
204,,0,2174400,2170800,0,true,,,,204,0,0,0,,,,,,,,,5,,1170
205,,0,2178000,2174400,0,true,,,,205,0,0,0,,,,,,,,,5,,1175
206,,0,2181600,2178000,0,true,,,,206,0,0,0,,,,,,,,,5,,1180
207,,0,2185200,2181600,0,true,,,,207,0,0,0,,,,,,,,,5,,1185
208,,0,2188800,2185200,0,true,,,,208,0,0,0,,,,,,,,,5,,1190
209,,0,2192400,2188800,0,true,,,,209,0,0,0,,,,,,,,,5,,1195
210,,0,2196000,2192400,0,true,,,,210,0,0,0,,,,,,,,,5,,1200
211,,0,2199600,2196000,0,true,,,,211,0,0,0,,,,,,,,,5,,1205
212,,0,2203200,2199600,0,true,,,,212,0,0,0,,,,,,,,,5,,1210
213,,0,2206800,2203200,0,true,,,,213,0,0,0,,,,,,,,,5,,1215
214,,0,2210400,2206800,0,true,,,,214,0,0,0,,,,,,,,,5,,1220
215,,0,2214000,2210400,0,true,,,,215,0,0,0,,,,,,,,,5,,1225
216,,0,2217600,2214000,0,true,,,,216,0,0,0,,,,,,,,,5,,1230
217,,0,2221200,2217600,0,true,,,,217,0,0,0,,,,,,,,,5,,1235
218,,0,2224800,2221200,0,true,,,,218,0,0,0,,,,,,,,,5,,1240
219,,0,2228400,2224800,0,true,,,,219,0,0,0,,,,,,,,,5,,1245
220,,0,2232000,2228400,0,true,,,,220,0,0,0,,,,,,,,,5,,1250
221,,0,2235600,2232000,0,true,,,,221,0,0,0,,,,,,,,,5,,1255
222,,0,2239200,2235600,0,true,,,,222,0,0,0,,,,,,,,,5,,1260
223,,0,2242800,2239200,0,true,,,,223,0,0,0,,,,,,,,,5,,1265
224,,0,2246400,2242800,0,true,,,,224,0,0,0,,,,,,,,,5,,1270
225,,0,2250000,2246400,0,true,,,,225,0,0,0,,,,,,,,,5,,1275
226,,0,2253600,2250000,0,true,,,,226,0,0,0,,,,,,,,,5,,1280
227,,0,2257200,2253600,0,true,,,,227,0,0,0,,,,,,,,,5,,1285
228,,0,2260800,2257200,0,true,,,,228,0,0,0,,,,,,,,,5,,1290
229,,0,2264400,2260800,0,true,,,,229,0,0,0,,,,,,,,,5,,1295
230,,0,2268000,2264400,0,true,,,,230,0,0,0,,,,,,,,,5,,1300
231,,0,2271600,2268000,0,true,,,,231,0,0,0,,,,,,,,,5,,1305
232,,0,2275200,2271600,0,true,,,,232,0,0,0,,,,,,,,,5,,1310
233,,0,2278800,2275200,0,true,,,,233,0,0,0,,,,,,,,,5,,1315
234,,0,2282400,2278800,0,true,,,,234,0,0,0,,,,,,,,,5,,1320
235,,0,2286000,2282400,0,true,,,,235,0,0,0,,,,,,,,,5,,1325
236,,0,2289600,2286000,0,true,,,,236,0,0,0,,,,,,,,,5,,1330
237,,0,2293200,2289600,0,true,,,,237,0,0,0,,,,,,,,,5,,1335
238,,0,2296800,2293200,0,true,,,,238,0,0,0,,,,,,,,,5,,1340
239,,0,2300400,2296800,0,true,,,,239,0,0,0,,,,,,,,,5,,1345
240,,0,2304000,2300400,0,true,,,,240,0,0,0,,,,,,,,,5,,1350
241,,0,2307600,2304000,0,true,,,,241,0,0,0,,,,,,,,,5,,1355
242,,0,2311200,2307600,0,true,,,,242,0,0,0,,,,,,,,,5,,1360
243,,0,2314800,2311200,0,true,,,,243,0,0,0,,,,,,,,,5,,1365
244,,0,2318400,2314800,0,true,,,,244,0,0,0,,,,,,,,,5,,1370
245,,0,2322000,2318400,0,true,,,,245,0,0,0,,,,,,,,,5,,1375
246,,0,2325600,2322000,0,true,,,,246,0,0,0,,,,,,,,,5,,1380
247,,0,2329200,2325600,0,true,,,,247,0,0,0,,,,,,,,,5,,1385
248,,0,2332800,2329200,0,true,,,,248,0,0,0,,,,,,,,,5,,1390
249,,0,2336400,2332800,0,true,,,,249,0,0,0,,,,,,,,,5,,1395
250,,0,2340000,2336400,0,true,,,,250,0,0,0,,,,,,,,,5,,1400
251,,0,2343600,2340000,0,true,,,,251,0,0,0,,,,,,,,,5,,1405
252,,0,2347200,2343600,0,true,,,,252,0,0,0,,,,,,,,,5,,1410
253,,0,2350800,2347200,0,true,,,,253,0,0,0,,,,,,,,,5,,1415
254,,0,2354400,2350800,0,true,,,,254,0,0,0,,,,,,,,,5,,1420
255,,0,2358000,2354400,0,true,,,,255,0,0,0,,,,,,,,,5,,1425
256,,0,2361600,2358000,0,true,,,,256,0,0,0,,,,,,,,,5,,1430
257,,0,2365200,2361600,0,true,,,,257,0,0,0,,,,,,,,,5,,1435
258,,0,2368800,2365200,0,true,,,,258,0,0,0,,,,,,,,,5,,1440
259,,0,2372400,2368800,0,true,,,,259,0,0,0,,,,,,,,,5,,1445
260,,0,2376000,2372400,0,true,,,,260,0,0,0,,,,,,,,,5,,1450
261,,0,2379600,2376000,0,true,,,,261,0,0,0,,,,,,,,,5,,1455
262,,0,2383200,2379600,0,true,,,,262,0,0,0,,,,,,,,,5,,1460
263,,0,2386800,2383200,0,true,,,,263,0,0,0,,,,,,,,,5,,1465
264,,0,2390400,2386800,0,true,,,,264,0,0,0,,,,,,,,,5,,1470
265,,0,2394000,2390400,0,true,,,,265,0,0,0,,,,,,,,,5,,1475
266,,0,2397600,2394000,0,true,,,,266,0,0,0,,,,,,,,,5,,1480
267,,0,2401200,2397600,0,true,,,,267,0,0,0,,,,,,,,,5,,1485
268,,0,2404800,2401200,0,true,,,,268,0,0,0,,,,,,,,,5,,1490
269,,0,2408400,2404800,0,true,,,,269,0,0,0,,,,,,,,,5,,1495
270,,0,2412000,2408400,0,true,,,,270,0,0,0,,,,,,,,,5,,1500
271,,0,2415600,2412000,0,true,,,,271,0,0,0,,,,,,,,,5,,1505
272,,0,2419200,2415600,0,true,,,,272,0,0,0,,,,,,,,,5,,1510
273,,0,2422800,2419200,0,true,,,,273,0,0,0,,,,,,,,,5,,1515
274,,0,2426400,2422800,0,true,,,,274,0,0,0,,,,,,,,,5,,1520
275,,0,2430000,2426400,0,true,,,,275,0,0,0,,,,,,,,,5,,1525
276,,0,2433600,2430000,0,true,,,,276,0,0,0,,,,,,,,,5,,1530
277,,0,2437200,2433600,0,true,,,,277,0,0,0,,,,,,,,,5,,1535
278,,0,2440800,2437200,0,true,,,,278,0,0,0,,,,,,,,,5,,1540
279,,0,2444400,2440800,0,true,,,,279,0,0,0,,,,,,,,,5,,1545
280,,0,2448000,2444400,0,true,,,,280,0,0,0,,,,,,,,,5,,1550
281,,0,2451600,2448000,0,true,,,,281,0,0,0,,,,,,,,,5,,1555
282,,0,2455200,2451600,0,true,,,,282,0,0,0,,,,,,,,,5,,1560
283,,0,2458800,2455200,0,true,,,,283,0,0,0,,,,,,,,,5,,1565
284,,0,2462400,2458800,0,true,,,,284,0,0,0,,,,,,,,,5,,1570
285,,0,2466000,2462400,0,true,,,,285,0,0,0,,,,,,,,,5,,1575
286,,0,2469600,2466000,0,true,,,,286,0,0,0,,,,,,,,,5,,1580
287,,0,2473200,2469600,0,true,,,,287,0,0,0,,,,,,,,,5,,1585
288,,0,2476800,2473200,0,true,,,,288,0,0,0,,,,,,,,,5,,1590
289,,0,2480400,2476800,0,true,,,,289,0,0,0,,,,,,,,,5,,1595
290,,0,2484000,2480400,0,true,,,,290,0,0,0,,,,,,,,,5,,1600
291,,0,2487600,2484000,0,true,,,,291,0,0,0,,,,,,,,,5,,1605
292,,0,2491200,2487600,0,true,,,,292,0,0,0,,,,,,,,,5,,1610
293,,0,2494800,2491200,0,true,,,,293,0,0,0,,,,,,,,,5,,1615
294,,0,2498400,2494800,0,true,,,,294,0,0,0,,,,,,,,,5,,1620
295,,0,2502000,2498400,0,true,,,,295,0,0,0,,,,,,,,,5,,1625
296,,0,2505600,2502000,0,true,,,,296,0,0,0,,,,,,,,,5,,1630
297,,0,2509200,2505600,0,true,,,,297,0,0,0,,,,,,,,,5,,1635
298,,0,2512800,2509200,0,true,,,,298,0,0,0,,,,,,,,,5,,1640
299,,0,2516400,2512800,0,true,,,,299,0,0,0,,,,,,,,,5,,1645
