Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,SpecializationPoint,SkillBonus,RecipeLevel,RollBonus,MinGearScoreBonus,MaxGearScoreBonus,ResourceTierUnlocks,EntitlementId,XpReward
237,,0,45675,45450,0,true,,,,237,0,0,55,5,,2670
238,,0,45900,45675,0,true,,,,238,0,0,55,5,,2680
239,,0,46125,45900,0,true,,,,239,0,0,55,5,,2690
240,,0,46350,46125,0,true,,,,240,0,0,60,5,,2700
241,,0,46575,46350,0,true,,,,241,0,0,60,5,,2710
242,,0,46800,46575,0,true,,,,242,0,0,60,5,,2720
243,,0,47025,46800,0,true,,,,243,0,0,60,5,,2730
244,,0,47250,47025,0,true,,,,244,0,0,60,5,,2740
245,,0,47475,47250,0,true,,,,245,0,0,60,5,,2750
246,,0,47700,47475,0,true,,,,246,0,0,60,5,,2760
247,,0,47925,47700,0,true,,,,247,0,0,60,5,,2770
248,,0,48150,47925,0,true,,,,248,0,0,60,5,,2780
249,,0,48375,48150,0,true,,,,249,0,0,60,5,,2790
250,,0,48600,48375,0,true,,,,250,0,0,65,5,,2800
251,,0,48825,48600,0,true,,,,251,0,0,65,5,,2810
252,,0,49050,48825,0,true,,,,252,0,0,65,5,,2820
253,,0,49275,49050,0,true,,,,253,0,0,65,5,,2830
254,,0,49500,49275,0,true,,,,254,0,0,65,5,,2840
255,,0,49725,49500,0,true,,,,255,0,0,65,5,,2850
256,,0,49950,49725,0,true,,,,256,0,0,65,5,,2860
257,,0,50175,49950,0,true,,,,257,0,0,65,5,,2870
258,,0,50400,50175,0,true,,,,258,0,0,65,5,,2880
259,,0,50625,50400,0,true,,,,259,0,0,65,5,,2890
260,,0,50850,50625,0,true,,,,260,0,0,70,5,,2900
261,,0,51075,50850,0,true,,,,261,0,0,70,5,,2910
262,,0,51300,51075,0,true,,,,262,0,0,70,5,,2920
263,,0,51525,51300,0,true,,,,263,0,0,70,5,,2930
264,,0,51750,51525,0,true,,,,264,0,0,70,5,,2940
265,,0,51975,51750,0,true,,,,265,0,0,70,5,,2950
266,,0,52200,51975,0,true,,,,266,0,0,70,5,,2960
267,,0,52425,52200,0,true,,,,267,0,0,70,5,,2970
268,,0,52650,52425,0,true,,,,268,0,0,70,5,,2980
269,,0,52875,52650,0,true,,,,269,0,0,70,5,,2990
270,,0,53100,52875,0,true,,,,270,0,0,75,5,,3000
271,,0,53325,53100,0,true,,,,271,0,0,75,5,,3010
272,,0,53550,53325,0,true,,,,272,0,0,75,5,,3020
273,,0,53775,53550,0,true,,,,273,0,0,75,5,,3030
274,,0,54000,53775,0,true,,,,274,0,0,75,5,,3040
275,,0,54225,54000,0,true,,,,275,0,0,75,5,,3050
276,,0,54450,54225,0,true,,,,276,0,0,75,5,,3060
277,,0,54675,54450,0,true,,,,277,0,0,75,5,,3070
278,,0,54900,54675,0,true,,,,278,0,0,75,5,,3080
279,,0,55125,54900,0,true,,,,279,0,0,75,5,,3090
280,,0,55350,55125,0,true,,,,280,0,0,80,5,,3100
281,,0,55575,55350,0,true,,,,281,0,0,80,5,,3110
282,,0,55800,55575,0,true,,,,282,0,0,80,5,,3120
283,,0,56025,55800,0,true,,,,283,0,0,80,5,,3130
284,,0,56250,56025,0,true,,,,284,0,0,80,5,,3140
285,,0,56475,56250,0,true,,,,285,0,0,80,5,,3150
286,,0,56700,56475,0,true,,,,286,0,0,80,5,,3160
287,,0,56925,56700,0,true,,,,287,0,0,80,5,,3170
288,,0,57150,56925,0,true,,,,288,0,0,80,5,,3180
289,,0,57375,57150,0,true,,,,289,0,0,80,5,,3190
290,,0,57600,57375,0,true,,,,290,0,0,85,5,,3200
291,,0,57825,57600,0,true,,,,291,0,0,85,5,,3210
292,,0,58050,57825,0,true,,,,292,0,0,85,5,,3220
293,,0,58275,58050,0,true,,,,293,0,0,85,5,,3230
294,,0,58500,58275,0,true,,,,294,0,0,85,5,,3240
295,,0,58725,58500,0,true,,,,295,0,0,85,5,,3250
296,,0,58950,58725,0,true,,,,296,0,0,85,5,,3260
297,,0,59175,58950,0,true,,,,297,0,0,85,5,,3270
298,,0,59400,59175,0,true,,,,298,0,0,85,5,,3280
299,,0,59625,59400,0,true,,,,299,0,0,85,5,,3290
300,,0,59850,59625,0,true,,,,300,0,0,90,5,,3300
301,,0,60075,59850,0,true,,,,301,0,0,90,5,,3310
302,,0,60300,60075,0,true,,,,302,0,0,90,5,,3320
303,,0,60525,60300,0,true,,,,303,0,0,90,5,,3330
304,,0,60750,60525,0,true,,,,304,0,0,90,5,,3340
305,,0,60975,60750,0,true,,,,305,0,0,90,5,,3350
306,,0,61200,60975,0,true,,,,306,0,0,90,5,,3360
307,,0,61425,61200,0,true,,,,307,0,0,90,5,,3370
308,,0,61650,61425,0,true,,,,308,0,0,90,5,,3380
309,,0,61875,61650,0,true,,,,309,0,0,90,5,,3390
310,,0,62100,61875,0,true,,,,310,0,0,95,5,,3400
311,,0,62325,62100,0,true,,,,311,0,0,95,5,,3410
312,,0,62550,62325,0,true,,,,312,0,0,95,5,,3420
313,,0,62775,62550,0,true,,,,313,0,0,95,5,,3430
314,,0,63000,62775,0,true,,,,314,0,0,95,5,,3440
315,,0,63225,63000,0,true,,,,315,0,0,95,5,,3450
316,,0,63450,63225,0,true,,,,316,0,0,95,5,,3460
317,,0,63675,63450,0,true,,,,317,0,0,95,5,,3470
318,,0,63900,63675,0,true,,,,318,0,0,95,5,,3480
319,,0,64125,63900,0,true,,,,319,0,0,95,5,,3490
320,,0,64350,64125,0,true,,,,320,0,0,100,5,,3500
321,,0,64575,64350,0,true,,,,321,0,0,100,5,,3510
322,,0,64800,64575,0,true,,,,322,0,0,100,5,,3520
323,,0,65025,64800,0,true,,,,323,0,0,100,5,,3530
324,,0,65250,65025,0,true,,,,324,0,0,100,5,,3540
325,,0,65475,65250,0,true,,,,325,0,0,100,5,,3550
326,,0,65700,65475,0,true,,,,326,0,0,100,5,,3560
327,,0,65925,65700,0,true,,,,327,0,0,100,5,,3570
328,,0,66150,65925,0,true,,,,328,0,0,100,5,,3580
329,,0,66375,66150,0,true,,,,329,0,0,100,5,,3590
330,,0,66600,66375,0,true,,,,330,0,0,105,5,,3600
331,,0,66825,66600,0,true,,,,331,0,0,105,5,,3610
332,,0,67050,66825,0,true,,,,332,0,0,105,5,,3620
333,,0,67275,67050,0,true,,,,333,0,0,105,5,,3630
334,,0,67500,67275,0,true,,,,334,0,0,105,5,,3640
335,,0,67725,67500,0,true,,,,335,0,0,105,5,,3650
336,,0,67950,67725,0,true,,,,336,0,0,105,5,,3660
337,,0,68175,67950,0,true,,,,337,0,0,105,5,,3670
338,,0,68400,68175,0,true,,,,338,0,0,105,5,,3680
339,,0,68625,68400,0,true,,,,339,0,0,105,5,,3690
340,,0,68850,68625,0,true,,,,340,0,0,110,5,,3700
341,,0,69075,68850,0,true,,,,341,0,0,110,5,,3710
342,,0,69300,69075,0,true,,,,342,0,0,110,5,,3720
343,,0,69525,69300,0,true,,,,343,0,0,110,5,,3730
344,,0,69750,69525,0,true,,,,344,0,0,110,5,,3740
345,,0,69975,69750,0,true,,,,345,0,0,110,5,,3750
346,,0,70200,69975,0,true,,,,346,0,0,110,5,,3760
347,,0,70425,70200,0,true,,,,347,0,0,110,5,,3770
348,,0,70650,70425,0,true,,,,348,0,0,110,5,,3780
349,,0,70875,70650,0,true,,,,349,0,0,110,5,,3790
350,,0,71100,70875,0,true,,,,350,0,0,115,5,,3800
351,,0,71325,71100,0,true,,,,351,0,0,115,5,,3810
352,,0,71550,71325,0,true,,,,352,0,0,115,5,,3820
353,,0,71775,71550,0,true,,,,353,0,0,115,5,,3830
354,,0,72000,71775,0,true,,,,354,0,0,115,5,,3840
355,,0,72225,72000,0,true,,,,355,0,0,115,5,,3850
356,,0,72450,72225,0,true,,,,356,0,0,115,5,,3860
357,,0,72675,72450,0,true,,,,357,0,0,115,5,,3870
358,,0,72900,72675,0,true,,,,358,0,0,115,5,,3880
359,,0,73125,72900,0,true,,,,359,0,0,115,5,,3890
360,,0,73350,73125,0,true,,,,360,0,0,120,5,,3900
361,,0,73575,73350,0,true,,,,361,0,0,120,5,,3910
362,,0,73800,73575,0,true,,,,362,0,0,120,5,,3920
363,,0,74025,73800,0,true,,,,363,0,0,120,5,,3930
364,,0,74250,74025,0,true,,,,364,0,0,120,5,,3940
365,,0,74475,74250,0,true,,,,365,0,0,120,5,,3950
366,,0,74700,74475,0,true,,,,366,0,0,120,5,,3960
367,,0,74925,74700,0,true,,,,367,0,0,120,5,,3970
368,,0,75150,74925,0,true,,,,368,0,0,120,5,,3980
369,,0,75375,75150,0,true,,,,369,0,0,120,5,,3990
370,,0,75600,75375,0,true,,,,370,0,0,125,5,,4000
371,,0,75825,75600,0,true,,,,371,0,0,125,5,,4010
372,,0,76050,75825,0,true,,,,372,0,0,125,5,,4020
373,,0,76275,76050,0,true,,,,373,0,0,125,5,,4030
374,,0,76500,76275,0,true,,,,374,0,0,125,5,,4040
375,,0,76725,76500,0,true,,,,375,0,0,125,5,,4050
376,,0,76950,76725,0,true,,,,376,0,0,125,5,,4060
377,,0,77175,76950,0,true,,,,377,0,0,125,5,,4070
378,,0,77400,77175,0,true,,,,378,0,0,125,5,,4080
379,,0,77625,77400,0,true,,,,379,0,0,125,5,,4090
380,,0,77850,77625,0,true,,,,380,0,0,130,5,,4100
381,,0,78075,77850,0,true,,,,381,0,0,130,5,,4110
382,,0,78300,78075,0,true,,,,382,0,0,130,5,,4120
383,,0,78525,78300,0,true,,,,383,0,0,130,5,,4130
384,,0,78750,78525,0,true,,,,384,0,0,130,5,,4140
385,,0,78975,78750,0,true,,,,385,0,0,130,5,,4150
386,,0,79200,78975,0,true,,,,386,0,0,130,5,,4160
387,,0,79425,79200,0,true,,,,387,0,0,130,5,,4170
388,,0,79650,79425,0,true,,,,388,0,0,130,5,,4180
389,,0,79875,79650,0,true,,,,389,0,0,130,5,,4190
390,,0,80100,79875,0,true,,,,390,0,0,135,5,,4200
391,,0,80325,80100,0,true,,,,391,0,0,135,5,,4210
392,,0,80550,80325,0,true,,,,392,0,0,135,5,,4220
393,,0,80775,80550,0,true,,,,393,0,0,135,5,,4230
394,,0,81000,80775,0,true,,,,394,0,0,135,5,,4240
395,,0,81225,81000,0,true,,,,395,0,0,135,5,,4250
396,,0,81450,81225,0,true,,,,396,0,0,135,5,,4260
397,,0,81675,81450,0,true,,,,397,0,0,135,5,,4270
398,,0,81900,81675,0,true,,,,398,0,0,135,5,,4280
399,,0,82125,81900,0,true,,,,399,0,0,135,5,,4290
400,,0,82350,82125,0,true,,,,400,0,0,140,5,,4300
401,,0,82575,82350,0,true,,,,401,0,0,140,5,,4310
402,,0,82800,82575,0,true,,,,402,0,0,140,5,,4320
403,,0,83025,82800,0,true,,,,403,0,0,140,5,,4330
404,,0,83250,83025,0,true,,,,404,0,0,140,5,,4340
405,,0,83475,83250,0,true,,,,405,0,0,140,5,,4350
406,,0,83700,83475,0,true,,,,406,0,0,140,5,,4360
407,,0,83925,83700,0,true,,,,407,0,0,140,5,,4370
408,,0,84150,83925,0,true,,,,408,0,0,140,5,,4380
409,,0,84375,84150,0,true,,,,409,0,0,140,5,,4390
410,,0,84600,84375,0,true,,,,410,0,0,145,5,,4400
411,,0,84825,84600,0,true,,,,411,0,0,145,5,,4410
412,,0,85050,84825,0,true,,,,412,0,0,145,5,,4420
413,,0,85275,85050,0,true,,,,413,0,0,145,5,,4430
414,,0,85500,85275,0,true,,,,414,0,0,145,5,,4440
415,,0,85725,85500,0,true,,,,415,0,0,145,5,,4450
416,,0,85950,85725,0,true,,,,416,0,0,145,5,,4460
417,,0,86175,85950,0,true,,,,417,0,0,145,5,,4470
418,,0,86400,86175,0,true,,,,418,0,0,145,5,,4480
419,,0,86625,86400,0,true,,,,419,0,0,145,5,,4490
420,,0,86850,86625,0,true,,,,420,0,0,150,5,,4500
421,,0,87075,86850,0,true,,,,421,0,0,150,5,,4510
422,,0,87300,87075,0,true,,,,422,0,0,150,5,,4520
423,,0,87525,87300,0,true,,,,423,0,0,150,5,,4530
424,,0,87750,87525,0,true,,,,424,0,0,150,5,,4540
425,,0,87975,87750,0,true,,,,425,0,0,150,5,,4550
426,,0,88200,87975,0,true,,,,426,0,0,150,5,,4560
427,,0,88425,88200,0,true,,,,427,0,0,150,5,,4570
428,,0,88650,88425,0,true,,,,428,0,0,150,5,,4580
429,,0,88875,88650,0,true,,,,429,0,0,150,5,,4590
430,,0,89100,88875,0,true,,,,430,0,5,150,5,,4600
431,,0,89325,89100,0,true,,,,431,0,5,150,5,,4610
432,,0,89550,89325,0,true,,,,432,0,5,150,5,,4620
433,,0,89775,89550,0,true,,,,433,0,5,150,5,,4630
434,,0,90000,89775,0,true,,,,434,0,5,150,5,,4640
435,,0,90225,90000,0,true,,,,435,0,5,150,5,,4650
