Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,SpecializationPoint,SkillBonus,RecipeLevel,RollBonus,MinGearScoreBonus,MaxGearScoreBonus,MinGearScoreBonusT2,MaxGearScoreBonusT2,MinGearScoreBonusT3,MaxGearScoreBonusT3,MinGearScoreBonusT4,MaxGearScoreBonusT4,MinGearScoreBonusT5,MaxGearScoreBonusT5,ResourceTierUnlocks,EntitlementId,XpReward
90,,0,4500,4410,0,true,,,,90,0,0,0,20,75,5,45,0,0,0,0,5,,279
91,,0,4590,4500,0,true,,,,91,0,0,0,20,75,5,45,0,0,0,0,5,,284
92,,0,4680,4590,0,true,,,,92,0,0,0,20,75,5,45,0,0,0,0,5,,289
93,,0,4770,4680,0,true,,,,93,0,0,0,20,75,5,45,0,0,0,0,5,,294
94,,0,4860,4770,0,true,,,,94,0,0,0,20,75,5,45,0,0,0,0,5,,299
95,,0,4950,4860,0,true,,,,95,0,0,0,20,75,5,50,0,0,0,0,5,,304
96,,0,5040,4950,0,true,,,,96,0,0,0,20,75,5,50,0,0,0,0,5,,309
97,,0,5130,5040,0,true,,,,97,0,0,0,20,75,5,50,0,0,0,0,5,,314
98,,0,5220,5130,0,true,,,,98,0,0,0,20,75,5,50,0,0,0,0,5,,319
99,,0,5310,5220,0,true,,,,99,0,0,0,20,75,5,50,0,0,0,0,5,,324
100,,0,9576,5310,0,true,,,,100,0,0,0,20,75,10,55,0,5,0,0,5,,329
101,,0,10080,9576,0,true,,,,101,0,0,0,20,75,10,55,0,5,0,0,5,,335
102,,0,10584,10080,0,true,,,,102,0,0,0,20,75,10,55,0,5,0,0,5,,341
103,,0,11088,10584,0,true,,,,103,0,0,0,20,75,10,55,0,5,0,0,5,,347
104,,0,11592,11088,0,true,,,,104,0,0,0,20,75,10,55,0,5,0,0,5,,353
105,,0,12096,11592,0,true,,,,105,0,0,0,20,75,10,60,0,10,0,0,5,,359
106,,0,12600,12096,0,true,,,,106,0,0,0,20,75,10,60,0,10,0,0,5,,365
107,,0,13104,12600,0,true,,,,107,0,0,0,20,75,10,60,0,10,0,0,5,,371
108,,0,13608,13104,0,true,,,,108,0,0,0,20,75,10,60,0,10,0,0,5,,377
109,,0,14112,13608,0,true,,,,109,0,0,0,20,75,15,60,0,10,0,0,5,,383
110,,0,14616,14112,0,true,,,,110,0,0,0,20,75,15,65,0,15,0,0,5,,389
111,,0,15120,14616,0,true,,,,111,0,0,0,20,75,15,65,0,15,0,0,5,,395
112,,0,15624,15120,0,true,,,,112,0,0,0,20,75,15,65,0,15,0,0,5,,401
113,,0,16128,15624,0,true,,,,113,0,0,0,20,75,15,65,0,15,0,0,5,,407
114,,0,16632,16128,0,true,,,,114,0,0,0,20,75,15,65,0,15,0,0,5,,413
115,,0,17136,16632,0,true,,,,115,0,0,0,20,75,15,70,0,20,0,0,5,,419
116,,0,17640,17136,0,true,,,,116,0,0,0,20,75,15,70,0,20,0,0,5,,425
117,,0,18144,17640,0,true,,,,117,0,0,0,20,75,15,70,0,20,0,0,5,,431
118,,0,18648,18144,0,true,,,,118,0,0,0,20,75,15,70,0,20,0,0,5,,437
119,,0,19152,18648,0,true,,,,119,0,0,0,20,75,15,70,0,20,0,0,5,,443
120,,0,19656,19152,0,true,,,,120,0,0,0,20,75,20,75,0,25,0,0,5,,449
121,,0,20160,19656,0,true,,,,121,0,0,0,20,75,20,75,0,25,0,0,5,,455
122,,0,20664,20160,0,true,,,,122,0,0,0,20,75,20,75,0,25,0,0,5,,461
123,,0,21168,20664,0,true,,,,123,0,0,0,20,75,20,75,0,25,0,0,5,,467
124,,0,21672,21168,0,true,,,,124,0,0,0,20,75,20,75,0,25,0,0,5,,473
125,,0,22176,21672,0,true,,,,125,0,0,0,20,75,20,75,0,30,0,0,5,,479
126,,0,22680,22176,0,true,,,,126,0,0,0,20,75,20,75,0,30,0,0,5,,486
127,,0,23184,22680,0,true,,,,127,0,0,0,20,75,20,75,0,30,0,0,5,,493
128,,0,23688,23184,0,true,,,,128,0,0,0,20,75,20,75,0,30,0,0,5,,500
129,,0,24192,23688,0,true,,,,129,0,0,0,20,75,20,75,0,30,0,0,5,,507
130,,0,24696,24192,0,true,,,,130,0,0,0,20,75,20,75,0,35,0,0,5,,514
131,,0,25200,24696,0,true,,,,131,0,0,0,20,75,20,75,0,35,0,0,5,,521
132,,0,25704,25200,0,true,,,,132,0,0,0,20,75,20,75,0,35,0,0,5,,528
133,,0,26208,25704,0,true,,,,133,0,0,0,20,75,20,75,0,35,0,0,5,,535
134,,0,26712,26208,0,true,,,,134,0,0,0,20,75,20,75,0,35,0,0,5,,542
135,,0,27216,26712,0,true,,,,135,0,0,0,20,75,20,75,0,40,0,0,5,,549
136,,0,27720,27216,0,true,,,,136,0,0,0,20,75,20,75,0,40,0,0,5,,556
137,,0,28224,27720,0,true,,,,137,0,0,0,20,75,20,75,0,40,0,0,5,,563
138,,0,28728,28224,0,true,,,,138,0,0,0,20,75,20,75,0,40,0,0,5,,570
139,,0,29232,28728,0,true,,,,139,0,0,0,20,75,20,75,0,40,0,0,5,,577
140,,0,29736,29232,0,true,,,,140,0,0,0,20,75,20,75,5,45,0,0,5,,584
141,,0,30240,29736,0,true,,,,141,0,0,0,20,75,20,75,5,45,0,0,5,,591
142,,0,30744,30240,0,true,,,,142,0,0,0,20,75,20,75,5,45,0,0,5,,598
143,,0,31248,30744,0,true,,,,143,0,0,0,20,75,20,75,5,45,0,0,5,,605
144,,0,31752,31248,0,true,,,,144,0,0,0,20,75,20,75,5,45,0,0,5,,612
145,,0,32256,31752,0,true,,,,145,0,0,0,20,75,20,75,5,50,0,0,5,,619
146,,0,32760,32256,0,true,,,,146,0,0,0,20,75,20,75,5,50,0,0,5,,626
147,,0,33264,32760,0,true,,,,147,0,0,0,20,75,20,75,5,50,0,0,5,,633
148,,0,33768,33264,0,true,,,,148,0,0,0,20,75,20,75,5,50,0,0,5,,640
149,,0,34272,33768,0,true,,,,149,0,0,0,20,75,20,75,5,50,0,0,5,,647
150,,0,50400,34272,0,true,,,,150,0,0,0,20,75,20,75,10,55,0,5,5,,654
151,,0,52920,50400,0,true,,,,151,0,0,0,20,75,20,75,10,55,0,5,5,,661
152,,0,55440,52920,0,true,,,,152,0,0,0,20,75,20,75,10,55,0,5,5,,668
153,,0,57960,55440,0,true,,,,153,0,0,0,20,75,20,75,10,55,0,5,5,,675
154,,0,60480,57960,0,true,,,,154,0,0,0,20,75,20,75,10,55,0,5,5,,682
155,,0,63000,60480,0,true,,,,155,0,0,0,20,75,20,75,10,60,0,5,5,,689
156,,0,65520,63000,0,true,,,,156,0,0,0,20,75,20,75,10,60,0,5,5,,696
157,,0,68040,65520,0,true,,,,157,0,0,0,20,75,20,75,10,60,0,5,5,,703
158,,0,70560,68040,0,true,,,,158,0,0,0,20,75,20,75,10,60,0,5,5,,710
159,,0,73080,70560,0,true,,,,159,0,0,0,20,75,20,75,15,60,0,5,5,,717
160,,0,75600,73080,0,true,,,,160,0,0,0,20,75,20,75,15,65,0,5,5,,724
161,,0,78120,75600,0,true,,,,161,0,0,0,20,75,20,75,15,65,0,5,5,,732
162,,0,80640,78120,0,true,,,,162,0,0,0,20,75,20,75,15,65,0,5,5,,740
163,,0,83160,80640,0,true,,,,163,0,0,0,20,75,20,75,15,65,0,5,5,,748
164,,0,85680,83160,0,true,,,,164,0,0,0,20,75,20,75,15,65,0,5,5,,756
165,,0,88200,85680,0,true,,,,165,0,0,0,20,75,20,75,15,70,0,10,5,,764
166,,0,90720,88200,0,true,,,,166,0,0,0,20,75,20,75,15,70,0,10,5,,772
167,,0,93240,90720,0,true,,,,167,0,0,0,20,75,20,75,15,70,0,10,5,,780
168,,0,95760,93240,0,true,,,,168,0,0,0,20,75,20,75,15,70,0,10,5,,788
169,,0,98280,95760,0,true,,,,169,0,0,0,20,75,20,75,15,70,0,10,5,,796
170,,0,100800,98280,0,true,,,,170,0,0,0,20,75,20,75,20,75,0,10,5,,804
171,,0,103320,100800,0,true,,,,171,0,0,0,20,75,20,75,20,75,0,10,5,,812
172,,0,105840,103320,0,true,,,,172,0,0,0,20,75,20,75,20,75,0,10,5,,820
173,,0,108360,105840,0,true,,,,173,0,0,0,20,75,20,75,20,75,0,10,5,,828
174,,0,110880,108360,0,true,,,,174,0,0,0,20,75,20,75,20,75,0,10,5,,836
175,,0,113400,110880,0,true,,,,175,0,0,0,20,75,20,75,20,75,0,10,5,,844
176,,0,115920,113400,0,true,,,,176,0,0,0,20,75,20,75,20,75,0,10,5,,853
177,,0,118440,115920,0,true,,,,177,0,0,0,20,75,20,75,20,75,0,10,5,,862
178,,0,120960,118440,0,true,,,,178,0,0,0,20,75,20,75,20,75,0,10,5,,871
179,,0,123480,120960,0,true,,,,179,0,0,0,20,75,20,75,20,75,0,10,5,,880
180,,0,126000,123480,0,true,,,,180,0,0,0,20,75,20,75,20,75,0,15,5,,889
181,,0,128520,126000,0,true,,,,181,0,0,0,20,75,20,75,20,75,0,15,5,,898
182,,0,131040,128520,0,true,,,,182,0,0,0,20,75,20,75,20,75,0,15,5,,907
183,,0,133560,131040,0,true,,,,183,0,0,0,20,75,20,75,20,75,0,15,5,,916
184,,0,136080,133560,0,true,,,,184,0,0,0,20,75,20,75,20,75,0,15,5,,925
185,,0,138600,136080,0,true,,,,185,0,0,0,20,75,20,75,20,75,0,15,5,,934
186,,0,141120,138600,0,true,,,,186,0,0,0,20,75,20,75,20,75,0,15,5,,943
187,,0,143640,141120,0,true,,,,187,0,0,0,20,75,20,75,20,75,0,15,5,,952
188,,0,146160,143640,0,true,,,,188,0,0,0,20,75,20,75,20,75,0,15,5,,961
189,,0,148680,146160,0,true,,,,189,0,0,0,20,75,20,75,20,75,0,15,5,,970
190,,0,151200,148680,0,true,,,,190,0,0,0,20,75,20,75,20,75,0,20,5,,979
191,,0,153720,151200,0,true,,,,191,0,0,0,20,75,20,75,20,75,0,20,5,,989
192,,0,156240,153720,0,true,,,,192,0,0,0,20,75,20,75,20,75,0,20,5,,999
193,,0,158760,156240,0,true,,,,193,0,0,0,20,75,20,75,20,75,0,20,5,,1009
194,,0,161280,158760,0,true,,,,194,0,0,0,20,75,20,75,20,75,0,20,5,,1019
195,,0,163800,161280,0,true,,,,195,0,0,0,20,75,20,75,20,75,0,20,5,,1029
196,,0,166320,163800,0,true,,,,196,0,0,0,20,75,20,75,20,75,0,20,5,,1039
197,,0,168840,166320,0,true,,,,197,0,0,0,20,75,20,75,20,75,0,20,5,,1049
198,,0,171360,168840,0,true,,,,198,0,0,0,20,75,20,75,20,75,0,20,5,,1059
199,,0,173880,171360,0,true,,,,199,0,0,0,20,75,20,75,20,75,0,20,5,,1069
200,,0,176400,173880,0,true,,,,200,0,0,0,20,75,20,75,20,75,0,25,5,,1079
201,,0,2404000,176400,0,true,,,,201,0,0,0,20,75,20,75,20,75,0,25,5,,1155
202,,0,2408000,2404000,0,true,,,,202,0,0,0,,,,,,,,,5,,1160
203,,0,2412000,2408000,0,true,,,,203,0,0,0,,,,,,,,,5,,1165
204,,0,2416000,2412000,0,true,,,,204,0,0,0,,,,,,,,,5,,1170
205,,0,2420000,2416000,0,true,,,,205,0,0,0,,,,,,,,,5,,1175
206,,0,2424000,2420000,0,true,,,,206,0,0,0,,,,,,,,,5,,1180
207,,0,2428000,2424000,0,true,,,,207,0,0,0,,,,,,,,,5,,1185
208,,0,2432000,2428000,0,true,,,,208,0,0,0,,,,,,,,,5,,1190
209,,0,2436000,2432000,0,true,,,,209,0,0,0,,,,,,,,,5,,1195
210,,0,2440000,2436000,0,true,,,,210,0,0,0,,,,,,,,,5,,1200
211,,0,2444000,2440000,0,true,,,,211,0,0,0,,,,,,,,,5,,1205
212,,0,2448000,2444000,0,true,,,,212,0,0,0,,,,,,,,,5,,1210
213,,0,2452000,2448000,0,true,,,,213,0,0,0,,,,,,,,,5,,1215
214,,0,2456000,2452000,0,true,,,,214,0,0,0,,,,,,,,,5,,1220
215,,0,2460000,2456000,0,true,,,,215,0,0,0,,,,,,,,,5,,1225
216,,0,2464000,2460000,0,true,,,,216,0,0,0,,,,,,,,,5,,1230
217,,0,2468000,2464000,0,true,,,,217,0,0,0,,,,,,,,,5,,1235
218,,0,2472000,2468000,0,true,,,,218,0,0,0,,,,,,,,,5,,1240
219,,0,2476000,2472000,0,true,,,,219,0,0,0,,,,,,,,,5,,1245
220,,0,2480000,2476000,0,true,,,,220,0,0,0,,,,,,,,,5,,1250
221,,0,2484000,2480000,0,true,,,,221,0,0,0,,,,,,,,,5,,1255
222,,0,2488000,2484000,0,true,,,,222,0,0,0,,,,,,,,,5,,1260
223,,0,2492000,2488000,0,true,,,,223,0,0,0,,,,,,,,,5,,1265
224,,0,2496000,2492000,0,true,,,,224,0,0,0,,,,,,,,,5,,1270
225,,0,2500000,2496000,0,true,,,,225,0,0,0,,,,,,,,,5,,1275
226,,0,2504000,2500000,0,true,,,,226,0,0,0,,,,,,,,,5,,1280
227,,0,2508000,2504000,0,true,,,,227,0,0,0,,,,,,,,,5,,1285
228,,0,2512000,2508000,0,true,,,,228,0,0,0,,,,,,,,,5,,1290
229,,0,2516000,2512000,0,true,,,,229,0,0,0,,,,,,,,,5,,1295
230,,0,2520000,2516000,0,true,,,,230,0,0,0,,,,,,,,,5,,1300
231,,0,2524000,2520000,0,true,,,,231,0,0,0,,,,,,,,,5,,1305
232,,0,2528000,2524000,0,true,,,,232,0,0,0,,,,,,,,,5,,1310
233,,0,2532000,2528000,0,true,,,,233,0,0,0,,,,,,,,,5,,1315
234,,0,2536000,2532000,0,true,,,,234,0,0,0,,,,,,,,,5,,1320
235,,0,2540000,2536000,0,true,,,,235,0,0,0,,,,,,,,,5,,1325
236,,0,2544000,2540000,0,true,,,,236,0,0,0,,,,,,,,,5,,1330
237,,0,2548000,2544000,0,true,,,,237,0,0,0,,,,,,,,,5,,1335
238,,0,2552000,2548000,0,true,,,,238,0,0,0,,,,,,,,,5,,1340
239,,0,2556000,2552000,0,true,,,,239,0,0,0,,,,,,,,,5,,1345
240,,0,2560000,2556000,0,true,,,,240,0,0,0,,,,,,,,,5,,1350
241,,0,2564000,2560000,0,true,,,,241,0,0,0,,,,,,,,,5,,1355
242,,0,2568000,2564000,0,true,,,,242,0,0,0,,,,,,,,,5,,1360
243,,0,2572000,2568000,0,true,,,,243,0,0,0,,,,,,,,,5,,1365
244,,0,2576000,2572000,0,true,,,,244,0,0,0,,,,,,,,,5,,1370
245,,0,2580000,2576000,0,true,,,,245,0,0,0,,,,,,,,,5,,1375
246,,0,2584000,2580000,0,true,,,,246,0,0,0,,,,,,,,,5,,1380
247,,0,2588000,2584000,0,true,,,,247,0,0,0,,,,,,,,,5,,1385
248,,0,2592000,2588000,0,true,,,,248,0,0,0,,,,,,,,,5,,1390
249,,0,2596000,2592000,0,true,,,,249,0,0,0,,,,,,,,,5,,1395
250,,0,2600000,2596000,0,true,,,,250,0,0,0,,,,,,,,,5,,1400
251,,0,2604000,2600000,0,true,,,,251,0,0,0,,,,,,,,,5,,1405
252,,0,2608000,2604000,0,true,,,,252,0,0,0,,,,,,,,,5,,1410
253,,0,2612000,2608000,0,true,,,,253,0,0,0,,,,,,,,,5,,1415
254,,0,2616000,2612000,0,true,,,,254,0,0,0,,,,,,,,,5,,1420
255,,0,2620000,2616000,0,true,,,,255,0,0,0,,,,,,,,,5,,1425
256,,0,2624000,2620000,0,true,,,,256,0,0,0,,,,,,,,,5,,1430
257,,0,2628000,2624000,0,true,,,,257,0,0,0,,,,,,,,,5,,1435
258,,0,2632000,2628000,0,true,,,,258,0,0,0,,,,,,,,,5,,1440
259,,0,2636000,2632000,0,true,,,,259,0,0,0,,,,,,,,,5,,1445
260,,0,2640000,2636000,0,true,,,,260,0,0,0,,,,,,,,,5,,1450
261,,0,2644000,2640000,0,true,,,,261,0,0,0,,,,,,,,,5,,1455
262,,0,2648000,2644000,0,true,,,,262,0,0,0,,,,,,,,,5,,1460
263,,0,2652000,2648000,0,true,,,,263,0,0,0,,,,,,,,,5,,1465
264,,0,2656000,2652000,0,true,,,,264,0,0,0,,,,,,,,,5,,1470
265,,0,2660000,2656000,0,true,,,,265,0,0,0,,,,,,,,,5,,1475
266,,0,2664000,2660000,0,true,,,,266,0,0,0,,,,,,,,,5,,1480
267,,0,2668000,2664000,0,true,,,,267,0,0,0,,,,,,,,,5,,1485
268,,0,2672000,2668000,0,true,,,,268,0,0,0,,,,,,,,,5,,1490
269,,0,2676000,2672000,0,true,,,,269,0,0,0,,,,,,,,,5,,1495
270,,0,2680000,2676000,0,true,,,,270,0,0,0,,,,,,,,,5,,1500
271,,0,2684000,2680000,0,true,,,,271,0,0,0,,,,,,,,,5,,1505
272,,0,2688000,2684000,0,true,,,,272,0,0,0,,,,,,,,,5,,1510
273,,0,2692000,2688000,0,true,,,,273,0,0,0,,,,,,,,,5,,1515
274,,0,2696000,2692000,0,true,,,,274,0,0,0,,,,,,,,,5,,1520
275,,0,2700000,2696000,0,true,,,,275,0,0,0,,,,,,,,,5,,1525
276,,0,2704000,2700000,0,true,,,,276,0,0,0,,,,,,,,,5,,1530
277,,0,2708000,2704000,0,true,,,,277,0,0,0,,,,,,,,,5,,1535
278,,0,2712000,2708000,0,true,,,,278,0,0,0,,,,,,,,,5,,1540
279,,0,2716000,2712000,0,true,,,,279,0,0,0,,,,,,,,,5,,1545
280,,0,2720000,2716000,0,true,,,,280,0,0,0,,,,,,,,,5,,1550
281,,0,2724000,2720000,0,true,,,,281,0,0,0,,,,,,,,,5,,1555
282,,0,2728000,2724000,0,true,,,,282,0,0,0,,,,,,,,,5,,1560
283,,0,2732000,2728000,0,true,,,,283,0,0,0,,,,,,,,,5,,1565
284,,0,2736000,2732000,0,true,,,,284,0,0,0,,,,,,,,,5,,1570
285,,0,2740000,2736000,0,true,,,,285,0,0,0,,,,,,,,,5,,1575
286,,0,2744000,2740000,0,true,,,,286,0,0,0,,,,,,,,,5,,1580
287,,0,2748000,2744000,0,true,,,,287,0,0,0,,,,,,,,,5,,1585
288,,0,2752000,2748000,0,true,,,,288,0,0,0,,,,,,,,,5,,1590
289,,0,2756000,2752000,0,true,,,,289,0,0,0,,,,,,,,,5,,1595
290,,0,2760000,2756000,0,true,,,,290,0,0,0,,,,,,,,,5,,1600
291,,0,2764000,2760000,0,true,,,,291,0,0,0,,,,,,,,,5,,1605
292,,0,2768000,2764000,0,true,,,,292,0,0,0,,,,,,,,,5,,1610
293,,0,2772000,2768000,0,true,,,,293,0,0,0,,,,,,,,,5,,1615
294,,0,2776000,2772000,0,true,,,,294,0,0,0,,,,,,,,,5,,1620
295,,0,2780000,2776000,0,true,,,,295,0,0,0,,,,,,,,,5,,1625
296,,0,2784000,2780000,0,true,,,,296,0,0,0,,,,,,,,,5,,1630
297,,0,2788000,2784000,0,true,,,,297,0,0,0,,,,,,,,,5,,1635
298,,0,2792000,2788000,0,true,,,,298,0,0,0,,,,,,,,,5,,1640
299,,0,2796000,2792000,0,true,,,,299,0,0,0,,,,,,,,,5,,1645
