Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,SpecializationPoint,SkillBonus,RecipeLevel,RollBonus,MinGearScoreBonus,MaxGearScoreBonus,MinGearScoreBonusT2,MaxGearScoreBonusT2,MinGearScoreBonusT3,MaxGearScoreBonusT3,MinGearScoreBonusT4,MaxGearScoreBonusT4,MinGearScoreBonusT5,MaxGearScoreBonusT5,ResourceTierUnlocks,EntitlementId,XpReward
66,,0,2106,2025,0,true,,,,66,0,0,0,15,70,0,20,0,0,0,0,5,,168
67,,0,2187,2106,0,true,,,,67,0,0,0,15,70,0,20,0,0,0,0,5,,172
68,,0,2268,2187,0,true,,,,68,0,0,0,15,70,0,20,0,0,0,0,5,,176
69,,0,2349,2268,0,true,,,,69,0,0,0,15,70,0,20,0,0,0,0,5,,180
70,,0,2430,2349,0,true,,,,70,0,0,0,20,75,0,25,0,0,0,0,5,,184
71,,0,2511,2430,0,true,,,,71,0,0,0,20,75,0,25,0,0,0,0,5,,188
72,,0,2592,2511,0,true,,,,72,0,0,0,20,75,0,25,0,0,0,0,5,,192
73,,0,2673,2592,0,true,,,,73,0,0,0,20,75,0,25,0,0,0,0,5,,196
74,,0,2754,2673,0,true,,,,74,0,0,0,20,75,0,25,0,0,0,0,5,,200
75,,0,2835,2754,0,true,,,,75,0,0,0,20,75,0,30,0,0,0,0,5,,204
76,,0,2916,2835,0,true,,,,76,0,0,0,20,75,0,30,0,0,0,0,5,,209
77,,0,2997,2916,0,true,,,,77,0,0,0,20,75,0,30,0,0,0,0,5,,214
78,,0,3078,2997,0,true,,,,78,0,0,0,20,75,0,30,0,0,0,0,5,,219
79,,0,3159,3078,0,true,,,,79,0,0,0,20,75,0,30,0,0,0,0,5,,224
80,,0,3240,3159,0,true,,,,80,0,0,0,20,75,0,35,0,0,0,0,5,,229
81,,0,3321,3240,0,true,,,,81,0,0,0,20,75,0,35,0,0,0,0,5,,234
82,,0,3402,3321,0,true,,,,82,0,0,0,20,75,0,35,0,0,0,0,5,,239
83,,0,3483,3402,0,true,,,,83,0,0,0,20,75,0,35,0,0,0,0,5,,244
84,,0,3564,3483,0,true,,,,84,0,0,0,20,75,0,35,0,0,0,0,5,,249
85,,0,3645,3564,0,true,,,,85,0,0,0,20,75,0,40,0,0,0,0,5,,254
86,,0,3726,3645,0,true,,,,86,0,0,0,20,75,0,40,0,0,0,0,5,,259
87,,0,3807,3726,0,true,,,,87,0,0,0,20,75,0,40,0,0,0,0,5,,264
88,,0,3888,3807,0,true,,,,88,0,0,0,20,75,0,40,0,0,0,0,5,,269
89,,0,3969,3888,0,true,,,,89,0,0,0,20,75,0,40,0,0,0,0,5,,274
90,,0,4050,3969,0,true,,,,90,0,0,0,20,75,5,45,0,0,0,0,5,,279
91,,0,4131,4050,0,true,,,,91,0,0,0,20,75,5,45,0,0,0,0,5,,284
92,,0,4212,4131,0,true,,,,92,0,0,0,20,75,5,45,0,0,0,0,5,,289
93,,0,4293,4212,0,true,,,,93,0,0,0,20,75,5,45,0,0,0,0,5,,294
94,,0,4374,4293,0,true,,,,94,0,0,0,20,75,5,45,0,0,0,0,5,,299
95,,0,4455,4374,0,true,,,,95,0,0,0,20,75,5,50,0,0,0,0,5,,304
96,,0,4536,4455,0,true,,,,96,0,0,0,20,75,5,50,0,0,0,0,5,,309
97,,0,4617,4536,0,true,,,,97,0,0,0,20,75,5,50,0,0,0,0,5,,314
98,,0,4698,4617,0,true,,,,98,0,0,0,20,75,5,50,0,0,0,0,5,,319
99,,0,4779,4698,0,true,,,,99,0,0,0,20,75,5,50,0,0,0,0,5,,324
100,,0,8618,4779,0,true,,,,100,0,0,0,20,75,10,55,0,5,0,0,5,,329
101,,0,9072,8618,0,true,,,,101,0,0,0,20,75,10,55,0,5,0,0,5,,335
102,,0,9525,9072,0,true,,,,102,0,0,0,20,75,10,55,0,5,0,0,5,,341
103,,0,9979,9525,0,true,,,,103,0,0,0,20,75,10,55,0,5,0,0,5,,347
104,,0,10432,9979,0,true,,,,104,0,0,0,20,75,10,55,0,5,0,0,5,,353
105,,0,10886,10432,0,true,,,,105,0,0,0,20,75,10,60,0,10,0,0,5,,359
106,,0,11340,10886,0,true,,,,106,0,0,0,20,75,10,60,0,10,0,0,5,,365
107,,0,11793,11340,0,true,,,,107,0,0,0,20,75,10,60,0,10,0,0,5,,371
108,,0,12247,11793,0,true,,,,108,0,0,0,20,75,10,60,0,10,0,0,5,,377
109,,0,12700,12247,0,true,,,,109,0,0,0,20,75,15,60,0,10,0,0,5,,383
110,,0,13154,12700,0,true,,,,110,0,0,0,20,75,15,65,0,15,0,0,5,,389
111,,0,13608,13154,0,true,,,,111,0,0,0,20,75,15,65,0,15,0,0,5,,395
112,,0,14061,13608,0,true,,,,112,0,0,0,20,75,15,65,0,15,0,0,5,,401
113,,0,14515,14061,0,true,,,,113,0,0,0,20,75,15,65,0,15,0,0,5,,407
114,,0,14968,14515,0,true,,,,114,0,0,0,20,75,15,65,0,15,0,0,5,,413
115,,0,15422,14968,0,true,,,,115,0,0,0,20,75,15,70,0,20,0,0,5,,419
116,,0,15876,15422,0,true,,,,116,0,0,0,20,75,15,70,0,20,0,0,5,,425
117,,0,16329,15876,0,true,,,,117,0,0,0,20,75,15,70,0,20,0,0,5,,431
118,,0,16783,16329,0,true,,,,118,0,0,0,20,75,15,70,0,20,0,0,5,,437
119,,0,17236,16783,0,true,,,,119,0,0,0,20,75,15,70,0,20,0,0,5,,443
120,,0,17690,17236,0,true,,,,120,0,0,0,20,75,20,75,0,25,0,0,5,,449
121,,0,18144,17690,0,true,,,,121,0,0,0,20,75,20,75,0,25,0,0,5,,455
122,,0,18597,18144,0,true,,,,122,0,0,0,20,75,20,75,0,25,0,0,5,,461
123,,0,19051,18597,0,true,,,,123,0,0,0,20,75,20,75,0,25,0,0,5,,467
124,,0,19504,19051,0,true,,,,124,0,0,0,20,75,20,75,0,25,0,0,5,,473
125,,0,19958,19504,0,true,,,,125,0,0,0,20,75,20,75,0,30,0,0,5,,479
126,,0,20412,19958,0,true,,,,126,0,0,0,20,75,20,75,0,30,0,0,5,,486
127,,0,20865,20412,0,true,,,,127,0,0,0,20,75,20,75,0,30,0,0,5,,493
128,,0,21319,20865,0,true,,,,128,0,0,0,20,75,20,75,0,30,0,0,5,,500
129,,0,21772,21319,0,true,,,,129,0,0,0,20,75,20,75,0,30,0,0,5,,507
130,,0,22226,21772,0,true,,,,130,0,0,0,20,75,20,75,0,35,0,0,5,,514
131,,0,22680,22226,0,true,,,,131,0,0,0,20,75,20,75,0,35,0,0,5,,521
132,,0,23133,22680,0,true,,,,132,0,0,0,20,75,20,75,0,35,0,0,5,,528
133,,0,23587,23133,0,true,,,,133,0,0,0,20,75,20,75,0,35,0,0,5,,535
134,,0,24040,23587,0,true,,,,134,0,0,0,20,75,20,75,0,35,0,0,5,,542
135,,0,24494,24040,0,true,,,,135,0,0,0,20,75,20,75,0,40,0,0,5,,549
136,,0,24948,24494,0,true,,,,136,0,0,0,20,75,20,75,0,40,0,0,5,,556
137,,0,25401,24948,0,true,,,,137,0,0,0,20,75,20,75,0,40,0,0,5,,563
138,,0,25855,25401,0,true,,,,138,0,0,0,20,75,20,75,0,40,0,0,5,,570
139,,0,26308,25855,0,true,,,,139,0,0,0,20,75,20,75,0,40,0,0,5,,577
140,,0,26762,26308,0,true,,,,140,0,0,0,20,75,20,75,5,45,0,0,5,,584
141,,0,27216,26762,0,true,,,,141,0,0,0,20,75,20,75,5,45,0,0,5,,591
142,,0,27669,27216,0,true,,,,142,0,0,0,20,75,20,75,5,45,0,0,5,,598
143,,0,28123,27669,0,true,,,,143,0,0,0,20,75,20,75,5,45,0,0,5,,605
144,,0,28576,28123,0,true,,,,144,0,0,0,20,75,20,75,5,45,0,0,5,,612
145,,0,29030,28576,0,true,,,,145,0,0,0,20,75,20,75,5,50,0,0,5,,619
146,,0,29484,29030,0,true,,,,146,0,0,0,20,75,20,75,5,50,0,0,5,,626
147,,0,29937,29484,0,true,,,,147,0,0,0,20,75,20,75,5,50,0,0,5,,633
148,,0,30391,29937,0,true,,,,148,0,0,0,20,75,20,75,5,50,0,0,5,,640
149,,0,30844,30391,0,true,,,,149,0,0,0,20,75,20,75,5,50,0,0,5,,647
150,,0,45360,30844,0,true,,,,150,0,0,0,20,75,20,75,10,55,0,5,5,,654
151,,0,47628,45360,0,true,,,,151,0,0,0,20,75,20,75,10,55,0,5,5,,661
152,,0,49896,47628,0,true,,,,152,0,0,0,20,75,20,75,10,55,0,5,5,,668
153,,0,52164,49896,0,true,,,,153,0,0,0,20,75,20,75,10,55,0,5,5,,675
154,,0,54432,52164,0,true,,,,154,0,0,0,20,75,20,75,10,55,0,5,5,,682
155,,0,56700,54432,0,true,,,,155,0,0,0,20,75,20,75,10,60,0,5,5,,689
156,,0,58968,56700,0,true,,,,156,0,0,0,20,75,20,75,10,60,0,5,5,,696
157,,0,61236,58968,0,true,,,,157,0,0,0,20,75,20,75,10,60,0,5,5,,703
158,,0,63504,61236,0,true,,,,158,0,0,0,20,75,20,75,10,60,0,5,5,,710
159,,0,65772,63504,0,true,,,,159,0,0,0,20,75,20,75,15,60,0,5,5,,717
160,,0,68040,65772,0,true,,,,160,0,0,0,20,75,20,75,15,65,0,5,5,,724
161,,0,70308,68040,0,true,,,,161,0,0,0,20,75,20,75,15,65,0,5,5,,732
162,,0,72576,70308,0,true,,,,162,0,0,0,20,75,20,75,15,65,0,5,5,,740
163,,0,74844,72576,0,true,,,,163,0,0,0,20,75,20,75,15,65,0,5,5,,748
164,,0,77112,74844,0,true,,,,164,0,0,0,20,75,20,75,15,65,0,5,5,,756
165,,0,79380,77112,0,true,,,,165,0,0,0,20,75,20,75,15,70,0,10,5,,764
166,,0,81648,79380,0,true,,,,166,0,0,0,20,75,20,75,15,70,0,10,5,,772
167,,0,83916,81648,0,true,,,,167,0,0,0,20,75,20,75,15,70,0,10,5,,780
168,,0,86184,83916,0,true,,,,168,0,0,0,20,75,20,75,15,70,0,10,5,,788
169,,0,88452,86184,0,true,,,,169,0,0,0,20,75,20,75,15,70,0,10,5,,796
170,,0,90720,88452,0,true,,,,170,0,0,0,20,75,20,75,20,75,0,10,5,,804
171,,0,92988,90720,0,true,,,,171,0,0,0,20,75,20,75,20,75,0,10,5,,812
172,,0,95256,92988,0,true,,,,172,0,0,0,20,75,20,75,20,75,0,10,5,,820
173,,0,97524,95256,0,true,,,,173,0,0,0,20,75,20,75,20,75,0,10,5,,828
174,,0,99792,97524,0,true,,,,174,0,0,0,20,75,20,75,20,75,0,10,5,,836
175,,0,102060,99792,0,true,,,,175,0,0,0,20,75,20,75,20,75,0,10,5,,844
176,,0,104328,102060,0,true,,,,176,0,0,0,20,75,20,75,20,75,0,10,5,,853
177,,0,106596,104328,0,true,,,,177,0,0,0,20,75,20,75,20,75,0,10,5,,862
178,,0,108864,106596,0,true,,,,178,0,0,0,20,75,20,75,20,75,0,10,5,,871
179,,0,111132,108864,0,true,,,,179,0,0,0,20,75,20,75,20,75,0,10,5,,880
180,,0,113400,111132,0,true,,,,180,0,0,0,20,75,20,75,20,75,0,15,5,,889
181,,0,115668,113400,0,true,,,,181,0,0,0,20,75,20,75,20,75,0,15,5,,898
182,,0,117936,115668,0,true,,,,182,0,0,0,20,75,20,75,20,75,0,15,5,,907
183,,0,120204,117936,0,true,,,,183,0,0,0,20,75,20,75,20,75,0,15,5,,916
184,,0,122472,120204,0,true,,,,184,0,0,0,20,75,20,75,20,75,0,15,5,,925
185,,0,124740,122472,0,true,,,,185,0,0,0,20,75,20,75,20,75,0,15,5,,934
186,,0,127008,124740,0,true,,,,186,0,0,0,20,75,20,75,20,75,0,15,5,,943
187,,0,129276,127008,0,true,,,,187,0,0,0,20,75,20,75,20,75,0,15,5,,952
188,,0,131544,129276,0,true,,,,188,0,0,0,20,75,20,75,20,75,0,15,5,,961
189,,0,133812,131544,0,true,,,,189,0,0,0,20,75,20,75,20,75,0,15,5,,970
190,,0,136080,133812,0,true,,,,190,0,0,0,20,75,20,75,20,75,0,20,5,,979
191,,0,138348,136080,0,true,,,,191,0,0,0,20,75,20,75,20,75,0,20,5,,989
192,,0,140616,138348,0,true,,,,192,0,0,0,20,75,20,75,20,75,0,20,5,,999
193,,0,142884,140616,0,true,,,,193,0,0,0,20,75,20,75,20,75,0,20,5,,1009
194,,0,145152,142884,0,true,,,,194,0,0,0,20,75,20,75,20,75,0,20,5,,1019
195,,0,147420,145152,0,true,,,,195,0,0,0,20,75,20,75,20,75,0,20,5,,1029
196,,0,149688,147420,0,true,,,,196,0,0,0,20,75,20,75,20,75,0,20,5,,1039
197,,0,151956,149688,0,true,,,,197,0,0,0,20,75,20,75,20,75,0,20,5,,1049
198,,0,154224,151956,0,true,,,,198,0,0,0,20,75,20,75,20,75,0,20,5,,1059
199,,0,156492,154224,0,true,,,,199,0,0,0,20,75,20,75,20,75,0,20,5,,1069
200,,0,158760,156492,0,true,,,,200,0,0,0,20,75,20,75,20,75,0,25,5,,1079
201,,0,159390,158760,0,true,,,,201,0,0,0,20,75,20,75,20,75,0,25,5,,1155
202,,0,160020,159390,0,true,,,,202,0,0,0,20,75,20,75,20,75,0,25,5,,1160
203,,0,160650,160020,0,true,,,,203,0,0,0,20,75,20,75,20,75,0,25,5,,1165
204,,0,161280,160650,0,true,,,,204,0,0,0,20,75,20,75,20,75,0,25,5,,1170
205,,0,161910,161280,0,true,,,,205,0,0,0,20,75,20,75,20,75,0,25,5,,1175
206,,0,162540,161910,0,true,,,,206,0,0,0,20,75,20,75,20,75,0,25,5,,1180
207,,0,163170,162540,0,true,,,,207,0,0,0,20,75,20,75,20,75,0,25,5,,1185
208,,0,163800,163170,0,true,,,,208,0,0,0,20,75,20,75,20,75,0,25,5,,1190
209,,0,164430,163800,0,true,,,,209,0,0,0,20,75,20,75,20,75,0,25,5,,1195
210,,0,165060,164430,0,true,,,,210,0,0,0,20,75,20,75,20,75,0,25,5,,1200
211,,0,165690,165060,0,true,,,,211,0,0,0,20,75,20,75,20,75,0,25,5,,1205
212,,0,166320,165690,0,true,,,,212,0,0,0,20,75,20,75,20,75,0,25,5,,1210
213,,0,166950,166320,0,true,,,,213,0,0,0,20,75,20,75,20,75,0,25,5,,1215
214,,0,167580,166950,0,true,,,,214,0,0,0,20,75,20,75,20,75,0,25,5,,1220
215,,0,168210,167580,0,true,,,,215,0,0,0,20,75,20,75,20,75,0,25,5,,1225
216,,0,168840,168210,0,true,,,,216,0,0,0,20,75,20,75,20,75,0,25,5,,1230
217,,0,169470,168840,0,true,,,,217,0,0,0,20,75,20,75,20,75,0,25,5,,1235
218,,0,170100,169470,0,true,,,,218,0,0,0,20,75,20,75,20,75,0,25,5,,1240
219,,0,170730,170100,0,true,,,,219,0,0,0,20,75,20,75,20,75,0,25,5,,1245
220,,0,171360,170730,0,true,,,,220,0,0,0,20,75,20,75,20,75,0,25,5,,1250
221,,0,171990,171360,0,true,,,,221,0,0,0,20,75,20,75,20,75,0,25,5,,1255
222,,0,172620,171990,0,true,,,,222,0,0,0,20,75,20,75,20,75,0,25,5,,1260
223,,0,173250,172620,0,true,,,,223,0,0,0,20,75,20,75,20,75,0,25,5,,1265
224,,0,173880,173250,0,true,,,,224,0,0,0,20,75,20,75,20,75,0,25,5,,1270
225,,0,174510,173880,0,true,,,,225,0,0,0,20,75,20,75,20,75,0,25,5,,1275
226,,0,175140,174510,0,true,,,,226,0,0,0,20,75,20,75,20,75,0,25,5,,1280
227,,0,175770,175140,0,true,,,,227,0,0,0,20,75,20,75,20,75,0,25,5,,1285
228,,0,176400,175770,0,true,,,,228,0,0,0,20,75,20,75,20,75,0,25,5,,1290
229,,0,177030,176400,0,true,,,,229,0,0,0,20,75,20,75,20,75,0,25,5,,1295
230,,0,177660,177030,0,true,,,,230,0,0,0,20,75,20,75,20,75,0,25,5,,1300
231,,0,178290,177660,0,true,,,,231,0,0,0,20,75,20,75,20,75,0,25,5,,1305
232,,0,178920,178290,0,true,,,,232,0,0,0,20,75,20,75,20,75,0,25,5,,1310
233,,0,179550,178920,0,true,,,,233,0,0,0,20,75,20,75,20,75,0,25,5,,1315
234,,0,180180,179550,0,true,,,,234,0,0,0,20,75,20,75,20,75,0,25,5,,1320
235,,0,180810,180180,0,true,,,,235,0,0,0,20,75,20,75,20,75,0,25,5,,1325
236,,0,181440,180810,0,true,,,,236,0,0,0,20,75,20,75,20,75,0,25,5,,1330
237,,0,182070,181440,0,true,,,,237,0,0,0,20,75,20,75,20,75,0,25,5,,1335
238,,0,182700,182070,0,true,,,,238,0,0,0,20,75,20,75,20,75,0,25,5,,1340
239,,0,183330,182700,0,true,,,,239,0,0,0,20,75,20,75,20,75,0,25,5,,1345
240,,0,183960,183330,0,true,,,,240,0,0,0,20,75,20,75,20,75,0,25,5,,1350
241,,0,184590,183960,0,true,,,,241,0,0,0,20,75,20,75,20,75,0,25,5,,1355
242,,0,185220,184590,0,true,,,,242,0,0,0,20,75,20,75,20,75,0,25,5,,1360
243,,0,185850,185220,0,true,,,,243,0,0,0,20,75,20,75,20,75,0,25,5,,1365
244,,0,186480,185850,0,true,,,,244,0,0,0,20,75,20,75,20,75,0,25,5,,1370
245,,0,187110,186480,0,true,,,,245,0,0,0,20,75,20,75,20,75,0,25,5,,1375
246,,0,187740,187110,0,true,,,,246,0,0,0,20,75,20,75,20,75,0,25,5,,1380
247,,0,188370,187740,0,true,,,,247,0,0,0,20,75,20,75,20,75,0,25,5,,1385
248,,0,189000,188370,0,true,,,,248,0,0,0,20,75,20,75,20,75,0,25,5,,1390
249,,0,189630,189000,0,true,,,,249,0,0,0,20,75,20,75,20,75,0,25,5,,1395
250,,0,190260,189630,0,true,,,,250,0,0,0,20,75,20,75,20,75,0,25,5,,1400
251,,0,2604000,190260,0,true,,,,251,0,0,0,,,,,,,,,5,,1405
252,,0,2608000,2604000,0,true,,,,252,0,0,0,,,,,,,,,5,,1410
253,,0,2612000,2608000,0,true,,,,253,0,0,0,,,,,,,,,5,,1415
254,,0,2616000,2612000,0,true,,,,254,0,0,0,,,,,,,,,5,,1420
255,,0,2620000,2616000,0,true,,,,255,0,0,0,,,,,,,,,5,,1425
256,,0,2624000,2620000,0,true,,,,256,0,0,0,,,,,,,,,5,,1430
257,,0,2628000,2624000,0,true,,,,257,0,0,0,,,,,,,,,5,,1435
258,,0,2632000,2628000,0,true,,,,258,0,0,0,,,,,,,,,5,,1440
259,,0,2636000,2632000,0,true,,,,259,0,0,0,,,,,,,,,5,,1445
260,,0,2640000,2636000,0,true,,,,260,0,0,0,,,,,,,,,5,,1450
261,,0,2644000,2640000,0,true,,,,261,0,0,0,,,,,,,,,5,,1455
262,,0,2648000,2644000,0,true,,,,262,0,0,0,,,,,,,,,5,,1460
263,,0,2652000,2648000,0,true,,,,263,0,0,0,,,,,,,,,5,,1465
264,,0,2656000,2652000,0,true,,,,264,0,0,0,,,,,,,,,5,,1470
265,,0,2660000,2656000,0,true,,,,265,0,0,0,,,,,,,,,5,,1475
266,,0,2664000,2660000,0,true,,,,266,0,0,0,,,,,,,,,5,,1480
267,,0,2668000,2664000,0,true,,,,267,0,0,0,,,,,,,,,5,,1485
268,,0,2672000,2668000,0,true,,,,268,0,0,0,,,,,,,,,5,,1490
269,,0,2676000,2672000,0,true,,,,269,0,0,0,,,,,,,,,5,,1495
270,,0,2680000,2676000,0,true,,,,270,0,0,0,,,,,,,,,5,,1500
271,,0,2684000,2680000,0,true,,,,271,0,0,0,,,,,,,,,5,,1505
272,,0,2688000,2684000,0,true,,,,272,0,0,0,,,,,,,,,5,,1510
273,,0,2692000,2688000,0,true,,,,273,0,0,0,,,,,,,,,5,,1515
274,,0,2696000,2692000,0,true,,,,274,0,0,0,,,,,,,,,5,,1520
275,,0,2700000,2696000,0,true,,,,275,0,0,0,,,,,,,,,5,,1525
276,,0,2704000,2700000,0,true,,,,276,0,0,0,,,,,,,,,5,,1530
277,,0,2708000,2704000,0,true,,,,277,0,0,0,,,,,,,,,5,,1535
278,,0,2712000,2708000,0,true,,,,278,0,0,0,,,,,,,,,5,,1540
279,,0,2716000,2712000,0,true,,,,279,0,0,0,,,,,,,,,5,,1545
280,,0,2720000,2716000,0,true,,,,280,0,0,0,,,,,,,,,5,,1550
281,,0,2724000,2720000,0,true,,,,281,0,0,0,,,,,,,,,5,,1555
282,,0,2728000,2724000,0,true,,,,282,0,0,0,,,,,,,,,5,,1560
283,,0,2732000,2728000,0,true,,,,283,0,0,0,,,,,,,,,5,,1565
284,,0,2736000,2732000,0,true,,,,284,0,0,0,,,,,,,,,5,,1570
285,,0,2740000,2736000,0,true,,,,285,0,0,0,,,,,,,,,5,,1575
286,,0,2744000,2740000,0,true,,,,286,0,0,0,,,,,,,,,5,,1580
287,,0,2748000,2744000,0,true,,,,287,0,0,0,,,,,,,,,5,,1585
288,,0,2752000,2748000,0,true,,,,288,0,0,0,,,,,,,,,5,,1590
289,,0,2756000,2752000,0,true,,,,289,0,0,0,,,,,,,,,5,,1595
290,,0,2760000,2756000,0,true,,,,290,0,0,0,,,,,,,,,5,,1600
291,,0,2764000,2760000,0,true,,,,291,0,0,0,,,,,,,,,5,,1605
292,,0,2768000,2764000,0,true,,,,292,0,0,0,,,,,,,,,5,,1610
