Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,SpecializationPoint,SkillBonus,RecipeLevel,RollBonus,MinGearScoreBonus,MaxGearScoreBonus,IsMilestone,ResourceTierUnlocks,EntitlementId,XpReward
177,,0,180563,178875,0,true,,,,177,1770,0,0,false,5,,259
178,,0,182250,180563,0,true,,,,178,1780,0,0,false,5,,262
179,,0,183938,182250,0,true,,,,179,1790,0,0,false,5,,264
180,,0,185625,183938,0,true,,,,180,1800,0,0,false,5,,267
181,,0,187313,185625,0,true,,,,181,1810,0,0,false,5,,270
182,,0,189000,187313,0,true,,,,182,1820,0,0,false,5,,273
183,,0,190688,189000,0,true,,,,183,1830,0,0,false,5,,275
184,,0,192375,190688,0,true,,,,184,1840,0,0,false,5,,278
185,,0,194063,192375,0,true,,,,185,1850,0,0,false,5,,281
186,,0,195750,194063,0,true,,,,186,1860,0,0,false,5,,283
187,,0,197438,195750,0,true,,,,187,1870,0,0,false,5,,286
188,,0,199125,197438,0,true,,,,188,1880,0,0,false,5,,289
189,,0,200813,199125,0,true,,,,189,1890,0,0,false,5,,291
190,,0,202500,200813,0,true,,,,190,1900,0,0,false,5,,294
191,,0,204188,202500,0,true,,,,191,1910,0,0,false,5,,297
192,,0,205875,204188,0,true,,,,192,1920,0,0,false,5,,300
193,,0,207563,205875,0,true,,,,193,1930,0,0,false,5,,303
194,,0,209250,207563,0,true,,,,194,1940,0,0,false,5,,306
195,,0,210938,209250,0,true,,,,195,1950,0,0,false,5,,309
196,,0,212625,210938,0,true,,,,196,1960,0,0,false,5,,312
197,,0,214313,212625,0,true,,,,197,1970,0,0,false,5,,315
198,,0,216000,214313,0,true,,,,198,1980,0,0,false,5,,318
199,,0,217688,216000,0,true,,,,199,1990,0,0,false,5,,321
200,,0,219375,217688,0,true,,,,200,2000,0,0,false,5,,324
201,,0,5925380,219375,0,true,,,,201,1155,0,0,false,5,,347
202,,0,5954021,5925380,0,true,,,,202,1160,0,0,false,5,,348
203,,0,5982725,5954021,0,true,,,,203,1165,0,0,false,5,,350
204,,0,6011492,5982725,0,true,,,,204,1170,0,0,false,5,,351
205,,0,6040320,6011492,0,true,,,,205,1175,0,0,false,5,,353
206,,0,6069212,6040320,0,true,,,,206,1180,0,0,false,5,,354
207,,0,6098165,6069212,0,true,,,,207,1185,0,0,false,5,,356
208,,0,6127181,6098165,0,true,,,,208,1190,0,0,false,5,,357
209,,0,6156260,6127181,0,true,,,,209,1195,0,0,false,5,,359
210,,0,6185400,6156260,0,true,,,,210,1200,0,0,false,5,,360
211,,0,6214604,6185400,0,true,,,,211,1205,0,0,false,5,,362
212,,0,6243869,6214604,0,true,,,,212,1210,0,0,false,5,,363
213,,0,6273197,6243869,0,true,,,,213,1215,0,0,false,5,,365
214,,0,6302588,6273197,0,true,,,,214,1220,0,0,false,5,,366
215,,0,6332040,6302588,0,true,,,,215,1225,0,0,false,5,,368
216,,0,6361556,6332040,0,true,,,,216,1230,0,0,false,5,,369
217,,0,6391133,6361556,0,true,,,,217,1235,0,0,false,5,,371
218,,0,6420773,6391133,0,true,,,,218,1240,0,0,false,5,,372
219,,0,6450476,6420773,0,true,,,,219,1245,0,0,false,5,,374
220,,0,6480240,6450476,0,true,,,,220,1250,0,0,false,5,,375
221,,0,6510068,6480240,0,true,,,,221,1255,0,0,false,5,,377
222,,0,6539957,6510068,0,true,,,,222,1260,0,0,false,5,,378
223,,0,6569909,6539957,0,true,,,,223,1265,0,0,false,5,,380
224,,0,6599924,6569909,0,true,,,,224,1270,0,0,false,5,,381
225,,0,6630000,6599924,0,true,,,,225,1275,0,0,false,5,,383
226,,0,6660140,6630000,0,true,,,,226,1280,0,0,false,5,,384
227,,0,6690341,6660140,0,true,,,,227,1285,0,0,false,5,,386
228,,0,6720605,6690341,0,true,,,,228,1290,0,0,false,5,,387
229,,0,6750932,6720605,0,true,,,,229,1295,0,0,false,5,,389
230,,0,6781320,6750932,0,true,,,,230,1300,0,0,false,5,,390
231,,0,6811772,6781320,0,true,,,,231,1305,0,0,false,5,,392
232,,0,6842285,6811772,0,true,,,,232,1310,0,0,false,5,,393
233,,0,6872861,6842285,0,true,,,,233,1315,0,0,false,5,,395
234,,0,6903500,6872861,0,true,,,,234,1320,0,0,false,5,,396
235,,0,6934200,6903500,0,true,,,,235,1325,0,0,false,5,,398
236,,0,6964964,6934200,0,true,,,,236,1330,0,0,false,5,,399
237,,0,6995789,6964964,0,true,,,,237,1335,0,0,false,5,,401
238,,0,7026677,6995789,0,true,,,,238,1340,0,0,false,5,,402
239,,0,7057628,7026677,0,true,,,,239,1345,0,0,false,5,,404
240,,0,7088640,7057628,0,true,,,,240,1350,0,0,false,5,,405
241,,0,7119716,7088640,0,true,,,,241,1355,0,0,false,5,,407
242,,0,7150853,7119716,0,true,,,,242,1360,0,0,false,5,,408
243,,0,7182053,7150853,0,true,,,,243,1365,0,0,false,5,,410
244,,0,7213316,7182053,0,true,,,,244,1370,0,0,false,5,,411
245,,0,7244640,7213316,0,true,,,,245,1375,0,0,false,5,,413
246,,0,7276028,7244640,0,true,,,,246,1380,0,0,false,5,,414
247,,0,7307477,7276028,0,true,,,,247,1385,0,0,false,5,,416
248,,0,7338989,7307477,0,true,,,,248,1390,0,0,false,5,,417
249,,0,7370564,7338989,0,true,,,,249,1395,0,0,false,5,,419
250,,0,7402200,7370564,0,true,,,,250,1400,0,0,false,5,,420
251,,0,7433900,7402200,0,true,,,,251,1405,0,0,false,5,,422
252,,0,7465661,7433900,0,true,,,,252,1410,0,0,false,5,,423
253,,0,7497485,7465661,0,true,,,,253,1415,0,0,false,5,,425
254,,0,7529372,7497485,0,true,,,,254,1420,0,0,false,5,,426
255,,0,7561320,7529372,0,true,,,,255,1425,0,0,false,5,,428
256,,0,7593332,7561320,0,true,,,,256,1430,0,0,false,5,,429
257,,0,7625405,7593332,0,true,,,,257,1435,0,0,false,5,,431
258,,0,7657541,7625405,0,true,,,,258,1440,0,0,false,5,,432
259,,0,7689740,7657541,0,true,,,,259,1445,0,0,false,5,,434
260,,0,7722000,7689740,0,true,,,,260,1450,0,0,false,5,,435
261,,0,7754324,7722000,0,true,,,,261,1455,0,0,false,5,,437
262,,0,7786709,7754324,0,true,,,,262,1460,0,0,false,5,,438
263,,0,7819157,7786709,0,true,,,,263,1465,0,0,false,5,,440
264,,0,7851668,7819157,0,true,,,,264,1470,0,0,false,5,,441
265,,0,7884240,7851668,0,true,,,,265,1475,0,0,false,5,,443
266,,0,7916876,7884240,0,true,,,,266,1480,0,0,false,5,,444
267,,0,7949573,7916876,0,true,,,,267,1485,0,0,false,5,,446
268,,0,7982333,7949573,0,true,,,,268,1490,0,0,false,5,,447
269,,0,8015156,7982333,0,true,,,,269,1495,0,0,false,5,,449
270,,0,8048040,8015156,0,true,,,,270,1500,0,0,false,5,,450
271,,0,8080988,8048040,0,true,,,,271,1505,0,0,false,5,,452
272,,0,8113997,8080988,0,true,,,,272,1510,0,0,false,5,,453
273,,0,8147069,8113997,0,true,,,,273,1515,0,0,false,5,,455
274,,0,8180204,8147069,0,true,,,,274,1520,0,0,false,5,,456
275,,0,8213400,8180204,0,true,,,,275,1525,0,0,false,5,,458
276,,0,8246660,8213400,0,true,,,,276,1530,0,0,false,5,,459
277,,0,8279981,8246660,0,true,,,,277,1535,0,0,false,5,,461
278,,0,8313365,8279981,0,true,,,,278,1540,0,0,false,5,,462
279,,0,8346812,8313365,0,true,,,,279,1545,0,0,false,5,,464
280,,0,8380320,8346812,0,true,,,,280,1550,0,0,false,5,,465
281,,0,8413892,8380320,0,true,,,,281,1555,0,0,false,5,,467
282,,0,8447525,8413892,0,true,,,,282,1560,0,0,false,5,,468
283,,0,8481221,8447525,0,true,,,,283,1565,0,0,false,5,,470
284,,0,8514980,8481221,0,true,,,,284,1570,0,0,false,5,,471
285,,0,8548800,8514980,0,true,,,,285,1575,0,0,false,5,,473
286,,0,8582684,8548800,0,true,,,,286,1580,0,0,false,5,,474
287,,0,8616629,8582684,0,true,,,,287,1585,0,0,false,5,,476
288,,0,8650637,8616629,0,true,,,,288,1590,0,0,false,5,,477
289,,0,8684708,8650637,0,true,,,,289,1595,0,0,false,5,,479
290,,0,8718840,8684708,0,true,,,,290,1600,0,0,false,5,,480
291,,0,8753036,8718840,0,true,,,,291,1605,0,0,false,5,,482
292,,0,8787293,8753036,0,true,,,,292,1610,0,0,false,5,,483
293,,0,8821613,8787293,0,true,,,,293,1615,0,0,false,5,,485
294,,0,8855996,8821613,0,true,,,,294,1620,0,0,false,5,,486
295,,0,8890440,8855996,0,true,,,,295,1625,0,0,false,5,,488
296,,0,8924948,8890440,0,true,,,,296,1630,0,0,false,5,,489
297,,0,8959517,8924948,0,true,,,,297,1635,0,0,false,5,,491
298,,0,8994149,8959517,0,true,,,,298,1640,0,0,false,5,,492
299,,0,9028844,8994149,0,true,,,,299,1645,0,0,false,5,,494
300,,0,9063600,9028844,0,true,,,,300,1650,0,0,false,5,,495
301,,0,9098420,9063600,0,true,,,,301,1655,0,0,false,5,,497
302,,0,9133301,9098420,0,true,,,,302,1660,0,0,false,5,,498
303,,0,9168245,9133301,0,true,,,,303,1665,0,0,false,5,,500
304,,0,9203252,9168245,0,true,,,,304,1670,0,0,false,5,,501
305,,0,9238320,9203252,0,true,,,,305,1675,0,0,false,5,,503
306,,0,9273452,9238320,0,true,,,,306,1680,0,0,false,5,,504
307,,0,9308645,9273452,0,true,,,,307,1685,0,0,false,5,,506
308,,0,9343901,9308645,0,true,,,,308,1690,0,0,false,5,,507
309,,0,9379220,9343901,0,true,,,,309,1695,0,0,false,5,,509
310,,0,9414600,9379220,0,true,,,,310,1700,0,0,false,5,,510
311,,0,9450044,9414600,0,true,,,,311,1705,0,0,false,5,,512
312,,0,9485549,9450044,0,true,,,,312,1710,0,0,false,5,,513
313,,0,9521117,9485549,0,true,,,,313,1715,0,0,false,5,,515
314,,0,9556748,9521117,0,true,,,,314,1720,0,0,false,5,,516
315,,0,9592440,9556748,0,true,,,,315,1725,0,0,false,5,,518
316,,0,9628196,9592440,0,true,,,,316,1730,0,0,false,5,,519
317,,0,9664013,9628196,0,true,,,,317,1735,0,0,false,5,,521
318,,0,9699893,9664013,0,true,,,,318,1740,0,0,false,5,,522
319,,0,9735836,9699893,0,true,,,,319,1745,0,0,false,5,,524
320,,0,9771840,9735836,0,true,,,,320,1750,0,0,false,5,,525
321,,0,9807908,9771840,0,true,,,,321,1755,0,0,false,5,,527
322,,0,9844037,9807908,0,true,,,,322,1760,0,0,false,5,,528
323,,0,9880229,9844037,0,true,,,,323,1765,0,0,false,5,,530
324,,0,9916484,9880229,0,true,,,,324,1770,0,0,false,5,,531
325,,0,9952800,9916484,0,true,,,,325,1775,0,0,false,5,,533
326,,0,9989180,9952800,0,true,,,,326,1780,0,0,false,5,,534
327,,0,10025621,9989180,0,true,,,,327,1785,0,0,false,5,,536
328,,0,10062125,10025621,0,true,,,,328,1790,0,0,false,5,,537
329,,0,10098692,10062125,0,true,,,,329,1795,0,0,false,5,,539
330,,0,10135320,10098692,0,true,,,,330,1800,0,0,false,5,,540
331,,0,10172012,10135320,0,true,,,,331,1805,0,0,false,5,,542
332,,0,10208765,10172012,0,true,,,,332,1810,0,0,false,5,,543
333,,0,10245581,10208765,0,true,,,,333,1815,0,0,false,5,,545
334,,0,10282460,10245581,0,true,,,,334,1820,0,0,false,5,,546
335,,0,10319400,10282460,0,true,,,,335,1825,0,0,false,5,,548
336,,0,10356404,10319400,0,true,,,,336,1830,0,0,false,5,,549
337,,0,10393469,10356404,0,true,,,,337,1835,0,0,false,5,,551
338,,0,10430597,10393469,0,true,,,,338,1840,0,0,false,5,,552
339,,0,10467788,10430597,0,true,,,,339,1845,0,0,false,5,,554
340,,0,10505040,10467788,0,true,,,,340,1850,0,0,false,5,,555
341,,0,10542356,10505040,0,true,,,,341,1855,0,0,false,5,,557
342,,0,10579733,10542356,0,true,,,,342,1860,0,0,false,5,,558
343,,0,10617173,10579733,0,true,,,,343,1865,0,0,false,5,,560
344,,0,10654676,10617173,0,true,,,,344,1870,0,0,false,5,,561
345,,0,10692240,10654676,0,true,,,,345,1875,0,0,false,5,,563
346,,0,10729868,10692240,0,true,,,,346,1880,0,0,false,5,,564
347,,0,10767557,10729868,0,true,,,,347,1885,0,0,false,5,,566
348,,0,10805309,10767557,0,true,,,,348,1890,0,0,false,5,,567
349,,0,10843124,10805309,0,true,,,,349,1895,0,0,false,5,,569
350,,0,10881000,10843124,0,true,,,,350,1900,0,0,false,5,,570
351,,0,10918940,10881000,0,true,,,,351,1905,0,0,false,5,,572
352,,0,10956941,10918940,0,true,,,,352,1910,0,0,false,5,,573
353,,0,10995005,10956941,0,true,,,,353,1915,0,0,false,5,,575
354,,0,11033132,10995005,0,true,,,,354,1920,0,0,false,5,,576
355,,0,11071320,11033132,0,true,,,,355,1925,0,0,false,5,,578
356,,0,11109572,11071320,0,true,,,,356,1930,0,0,false,5,,579
357,,0,11147885,11109572,0,true,,,,357,1935,0,0,false,5,,581
358,,0,11186261,11147885,0,true,,,,358,1940,0,0,false,5,,582
359,,0,11224700,11186261,0,true,,,,359,1945,0,0,false,5,,584
360,,0,11263200,11224700,0,true,,,,360,1950,0,0,false,5,,585
361,,0,11301764,11263200,0,true,,,,361,1955,0,0,false,5,,587
362,,0,11340389,11301764,0,true,,,,362,1960,0,0,false,5,,588
363,,0,11379077,11340389,0,true,,,,363,1965,0,0,false,5,,590
364,,0,11417828,11379077,0,true,,,,364,1970,0,0,false,5,,591
365,,0,11456640,11417828,0,true,,,,365,1975,0,0,false,5,,593
366,,0,11495516,11456640,0,true,,,,366,1980,0,0,false,5,,594
367,,0,11534453,11495516,0,true,,,,367,1985,0,0,false,5,,596
368,,0,11573453,11534453,0,true,,,,368,1990,0,0,false,5,,597
369,,0,11612516,11573453,0,true,,,,369,1995,0,0,false,5,,599
370,,0,11651640,11612516,0,true,,,,370,2000,0,0,false,5,,600
371,,0,11690828,11651640,0,true,,,,371,2005,0,0,false,5,,602
372,,0,11730077,11690828,0,true,,,,372,2010,0,0,false,5,,603
373,,0,11769389,11730077,0,true,,,,373,2015,0,0,false,5,,605
374,,0,11808764,11769389,0,true,,,,374,2020,0,0,false,5,,606
375,,0,11848200,11808764,0,true,,,,375,2025,0,0,false,5,,608
376,,0,11887700,11848200,0,true,,,,376,2030,0,0,false,5,,609
377,,0,11927261,11887700,0,true,,,,377,2035,0,0,false,5,,611
378,,0,11966885,11927261,0,true,,,,378,2040,0,0,false,5,,612
379,,0,12006572,11966885,0,true,,,,379,2045,0,0,false,5,,614
380,,0,12046320,12006572,0,true,,,,380,2050,0,0,false,5,,615
381,,0,12086132,12046320,0,true,,,,381,2055,0,0,false,5,,617
382,,0,12126005,12086132,0,true,,,,382,2060,0,0,false,5,,618
383,,0,12165941,12126005,0,true,,,,383,2065,0,0,false,5,,620
384,,0,12205940,12165941,0,true,,,,384,2070,0,0,false,5,,621
385,,0,12246000,12205940,0,true,,,,385,2075,0,0,false,5,,623
386,,0,12286124,12246000,0,true,,,,386,2080,0,0,false,5,,624
387,,0,12326309,12286124,0,true,,,,387,2085,0,0,false,5,,626
388,,0,12366557,12326309,0,true,,,,388,2090,0,0,false,5,,627
389,,0,12406868,12366557,0,true,,,,389,2095,0,0,false,5,,629
390,,0,12447240,12406868,0,true,,,,390,2100,0,0,false,5,,630
391,,0,12487676,12447240,0,true,,,,391,2105,0,0,false,5,,632
392,,0,12528173,12487676,0,true,,,,392,2110,0,0,false,5,,633
393,,0,12568733,12528173,0,true,,,,393,2115,0,0,false,5,,635
394,,0,12609356,12568733,0,true,,,,394,2120,0,0,false,5,,636
395,,0,12650040,12609356,0,true,,,,395,2125,0,0,false,5,,638
396,,0,12690788,12650040,0,true,,,,396,2130,0,0,false,5,,639
397,,0,12731597,12690788,0,true,,,,397,2135,0,0,false,5,,641
