Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,SpecializationPoint,SkillBonus,RecipeLevel,RollBonus,MinGearScoreBonus,MaxGearScoreBonus,IsMilestone,ResourceTierUnlocks,EntitlementId,XpReward
40,,0,346,340,0,true,,,,40,900,0,0,false,5,,15.41
41,,0,351,346,0,true,,,,41,910,0,0,false,5,,16.08
42,,0,358,351,0,true,,,,42,920,0,0,false,5,,16.08
43,,0,363,358,0,true,,,,43,930,0,0,false,5,,16.75
44,,0,369,363,0,true,,,,44,940,0,0,false,5,,17.42
45,,0,376,369,0,true,,,,45,950,0,0,false,5,,18.09
46,,0,381,376,0,true,,,,46,960,0,0,false,5,,18.76
47,,0,387,381,0,true,,,,47,970,0,0,false,5,,19.43
48,,0,393,387,0,true,,,,48,980,0,0,false,5,,20.1
49,,0,399,393,0,true,,,,49,990,0,0,false,5,,20.77
50,,0,2025,399,0,true,,,,50,1000,0,0,false,5,,21.44
51,,0,2055,2025,0,true,,,,51,1010,0,0,false,5,,22.11
52,,0,2085,2055,0,true,,,,52,1020,0,0,false,5,,22.78
53,,0,2115,2085,0,true,,,,53,1030,0,0,false,5,,23.45
54,,0,2144,2115,0,true,,,,54,1040,0,0,false,5,,24.12
55,,0,2174,2144,0,true,,,,55,1050,0,0,false,5,,25.46
56,,0,2204,2174,0,true,,,,56,1060,0,0,false,5,,26.13
57,,0,2233,2204,0,true,,,,57,1070,0,0,false,5,,26.8
58,,0,2263,2233,0,true,,,,58,1080,0,0,false,5,,27.47
59,,0,2293,2263,0,true,,,,59,1090,0,0,false,5,,28.14
60,,0,2322,2293,0,true,,,,60,1100,0,0,false,5,,29.48
61,,0,2352,2322,0,true,,,,61,1110,0,0,false,5,,30.15
62,,0,2382,2352,0,true,,,,62,1120,0,0,false,5,,30.82
63,,0,2412,2382,0,true,,,,63,1130,0,0,false,5,,31.49
64,,0,2441,2412,0,true,,,,64,1140,0,0,false,5,,32.16
65,,0,2471,2441,0,true,,,,65,1150,0,0,false,5,,33.5
66,,0,2501,2471,0,true,,,,66,1160,0,0,false,5,,34.17
67,,0,2530,2501,0,true,,,,67,1170,0,0,false,5,,34.84
68,,0,2560,2530,0,true,,,,68,1180,0,0,false,5,,35.51
69,,0,2590,2560,0,true,,,,69,1190,0,0,false,5,,36.18
70,,0,2619,2590,0,true,,,,70,1200,0,0,false,5,,37.52
71,,0,2649,2619,0,true,,,,71,1210,0,0,false,5,,38.19
72,,0,2679,2649,0,true,,,,72,1220,0,0,false,5,,38.86
73,,0,2709,2679,0,true,,,,73,1230,0,0,false,5,,39.53
74,,0,2738,2709,0,true,,,,74,1240,0,0,false,5,,40.2
75,,0,2768,2738,0,true,,,,75,1250,0,0,false,5,,41.54
76,,0,2798,2768,0,true,,,,76,1260,0,0,false,5,,42.21
77,,0,2827,2798,0,true,,,,77,1270,0,0,false,5,,43.55
78,,0,2857,2827,0,true,,,,78,1280,0,0,false,5,,44.22
79,,0,2887,2857,0,true,,,,79,1290,0,0,false,5,,45.56
80,,0,2916,2887,0,true,,,,80,1300,0,0,false,5,,46.23
81,,0,2946,2916,0,true,,,,81,1310,0,0,false,5,,47.57
82,,0,2976,2946,0,true,,,,82,1320,0,0,false,5,,48.24
83,,0,3006,2976,0,true,,,,83,1330,0,0,false,5,,49.58
84,,0,3035,3006,0,true,,,,84,1340,0,0,false,5,,50.25
85,,0,3065,3035,0,true,,,,85,1350,0,0,false,5,,51.59
86,,0,3095,3065,0,true,,,,86,1360,0,0,false,5,,52.26
87,,0,3124,3095,0,true,,,,87,1370,0,0,false,5,,53.6
88,,0,3154,3124,0,true,,,,88,1380,0,0,false,5,,54.27
89,,0,3184,3154,0,true,,,,89,1390,0,0,false,5,,55.61
90,,0,3213,3184,0,true,,,,90,1400,0,0,false,5,,56.28
91,,0,3243,3213,0,true,,,,91,1410,0,0,false,5,,57.62
92,,0,3273,3243,0,true,,,,92,1420,0,0,false,5,,58.29
93,,0,3303,3273,0,true,,,,93,1430,0,0,false,5,,59.63
94,,0,3332,3303,0,true,,,,94,1440,0,0,false,5,,60.3
95,,0,3362,3332,0,true,,,,95,1450,0,0,false,5,,61.64
96,,0,3392,3362,0,true,,,,96,1460,0,0,false,5,,62.31
97,,0,3421,3392,0,true,,,,97,1470,0,0,false,5,,63.65
98,,0,3451,3421,0,true,,,,98,1480,0,0,false,5,,64.32
99,,0,3481,3451,0,true,,,,99,1490,0,0,false,5,,65.66
100,,0,18225,3481,0,true,,,,100,1500,0,0,false,5,,66.33
101,,0,18353,18225,0,true,,,,101,1510,0,0,false,5,,67.67
102,,0,18482,18353,0,true,,,,102,1520,0,0,false,5,,69.01
103,,0,18610,18482,0,true,,,,103,1530,0,0,false,5,,70.35
104,,0,18738,18610,0,true,,,,104,1540,0,0,false,5,,71.02
105,,0,18866,18738,0,true,,,,105,1550,0,0,false,5,,72.36
106,,0,18995,18866,0,true,,,,106,1560,0,0,false,5,,73.7
107,,0,19123,18995,0,true,,,,107,1570,0,0,false,5,,75.04
108,,0,19251,19123,0,true,,,,108,1580,0,0,false,5,,76.38
109,,0,19379,19251,0,true,,,,109,1590,0,0,false,5,,77.05
110,,0,19508,19379,0,true,,,,110,1600,0,0,false,5,,78.39
111,,0,19636,19508,0,true,,,,111,1610,0,0,false,5,,79.73
112,,0,19764,19636,0,true,,,,112,1620,0,0,false,5,,81.07
113,,0,19892,19764,0,true,,,,113,1630,0,0,false,5,,82.41
114,,0,20021,19892,0,true,,,,114,1640,0,0,false,5,,83.08
115,,0,20149,20021,0,true,,,,115,1650,0,0,false,5,,84.42
116,,0,20277,20149,0,true,,,,116,1660,0,0,false,5,,85.76
117,,0,20405,20277,0,true,,,,117,1670,0,0,false,5,,87.1
118,,0,20534,20405,0,true,,,,118,1680,0,0,false,5,,88.44
119,,0,20662,20534,0,true,,,,119,1690,0,0,false,5,,89.11
120,,0,20790,20662,0,true,,,,120,1700,0,0,false,5,,90.45
121,,0,20918,20790,0,true,,,,121,1710,0,0,false,5,,91.79
122,,0,21047,20918,0,true,,,,122,1720,0,0,false,5,,93.13
123,,0,21175,21047,0,true,,,,123,1730,0,0,false,5,,94.47
124,,0,21303,21175,0,true,,,,124,1740,0,0,false,5,,95.14
125,,0,21431,21303,0,true,,,,125,1750,0,0,false,5,,96.48
126,,0,21560,21431,0,true,,,,126,1760,0,0,false,5,,97.82
127,,0,21688,21560,0,true,,,,127,1770,0,0,false,5,,99.16
128,,0,21816,21688,0,true,,,,128,1780,0,0,false,5,,100.5
129,,0,21944,21816,0,true,,,,129,1790,0,0,false,5,,102.51
130,,0,22073,21944,0,true,,,,130,1800,0,0,false,5,,103.85
131,,0,22201,22073,0,true,,,,131,1810,0,0,false,5,,105.19
132,,0,22329,22201,0,true,,,,132,1820,0,0,false,5,,106.53
133,,0,22457,22329,0,true,,,,133,1830,0,0,false,5,,107.87
134,,0,22586,22457,0,true,,,,134,1840,0,0,false,5,,109.21
135,,0,22714,22586,0,true,,,,135,1850,0,0,false,5,,110.55
136,,0,22842,22714,0,true,,,,136,1860,0,0,false,5,,111.89
137,,0,22970,22842,0,true,,,,137,1870,0,0,false,5,,113.23
138,,0,23099,22970,0,true,,,,138,1880,0,0,false,5,,114.57
139,,0,23227,23099,0,true,,,,139,1890,0,0,false,5,,116.58
140,,0,23355,23227,0,true,,,,140,1900,0,0,false,5,,117.92
141,,0,23483,23355,0,true,,,,141,1910,0,0,false,5,,119.26
142,,0,23612,23483,0,true,,,,142,1920,0,0,false,5,,120.6
143,,0,23740,23612,0,true,,,,143,1930,0,0,false,5,,121.94
144,,0,23868,23740,0,true,,,,144,1940,0,0,false,5,,123.28
145,,0,23996,23868,0,true,,,,145,1950,0,0,false,5,,124.62
146,,0,24125,23996,0,true,,,,146,1960,0,0,false,5,,125.96
147,,0,24253,24125,0,true,,,,147,1970,0,0,false,5,,127.3
148,,0,24381,24253,0,true,,,,148,1980,0,0,false,5,,128.64
149,,0,24509,24381,0,true,,,,149,1990,0,0,false,5,,130.65
150,,0,135000,24509,0,true,,,,150,2000,0,0,false,5,,131.99
151,,0,136688,135000,0,true,,,,151,2010,0,0,false,5,,133.33
152,,0,138375,136688,0,true,,,,152,2020,0,0,false,5,,134.67
153,,0,140063,138375,0,true,,,,153,2030,0,0,false,5,,136.01
154,,0,141750,140063,0,true,,,,154,2040,0,0,false,5,,137.35
155,,0,143438,141750,0,true,,,,155,2050,0,0,false,5,,138.69
156,,0,145125,143438,0,true,,,,156,2060,0,0,false,5,,140.03
157,,0,146813,145125,0,true,,,,157,2070,0,0,false,5,,141.37
158,,0,148500,146813,0,true,,,,158,2080,0,0,false,5,,142.71
159,,0,150188,148500,0,true,,,,159,2090,0,0,false,5,,144.72
160,,0,151875,150188,0,true,,,,160,2100,0,0,false,5,,146.06
161,,0,153563,151875,0,true,,,,161,2110,0,0,false,5,,147.4
162,,0,155250,153563,0,true,,,,162,2120,0,0,false,5,,148.74
163,,0,156938,155250,0,true,,,,163,2130,0,0,false,5,,150.75
164,,0,158625,156938,0,true,,,,164,2140,0,0,false,5,,152.09
165,,0,160313,158625,0,true,,,,165,2150,0,0,false,5,,154.1
166,,0,162000,160313,0,true,,,,166,2160,0,0,false,5,,155.44
167,,0,163688,162000,0,true,,,,167,2170,0,0,false,5,,156.78
168,,0,165375,163688,0,true,,,,168,2180,0,0,false,5,,158.79
169,,0,167063,165375,0,true,,,,169,2190,0,0,false,5,,160.13
170,,0,168750,167063,0,true,,,,170,2200,0,0,false,5,,162.14
171,,0,170438,168750,0,true,,,,171,2210,0,0,false,5,,163.48
172,,0,172125,170438,0,true,,,,172,2220,0,0,false,5,,164.82
173,,0,173813,172125,0,true,,,,173,2230,0,0,false,5,,166.83
174,,0,175500,173813,0,true,,,,174,2240,0,0,false,5,,168.17
175,,0,177188,175500,0,true,,,,175,2250,0,0,false,5,,170.18
176,,0,178875,177188,0,true,,,,176,2260,0,0,false,5,,171.52
177,,0,180563,178875,0,true,,,,177,2270,0,0,false,5,,173.53
178,,0,182250,180563,0,true,,,,178,2280,0,0,false,5,,175.54
179,,0,183938,182250,0,true,,,,179,2290,0,0,false,5,,176.88
180,,0,185625,183938,0,true,,,,180,2300,0,0,false,5,,178.89
181,,0,187313,185625,0,true,,,,181,2310,0,0,false,5,,180.9
182,,0,189000,187313,0,true,,,,182,2320,0,0,false,5,,182.91
183,,0,190688,189000,0,true,,,,183,2330,0,0,false,5,,184.25
184,,0,192375,190688,0,true,,,,184,2340,0,0,false,5,,186.26
185,,0,194063,192375,0,true,,,,185,2350,0,0,false,5,,188.27
186,,0,195750,194063,0,true,,,,186,2360,0,0,false,5,,189.61
187,,0,197438,195750,0,true,,,,187,2370,0,0,false,5,,191.62
188,,0,199125,197438,0,true,,,,188,2380,0,0,false,5,,193.63
189,,0,200813,199125,0,true,,,,189,2390,0,0,false,5,,194.97
190,,0,202500,200813,0,true,,,,190,2400,0,0,false,5,,196.98
191,,0,204188,202500,0,true,,,,191,2410,0,0,false,5,,198.99
192,,0,205875,204188,0,true,,,,192,2420,0,0,false,5,,201
193,,0,207563,205875,0,true,,,,193,2430,0,0,false,5,,203.01
194,,0,209250,207563,0,true,,,,194,2440,0,0,false,5,,205.02
195,,0,210938,209250,0,true,,,,195,2450,0,0,false,5,,207.03
196,,0,212625,210938,0,true,,,,196,2460,0,0,false,5,,209.04
197,,0,214313,212625,0,true,,,,197,2470,0,0,false,5,,211.05
198,,0,216000,214313,0,true,,,,198,2480,0,0,false,5,,213.06
199,,0,217688,216000,0,true,,,,199,2490,0,0,false,5,,215.07
200,,0,219375,217688,0,true,,,,200,2500,0,0,false,5,,217.08
201,,0,220867,219375,0,true,,,,201,2510,0,0,false,5,,232.49
202,,0,222369,220867,0,true,,,,202,2520,0,0,false,5,,233.16
203,,0,223881,222369,0,true,,,,203,2530,0,0,false,5,,234.5
204,,0,225403,223881,0,true,,,,204,2540,0,0,false,5,,235.17
205,,0,226936,225403,0,true,,,,205,2550,0,0,false,5,,236.51
206,,0,228479,226936,0,true,,,,206,2560,0,0,false,5,,237.18
207,,0,230033,228479,0,true,,,,207,2570,0,0,false,5,,238.52
208,,0,231597,230033,0,true,,,,208,2580,0,0,false,5,,239.19
209,,0,233172,231597,0,true,,,,209,2590,0,0,false,5,,240.53
210,,0,234757,233172,0,true,,,,210,2600,0,0,false,5,,241.2
211,,0,236354,234757,0,true,,,,211,2610,0,0,false,5,,242.54
212,,0,237961,236354,0,true,,,,212,2620,0,0,false,5,,243.21
213,,0,239579,237961,0,true,,,,213,2630,0,0,false,5,,244.55
214,,0,241208,239579,0,true,,,,214,2640,0,0,false,5,,245.22
215,,0,242848,241208,0,true,,,,215,2650,0,0,false,5,,246.56
216,,0,244500,242848,0,true,,,,216,2660,0,0,false,5,,247.23
217,,0,246162,244500,0,true,,,,217,2670,0,0,false,5,,248.57
218,,0,247836,246162,0,true,,,,218,2680,0,0,false,5,,249.24
219,,0,249522,247836,0,true,,,,219,2690,0,0,false,5,,250.58
220,,0,251218,249522,0,true,,,,220,2700,0,0,false,5,,251.25
221,,0,252927,251218,0,true,,,,221,2710,0,0,false,5,,252.59
222,,0,254646,252927,0,true,,,,222,2720,0,0,false,5,,253.26
223,,0,256378,254646,0,true,,,,223,2730,0,0,false,5,,254.6
224,,0,258121,256378,0,true,,,,224,2740,0,0,false,5,,255.27
225,,0,259877,258121,0,true,,,,225,2750,0,0,false,5,,256.61
226,,0,261644,259877,0,true,,,,226,2760,0,0,false,5,,257.28
227,,0,263423,261644,0,true,,,,227,2770,0,0,false,5,,258.62
228,,0,265214,263423,0,true,,,,228,2780,0,0,false,5,,259.29
229,,0,267018,265214,0,true,,,,229,2790,0,0,false,5,,260.63
230,,0,268833,267018,0,true,,,,230,2800,0,0,false,5,,261.3
231,,0,270662,268833,0,true,,,,231,2810,0,0,false,5,,262.64
232,,0,272502,270662,0,true,,,,232,2820,0,0,false,5,,263.31
233,,0,274355,272502,0,true,,,,233,2830,0,0,false,5,,264.65
234,,0,276221,274355,0,true,,,,234,2840,0,0,false,5,,265.32
235,,0,278099,276221,0,true,,,,235,2850,0,0,false,5,,266.66
236,,0,279990,278099,0,true,,,,236,2860,0,0,false,5,,267.33
237,,0,281894,279990,0,true,,,,237,2870,0,0,false,5,,268.67
238,,0,283811,281894,0,true,,,,238,2880,0,0,false,5,,269.34
239,,0,285741,283811,0,true,,,,239,2890,0,0,false,5,,270.68
240,,0,287684,285741,0,true,,,,240,2900,0,0,false,5,,271.35
241,,0,289640,287684,0,true,,,,241,2910,0,0,false,5,,272.69
242,,0,291610,289640,0,true,,,,242,2920,0,0,false,5,,273.36
243,,0,293593,291610,0,true,,,,243,2930,0,0,false,5,,274.7
244,,0,295589,293593,0,true,,,,244,2940,0,0,false,5,,275.37
245,,0,297599,295589,0,true,,,,245,2950,0,0,false,5,,276.71
246,,0,299623,297599,0,true,,,,246,2960,0,0,false,5,,277.38
247,,0,301660,299623,0,true,,,,247,2970,0,0,false,5,,278.72
248,,0,303711,301660,0,true,,,,248,2980,0,0,false,5,,279.39
249,,0,305777,303711,0,true,,,,249,2990,0,0,false,5,,280.73
250,,0,307856,305777,0,true,,,,250,3000,0,0,false,5,,281.4
251,,0,7433900,307856,0,true,,,,251,1405,0,0,false,5,,282.74
252,,0,7465661,7433900,0,true,,,,252,1410,0,0,false,5,,283.41
253,,0,7497485,7465661,0,true,,,,253,1415,0,0,false,5,,284.75
254,,0,7529372,7497485,0,true,,,,254,1420,0,0,false,5,,285.42
255,,0,7561320,7529372,0,true,,,,255,1425,0,0,false,5,,286.76
256,,0,7593332,7561320,0,true,,,,256,1430,0,0,false,5,,287.43
257,,0,7625405,7593332,0,true,,,,257,1435,0,0,false,5,,288.77
258,,0,7657541,7625405,0,true,,,,258,1440,0,0,false,5,,289.44
259,,0,7689740,7657541,0,true,,,,259,1445,0,0,false,5,,290.78
260,,0,7722000,7689740,0,true,,,,260,1450,0,0,false,5,,291.45
261,,0,7754324,7722000,0,true,,,,261,1455,0,0,false,5,,292.79
262,,0,7786709,7754324,0,true,,,,262,1460,0,0,false,5,,293.46
263,,0,7819157,7786709,0,true,,,,263,1465,0,0,false,5,,294.8
264,,0,7851668,7819157,0,true,,,,264,1470,0,0,false,5,,295.47
265,,0,7884240,7851668,0,true,,,,265,1475,0,0,false,5,,296.81
266,,0,7916876,7884240,0,true,,,,266,1480,0,0,false,5,,297.48
267,,0,7949573,7916876,0,true,,,,267,1485,0,0,false,5,,298.82
268,,0,7982333,7949573,0,true,,,,268,1490,0,0,false,5,,299.49
269,,0,8015156,7982333,0,true,,,,269,1495,0,0,false,5,,300.83
270,,0,8048040,8015156,0,true,,,,270,1500,0,0,false,5,,301.5
271,,0,8080988,8048040,0,true,,,,271,1505,0,0,false,5,,302.84
272,,0,8113997,8080988,0,true,,,,272,1510,0,0,false,5,,303.51
273,,0,8147069,8113997,0,true,,,,273,1515,0,0,false,5,,304.85
274,,0,8180204,8147069,0,true,,,,274,1520,0,0,false,5,,305.52
275,,0,8213400,8180204,0,true,,,,275,1525,0,0,false,5,,306.86
276,,0,8246660,8213400,0,true,,,,276,1530,0,0,false,5,,307.53
277,,0,8279981,8246660,0,true,,,,277,1535,0,0,false,5,,308.87
278,,0,8313365,8279981,0,true,,,,278,1540,0,0,false,5,,309.54
279,,0,8346812,8313365,0,true,,,,279,1545,0,0,false,5,,310.88
280,,0,8380320,8346812,0,true,,,,280,1550,0,0,false,5,,311.55
281,,0,8413892,8380320,0,true,,,,281,1555,0,0,false,5,,312.89
282,,0,8447525,8413892,0,true,,,,282,1560,0,0,false,5,,313.56
283,,0,8481221,8447525,0,true,,,,283,1565,0,0,false,5,,314.9
284,,0,8514980,8481221,0,true,,,,284,1570,0,0,false,5,,315.57
285,,0,8548800,8514980,0,true,,,,285,1575,0,0,false,5,,316.91
286,,0,8582684,8548800,0,true,,,,286,1580,0,0,false,5,,317.58
287,,0,8616629,8582684,0,true,,,,287,1585,0,0,false,5,,318.92
288,,0,8650637,8616629,0,true,,,,288,1590,0,0,false,5,,319.59
289,,0,8684708,8650637,0,true,,,,289,1595,0,0,false,5,,320.93
290,,0,8718840,8684708,0,true,,,,290,1600,0,0,false,5,,321.6
291,,0,8753036,8718840,0,true,,,,291,1605,0,0,false,5,,322.94
292,,0,8787293,8753036,0,true,,,,292,1610,0,0,false,5,,323.61
293,,0,8821613,8787293,0,true,,,,293,1615,0,0,false,5,,324.95
294,,0,8855996,8821613,0,true,,,,294,1620,0,0,false,5,,325.62
295,,0,8890440,8855996,0,true,,,,295,1625,0,0,false,5,,326.96
296,,0,8924948,8890440,0,true,,,,296,1630,0,0,false,5,,327.63
297,,0,8959517,8924948,0,true,,,,297,1635,0,0,false,5,,328.97
298,,0,8994149,8959517,0,true,,,,298,1640,0,0,false,5,,329.64
299,,0,9028844,8994149,0,true,,,,299,1645,0,0,false,5,,330.98
300,,0,9063600,9028844,0,true,,,,300,1650,0,0,false,5,,331.65
301,,0,9098420,9063600,0,true,,,,301,1655,0,0,false,5,,332.99
302,,0,9133301,9098420,0,true,,,,302,1660,0,0,false,5,,333.66
303,,0,9168245,9133301,0,true,,,,303,1665,0,0,false,5,,335
304,,0,9203252,9168245,0,true,,,,304,1670,0,0,false,5,,335.67
305,,0,9238320,9203252,0,true,,,,305,1675,0,0,false,5,,337.01
306,,0,9273452,9238320,0,true,,,,306,1680,0,0,false,5,,337.68
307,,0,9308645,9273452,0,true,,,,307,1685,0,0,false,5,,339.02
308,,0,9343901,9308645,0,true,,,,308,1690,0,0,false,5,,339.69
309,,0,9379220,9343901,0,true,,,,309,1695,0,0,false,5,,341.03
310,,0,9414600,9379220,0,true,,,,310,1700,0,0,false,5,,341.7
311,,0,9450044,9414600,0,true,,,,311,1705,0,0,false,5,,343.04
312,,0,9485549,9450044,0,true,,,,312,1710,0,0,false,5,,343.71
313,,0,9521117,9485549,0,true,,,,313,1715,0,0,false,5,,345.05
314,,0,9556748,9521117,0,true,,,,314,1720,0,0,false,5,,345.72
315,,0,9592440,9556748,0,true,,,,315,1725,0,0,false,5,,347.06
316,,0,9628196,9592440,0,true,,,,316,1730,0,0,false,5,,347.73
317,,0,9664013,9628196,0,true,,,,317,1735,0,0,false,5,,349.07
318,,0,9699893,9664013,0,true,,,,318,1740,0,0,false,5,,349.74
319,,0,9735836,9699893,0,true,,,,319,1745,0,0,false,5,,351.08
320,,0,9771840,9735836,0,true,,,,320,1750,0,0,false,5,,351.75
321,,0,9807908,9771840,0,true,,,,321,1755,0,0,false,5,,353.09
322,,0,9844037,9807908,0,true,,,,322,1760,0,0,false,5,,353.76
323,,0,9880229,9844037,0,true,,,,323,1765,0,0,false,5,,355.1
324,,0,9916484,9880229,0,true,,,,324,1770,0,0,false,5,,355.77
325,,0,9952800,9916484,0,true,,,,325,1775,0,0,false,5,,357.11
326,,0,9989180,9952800,0,true,,,,326,1780,0,0,false,5,,357.78
327,,0,10025621,9989180,0,true,,,,327,1785,0,0,false,5,,359.12
328,,0,10062125,10025621,0,true,,,,328,1790,0,0,false,5,,359.79
329,,0,10098692,10062125,0,true,,,,329,1795,0,0,false,5,,361.13
330,,0,10135320,10098692,0,true,,,,330,1800,0,0,false,5,,361.8
331,,0,10172012,10135320,0,true,,,,331,1805,0,0,false,5,,363.14
332,,0,10208765,10172012,0,true,,,,332,1810,0,0,false,5,,363.81
333,,0,10245581,10208765,0,true,,,,333,1815,0,0,false,5,,365.15
334,,0,10282460,10245581,0,true,,,,334,1820,0,0,false,5,,365.82
335,,0,10319400,10282460,0,true,,,,335,1825,0,0,false,5,,367.16
336,,0,10356404,10319400,0,true,,,,336,1830,0,0,false,5,,367.83
337,,0,10393469,10356404,0,true,,,,337,1835,0,0,false,5,,369.17
338,,0,10430597,10393469,0,true,,,,338,1840,0,0,false,5,,369.84
339,,0,10467788,10430597,0,true,,,,339,1845,0,0,false,5,,371.18
340,,0,10505040,10467788,0,true,,,,340,1850,0,0,false,5,,371.85
341,,0,10542356,10505040,0,true,,,,341,1855,0,0,false,5,,373.19
342,,0,10579733,10542356,0,true,,,,342,1860,0,0,false,5,,373.86
343,,0,10617173,10579733,0,true,,,,343,1865,0,0,false,5,,375.2
344,,0,10654676,10617173,0,true,,,,344,1870,0,0,false,5,,375.87
345,,0,10692240,10654676,0,true,,,,345,1875,0,0,false,5,,377.21
346,,0,10729868,10692240,0,true,,,,346,1880,0,0,false,5,,377.88
347,,0,10767557,10729868,0,true,,,,347,1885,0,0,false,5,,379.22
348,,0,10805309,10767557,0,true,,,,348,1890,0,0,false,5,,379.89
349,,0,10843124,10805309,0,true,,,,349,1895,0,0,false,5,,381.23
350,,0,10881000,10843124,0,true,,,,350,1900,0,0,false,5,,381.9
351,,0,10918940,10881000,0,true,,,,351,1905,0,0,false,5,,383.24
352,,0,10956941,10918940,0,true,,,,352,1910,0,0,false,5,,383.91
353,,0,10995005,10956941,0,true,,,,353,1915,0,0,false,5,,385.25
354,,0,11033132,10995005,0,true,,,,354,1920,0,0,false,5,,385.92
355,,0,11071320,11033132,0,true,,,,355,1925,0,0,false,5,,387.26
356,,0,11109572,11071320,0,true,,,,356,1930,0,0,false,5,,387.93
357,,0,11147885,11109572,0,true,,,,357,1935,0,0,false,5,,389.27
358,,0,11186261,11147885,0,true,,,,358,1940,0,0,false,5,,389.94
359,,0,11224700,11186261,0,true,,,,359,1945,0,0,false,5,,391.28
360,,0,11263200,11224700,0,true,,,,360,1950,0,0,false,5,,391.95
361,,0,11301764,11263200,0,true,,,,361,1955,0,0,false,5,,393.29
362,,0,11340389,11301764,0,true,,,,362,1960,0,0,false,5,,393.96
363,,0,11379077,11340389,0,true,,,,363,1965,0,0,false,5,,395.3
364,,0,11417828,11379077,0,true,,,,364,1970,0,0,false,5,,395.97
365,,0,11456640,11417828,0,true,,,,365,1975,0,0,false,5,,397.31
366,,0,11495516,11456640,0,true,,,,366,1980,0,0,false,5,,397.98
367,,0,11534453,11495516,0,true,,,,367,1985,0,0,false,5,,399.32
368,,0,11573453,11534453,0,true,,,,368,1990,0,0,false,5,,399.99
369,,0,11612516,11573453,0,true,,,,369,1995,0,0,false,5,,401.33
370,,0,11651640,11612516,0,true,,,,370,2000,0,0,false,5,,402
371,,0,11690828,11651640,0,true,,,,371,2005,0,0,false,5,,403.34
372,,0,11730077,11690828,0,true,,,,372,2010,0,0,false,5,,404.01
373,,0,11769389,11730077,0,true,,,,373,2015,0,0,false,5,,405.35
374,,0,11808764,11769389,0,true,,,,374,2020,0,0,false,5,,406.02
375,,0,11848200,11808764,0,true,,,,375,2025,0,0,false,5,,407.36
376,,0,11887700,11848200,0,true,,,,376,2030,0,0,false,5,,408.03
377,,0,11927261,11887700,0,true,,,,377,2035,0,0,false,5,,409.37
