Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,SpecializationPoint,SkillBonus,RecipeLevel,RollBonus,MinGearScoreBonus,MaxGearScoreBonus,IsMilestone,ResourceTierUnlocks,EntitlementId,XpReward
151,,0,129094,127500,0,true,,,,151,2010,0,0,false,5,,133.33
152,,0,130688,129094,0,true,,,,152,2020,0,0,false,5,,134.67
153,,0,132282,130688,0,true,,,,153,2030,0,0,false,5,,136.01
154,,0,133875,132282,0,true,,,,154,2040,0,0,false,5,,137.35
155,,0,135469,133875,0,true,,,,155,2050,0,0,false,5,,138.69
156,,0,137063,135469,0,true,,,,156,2060,0,0,false,5,,140.03
157,,0,138657,137063,0,true,,,,157,2070,0,0,false,5,,141.37
158,,0,140250,138657,0,true,,,,158,2080,0,0,false,5,,142.71
159,,0,141844,140250,0,true,,,,159,2090,0,0,false,5,,144.72
160,,0,143438,141844,0,true,,,,160,2100,0,0,false,5,,146.06
161,,0,145032,143438,0,true,,,,161,2110,0,0,false,5,,147.4
162,,0,146625,145032,0,true,,,,162,2120,0,0,false,5,,148.74
163,,0,148219,146625,0,true,,,,163,2130,0,0,false,5,,150.75
164,,0,149813,148219,0,true,,,,164,2140,0,0,false,5,,152.09
165,,0,151407,149813,0,true,,,,165,2150,0,0,false,5,,154.1
166,,0,153000,151407,0,true,,,,166,2160,0,0,false,5,,155.44
167,,0,154594,153000,0,true,,,,167,2170,0,0,false,5,,156.78
168,,0,156188,154594,0,true,,,,168,2180,0,0,false,5,,158.79
169,,0,157782,156188,0,true,,,,169,2190,0,0,false,5,,160.13
170,,0,159375,157782,0,true,,,,170,2200,0,0,false,5,,162.14
171,,0,160969,159375,0,true,,,,171,2210,0,0,false,5,,163.48
172,,0,162563,160969,0,true,,,,172,2220,0,0,false,5,,164.82
173,,0,164157,162563,0,true,,,,173,2230,0,0,false,5,,166.83
174,,0,165750,164157,0,true,,,,174,2240,0,0,false,5,,168.17
175,,0,167344,165750,0,true,,,,175,2250,0,0,false,5,,170.18
176,,0,168938,167344,0,true,,,,176,2260,0,0,false,5,,171.52
177,,0,170532,168938,0,true,,,,177,2270,0,0,false,5,,173.53
178,,0,172125,170532,0,true,,,,178,2280,0,0,false,5,,175.54
179,,0,173719,172125,0,true,,,,179,2290,0,0,false,5,,176.88
180,,0,175313,173719,0,true,,,,180,2300,0,0,false,5,,178.89
181,,0,176907,175313,0,true,,,,181,2310,0,0,false,5,,180.9
182,,0,178500,176907,0,true,,,,182,2320,0,0,false,5,,182.91
183,,0,180094,178500,0,true,,,,183,2330,0,0,false,5,,184.25
184,,0,181688,180094,0,true,,,,184,2340,0,0,false,5,,186.26
185,,0,183282,181688,0,true,,,,185,2350,0,0,false,5,,188.27
186,,0,184875,183282,0,true,,,,186,2360,0,0,false,5,,189.61
187,,0,186469,184875,0,true,,,,187,2370,0,0,false,5,,191.62
188,,0,188063,186469,0,true,,,,188,2380,0,0,false,5,,193.63
189,,0,189657,188063,0,true,,,,189,2390,0,0,false,5,,194.97
190,,0,191250,189657,0,true,,,,190,2400,0,0,false,5,,196.98
191,,0,192844,191250,0,true,,,,191,2410,0,0,false,5,,198.99
192,,0,194438,192844,0,true,,,,192,2420,0,0,false,5,,201
193,,0,196032,194438,0,true,,,,193,2430,0,0,false,5,,203.01
194,,0,197625,196032,0,true,,,,194,2440,0,0,false,5,,205.02
195,,0,199219,197625,0,true,,,,195,2450,0,0,false,5,,207.03
196,,0,200813,199219,0,true,,,,196,2460,0,0,false,5,,209.04
197,,0,202407,200813,0,true,,,,197,2470,0,0,false,5,,211.05
198,,0,204000,202407,0,true,,,,198,2480,0,0,false,5,,213.06
199,,0,205594,204000,0,true,,,,199,2490,0,0,false,5,,215.07
200,,0,207188,205594,0,true,,,,200,2500,0,0,false,5,,217.08
201,,0,208638,207188,0,true,,,,201,2510,0,0,false,5,,232.49
202,,0,210099,208638,0,true,,,,202,2520,0,0,false,5,,233.16
203,,0,211569,210099,0,true,,,,203,2530,0,0,false,5,,234.5
204,,0,213050,211569,0,true,,,,204,2540,0,0,false,5,,235.17
205,,0,214542,213050,0,true,,,,205,2550,0,0,false,5,,236.51
206,,0,216044,214542,0,true,,,,206,2560,0,0,false,5,,237.18
207,,0,217556,216044,0,true,,,,207,2570,0,0,false,5,,238.52
208,,0,219079,217556,0,true,,,,208,2580,0,0,false,5,,239.19
209,,0,220612,219079,0,true,,,,209,2590,0,0,false,5,,240.53
210,,0,222157,220612,0,true,,,,210,2600,0,0,false,5,,241.2
211,,0,223712,222157,0,true,,,,211,2610,0,0,false,5,,242.54
212,,0,225278,223712,0,true,,,,212,2620,0,0,false,5,,243.21
213,,0,226855,225278,0,true,,,,213,2630,0,0,false,5,,244.55
214,,0,228443,226855,0,true,,,,214,2640,0,0,false,5,,245.22
215,,0,230042,228443,0,true,,,,215,2650,0,0,false,5,,246.56
216,,0,231652,230042,0,true,,,,216,2660,0,0,false,5,,247.23
217,,0,233274,231652,0,true,,,,217,2670,0,0,false,5,,248.57
218,,0,234907,233274,0,true,,,,218,2680,0,0,false,5,,249.24
219,,0,236551,234907,0,true,,,,219,2690,0,0,false,5,,250.58
220,,0,238207,236551,0,true,,,,220,2700,0,0,false,5,,251.25
221,,0,239874,238207,0,true,,,,221,2710,0,0,false,5,,252.59
222,,0,241553,239874,0,true,,,,222,2720,0,0,false,5,,253.26
223,,0,243244,241553,0,true,,,,223,2730,0,0,false,5,,254.6
224,,0,244947,243244,0,true,,,,224,2740,0,0,false,5,,255.27
225,,0,246661,244947,0,true,,,,225,2750,0,0,false,5,,256.61
226,,0,248388,246661,0,true,,,,226,2760,0,0,false,5,,257.28
227,,0,250127,248388,0,true,,,,227,2770,0,0,false,5,,258.62
228,,0,251878,250127,0,true,,,,228,2780,0,0,false,5,,259.29
229,,0,253641,251878,0,true,,,,229,2790,0,0,false,5,,260.63
230,,0,255416,253641,0,true,,,,230,2800,0,0,false,5,,261.3
231,,0,257204,255416,0,true,,,,231,2810,0,0,false,5,,262.64
232,,0,259005,257204,0,true,,,,232,2820,0,0,false,5,,263.31
233,,0,260818,259005,0,true,,,,233,2830,0,0,false,5,,264.65
234,,0,262643,260818,0,true,,,,234,2840,0,0,false,5,,265.32
235,,0,264482,262643,0,true,,,,235,2850,0,0,false,5,,266.66
236,,0,266333,264482,0,true,,,,236,2860,0,0,false,5,,267.33
237,,0,268198,266333,0,true,,,,237,2870,0,0,false,5,,268.67
238,,0,270075,268198,0,true,,,,238,2880,0,0,false,5,,269.34
239,,0,271966,270075,0,true,,,,239,2890,0,0,false,5,,270.68
240,,0,273869,271966,0,true,,,,240,2900,0,0,false,5,,271.35
241,,0,275786,273869,0,true,,,,241,2910,0,0,false,5,,272.69
242,,0,277717,275786,0,true,,,,242,2920,0,0,false,5,,273.36
243,,0,279661,277717,0,true,,,,243,2930,0,0,false,5,,274.7
244,,0,281619,279661,0,true,,,,244,2940,0,0,false,5,,275.37
245,,0,283590,281619,0,true,,,,245,2950,0,0,false,5,,276.71
246,,0,285575,283590,0,true,,,,246,2960,0,0,false,5,,277.38
247,,0,287574,285575,0,true,,,,247,2970,0,0,false,5,,278.72
248,,0,289587,287574,0,true,,,,248,2980,0,0,false,5,,279.39
249,,0,291614,289587,0,true,,,,249,2990,0,0,false,5,,280.73
250,,0,293655,291614,0,true,,,,250,3000,0,0,false,5,,281.4
251,,0,7433900,293655,0,true,,,,251,1405,0,0,false,5,,282.74
252,,0,7465661,7433900,0,true,,,,252,1410,0,0,false,5,,283.41
253,,0,7497485,7465661,0,true,,,,253,1415,0,0,false,5,,284.75
254,,0,7529372,7497485,0,true,,,,254,1420,0,0,false,5,,285.42
255,,0,7561320,7529372,0,true,,,,255,1425,0,0,false,5,,286.76
256,,0,7593332,7561320,0,true,,,,256,1430,0,0,false,5,,287.43
257,,0,7625405,7593332,0,true,,,,257,1435,0,0,false,5,,288.77
258,,0,7657541,7625405,0,true,,,,258,1440,0,0,false,5,,289.44
259,,0,7689740,7657541,0,true,,,,259,1445,0,0,false,5,,290.78
260,,0,7722000,7689740,0,true,,,,260,1450,0,0,false,5,,291.45
261,,0,7754324,7722000,0,true,,,,261,1455,0,0,false,5,,292.79
262,,0,7786709,7754324,0,true,,,,262,1460,0,0,false,5,,293.46
263,,0,7819157,7786709,0,true,,,,263,1465,0,0,false,5,,294.8
264,,0,7851668,7819157,0,true,,,,264,1470,0,0,false,5,,295.47
265,,0,7884240,7851668,0,true,,,,265,1475,0,0,false,5,,296.81
266,,0,7916876,7884240,0,true,,,,266,1480,0,0,false,5,,297.48
267,,0,7949573,7916876,0,true,,,,267,1485,0,0,false,5,,298.82
268,,0,7982333,7949573,0,true,,,,268,1490,0,0,false,5,,299.49
269,,0,8015156,7982333,0,true,,,,269,1495,0,0,false,5,,300.83
270,,0,8048040,8015156,0,true,,,,270,1500,0,0,false,5,,301.5
271,,0,8080988,8048040,0,true,,,,271,1505,0,0,false,5,,302.84
272,,0,8113997,8080988,0,true,,,,272,1510,0,0,false,5,,303.51
273,,0,8147069,8113997,0,true,,,,273,1515,0,0,false,5,,304.85
274,,0,8180204,8147069,0,true,,,,274,1520,0,0,false,5,,305.52
275,,0,8213400,8180204,0,true,,,,275,1525,0,0,false,5,,306.86
276,,0,8246660,8213400,0,true,,,,276,1530,0,0,false,5,,307.53
277,,0,8279981,8246660,0,true,,,,277,1535,0,0,false,5,,308.87
278,,0,8313365,8279981,0,true,,,,278,1540,0,0,false,5,,309.54
279,,0,8346812,8313365,0,true,,,,279,1545,0,0,false,5,,310.88
280,,0,8380320,8346812,0,true,,,,280,1550,0,0,false,5,,311.55
281,,0,8413892,8380320,0,true,,,,281,1555,0,0,false,5,,312.89
282,,0,8447525,8413892,0,true,,,,282,1560,0,0,false,5,,313.56
283,,0,8481221,8447525,0,true,,,,283,1565,0,0,false,5,,314.9
284,,0,8514980,8481221,0,true,,,,284,1570,0,0,false,5,,315.57
285,,0,8548800,8514980,0,true,,,,285,1575,0,0,false,5,,316.91
286,,0,8582684,8548800,0,true,,,,286,1580,0,0,false,5,,317.58
287,,0,8616629,8582684,0,true,,,,287,1585,0,0,false,5,,318.92
288,,0,8650637,8616629,0,true,,,,288,1590,0,0,false,5,,319.59
289,,0,8684708,8650637,0,true,,,,289,1595,0,0,false,5,,320.93
290,,0,8718840,8684708,0,true,,,,290,1600,0,0,false,5,,321.6
291,,0,8753036,8718840,0,true,,,,291,1605,0,0,false,5,,322.94
292,,0,8787293,8753036,0,true,,,,292,1610,0,0,false,5,,323.61
293,,0,8821613,8787293,0,true,,,,293,1615,0,0,false,5,,324.95
294,,0,8855996,8821613,0,true,,,,294,1620,0,0,false,5,,325.62
295,,0,8890440,8855996,0,true,,,,295,1625,0,0,false,5,,326.96
296,,0,8924948,8890440,0,true,,,,296,1630,0,0,false,5,,327.63
297,,0,8959517,8924948,0,true,,,,297,1635,0,0,false,5,,328.97
298,,0,8994149,8959517,0,true,,,,298,1640,0,0,false,5,,329.64
299,,0,9028844,8994149,0,true,,,,299,1645,0,0,false,5,,330.98
300,,0,9063600,9028844,0,true,,,,300,1650,0,0,false,5,,331.65
301,,0,9098420,9063600,0,true,,,,301,1655,0,0,false,5,,332.99
302,,0,9133301,9098420,0,true,,,,302,1660,0,0,false,5,,333.66
303,,0,9168245,9133301,0,true,,,,303,1665,0,0,false,5,,335
304,,0,9203252,9168245,0,true,,,,304,1670,0,0,false,5,,335.67
305,,0,9238320,9203252,0,true,,,,305,1675,0,0,false,5,,337.01
306,,0,9273452,9238320,0,true,,,,306,1680,0,0,false,5,,337.68
307,,0,9308645,9273452,0,true,,,,307,1685,0,0,false,5,,339.02
308,,0,9343901,9308645,0,true,,,,308,1690,0,0,false,5,,339.69
309,,0,9379220,9343901,0,true,,,,309,1695,0,0,false,5,,341.03
310,,0,9414600,9379220,0,true,,,,310,1700,0,0,false,5,,341.7
311,,0,9450044,9414600,0,true,,,,311,1705,0,0,false,5,,343.04
312,,0,9485549,9450044,0,true,,,,312,1710,0,0,false,5,,343.71
313,,0,9521117,9485549,0,true,,,,313,1715,0,0,false,5,,345.05
314,,0,9556748,9521117,0,true,,,,314,1720,0,0,false,5,,345.72
315,,0,9592440,9556748,0,true,,,,315,1725,0,0,false,5,,347.06
316,,0,9628196,9592440,0,true,,,,316,1730,0,0,false,5,,347.73
317,,0,9664013,9628196,0,true,,,,317,1735,0,0,false,5,,349.07
318,,0,9699893,9664013,0,true,,,,318,1740,0,0,false,5,,349.74
319,,0,9735836,9699893,0,true,,,,319,1745,0,0,false,5,,351.08
320,,0,9771840,9735836,0,true,,,,320,1750,0,0,false,5,,351.75
321,,0,9807908,9771840,0,true,,,,321,1755,0,0,false,5,,353.09
322,,0,9844037,9807908,0,true,,,,322,1760,0,0,false,5,,353.76
323,,0,9880229,9844037,0,true,,,,323,1765,0,0,false,5,,355.1
324,,0,9916484,9880229,0,true,,,,324,1770,0,0,false,5,,355.77
325,,0,9952800,9916484,0,true,,,,325,1775,0,0,false,5,,357.11
326,,0,9989180,9952800,0,true,,,,326,1780,0,0,false,5,,357.78
327,,0,10025621,9989180,0,true,,,,327,1785,0,0,false,5,,359.12
328,,0,10062125,10025621,0,true,,,,328,1790,0,0,false,5,,359.79
329,,0,10098692,10062125,0,true,,,,329,1795,0,0,false,5,,361.13
330,,0,10135320,10098692,0,true,,,,330,1800,0,0,false,5,,361.8
331,,0,10172012,10135320,0,true,,,,331,1805,0,0,false,5,,363.14
332,,0,10208765,10172012,0,true,,,,332,1810,0,0,false,5,,363.81
333,,0,10245581,10208765,0,true,,,,333,1815,0,0,false,5,,365.15
334,,0,10282460,10245581,0,true,,,,334,1820,0,0,false,5,,365.82
335,,0,10319400,10282460,0,true,,,,335,1825,0,0,false,5,,367.16
336,,0,10356404,10319400,0,true,,,,336,1830,0,0,false,5,,367.83
337,,0,10393469,10356404,0,true,,,,337,1835,0,0,false,5,,369.17
338,,0,10430597,10393469,0,true,,,,338,1840,0,0,false,5,,369.84
339,,0,10467788,10430597,0,true,,,,339,1845,0,0,false,5,,371.18
340,,0,10505040,10467788,0,true,,,,340,1850,0,0,false,5,,371.85
341,,0,10542356,10505040,0,true,,,,341,1855,0,0,false,5,,373.19
342,,0,10579733,10542356,0,true,,,,342,1860,0,0,false,5,,373.86
343,,0,10617173,10579733,0,true,,,,343,1865,0,0,false,5,,375.2
344,,0,10654676,10617173,0,true,,,,344,1870,0,0,false,5,,375.87
345,,0,10692240,10654676,0,true,,,,345,1875,0,0,false,5,,377.21
346,,0,10729868,10692240,0,true,,,,346,1880,0,0,false,5,,377.88
347,,0,10767557,10729868,0,true,,,,347,1885,0,0,false,5,,379.22
348,,0,10805309,10767557,0,true,,,,348,1890,0,0,false,5,,379.89
349,,0,10843124,10805309,0,true,,,,349,1895,0,0,false,5,,381.23
350,,0,10881000,10843124,0,true,,,,350,1900,0,0,false,5,,381.9
351,,0,10918940,10881000,0,true,,,,351,1905,0,0,false,5,,383.24
352,,0,10956941,10918940,0,true,,,,352,1910,0,0,false,5,,383.91
353,,0,10995005,10956941,0,true,,,,353,1915,0,0,false,5,,385.25
354,,0,11033132,10995005,0,true,,,,354,1920,0,0,false,5,,385.92
355,,0,11071320,11033132,0,true,,,,355,1925,0,0,false,5,,387.26
356,,0,11109572,11071320,0,true,,,,356,1930,0,0,false,5,,387.93
357,,0,11147885,11109572,0,true,,,,357,1935,0,0,false,5,,389.27
358,,0,11186261,11147885,0,true,,,,358,1940,0,0,false,5,,389.94
359,,0,11224700,11186261,0,true,,,,359,1945,0,0,false,5,,391.28
360,,0,11263200,11224700,0,true,,,,360,1950,0,0,false,5,,391.95
361,,0,11301764,11263200,0,true,,,,361,1955,0,0,false,5,,393.29
362,,0,11340389,11301764,0,true,,,,362,1960,0,0,false,5,,393.96
363,,0,11379077,11340389,0,true,,,,363,1965,0,0,false,5,,395.3
364,,0,11417828,11379077,0,true,,,,364,1970,0,0,false,5,,395.97
365,,0,11456640,11417828,0,true,,,,365,1975,0,0,false,5,,397.31
366,,0,11495516,11456640,0,true,,,,366,1980,0,0,false,5,,397.98
367,,0,11534453,11495516,0,true,,,,367,1985,0,0,false,5,,399.32
368,,0,11573453,11534453,0,true,,,,368,1990,0,0,false,5,,399.99
369,,0,11612516,11573453,0,true,,,,369,1995,0,0,false,5,,401.33
370,,0,11651640,11612516,0,true,,,,370,2000,0,0,false,5,,402
371,,0,11690828,11651640,0,true,,,,371,2005,0,0,false,5,,403.34
372,,0,11730077,11690828,0,true,,,,372,2010,0,0,false,5,,404.01
373,,0,11769389,11730077,0,true,,,,373,2015,0,0,false,5,,405.35
374,,0,11808764,11769389,0,true,,,,374,2020,0,0,false,5,,406.02
375,,0,11848200,11808764,0,true,,,,375,2025,0,0,false,5,,407.36
376,,0,11887700,11848200,0,true,,,,376,2030,0,0,false,5,,408.03
377,,0,11927261,11887700,0,true,,,,377,2035,0,0,false,5,,409.37
