EventID,GameEventType,Level,CreatureType,RewardModifier,RewardType,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperID,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
99G_MSQ_SM_ExcavateArtifacts_Lever_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99G_MSQ_SM_ExcavateArtifacts_Artifact02_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99G_MSQ_SM_Artifact1_Teleport_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99G_MSQ_SM_Artifact2_Teleport_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99G_MSQ_SM_AssaultStronghold_Banner_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99G_MSQ_SM_AssaultStronghold_Horn_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99G_MSQ_SM_DestroyEnemy_Kneel01_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99G_MSQ_SM_DestroyEnemy_Note_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99G_MSQ_SM_DestroyEnemy_Kneel02_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99G_Isabella_whisper_SM_01_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Isabella_A_Whisper,,,,,,true
99G_Isabella_whisper_SM_02_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Isabella_B_Whisper,,,,,,true
99G_Isabella_whisper_SM_03_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Isabella_C_Whisper,,,,,,true
99G_Isabella_whisper_SM_04_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Isabella_D_Whisper,,,,,,true
99G_Isabella_whisper_SM_05_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Isabella_E_Whisper,,,,,,true
99G_Isabella_whisper_SM_06_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Isabella_F_Whisper,,,,,,true
99G_Russo_Bark_SM_01_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Russo_Brooch_Bark,,,,,,true
99G_Russo_Bark_SM_02_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Russo_CaptainLog_Bark,,,,,,true
99G_Russo_Bark_SM_03_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Russo_Cup_Bark,,,,,,true
99G_Russo_VoicedLoreNote_SM_01_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Russo_VoicedLoreNote_00,,,,,,true
99G_Russo_VoicedLoreNote_SM_02_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Russo_VoicedLoreNote_01,,,,,,true
99G_Russo_VoicedLoreNote_SM_03_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Russo_VoicedLoreNote_02,,,,,,true
99G_Morgaine_VoicedLoreNote_SM_01_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Morgaine_VoicedLoreNote_01,,,,,,true
99G_Yash_Bark_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Yash_Bark,,,,,,true
99G_Grace_Bark_01_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Grace_Bark_01,,,,,,true
99G_Grace_Bark_02_whisper,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99G_Grace_Bark_02,,,,,,true
99G_MSQ_SM_Isabella_Encounter_Victory,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
