EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperId,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
04A_Side08_01_GetReagents_success,,20,Quest,Weapons,,1360,6250,,CRX_QuestReward_EF_Side_Rapier,,,,,750,,,,,37.5,1,,,,,,,true
04A_Side08_02_SecretIngredient_success,,21,Quest,Armor,,1420,6375,,QuestReward_EF_Side08_02_LightChestT3,,,,,1000,,,,,37.5,1,,,,,,,true
04A_Side08_03_DeliverPotions_success,,21,Quest-,,,1140,2550,,QuestReward_EF_Side_PotionPouch,,,,,1000,,,,,25,1,,,,,,,true
04A_Side09_01_LostAlchemy_success,,20,Quest-,,,1090,2500,,QuestReward_EF_Side09_01_AlchemyBox,,,,,750,,,,,25,1,,,,,,,true
04A_Side10_01_CopperSeam_success,,20,Quest-,,,1090,2500,,,,,,,750,,,,,25,1,,,,,,,true
0424_2022_WC_01_success,,15,Quest,,,530,5625,,WC_QuestPresent1,,,EventProgress,500,175,,,,,37.5,1,,,,,,,true
0424_2022_WC_02_success,,15,Quest,,,800,5625,,WC_QuestPresent2,,,EventProgress,500,1000,,,,,37.5,1,,,,,,,true
0424_2022_WC_03_success,,15,Quest,,,800,5625,,WC_QuestPresent3,,,EventProgress,750,1000,,,,,37.5,1,,,,,,,true
0424_2022_WC_04_success,,15,Quest,,,800,5625,,WC_QuestPresent4,,,EventProgress,1500,1000,,,,,37.5,1,,,,,,,true
04A_Side03_02_0101_AncientScroll_interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail1_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail2_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail3_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail4_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail5_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail6_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail7_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail8_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail9_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail10_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail11_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail12_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_Proximity_Trail13_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side01_01_AbandonedPack_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side02_01_AncientDevice_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side02_01_AncientDevice_02_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side02_02_EncounterStart_01_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side02_02_Encounter_01_Success,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side02_02_EncounterStart_02_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side02_02_Encounter_02_Success,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side02_03_Proximity_Investigate_01_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side02_03_Proximity_Investigate_02_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side02_03_Proximity_Investigate_03_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side02_03_Proximity_Investigate_04_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side02_03_Proximity_Investigate_05_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side02_05_ArmillarySphere_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side04_01_Flowers_interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side04_02_Proximity_InvestigationSpot_01_interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side04_02_Proximity_InvestigationSpot_02_interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side04_02_Proximity_InvestigationSpot_03_interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side04_03_EarthPatch_interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_01_Mandolin_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_01_UBR_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_01_Guitar_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_01_PlayMandolin_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_01_PlayGuitar_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_01_PlayUBR_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_01_PlayFlute_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_02_PlayForMagistrate_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_02_PlayForCaptain_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_02_PlayForConstable_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_02_PlayForBarkeep_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_03_Laundry_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_03_Delivery_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side05_03_Delivery_DropSpot_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side07_02_DustyBottle_interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side08_02_SecretIngredient_Interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side09_01_AlchemyBottle_interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side04_03_EarthPatch01_interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
04A_Side10_01_CopperSeam_interact,,0,,,,0,0,,,,,,,,,,,,0,0,,,,,,,false
0424_GleamiteIO_interact,,0,,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0424_LostPresentIO_interact,,0,,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
