EventID,GameEventType,Level,CreatureType,UniversalExpAmount,XpOfCurrentLevel,UseRestedExp,CurrencyReward,CoinRewardChance,ItemReward,ItemRewardQty,GearScoreRange,LootTags,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,AffinityRewards,AzothSalt,AzothSaltChance,PvpXp,FactionInfluenceAmount,FactionInfluenceSrc,EmitTelemetry,AzothReward,AzothRewardChance,EntitlementId,AchievementId,StatusEffectId,RemoveStatusEffects,RemoveStatusEffectCategories,LootLimitId,LootLimitReachedGameEventId,LootLimitReachedGameEventKeepOverrides,LeaderboardValue,SeasonsXp,ScheduleId,ScheduledGameEventId
Gather_LostMemory_78,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_78,,,,,,,,,,
Gather_LostMemory_79,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_79,,,,,,,,,,
Gather_LostMemory_80,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_80,,,,,,,,,,
Gather_LostMemory_81,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_81,,,,,,,,,,
Gather_LostMemory_82,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_82,,,,,,,,,,
Gather_LostMemory_83,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_83,,,,,,,,,,
Gather_LostMemory_84,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_84,,,,,,,,,,
Gather_LostMemory_85,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_85,,,,,,,,,,
Gather_LostMemory_86,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_86,,,,,,,,,,
Gather_LostMemory_87,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_87,,,,,,,,,,
Gather_LostMemory_88,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_88,,,,,,,,,,
Gather_LostMemory_89,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_89,,,,,,,,,,
Gather_LostMemory_90,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_90,,,,,,,,,,
Gather_LostMemory_91,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_91,,,,,,,,,,
Gather_LostMemory_92,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_92,,,,,,,,,,
Gather_LostMemory_93,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_93,,,,,,,,,,
Gather_LostMemory_94,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_94,,,,,,,,,,
Gather_LostMemory_95,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_95,,,,,,,,,,
Gather_LostMemory_96,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_96,,,,,,,,,,
Gather_LostMemory_97,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_97,,,,,,,,,,
Gather_LostMemory_98,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_98,,,,,,,,,,
Gather_LostMemory_99,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_99,,,,,,,,,,
Gather_LostMemory_100,Gathering,,,,,,,,17_CQ_SoulFragment,1,,,Collectibles_Dunwood_Memories,1,100,,,,,,,,,true,,,,LostMemory_100,,,,,,,,,,
17DW_Underworld_Gate_Unlocked_01,Gathering,,,,,,,,,1,,,,0,0,,,,,,,,,true,,,,17DW_Underworld_Gate_01,,,,,,,,,,
17DW_Underworld_Gate_Unlocked_02,Gathering,,,,,,,,,1,,,,0,0,,,,,,,,,true,,,,17DW_Underworld_Gate_02,,,,,,,,,,
17DW_Underworld_Gate_Unlocked_03,Gathering,,,,,,,,,1,,,,0,0,,,,,,,,,true,,,,17DW_Underworld_Gate_03,,,,,,,,,,
17DW_Underworld_Gate_Unlocked_04,Gathering,,,,,,,,,1,,,,0,0,,,,,,,,,true,,,,17DW_Underworld_Gate_04,,,,,,,,,,
17DW_Underworld_Gate_Unlocked_05,Gathering,,,,,,,,,1,,,,0,0,,,,,,,,,true,,,,17DW_Underworld_Gate_05,,,,,,,,,,
17DW_Underworld_Gate_Unlocked_06,Gathering,,,,,,,,,1,,,,0,0,,,,,,,,,true,,,,17DW_Underworld_Gate_06,,,,,,,,,,
17DW_Underworld_Gate_Unlocked_07,Gathering,,,,,,,,,1,,,,0,0,,,,,,,,,true,,,,17DW_Underworld_Gate_07,,,,,,,,,,
17DW_Underworld_Gate_Unlocked_08,Gathering,,,,,,,,,1,,,,0,0,,,,,,,,,true,,,,17DW_Underworld_Gate_08,,,,,,,,,,
17DW_Underworld_Gate_Unlocked_09,Gathering,,,,,,,,,1,,,,0,0,,,,,,,,,true,,,,17DW_Underworld_Gate_09,,,,,,,,,,
17DW_Underworld_Gate_Unlocked_10,Gathering,,,,,,,,,1,,,,0,0,,,,,,,,,true,,,,17DW_Underworld_Gate_10,,,,,,,,,,
17DW_Underworld_Gate_Unlocked_11,Gathering,,,,,,,,,1,,,,0,0,,,,,,,,,true,,,,17DW_Underworld_Gate_11,,,,,,,,,,
17DW_Underworld_Gate_Unlocked_12,Gathering,,,,,,,,,1,,,,0,0,,,,,,,,,true,,,,17DW_Underworld_Gate_12,,,,,,,,,,
MSQ_18018_WerebearChest_interact,Gathering,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,
17_MSQ_UpyrBathory_GlobalSuccess,EventEncounter,65,,,,,,,,,,,,,,,,,,,,,,true,,,,17_MSQ_UpyrBathory_Success,,,,,,,,,,
17_MSQ_UpyrVarlaam_GlobalSuccess,EventEncounter,65,,,,,,,,,,,,,,,,,,,,,,true,,,,17_MSQ_UpyrVarlaam_Success,,,,,,,,,,
17_MSQ_MemoraVoid_GlobalSuccess,EventEncounter,65,,,,,,,,,,,,,,,,,,,,,,true,,,,17_MSQ_MemoraVoid_Success,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_01,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_02,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_03,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_04,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_05,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_06,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_07,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_08,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_09,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_10,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_11,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_12,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_13,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_14,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_15,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_16,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_17,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_18,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_19,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Unlocked_20,Gathering,,,,,,33300,,,,,,,,666,,,,,,,,,true,,,,,,,,,,,,,,
17DW_Underworld_Coin_Recollect_01,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_01,,,,,,,,,,
17DW_Underworld_Coin_Recollect_02,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_02,,,,,,,,,,
17DW_Underworld_Coin_Recollect_03,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_03,,,,,,,,,,
17DW_Underworld_Coin_Recollect_04,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_04,,,,,,,,,,
17DW_Underworld_Coin_Recollect_05,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_05,,,,,,,,,,
17DW_Underworld_Coin_Recollect_06,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_06,,,,,,,,,,
17DW_Underworld_Coin_Recollect_07,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_07,,,,,,,,,,
17DW_Underworld_Coin_Recollect_08,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_08,,,,,,,,,,
17DW_Underworld_Coin_Recollect_09,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_09,,,,,,,,,,
17DW_Underworld_Coin_Recollect_10,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_10,,,,,,,,,,
17DW_Underworld_Coin_Recollect_11,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_11,,,,,,,,,,
17DW_Underworld_Coin_Recollect_12,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_12,,,,,,,,,,
17DW_Underworld_Coin_Recollect_13,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_13,,,,,,,,,,
17DW_Underworld_Coin_Recollect_14,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_14,,,,,,,,,,
17DW_Underworld_Coin_Recollect_15,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_15,,,,,,,,,,
17DW_Underworld_Coin_Recollect_16,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_16,,,,,,,,,,
17DW_Underworld_Coin_Recollect_17,Gathering,,,,,,0,,,,,,,,0,,,,,,,,,,,,,17DW_Underworld_Coin_17,,,,,,,,,,
