EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperId,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
1110_0101_GreetTheNewcomers_Success,,50,Quest,,,3190,10000,,,,,,,0,,,,,50,1,,,,,,,true
1110_0101_GreetTheNewcomers2_Success,,50,Quest,,,0,0,,,,,,,0,,,,,50,1,,,,,,,true
1129_0102_jaanseninthenorth_success,,50,Quest,,,3190,10000,,,,,,,0,,,,,50,1,,,,,,,true
1124_PierreGoHome_success,,50,Quest,,,0,0,,,,,,,0,,,,,50,1,,,,,,,true
1130_01_EdgeofTheWorld_Success,,50,Quest,,,3190,10000,,,,,,,0,,,,,50,1,,,,,,,true
1130_02_CallBeyondTheVoid_Success,,50,Quest,,,3190,10000,,,,,,,0,,,,,50,1,,,,,,,true
1130_03_StirsTheWatchful_success,,50,Quest,,,3190,10000,,,,,,,0,,,,,50,1,,,,,,,true
1130_04_TheBridge_success,,50,Quest,,,3190,10000,,,,,,,0,,,,,50,1,,,,,,,true
1130_CursedAxe_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1130_05_SensounoKo_success,,50,Quest,,,3190,10000,,,,,,,0,,,,,50,1,,,,,,,true
1130_ArcaneFocus1_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1130_ArcaneFocus2_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1130_ArcaneFocus3_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1130_ArcaneFocus4_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1140_Halloween_01_success,,25,Quest,,,1790,6875,,,,,,,600,,,,,25,1,,,,,,,true
1140_Halloween_02_success,,60,Quest,,,3590,11250,,NH_QuestCache,,,HalloweenEventProgress,5271911,600,,,,,50,1,,,,,,,true
1140_Halloween_03_success,,25,Quest,,,1790,6875,,,,,,,600,,,,,25,1,,,,,,,true
1102_TelescopeChest_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
