EventID,GameEventType,Level,CreatureType,RewardModifier,RewardType,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperID,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
99E_MSQ2_Spinning_Rings_03_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ2_Spinning_Rings_04_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Myrddin_VoicedLoreNote_03,Lore_unlock_14_Edengrove_Title_01_03,,,,,true
99E_Lore_Prox_Edengrove_05_03_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_02_Obs_CrystalCaveA_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_CrystalCave_Whisper_01,,,,,,true
99E_MSQ_02_Obs_CrystalCaveB_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_CrystalCave_Whisper_02,,,,,,true
99E_MSQ_02_Obs_CrystalCaveC_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_CrystalCave_Whisper_03,,,,,,true
99E_MSQ_03_AEPoolA_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_03_AEPoolB_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_03_AEPoolC_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_04_AzothCompassA_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_04_AzothCompassB_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_04_AzothCompassC_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_04_Prox_BlightEnc_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_04_BlightEnc_Complete,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_04_BlightEnc_Added,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_05_ArtoriusShield_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_05_ShieldMount_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_MyrddinHint_Whisper_01,,,,,,true
99E_MSQ_05_GalahadKey_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_05_IGC_PrisonReveal_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_05_MyrddinDeviceA_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_MyrddinHint_Whisper_02,,,,,,true
99E_MSQ_05_MyrddinDeviceB_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,99E_MSQ_05_PrisonRevealIGC_Active,,,,,true
99E_MSQ_05_MyrddinDeviceB_Left_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_05_MyrddinDeviceB_Right_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_05_Tele_TowerPortal_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_06_Tele_PrisonPortal_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_06_IGC_MyrdArgument_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_07_Obs_MineDetailsA_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_07_Obs_MineDetailsB_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_07_Obs_MineDetailsC_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_07_StaffHeadpiece_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_07_Prox_CorrStaffEnc_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_07_CorrStaffEnc_Complete,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_07_CorrStaffEnc_Added,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_08_Obs_AELocationA_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_08_Obs_AELocationB_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_Motherwell_MSQ_PlaceStaff_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_Motherwell_MSQ_PurifyStaff_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_Motherwell_MSQ_FinalStaff_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_10_Cine_BrokenPole_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_Dungeon_AzothSealYonas_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
PressurePlate_Ancient_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_YonasCave_HallwayEnc_Complete,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_YonasCave_IsabellaIntro_Complete,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99E_MSQ_Isabella_whisper_EG_01_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Isabella_whisper_EG_01,,,,,,true
99E_MSQ_Isabella_whisper_EG_02_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Isabella_whisper_EG_02,,,,,,true
99E_MSQ_Isabella_whisper_EG_03_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Isabella_whisper_EG_03,,,,,,true
99E_MSQ_Isabella_whisper_EG_04_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Isabella_whisper_EG_04,,,,,,true
99E_MSQ_Isabella_whisper_EG_05_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Isabella_whisper_EG_05,,,,,,true
99E_MSQ_Isabella_whisper_EG_06_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Isabella_whisper_EG_06,,,,,,true
99E_MSQ_Myrddin_whisper_EG_01_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Myrddin_VoicedLoreNote_01,,,,,,true
99E_MSQ_Myrddin_whisper_EG_02_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Myrddin_VoicedLoreNote_02,,,,,,true
99E_MSQ_Myrddin_whisper_EG_03_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Myrddin_VoicedLoreNote_03,,,,,,true
99E_MSQ_Myrddin_whisper_EG_04_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Myrddin_VoicedLoreNote_04,,,,,,true
99E_MSQ_Myrddin_whisper_EG_05_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Myrddin_VoicedLoreNote_05,,,,,,true
99E_MSQ_Adiana_whisper_EG_01_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Adiana_Whisper_01,,,,,,true
99E_MSQ_Adiana_whisper_EG_02_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Adiana_Whisper_02,,,,,,true
99E_MSQ_Adiana_whisper_EG_03_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_Adiana_Whisper_03,,,,,,true
99E_MSQ_Morgaine_whisper_EG_01_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99E_02_Morgaine_Bark,,,,,,true
