EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperId,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
1203_0201_survivalistquest_V2_success,,7,Quest+,,,300,648,,2hMusket_QuestL5,,,,,800,,,,,0,1,,,,,,,true
1203_0202_returntomagistrate_success,,7,Quest-,,,200,185,,,,,,,400,,,,,0,1,,,,,,,true
1202_0202_introtoallfactions_success,,7,Quest-,,,200,185,,,,,,,400,,,,,0,1,,,,,,,true
1209_0103_timetochoose_success,,7,Quest-,,,200,185,,,,,,,400,,,,,0,1,,,,,,,true
1207_0101_marauderquest1_success,,8,Quest,,,280,475,,DyeB146,,,,,600,,,,,0,1,,,,,,,true
1208_0101_syndicatequest1_success,,8,Quest,,,280,475,,DyeB167,,,,,600,,,,,0,1,,,,,,,true
1209_0101_covenantquest1_success,,8,Quest,,,280,475,,DyeB139,,,,,600,,,,,0,1,,,,,,,true
1202_0403_factionhandoff_success,,9,Quest,,,310,488,,Amulet_TribalLoyaltyCharmT2,,200,,,600,,,,,100,1,,,,,,,true
1204_0501_encroachingcorruption_success,,9,Quest+,,,370,683,,QuestRewardWeaponsL9,,,,,800,,,,,100,1,,,,,,,true
1222_1501_intrototravel_success,,12,Quest,,,610,525,,BagAT1,,,,,600,,,,,500,1,,,true,,,,true
1222_1502_returntravel_success,,12,Quest,,,610,525,,,,,,,600,,,,,10,1,,,,,,,true
1205_0302_indigestion_success,,7,Quest,,,250,4625,,QuestRewardArmorL7,,,,,600,,,,,0,1,,,,,,,true
1204_0301_TopplingGiants_Success,,7,Quest,,,250,4625,,2hStaffLife_QuestL7,,,,,600,,,,,0,1,,,,,,,true
1210_0101_devilhoney_success,,7,Quest,,,250,4625,,QuestRewardArmorL7,,,,,600,,,,,0,1,,,,,,,true
1210_0201_daggermist_Success,,12,Quest+,,,730,7350,,QuestRewardArmorL12,,,,,800,,,,,50,1,,,,,,,true
1205_0301_broken_weapons_success,,13,Quest+,,,780,7525,,QuestRewardWeaponsL13,,,,,800,,,,,50,1,,,,,,,true
1203_0401_fashion_success,,17,Quest+,,,1200,8225,,AmuletMonarchsBluffT3,,,,,800,,,,,50,1,,,,,,,true
1205_0501_ancientcraft_Success,,17,Quest+,,,1200,8225,,2hBowMonarchsBluffT3,,,,,800,,,,,50,1,,,,,,,true
1203_0301_failed_harvest_success,,19,Quest,,,1240,6125,,QuestRewardArmorL19,,,,,600,,,,,25,1,,,,,,,true
1203_0302_root_problem_success,,20,Quest,,,1360,6250,,QuestRewardWeaponsL20,,,,,600,,,,,25,1,,,,,,,true
1204_0201_goodwill_success,,23,Quest+,,,1860,9275,,QuestRewardArmorL23,,,,,800,,,,,50,1,,,,,,,true
1204_0202_stores_success,,24,Quest+,,,1930,9450,,QuestRewardArmorL24,,,,,800,,,,,50,1,,,,,,,true
1202_0501_rightofway_success,,24,Quest+,,,1930,9450,,2hSpear_QuestL24,,,,,800,,,,,50,1,,,,,,,true
1205_0303_crownjewels_success,,24,Quest+,,,1930,9450,,HeavyChest_MonarchsBluffT3,,,,,800,,,,,50,1,,,,,,,true
1225_0101_downpayment_success,,14,Quest+,,,840,7700,Contains Settler Table & Lighting,QuestRewardHousing1,,,,,800,,,,,50,1,,,,,,,true
1225_0201_majorpurchase_success,,18,Quest+,,,1340,8400,,House_HousingItem_Chair_Settler_Chair01_A,,,,,800,,,,,50,1,,,,,,,true
1225_0301_insuringinvestmentA_success,,21,Quest+,,,1710,8925,,,,,,,800,,,,,50,1,,,,,,,true
1225_0302_insuringinvestmentB_success,,23,Quest+,,,1860,9275,,House_HousingItem_Storage_T1_ChestOldLog,,,,,800,,,,,50,1,,,,,,,true
1225_0401_siteinspection_success,,30,Quest+,,,2700,10500,,House_HousingItem_Bed_Settler_Bed02_A,,,,,800,,,,,50,1,,,,,,,true
1225_0501_mandatoryimprovements_success,,37,Quest+,,,3120,11725,,,,,,,800,,,,,50,1,,,,,,,true
1225_0601_closingcost_success,,50,Quest+,,,3830,14000,Contains materials for trophy,QuestRewardHousing7,,,,,800,,,,,100,1,,,,,,,true
1204_MSQ_AllThatRemainsGather4_success,,3,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1204_MSQ_AllThatRemainsGather5_success,,3,Quest,,,0,0,,,,,,,0,,,,,0,1,,,,,,,true
1201_JamJar_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1202_AncientArtifact_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1203_HoneyLore_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_1203_0201_AlphaLure_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1204_CorruptedNoduleA_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1204_CorruptedNoduleB_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1204_CorruptedNoduleC_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1204_CorruptedNoduleD_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1225_StarTouchedWater_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1225_GraveNettle_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1225_AbandonedBags_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1225_ConstructPoint_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1225_ChasonCampChest_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1225_HighpassCamp_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1225_HibbotsfeldPack_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1224_Sherveys_swordshield_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
1224_Mourningdale_swordshield_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
