EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperId,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
12A_MSQ_20_CollectCrown_Success,,15,MSQ,Armor,,3300,4500,,QuestReward_MB_Warhammer,,,,,500,,,,,20,1,,,,,,,true
12A_MSQ_21_FindGrace_Success,,15,MSQ-,Armor,,2600,1125,,,,,,,500,,,,,10,1,,,,,,,true
12A_MSQ_22_DestroyShrine_Success,,16,MSQ,Armor,,3000,4600,,QuestReward_MB_Chest_Heavy,,,,,250,,,,,20,1,,,,,,,true
12A_MSQ_23_ToTower_Success,,16,MSQ,Armor,,3000,4600,,QuestReward_MB_GreatSword,,,,,500,,,,,20,1,,,,,,,true
12A_MSQ_24_DefeatGawain_Success,,17,MSQ,Armor,,3000,4700,,CRX_QuestReward_MB_Flail,,,,,500,,,,,50,1,,,,,,,true
12A_MSQ_25_CrownRegent_Success,,17,MSQ,Armor,,3000,4700,,QuestReward_MB_Shield,,,,,500,,,,,50,1,,,,,,,true
12A_MSQ_25_CrownRegent_Success_destroyer,,17,MSQ,Armor,,3000,4700,,CRX_QuestReward_ArcTyp_MB_2hWarhammer,,,,,500,,,,,50,1,,,,,,,true
12A_MSQ_25_CrownRegent_Success_musketeer,,17,MSQ,Armor,,3000,4700,,CRX_QuestReward_ArcTyp_MB_2hMusket,,,,,500,,,,,50,1,,,,,,,true
12A_MSQ_25_CrownRegent_Success_mystic,,17,MSQ,Armor,,3000,4700,,CRX_QuestReward_ArcTyp_MB_2hStaffLife,,,,,500,,,,,50,1,,,,,,,true
12A_MSQ_25_CrownRegent_Success_occultist,,17,MSQ,Armor,,3000,4700,,CRX_QuestReward_ArcTyp_MB_1hGauntletIce,,,,,250,,,,,50,1,,,,,,,true
12A_MSQ_25_CrownRegent_Success_ranger,,17,MSQ,Armor,,3000,4700,,CRX_QuestReward_ArcTyp_MB_2hSpear,,,,,500,,,,,50,1,,,,,,,true
12A_MSQ_25_CrownRegent_Success_soldier,,17,MSQ,Armor,,3000,4700,,CRX_QuestReward_ArcTyp_MB_1hHatchet,,,,,500,,,,,50,1,,,,,,,true
12A_MSQ_25_CrownRegent_Success_swordsman,,17,MSQ,Armor,,3000,4700,,CRX_QuestReward_ArcTyp_MB_2hBlunderbuss,,,,,500,,,,,50,1,,,,,,,true
12A_MSQ_26_ToYonas_Success,,17,MSQ,Armor,,3000,4700,,QuestReward_MB_Amulet,,,,,500,,,,,,,,,,,,,
12A_MSQ_26_ToYonas_Success_alt,,17,MSQ,Armor,,3000,4700,,QuestReward_MB_Amulet,,,,,500,,,,,,,,,,,,,
12A_Side_01_PlaceFlowers_Success,,7,Quest,Armor,,370,4625,,CRX_QuestReward_MB_Side_Helm_Light,,,,,500,,,,,0,1,,,,,,,true
12A_Side_02_GatherGift_Success,,7,Quest,Armor,,250,4625,,CRX_QuestReward_MB_Side_GreatSword,,,,,1000,,,,,0,1,,,,,,,true
12A_Side_03_CollectPicks_Success,,7,Quest,Armor,,250,4625,,QuestReward_MB_Side03_HeavyHandsT2,,,,,1000,,,,,0,1,,,,,,,true
12A_Side_04_ExplodeBarrels_Success,,9,Quest,Armor,,310,4875,,CRX_QuestReward_MB_Side_Blunderbuss,,,,,1000,,,,,0,1,,,,,,,true
12A_Side_05_ArtifactShards_Success,,11,Quest,Armor,,380,5125,,QuestReward_MB_Side05_LightFeetT2,,,,,1000,,,,,37.5,1,,,,,,,true
12A_Side_06_GatherJewels_Success,,11,Quest,Armor,,560,5125,,QuestReward_MB_Side06_2hStaffLifeT2,,,,,1000,,,,,37.5,1,,,,,,,true
12A_Side_07_ForgeRing_Success,,12,Quest,Armor,,610,5250,,QuestReward_MB_Side07_HeavyFeetT2,,,,,1000,,,,,37.5,1,,,,,,,true
12A_Side_08_GatherFangs_Success,,12,Quest,Armor,,610,5250,,CRX_QuestReward_MB_Side_Bow,,,,,1000,,,,,37.5,1,,,,,,,true
12A_Side_09_CollectGlass_Success,,12,Quest,Armor,,610,5250,,QuestReward_MB_Side09_2hMusketT2,,,,,1000,,,,,37.5,1,,,,,,,true
12A_Side_10_BreakCurse_Success,,14,Quest,Armor,,700,5500,,QuestReward_MB_Side10_LightHeadT2,,,,,1000,,,,,0,1,,,,,,,true
12A_Side_11_ClericAmulets_Success,,15,Quest,Armor,,800,5625,,QuestReward_MB_Side11_AmuletT2,,,,,1000,,,,,0,1,,,,,,,true
12A_Side_12_KnightsCrest_Success,,17,Quest,Armor,,1000,5875,,CRX_QuestReward_MB_Side_Spear,,,,,1000,,,,,0,1,,,,,,,true
12A_Side_13_DevilHoney_Success,,7,Quest,Armor,,370,4625,,QuestReward_MB_Side13_Mealbox,,,,,1000,,,,,0,1,,,,,,,true
12A_Side_14_CollectWine_Success,,7,Quest,Armor,,250,4625,,CRX_QuestReward_MB_Side_Longsword,,,,,1000,,,,,0,1,,,,,,,true
12A_Side_15_CollectResources_Success,,5,Quest,Armor,,180,4375,,QuestReward_MB_Side15_LightHandsT2,,,,,1000,,,,,0,1,,,,,,,true
12A_Side_16_ToGoodUse_Success,,5,Quest,Armor,,180,4375,,QuestReward_MB_Side16_CraftersBox,,,,,1000,,,,,0,1,,,,,,,true
12A_Side_17_MarketBoard_Success,,5,Quest,Armor,,180,4375,,CRX_QuestReward_MB_Side_FireStaff,,,,,1000,,,,,0,1,,,,,,,true
MB_MSQ2_Crate_interact_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_DestroyRune_Tablet_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_Anchor_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_Wine_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_DefeatNavigator_Altar_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_DefeatNavigator_Altar_WaveParticipant,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_DefeatNavigator_Altar_WaveComplete,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_Excavation_Examine_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_Excavation_Inspect_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_InspectStatue_Tablet_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_CollectCrown_Pedestal_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_DestroyShrine_Mast_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_DestroyShrine_Alter_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_DefeatGawain_Crown_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_PlaceFlowers_Lily_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_PlaceFlowers_Bouquet_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_GatherGift_Keepsake_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_ArtifactShards_Box_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_GatherJewels_stone_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_ForgeRing_Forge_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_CollectGlass_Glass_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_BreakCurse_Device_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_KnightsCrest_Crest_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_Banner_Gawain_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_Robes_Chest_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_RescueMiner_Rescue_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
12A_MB_whisper_01_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,12A_MB_Whisper_01,,,,,,true
12A_MB_whisper_02_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,12A_MB_Whisper_02,,,,,,true
12A_MB_whisper_03_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,12A_MB_Whisper_03,,,,,,true
12A_MB_whisper_04_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,12A_MB_Whisper_04,,,,,,true
12A_MB_lorenote_01_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,12A_MB_Whisper_LoreNote_01,,,,,,true
12A_MB_lorenote_02_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,12A_MB_Whisper_LoreNote_02,,,,,,true
MB_MSQ2_SetFireToPirateSupplies_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_RescueMiner_Rescue_01_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_RescueMiner_Rescue_02_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
MB_MSQ2_RescueMiner_Rescue_03_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_Gimmick_BreakingWallsCannon_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
12A_MSQ_07_Miner1_subtitle_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,12A_MSQ_07_Miner1_subtitle,,,,,,true
12A_MSQ_07_Miner2_subtitle_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,12A_MSQ_07_Miner2_subtitle,,,,,,true
12A_MSQ_07_Miner3_subtitle_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,12A_MSQ_07_Miner3_subtitle,,,,,,true
MB_MSQ2_Sir_Gawain_WaveComplete,EventEncounter,,,,,,,,,,,,,,,,,,,,,12A_Gawain_Defeated,,,,,true
12A_0C_PercillaSword_Interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
