EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperId,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
17_MSQ_BlueVervain_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_WineCask1_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_WineCask2_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_GothicTorch1_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_GothicTorch2_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_GothicTorch3_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_GothicTorch4_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_GothicTorch5_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BerlaurCage1_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BerlaurCage2_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BerlaurCage3_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_ScrawledNotes_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_Memory1_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,17_MSQ_Reliquary_Whisper_01,,,,,,true
17_MSQ_Memory2_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,17_MSQ_Reliquary_Whisper_02,,,,,,true
17_MSQ_Memory3_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,17_MSQ_Reliquary_Whisper_03,,,,,,true
17_MSQ_DamageableDresser_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_DamageableCrates_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_SearchDresser_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_SearchPaperwork_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_UpyrNotes_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_StealCarriage_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_HideCarriage_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_BoxOfPotions_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_SilkBloodcapMushroom_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_Spidersack_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_AncientBuilderChest_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
17_MSQ_AmuletOfNinsun_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
Quest_Placeholder_Destructible,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
Quest_Placeholder_Interactable,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
Quest_Placeholder_Proximity,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
17_SQ_Rat_18034_success,,65,Quest,,,750,11875,,coin_stack_500,1,,,,600,,,,,50,1,,,,,,,true
17_SQ_Garlic_18033_success,,65,Quest,,,750,11875,,PerkCharm_DmgLightning,1,,,,600,,,,,50,1,,,,,,,true
17_SQ_Dracul_20004_succes,,65,Quest,,,750,11875,,coin_stack_500,1,,,,600,,,,,50,1,,,,,,,true
17_SQ_Bathory_20003_succes,,65,Quest,,,750,11875,,PerkCharm_RangeDefense_Physical,1,,,,600,,,,,50,1,,,,,,,true
17_SQ_PlagueDoctor_01_Success,,65,Quest,,,750,11875,,coin_stack_500,1,,,,600,,,,,50,1,,,,,,,true
17_SQ_PlagueDoctor_02_Success,,65,Quest,,,750,11875,,PerkCharm_Health,1,,,,600,,,,,50,1,,,,,,,true
17_CQ_42000_success,,65,Quest,,,750,11875,,chromaticseal,1,,,,600,,,,,50,1,,,,,,,true
17_CQ_42001_success,,65,Quest,,,750,11875,,coin_stack_3000,1,,,,600,,,,,50,1,,,,,,,true
17_CQ_42002_success,,65,Quest,,,750,11875,,chromaticseal,1,,,,600,,,,,50,1,,,,,,,true
17_SQ_Rat_18034_Tray_Interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
