EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperID,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
99A_MSQ_15_Ritual_success,,25,MSQ+,Weapons,,7000,8250,,CRX_QuestReward_EF_Head_Medium,,,,,,,,,,100,1,,,,,,,true
99A_Faction_Vector_success,,17,Quest-,,,540,2350,,,,,,,,,,,,25,1,,,,,,,true
99A_MSQ_01_01_Vine_Actual_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_01_01_Vines_Fake_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_01_02_Vine_Actual_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_01_02_Vines_Fake_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_01_03_Vine_Actual_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_01_03_Vines_Fake_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_01_04_Vine_Actual_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_01_04_Vines_Fake_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_01_02_Armor_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_03_TormentEncounter_GlobalSuccess,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_05_PopClot_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_06_TinctureGatherable_01_interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_06_TinctureGatherable_02_interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_06_TinctureGatherable_03_interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_06_TinctureCraftSpot_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_09_DiscoverDoor_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_09_LastCache_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_10_SilverDeposit_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_10_DoorOpened_GlobalSuccess,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_10_EzraAnvil_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_13_SmallCorruption_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_13_LargeCorruption_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_14b_YetiCave_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_MSQ_14b_HeartgemCraftSpot_Interact,,0,,,,0,0,,,,,,,,,,,,0,,,,,,,,false
99A_IsabellaWhisper_01_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_IsabellaWhisper_01,,,,,,false
99A_IsabellaWhisper_02_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_IsabellaWhisper_02,,,,,,false
99A_IsabellaWhisper_03_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_IsabellaWhisper_03,,,,,,false
99A_IsabellaWhisper_04_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_IsabellaWhisper_04,,,,,,false
99A_IsabellaWhisper_05_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_IsabellaWhisper_05,,,,,,false
99A_IsabellaWhisper_06_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_IsabellaWhisper_06,,,,,,false
99A_IsabellaWhisper_07_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_IsabellaWhisper_07,,,,,,false
99A_IsabellaWhisper_08_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_IsabellaWhisper_08,,,,,,false
99A_IsabellaWhisper_09_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_IsabellaWhisper_09,,,,,,false
99A_MSQ_01A_VoicedLoreNote_01_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_MSQ_01A_VoicedLoreNote_01,,,,,,false
99A_MSQ_01A_VoicedLoreNote_02_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_MSQ_01A_VoicedLoreNote_02,,,,,,false
99A_MSQ_01A_VoicedLoreNote_03_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_MSQ_01A_VoicedLoreNote_03,,,,,,false
99A_MSQ_01A_VoicedLoreNote_04_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_MSQ_01A_VoicedLoreNote_04,,,,,,false
99A_MSQ_01B_VoicedLoreNote_01_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_MSQ_01B_VoicedLoreNote_01,,,,,,false
99A_MSQ_01B_VoicedLoreNote_02_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_MSQ_01B_VoicedLoreNote_02,,,,,,false
99A_MSQ_01B_VoicedLoreNote_03_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_MSQ_01B_VoicedLoreNote_03,,,,,,false
99A_MSQ_03_VoicedLoreNote_01_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_MSQ_03_VoicedLoreNote_01,,,,,,false
99A_MSQ_03_VoicedLoreNote_02_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_MSQ_03_VoicedLoreNote_02,,,,,,false
99A_MSQ_03_VoicedLoreNote_03_Interact,,0,,,,0,0,,,,,,,,,,,,0,,99A_MSQ_03_VoicedLoreNote_03,,,,,,false
99A_MSQ_Heartforge_Start,,0,,,,0,0,,,,,,,,,,,,0,,,99A_MSQ_15_Ritual_IGC_Unlock,,,,,false
99A_MSQ_HoweCart_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
Cyclic_99A_MSQ_HoweCart_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
