EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperID,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
IO_99C_MSQ2_CorpseTorchC_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_CorpseTorchD_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_CorpseTorchE_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_GlowingOrbsA_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_GlowingOrbsB_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_GlowingOrbsC_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_GlowingOrbsD_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_AncientDevice_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_AncientConsole_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_AncientChest_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_AncientChestBlight_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_AncientShieldDevice_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_AncientShieldDevice2_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_AncientShieldDevice3_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MorgainesTruth_CinematicStart_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_MorgainesCaveDoor_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_MorgainesCaveDoor_Permanent_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
99C_Isabella_whisper_WF_01_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,99C_Isabella_whisper_WF_01,,,,,,true
99C_Isabella_whisper_WF_02_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,99C_Isabella_whisper_WF_02,,,,,,true
99C_Isabella_whisper_WF_03_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,99C_Isabella_whisper_WF_03,,,,,,true
99C_Morgaine_VoicedLoreNote_01_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,99C_Morgaine_VoicedLoreNote_01,,,,,,true
99C_Morgaine_VoicedLoreNote_02_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,99C_Morgaine_VoicedLoreNote_02,,,,,,true
99C_Morgaine_VoicedLoreNote_03_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,99C_Morgaine_VoicedLoreNote_03,,,,,,true
99C_Morgaine_VoicedLoreNote_04_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,99C_Morgaine_VoicedLoreNote_04,,,,,,true
99C_Morgaine_VoicedLoreNote_05_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,99C_Morgaine_VoicedLoreNote_05,,,,,,true
99C_Morgaine_VoicedLoreNote_06_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,99C_Morgaine_VoicedLoreNote_06,,,,,,true
99C_MSQ_puzzle1_stone1_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
99C_MSQ_puzzle1_stone2_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
IO_99C_MSQ2_BlightBombA_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_BlightBombB_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_BlightBombC_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_AncientChest_1_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_AncientChest_2_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
IO_99C_MSQ2_AncientChest_3_interact,,0,Quest,,,0,0,,,,,,,,,,,,0,,,,,,,,true
