VitalsID,DisplayName,VitalsCategories,Family,CreatureType,DifficultyTierOverride,NoExpNoCoin,CanDropLoot,DamageMod,HealthMin,HealthInitial,HealthMod,HealthOverridePercentSpellOwnerMaxHealth,PhysicalMitigation,ElementalMitigation,MinionVitalsId,BuffBuckets,BaseStaggerDamageOverride,BlockStaminaDamageOverride,HealthBaseTickRate,HealthRegenCappedBy,HealthRegenThresholds,HealthTickDelay,HealthFullyDepletedDelay,HealthLowerThreshold,HealthUpperThreshold,HealthUpdateIfDeathsDoor,HealthUpdateIfDead,BlockDamageMitigation,BlockStaminaCost,StaminaMin,StaminaBaseMax,StaminaInitial,StaminaBaseTickRate,StaminaRegenCappedBy,StaminaRegenThresholds,StaminaTickDelay,StaminaRegenDelay,StaminaRegenDelayOnEmpty,StaminaFullyDepletedDelay,StaminaLowerThreshold,StaminaUpperThreshold,StaminaUpdateIfDeathsDoor,StaminaUpdateIfDead,StaminaCostMitigation,MinMana,ManaBaseMax,ManaInitial,ManaBaseRegenRate,ManaRegenDelay,ManaRegenDelayOnEmpty,DeathsDoorTime,DeathsDoorDelay,HelpUpHealthPct,FoodMin,FoodBaseMax,FoodInitial,FoodBaseTickRate,FoodTickDelay,FoodFullyDepletedDelay,FoodLowerThreshold,FoodUpperThreshold,DrinkMin,DrinkInitial,DrinkBaseMax,DrinkBaseTickRate,DrinkTickDelay,DrinkFullyDepletedDelay,DrinkLowerThreshold,DrinkUpperThreshold,DamageCooldown,MaxDefenseMitigationPercent,AfflictionAbsorption,GameModeKillEventIds,GameModeAssistEventIds,WarKillEventId,WarAssistEventId,KillEventIdOverride,LootDropChance,IgnoreLootDropModifier,LootTableId,LootTags,IgnoreEffectCategories,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFArcane,DEFFire,DEFIce,DEFNature,DEFLightning,DEFCorruption,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSIce,ABSNature,ABSFire,ABSLightning,ABSCorruption,ABSRangedDamage,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLANature,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNIce,WKNNature,WKNFire,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,CharacterScale,IsMinion,ChainSpellImmune,MutatorDifficultyMod,MutatorPotencyMod,HealthPercentForLootContributionOverride,VFXMustShow
Hercyne_Rat_Raid_CutlassKeys_00,@Hercyne_Rat_Raid_CutlassKeys_00_VitalsName,"Hercyne_Rat_Raid_CutlassKeys_00,Hostile,Beast,Wolf,Predator",AngryEarth,Raid10-,3,,true,1,0,1,1,,0.35,0.35,,"PromSoloEltBuff,Raid10_Trash_Buff",,,0,0,,0,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,,,,,,
Hercyne_Reindeer_Raid_CutlassKeys_00,@Hercyne_Reindeer_Raid_CutlassKeys_00_VitalsName,"Hercyne_Reindeer_Raid_CutlassKeys_00,Hostile,AngryEarth,Hercyne,Reindeer",AngryEarth,Raid10,,,true,1,0,1,1.2,,0.35,0.35,Hercyne_Reindeer_Briar_Turret_Raid_CutlassKeys_00,"PromSoloEltBuff,Raid10_Trash_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.3,,,,,,
Hercyne_Reindeer_Alpha_Raid_CutlassKeys_00,@Hercyne_Reindeer_Alpha_Raid_CutlassKeys_00_VitalsName,"Hercyne_Reindeer_Alpha_Raid_CutlassKeys_00,Hostile,AngryEarth,Hercyne,Reindeer",AngryEarth,Raid10+,,,true,1.2,0,1,1.2,,0.35,0.35,Hercyne_Reindeer_Briar_Turret_Alpha_Raid_CutlassKeys_00,"ChampionEliteBaseBuffs,RandomOffensiveBuff,RandomDefensiveBuff,RandomUtilityBuffNoSlime,Raid10_Trash_Buff,AINoReactionsBuff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,,,,,,
Hercyne_Reindeer_Named_Raid_CutlassKeys_00,@Hercyne_Reindeer_Alpha_Raid_CutlassKeys_00_VitalsName,"Hercyne_Reindeer_Alpha_Raid_CutlassKeys_00,Hostile,AngryEarth,Hercyne,Reindeer",AngryEarth,Raid10+,,,true,1.2,0,1,1.2,,0.35,0.35,Hercyne_Reindeer_Briar_Turret_Alpha_Raid_CutlassKeys_00,"ChampionEliteBaseBuffs,RandomOffensiveBuff,RandomDefensiveBuff,RandomUtilityBuffNoSlime,Raid10_Trash_Buff,AINoReactionsBuff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,,,,,,
Hercyne_Reindeer_Briar_Turret_Raid_CutlassKeys_00,@Hercyne_Reindeer_Briar_Turret_Raid_CutlassKeys_00_VitalsName,"Hercyne_Reindeer_Briar_Turret_Raid_CutlassKeys_00,Hostile,AngryEarth,Hercyne,Reindeer",AngryEarth,Raid10,,true,false,1,0,1,0.1,,0.35,0.35,Hercyne_Reindeer_Briar_Tangle_Raid_CutlassKeys_00,"Raid10_Trash_Buff,AINoReactionsBuff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0.9,,,,,,
Hercyne_Reindeer_Briar_Turret_Alpha_Raid_CutlassKeys_00,@Hercyne_Reindeer_Briar_Turret_Alpha_Raid_CutlassKeys_00_VitalsName,"Hercyne_Reindeer_Briar_Turret_Alpha_Raid_CutlassKeys_00,Hostile,AngryEarth,Hercyne,Reindeer",AngryEarth,Raid10,,true,false,1.2,0,1,0.2,,0.35,0.35,Hercyne_Reindeer_Briar_Tangle_Raid_CutlassKeys_00,"Raid10_Trash_Buff,AINoReactionsBuff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,,,,,,
Hercyne_Reindeer_Briar_Tangle_Raid_CutlassKeys_00,@Hercyne_Reindeer_Briar_Tangle_Raid_CutlassKeys_00_VitalsName,"Hercyne_Reindeer_Briar_Tangle_Raid_CutlassKeys_00,Hostile,AngryEarth,Hercyne,Reindeer",AngryEarth,Raid10,,true,false,1,0,1,0.1,,0.35,0.35,,"Raid10_Trash_Buff,AINoReactionsBuff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
Hercyne_Spider_Raid_CutlassKeys_00,@Hercyne_Spider_Raid_CutlassKeys_00_VitalsName,"Hercyne_Spider,Hostile,Beast,Spider,Predator",AngryEarth,Raid10-,3,,true,1.25,0,1,1.25,,0.35,0.35,,"PromSoloEltBuff,Raid10_Trash_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:1,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,
Hercyne_Tendril_Raid_CutlassKeys_00,@Hercyne_Tendril_Raid_CutlassKeys_00_VitalsName,"Hercyne_Tendril_Raid_CutlassKeys_00,Hostile,AngryEarth,Hercyne",AngryEarth,Raid10-,,true,false,1,0,1,1,,0.35,0.35,,Raid10_Trash_Buff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,250,250,2,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,99999,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,2,,,,,,
Hercyne_Tendril_Eyeball_Raid_CutlassKeys_00,@Hercyne_Tendril_Eyeball_Raid_CutlassKeys_00_VitalsName,"Hercyne_Tendril_Eyeball_Raid_CutlassKeys_00,Hostile,AngryEarth,Hercyne",AngryEarth,Solo,,true,false,1,0,1,0.6,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,1,0,0,3,-1,-1,0,0,0.6,0,100,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,,FALSE,,,BossDebuff,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,
Hercyne_Wolf_Raid_CutlassKeys_00,@Hercyne_Wolf_Raid_CutlassKeys_00_VitalsName,"Hercyne_Wolf_Raid_CutlassKeys_00,Hostile,AngryEarth,Hercyne,Wolf",AngryEarth,Raid10,2,,true,1,0,1,1,,0.35,0.35,,"PromSoloEltBuff,Raid10_Trash_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.025,0.01,0,0,0,0.05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,
