VitalsID,DisplayName,VitalsCategories,Family,CreatureType,DifficultyTierOverride,ScheduleVitalsId,CanDropLoot,DamageMod,HealthMin,HealthInitial,HealthMod,HealthOverridePercentSpellOwnerMaxHealth,PhysicalMitigation,ElementalMitigation,MinionVitalsId,BuffBuckets,BaseStaggerDamageOverride,BlockStaminaDamageOverride,HealthBaseTickRate,HealthRegenCappedBy,HealthRegenThresholds,HealthTickDelay,HealthFullyDepletedDelay,HealthLowerThreshold,HealthUpperThreshold,HealthUpdateIfDeathsDoor,HealthUpdateIfDead,BlockDamageMitigation,BlockStaminaCost,StaminaMin,StaminaBaseMax,StaminaInitial,StaminaBaseTickRate,StaminaRegenCappedBy,StaminaRegenThresholds,StaminaTickDelay,StaminaRegenDelay,StaminaRegenDelayOnEmpty,StaminaFullyDepletedDelay,StaminaLowerThreshold,StaminaUpperThreshold,StaminaUpdateIfDeathsDoor,StaminaUpdateIfDead,StaminaCostMitigation,MinMana,ManaBaseMax,ManaInitial,ManaBaseRegenRate,ManaRegenDelay,ManaRegenDelayOnEmpty,DeathsDoorTime,DeathsDoorDelay,HelpUpHealthPct,FoodMin,FoodBaseMax,FoodInitial,FoodBaseTickRate,FoodTickDelay,FoodFullyDepletedDelay,FoodLowerThreshold,FoodUpperThreshold,DrinkMin,DrinkInitial,DrinkBaseMax,DrinkBaseTickRate,DrinkTickDelay,DrinkFullyDepletedDelay,DrinkLowerThreshold,DrinkUpperThreshold,DamageCooldown,MaxDefenseMitigationPercent,AfflictionAbsorption,GameModeKillEventIds,GameModeAssistEventIds,WarKillEventId,WarAssistEventId,KillEventIdOverride,LootDropChance,IgnoreLootDropModifier,LootTableId,LootTags,IgnoreEffectCategories,IgnoredAbilityConditions,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFArcane,DEFFire,DEFIce,DEFNature,DEFLightning,DEFCorruption,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSIce,ABSNature,ABSFire,ABSLightning,ABSCorruption,ABSRangedDamage,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLANature,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNIce,WKNNature,WKNFire,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,CharacterScale,IsMinion,ChainSpellImmune,MutatorDifficultyMod,MutatorPotencyMod,HealthPercentForLootContributionOverride,VFXMustShow
AngryEarth_Swamp_Dryad_Beast_Minion_Catacombs,@AngryEarth_Swamp_Dryad_Beast_Minion_Catacombs_VitalsName,"AngryEarth_Swamp_Dryad_Beast_Minion_Catacombs,Hostile,Blighted,AngryEarth",AngryEarth,Catacombs,,true,false,0.9,0,1,0.16,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.25,,,,,,
AncientGuardian_Bowman_Catacombs_IceVariant,@AncientGuardian_Bowman_Catacombs_IceVariant_VitalsName,"AncientGuardian_Bowman_Catacombs_IceVariant,Hostile,Ancient",AncientGuardian,Catacombs,,,true,1,0,1,1,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0,0,1,0,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,CreatureLootMaster,"Ancient,Common,IceVariant",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0,0,0,0,0,0.3,0.3,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,
AncientGuardian_Greatsword_Catacombs_IceVariant,@AncientGuardian_Greatsword_Catacombs_IceVariant_VitalsName,"AncientGuardian_Greatsword_Catacombs_IceVariant,Hostile,Ancient",AncientGuardian,Catacombs,,,true,1,0,1,1,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0,0,1,0,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,CreatureLootMaster,"Ancient,Common,IceVariant",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0,0,0,0,0,0.3,0.3,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.3,,,,,,
AncientGuardian_Heavy_Boss_Catacombs,@AncientGuardian_Heavy_Boss_Catacombs_VitalsName,"AncientGuardian_Heavy_Boss_Catacombs,Hostile,Ancient,Catacombs,Catacombs_Boss",AncientGuardian,CatacombsBoss,,,true,1,0,1,0.5,,0.55,0.35,,"RendResilience_33_Buff,WeakenResilience_50_Buff",,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,30,3600,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,,,CatacombsKillEvent_Boss,1,FALSE,,,,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.75,,,,,,true
AncientGuardian_Heavy_Boss_BoneSpawner_Catacombs,@AncientGuardian_Heavy_Boss_BoneSpawner_Catacombs_VitalsName,"AncientGuardian_Heavy_Boss_BoneSpawner_Catacombs,Hostile,Beast,AngryEarth,Catacombs",AncientGuardian,Catacombs+,,,true,1,0,1,0.5,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,,,,0,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
AncientGuardian_Heavy_Boss_BoneAoE_Catacombs,@AncientGuardian_Heavy_Boss_BoneAoE_Catacombs_VitalsName,"AncientGuardian_Heavy_Boss_BoneAoE_Catacombs,Hostile,Beast,AngryEarth,Catacombs",AncientGuardian,Catacombs+,,,true,1,0,1,0.5,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,,,,0,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
AncientGuardian_Javelineer_Catacombs,@AncientGuardian_Javelineer_Catacombs_VitalsName,"AncientGuardian_Javelineer_Catacombs,Hostile,Ancient,Ancient_Javelineer",AncientGuardian,Catacombs,2,,true,1,0,1,1,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,,,CatacombsKillEvent_Fodder,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.15,,,,,,
AncientGuardian_Mage_Catacombs,@AncientGuardian_Mage_Catacombs_VitalsName,"AncientGuardian_Mage_Catacombs,Hostile,Ancient,Ancient_Mage",AncientGuardian,Catacombs,2,,true,1,0,1,1,,0.35,0.35,AncientGuardian_Mage_Minion_Catacombs,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,,,CatacombsKillEvent_Fodder,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.3,,,,,,
AncientGuardian_Mage_Minion_Catacombs,@AncientGuardian_Mage_Minion_Catacombs_VitalsName,"AncientGuardian_Mage_Minion_Catacombs,Hostile,Ancient",AncientGuardian,Catacombs-,,,true,0.2,0,1,1.2,,0.35,0.35,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.3,true,,,,,
AncientGuardian_Skeleton_1H_Sword_Catacombs,@AncientGuardian_Skeleton_1H_Sword_Catacombs_VitalsName,"AncientGuardian_Skeleton_1H_Sword_Catacombs,Hostile,Ancient,Skeleton_1H_Sword",AncientGuardian,Catacombs-,2,,true,1,0,1,1,,0.35,0.35,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,6,0.5,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,0.05,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,
AncientGuardian_Skeleton_1H_Sword_HeavyBoss_Minion,@Skeleton_1H_Sword_agheavy_minion_VitalsName,"Skeleton_1H_Sword_agheavy_minion,Hostile,Ancient,Skeleton_1H_Sword,Catacombs",AncientGuardian,Catacombs-,,,true,0.7,0,1,0.6,,0.35,0.35,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,6,0.5,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,true,,,,,
AncientGuardian_Skeleton_2H_Sword_Catacombs,@AncientGuardian_Skeleton_2H_Sword_Catacombs_VitalsName,"AncientGuardian_Skeleton_2H_Sword_Catacombs,Hostile,Ancient,Skeleton_Officer_2H_Sword",AncientGuardian,Catacombs-,2,,true,1,0,1,1,,0.35,0.35,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,6,0.5,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,CatacombsKillEvent_Fodder,0.1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,,,,,,
AncientGuardian_Skeleton_Archer_HeavyBoss_Minion,@Skeleton_Archer_AGHeavy_Minion_VitalsName,"Skeleton_Archer_AGHeavy_Minion,Hostile,Ancient,Skeleton_Archer,Catacombs",AncientGuardian,Catacombs-,1,,true,0.8,0,1,0.5,,0.35,0.35,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,6,0.5,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0,0,0,0,0,0.3,0.15,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.05,true,,,,,
