VitalsID,DisplayName,VitalsCategories,Family,CreatureType,DifficultyTierOverride,NoExpNoCoin,CanDropLoot,DamageMod,HealthMin,HealthInitial,HealthMod,HealthOverridePercentSpellOwnerMaxHealth,PhysicalMitigation,ElementalMitigation,MinionVitalsId,BuffBuckets,BaseStaggerDamageOverride,BlockStaminaDamageOverride,HealthBaseTickRate,HealthRegenCappedBy,HealthRegenThresholds,HealthTickDelay,HealthFullyDepletedDelay,HealthLowerThreshold,HealthUpperThreshold,HealthUpdateIfDeathsDoor,HealthUpdateIfDead,BlockDamageMitigation,BlockStaminaCost,StaminaMin,StaminaBaseMax,StaminaInitial,StaminaBaseTickRate,StaminaRegenCappedBy,StaminaRegenThresholds,StaminaTickDelay,StaminaRegenDelay,StaminaRegenDelayOnEmpty,StaminaFullyDepletedDelay,StaminaLowerThreshold,StaminaUpperThreshold,StaminaUpdateIfDeathsDoor,StaminaUpdateIfDead,StaminaCostMitigation,MinMana,ManaBaseMax,ManaInitial,ManaBaseRegenRate,ManaRegenDelay,ManaRegenDelayOnEmpty,DeathsDoorTime,DeathsDoorDelay,HelpUpHealthPct,FoodMin,FoodBaseMax,FoodInitial,FoodBaseTickRate,FoodTickDelay,FoodFullyDepletedDelay,FoodLowerThreshold,FoodUpperThreshold,DrinkMin,DrinkInitial,DrinkBaseMax,DrinkBaseTickRate,DrinkTickDelay,DrinkFullyDepletedDelay,DrinkLowerThreshold,DrinkUpperThreshold,DamageCooldown,MaxDefenseMitigationPercent,AfflictionAbsorption,GameModeKillEventIds,GameModeAssistEventIds,WarKillEventId,WarAssistEventId,KillEventIdOverride,LootDropChance,IgnoreLootDropModifier,LootTableId,LootTags,IgnoreEffectCategories,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFArcane,DEFFire,DEFIce,DEFNature,DEFLightning,DEFCorruption,ABSStandard,ABSAcid,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSIce,ABSNature,ABSFire,ABSLightning,ABSCorruption,ABSRangedDamage,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLANature,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNIce,WKNNature,WKNFire,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,CharacterScale,IsMinion,ChainSpellImmune,MutatorDifficultyMod,MutatorPotencyMod,HealthPercentForLootContributionOverride,VFXMustShow,IgnoredAbilityConditions
IoN_Lost_Knight_Warhammer,@IoN_Lost_Knight_Warhammer_VitalsName,"IoN_Lost_Knight_Warhammer,Hostile,Lost",Lost,Raid10,,true,false,0.8,0,1,1.3,,0.35,0.45,,Raid10_Trash_Buff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,1,0,0,3,-1,-1,0,0,0.6,0,100,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,,
IoN_Lost_Knight_Pikeman,@IoN_Lost_Knight_Pikeman_VitalsName,"IoN_Lost_Knight_Pikeman,Hostile,Lost",Lost,Raid10,,true,false,0.8,0,1,1.3,,0.35,0.45,,Raid10_Trash_Buff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,1,0,0,3,-1,-1,0,0,0.6,0,100,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,,
IoN_Lost_Thorpe,@IoN_Lost_Thorpe_VitalsName,"IoN_Lost_Thorpe,Hostile,Undead,Lost",Lost,Raid10Boss,,,true,0.9,0,1,10.5,,0.5,0.5,,"RendResilience_50_Buff,WeakenResilience_66_Buff,DoTResilience_10_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,CreatureLootRaidMonarch,"OverlordThorpe,RaidBoss_BonusNamed,OverlordThorpeWeekly,OverlordThorpeArtifact,MutatorCombo_OverlordThorpe","BossDebuff,SoulOnly,PlayerOnly",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.65,,,,,,true,"GlobalPerk_Artifact_Set1_MediumHands,GlobalPerk_Ability_Sword_ReverseStab"
IoN_Lost_BossSoul,@IoN_Lost_BossSoul_VitalsName,"IoN_Lost_BossSoul,Hostile,Undead,Lost",Lost,Raid10,,true,false,1,0,1,0.05,,0.35,0.45,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,-1,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,,,"BossDebuff,ThorpeOnly,PlayerOnly,Disease,Burn,Poison,Bleed,Root,Slow",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,2,true,,,,,true,
IoN_Lost_Shadow_Heiress,@IoN_Lost_Shadow_Heiress_VitalsName,"IoN_Lost_Shadow_Heiress,Hostile,Undead,Lost",Lost,Raid10+,,true,false,0.5,0,1,0.34,,0.35,0.45,,Raid10_Trash_Buff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,,,"BossDebuff,SoulOnly,ThorpeOnly,PlayerOnly",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,true,,,,,,
IoN_Lost_Shadow_PalatineShield,@IoN_Lost_Shadow_PalatineShield_VitalsName,"IoN_Lost_Shadow_PalatineShield,Hostile,Undead,Lost",Lost,Raid10+,,true,false,0.6,0,1,0.39,,0.35,0.45,,Raid10_Trash_Buff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0.8,0,100,100,0,0,,1,0,0,3,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,,,"BossDebuff,SoulOnly,ThorpeOnly,PlayerOnly",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.8,true,,,,,,
IoN_Lost_Shadow_PalatineHalberd,@IoN_Lost_Shadow_PalatineHalberd_VitalsName,"IoN_Lost_Shadow_PalatineHalberd,Hostile,Undead,Lost",Lost,Raid10+,,true,false,0.5,0,1,0.3,,0.35,0.45,,Raid10_Trash_Buff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,,,"BossDebuff,SoulOnly,ThorpeOnly,PlayerOnly",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.6,true,,,,,,
IoN_Lost_Shadow_PalatineSwordsman,@IoN_Lost_Shadow_PalatineSwordsman_VitalsName,"IoN_Lost_Shadow_PalatineSwordsman,Hostile,Undead,Lost",Lost,Raid10+,,true,false,0.7,0,1,0.46,,0.35,0.45,,Raid10_Trash_Buff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,,,"BossDebuff,SoulOnly,ThorpeOnly,PlayerOnly",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,true,,,,,,
IoN_Lost_Shadow_PalatineArcher,@IoN_Lost_Shadow_PalatineArcher_VitalsName,"IoN_Lost_Shadow_PalatineArcher,Hostile,Undead,Lost",Lost,Raid10+,,true,false,0.6,0,1,0.425,,0.35,0.45,,Raid10_Trash_Buff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,,,"BossDebuff,SoulOnly,ThorpeOnly,PlayerOnly",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,true,,,,,,
IoN_Lost_Shadow_Jester,@IoN_Lost_Shadow_Jester_VitalsName,"IoN_Lost_Shadow_Jester,Hostile,Undead,Lost",Lost,Raid10+,,true,false,0.5,0,1,0.38,,0.35,0.45,,Raid10_Trash_Buff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,,,"BossDebuff,SoulOnly,ThorpeOnly,PlayerOnly",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0.9,true,,,,,,
IoN_Lost_Thorpe_Relic,@IoN_Lost_Thorpe_Relic_VitalsName,IoN_Lost_Thorpe_Relic,Lost,Critter,,true,false,1,0,1,0.8,,1,1,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,-1,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,"BossDebuff,SoulOnly,ThorpeOnly,PlayerOnly,Dot,Root",,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,true,true,,,,true,
IoN_Lost_Thorpe_MinionManager,@IoN_Lost_Thorpe_MinionManager_VitalsName,IoN_Lost_Thorpe_MinionManager,Lost,Critter,,true,false,1,0,1,0.8,,1,1,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,-1,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,"BossDebuff,SoulOnly,ThorpeOnly,PlayerOnly,Dot,DebugDamage,Root",,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,true,true,,,,,
IoN_Dummy_PalatineGuard,@IoN_Dummy_PalatineGuard_VitalsName,"IoN_Dummy_PalatineGuard,Hostile,Undead,Lost",Lost,Solo-,,,true,1,0,1,1,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,9999,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,,,BossDebuff,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.35,,,,,,,
IoN_Lost_Heiress,@IoN_Lost_Heiress_VitalsName,"IoN_Lost_Heiress,Hostile,Undead,Lost",Lost,Raid10Boss,,,true,0.7,0,1,3,,0.5,0.5,,"RendResilience_50_Buff,WeakenResilience_66_Buff,DoTResilience_10_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,CreatureLootRaidMonarch,"Dahut,RaidBoss_BonusNamed,DahutWeekly,DahutArtifact,MutatorCombo_Dahut",BossDebuff,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.532,,,,,,true,"GlobalPerk_Artifact_Set1_MediumHands,GlobalPerk_Ability_Sword_ReverseStab"
IoN_HeiressAndPG_Encounter_Manager,@IoN_HeiressAndPG_Encounter_Manager_VitalsName,"IoN_HeiressAndPG_Encounter_Manager,Hostile,Undead,Lost",AngryEarth,Raid10Boss,,,false,0,0,1,1500,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,,,"Bleed,Poison,Exhaust,Weaken,Disease,Stun,Slow,Root,Fortify,Haste,Empower,Silence,Heal,Dot,DebugDamage",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,0.015,0.05,,,,,,,,,,,,,,,,,,,,,,1,,,,,,true,
IoN_PurgingBladeMinion,@IoN_PurgingBladeMinion_VitalsName,"IoN_PurgingBladeMinion,Hostile,Undead,Lost",Structure,Solo,,,false,0,0,1,0.15,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-70,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,,
Lost_Twin_Jesters,@Lost_Twin_Jesters_VitalsName,"Lost_Twin_Jesters,Hostile,Undead,Lost",Lost,Raid10Boss,,,true,1.1,0,1,7.5,,0.5,0.5,,"RendResilience_50_Buff,WeakenResilience_66_Buff,DoTResilience_10_Buff",,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1000000,1000000,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,CreatureLootRaidMonarch,"TwinJesters,RaidBoss_BonusNamed,TwinsJestersWeekly,TwinJestersArtifact,MutatorCombo_TwinJesters",BossDebuff,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,true,"GlobalPerk_Artifact_Set1_MediumHands,GlobalPerk_Ability_Sword_ReverseStab"
Lost_Autoguided_Surprise,@Lost_Autoguided_Surprise_VitalsName,"Lost_Autoguided_Surprise,Hostile,Undead,Lost",Lost,Solo,,true,false,1,0,1,0.05,,0.2,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,true,
Lost_Twin_Jesters_STDClone,@Lost_Twin_Jesters_STDClone_VitalsName,"Lost_Twin_Jesters_STDClone,Hostile,Undead,Lost",Lost,Solo,,true,false,1,0,1,0.1,,0.2,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,10,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,true,
Lost_Twin_Jesters_OneShotSummon,@Lost_Twin_Jesters_OneShotSummon_VitalsName,"Lost_Twin_Jesters_OneShotSummon,Hostile,Undead,Lost",Lost,Critter,,true,false,1,0,1,0.1,,0.2,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,100,10,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,,
IoN_Lost_Brute_Elite,@IoN_Lost_Brute_Elite_VitalsName,"IoN_Lost_Brute_Elite,Hostile,Lost,Undead,Pirate",Lost,Raid10+,,true,false,1,0,1,2.2,,0.35,0.45,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.55,FALSE,,,"Disease,CloneOnly",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.1,,,,,,,
IoN_Lost_Monarch_Elite,@IoN_Lost_Monarch_Elite_VitalsName,"IoN_Lost_Monarch_Elite,Hostile,Lost,Undead,Pirate",Lost,Raid10+,,true,false,1.2,0,1,2.2,,0.35,0.45,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,-1,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.55,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,true,
IoN_Lost_Naga_Elite,@IoN_Lost_Naga_Elite_VitalsName,"IoN_Lost_Naga_Elite,Hostile,Lost,Undead,Pirate",Lost,Raid10+,,true,false,1.2,0,1,2.2,,0.35,0.45,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,2,1,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.55,FALSE,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,true,
IoN_Jester_Lost_FeralGhoul,@IoN_Jester_Lost_FeralGhoul_VitalsName,"IoN_Jester_Lost_FeralGhoul,Hostile,Lost",Lost,Raid10-,,true,false,0.8,0,1,0.55,,0.35,0.45,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,1,0,0,3,-1,-1,0,0,0.6,0,100,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,,,,,,,,,,,,,,,,-10,-15,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,,
IoN_Jester_Lost_Bloodbeast,@IoN_Jester_Lost_Bloodbeast_VitalsName,"IoN_Jester_Lost_Bloodbeast,Hostile,Lost",Lost,Raid10-,,true,false,0.8,0,1,0.55,,0.35,0.45,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,1,0,0,3,-1,-1,0,0,0.6,0,100,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,,,,,,,,,,,,,,,,-10,-15,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,,,
IoN_Jester_Lost_Ghastly_Villager_Shovel,@IoN_Jester_Lost_Ghastly_Villager_Shovel_VitalsName,"IoN_Jester_Lost_Ghastly_Villager_Shovel,Hostile,Lost",Lost,Raid10-,,true,false,0.8,0,1,0.55,,0.35,0.45,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,,,,,,,,,,,,,,,,-10,-15,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,,
IoN_Jester_Lost_Ghastly_Sniper,@IoN_Jester_Lost_Ghastly_Sniper_VitalsName,"Ghastly_Sniper,Hostile,Lost",Lost,Raid10-,,true,false,0.8,0,1,0.55,,0.35,0.45,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,FALSE,,,,,,,,,,,,,,,,-10,-15,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0,0,0,0.015,0.05,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,,
