VitalsID,DisplayName,VitalsCategories,Family,CreatureType,DifficultyTierOverride,NoExpNoCoin,CanDropLoot,DamageMod,HealthMin,HealthInitial,HealthMod,HealthOverridePercentSpellOwnerMaxHealth,PhysicalMitigation,ElementalMitigation,MinionVitalsId,BuffBuckets,BaseStaggerDamageOverride,BlockStaminaDamageOverride,HealthBaseTickRate,HealthRegenCappedBy,HealthRegenThresholds,HealthTickDelay,HealthFullyDepletedDelay,HealthLowerThreshold,HealthUpperThreshold,HealthUpdateIfDeathsDoor,HealthUpdateIfDead,BlockDamageMitigation,BlockStaminaCost,StaminaMin,StaminaBaseMax,StaminaInitial,StaminaBaseTickRate,StaminaRegenCappedBy,StaminaRegenThresholds,StaminaTickDelay,StaminaRegenDelay,StaminaRegenDelayOnEmpty,StaminaFullyDepletedDelay,StaminaLowerThreshold,StaminaUpperThreshold,StaminaUpdateIfDeathsDoor,StaminaUpdateIfDead,StaminaCostMitigation,MinMana,ManaBaseMax,ManaInitial,ManaBaseRegenRate,ManaRegenDelay,ManaRegenDelayOnEmpty,DeathsDoorTime,DeathsDoorDelay,HelpUpHealthPct,FoodMin,FoodBaseMax,FoodInitial,FoodBaseTickRate,FoodTickDelay,FoodFullyDepletedDelay,FoodLowerThreshold,FoodUpperThreshold,DrinkMin,DrinkInitial,DrinkBaseMax,DrinkBaseTickRate,DrinkTickDelay,DrinkFullyDepletedDelay,DrinkLowerThreshold,DrinkUpperThreshold,DamageCooldown,MaxDefenseMitigationPercent,AfflictionAbsorption,GameModeKillEventIds,GameModeAssistEventIds,WarKillEventId,WarAssistEventId,KillEventIdOverride,LootDropChance,IgnoreLootDropModifier,LootTableId,LootTags,IgnoreEffectCategories,IgnoredAbilityConditions,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFArcane,DEFFire,DEFIce,DEFNature,DEFLightning,DEFCorruption,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSIce,ABSNature,ABSFire,ABSLightning,ABSCorruption,ABSRangedDamage,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLANature,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNIce,WKNNature,WKNFire,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,CharacterScale,IsMinion,ChainSpellImmune,MutatorDifficultyMod,MutatorPotencyMod,HealthPercentForLootContributionOverride,VFXMustShow
WB_Mammoth_FL_Mahantaram_Minion_Fire,@WB_Mammoth_FL_Mahantaram_Minion_Fire_VitalsName,"WB_Mammoth_FL_Mahantaram_Minion_Fire,Hostile,Beast,Predator,Mammoth",Wildlife,Elite+,,true,false,1,0,1,1.8,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,400,400,10,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,,0,,,,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.2,0,0.15,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,0,,
WB_Mammoth_FL_Mahantaram_Minion_Ice,@WB_Mammoth_FL_Mahantaram_Minion_Ice_VitalsName,"WB_Mammoth_FL_Mahantaram_Minion_Ice,Hostile,Beast,Predator,Mammoth",Wildlife,Elite+,,true,false,1,0,1,1.8,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,400,400,10,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,,0,,,,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.2,0,0,0,0.15,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,0,,
WB_Mammoth_FL_Mahantaram_Minion_Lightning,@WB_Mammoth_FL_Mahantaram_Minion_Lightning_VitalsName,"WB_Mammoth_FL_Mahantaram_Minion_Lightning,Hostile,Beast,Predator,Mammoth",Wildlife,Elite+,,true,false,1,0,1,1.8,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,400,400,10,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,,0,,,,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.2,0,0,0.15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,0,,
WB_Mammoth_FL_Mahantaram_Minion_Nature,@WB_Mammoth_FL_Mahantaram_Minion_Nature_VitalsName,"WB_Mammoth_FL_Mahantaram_Minion_Nature,Hostile,Beast,Predator,Mammoth",Wildlife,Elite+,,true,false,1,0,1,1.8,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,400,400,10,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,,0,,,,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.2,0,0,0,0,0.15,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,0,,
WB_Brute_Cutlass_AdmiralBrute,@Undead_Admiral_Brute_DG_Cutlass_00_VitalsName,"WB_Brute_Cutlass_AdmiralBrute,Hostile,Lost,Undead,Pirate,Undead_Pirate_Brute,WorldBoss",Lost,Boss+,,true,false,1,0,1,6.65,,0.45,0.4,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,FALSE,CreatureLootMaster,"Drowned,Named,Sirensbrute,CutlassKeys00,Elite",,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0.15,0.3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,true
WB_Brute_Cutlass_AdmiralBrute_BlackPowderKeg,@Undead_Admiral_Brute_BlackPowderKeg_VitalsName,"WB_Brute_Cutlass_AdmiralBrute_BlackPowderKeg,Hostile,Lost,Undead,Pirate,Undead_Pirate_Brute",Lost,Elite,,true,false,1,0,1,0.267,,0.35,0.35,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,,,,,FALSE,,,,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.15,,,,,,
WB_Brute_Cutlass_AdmiralBrute_AlligatorMinion,@Alligator_Young_Admiral_Minion_VitalsName,"Alligator_Young_Admiral_Minion,Hostile,Beast,Predator,Alligator",Wildlife,Elite-,,true,false,0.4,0,1,0.533,,0.35,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,0,CreatureLootMaster,"Beast,Common",,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0.5,,,,0,,
WB_Brute_Cutlass_AdmiralBrute_BerserkerMinion,@Undead_Berserker_Admiral_Minion_VitalsName,"Undead_Berserker_Admiral_Minion,Hostile,Undead,Lost,Pirate,Undead_Berserker",Lost,Elite,1,true,false,0.7,0,1,0.533,,0.25,0.2,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,0,CreatureLootMaster,"Drowned,Common",,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0.15,0.3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.25,,,,,,
WB_Brute_Cutlass_AdmiralBrute_BloatedCorpseMinion,@Bloated_Corpse_Admiral_Minion_VitalsName,"Bloated_Corpse_Admiral_Minion,Hostile,Undead,Lost,Haunted,Pirate,Bloated_Corpse",Lost,Elite-,,true,false,0.875,0,1,0.546,,0.35,0.35,,,,,500,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,0,CreatureLootMaster,"Lost,Common",,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0.15,0.3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.25,,,,0,,
WB_Brute_Cutlass_AdmiralBrute_GrenadierMinion,@Undead_Grenadier_Molotov_Admiral_Minion_VitalsName,"Undead_Grenadier_Molotov_Admiral_Minion,Hostile,Undead,Lost,Pirate,Undead_Grenadier_Molotov",Lost,Elite-,,true,false,0.5,0,1,0.356,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,0,CreatureLootMaster,"Lost,Common,ArmorLight",,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0.15,0.3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.1,,,,,,
WB_Brute_Cutlass_AdmiralBrute_NavigatorMinion,@Undead_Navigator_Admiral_Minion_VitalsName,"Undead_Navigator_Admiral_Minion,Hostile,Undead,Lost,Pirate,Undead_Navigator",Lost,Elite,3,true,false,0.57,0,1,0.306,,0.35,0.35,,PromSoloEltBuff,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,0,CreatureLootMaster,"Drowned,Common",,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0.15,0.3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.15,,,,,,
WB_Brute_Cutlass_AdmiralBrute_OfficerMinion,@Undead_Officer_Admiral_Minion_VitalsName,"Undead_Officer_Admiral_Minion,Hostile,Undead,Lost,Pirate,Undead_Officer",Lost,Elite,1,true,false,0.68,0,1,0.356,,0.35,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,0,CreatureLootMaster,"Drowned,Common",,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0.15,0.3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.4,,,,,,
WB_Brute_Cutlass_AdmiralBrute_PistoleerMinion,@Undead_Pistoleer_Admiral_Minion_VitalsName,"Undead_Pistoleer_Admiral_Minion,Hostile,Undead,Lost,Pirate,Undead_Pistoleer",Lost,Elite-,2,true,false,0.5,0,1,0.533,,0.25,0.3,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0.8,0,50,50,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,0,CreatureLootMaster,"Drowned,Common",,"GlobalPerk_Ability_Sword_ReverseStab,GlobalPerk_Artifact_Set1_MediumHands",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0.15,0.3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.15,,,,,,
