AchievementID,AchievementIndex,Category,GameEventId,"New AchivementIndex values must increase, current maximum is",4121,AchivementsIndex &gt; 8000 will require a code change!
crater_feralruins_50363_discovered,942,Map,,,,
crater_mysticruins_50364_discovered,943,Map,,,,
crater_mysticruins_50365_discovered,944,Map,,,,
crater_mysticruins_50366_discovered,945,Map,,,,
crater_mysticbridge_50367_discovered,946,Map,,,,
crater_mysticbridgetower_50368_discovered,947,Map,,,,
crater_mysticbridge_50369_discovered,948,Map,,,,
crater_mysticruins_50370_discovered,949,Map,,,,
crater_brutalruins_50371_discovered,950,Map,,,,
crater_brutalruins_50372_discovered,951,Map,,,,
crater_brutalruins_50373_discovered,952,Map,,,,
crater_brutalruins_50374_discovered,953,Map,,,,
crater_feralruins_50375_discovered,954,Map,,,,
crater_feralruins_50376_discovered,955,Map,,,,
crater_feralruins_50377_discovered,956,Map,,,,
crater_feralruins_50378_discovered,957,Map,,,,
crater_feralruins_50379_discovered,958,Map,,,,
crater_feralruins_50380_discovered,959,Map,,,,
crater_feralruins_50381_discovered,960,Map,,,,
crater_blightedvillage_50382_discovered,961,Map,,,,
crater_blightedvillage_50383_discovered,962,Map,,,,
crater_corruptedwall_50384_discovered,963,Map,,,,
crater_fort_50316_charted,964,Map,Chart_Location,,,
crater_mysticfen_50317_charted,965,Map,Chart_Location,,,
crater_mysticgrove_50318_charted,966,Map,Chart_Location,,,
crater_prowlerhole_50319_charted,967,Map,Chart_Location,,,
crater_blightedcave_50320_charted,968,Map,Chart_Location,,,
crater_settlement_50321_charted,969,Map,Chart_Location,,,
crater_spriggan_50322_charted,970,Map,Chart_Location,,,
crater_spriggan_50323_charted,971,Map,Chart_Location,,,
crater_feralcolony_50324_charted,972,Map,Chart_Location,,,
crater_malevolence_50325_charted,973,Map,Chart_Location,,,
crater_spite_50326_charted,974,Map,Chart_Location,,,
crater_malice_50327_charted,975,Map,Chart_Location,,,
crater_ancientwatchtower_50328_charted,976,Map,Chart_Location,,,
crater_ancientguardianvalley_50329_charted,977,Map,Chart_Location,,,
crater_brutaloffering_50330_charted,978,Map,Chart_Location,,,
crater_ferociousforest_50331_charted,979,Map,Chart_Location,,,
crater_corruptedminewest_50332_charted,980,Map,Chart_Location,,,
crater_corruptedmineeast_50333_charted,981,Map,Chart_Location,,,
crater_corruptedruinedfort_50335_charted,982,Map,Chart_Location,,,
crater_corruptedcampsite_50336_charted,983,Map,Chart_Location,,,
crater_corruptedcampsite_50337_charted,984,Map,Chart_Location,,,
weaversfen_temple_50338_charted,985,Map,Chart_Location,,,
crater_corruptedminecamp_50339_charted,986,Map,Chart_Location,,,
crater_corruptedminecamp_50340_charted,987,Map,Chart_Location,,,
crater_corruptedminecamp_50341_charted,988,Map,Chart_Location,,,
crater_feralarchway_50342_charted,989,Map,Chart_Location,,,
crater_blightedvillage_50343_charted,990,Map,Chart_Location,,,
crater_feyruins_50344_charted,991,Map,Chart_Location,,,
crater_feyruins_50345_charted,992,Map,Chart_Location,,,
crater_feyruins_50346_charted,993,Map,Chart_Location,,,
crater_feyruins_50347_charted,994,Map,Chart_Location,,,
crater_feyruins_50348_charted,995,Map,Chart_Location,,,
crater_feyruins_50349_charted,996,Map,Chart_Location,,,
crater_feyruins_50350_charted,997,Map,Chart_Location,,,
crater_blightedbridge_50351_charted,998,Map,Chart_Location,,,
crater_blightedbridge_50352_charted,999,Map,Chart_Location,,,
crater_blightedvillage_50353_charted,1000,Map,Chart_Location,,,
crater_feyruins_50354_charted,1001,Map,Chart_Location,,,
crater_feyruins_50355_charted,1002,Map,Chart_Location,,,
crater_feralaqueduct_50356_charted,1003,Map,Chart_Location,,,
crater_feyruins_50357_charted,1004,Map,Chart_Location,,,
crater_blightedvillage_50358_charted,1005,Map,Chart_Location,,,
crater_blightedcave_50359_charted,1006,Map,Chart_Location,,,
crater_feyruins_50360_charted,1007,Map,Chart_Location,,,
crater_brutalruins_50361_charted,1008,Map,Chart_Location,,,
crater_brutalruins_50362_charted,1009,Map,Chart_Location,,,
crater_feralruins_50363_charted,1010,Map,Chart_Location,,,
crater_mysticruins_50364_charted,1011,Map,Chart_Location,,,
crater_mysticruins_50365_charted,1012,Map,Chart_Location,,,
crater_mysticruins_50366_charted,1013,Map,Chart_Location,,,
crater_mysticbridge_50367_charted,1014,Map,Chart_Location,,,
crater_mysticbridgetower_50368_charted,1015,Map,Chart_Location,,,
crater_mysticbridge_50369_charted,1016,Map,Chart_Location,,,
crater_mysticruins_50370_charted,1017,Map,Chart_Location,,,
crater_brutalruins_50371_charted,1018,Map,Chart_Location,,,
crater_brutalruins_50372_charted,1019,Map,Chart_Location,,,
crater_brutalruins_50373_charted,1020,Map,Chart_Location,,,
crater_brutalruins_50374_charted,1021,Map,Chart_Location,,,
crater_feralruins_50375_charted,1022,Map,Chart_Location,,,
crater_feralruins_50376_charted,1023,Map,Chart_Location,,,
crater_feralruins_50377_charted,1024,Map,Chart_Location,,,
crater_feralruins_50378_charted,1025,Map,Chart_Location,,,
crater_feralruins_50379_charted,1026,Map,Chart_Location,,,
crater_feralruins_50380_charted,1027,Map,Chart_Location,,,
crater_feralruins_50381_charted,1028,Map,Chart_Location,,,
crater_blightedvillage_50382_charted,1029,Map,Chart_Location,,,
crater_blightedvillage_50383_charted,1030,Map,Chart_Location,,,
crater_corruptedwall_50384_charted,1031,Map,Chart_Location,,,
greatcleave3_9053_charted,1032,Map,Chart_Location,,,
greatcleave4_9054_charted,1033,Map,Chart_Location,,,
greatcleave5_9055_charted,1034,Map,Chart_Location,,,
greatcleave6_9056_charted,1035,Map,Chart_Location,,,
greatcleave7_9057_charted,1036,Map,Chart_Location,,,
greatcleave8_9058_charted,1037,Map,Chart_Location,,,
greatcleave9_9059_charted,1038,Map,Chart_Location,,,
greatcleave10_9060_charted,1039,Map,Chart_Location,,,
greatcleave11_9061_charted,1040,Map,Chart_Location,,,
shatteredmountain1_9071_charted,1041,Map,Chart_Location,,,
shatteredmountain2_9072_charted,1042,Map,Chart_Location,,,
shatteredmountain3_9073_charted,1043,Map,Chart_Location,,,
shatteredmountain4_9074_charted,1044,Map,Chart_Location,,,
shatteredmountain5_9075_charted,1045,Map,Chart_Location,,,
shatteredmountain6_9076_charted,1046,Map,Chart_Location,,,
shatteredmountain7_9077_charted,1048,Map,Chart_Location,,,
shatteredmountain8_9078_charted,1049,Map,Chart_Location,,,
shatteredmountain9_9079_charted,1050,Map,Chart_Location,,,
abandoned_village_40266_discovered,1051,Map,,,,
abandoned_village_40266_charted,1052,Map,Chart_Location,,,
drowned_cavern_30219_discovered,1053,Map,,,,
drowned_cavern_30219_charted,1054,Map,Chart_Location,,,
drowned_shipwreck_4_40141_discovered,1055,Map,,,,
drowned_shipwreck_4_40141_charted,1056,Map,Chart_Location,,,
undead_bastion_3_40124_discovered,1057,Map,,,,
undead_bastion_3_40124_charted,1058,Map,Chart_Location,,,
boar_infestation_1_40150_discovered,1059,Map,,,,
boar_infestation_1_40150_charted,1060,Map,Chart_Location,,,
drowned_shipwreck_4_30130_discovered,1061,Map,,,,
drowned_shipwreck_4_30130_charted,1062,Map,Chart_Location,,,
greatcleave1_9051_charted,1063,Map,Chart_Location,,,
greatcleave2_9052_charted,1064,Map,Chart_Location,,,
boar_infestation_1_30221_discovered,1065,Map,,,,
boar_infestation_1_30221_charted,1066,Map,Chart_Location,,,
brightwoodsisle_40221_discovered,1067,Map,,,,
brightwoodsisle_40221_charted,1068,Map,Chart_Location,,,
boar_infestation_1_40143_discovered,1069,Map,,,,
boar_infestation_1_40145_charted,1070,Map,Chart_Location,,,
boar_infestation_1_40143_charted,1071,Map,Chart_Location,,,
alphawolf_den_40119_discovered,1072,Map,,,,
alphawolf_den_40119_charted,1073,Map,Chart_Location,,,
greywolf_den_30131_discovered,1074,Map,,,,
greywolf_den_30132_discovered,1075,Map,,,,
greywolf_den_30131_charted,1076,Map,Chart_Location,,,
greywolf_den_30132_charted,1077,Map,Chart_Location,,,
boar_infestation_1_30133_discovered,1078,Map,,,,
boar_infestation_1_30133_charted,1079,Map,Chart_Location,,,
bear_den_40125_discovered,1080,Map,,,,
bear_den_40125_charted,1081,Map,Chart_Location,,,
ancient_bridge_40126_discovered,1082,Map,,,,
ancient_bridge_40126_charted,1083,Map,Chart_Location,,,
ancient_ruins_40123_discovered,1084,Map,,,,
ancient_ruins_40123_charted,1085,Map,Chart_Location,,,
Unlock_Dye1,1086,Dye,,,,
Unlock_Dye2,1087,Dye,,,,
Unlock_Dye3,1088,Dye,,,,
Unlock_Dye4,1089,Dye,,,,
Unlock_Dye5,1090,Dye,,,,
Unlock_Dye6,1091,Dye,,,,
Unlock_Dye7,1092,Dye,,,,
Unlock_Dye8,1093,Dye,,,,
Unlock_Dye9,1094,Dye,,,,
Unlock_Dye10,1095,Dye,,,,
Unlock_Dye11,1096,Dye,,,,
Unlock_Dye12,1097,Dye,,,,
Unlock_Dye13,1098,Dye,,,,
Unlock_Dye14,1099,Dye,,,,
Unlock_Dye15,1100,Dye,,,,
Unlock_Dye16,1101,Dye,,,,
Unlock_Dye17,1102,Dye,,,,
Unlock_Dye18,1103,Dye,,,,
Unlock_Dye19,1104,Dye,,,,
S_getoffbeach,1105,Objective,,,,
S_campandtools,1106,Objective,,,,
S_boarproblem,1107,Objective,,,,
S_culldrowned,1108,Objective,,,,
S_xmarksthespot,1109,Objective,,,,
S_preciouscargo,1110,Objective,,,,
S_introtosettlement,1111,Objective,,,,
S_introtosurvivalist,1112,Objective,,,,
S_campingskills,1113,Objective,,,,
S_introtooverseer,1114,Objective,,,,
S_gatherforoverseer,1115,Objective,,,,
S_refineforoverseer,1116,Objective,,,,
S_introtoartificer,1117,Objective,,,,
S_craftforartificer,1118,Objective,,,,
S_returntomagistrate,1119,Objective,,,,
S_magistratequest,1120,Objective,,,,
S_introtomarauders,1121,Objective,,,,
S_marauderquest1,1122,Objective,,,,
S_marauderquest2,1123,Objective,,,,
S_introtosyndicate,1124,Objective,,,,
S_syndicatequest1,1125,Objective,,,,
S_syndicatequest2,1126,Objective,,,,
S_introtocovenant,1127,Objective,,,,
S_covenantquest1,1128,Objective,,,,
S_covenantquest2,1129,Objective,,,,
S_timetochoose,1130,Objective,,,,
S_staff_final,1131,Objective,,,,
S_purge_darkness_1,1132,Objective,,,,
S_corruption_resistance,1133,Objective,,,,
S_xmarksthespot_p1,1134,Objective,,,,
S_xmarksthespot_p2,1135,Objective,,,,
S_xmarksthespot_p3,1136,Objective,,,,
02_Quest_01,1137,Objective,,,,
02_Quest_02,1138,Objective,,,,
02_Quest_03,1139,Objective,,,,
02_Quest_04,1140,Objective,,,,
02_Quest_05,1141,Objective,,,,
02_Quest_06,1142,Objective,,,,
02_Quest_07,1143,Objective,,,,
02_Quest_08,1144,Objective,,,,
02_Quest_09,1145,Objective,,,,
02_Quest_10,1146,Objective,,,,
02_Quest_11,1147,Objective,,,,
02_Quest_12,1148,Objective,,,,
02_Quest_13,1149,Objective,,,,
02_Quest_14,1150,Objective,,,,
02_Quest_15,1151,Objective,,,,
02_Quest_16,1152,Objective,,,,
02_Quest_17,1153,Objective,,,,
02_Quest_18,1154,Objective,,,,
02_Quest_19,1155,Objective,,,,
02_Quest_20,1156,Objective,,,,
03_Quest_01,1157,Objective,,,,
03_Quest_02,1158,Objective,,,,
03_Quest_03,1159,Objective,,,,
03_Quest_04,1160,Objective,,,,
03_Quest_05,1161,Objective,,,,
03_Quest_06,1162,Objective,,,,
03_Quest_07,1163,Objective,,,,
03_Quest_08,1164,Objective,,,,
03_Quest_09,1165,Objective,,,,
03_Quest_10,1166,Objective,,,,
03_Quest_11,1167,Objective,,,,
03_Quest_12,1168,Objective,,,,
03_Quest_13,1169,Objective,,,,
03_Quest_14,1170,Objective,,,,
03_Quest_15,1171,Objective,,,,
04_Quest_01,1177,Objective,,,,
04_Quest_02,1178,Objective,,,,
04_Quest_03,1179,Objective,,,,
04_Quest_04,1180,Objective,,,,
04_Quest_05,1181,Objective,,,,
04_Quest_06,1182,Objective,,,,
04_Quest_07,1183,Objective,,,,
04_Quest_08,1184,Objective,,,,
04_Quest_09,1185,Objective,,,,
04_Quest_10,1186,Objective,,,,
04_Quest_11,1187,Objective,,,,
04_Quest_12,1188,Objective,,,,
04_Quest_13,1189,Objective,,,,
04_Quest_14,1190,Objective,,,,
04_Quest_15,1191,Objective,,,,
04_Quest_16,1192,Objective,,,,
04_Quest_17,1193,Objective,,,,
04_Quest_18,1194,Objective,,,,
04_Quest_19,1195,Objective,,,,
04_Quest_20,1196,Objective,,,,
05_Quest_01,1197,Objective,,,,
05_Quest_02,1198,Objective,,,,
05_Quest_03,1199,Objective,,,,
05_Quest_04,1200,Objective,,,,
05_Quest_05,1201,Objective,,,,
05_Quest_06,1202,Objective,,,,
05_Quest_07,1203,Objective,,,,
05_Quest_08,1204,Objective,,,,
05_Quest_09,1205,Objective,,,,
05_Quest_10,1206,Objective,,,,
05_Quest_11,1207,Objective,,,,
05_Quest_12,1208,Objective,,,,
05_Quest_13,1209,Objective,,,,
05_Quest_14,1210,Objective,,,,
05_Quest_15,1211,Objective,,,,
05_Quest_16,1212,Objective,,,,
05_Quest_17,1213,Objective,,,,
05_Quest_18,1214,Objective,,,,
05_Quest_19,1215,Objective,,,,
05_Quest_20,1216,Objective,,,,
06_Quest_01,1217,Objective,,,,
06_Quest_02,1218,Objective,,,,
06_Quest_03,1219,Objective,,,,
06_Quest_04,1220,Objective,,,,
06_Quest_05,1221,Objective,,,,
06_Quest_06,1222,Objective,,,,
06_Quest_07,1223,Objective,,,,
06_Quest_08,1224,Objective,,,,
06_Quest_09,1225,Objective,,,,
06_Quest_10,1226,Objective,,,,
06_Quest_11,1227,Objective,,,,
06_Quest_12,1228,Objective,,,,
06_Quest_13,1229,Objective,,,,
06_Quest_14,1230,Objective,,,,
06_Quest_15,1231,Objective,,,,
06_Quest_16,1232,Objective,,,,
06_Quest_17,1233,Objective,,,,
06_Quest_18,1234,Objective,,,,
06_Quest_19,1235,Objective,,,,
06_Quest_20,1236,Objective,,,,
07_Quest_01,1237,Objective,,,,
07_Quest_02,1238,Objective,,,,
07_Quest_03,1239,Objective,,,,
07_Quest_04,1240,Objective,,,,
07_Quest_05,1241,Objective,,,,
07_Quest_06,1242,Objective,,,,
07_Quest_07,1243,Objective,,,,
07_Quest_08,1244,Objective,,,,
07_Quest_09,1245,Objective,,,,
07_Quest_10,1246,Objective,,,,
07_Quest_11,1247,Objective,,,,
07_Quest_12,1248,Objective,,,,
07_Quest_13,1249,Objective,,,,
07_Quest_14,1250,Objective,,,,
07_Quest_15,1251,Objective,,,,
07_Quest_16,1252,Objective,,,,
07_Quest_17,1253,Objective,,,,
07_Quest_18,1254,Objective,,,,
07_Quest_19,1255,Objective,,,,
07_Quest_20,1256,Objective,,,,
08_Quest_01,1257,Objective,,,,
08_Quest_02,1258,Objective,,,,
08_Quest_03,1259,Objective,,,,
08_Quest_04,1260,Objective,,,,
08_Quest_05,1261,Objective,,,,
08_Quest_06,1262,Objective,,,,
08_Quest_07,1263,Objective,,,,
08_Quest_08,1264,Objective,,,,
08_Quest_09,1265,Objective,,,,
08_Quest_10,1266,Objective,,,,
08_Quest_11,1267,Objective,,,,
08_Quest_12,1268,Objective,,,,
08_Quest_13,1269,Objective,,,,
08_Quest_14,1270,Objective,,,,
08_Quest_15,1271,Objective,,,,
08_Quest_16,1272,Objective,,,,
08_Quest_17,1273,Objective,,,,
08_Quest_18,1274,Objective,,,,
08_Quest_19,1275,Objective,,,,
08_Quest_20,1276,Objective,,,,
09_Quest_01,1277,Objective,,,,
09_Quest_02,1278,Objective,,,,
09_Quest_03,1279,Objective,,,,
09_Quest_04,1280,Objective,,,,
09_Quest_05,1281,Objective,,,,
09_Quest_06,1282,Objective,,,,
09_Quest_07,1283,Objective,,,,
09_Quest_08,1284,Objective,,,,
09_Quest_09,1285,Objective,,,,
09_Quest_10,1286,Objective,,,,
09_Quest_11,1287,Objective,,,,
09_Quest_12,1288,Objective,,,,
09_Quest_13,1289,Objective,,,,
09_Quest_14,1290,Objective,,,,
09_Quest_15,1291,Objective,,,,
09_Quest_16,1292,Objective,,,,
09_Quest_17,1293,Objective,,,,
09_Quest_18,1294,Objective,,,,
09_Quest_19,1295,Objective,,,,
09_Quest_20,1296,Objective,,,,
10_Quest_01,1297,Objective,,,,
10_Quest_02,1298,Objective,,,,
10_Quest_03,1299,Objective,,,,
10_Quest_04,1300,Objective,,,,
10_Quest_05,1301,Objective,,,,
10_Quest_06,1302,Objective,,,,
10_Quest_07,1303,Objective,,,,
10_Quest_08,1304,Objective,,,,
10_Quest_09,1305,Objective,,,,
10_Quest_10,1306,Objective,,,,
10_Quest_11,1307,Objective,,,,
10_Quest_12,1308,Objective,,,,
10_Quest_13,1309,Objective,,,,
10_Quest_14,1310,Objective,,,,
10_Quest_15,1311,Objective,,,,
10_Quest_16,1312,Objective,,,,
10_Quest_17,1313,Objective,,,,
10_Quest_18,1314,Objective,,,,
10_Quest_19,1315,Objective,,,,
10_Quest_20,1316,Objective,,,,
11_Quest_01,1317,Objective,,,,
11_Quest_02,1318,Objective,,,,
11_Quest_03,1319,Objective,,,,
11_Quest_04,1320,Objective,,,,
11_Quest_05,1321,Objective,,,,
11_Quest_06,1322,Objective,,,,
11_Quest_07,1323,Objective,,,,
11_Quest_08,1324,Objective,,,,
11_Quest_09,1325,Objective,,,,
11_Quest_10,1326,Objective,,,,
11_Quest_11,1327,Objective,,,,
11_Quest_12,1328,Objective,,,,
11_Quest_13,1329,Objective,,,,
11_Quest_14,1330,Objective,,,,
11_Quest_15,1331,Objective,,,,
11_Quest_16,1332,Objective,,,,
11_Quest_17,1333,Objective,,,,
11_Quest_18,1334,Objective,,,,
11_Quest_19,1335,Objective,,,,
11_Quest_20,1336,Objective,,,,
12_Quest_01,1337,Objective,,,,
12_Quest_02,1338,Objective,,,,
12_Quest_03,1339,Objective,,,,
12_Quest_04,1340,Objective,,,,
12_Quest_05,1341,Objective,,,,
12_Quest_06,1342,Objective,,,,
12_Quest_07,1343,Objective,,,,
12_Quest_08,1344,Objective,,,,
12_Quest_09,1345,Objective,,,,
12_Quest_10,1346,Objective,,,,
12_Quest_11,1347,Objective,,,,
12_Quest_12,1348,Objective,,,,
12_Quest_13,1349,Objective,,,,
12_Quest_14,1350,Objective,,,,
12_Quest_15,1351,Objective,,,,
12_Quest_16,1352,Objective,,,,
12_Quest_17,1353,Objective,,,,
12_Quest_18,1354,Objective,,,,
12_Quest_19,1355,Objective,,,,
12_Quest_20,1356,Objective,,,,
13_Quest_01,1357,Objective,,,,
13_Quest_02,1358,Objective,,,,
13_Quest_03,1359,Objective,,,,
13_Quest_04,1360,Objective,,,,
13_Quest_05,1361,Objective,,,,
13_Quest_06,1362,Objective,,,,
13_Quest_07,1363,Objective,,,,
13_Quest_08,1364,Objective,,,,
13_Quest_09,1365,Objective,,,,
13_Quest_10,1366,Objective,,,,
13_Quest_11,1367,Objective,,,,
13_Quest_12,1368,Objective,,,,
13_Quest_13,1369,Objective,,,,
13_Quest_14,1370,Objective,,,,
13_Quest_15,1371,Objective,,,,
13_Quest_16,1372,Objective,,,,
13_Quest_17,1373,Objective,,,,
13_Quest_18,1374,Objective,,,,
13_Quest_19,1375,Objective,,,,
13_Quest_20,1376,Objective,,,,
14_Quest_01,1377,Objective,,,,
14_Quest_02,1378,Objective,,,,
14_Quest_03,1379,Objective,,,,
14_Quest_04,1380,Objective,,,,
14_Quest_05,1381,Objective,,,,
14_Quest_06,1382,Objective,,,,
14_Quest_07,1383,Objective,,,,
14_Quest_08,1384,Objective,,,,
14_Quest_09,1385,Objective,,,,
14_Quest_10,1386,Objective,,,,
14_Quest_11,1387,Objective,,,,
14_Quest_12,1388,Objective,,,,
14_Quest_13,1389,Objective,,,,
14_Quest_14,1390,Objective,,,,
14_Quest_15,1391,Objective,,,,
14_Quest_16,1392,Objective,,,,
14_Quest_17,1393,Objective,,,,
14_Quest_18,1394,Objective,,,,
14_Quest_19,1395,Objective,,,,
14_Quest_20,1396,Objective,,,,
abandoned_farm_village_40267_discovered,1397,Map,,,,
abandoned_farm_village_40267_charted,1398,Map,Chart_Location,,,
ancient_port_60336_discovered,1399,Map,,,,
ancient_port_60336_charted,1400,Map,Chart_Location,,,
wrecked_galleon_60339_discovered,1401,Map,,,,
wrecked_galleon_60339_charted,1402,Map,Chart_Location,,,
small_outpost_60340_discovered,1403,Map,,,,
small_outpost_60340_charted,1404,Map,Chart_Location,,,
S_campingunlock,1405,Objective,,,,
Lore_unlock_04_Everfall_Title_01_01,1406,Journal,Read_LoreItem,,,
Lore_unlock_04_Everfall_Title_01_02,1407,Journal,Read_LoreItem,,,
Lore_unlock_12_MonarchsBluffs_Title_03_01,1408,Journal,Read_LoreItem,,,
Lore_unlock_12_MonarchsBluffs_Title_03_02,1409,Journal,Read_LoreItem,,,
Lore_unlock_06_Windsward_Title_03_01,1410,Journal,Read_LoreItem,,,
Lore_unlock_06_Windsward_Title_03_02,1411,Journal,Read_LoreItem,,,
Lore_unlock_00_Aeternum_Title_01_01,1412,Journal,Read_LoreItem,,,
Lore_unlock_12_MonarchsBluffs_Title_04_01,1413,Journal,Read_LoreItem,,,
Lore_unlock_12_MonarchsBluffs_Title_04_02,1414,Journal,Read_LoreItem,,,
Lore_unlock_04_Everfall_Title_02_01,1415,Journal,Read_LoreItem,,,
Lore_unlock_04_Everfall_Title_02_02,1416,Journal,Read_LoreItem,,,
Lore_unlock_12_MonarchsBluffs_Title_01_05,1417,Journal,Read_LoreItem,,,
Lore_unlock_12_MonarchsBluffs_Title_01_06,1418,Journal,Read_LoreItem,,,
Lore_unlock_04_Everfall_Title_03_01,1419,Journal,Read_LoreItem,,,
Lore_unlock_04_Everfall_Title_03_02,1420,Journal,Read_LoreItem,,,
Lore_unlock_06_Windsward_Title_03_03,1421,Journal,Read_LoreItem,,,
Lore_unlock_12_MonarchsBluffs_Title_05_01,1422,Journal,Read_LoreItem,,,
Lore_unlock_00_Aeternum_Title_02_01,1423,Journal,Read_LoreItem,,,
Lore_unlock_00_Aeternum_Title_02_02,1424,Journal,Read_LoreItem,,,
Lore_unlock_00_Aeternum_Title_02_03,1425,Journal,Read_LoreItem,,,
Lore_unlock_00_Aeternum_Title_02_04,1426,Journal,Read_LoreItem,,,
Lore_unlock_12_MonarchsBluffs_Title_06_01,1427,Journal,Read_LoreItem,,,
Lore_unlock_12_MonarchsBluffs_Title_06_02,1428,Journal,Read_LoreItem,,,
Lore_unlock_12_MonarchsBluffs_Title_01_07,1429,Journal,Read_LoreItem,,,
alphawolf_den_30110_discovered,1430,Map,,,,
greywolf_den_30111_discovered,1431,Map,,,,
alphawolf_den_30110_charted,1432,Map,Chart_Location,,,
greywolf_den_30111_charted,1433,Map,Chart_Location,,,
pirate_fort_40017_discovered,1434,Map,,,,
shipwreck_40018_discovered,1435,Map,,,,
ancient_bridge_40019_discovered,1436,Map,,,,
ancient_ruins_40020_discovered,1437,Map,,,,
drowned_cave_40021_discovered,1438,Map,,,,
drowned_cave_40022_discovered,1439,Map,,,,
wolf_den_40023_discovered,1440,Map,,,,
abandoned_fishing_village_40024_discovered,1441,Map,,,,
pirate_fort_40017_charted,1442,Map,Chart_Location,,,
shipwreck_40018_charted,1443,Map,Chart_Location,,,
ancient_bridge_40019_charted,1444,Map,Chart_Location,,,
ancient_ruins_40020_charted,1445,Map,Chart_Location,,,
drowned_cave_40021_charted,1446,Map,Chart_Location,,,
drowned_cave_40022_charted,1447,Map,Chart_Location,,,
wolf_den_40023_charted,1448,Map,Chart_Location,,,
abandoned_fishing_village_40024_charted,1449,Map,Chart_Location,,,
abandoned_village_40025_discovered,1450,Map,,,,
abandoned_village_40025_charted,1451,Map,Chart_Location,,,
Lore_unlock_04_Everfall_Title_04_01,1452,Journal,Read_LoreItem,,,
Lore_unlock_04_Everfall_Title_04_02,1453,Journal,Read_LoreItem,,,
Lore_unlock_00_Aeternum_Title_03_01,1454,Journal,Read_LoreItem,,,
Lore_unlock_00_Aeternum_Title_03_02,1455,Journal,Read_LoreItem,,,
Lore_unlock_12_MonarchsBluffs_Title_07_01,1456,Journal,Read_LoreItem,,,
Lore_unlock_04_Everfall_Title_05_01,1457,Journal,Read_LoreItem,,,
Lore_unlock_04_Everfall_Title_05_02,1458,Journal,Read_LoreItem,,,
Lore_unlock_04_Everfall_Title_06_01,1459,Journal,Read_LoreItem,,,
Lore_unlock_04_Everfall_Title_06_02,1460,Journal,Read_LoreItem,,,
Lore_unlock_04_Everfall_Title_07_01,1461,Journal,Read_LoreItem,,,
Lore_unlock_04_Everfall_Title_07_02,1462,Journal,Read_LoreItem,,,
Lore_unlock_06_Windsward_Title_04_01,1463,Journal,Read_LoreItem,,,
Lore_unlock_06_Windsward_Title_04_02,1464,Journal,Read_LoreItem,,,
Lore_unlock_06_Windsward_Title_05_01,1465,Journal,Read_LoreItem,,,
Lore_unlock_06_Windsward_Title_05_02,1466,Journal,Read_LoreItem,,,
Lore_unlock_06_Windsward_Title_06_01,1467,Journal,Read_LoreItem,,,
Lore_unlock_06_Windsward_Title_06_02,1468,Journal,Read_LoreItem,,,
nettlerest_graveyard_40151_discovered,1469,Map,,,,
nettlerest_graveyard_40151_charted,1470,Map,Chart_Location,,,
withered_farm_2_30105_discovered,1471,Map,,,,
withered_farm_2_30105_charted,1472,Map,Chart_Location,,,
ancient_ruins_30012_discovered,1473,Map,,,,
ancient_bridge_30013_discovered,1474,Map,,,,
ancient_tower_30014_discovered,1475,Map,,,,
fishing_village_30015_discovered,1476,Map,,,,
pirate_fort_30016_discovered,1477,Map,,,,
pirate_fort_30017_discovered,1478,Map,,,,
fishing_village_30018_discovered,1479,Map,,,,
corrupted_camp_30019_discovered,1480,Map,,,,
corrupted_fort_30020_discovered,1481,Map,,,,
ancient_ruins_30012_charted,1482,Map,Chart_Location,,,
ancient_bridge_30013_charted,1483,Map,Chart_Location,,,
ancient_tower_30014_charted,1484,Map,Chart_Location,,,
fishing_village_30015_charted,1485,Map,Chart_Location,,,
pirate_fort_30016_charted,1486,Map,Chart_Location,,,
pirate_fort_30017_charted,1487,Map,Chart_Location,,,
fishing_village_30018_charted,1488,Map,Chart_Location,,,
corrupted_camp_30019_charted,1489,Map,Chart_Location,,,
corrupted_fort_30020_charted,1490,Map,Chart_Location,,,
boar_infestation_1_40027_discovered,1491,Map,,,,
boar_infestation_1_40027_charted,1492,Map,Chart_Location,,,
fishing_village_30021_discovered,1493,Map,,,,
fishing_village_30021_charted,1494,Map,Chart_Location,,,
pirate_village_30022_discovered,1495,Map,,,,
pirate_village_30022_charted,1496,Map,Chart_Location,,,
gator_island_30023_discovered,1497,Map,,,,
gator_island_30023_charted,1498,Map,Chart_Location,,,
brute_island_30024_discovered,1499,Map,,,,
brute_island_30024_charted,1500,Map,Chart_Location,,,
ancient_overlook_40152_discovered,1501,Map,,,,
ancient_ruins_40153_discovered,1502,Map,,,,
ancient_overlook_40152_charted,1503,Map,Chart_Location,,,
ancient_ruins_40153_charted,1504,Map,Chart_Location,,,
crater_corruptedsettlement_60341_discovered,1505,Map,,,,
crater_corruptedsettlement_60341_charted,1506,Map,Chart_Location,,,
Arena_7000_discovered,1507,Map,,,,
Arena_7001_discovered,1508,Map,,,,
Arena_7002_discovered,1509,Map,,,,
Arena_7000_charted,1510,Map,Chart_Location,,,
Arena_7001_charted,1511,Map,Chart_Location,,,
Arena_7002_charted,1512,Map,Chart_Location,,,
abandoned_village_60409_discovered,1513,Map,,,,
abandoned_village_60409_charted,1514,Map,Chart_Location,,,
ancient_bridge_40329_discovered,1515,Map,,,,
ancient_bridge_40329_charted,1516,Map,Chart_Location,,,
