UniqueTagID,IsEnabled,DisplayName,Description,PortraitImage,LandscapeImage,SquareImage,ThumbnailImage,TypeDescription
crescent_fang,1,@crescent_fang_name,@crescent_fang_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_CrecentFang.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_CrecentFang.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_CrecentFang.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_CrecentFang.png,@reward_type_Weaponskin_Hatchet
EntitlementSkin_GreatAxe_FenrirsFury,1,@fenrirsfury_name,@fenrirsfury_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_FenrirsFury.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_FenrirsFury.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_FenrirsFury.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_FenrirsFury.png,@reward_type_Weaponskin_GreatAxe
EntitlementSkin_AnglesDemon_WarHammer,1,@EntitlementSkin_AnglesDemon_WarHammer_name,@EntitlementSkin_AnglesDemon_WarHammer_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_DestroyersWrath.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_DestroyersWrath.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_DestroyersWrath.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_DestroyersWrath.png,@reward_type_Weaponskin_Warhammer
EntitlementSkin_AnglesDemon_Spear,1,@EntitlementSkin_AnglesDemon_Spear_name,@EntitlementSkin_AnglesDemon_Spear_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_DivineVengeance.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_DivineVengeance.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_DivineVengeance.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_DivineVengeance.png,@reward_type_Weaponskin_Spear
EntitlementSkin_AnglesDemon_FireStaff,1,@EntitlementSkin_AnglesDemon_FireStaff_name,@EntitlementSkin_AnglesDemon_FireStaff_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_FireBrimstone.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_FireBrimstone.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_FireBrimstone.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_FireBrimstone.png,@reward_type_Weaponskin_FireStaff
EntitlementSkin_AnglesDemon_LifeStaff,1,@EntitlementSkin_AnglesDemon_LifeStaff_name,@EntitlementSkin_AnglesDemon_LifeStaff_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_HarmonicRestoration.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_HarmonicRestoration.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_HarmonicRestoration.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_HarmonicRestoration.png,@reward_type_Weaponskin_LifeStaff
galaxy_rabbit,1,@galaxy_rabbit_name,@galaxy_rabbit_description,LyShineUI/Images/mtx/mtx_product_images/pet_Portrait_GalaxyHare.png,LyShineUI/Images/mtx/mtx_product_images/pet_Rectangle_GalaxyHare.png,LyShineUI/Images/mtx/mtx_product_images/pet_Square_GalaxyHare.png,LyShineUI/Images/mtx/mtx_product_images/pet_Thumbnail_GalaxyHare.png,@reward_type_house_pet
Bundle_Decor_Pirate,1,@Bundle_Decor_Pirate_name,@Bundle_Decor_Pirate_description,LyShineUI/Images/mtx/mtx_product_images/decorSet_Portrait_Pirate.png,LyShineUI/Images/mtx/mtx_product_images/decorSet_Rectangle_Pirate.png,LyShineUI/Images/mtx/mtx_product_images/decorSet_Square_Pirate.png,LyShineUI/Images/mtx/mtx_product_images/decorSet_Thumbnail_Pirate.png,@reward_type_Housing_Set
thumbs,1,@thumbs_name,@thumbs_description,LyShineUI/Images/mtx/mtx_product_images/emote_Portrait_Thumbs.png,LyShineUI/Images/mtx/mtx_product_images/emote_Rectangle_Thumbs.png,LyShineUI/Images/mtx/mtx_product_images/emote_Square_Thumbs.png,LyShineUI/Images/mtx/mtx_product_images/emote_Thumbnail_Thumbs.png,@reward_type_emote
eyesonyou,1,@eyesonyou_name,@eyesonyou_description,lyshineui/images/mtx/mtx_product_images/emote_Portrait_EyesOnYou.png,lyshineui/images/mtx/mtx_product_images/emote_Rectangle_EyesOnYou.png,lyshineui/images/mtx/mtx_product_images/emote_Square_EyesOnYou.png,lyshineui/images/mtx/mtx_product_images/emote_Thumbnail_EyesOnYou.png,@reward_type_emote
arm_flex,1,@arm_flex_name,@arm_flex_description,lyshineui/images/mtx/mtx_product_images/emote_Portrait_ArmFlex.png,lyshineui/images/mtx/mtx_product_images/emote_Rectangle_ArmFlex.png,lyshineui/images/mtx/mtx_product_images/emote_Square_ArmFlex.png,lyshineui/images/mtx/mtx_product_images/emote_Thumbnail_ArmFlex.png,@reward_type_emote
viola_dye,1,@viola_dye_name,@viola_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye56_Portrait_Viola.png,LyShineUI/Images/mtx/mtx_product_images/dye56_Rectangle_Viola.png,LyShineUI/Images/mtx/mtx_product_images/dye56_Square_Viola.png,LyShineUI/Images/mtx/mtx_product_images/dye56_Thumbnail_Viola.png,@reward_type_itemdye_pack
bleached_cofee_dye,1,@bleached_cofee_dye_name,@bleached_cofee_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye48_Portrait_BleachedCoffee.png,LyShineUI/Images/mtx/mtx_product_images/dye48_Rectangle_BleachedCoffee.png,LyShineUI/Images/mtx/mtx_product_images/dye48_Square_BleachedCoffee.png,LyShineUI/Images/mtx/mtx_product_images/dye48_Thumbnail_BleachedCoffee.png,@reward_type_itemdye_pack
forestgreen_dye,1,@forestgreen_dye_name,@forestgreen_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye89_Portrait_ForestGreen.png,LyShineUI/Images/mtx/mtx_product_images/dye89_Rectangle_ForestGreen.png,LyShineUI/Images/mtx/mtx_product_images/dye89_Square_ForestGreen.png,LyShineUI/Images/mtx/mtx_product_images/dye89_Thumbnail_ForestGreen.png,@reward_type_itemdye_pack
tradewind_dye,1,@tradewind_dye_name,@tradewind_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye103_Portrait_Tradewind.png,LyShineUI/Images/mtx/mtx_product_images/dye103_Rectangle_Tradewind.png,LyShineUI/Images/mtx/mtx_product_images/dye103_Square_Tradewind.png,LyShineUI/Images/mtx/mtx_product_images/dye103_Thumbnail_Tradewind.png,@reward_type_itemdye_pack
lavender_dye,1,@lavender_dye_name,@lavender_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye130_Portrait_Lavender.png,LyShineUI/Images/mtx/mtx_product_images/dye130_Rectangle_Lavender.png,LyShineUI/Images/mtx/mtx_product_images/dye130_Square_Lavender.png,LyShineUI/Images/mtx/mtx_product_images/dye130_Thumbnail_Lavender.png,@reward_type_itemdye_pack
Icon_Crest_Pack_AnimalHead,1,@Icon_Crest_Pack_AnimalHead_name,@Icon_Crest_Pack_AnimalHead_description,LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_AnimalHeads.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_AnimalHeads.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_AnimalHeads.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_AnimalHeads.png,@reward_type_guildcrest_pack
Icon_Crest_Pack_Merriment,1,@Icon_Crest_Pack_Merriment_name,@Icon_Crest_Pack_Merriment_description,LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_Merriment.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_Merriment.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_Merriment.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_Merriment.png,@reward_type_guildcrest_pack
Icon_Crest_Pack_WeaponMaster,1,@Icon_Crest_Pack_WeaponMaster_name,@Icon_Crest_Pack_WeaponMaster_description,LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_WeaponMaster.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_WeaponMaster.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_WeaponMaster.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_WeaponMaster.png,@reward_type_guildcrest_pack
Icon_Crest_Pack_FullDeck,1,@Icon_Crest_Pack_FullDeck_name,@Icon_Crest_Pack_FullDeck_description,LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_FullDeck.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_FullDeck.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_FullDeck.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_FullDeck.png,@reward_type_guildcrest_pack
Icon_Crest_Pack_Smugglers,1,@Icon_Crest_Pack_Smugglers_name,@Icon_Crest_Pack_Smugglers_description,LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_Smugglers.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_Smugglers.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_Smugglers.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_Smugglers.png,@reward_type_guildcrest_pack
Icon_Crest_Pack_Gesture,1,@Icon_Crest_Pack_Gesture_name,@Icon_Crest_Pack_Gesture_description,LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_Gesture.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_Gesture.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_Gesture.png,LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_Gesture.png,@reward_type_guildcrest_pack
Bundle_Decor_Spooky2021,1,@Bundle_Decor_Spooky2021_name,@Bundle_Decor_Spooky2021_description,LyShineUI/Images/mtx/mtx_product_images/decorSet_Portrait_Spooky.png,LyShineUI/Images/mtx/mtx_product_images/decorSet_Rectangle_Spooky.png,LyShineUI/Images/mtx/mtx_product_images/decorSet_Square_Spooky.png,LyShineUI/Images/mtx/mtx_product_images/decorSet_Thumbnail_Spooky.png,@reward_type_Housing_Set
Pet_Ghost_Dog,1,@Pet_Ghost_Dog_name,@Pet_Ghost_Dog_description,LyShineUI/Images/mtx/mtx_product_images/pet_Portrait_GhostDog.png,LyShineUI/Images/mtx/mtx_product_images/pet_Rectangle_GhostDog.png,LyShineUI/Images/mtx/mtx_product_images/pet_Square_GhostDog.png,LyShineUI/Images/mtx/mtx_product_images/pet_Thumbnail_GhostDog.png,@reward_type_house_pet
Monster_GreatAxe,1,@Monster_GreatAxe_name,@Monster_GreatAxe_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_ClassicMonsterMummy.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_ClassicMonsterMummy.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_ClassicMonsterMummy.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_ClassicMonsterMummy.png,@reward_type_Weaponskin_GreatAxe
Monster_LifeStaff,1,@Monster_LifeStaff_name,@Monster_LifeStaff_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_ClassicMonsterBlackWidow.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_ClassicMonsterBlackWidow.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_ClassicMonsterBlackWidow.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_ClassicMonsterBlackWidow.png,@reward_type_Weaponskin_LifeStaff
Monster_WarHammer,1,@Monster_WarHammer_name,@Monster_WarHammer_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_ClassicMonsterFrankenstein.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_ClassicMonsterFrankenstein.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_ClassicMonsterFrankenstein.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_ClassicMonsterFrankenstein.png,@reward_type_Weaponskin_Warhammer
Monster_Musket,1,@Monster_Musket_name,@Monster_Musket_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_ClassicMonsterVampire.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_ClassicMonsterVampire.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_ClassicMonsterVampire.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_ClassicMonsterVampire.png,@reward_type_Weaponskin_Musket
Monster_Rapier,1,@Monster_Rapier_name,@Monster_Rapier_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_ClassicMonsterSkeleton.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_ClassicMonsterSkeleton.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_ClassicMonsterSkeleton.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_ClassicMonsterSkeleton.png,@reward_type_Weaponskin_Rapier
Monster_VoidGauntlet,1,@Monster_VoidGauntlet_name,@Monster_VoidGauntlet_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_ClassicMonsterBlackLagoon.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_ClassicMonsterBlackLagoon.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_ClassicMonsterBlackLagoon.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_ClassicMonsterBlackLagoon.png,@reward_type_Weaponskin_VoidGauntlet
Mask_AngryEarth,1,@Mask_AngryEarth_name,@Mask_AngryEarth_description,LyShineUI/Images/mtx/mtx_product_images/mask_Portrait_AngryEarth.png,LyShineUI/Images/mtx/mtx_product_images/mask_Rectangle_AngryEarth.png,LyShineUI/Images/mtx/mtx_product_images/mask_Square_AngryEarth.png,LyShineUI/Images/mtx/mtx_product_images/mask_Thumbnail_AngryEarth.png,@reward_type_Apparelskin
Mask_Demon,1,@Mask_Demon_name,@Mask_Demon_description,LyShineUI/Images/mtx/mtx_product_images/mask_Portrait_Demon.png,LyShineUI/Images/mtx/mtx_product_images/mask_Rectangle_Demon.png,LyShineUI/Images/mtx/mtx_product_images/mask_Square_Demon.png,LyShineUI/Images/mtx/mtx_product_images/mask_Thumbnail_Demon.png,@reward_type_Apparelskin
Mask_PlagueDoctor,1,@Mask_PlagueDoctor_name,@Mask_PlagueDoctor_description,LyShineUI/Images/mtx/mtx_product_images/mask_Portrait_PlagueDoctor.png,LyShineUI/Images/mtx/mtx_product_images/mask_Rectangle_PlagueDoctor.png,LyShineUI/Images/mtx/mtx_product_images/mask_Square_PlagueDoctor.png,LyShineUI/Images/mtx/mtx_product_images/mask_Thumbnail_PlagueDoctor.png,@reward_type_Apparelskin
Mask_HalfWooden,1,@Mask_HalfWooden_name,@Mask_HalfWooden_description,LyShineUI/Images/mtx/mtx_product_images/mask_Portrait_HalfWooden.png,LyShineUI/Images/mtx/mtx_product_images/mask_Rectangle_HalfWooden.png,LyShineUI/Images/mtx/mtx_product_images/mask_Square_HalfWooden.png,LyShineUI/Images/mtx/mtx_product_images/mask_Thumbnail_HalfWooden.png,@reward_type_Apparelskin
Apparel_Monster_Vampire,1,@Apparel_Monster_Vampire_name,@Apparel_Monster_Vampire_description,LyShineUI/Images/mtx/mtx_product_images/armorSet_Portrait_Vampire.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Rectangle_Vampire.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Square_Vampire.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Thumbnail_Vampire.png,@reward_type_Apparelskin_Set
Apparel_Monster_Mummy,1,@Apparel_Monster_Mummy_name,@Apparel_Monster_Mummy_description,LyShineUI/Images/mtx/mtx_product_images/armorSet_Portrait_Mummy.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Rectangle_Mummy.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Square_Mummy.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Thumbnail_Mummy.png,@reward_type_Apparelskin_Set
Apparel_Monster_Skeleton,1,@Apparel_Monster_Skeleton_name,@Apparel_Monster_Skeleton_description,LyShineUI/Images/mtx/mtx_product_images/armorSet_Portrait_Skeleton.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Rectangle_Skeleton.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Square_Skeleton.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Thumbnail_Skeleton.png,@reward_type_Apparelskin_Set
Emote_Whistle,1,@Emote_Whistle_name,@Emote_Whistle_description,LyShineUI/Images/mtx/mtx_product_images/emote_Portrait_Whistle.png,LyShineUI/Images/mtx/mtx_product_images/emote_Rectangle_Whistle.png,LyShineUI/Images/mtx/mtx_product_images/emote_Square_Whistle.png,LyShineUI/Images/mtx/mtx_product_images/emote_Thumbnail_Whistle.png,@reward_type_emote
Emote_Pray,1,@Emote_Pray_name,@Emote_Pray_description,LyShineUI/Images/mtx/mtx_product_images/emote_Portrait_Pray.png,LyShineUI/Images/mtx/mtx_product_images/emote_Rectangle_Pray.png,LyShineUI/Images/mtx/mtx_product_images/emote_Square_Pray.png,LyShineUI/Images/mtx/mtx_product_images/emote_Thumbnail_Pray.png,@reward_type_emote
coin_toss,1,@coin_toss_name,@coin_toss_description,LyShineUI/Images/mtx/mtx_product_images/emote_Portrait_CoinToss.png,LyShineUI/Images/mtx/mtx_product_images/emote_Rectangle_CoinToss.png,LyShineUI/Images/mtx/mtx_product_images/emote_Square_CoinToss.png,LyShineUI/Images/mtx/mtx_product_images/emote_Thumbnail_CoinToss.png,@reward_type_emote
applause,1,@applause_name,@applause_description,LyShineUI/Images/mtx/mtx_product_images/emote_Portrait_CourteousApplause.png,LyShineUI/Images/mtx/mtx_product_images/emote_Rectangle_CourteousApplause.png,LyShineUI/Images/mtx/mtx_product_images/emote_Square_CourteousApplause.png,LyShineUI/Images/mtx/mtx_product_images/emote_Thumbnail_CourteousApplause.png,@reward_type_emote
sublimebone_dye,1,@sublimebone_dye_name,@sublimebone_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye37_Portrait_SublimeBone.png,LyShineUI/Images/mtx/mtx_product_images/dye37_Rectangle_SublimeBone.png,LyShineUI/Images/mtx/mtx_product_images/dye37_Square_SublimeBone.png,LyShineUI/Images/mtx/mtx_product_images/dye37_Thumbnail_SublimeBone.png,@reward_type_itemdye_pack
blood_dye,1,@blood_dye_name,@blood_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye50_Portrait_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Rectangle_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Square_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Thumbnail_Blood.png,@reward_type_itemdye_pack
burntsienna_dye,1,@burntsienna_dye_name,@burntsienna_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye69_Portrait_BurntSienna.png,LyShineUI/Images/mtx/mtx_product_images/dye69_Rectangle_BurntSienna.png,LyShineUI/Images/mtx/mtx_product_images/dye69_Square_BurntSienna.png,LyShineUI/Images/mtx/mtx_product_images/dye69_Thumbnail_BurntSienna.png,@reward_type_itemdye_pack
bluedsteel_dye,1,@bluedsteel_dye_name,@bluedsteel_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye109_Portrait_BluedSteel.png,LyShineUI/Images/mtx/mtx_product_images/dye109_Rectangle_BluedSteel.png,LyShineUI/Images/mtx/mtx_product_images/dye109_Square_BluedSteel.png,LyShineUI/Images/mtx/mtx_product_images/dye109_Thumbnail_BluedSteel.png,@reward_type_itemdye_pack
springgrape_dye,1,@springgrape_dye_name,@springgrape_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye117_Portrait_SpringGrape.png,LyShineUI/Images/mtx/mtx_product_images/dye117_Rectangle_SpringGrape.png,LyShineUI/Images/mtx/mtx_product_images/dye117_Square_SpringGrape.png,LyShineUI/Images/mtx/mtx_product_images/dye117_Thumbnail_SpringGrape.png,@reward_type_itemdye_pack
Pet_BlackTiger,1,@Pet_BlackTiger_name,@Pet_BlackTiger_description,LyShineUI/Images/mtx/mtx_product_images/pet_Portrait_BlackTiger.png,LyShineUI/Images/mtx/mtx_product_images/pet_Rectangle_BlackTiger.png,LyShineUI/Images/mtx/mtx_product_images/pet_Square_BlackTiger.png,LyShineUI/Images/mtx/mtx_product_images/pet_Thumbnail_BlackTiger.png,@reward_type_house_pet
Weapon_Golden_Colt,1,@Weapon_Golden_Colt_name,@Weapon_Golden_Colt_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_FireStaffRoyalCourt.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_FireStaffRoyalCourt.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_FireStaffRoyalCourt.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_FireStaffRoyalCourt.png,@reward_type_Weaponskin_FireStaff
