PerkID,PerkType,ConditionEvent,ItemClass,ExcludeItemClass,Channel,ExclusiveLabels,ItemPerkConflictsLocText,DeprecatedPerkId,ScalingPerPlayerLevel,ScalingPerGearScore,ScalingPerGearScoreAttributes,ItemClassGSBonus,DisplayName,SecondaryEffectDisplayName,Description,StatDisplayText,GroupName,Tier,ExcludeFromTradingPost,AppliedPrefix,AppliedSuffix,NamePriority,IconPath,Affix,EquipAbility,DayPhases,FishingWaterType,TerritoryId,CombatStatus,WeaponTag,Category,WorldTags,OnlyInOpenWorld,OpenWorldOnlyOverrideGameModes,ScheduleID,Sorting,Includes
PerkID_Gem_OpportunistGem2,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Opportunist,,,,,,,@Opportunist2Name,,@Opportunist2Desc,,Emerald_OpportunistGem,2,,@OpportunistPrefix,,,LyShineUI/Images/Icons/Items/Resource/EmeraldCutT2.png,,"BonusDamageLowHealthPerk2,BonusHealingLowHealthPerk2",,,,,,,,,,,Gem,
PerkID_Gem_OpportunistGem3,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Opportunist,,,,,,,@Opportunist3Name,,@Opportunist3Desc,,Emerald_OpportunistGem,3,,@OpportunistPrefix,,,LyShineUI/Images/Icons/Items/Resource/EmeraldCutT3.png,,"BonusDamageLowHealthPerk3,BonusHealingLowHealthPerk3",,,,,,,,,,,Gem,
PerkID_Gem_OpportunistGem4,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Opportunist,,,,,,,@Opportunist4Name,,@Opportunist4Desc,,Emerald_OpportunistGem,4,,@OpportunistPrefix,,,LyShineUI/Images/Icons/Items/Resource/EmeraldCutT4.png,,"BonusDamageLowHealthPerk4,BonusHealingLowHealthPerk4",,,,,,,,,,,Gem,
PerkID_Gem_RetaliateGem1,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Retaliate,,,,,,,@Retaliate1Name,,@Retaliate1Desc,,Jasper_RetaliateGem,1,,@RetaliatePrefix,,,LyShineUI/Images/Icons/Items/Resource/JasperCutT1.png,,RetaliateBonusDamagePerk1,,,,,,,,,,,Gem,
PerkID_Gem_RetaliateGem2,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Retaliate,,,,,,,@Retaliate2Name,,@Retaliate2Desc,,Jasper_RetaliateGem,2,,@RetaliatePrefix,,,LyShineUI/Images/Icons/Items/Resource/JasperCutT2.png,,RetaliateBonusDamagePerk2,,,,,,,,,,,Gem,
PerkID_Gem_RetaliateGem3,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Retaliate,,,,,,,@Retaliate3Name,,@Retaliate3Desc,,Jasper_RetaliateGem,3,,@RetaliatePrefix,,,LyShineUI/Images/Icons/Items/Resource/JasperCutT3.png,,RetaliateBonusDamagePerk3,,,,,,,,,,,Gem,
PerkID_Gem_RetaliateGem4,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Retaliate,,,,,,,@Retaliate4Name,,@Retaliate4Desc,,Jasper_RetaliateGem,4,,@RetaliatePrefix,,,LyShineUI/Images/Icons/Items/Resource/JasperCutT4.png,,RetaliateBonusDamagePerk4,,,,,,,,,,,Gem,
PerkID_Gem_ExhilarateGem1,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Exhilarate,,,,,,,@Exhilarate1Name,,@Exhilarate1Desc,,Moonstone_ExhilarateGem,1,,@ExhilaratePrefix,,,LyShineUI/Images/Icons/Items/Resource/MoonstoneCutT1.png,,BonusDamageLowSelfHealthPerk1,,,,,,,,,,,Gem,
PerkID_Gem_ExhilarateGem2,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Exhilarate,,,,,,,@Exhilarate2Name,,@Exhilarate2Desc,,Moonstone_ExhilarateGem,2,,@ExhilaratePrefix,,,LyShineUI/Images/Icons/Items/Resource/MoonstoneCutT2.png,,BonusDamageLowSelfHealthPerk2,,,,,,,,,,,Gem,
PerkID_Gem_ExhilarateGem3,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Exhilarate,,,,,,,@Exhilarate3Name,,@Exhilarate3Desc,,Moonstone_ExhilarateGem,3,,@ExhilaratePrefix,,,LyShineUI/Images/Icons/Items/Resource/MoonstoneCutT3.png,,BonusDamageLowSelfHealthPerk3,,,,,,,,,,,Gem,
PerkID_Gem_ExhilarateGem4,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Exhilarate,,,,,,,@Exhilarate4Name,,@Exhilarate4Desc,,Moonstone_ExhilarateGem,4,,@ExhilaratePrefix,,,LyShineUI/Images/Icons/Items/Resource/MoonstoneCutT4.png,,BonusDamageLowSelfHealthPerk4,,,,,,,,,,,Gem,
PerkID_Gem_CruelGem1,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Cruel,,,,,,,@Cruel1Name,,@Cruel1Desc,,Malachite_CruelGem,1,,@CruelPrefix,,,LyShineUI/Images/Icons/Items/Resource/MalachiteCutT1.png,,OtherDebuffedDamagePerk1,,,,,,,,,,,Gem,
PerkID_Gem_CruelGem2,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Cruel,,,,,,,@Cruel2Name,,@Cruel2Desc,,Malachite_CruelGem,2,,@CruelPrefix,,,LyShineUI/Images/Icons/Items/Resource/MalachiteCutT2.png,,OtherDebuffedDamagePerk2,,,,,,,,,,,Gem,
PerkID_Gem_CruelGem3,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Cruel,,,,,,,@Cruel3Name,,@Cruel3Desc,,Malachite_CruelGem,3,,@CruelPrefix,,,LyShineUI/Images/Icons/Items/Resource/MalachiteCutT3.png,,OtherDebuffedDamagePerk3,,,,,,,,,,,Gem,
PerkID_Gem_CruelGem4,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Cruel,,,,,,,@Cruel4Name,,@Cruel4Desc,,Malachite_CruelGem,4,,@CruelPrefix,,,LyShineUI/Images/Icons/Items/Resource/MalachiteCutT4.png,,OtherDebuffedDamagePerk4,,,,,,,,,,,Gem,
PerkID_Gem_GambitGem1,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Gambit,,,,,,,@Gambit1Name,,@Gambit1Desc,,Opal_GambitGem,1,,@GambitPrefix,,,LyShineUI/Images/Icons/Items/Resource/OpalCutT1.png,,StaminaNotFullDamagePerk1,,,,,,,,,,,Gem,
PerkID_Gem_GambitGem2,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Gambit,,,,,,,@Gambit2Name,,@Gambit2Desc,,Opal_GambitGem,2,,@GambitPrefix,,,LyShineUI/Images/Icons/Items/Resource/OpalCutT2.png,,StaminaNotFullDamagePerk2,,,,,,,,,,,Gem,
PerkID_Gem_GambitGem3,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Gambit,,,,,,,@Gambit3Name,,@Gambit3Desc,,Opal_GambitGem,3,,@GambitPrefix,,,LyShineUI/Images/Icons/Items/Resource/OpalCutT3.png,,StaminaNotFullDamagePerk3,,,,,,,,,,,Gem,
PerkID_Gem_GambitGem4,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Gambit,,,,,,,@Gambit4Name,,@Gambit4Desc,,Opal_GambitGem,4,,@GambitPrefix,,,LyShineUI/Images/Icons/Items/Resource/OpalCutT4.png,,StaminaNotFullDamagePerk4,,,,,,,,,,,Gem,
PerkID_Gem_RallyGem1,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Rally,,,,,,,@Rally1Name,,@Rally1Desc,,Diamond_RallyGem,1,,@RallyPrefix,,,LyShineUI/Images/Icons/Items/Resource/DiamondCutT1.png,,SelfFullHPBonusDMGHeal1,,,,,,,,,,,Gem,
PerkID_Gem_RallyGem2,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Rally,,,,,,,@Rally2Name,,@Rally2Desc,,Diamond_RallyGem,2,,@RallyPrefix,,,LyShineUI/Images/Icons/Items/Resource/DiamondCutT2.png,,SelfFullHPBonusDMGHeal2,,,,,,,,,,,Gem,
PerkID_Gem_RallyGem3,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Rally,,,,,,,@Rally3Name,,@Rally3Desc,,Diamond_RallyGem,3,,@RallyPrefix,,,LyShineUI/Images/Icons/Items/Resource/DiamondCutT3.png,,SelfFullHPBonusDMGHeal3,,,,,,,,,,,Gem,
PerkID_Gem_RallyGem4,Gem,OnActive,EquippableMainHand+EquippableTwoHand,SeasonalEthereal,4,Rally,,,,,,,@Rally4Name,,@Rally4Desc,,Diamond_RallyGem,4,,@RallyPrefix,,,LyShineUI/Images/Icons/Items/Resource/DiamondCutT4.png,,SelfFullHPBonusDMGHeal4,,,,,,,,,,,Gem,
PerkID_Gem_AbyssalWard1,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,AbyssalWard,,,,,,,@AbyssalWard1Name,,@AbyssalWard1Desc,,Amethyst_AbyssalWard,1,,@AbyssalWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/AmethystCutT1.png,AbyssalWard1,,,,,,,,,,,,Gem,
PerkID_Gem_AbyssalWard2,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,AbyssalWard,,,,,,,@AbyssalWard2Name,,@AbyssalWard2Desc,,Amethyst_AbyssalWard,2,,@AbyssalWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/AmethystCutT2.png,AbyssalWard2,,,,,,,,,,,,Gem,
PerkID_Gem_AbyssalWard3,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,AbyssalWard,,,,,,,@AbyssalWard3Name,,@AbyssalWard3Desc,,Amethyst_AbyssalWard,3,,@AbyssalWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/AmethystCutT3.png,AbyssalWard3,,,,,,,,,,,,Gem,
PerkID_Gem_AbyssalWard4,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,AbyssalWard,,,,,,,@AbyssalWard4Name,,@AbyssalWard4Desc,,Amethyst_AbyssalWard,4,,@AbyssalWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/AmethystCutT4.png,AbyssalWard4,,,,,,,,,,,,Gem,
PerkID_Gem_FireWard1,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,FireWard,,,,,,,@FireWard1Name,,@FireWard1Desc,,Ruby_FireWard,1,,@FireWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/RubyCutT1.png,FireWard1,,,,,,,,,,,,Gem,
PerkID_Gem_FireWard2,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,FireWard,,,,,,,@FireWard2Name,,@FireWard2Desc,,Ruby_FireWard,2,,@FireWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/RubyCutT2.png,FireWard2,,,,,,,,,,,,Gem,
PerkID_Gem_FireWard3,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,FireWard,,,,,,,@FireWard3Name,,@FireWard3Desc,,Ruby_FireWard,3,,@FireWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/RubyCutT3.png,FireWard3,,,,,,,,,,,,Gem,
PerkID_Gem_FireWard4,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,FireWard,,,,,,,@FireWard4Name,,@FireWard4Desc,,Ruby_FireWard,4,,@FireWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/RubyCutT4.png,FireWard4,,,,,,,,,,,,Gem,
PerkID_Gem_LightningWard1,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,LightningWard,,,,,,,@LightningWard1Name,,@LightningWard1Desc,,Topaz_LightningWard,1,,@LightningWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/TopazCutT1.png,LightningWard1,,,,,,,,,,,,Gem,
PerkID_Gem_LightningWard2,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,LightningWard,,,,,,,@LightningWard2Name,,@LightningWard2Desc,,Topaz_LightningWard,2,,@LightningWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/TopazCutT2.png,LightningWard2,,,,,,,,,,,,Gem,
PerkID_Gem_LightningWard3,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,LightningWard,,,,,,,@LightningWard3Name,,@LightningWard3Desc,,Topaz_LightningWard,3,,@LightningWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/TopazCutT3.png,LightningWard3,,,,,,,,,,,,Gem,
PerkID_Gem_LightningWard4,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,LightningWard,,,,,,,@LightningWard4Name,,@LightningWard4Desc,,Topaz_LightningWard,4,,@LightningWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/TopazCutT4.png,LightningWard4,,,,,,,,,,,,Gem,
PerkID_Gem_ArcaneWard1,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,ArcaneWard,,,,,,,@ArcaneWard1Name,,@ArcaneWard1Desc,,Sapphire_ArcaneWard,1,,@ArcaneWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/SapphireCutT1.png,ArcaneWard1,,,,,,,,,,,,Gem,
PerkID_Gem_ArcaneWard2,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,ArcaneWard,,,,,,,@ArcaneWard2Name,,@ArcaneWard2Desc,,Sapphire_ArcaneWard,2,,@ArcaneWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/SapphireCutT2.png,ArcaneWard2,,,,,,,,,,,,Gem,
PerkID_Gem_ArcaneWard3,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,ArcaneWard,,,,,,,@ArcaneWard3Name,,@ArcaneWard3Desc,,Sapphire_ArcaneWard,3,,@ArcaneWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/SapphireCutT3.png,ArcaneWard3,,,,,,,,,,,,Gem,
PerkID_Gem_ArcaneWard4,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,ArcaneWard,,,,,,,@ArcaneWard4Name,,@ArcaneWard4Desc,,Sapphire_ArcaneWard,4,,@ArcaneWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/SapphireCutT4.png,ArcaneWard4,,,,,,,,,,,,Gem,
PerkID_Gem_IceWard1,Gem,OnEquip,Armor+EquippableAmulet+EquippableRing+EquippableToken+Shield,SeasonalEthereal,4,IceWard,,,,,,,@IceWard1Name,,@IceWard1Desc,,Aquamarine_IceWard,1,,@IceWardPrefix,,,LyShineUI/Images/Icons/Items/Resource/AquamarineCutT1.png,IceWard1,,,,,,,,,,,,Gem,
