PerkID,PerkType,ConditionEvent,ItemClass,ExcludeItemClass,Channel,ExclusiveLabels,ItemPerkConflictsLocText,DeprecatedPerkId,ScalingPerPlayerLevel,ScalingPerGearScore,ScalingPerGearScoreAttributes,ItemClassGSBonus,DisplayName,SecondaryEffectDisplayName,Description,StatDisplayText,GroupName,Tier,ExcludeFromTradingPost,AppliedPrefix,AppliedSuffix,NamePriority,IconPath,Affix,EquipAbility,DayPhases,FishingWaterType,TerritoryId,CombatStatus,WeaponTag,Category,WorldTags,OnlyInOpenWorld,OpenWorldOnlyOverrideGameModes,ScheduleID,Sorting,Includes
PerkID_WeaponMastery_Hammer_MightyGavel,SkillCharm,OnActive,2HHammer+Armor+Jewelry,,1,PerkID_WeaponMastery_Hammer_MightyGavel,,,,"0,725:0.00365",,2HHammer:200,@PerkID_WeaponMastery_Hammer_MightyGavel_Name,,@PerkID_WeaponMastery_Hammer_MightyGavel_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/warhammer_Ability02.png,,"MasteryPerk_Ability_Hammer_MightyGavel,MasteryPerk_Ability_Hammer_MightyGavel_Dmg",,,,,,,,,,,Ability,
PerkID_WeaponMastery_Hammer_WreckingBall,SkillCharm,OnActive,2HHammer+Armor+Jewelry,,1,PerkID_WeaponMastery_Hammer_WreckingBall,,,,"0,725:0.00365",,2HHammer:200,@PerkID_WeaponMastery_Hammer_WreckingBall_Name,,@PerkID_WeaponMastery_Hammer_WreckingBall_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/warhammer_Ability03.png,,MasteryPerk_Ability_Hammer_WreckingBall,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Hammer_Shockwave,SkillCharm,OnActive,2HHammer+Armor+Jewelry,,1,PerkID_WeaponMastery_Hammer_Shockwave,,,,"0,725:0.00365",,2HHammer:200,@PerkID_WeaponMastery_Hammer_Shockwave_Name,,@PerkID_WeaponMastery_Hammer_Shockwave_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/warhammer_Ability05.png,,MasteryPerk_Ability_Hammer_Shockwave,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Hammer_ClearOut,SkillCharm,OnActive,2HHammer+Armor+Jewelry,,1,PerkID_WeaponMastery_Hammer_ClearOut,,,,"0,725:0.00365",,2HHammer:200,@PerkID_WeaponMastery_Hammer_ClearOut_Name,,@PerkID_WeaponMastery_Hammer_ClearOut_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/warhammer_Ability04.png,,MasteryPerk_Ability_Hammer_ClearOut,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Hammer_PathOfDestiny,SkillCharm,OnActive,2HHammer+Armor+Jewelry,,1,PerkID_WeaponMastery_Hammer_PathOfDestiny,,,,"0,725:0.00365",,2HHammer:200,@PerkID_WeaponMastery_Hammer_PathOfDestiny_Name,,@PerkID_WeaponMastery_Hammer_PathOfDestiny_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/warhammer_Ability06.png,,MasteryPerk_Ability_Hammer_PathOfDestiny,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Musket_PowderBurn,SkillCharm,OnActive,Musket+Armor+Jewelry,,1,PerkID_WeaponMastery_Musket_PowderBurn,,,,"0,725:0.00365",,Musket:200,@PerkID_WeaponMastery_Musket_PowderBurn_Name,,@PerkID_WeaponMastery_Musket_PowderBurn_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/musket_Ability02.png,,MasteryPerk_Ability_Musket_PowderBurn,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Musket_PowerShot,SkillCharm,OnActive,Musket+Armor+Jewelry,,1,PerkID_WeaponMastery_Musket_PowerShot,,,,"0,725:0.00365",,Musket:200,@PerkID_WeaponMastery_Musket_PowerShot_Name,,@PerkID_WeaponMastery_Musket_PowerShot_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/musket_Ability01.png,,"MasteryPerk_Ability_Musket_PowerShot,MasteryPerk_Ability_Musket_PowerShot_Dmg",,,,,,,,,,,Ability,
PerkID_WeaponMastery_Musket_ShootersStance,SkillCharm,OnActive,Musket+Armor+Jewelry,,1,PerkID_WeaponMastery_Musket_ShootersStance,,,,"0,725:0.00365",,Musket:200,@PerkID_WeaponMastery_Musket_ShootersStance_Name,,@PerkID_WeaponMastery_Musket_ShootersStance_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/musket_Ability03.png,,MasteryPerk_Ability_Musket_ShootersStance,,,,,Rifle,,,,,,Ability,
PerkID_WeaponMastery_Musket_StoppingPower,SkillCharm,OnActive,Musket+Armor+Jewelry,,1,PerkID_WeaponMastery_Musket_StoppingPower,,,,"0,725:0.00365",,Musket:200,@PerkID_WeaponMastery_Musket_StoppingPower_Name,,@PerkID_WeaponMastery_Musket_StoppingPower_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/musket_Ability06.png,,MasteryPerk_Ability_Musket_StoppingPower,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Musket_Traps,SkillCharm,OnActive,Musket+Armor+Jewelry,,1,PerkID_WeaponMastery_Musket_Traps,,,,"0,725:0.00365",,Musket:200,@PerkID_WeaponMastery_Musket_Traps_Name,,@PerkID_WeaponMastery_Musket_Traps_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/musket_Ability04.png,,"MasteryPerk_Ability_Musket_Traps,MasteryPerk_Ability_Musket_Traps_Bleed",,,,,Rifle,,,,,,Ability,
PerkID_WeaponMastery_Musket_StickyBomb,SkillCharm,OnActive,Musket+Armor+Jewelry,,1,PerkID_WeaponMastery_Musket_StickyBomb,,,,"0,725:0.00365",,Musket:200,@PerkID_WeaponMastery_Musket_StickyBomb_Name,,@PerkID_WeaponMastery_Musket_StickyBomb_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/musket_Ability05.png,,MasteryPerk_Ability_Musket_StickyBomb,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Spear_Sweep,SkillCharm,OnActive,Spear+Armor+Jewelry,,1,PerkID_WeaponMastery_Spear_Sweep,,,,"0,725:0.00365",,Spear:200,@PerkID_WeaponMastery_Spear_Sweep_Name,,@PerkID_WeaponMastery_Spear_Sweep_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/spear_Ability02.png,,MasteryPerk_Ability_Spear_Sweep,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Spear_Javelin,SkillCharm,OnActive,Spear+Armor+Jewelry,,1,PerkID_WeaponMastery_Spear_Javelin,,,,"0,725:0.00365",,Spear:200,@PerkID_WeaponMastery_Spear_Javelin_Name,,@PerkID_WeaponMastery_Spear_Javelin_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/spear_Ability01.png,,MasteryPerk_Ability_Spear_Javelin,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Spear_Cyclone,SkillCharm,OnActive,Spear+Armor+Jewelry,,1,PerkID_WeaponMastery_Spear_Cyclone,,,,"0,725:0.00365",,Spear:200,@PerkID_WeaponMastery_Spear_Cyclone_Name,,@PerkID_WeaponMastery_Spear_Cyclone_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/spear_Ability03.png,,MasteryPerk_Ability_Spear_Cyclone,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Spear_Perforate,SkillCharm,OnActive,Spear+Armor+Jewelry,,1,PerkID_WeaponMastery_Spear_Perforate,,,,"0,725:0.00365",,Spear:200,@PerkID_WeaponMastery_Spear_Perforate_Name,,@PerkID_WeaponMastery_Spear_Perforate_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/spear_Ability05.png,,"MasteryPerk_Ability_Spear_Perforate,MasteryPerk_Ability_Spear_Perforate_DmgBonus",,,,,Spear,,,,,,Ability,
PerkID_WeaponMastery_Spear_Skewer,SkillCharm,OnActive,Spear+Armor+Jewelry,,1,PerkID_WeaponMastery_Spear_Skewer,,,,"0,725:0.00365",,Spear:200,@PerkID_WeaponMastery_Spear_Skewer_Name,,@PerkID_WeaponMastery_Spear_Skewer_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/spear_Ability04.png,,MasteryPerk_Ability_Spear_Skewer,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Spear_VaultKick,SkillCharm,OnActive,Spear+Armor+Jewelry,,1,PerkID_WeaponMastery_Spear_VaultKick,,,,"0,725:0.00365",,Spear:200,@PerkID_WeaponMastery_Spear_VaultKick_Name,,@PerkID_WeaponMastery_Spear_VaultKick_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/spear_Ability06.png,,"MasteryPerk_Ability_Spear_VaultKick,MasteryPerk_Ability_Spear_VaultKick_CritTimer",,,,,Spear,,,,,,Ability,
PerkID_WeaponMastery_Bow_PoisonShot,SkillCharm,OnActive,Bow+Armor+Jewelry,,1,PerkID_WeaponMastery_Bow_PoisonShot,,,,"0,725:0.00365",,Bow:200,@PerkID_WeaponMastery_Bow_PoisonShot_Name,,@PerkID_WeaponMastery_Bow_PoisonShot_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/bowAbility5.png,,MasteryPerk_Ability_Bow_PoisonShot,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Bow_EvadeShot,SkillCharm,OnActive,Bow+Armor+Jewelry,,1,PerkID_WeaponMastery_Bow_EvadeShot,,,,"0,725:0.00365",,Bow:200,@PerkID_WeaponMastery_Bow_EvadeShot_Name,,@PerkID_WeaponMastery_Bow_EvadeShot_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/bowAbility2.png,,MasteryPerk_Ability_Bow_EvadeShot,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Bow_RainOfArrows,SkillCharm,OnActive,Bow+Armor+Jewelry,,1,PerkID_WeaponMastery_Bow_RainOfArrows,,,,"0,725:0.00365",,Bow:200,@PerkID_WeaponMastery_Bow_RainOfArrows_Name,,@PerkID_WeaponMastery_Bow_RainOfArrows_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/bowAbility6.png,,"MasteryPerk_Ability_Bow_RainOfArrows,MasteryPerk_Ability_Bow_RainOfArrows_Dmg",,,,,,,,,,,Ability,
PerkID_WeaponMastery_Bow_RapidShot,SkillCharm,OnActive,Bow+Armor+Jewelry,,1,PerkID_WeaponMastery_Bow_RapidShot,,,,"0,725:0.00365",,Bow:200,@PerkID_WeaponMastery_Bow_RapidShot_Name,,@PerkID_WeaponMastery_Bow_RapidShot_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/bowAbility1.png,,MasteryPerk_Ability_Bow_RapidShot,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Bow_PenetratingShot,SkillCharm,OnActive,Bow+Armor+Jewelry,,1,PerkID_WeaponMastery_Bow_PenetratingShot,,,,"0,725:0.00365",,Bow:200,@PerkID_WeaponMastery_Bow_PenetratingShot_Name,,@PerkID_WeaponMastery_Bow_PenetratingShot_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/bowAbility3.png,,"MasteryPerk_Ability_Bow_PenetratingShot_Blocked,MasteryPerk_Ability_Bow_PenetratingShot_Grit",,,,,,,,,,,Ability,
PerkID_WeaponMastery_Bow_ExplosiveArrow,SkillCharm,OnActive,Bow+Armor+Jewelry,,1,PerkID_WeaponMastery_Bow_ExplosiveArrow,,,,"0,725:0.00365",,Bow:200,@PerkID_WeaponMastery_Bow_ExplosiveArrow_Name,,@PerkID_WeaponMastery_Bow_ExplosiveArrow_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/bow_Ability_explosion.png,,MasteryPerk_Ability_Bow_ExplosiveArrow,,,,,Bow,,,,,,Ability,
PerkID_WeaponMastery_Rapier_Tondo,SkillCharm,OnActive,Rapier+Armor+Jewelry,,1,PerkID_WeaponMastery_Rapier_Tondo,,,,"0,725:0.00365",,Rapier:200,@PerkID_WeaponMastery_Rapier_Tondo_Name,,@PerkID_WeaponMastery_Rapier_Tondo_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/Rapier_Ability1_Slash.png,,"MasteryPerk_Ability_Rapier_Tondo,Rapier:MasteryPerk_Ability_Rapier_Tondo2",,,,,Rapier,,,,,,Ability,
PerkID_WeaponMastery_Rapier_FlourishAndFinish,SkillCharm,OnActive,Rapier+Armor+Jewelry,,1,PerkID_WeaponMastery_Rapier_FlourishAndFinish,,,,"0,725:0.00365",,Rapier:200,@PerkID_WeaponMastery_Rapier_FlourishAndFinish_Name,,@PerkID_WeaponMastery_Rapier_FlourishAndFinish_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/Rapier_Ability3_Flourish.png,,MasteryPerk_Ability_Rapier_FlourishAndFinish,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Rapier_Flurry,SkillCharm,OnActive,Rapier+Armor+Jewelry,,1,PerkID_WeaponMastery_Rapier_Flurry,,,,"0,725:0.00365",,Rapier:200,@PerkID_WeaponMastery_Rapier_Flurry_Name,,@PerkID_WeaponMastery_Rapier_Flurry_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/Rapier_Ability2_Flurry.png,,"MasteryPerk_Ability_Rapier_Flurry,MasteryPerk_Ability_Rapier_Flurry_DmgRed",,,,,,,,,,,Ability,
PerkID_WeaponMastery_Rapier_Riposte,SkillCharm,OnActive,Rapier+Armor+Jewelry,,1,PerkID_WeaponMastery_Rapier_Riposte,,,,"0,725:0.00365",,Rapier:200,@PerkID_WeaponMastery_Rapier_Riposte_Name,,@PerkID_WeaponMastery_Rapier_Riposte_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/Rapier_Ability4_Riposte.png,,MasteryPerk_Ability_Rapier_Riposte,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Rapier_Evade,SkillCharm,OnActive,Rapier+Armor+Jewelry,,1,PerkID_WeaponMastery_Rapier_Evade,,,,"0,725:0.00365",,Rapier:200,@PerkID_WeaponMastery_Rapier_Evade_Name,,@PerkID_WeaponMastery_Rapier_Evade_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/Rapier_Ability6_Evade.png,,MasteryPerk_Ability_Rapier_Evade,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Rapier_Fleche,SkillCharm,OnActive,Rapier+Armor+Jewelry,,1,PerkID_WeaponMastery_Rapier_Fleche,,,,"0,725:0.00365",,Rapier:200,@PerkID_WeaponMastery_Rapier_Fleche_Name,,@PerkID_WeaponMastery_Rapier_Fleche_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/Rapier_Ability5_AerialLunge.png,,MasteryPerk_Ability_Rapier_Fleche,,,,,,,,,,,Ability,
PerkID_WeaponMastery_LifeStaff_DivineEmbrace,SkillCharm,OnActive,LifeStaff+Armor+Jewelry,,1,PerkID_WeaponMastery_LifeStaff_DivineEmbrace,,,,"0,725:0.00365",,LifeStaff:200,@PerkID_WeaponMastery_LifeStaff_DivineEmbrace_Name,,@PerkID_WeaponMastery_LifeStaff_DivineEmbrace_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/lifeStaff_Ability01.png,,MasteryPerk_Ability_LifeStaff_DivineEmbrace,,,,,,,,,,,Ability,
PerkID_WeaponMastery_LifeStaff_SacredGround,SkillCharm,OnActive,LifeStaff+Armor+Jewelry,,1,PerkID_WeaponMastery_LifeStaff_SacredGround,,,,"0,725:0.00365",,LifeStaff:200,@PerkID_WeaponMastery_LifeStaff_SacredGround_Name,,@PerkID_WeaponMastery_LifeStaff_SacredGround_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/lifeStaff_Ability02.png,,MasteryPerk_Ability_LifeStaff_SacredGround,,,,,Heal,,,,,,Ability,
PerkID_WeaponMastery_LifeStaff_SplashOfLight,SkillCharm,OnActive,LifeStaff+Armor+Jewelry,,1,PerkID_WeaponMastery_LifeStaff_SplashOfLight,,,,"0,725:0.00365",,LifeStaff:200,@PerkID_WeaponMastery_LifeStaff_SplashOfLight_Name,,@PerkID_WeaponMastery_LifeStaff_SplashOfLight_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/lifeStaff_Ability03.png,,MasteryPerk_Ability_LifeStaff_SplashOfLight,,,,,,,,,,,Ability,
PerkID_WeaponMastery_LifeStaff_OrbOfProtection,SkillCharm,OnActive,LifeStaff+Armor+Jewelry,,1,PerkID_WeaponMastery_LifeStaff_OrbOfProtection,,,,"0,725:0.00365",,LifeStaff:200,@PerkID_WeaponMastery_LifeStaff_OrbOfProtection_Name,,@PerkID_WeaponMastery_LifeStaff_OrbOfProtection_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/lifeStaff_Ability04.png,,MasteryPerk_Ability_LifeStaff_OrbOfProtection,,,,,Heal,,,,,,Ability,
PerkID_WeaponMastery_LifeStaff_LightsEmbrace,SkillCharm,OnActive,LifeStaff+Armor+Jewelry,,1,PerkID_WeaponMastery_LifeStaff_LightsEmbrace,,,,"0,725:0.00365",,LifeStaff:200,@PerkID_WeaponMastery_LifeStaff_LightsEmbrace_Name,,@PerkID_WeaponMastery_LifeStaff_LightsEmbrace_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/lifeStaff_Ability05.png,,MasteryPerk_Ability_LifeStaff_LightsEmbrace,,,,,,,,,,,Ability,
PerkID_WeaponMastery_LifeStaff_Beacon,SkillCharm,OnActive,LifeStaff+Armor+Jewelry,,1,PerkID_WeaponMastery_LifeStaff_Beacon,,,,"0,725:0.00365",,LifeStaff:200,@PerkID_WeaponMastery_LifeStaff_Beacon_Name,,@PerkID_WeaponMastery_LifeStaff_Beacon_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/lifeStaff_Ability06.png,,MasteryPerk_Ability_LifeStaff_Beacon,,,,,,,,,,,Ability,
PerkID_WeaponMastery_FireStaff_PillarOfFire,SkillCharm,OnActive,FireStaff+Armor+Jewelry,,1,PerkID_WeaponMastery_FireStaff_PillarOfFire,,,,"0,725:0.00365",,FireStaff:200,@PerkID_WeaponMastery_FireStaff_PillarOfFire_Name,,@PerkID_WeaponMastery_FireStaff_PillarOfFire_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/firestaffAbility2.png,,MasteryPerk_Ability_FireStaff_PillarOfFire,,,,,,,,,,,Ability,
PerkID_WeaponMastery_FireStaff_MeteorShower,SkillCharm,OnActive,FireStaff+Armor+Jewelry,,1,PerkID_WeaponMastery_FireStaff_MeteorShower,,,,"0,725:0.00365",,FireStaff:200,@PerkID_WeaponMastery_FireStaff_MeteorShower_Name,,@PerkID_WeaponMastery_FireStaff_MeteorShower_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/firestaffAbility3.png,,MasteryPerk_Ability_FireStaff_MeteorShower,,,,,Fire,,,,,,Ability,
PerkID_WeaponMastery_FireStaff_Fireball,SkillCharm,OnActive,FireStaff+Armor+Jewelry,,1,PerkID_WeaponMastery_FireStaff_Fireball,,,,"0,725:0.00365",,FireStaff:200,@PerkID_WeaponMastery_FireStaff_Fireball_Name,,@PerkID_WeaponMastery_FireStaff_Fireball_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/firestaffAbility1.png,,"MasteryPerk_Ability_FireStaff_Fireball,MasteryPerk_Ability_FireStaff_Fireball_HPCond",,,,,,,,,,,Ability,
PerkID_WeaponMastery_FireStaff_Incinerate,SkillCharm,OnActive,FireStaff+Armor+Jewelry,,1,PerkID_WeaponMastery_FireStaff_Incinerate,,,,"0,725:0.00365",,FireStaff:200,@PerkID_WeaponMastery_FireStaff_Incinerate_Name,,@PerkID_WeaponMastery_FireStaff_Incinerate_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/firestaffAbility6.png,,MasteryPerk_Ability_FireStaff_Incinerate,,,,,,,,,,,Ability,
PerkID_WeaponMastery_FireStaff_Flamethrower,SkillCharm,OnActive,FireStaff+Armor+Jewelry,,1,PerkID_WeaponMastery_FireStaff_Flamethrower,,,,"0,725:0.00365",,FireStaff:200,@PerkID_WeaponMastery_FireStaff_Flamethrower_Name,,@PerkID_WeaponMastery_FireStaff_Flamethrower_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/firestaffAbility4.png,,"MasteryPerk_Ability_FireStaff_Flamethrower,MasteryPerk_Ability_FireStaff_Flamethrower_Burn",,,,,Fire,,,,,,Ability,
PerkID_WeaponMastery_FireStaff_BurnOut,SkillCharm,OnActive,FireStaff+Armor+Jewelry,,1,PerkID_WeaponMastery_FireStaff_BurnOut,,,,"0,725:0.00365",,FireStaff:200,@PerkID_WeaponMastery_FireStaff_BurnOut_Name,,@PerkID_WeaponMastery_FireStaff_BurnOut_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/firestaffAbility5.png,,MasteryPerk_Ability_FireStaff_BurnOut,,,,,Fire,,,,,,Ability,
PerkID_WeaponMastery_Sword_Upheaval,SkillCharm,OnActive,Sword+Armor+Jewelry,,1,PerkID_WeaponMastery_Sword_Upheaval,,,,"0,725:0.00365",,Sword:200,@PerkID_WeaponMastery_Sword_Upheaval_Name,,@PerkID_WeaponMastery_Sword_Upheaval_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/sword_Ability07.png,,"MasteryPerk_Ability_Sword_Upheaval,MasteryPerk_Ability_Sword_Upheaval_Dmg",,,,,,,,,,,Ability,
PerkID_WeaponMastery_Sword_WhirlingBlade,SkillCharm,OnActive,Sword+Armor+Jewelry,,1,PerkID_WeaponMastery_Sword_WhirlingBlade,,,,"0,725:0.00365",,Sword:200,@PerkID_WeaponMastery_Sword_WhirlingBlade_Name,,@PerkID_WeaponMastery_Sword_WhirlingBlade_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/sword_Ability02.png,,"MasteryPerk_Ability_Sword_WhirlingBlade_DmgTrack,MasteryPerk_Ability_Sword_WhirlingBlade_DmgBonus",,,,,,,,,,,Ability,
PerkID_WeaponMastery_Sword_LeapingStrike,SkillCharm,OnActive,Sword+Armor+Jewelry,,1,PerkID_WeaponMastery_Sword_LeapingStrike,,,,"0,725:0.00365",,Sword:200,@PerkID_WeaponMastery_Sword_LeapingStrike_Name,,@PerkID_WeaponMastery_Sword_LeapingStrike_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/sword_Ability03.png,,MasteryPerk_Ability_Sword_LeapingStrike,,,,,,,,,,,Ability,
PerkID_WeaponMastery_Shield_ShieldBash,SkillCharm,OnActive,Shield+Armor+Jewelry,,1,PerkID_WeaponMastery_Shield_ShieldBash,,,,"0,725:0.00365",,Sword:200,@PerkID_WeaponMastery_Shield_ShieldBash_Name,,@PerkID_WeaponMastery_Shield_ShieldBash_Description,,,,,,,,LyShineUI/Images/Icons/Abilities/sword_Ability04.png,,MasteryPerk_Ability_Shield_ShieldBash,,,,,Sword,,,,,,Ability,
