FromItemId,ToItemId,KeepPerks,FeatureId
FoodWeaponsmithT1,FoodWeaponsmithT5,false,Default_Transform
FoodJewelcrafterT1,FoodJewelcrafterT5,false,Default_Transform
FoodEngineerT1,FoodEngineerT5,false,Default_Transform
FoodArcanistT1,FoodArcanistT5,false,Default_Transform
FoodArmorerT1,FoodArmorerT5,false,Default_Transform
FoodWeaponsmithT2,FoodWeaponsmithT5,false,Default_Transform
FoodJewelcrafterT2,FoodJewelcrafterT5,false,Default_Transform
FoodEngineerT2,FoodEngineerT5,false,Default_Transform
FoodArcanistT2,FoodArcanistT5,false,Default_Transform
FoodArmorerT2,FoodArmorerT5,false,Default_Transform
FoodWeaponsmithT3,FoodWeaponsmithT5,false,Default_Transform
FoodJewelcrafterT3,FoodJewelcrafterT5,false,Default_Transform
FoodEngineerT3,FoodEngineerT5,false,Default_Transform
FoodArcanistT3,FoodArcanistT5,false,Default_Transform
FoodArmorerT3,FoodArmorerT5,false,Default_Transform
FoodWeaponsmithT4,FoodWeaponsmithT5,false,Default_Transform
FoodJewelcrafterT4,FoodJewelcrafterT5,false,Default_Transform
FoodEngineerT4,FoodEngineerT5,false,Default_Transform
FoodArcanistT4,FoodArcanistT5,false,Default_Transform
FoodArmorerT4,FoodArmorerT5,false,Default_Transform
FoodMinerT1,FoodMinerT5,false,Default_Transform
FoodHarvesterT1,FoodHarvesterT5,false,Default_Transform
FoodHunterT1,FoodHunterT5,false,Default_Transform
FoodLumberjackT1,FoodLumberjackT5,false,Default_Transform
FoodMinerT2,FoodMinerT5,false,Default_Transform
FoodHarvesterT2,FoodHarvesterT5,false,Default_Transform
FoodHunterT2,FoodHunterT5,false,Default_Transform
FoodLumberjackT2,FoodLumberjackT5,false,Default_Transform
FoodMinerT3,FoodMinerT5,false,Default_Transform
FoodHarvesterT3,FoodHarvesterT5,false,Default_Transform
FoodHunterT3,FoodHunterT5,false,Default_Transform
FoodLumberjackT3,FoodLumberjackT5,false,Default_Transform
FoodMinerT4,FoodMinerT5,false,Default_Transform
FoodHarvesterT4,FoodHarvesterT5,false,Default_Transform
FoodHunterT4,FoodHunterT5,false,Default_Transform
FoodLumberjackT4,FoodLumberjackT5,false,Default_Transform
FoodSTRCONT2,FoodSTRT2,false,Default_Transform
FoodSTRCONT3,FoodSTRT3,false,Default_Transform
FoodSTRCONT4,FoodSTRT4,false,Default_Transform
FoodSTRCONT5,FoodSTRT5b,false,Default_Transform
FoodDEXCONT2,FoodDEXT2,false,Default_Transform
FoodDEXCONT3,FoodDEXT3,false,Default_Transform
FoodDEXCONT4,FoodDEXT4,false,Default_Transform
FoodDEXCONT5,FoodDEXT5b,false,Default_Transform
FoodFOCCONT2,FoodFOCT2,false,Default_Transform
FoodFOCCONT3,FoodFOCT3,false,Default_Transform
FoodFOCCONT4,FoodFOCT4,false,Default_Transform
FoodFOCCONT5,FoodFOCT5b,false,Default_Transform
FoodINTCONT2,FoodINTT2,false,Default_Transform
FoodINTCONT3,FoodINTT3,false,Default_Transform
FoodINTCONT4,FoodINTT4,false,Default_Transform
FoodINTCONT5,FoodINTT5b,false,Default_Transform
Recipe_FoodMinerT3,Recipe_FoodMinerT5,false,Default_Transform
Recipe_FoodHarvesterT3,Recipe_FoodHarvesterT5,false,Default_Transform
Recipe_FoodHunterT3,Recipe_FoodHunterT5,false,Default_Transform
Recipe_FoodLumberjackT3,Recipe_FoodLumberjackT5,false,Default_Transform
Recipe_FoodWeaponsmithT4,Recipe_FoodWeaponsmithT5,false,Default_Transform
Recipe_FoodJewelcrafterT4,Recipe_FoodJewelcrafterT5,false,Default_Transform
Recipe_FoodEngineerT4,Recipe_FoodEngineerT5,false,Default_Transform
Recipe_FoodArcanistT4,Recipe_FoodArcanistT5,false,Default_Transform
Recipe_FoodArmorerT4,Recipe_FoodArmorerT5,false,Default_Transform
Recipe_FoodMinerT4,Recipe_FoodMinerT5,false,Default_Transform
Recipe_FoodHarvesterT4,Recipe_FoodHarvesterT5,false,Default_Transform
Recipe_FoodHunterT4,Recipe_FoodHunterT5,false,Default_Transform
Recipe_FoodLumberjackT4,Recipe_FoodLumberjackT5,false,Default_Transform
Recipe_FoodSTRDEXT3,Recipe_FoodSTRT3,false,Default_Transform
Recipe_FoodSTRDEXT4,Recipe_FoodSTRT4,false,Default_Transform
Recipe_FoodSTRDEXT5,Recipe_FoodSTRT5,false,Default_Transform
Recipe_FoodSTRINTT3,Recipe_FoodSTRT3,false,Default_Transform
Recipe_FoodSTRINTT4,Recipe_FoodSTRT4,false,Default_Transform
Recipe_FoodSTRINTT5,Recipe_FoodSTRT5,false,Default_Transform
Recipe_FoodSTRCONT3,Recipe_FoodSTRT3,false,Default_Transform
Recipe_FoodSTRCONT4,Recipe_FoodSTRT4,false,Default_Transform
Recipe_FoodSTRCONT5,Recipe_FoodSTRT5,false,Default_Transform
Recipe_FoodSTRFOCT3,Recipe_FoodSTRT3,false,Default_Transform
Recipe_FoodSTRFOCT4,Recipe_FoodSTRT4,false,Default_Transform
Recipe_FoodSTRFOCT5,Recipe_FoodSTRT5,false,Default_Transform
Recipe_FoodDEXINTT3,Recipe_FoodDEXT3,false,Default_Transform
Recipe_FoodDEXINTT4,Recipe_FoodDEXT4,false,Default_Transform
Recipe_FoodDEXINTT5,Recipe_FoodDEXT5,false,Default_Transform
Recipe_FoodDEXCONT3,Recipe_FoodDEXT3,false,Default_Transform
Recipe_FoodDEXCONT4,Recipe_FoodDEXT4,false,Default_Transform
Recipe_FoodDEXCONT5,Recipe_FoodDEXT5,false,Default_Transform
Recipe_FoodDEXFOCT3,Recipe_FoodDEXT3,false,Default_Transform
Recipe_FoodDEXFOCT4,Recipe_FoodDEXT4,false,Default_Transform
Recipe_FoodDEXFOCT5,Recipe_FoodDEXT5,false,Default_Transform
Recipe_FoodINTSTRT3,Recipe_FoodINTT3,false,Default_Transform
Recipe_FoodINTSTRT4,Recipe_FoodINTT4,false,Default_Transform
Recipe_FoodINTSTRT5,Recipe_FoodINTT5,false,Default_Transform
Recipe_FoodINTDEXT3,Recipe_FoodINTT3,false,Default_Transform
Recipe_FoodINTDEXT4,Recipe_FoodINTT4,false,Default_Transform
Recipe_FoodINTDEXT5,Recipe_FoodINTT5,false,Default_Transform
Recipe_FoodINTCONT3,Recipe_FoodINTT3,false,Default_Transform
Recipe_FoodINTCONT4,Recipe_FoodINTT4,false,Default_Transform
Recipe_FoodINTCONT5,Recipe_FoodINTT5,false,Default_Transform
Recipe_FoodINTFOCT3,Recipe_FoodINTT3,false,Default_Transform
Recipe_FoodINTFOCT4,Recipe_FoodINTT4,false,Default_Transform
Recipe_FoodINTFOCT5,Recipe_FoodINTT5,false,Default_Transform
Recipe_FoodCONSTRT3,Recipe_FoodCONT3,false,Default_Transform
Recipe_FoodCONSTRT4,Recipe_FoodCONT4,false,Default_Transform
Recipe_FoodCONSTRT5,Recipe_FoodCONT5,false,Default_Transform
Recipe_FoodCONDEXT3,Recipe_FoodCONT3,false,Default_Transform
Recipe_FoodCONDEXT4,Recipe_FoodCONT4,false,Default_Transform
Recipe_FoodCONDEXT5,Recipe_FoodCONT5,false,Default_Transform
Recipe_FoodCONINTT3,Recipe_FoodCONT3,false,Default_Transform
Recipe_FoodCONINTT4,Recipe_FoodCONT4,false,Default_Transform
Recipe_FoodCONINTT5,Recipe_FoodCONT5,false,Default_Transform
Recipe_FoodCONFOCT3,Recipe_FoodCONT3,false,Default_Transform
Recipe_FoodCONFOCT4,Recipe_FoodCONT4,false,Default_Transform
Recipe_FoodCONFOCT5,Recipe_FoodCONT5,false,Default_Transform
Recipe_FoodFOCSTRT3,Recipe_FoodFOCT3,false,Default_Transform
Recipe_FoodFOCSTRT4,Recipe_FoodFOCT4,false,Default_Transform
Recipe_FoodFOCSTRT5,Recipe_FoodFOCT5,false,Default_Transform
Recipe_FoodFOCDEXT3,Recipe_FoodFOCT3,false,Default_Transform
Recipe_FoodFOCDEXT4,Recipe_FoodFOCT4,false,Default_Transform
Recipe_FoodFOCDEXT5,Recipe_FoodFOCT5,false,Default_Transform
Recipe_FoodFOCINTT3,Recipe_FoodFOCT3,false,Default_Transform
Recipe_FoodFOCINTT4,Recipe_FoodFOCT4,false,Default_Transform
Recipe_FoodFOCINTT5,Recipe_FoodFOCT5,false,Default_Transform
Recipe_FoodFOCCONT3,Recipe_FoodFOCT3,false,Default_Transform
Recipe_FoodFOCCONT4,Recipe_FoodFOCT4,false,Default_Transform
Recipe_FoodFOCCONT5,Recipe_FoodFOCT5,false,Default_Transform
Recipe_FoodDOTT3,Recipe_FoodDOTT5,false,Default_Transform
Recipe_FoodDOTT4,Recipe_FoodDOTT5,false,Default_Transform
FoodDOTT2,FoodDOTT5,false,Default_Transform
FoodDOTT3,FoodDOTT5,false,Default_Transform
FoodDOTT4,FoodDOTT5,false,Default_Transform
recipe_fooddexstrt2,Recipe_FoodDEXT3,false,Default_Transform
recipe_fooddexstrt3,Recipe_FoodDEXT4,false,Default_Transform
recipe_fooddexstrt4,Recipe_FoodDEXT5,false,Default_Transform
recipe_fooddexstrt5,Recipe_FoodDEXT5,false,Default_Transform
FurT3,RawHideT1,false,Default_Transform
FurT4,RawHideT4,false,Default_Transform
FurT5,RawHideT5,false,Default_Transform
FangT4,RageHideT1,false,Default_Transform
ScalyHideT1,ShadowfurT1,false,Default_Transform
BrightscaleHideT1,ShifthideT1,false,Default_Transform
SmolderhideT1,ScarhideT1,false,Default_Transform
GlintwoolT1,ScalecordT1,false,Default_Transform
BlisterweaveT1,ScaleclothT1,false,Default_Transform
BlessedCrucibleT1,AzuriteChunkT1,false,Default_Transform
TolviumT1,CinnabarT1,false,Default_Transform
QuillBarkT1,EbonwoodT1,false,Default_Transform
BarbvineT1,WildwoodT1,false,Default_Transform
VoidPitcherT1,AlchemyDeathT1,false,Default_Transform
SpinecapT1,AlchemyDeathT1,false,Default_Transform
BumbleblossomT1,AlchemySpiritT1,false,Default_Transform
TanglewispT1,AlchemyLifeT1,false,Default_Transform
ToadpotT1,AlchemyWaterT1,false,Default_Transform
PetalcapT1,AlchemyEarthT1,false,Default_Transform
TubecapT1,AlchemySpiritT1,false,Default_Transform
SporebloomT1,AlchemyDeathT1,false,Default_Transform
PlatecapT1,AlchemyFireT1,false,Default_Transform
TendrilspineT1,AlchemyFireT1,false,Default_Transform
ShellbedT1,AlchemySpiritT1,false,Default_Transform
BloodsporeT1,AlchemyFireT1,false,Default_Transform
TwistcapT1,AlchemyAirT1,false,Default_Transform
GillflowerT1,AlchemyLifeT1,false,Default_Transform
SuncreeperT1,AlchemyAirT1,false,Default_Transform
FungalSlimeT1,AlchemyEarthT1,false,Default_Transform
FungalSporesT1,AlchemyEarthT1,false,Default_Transform
MushroomFinsT1,AlchemyWaterT1,false,Default_Transform
GlowingCapT1,AlchemyWaterT1,false,Default_Transform
ToadstoolFringeT1,AlchemySpiritT1,false,Default_Transform
BlightrootT1,AlchemyDeathT1,false,Default_Transform
BlightrootT2,AlchemyDeathT2,false,Default_Transform
DragongloryT1,AlchemyFireT1,false,Default_Transform
DragongloryT2,AlchemyFireT2,false,Default_Transform
EarthspineT1,AlchemyEarthT1,false,Default_Transform
EarthspineT2,AlchemyEarthT2,false,Default_Transform
LifebloomT1,AlchemyLifeT1,false,Default_Transform
LifebloomT2,AlchemyLifeT2,false,Default_Transform
RivercressT1,AlchemyWaterT1,false,Default_Transform
RivercressT2,AlchemyWaterT2,false,Default_Transform
ShockbulbT1,AlchemyAirT1,false,Default_Transform
ShockbulbT2,AlchemyAirT2,false,Default_Transform
SoulsproutT1,AlchemySpiritT1,false,Default_Transform
SoulsproutT2,AlchemySpiritT2,false,Default_Transform
PoppySeedT3,HerbT1,false,Default_Transform
BaitSaltSnailT2,BaitFishT3,false,Default_Transform
BaitSaltElectricEelT3,BaitFishT4,false,Default_Transform
BaitFreshBreadT1,BaitFishT3,false,Default_Transform
RareBaitMeatT4,BaitFishT5,false,Default_Transform
RareBaitSnailT4,BaitFishT5,false,Default_Transform
RareBaitElectricEelT4,BaitFishT5,false,Default_Transform
RareBaitBreadT4,BaitFishT5,false,Default_Transform
RareBaitWoodliceT4,BaitFishT5,false,Default_Transform
RareBaitFireflyT4,BaitFishT5,false,Default_Transform
BaitSaltFishT1,BaitFishT3,false,Default_Transform
BaitFreshClamT2,BaitFishT3,false,Default_Transform
BaitFreshOysterT3,BaitFishT4,false,Default_Transform
BaitSaltCheeseT1,BaitFishT3,false,Default_Transform
RareBaitFishT4,BaitFishT5,false,Default_Transform
RareBaitClamT4,BaitFishT5,false,Default_Transform
RareBaitOysterT4,BaitFishT5,false,Default_Transform
RareBaitCheeseT4,BaitFishT5,false,Default_Transform
RareBaitNightcrawlerT4,BaitFishT5,false,Default_Transform
RareBaitGlowwormT4,BaitFishT5,false,Default_Transform
BaitLegendaryFishT1,BaitFishT5,false,Default_Transform
PotionEncumbranceT1,PotionEncumbranceT3,false,Default_Transform
PotionEncumbranceT2,PotionEncumbranceT3,false,Default_Transform
CoatingBeastT2,CoatingBeastT5,false,Default_Transform
CoatingBeastT3,CoatingBeastT5,false,Default_Transform
CoatingBeastT4,CoatingBeastT5,false,Default_Transform
CoatingLostT2,CoatingLostT5,false,Default_Transform
CoatingLostT3,CoatingLostT5,false,Default_Transform
CoatingLostT4,CoatingLostT5,false,Default_Transform
CoatingCorruptedT2,CoatingCorruptedT5,false,Default_Transform
CoatingCorruptedT3,CoatingCorruptedT5,false,Default_Transform
CoatingCorruptedT4,CoatingCorruptedT5,false,Default_Transform
CoatingAncientT2,CoatingAncientT5,false,Default_Transform
CoatingAncientT3,CoatingAncientT5,false,Default_Transform
CoatingAncientT4,CoatingAncientT5,false,Default_Transform
CoatingAngryEarthT2,CoatingAngryEarthT5,false,Default_Transform
CoatingAngryEarthT3,CoatingAngryEarthT5,false,Default_Transform
CoatingAngryEarthT4,CoatingAngryEarthT5,false,Default_Transform
CoatingAeternianT2,CoatingAeternianT5,false,Default_Transform
CoatingAeternianT3,CoatingAeternianT5,false,Default_Transform
CoatingAeternianT4,CoatingAeternianT5,false,Default_Transform
TinctureCorruptionT2,TinctureCorruptionT5,false,Default_Transform
TinctureCorruptionT3,TinctureCorruptionT5,false,Default_Transform
TinctureCorruptionT4,TinctureCorruptionT5,false,Default_Transform
TinctureBlightT2,TinctureBlightT5,false,Default_Transform
TinctureBlightT3,TinctureBlightT5,false,Default_Transform
TinctureBlightT4,TinctureBlightT5,false,Default_Transform
PotionBoostFireAbsT3,PotionBoostFireAbsT5,false,Default_Transform
PotionBoostFireAbsT4,PotionBoostFireAbsT5,false,Default_Transform
PotionBoostArcaneAbsT3,PotionBoostArcaneAbsT5,false,Default_Transform
PotionBoostArcaneAbsT4,PotionBoostArcaneAbsT5,false,Default_Transform
PotionBoostNatureAbsT3,PotionBoostNatureAbsT5,false,Default_Transform
PotionBoostNatureAbsT4,PotionBoostNatureAbsT5,false,Default_Transform
PotionBoostLightningAbsT3,PotionBoostLightningAbsT5,false,Default_Transform
PotionBoostLightningAbsT4,PotionBoostLightningAbsT5,false,Default_Transform
PotionBoostVoidAbsT3,PotionBoostVoidAbsT5,false,Default_Transform
PotionBoostVoidAbsT4,PotionBoostVoidAbsT5,false,Default_Transform
PotionBoostIceAbsT3,PotionBoostIceAbsT5,false,Default_Transform
PotionBoostIceAbsT4,PotionBoostIceAbsT5,false,Default_Transform
PotionFamilyWardLostT3,PotionFamilyWardLostT5,false,Default_Transform
PotionFamilyWardLostT4,PotionFamilyWardLostT5,false,Default_Transform
PotionFamilyWardCorruptedT3,PotionFamilyWardCorruptedT5,false,Default_Transform
PotionFamilyWardCorruptedT4,PotionFamilyWardCorruptedT5,false,Default_Transform
PotionFamilyWardAngryEarthT3,PotionFamilyWardAngryEarthT5,false,Default_Transform
PotionFamilyWardAngryEarthT4,PotionFamilyWardAngryEarthT5,false,Default_Transform
PotionFamiliyWardAncientT3,PotionFamiliyWardAncientT5,false,Default_Transform
PotionFamiliyWardAncientT4,PotionFamiliyWardAncientT5,false,Default_Transform
PotionFamilyWardBeastT3,PotionFamilyWardBeastT5,false,Default_Transform
PotionFamilyWardBeastT4,PotionFamilyWardBeastT5,false,Default_Transform
PotionFamilyWardAeternianT3,PotionFamilyWardAeternianT5,false,Default_Transform
PotionFamilyWardAeternianT4,PotionFamilyWardAeternianT5,false,Default_Transform
Pattern_SprigganBane_Heavy_Head,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Heavy_Chest,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Heavy_Gloves,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Heavy_Legs,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Heavy_Boots,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Medium_Head,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Medium_Chest,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Medium_Gloves,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Medium_Legs,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Medium_Boots,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Light_Head,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Light_Chest,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Light_Gloves,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Light_Legs,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_SprigganBane_Light_Boots,CRX_Pattern_SprigganBane_Armor,false,Default_Transform
Pattern_Mossborne_Heavy_Head,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Heavy_Chest,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Heavy_Gloves,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Heavy_Legs,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Heavy_Boots,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Medium_Head,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Medium_Chest,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Medium_Gloves,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Medium_Legs,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Medium_Boots,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Light_Head,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Light_Chest,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Light_Gloves,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Light_Legs,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_Mossborne_Light_Boots,CRX_Pattern_Mossborne_Armor,false,Default_Transform
Pattern_LostRaider_Heavy_Head,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Heavy_Chest,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Heavy_Gloves,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Heavy_Legs,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Heavy_Boots,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Medium_Head,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Medium_Chest,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Medium_Gloves,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Medium_Legs,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Medium_Boots,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Light_Head,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Light_Chest,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Light_Gloves,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Light_Legs,CRX_Pattern_LostRaider_Armor,false,Default_Transform
Pattern_LostRaider_Light_Boots,CRX_Pattern_LostRaider_Armor,false,Default_Transform
PotionFocusT1,PotionManaT2,false,Default_Transform
PotionFocusT2,PotionManaT3,false,Default_Transform
PotionFocusT3,PotionManaT4,false,Default_Transform
PotionFocusT4,PotionManaT5,false,Default_Transform
ProficiencyBoosterT2,ProficiencyBoosterT5,false,Default_Transform
ProficiencyBoosterT3,ProficiencyBoosterT5,false,Default_Transform
ProficiencyBoosterT4,ProficiencyBoosterT5,false,Default_Transform
InfusedOrb,GypsumOrb,false,Default_Transform
1hGauntletVoid_HammerT5_V2,1hGauntletVoid_HammerT5_V2_Fixed,false,Default_Transform
HeavyHead_EtherealT2,HeavyHead_EtherealT2_S1E,false,Default_Transform
HeavyHead_EtherealT3,HeavyHead_EtherealT3_S1E,false,Default_Transform
HeavyHead_EtherealT4,HeavyHead_EtherealT4_S1E,false,Default_Transform
HeavyHead_EtherealT5,HeavyHead_EtherealT5_S1E,false,Default_Transform
HeavyChest_EtherealT2,HeavyChest_EtherealT2_S1E,false,Default_Transform
HeavyChest_EtherealT3,HeavyChest_EtherealT3_S1E,false,Default_Transform
HeavyChest_EtherealT4,HeavyChest_EtherealT4_S1E,false,Default_Transform
HeavyChest_EtherealT5,HeavyChest_EtherealT5_S1E,false,Default_Transform
HeavyHands_EtherealT2,HeavyHands_EtherealT2_S1E,false,Default_Transform
HeavyHands_EtherealT3,HeavyHands_EtherealT3_S1E,false,Default_Transform
HeavyHands_EtherealT4,HeavyHands_EtherealT4_S1E,false,Default_Transform
HeavyHands_EtherealT5,HeavyHands_EtherealT5_S1E,false,Default_Transform
HeavyLegs_EtherealT2,HeavyLegs_EtherealT2_S1E,false,Default_Transform
HeavyLegs_EtherealT3,HeavyLegs_EtherealT3_S1E,false,Default_Transform
HeavyLegs_EtherealT4,HeavyLegs_EtherealT4_S1E,false,Default_Transform
HeavyLegs_EtherealT5,HeavyLegs_EtherealT5_S1E,false,Default_Transform
HeavyFeet_EtherealT2,HeavyFeet_EtherealT2_S1E,false,Default_Transform
HeavyFeet_EtherealT3,HeavyFeet_EtherealT3_S1E,false,Default_Transform
HeavyFeet_EtherealT4,HeavyFeet_EtherealT4_S1E,false,Default_Transform
HeavyFeet_EtherealT5,HeavyFeet_EtherealT5_S1E,false,Default_Transform
MediumHead_EtherealT2,MediumHead_EtherealT2_S1E,false,Default_Transform
