VitalsID,DisplayName,VitalsCategories,Level,Family,CreatureType,DifficultyTierOverride,NoExpNoCoin,CanDropLoot,GearScoreOverride,BaseDamageOverride,DamageMod,HealthMin,HealthBaseMax,HealthInitial,HealthMod,HealthOverridePercentSpellOwnerMaxHealth,PhysicalArmorRatingOverride,PhysicalMitigation,ElementalArmorRatingOverride,ElementalMitigation,MinionVitalsId,BuffBuckets,BaseStaggerDamageOverride,BlockStaminaDamageOverride,HealthBaseTickRate,HealthRegenCappedBy,HealthRegenThresholds,HealthTickDelay,HealthFullyDepletedDelay,HealthLowerThreshold,HealthUpperThreshold,HealthUpdateIfDeathsDoor,HealthUpdateIfDead,BlockDamageMitigation,BlockStaminaCost,StaminaMin,StaminaBaseMax,StaminaInitial,StaminaBaseTickRate,StaminaRegenCappedBy,StaminaRegenThresholds,StaminaTickDelay,StaminaRegenDelay,StaminaRegenDelayOnEmpty,StaminaFullyDepletedDelay,StaminaLowerThreshold,StaminaUpperThreshold,StaminaUpdateIfDeathsDoor,StaminaUpdateIfDead,StaminaCostMitigation,MinMana,ManaBaseMax,ManaInitial,ManaBaseRegenRate,ManaRegenDelay,ManaRegenDelayOnEmpty,DeathsDoorTime,DeathsDoorDelay,HelpUpHealthPct,FoodMin,FoodBaseMax,FoodInitial,FoodBaseTickRate,FoodTickDelay,FoodFullyDepletedDelay,FoodLowerThreshold,FoodUpperThreshold,DrinkMin,DrinkInitial,DrinkBaseMax,DrinkBaseTickRate,DrinkTickDelay,DrinkFullyDepletedDelay,DrinkLowerThreshold,DrinkUpperThreshold,DamageCooldown,MaxDefenseMitigationPercent,AfflictionAbsorption,GameModeKillEventIds,GameModeAssistEventIds,WarKillEventId,WarAssistEventId,KillEventIdOverride,LootDropChance,IgnoreLootDropModifier,LootTableId,LootTags,IgnoreEffectCategories,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFArcane,DEFFire,DEFIce,DEFNature,DEFLightning,DEFCorruption,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSIce,ABSNature,ABSFire,ABSLightning,ABSCorruption,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLANature,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNIce,WKNNature,WKNFire,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,CharacterScale,IsMinion,ChainSpellImmune,MutatorDifficultyMod,MutatorPotencyMod,HealthPercentForLootContributionOverride
FL_Chameleon_Elite_Named_09FL01,@FL_Chameleon_Elite_Named_09FL01_VitalsName,"FL_Chameleon_Elite_Named_09FL01,Hostile,Beast,Predator,Named",70,Wildlife,Elite+,,,true,500,2440,1,0,16850,16850,1.2,,934,0.35,934,0.35,,"AISlimeBuff,AIStaminaDamageBuff,ChampionEliteBaseBuffs",,,0,0,,0,0,-1,-1,0,0,0,0,0,1000,1000,8,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,0,CreatureLootMaster,"Beast,Elite,Named,Beastlands00,GypsumBlack",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,0.01
FL_Chameleon_09FL08,@FL_Chameleon_09FL08_VitalsName,"Chameleon,Hostile,Beast,Predator",68,Wildlife,Solo,,,true,500,2440,1,0,16850,16850,1.2,,934,0.35,934,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,250,250,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,0,CreatureLootMaster,"Beast,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0.7,,,,,
FL_Chameleon_09FL11,@FL_Chameleon_09FL11_VitalsName,"Chameleon,Hostile,Beast,Predator",66,Wildlife,Solo,,,true,500,2440,1,0,16850,16850,1.2,,934,0.35,934,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,250,250,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,0,CreatureLootMaster,"Beast,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0.7,,,,,
FL_Chameleon_09FL13,@FL_Chameleon_09FL13_VitalsName,"Chameleon,Hostile,Beast,Predator",67,Wildlife,Solo,,,true,500,2440,1,0,16850,16850,1.2,,934,0.35,934,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,250,250,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,0,CreatureLootMaster,"Beast,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0.7,,,,,
FL_AI_Adiana_Bow,@FL_AI_Adiana_Bow_VitalsName,"FL_AI_Adiana_Bow,Hostile,Human",67,Human,SoloBoss,,,false,650,4480,1,0,31775,31775,1,,1279,0.35,1279,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0,0,1,0,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,0,CreatureLootMaster,"Knight,Common,Named",BossDebuff,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.8,,,,,
FL_AI_Adiana_Shadow,@FL_AI_Adiana_Shadow_VitalsName,"FL_AI_Adiana_Shadow,Hostile,AngryEarth",67,AngryEarth,Solo-,,true,false,650,2068,0.5,0,7626,7626,0.5,,1279,0.35,1279,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,1,0,0,1,0,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.05,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.15,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_AI_Adiana_Lotus,@FL_AI_Adiana_Lotus_VitalsName,"FL_AI_Adiana_Lotus,Hostile,AngryEarth",67,AngryEarth,Solo-,,true,false,500,3050,0.5,0,13480,13480,0.1,,934,0.35,934,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,1,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.35,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0.5,,,,,
FL_Mammoth,@FL_Mammoth_VitalsName,"FL_Mammoth,Hostile,Beast,Predator",67,Wildlife,Solo,,,true,500,2440,1,0,16850,16850,1.55,,934,0.35,934,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,250,250,2,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,0,CreatureLootMaster,"Beast,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_Mammoth_09FL01,@FL_Mammoth_09FL01_VitalsName,"FL_Mammoth_09FL01,Hostile,Beast,Predator,FL_Mammoth",68,Wildlife,Elite-,,,true,650,2440,1,0,16850,16850,1.3,,934,0.35,934,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,250,250,5,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,0,CreatureLootMaster,"Beast,Elite",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_Mammoth_Elite_09FL01,@FL_Mammoth_Elite_09FL01_VitalsName,"FL_Mammoth_Elite_09FL01,Hostile,Beast,Predator,FL_Mammoth",70,Wildlife,Elite,,,true,650,2440,1,0,16850,16850,1.3,,934,0.35,934,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,500,500,6,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,0,CreatureLootMaster,"Beast,Elite",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_Mammoth_09FL09_Named,@FL_Mammoth_09FL09_Named_VitalsName,"FL_Mammoth_09FL09_Named,Hostile,Beast,Predator,FL_Mammoth,Named",67,Wildlife,Named_Solo+,,,true,500,2440,1,0,16850,16850,1.3,,934,0.35,934,0.35,,RandomUtilityBuff,,,0,0,,0,0,-1,-1,0,0,0,0,0,500,500,4,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,0,CreatureLootMaster,"Beast,Common,Named,Mammoth00",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_Medusa,@FL_Medusa_VitalsName,"FL_Medusa,Hostile,Beast,Predator,Named",66,Wildlife,SoloBoss,,,false,650,3050,0.7,0,16850,16850,0.9,,1279,0.35,1279,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,1,0,0,3,-1,-1,0,0,0.6,0,100,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,1,0,CreatureLootMaster,"Beast,Common,Named,Gorgon00",BossDebuff,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,0.2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.2,,,,,
FL_Hercyne_Boar_minion,@FL_Hercyne_Boar_minion_VitalsName,"FL_Hercyne_Boar_minion,Hostile,AngryEarth,Hercyne,Boar",66,AngryEarth,Solo-,,true,false,500,2074,0.6,0,6740,6740,1,,934,0.35,934,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,CreatureLootMaster,"AngryEarth,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,
FL_Hercyne_Corvid_minion,@FL_Hercyne_Corvid_minion_VitalsName,"FL_Hercyne_Corvid_minion,Hostile,AngryEarth,Hercyne,Corvid",66,AngryEarth,Solo-,,true,false,500,2074,0.6,0,6740,6740,1,,934,0.35,934,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,CreatureLootMaster,"AngryEarth,Common,Corvid",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,
FL_Hercyne_Reindeer_minion,@FL_Hercyne_Reindeer_minion_VitalsName,"FL_Hercyne_Reindeer_minion,Hostile,AngryEarth,Hercyne,Reindeer",66,AngryEarth,Solo-,,true,false,500,2074,0.75,0,6740,6740,1,,934,0.35,934,0.35,,,,,0,0,Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0,120,0,-1,-1,0,0,0,0,0,1,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0,FALSE,CreatureLootMaster,"AngryEarth,Common",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0,0,0,0.3,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,
FL_Mammoth_Boss_DG_FirstLight_01,@FL_Mammoth_Boss_DG_FirstLight_01_VitalsName,"FL_Mammoth_Boss_DG_FirstLight_01,Hostile,Beast,Predator,FL_Mammoth,Named",65,Wildlife,DungeonBoss,,,true,650,2440,1,0,16850,16850,1.5,,934,0.35,934,0.35,,,,,0,0,,0,0,-1,-1,0,0,0,0,0,0,0,0,0,,0,0,0,0,-1,-1,0,0,0.6,0,1,1,0,0,0,0,0,0,,1000,650,0,0,0,0.2,0.66,0,400,1000,0,0,0,0.2,0.66,10,0.9,,,,War_Kill_Minor,War_Assist_Minor,,0.1,0,CreatureLootMaster,"Beast,Elite,Named,MammothDGBoss,EXPFirstLight01",BossDebuff,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1.5,,,,,
