AmmoID,AmmoType,DamageModifier,StaggerDamageModifier,AmmoPrefabPath,AmmoWhizByTrigger,MeshOverride
2hSpearT1,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearT2,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearT3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearT4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearBT2,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearBT4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearBT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearAncientT2,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearAncientT3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearAncientT4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearAncientT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearAngryEarthT2,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearAngryEarthT3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearAngryEarthT4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearAngryEarthT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCorruptedT2,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCorruptedT3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCorruptedT4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearCorruptedT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearLostT2,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearLostT3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearLostT4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearLostT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDropT2,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDropT3,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDropT4,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpearDropT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
2hSpear_HeavensplitterT5,Thrown,1,1,Items/Weapons/basic_thrown_spear,Play_Arrow_WhizzBys,
Spell_Ball,Shot,1,1,Characters/BT/damned_priest_spell_ball,Play_Arrow_WhizzBys,
Curse_Shot,Shot,1,1,Characters/BT/curse_spell_ball,Play_Arrow_WhizzBys,
Disease_Shot,Shot,1,1,Characters/BT/disease_spell_ball,Play_Arrow_WhizzBys,
Ice_Shot,Shot,1,1,Characters/BT/ice_spell_ball,Play_Arrow_WhizzBys,
Mage_Projectile,Shot,1,1,Characters/SpellSlices/mage_projectile,Play_Arrow_WhizzBys,
AI_Dynasty_Summoner_Sword_Projectile,Shot,1,1,Items/Weapons/AI/AI_Dynasty_Summoner_Sword_projectile,Play_Arrow_WhizzBys,
Vomit_Ball,Thrown,1,1,Characters/BT/BlightFiend_Vomit_Ball,Play_Arrow_WhizzBys,
Spear_AI,Thrown,1,1,Items/Weapons/spear_ai,Play_Arrow_WhizzBys,
Shaman_Lightning_Bolt,Shot,1,1,Characters/SpellSlices/Undead_Shaman_Lightning_Projectile,Play_Arrow_WhizzBys,
Poison_AI_Arrow,Arrow,1,1,Items/Weapons/poison_ai_arrow,Play_Arrow_WhizzBys,
AI_Swamp_Beast_Throwable,Arrow,1,1,Items/Weapons/AI/ai_brute_throwable,Play_Arrow_WhizzBys,
AI_Swamp_Beast_Throwable_Boss,Arrow,1,1,Items/Weapons/AI/ai_brute_throwable_boss,Play_Arrow_WhizzBys,
AI_Swamp_Prowler_Hatchet,Arrow,1,1,Items/Weapons/AI/ai_swamp_prowler_hatchet,Play_Arrow_WhizzBys,
AI_Arrow_Piercing_Shot,Arrow,1,1,Items/Weapons/AI/ai_arrow_piercing_Shot,Play_Arrow_WhizzBys,
AI_Swamp_Archer_Trap,Arrow,1,1,Items/Weapons/AI/ai_swamp_archer_trap_projectile,Play_Arrow_WhizzBys,
Arcane_AI_Arrow,Arrow,1,1,Items/Weapons/AI/arcane_ai_arrow,Play_Arrow_WhizzBys,
Arrow_AI,Arrow,1,1,Items/Weapons/basic_ai_arrow,Play_Arrow_WhizzBys,
Arrow_AI_Dryad,Arrow,1,1,Items/Weapons/basic_ai_arrow_dryad,Play_Arrow_WhizzBys,
NagaAngryEarthWeapon,Thrown,1,,Characters/SpellSlices/naga_angryearth_projectile,Play_Arrow_WhizzBys,
NagaWitheredSoulShot,Shot,1,1,Characters/SpellSlices/mage_projectile,Play_Arrow_WhizzBys,
NagaWitheredSoulShower,Shot,1,1,Characters/SpellSlices/mage_projectile,Play_Arrow_WhizzBys,
NagaWitheredSpitefulSoul,Shot,1,1,Characters/SpellSlices/mage_projectile,Play_Arrow_WhizzBys,
Flaming_Arrow_AI,Arrow,1,1,Items/Weapons/Flaming_arrow_ai,Play_Arrow_WhizzBys,
Risen_Regurgitator_Weapon,Thrown,1,1,Items/Weapons/AI/Risen_Vomit_Ball,Play_Bullet_WizzBys,
Broken_Weapon_1H_ThrowingAxe,Thrown,1,1,Items/Weapons/AI/Broken_Thrown_Axe,Play_Bullet_WizzBys,
FireTrebuchet_Projectile,Siege,1,1,FtW/Siege/FireTrebuchet_Projectile,Play_Bullet_WizzBys,
Platform_T1_Cannon_Projectile,Siege,1,1,Structures/Siege/Platform/Platform_T1_Cannon_Projectile,Play_Bullet_WizzBys,
WitheredTrebuchet_Projectile,Siege,1,1,FtW/Siege/WitheredTrebuchet_Projectile,Play_Bullet_WizzBys,
Turret_T1_Ballista_Projectile,Siege,1,1,Structures/Siege/Turret/Turret_T1_Ballista_Projectile,Play_Bullet_WizzBys,
Turret_T1_Repeater_Projectile,Siege,1,1,Structures/Siege/Turret/Turret_T1_Repeater_Projectile,Play_Bullet_WizzBys,
Dropper_T1_FireBarrel_Projectile,Siege,1,1,Structures/Siege/Dropper/Dropper_T1_FireBarrel_Projectile,Play_Bullet_WizzBys,
Dropper_T2_FireBarrel_Projectile,Siege,1,1,Structures/Siege/Dropper/Dropper_T2_FireBarrel_Projectile,Play_Bullet_WizzBys,
Dropper_T3_FireBarrel_Projectile,Siege,1,1,Structures/Siege/Dropper/Dropper_T3_FireBarrel_Projectile,Play_Bullet_WizzBys,
Turret_T1_ExplosiveLauncher_Projectile,Siege,1,1,Structures/Siege/Turret/Turret_T1_ExplosiveLauncher_Projectile,Play_Bullet_WizzBys,
Turret_T2_ExplosiveLauncher_Projectile,Siege,1,1,Structures/Siege/Turret/Turret_T2_ExplosiveLauncher_Projectile,Play_Bullet_WizzBys,
Turret_T3_ExplosiveLauncher_Projectile,Siege,1,1,Structures/Siege/Turret/Turret_T3_ExplosiveLauncher_Projectile,Play_Bullet_WizzBys,
Turret_T1_AdmiralBrute_Projectile,Siege,1,1,Characters/Expeditions/CutlassKeys/Turret_T1_AdmiralBrute_Projectile,Play_Bullet_WizzBys,
VoidSpike_Projectile,Siege,1,1,FtW/Siege/VoidSpike_Projectile,Play_Bullet_WizzBys,
FrostTrebuchet_Projectile,Siege,1,1,FtW/Siege/FrostTrebuchet_Projectile,Play_Bullet_WizzBys,
TarTurret_Projectile,Siege,1,1,FtW/Siege/TarTurret_Projectile,Play_Bullet_WizzBys,
TarTurret_Projectile_T2,Siege,1,1,FtW/Siege/TarTurret_Projectile_T2,Play_Bullet_WizzBys,
TarTurret_Projectile_T3,Siege,1,1,FtW/Siege/TarTurret_Projectile_T3,Play_Bullet_WizzBys,
Platform_T1_FireLauncher_Projectile,Siege,1,1,Structures/Siege/Platform/Platform_T1_FireLauncher_Projectile,Play_Bullet_WizzBys,
Platform_T2_FireLauncher_Projectile,Siege,1,1,Structures/Siege/Platform/Platform_T2_FireLauncher_Projectile,Play_Bullet_WizzBys,
Platform_T3_FireLauncher_Projectile,Siege,1,1,Structures/Siege/Platform/Platform_T3_FireLauncher_Projectile,Play_Bullet_WizzBys,
Invasion_CowLauncher_Projectile,Siege,1,1,Structures/Siege/Invasion/Invasion_CowLauncher_Projectile,Play_Bullet_WizzBys,
Invasion_FireCannon_Projectile,Siege,1,1,Structures/Siege/Invasion/Invasion_FireCannon_Projectile,Play_Bullet_WizzBys,
Isabella_FireCannon_Projectile,Siege,1,1,Characters/SpellSlices/Isabella_FireCannon_Projectile,Play_Bullet_WizzBys,
ArrowFTW,Arrow,1.2,1.2,Items/Weapons/basic_arrow,Play_Arrow_WhizzBys,
ShotFTW,Shot,1.2,1.2,Items/Weapons/basic_shot,Play_Bullet_WizzBys,
Flyer_Projectile,Siege,1,1,FtW/Characters/Flyer_Projectile,Play_Bullet_WizzBys,
Shot_Undead_Navigator,Shot,1,1,Items/Weapons/basic_shot,Play_Bullet_WizzBys,
AncientGuardian_Weapon_1H_Javelin,Thrown,1,1,Items/Weapons/ai/ai_basic_thrown_spear,Play_Bullet_WizzBys,
Thorn_Shot,Shot,1,1,Characters/BT/thorn_spell_ball,Play_Arrow_WhizzBys,
AI_Mage_Spell_Ball,Shot,1,1,Characters/SpellSlices/AI_Mage_Spell_Ball,Play_Arrow_WhizzBys,
1hThrowingAxeDropT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDropT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDropT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeDropT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BonechopperT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BonechopperT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BonechopperT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BonechopperT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TheSettlersFriendT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TheSettlersFriendT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TheSettlersFriendT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TheSettlersFriendT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SilentCryT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SilentCryT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SilentCryT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SilentCryT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AvariceT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AvariceT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AvariceT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AvariceT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_EvisceratorT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_EvisceratorT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_EvisceratorT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_EvisceratorT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_FuryT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_FuryT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_FuryT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_FuryT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxePirateT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxePirateT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxePirateT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxePirateT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCorruptedT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCorruptedT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCorruptedT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeCorruptedT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeLostT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeLostT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeLostT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeLostT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeBeastT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeBeastT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeBeastT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeBeastT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAngryEarthT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAngryEarthT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAngryEarthT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAngryEarthT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_PortOfCallT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DragonsbloodT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TrustworthyKnaveT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SemblanceOfOrderT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_RestlessSanctityT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BloodletterT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_WatchersRightHandT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ATrickOfTheMindT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ContingencyPlanT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_PridefulMisstepT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MutteringMadnessT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AzureRavagerT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAncientT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAncientT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAncientT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeAncientT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_KentsGraveTrowelT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DesecratedLoggerT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CeremonialCleaverT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SaplingsFuryT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_HatchetoftheEnchantedWoodsT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BloodshotReaverT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MountineersRemorseT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SmolderingRageT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DarkQuandaryT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ArbiratorsWisdomT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_HowlingWindT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_RootwrappedAxeT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_JaggedAmethystCleaverT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_PanaceasTouchT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BrittleFuryT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AristocratsFineHatchetT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BerserkersBaneT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ZephyrStrikeT2,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AncientTacticsT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SoulwalkersLimbcarverT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_FearreaverT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AmrinesForgottenAxeT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_GaiasJusticeT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_HorrificBeautyT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MarauderGroundbreakersHatchetT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SyndicateChroniclersHatchetT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CovenantDefendersHatchetT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CorruptedRemnantT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_FleetingRealityT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_HauntedHackerT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_NeverendingWinterT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CharbladeT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AxeoftheElderGodsT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_WishmakerT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hLongsword_TempestsBladeT5,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_NatrualOrderT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CalcifiedCleaverT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SinewslicerT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AshenVictoryT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ArtisansAxeT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SilentKillerT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CrowsNestT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxeBuccaneerT3,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DynastysDemiseT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BuccaneersBulwarkT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_RighteousFuryT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ConcubineT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_HatchetoftheFirstScoutT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CardinalSinT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AdjucatorofPainT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_RestlessReaverT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_TimeLostSlicerT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_EunuchsSaviorT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_HummingHatchetT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DreadwakeT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_FromOnHighT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_UntoldSecretsT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hRapier_FlotsamsFriendT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DunwealdT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_BreachingHatchetT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_MarauderSundererT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SyndicateExemplarT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CovenantTemplarT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_DreamhackerT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_CensureT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_FrostfangT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_SmolderingEmberT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_AccursedEndT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
1hThrowingAxe_ArchmagesAssistantT4,Thrown,1,1,Items/Weapons/basic_thrown,Play_Bullet_WizzBys,
