RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
Procedural_HeavyHead_OakKingT5,FC_Procedural_HeavyHead_OakKingT5,@Procedural_HeavyHead_OakKingT5,WinterConvergence,ArmorPlate,@CategoryData_SlotHead,PlateHead,Artifact_WCArmorHeavyHeadT5,false,true,false,false,true,,,,false,449,1,Armoring,150,blacksmith2,,,,1,HeavyHead_OakKingT5,,,,,500,5,,,,MetalT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,Artifact_WCArmorHeavyHeadT5,Item,,,,,,,8,6,4,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_HeavyChest_OakKingT5,FC_Procedural_HeavyChest_OakKingT5,@Procedural_HeavyChest_OakKingT5,WinterConvergence,ArmorPlate,@CategoryData_SlotChest,PlateChest,Artifact_WCArmorHeavyChestT5,false,true,false,false,true,,,,false,449,1,Armoring,150,blacksmith2,,,,1,HeavyChest_OakKingT5,,,,,500,5,,,,MetalT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,Artifact_WCArmorHeavyChestT5,Item,,,,,,,16,12,7,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_HeavyHands_OakKingT5,FC_Procedural_HeavyHands_OakKingT5,@Procedural_HeavyHands_OakKingT5,WinterConvergence,ArmorPlate,@CategoryData_SlotHands,PlateHands,Artifact_WCArmorHeavyHandsT5,false,true,false,false,true,,,,false,449,1,Armoring,150,blacksmith2,,,,1,HeavyHands_OakKingT5,,,,,500,5,,,,MetalT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,Artifact_WCArmorHeavyHandsT5,Item,,,,,,,4,4,1,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_HeavyLegs_OakKingT5,FC_Procedural_HeavyLegs_OakKingT5,@Procedural_HeavyLegs_OakKingT5,WinterConvergence,ArmorPlate,@CategoryData_SlotLegs,PlateLegs,Artifact_WCArmorHeavyLegsT5,false,true,false,false,true,,,,false,449,1,Armoring,150,blacksmith2,,,,1,HeavyLegs_OakKingT5,,,,,500,5,,,,MetalT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,Artifact_WCArmorHeavyLegsT5,Item,,,,,,,10,6,2,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_HeavyFeet_OakKingT5,FC_Procedural_HeavyFeet_OakKingT5,@Procedural_HeavyFeet_OakKingT5,WinterConvergence,ArmorPlate,@CategoryData_SlotFeet,PlateFeet,Artifact_WCArmorHeavyFeetT5,false,true,false,false,true,,,,false,449,1,Armoring,150,blacksmith2,,,,1,HeavyFeet_OakKingT5,,,,,500,5,,,,MetalT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,Artifact_WCArmorHeavyFeetT5,Item,,,,,,,5,3,1,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_LongswordT5_WC,FC_Procedural_LongswordT5_WC,@Procedural_LongswordT5_WC,WinterConvergence,MeleeWeapons,@ui_sword,Longsword,Artifact_WCWeaponSwordT5,true,true,false,false,true,,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,1hSword_WinterT5,,,,,500,5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,Artifact_WCWeaponSwordT5,Item,,,,,,,10,2,1,1,,,,Craft_WeaponsmithingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_RapierT5_WC,FC_Procedural_RapierT5_WC,@Procedural_RapierT5_WC,WinterConvergence,MeleeWeapons,@ui_sword @ui_rapier,Rapier,Artifact_WCWeaponRapierT5,true,true,false,false,true,,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,1HRapier_WinterT5,,,,,500,5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,Artifact_WCWeaponRapierT5,Item,,,,,,,10,2,1,1,,,,Craft_WeaponsmithingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_WarHammerT5_WC,FC_Procedural_WarHammerT5_WC,@Procedural_WarHammerT5_WC,WinterConvergence,MeleeWeapons,@ui_warhammer,Warhammer,Artifact_WCWeaponWarHammerT5,true,true,false,false,true,,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,2hWarhammer_WinterT5,,,,,500,5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,Artifact_WCWeaponWarHammerT5,Item,,,,,,,15,3,2,1,,,,Craft_WeaponsmithingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_2hGreatAxeT5_WC,FC_Procedural_2hGreatAxeT5_WC,@Procedural_2hGreatAxeT5_WC,WinterConvergence,MeleeWeapons,@ui_greataxe,Greataxe,Artifact_WCWeaponGreatAxeT5,true,true,false,false,true,,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,2hGreatAxe_WinterT5,,,,,500,5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,Artifact_WCWeaponGreatAxeT5,Item,,,,,,,15,3,2,1,,,,Craft_WeaponsmithingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_ShieldRoundT5_WC,FC_Procedural_ShieldRoundT5_WC,@Procedural_ShieldRoundT5_WC,WinterConvergence,MeleeWeapons,@ui_shield,Rshield,Artifact_WCWeaponRShieldT5,true,true,false,false,true,,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,1hShieldA_WinterT5,,,,,500,5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,Artifact_WCWeaponRShieldT5,Item,,,,,,,10,2,1,1,,,,Craft_WeaponsmithingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_ShieldKiteT5_WC,FC_Procedural_ShieldKiteT5_WC,@Procedural_ShieldKiteT5_WC,WinterConvergence,MeleeWeapons,@ui_shield,Kshield,Artifact_WCWeaponKShieldT5,true,true,false,false,true,,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,1hShieldB_WinterT5,,,,,500,5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,Artifact_WCWeaponKShieldT5,Item,,,,,,,11,2,1,1,,,,Craft_WeaponsmithingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_ShieldTowerT5_WC,FC_Procedural_ShieldTowerT5_WC,@Procedural_ShieldTowerT5_WC,WinterConvergence,MeleeWeapons,@ui_shield,,Artifact_WCWeaponTShieldT5,true,true,false,false,true,,,,false,449,1,Weaponsmithing,150,blacksmith2,,,,1,1hShieldD_WinterT5,,,,,500,5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,Artifact_WCWeaponTShieldT5,Item,,,,,,,13,2,1,1,,,,Craft_WeaponsmithingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SpearT5_WC,FC_Procedural_SpearT5_WC,@Procedural_SpearT5_WC,WinterConvergence,MeleeWeapons,@ui_spear,Spear,Artifact_WCWeaponSpearT5,true,true,false,false,true,,,,false,449,1,Engineering,150,blacksmith2,,,,1,2hSpear_WinterT5,,,,,500,5,,,,TimberT5,Category_Only,Metal,Category_Only,Leather,Category_Only,Artifact_WCWeaponSpearT5,Item,,,,,,,13,5,2,1,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_HatchetT5_WC,FC_Procedural_HatchetT5_WC,@Procedural_HatchetT5_WC,WinterConvergence,MeleeWeapons,@ui_throwingaxe,Hatchet,Artifact_WCWeaponHatchetT5,true,true,false,false,true,,,,false,449,1,Engineering,150,blacksmith2,,,,1,1hHatchet_WinterT5,,,,,500,5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,Artifact_WCWeaponHatchetT5,Item,,,,,,,10,2,1,1,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_BowT5_WC,FC_Procedural_BowT5_WC,@Procedural_BowT5_WC,WinterConvergence,RangedWeapons,@ui_bow,Bow,Artifact_WCWeaponBowT5,true,true,false,false,true,,,,false,449,1,Engineering,150,engineering2,,,,1,2hBow_WinterT5,,,,,500,5,,,,TimberT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,Artifact_WCWeaponBowT5,Item,,,,,,,15,3,2,1,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MusketT5_WC,FC_Procedural_MusketT5_WC,@Procedural_MusketT5_WC,WinterConvergence,RangedWeapons,@ui_musket,Musket,Artifact_WCWeaponMusketT5,true,true,false,false,true,,,,false,449,1,Engineering,150,engineering2,,,,1,2hMusket_WinterT5,,,,,500,5,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,Artifact_WCWeaponMusketT5,Item,,,,,,,15,3,2,1,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_StaffFireT5_WC,FC_Procedural_StaffFireT5_WC,@Procedural_StaffFireT5_WC,WinterConvergence,StaffFire,@ui_firestaff,StaffFire,Artifact_WCWeaponStaffFireT5,true,true,false,false,true,,,,false,449,1,Arcana,150,alchemy2,,,,1,2hElementalStaff_Fire_WinterT5,,,,,500,5,,,,TimberT5,Category_Only,Metal,Category_Only,Leather,Category_Only,ArcanaFire,Category_Only,Artifact_WCWeaponStaffFireT5,Item,,,,,8,5,6,4,1,,,Craft_ArcanaT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_StaffLifeT5_WC,FC_Procedural_StaffLifeT5_WC,@Procedural_StaffLifeT5_WC,WinterConvergence,StaffLife,@ui_lifestaff,StaffLife,Artifact_WCWeaponStaffLifeT5,true,true,false,false,true,,,,false,449,1,Arcana,150,alchemy2,,,,1,2hLifeStaff_WinterT5,,,,,500,5,,,,TimberT5,Category_Only,Metal,Category_Only,Leather,Category_Only,ArcanaLife,Category_Only,Artifact_WCWeaponStaffLifeT5,Item,,,,,8,5,6,4,1,,,Craft_ArcanaT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_GauntletIceT5_WC,FC_Procedural_GauntletIceT5_WC,@Procedural_GauntletIceT5_WC,WinterConvergence,GauntletIce,,GauntletIce,Artifact_WCWeaponGauntletIceT5,true,true,false,false,true,,,,false,449,1,Arcana,150,alchemy2,,,,1,1hElementalGauntlet_Ice_WinterT5,,,,,500,5,,,,LeatherT5,Category_Only,Cloth,Category_Only,Metal,Category_Only,ArcanaWater,Category_Only,Artifact_WCWeaponGauntletIceT5,Item,,,,,8,5,6,4,1,,,Craft_ArcanaT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_GauntletVoidT5_WC,FC_Procedural_GauntletVoidT5_WC,@Procedural_GauntletVoidT5_WC,WinterConvergence,GauntletVoid,,GauntletVoid,Artifact_WCWeaponGauntletVoidT5,true,true,false,false,true,,,,false,449,1,Arcana,150,alchemy2,,,,1,1hGauntletVoid_WinterT5,,,,,500,5,,,,LeatherT5,Category_Only,Cloth,Category_Only,Metal,Category_Only,ArcanaDeath,Category_Only,Artifact_WCWeaponGauntletVoidT5,Item,,,,,8,5,6,4,1,,,Craft_ArcanaT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
LightHead_WinterT5_STR,FC_LightHead_WinterT5_STR,@Artifact_WCArmorLightHead_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotHead,ClothHead,Artifact_WCArmorLightHead,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,LightHead_Wedding_STR,,,,,500,5,,,,ClothT5,Category_Only,Leather,Category_Only,Metal,Category_Only,Artifact_WCArmorLightHead,Item,,,,,,,11,6,4,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
LightChest_WinterT5_STR,FC_LightChest_WinterT5_STR,@Artifact_WCArmorLightChest_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotChest,ClothChest,Artifact_WCArmorLightChest,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,LightChest_Wedding_STR,,,,,500,5,,,,ClothT5,Category_Only,Leather,Category_Only,Metal,Category_Only,Artifact_WCArmorLightChest,Item,,,,,,,22,12,8,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
LightHands_WinterT5_STR,FC_LightHands_WinterT5_STR,@Artifact_WCArmorLightHands_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotHands,ClothHands,Artifact_WCArmorLightHands,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,LightHands_Wedding_STR,,,,,500,5,,,,ClothT5,Category_Only,Leather,Category_Only,Metal,Category_Only,Artifact_WCArmorLightHands,Item,,,,,,,4,4,2,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
LightLegs_WinterT5_STR,FC_LightLegs_WinterT5_STR,@Artifact_WCArmorLightLegs_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotLegs,ClothLegs,Artifact_WCArmorLightLegs,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,LightLegs_Wedding_STR,,,,,500,5,,,,ClothT5,Category_Only,Leather,Category_Only,Metal,Category_Only,Artifact_WCArmorLightLegs,Item,,,,,,,10,6,2,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
LightFeet_WinterT5_STR,FC_LightFeet_WinterT5_STR,@Artifact_WCArmorLightFeet_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotFeet,ClothFeet,Artifact_WCArmorLightFeet,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,LightFeet_Wedding_STR,,,,,500,5,,,,ClothT5,Category_Only,Leather,Category_Only,Metal,Category_Only,Artifact_WCArmorLightFeet,Item,,,,,,,5,3,1,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
MediumHead_WinterT5_STR,FC_MediumHead_WinterT5_STR,@Artifact_WCArmorMediumHead_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotHead,LeatherHead,Artifact_WCArmorMediumHead,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumHead_HollyKing_STR,,,,,500,5,,,,LeatherT5,Category_Only,Cloth,Category_Only,Metal,Category_Only,Artifact_WCArmorMediumHead,Item,,,,,,,11,6,4,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
MediumChest_WinterT5_STR,FC_MediumChest_WinterT5_STR,@Artifact_WCArmorMediumChest_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotChest,LeatherChest,Artifact_WCArmorMediumChest,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumChest_HollyKing_STR,,,,,500,5,,,,LeatherT5,Category_Only,Cloth,Category_Only,Metal,Category_Only,Artifact_WCArmorMediumChest,Item,,,,,,,22,12,8,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
MediumHands_WinterT5_STR,FC_MediumHands_WinterT5_STR,@Artifact_WCArmorMediumHands_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotHands,LeatherHands,Artifact_WCArmorMediumHands,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumHands_HollyKing_STR,,,,,500,5,,,,LeatherT5,Category_Only,Cloth,Category_Only,Metal,Category_Only,Artifact_WCArmorMediumHands,Item,,,,,,,4,4,2,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
MediumLegs_WinterT5_STR,FC_MediumLegs_WinterT5_STR,@Artifact_WCArmorMediumLegs_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotLegs,LeatherLegs,Artifact_WCArmorMediumLegs,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumLegs_HollyKing_STR,,,,,500,5,,,,LeatherT5,Category_Only,Cloth,Category_Only,Metal,Category_Only,Artifact_WCArmorMediumLegs,Item,,,,,,,10,6,2,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
MediumFeet_WinterT5_STR,FC_MediumFeet_WinterT5_STR,@Artifact_WCArmorMediumFeet_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotFeet,LeatherFeet,Artifact_WCArmorMediumFeet,false,true,false,false,true,,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumFeet_HollyKing_STR,,,,,500,5,,,,LeatherT5,Category_Only,Cloth,Category_Only,Metal,Category_Only,Artifact_WCArmorMediumFeet,Item,,,,,,,5,3,1,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
HeavyHead_WinterT5_STR,FC_HeavyHead_WinterT5_STR,@Artifact_WCArmorHeavyHead_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotHead,PlateHead,Artifact_WCArmorHeavyHead,false,true,false,false,true,,,,false,449,1,Armoring,150,blacksmith2,,,,1,HeavyHead_OakKing_STR,,,,,500,5,,,,MetalT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,Artifact_WCArmorHeavyHead,Item,,,,,,,11,6,4,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
HeavyChest_WinterT5_STR,FC_HeavyChest_WinterT5_STR,@Artifact_WCArmorHeavyChest_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotChest,PlateChest,Artifact_WCArmorHeavyChest,false,true,false,false,true,,,,false,449,1,Armoring,150,blacksmith2,,,,1,HeavyChest_OakKing_STR,,,,,500,5,,,,MetalT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,Artifact_WCArmorHeavyChest,Item,,,,,,,22,12,8,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
HeavyHands_WinterT5_STR,FC_HeavyHands_WinterT5_STR,@Artifact_WCArmorHeavyHands_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotHands,PlateHands,Artifact_WCArmorHeavyHands,false,true,false,false,true,,,,false,449,1,Armoring,150,blacksmith2,,,,1,HeavyHands_OakKing_STR,,,,,500,5,,,,MetalT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,Artifact_WCArmorHeavyHands,Item,,,,,,,4,4,2,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
HeavyLegs_WinterT5_STR,FC_HeavyLegs_WinterT5_STR,@Artifact_WCArmorHeavyLegs_MasterName,WinterConvergence,AttributeStr,@CategoryData_SlotLegs,PlateLegs,Artifact_WCArmorHeavyLegs,false,true,false,false,true,,,,false,449,1,Armoring,150,blacksmith2,,,,1,HeavyLegs_OakKing_STR,,,,,500,5,,,,MetalT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,Artifact_WCArmorHeavyLegs,Item,,,,,,,10,6,2,1,,,,Craft_ArmoringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
