RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,DisallowBonusesToGS,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
Artisan_BowT5,FC_Artisan_BowT5,@Artisan_BowT5_MasterName,ArtisanCrafting,Bows,,Bow,,true,true,false,false,false,,,,false,449,1,Engineering,250,engineering2,,,,1,Artisan_BowT52,,,,,700,5,,,,,TimberT53,Item,LeatherT53,Item,ClothT53,Item,,,,,,,,,15,3,2,,,,,Craft_EngineeringT52,true,,,,,,,,,
Artisan_HatchetT5,FC_Artisan_HatchetT5,@Artisan_HatchetT5_MasterName,ArtisanCrafting,Hatchets,,Hatchet,,true,true,false,false,false,,,,false,449,1,Engineering,250,blacksmith2,,,,1,Artisan_HatchetT52,,,,,700,5,,,,,IngotT53,Item,TimberT53,Item,LeatherT53,Item,,,,,,,,,15,3,2,,,,,Craft_EngineeringT52,true,,,,,,,,,
Artisan_BlunderbussT5,FC_Artisan_BlunderbussT5,@Artisan_BlunderbussT5_MasterName,ArtisanCrafting,Blunderbuss,,Blunderbuss,,true,true,false,false,false,,,,false,449,1,Engineering,250,engineering2,,,,1,Artisan_BlunderbussT52,,,,,700,5,,,,,IngotT53,Item,TimberT53,Item,LeatherT53,Item,,,,,,,,,9,9,2,,,,,Craft_EngineeringT52,true,,,,,,,,,
Artisan_MusketT5,FC_Artisan_MusketT5,@Artisan_MusketT5_MasterName,ArtisanCrafting,Muskets,,Musket,,true,true,false,false,false,,,,false,449,1,Engineering,250,engineering2,,,,1,Artisan_MusketT52,,,,,700,5,,,,,IngotT53,Item,TimberT53,Item,LeatherT53,Item,,,,,,,,,15,3,2,,,,,Craft_EngineeringT52,true,,,,,,,,,
Artisan_SpearT5,FC_Artisan_SpearT5,@Artisan_SpearT5_MasterName,ArtisanCrafting,Spears,,Spear,,true,true,false,false,false,,,,false,449,1,Engineering,250,blacksmith2,,,,1,Artisan_SpearT52,,,,,700,5,,,,,TimberT53,Item,IngotT53,Item,LeatherT53,Item,,,,,,,,,13,5,2,,,,,Craft_EngineeringT52,true,,,,,,,,,
Procedural Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SpearT2,FC_Procedural_SpearT2,@Procedural_SpearT2,Weapons,Spears,@ui_spear,Spear,,true,true,false,false,true,,,,false,25,1,Engineering,0,blacksmith2,,,,1,2hSpearT2,,,,,200,2,,,,,TimberT2,Category_Only,Metal,Category_Only,Leather,Category_Only,,,,,,,,,10,5,2,,,,,Craft_EngineeringT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SpearT3,FC_Procedural_SpearT3,@Procedural_SpearT3,Weapons,Spears,@ui_spear,Spear,,true,true,false,false,true,,,,false,75,1,Engineering,50,blacksmith2,,,,1,2hSpearT3,,,,,300,3,,,,,TimberT3,Category_Only,Metal,Category_Only,Leather,Category_Only,,,,,,,,,11,5,2,,,,,Craft_EngineeringT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SpearT4,FC_Procedural_SpearT4,@Procedural_SpearT4,Weapons,Spears,@ui_spear,Spear,,true,true,false,false,true,,,,false,184,1,Engineering,100,blacksmith2,,,,1,2hSpearT4,,,,,400,4,,,,,TimberT4,Category_Only,Metal,Category_Only,Leather,Category_Only,,,,,,,,,12,5,2,,,,,Craft_EngineeringT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SpearT5,FC_Procedural_SpearT5,@Procedural_SpearT5,Weapons,Spears,@ui_spear,Spear,,true,true,false,false,true,,,,false,449,1,Engineering,150,blacksmith2,,,,1,2hSpearT5,,,,,500,5,,,,,TimberT5,Category_Only,Metal,Category_Only,Leather,Category_Only,,,,,,,,,13,5,2,,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_HatchetT2,FC_Procedural_HatchetT2,@Procedural_HatchetT2,Weapons,Hatchets,@ui_throwingaxe,Hatchet,,true,true,false,false,true,,,,false,25,1,Engineering,0,blacksmith2,,,,1,1hHatchetT2,,,,,200,2,,,,,MetalT2,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,7,2,1,,,,,Craft_EngineeringT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_HatchetT3,FC_Procedural_HatchetT3,@Procedural_HatchetT3,Weapons,Hatchets,@ui_throwingaxe,Hatchet,,true,true,false,false,true,,,,false,75,1,Engineering,50,blacksmith2,,,,1,1hHatchetT3,,,,,300,3,,,,,MetalT3,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,8,2,1,,,,,Craft_EngineeringT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_HatchetT4,FC_Procedural_HatchetT4,@Procedural_HatchetT4,Weapons,Hatchets,@ui_throwingaxe,Hatchet,,true,true,false,false,true,,,,false,184,1,Engineering,100,blacksmith2,,,,1,1hHatchetT4,,,,,400,4,,,,,MetalT4,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,9,2,1,,,,,Craft_EngineeringT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_HatchetT5,FC_Procedural_HatchetT5,@Procedural_HatchetT5,Weapons,Hatchets,@ui_throwingaxe,Hatchet,,true,true,false,false,true,,,,false,449,1,Engineering,150,blacksmith2,,,,1,1hHatchetT5,,,,,500,5,,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,10,2,1,,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_BowT2,FC_Procedural_BowT2,@Procedural_BowT2,Weapons,Bows,@ui_bow,Bow,,true,true,false,false,true,,,,false,25,1,Engineering,0,engineering2,,,,1,2hBowT2,,,,,200,2,,,,,TimberT2,Category_Only,Leather,Category_Only,Cloth,Category_Only,,,,,,,,,12,3,2,,,,,Craft_EngineeringT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_BowT3,FC_Procedural_BowT3,@Procedural_BowT3,Weapons,Bows,@ui_bow,Bow,,true,true,false,false,true,,,,false,75,1,Engineering,50,engineering2,,,,1,2hBowT3,,,,,300,3,,,,,TimberT3,Category_Only,Leather,Category_Only,Cloth,Category_Only,,,,,,,,,13,3,2,,,,,Craft_EngineeringT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_BowT4,FC_Procedural_BowT4,@Procedural_BowT4,Weapons,Bows,@ui_bow,Bow,,true,true,false,false,true,,,,false,184,1,Engineering,100,engineering2,,,,1,2hBowT4,,,,,400,4,,,,,TimberT4,Category_Only,Leather,Category_Only,Cloth,Category_Only,,,,,,,,,14,3,2,,,,,Craft_EngineeringT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_BowT5,FC_Procedural_BowT5,@Procedural_BowT5,Weapons,Bows,@ui_bow,Bow,,true,true,false,false,true,,,,false,449,1,Engineering,150,engineering2,,,,1,2hBowT5,,,,,500,5,,,,,TimberT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,,,,,,,,,15,3,2,,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MusketT2,FC_Procedural_MusketT2,@Procedural_MusketT2,Weapons,Muskets,@ui_musket,Musket,,true,true,false,false,true,,,,false,25,1,Engineering,0,engineering2,,,,1,2hMusketT2,,,,,200,2,,,,,MetalT2,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,12,3,2,,,,,Craft_EngineeringT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MusketT3,FC_Procedural_MusketT3,@Procedural_MusketT3,Weapons,Muskets,@ui_musket,Musket,,true,true,false,false,true,,,,false,75,1,Engineering,50,engineering2,,,,1,2hMusketT3,,,,,300,3,,,,,MetalT3,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,13,3,2,,,,,Craft_EngineeringT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MusketT4,FC_Procedural_MusketT4,@Procedural_MusketT4,Weapons,Muskets,@ui_musket,Musket,,true,true,false,false,true,,,,false,184,1,Engineering,100,engineering2,,,,1,2hMusketT4,,,,,400,4,,,,,MetalT4,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,14,3,2,,,,,Craft_EngineeringT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MusketT5,FC_Procedural_MusketT5,@Procedural_MusketT5,Weapons,Muskets,@ui_musket,Musket,,true,true,false,false,true,,,,false,449,1,Engineering,150,engineering2,,,,1,2hMusketT5,,,,,500,5,,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,15,3,2,,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_LoggingAxeT2,FC_Procedural_LoggingAxeT2,@Procedural_LoggingAxeT2,Tools,LoggingAxes,@inv_tools,LoggingAxe,,true,true,false,false,true,,,,false,25,1,Engineering,0,engineering2,,,,1,2hAxeT2,,,,,200,2,,,,,MetalT2,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,12,3,2,,,,,Craft_EngineeringT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_LoggingAxeT3,FC_Procedural_LoggingAxeT3,@Procedural_LoggingAxeT3,Tools,LoggingAxes,@inv_tools,LoggingAxe,,true,true,false,false,true,,,,false,75,1,Engineering,50,engineering2,,,,1,2hAxeT3,,,,,300,3,,,,,MetalT3,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,13,3,2,,,,,Craft_EngineeringT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_LoggingAxeT4,FC_Procedural_LoggingAxeT4,@Procedural_LoggingAxeT4,Tools,LoggingAxes,@inv_tools,LoggingAxe,,true,true,false,false,true,,,,false,184,1,Engineering,100,engineering2,,,,1,2hAxeT4,,,,,400,4,,,,,MetalT4,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,14,3,2,,,,,Craft_EngineeringT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_LoggingAxeT5,FC_Procedural_LoggingAxeT5,@Procedural_LoggingAxeT5,Tools,LoggingAxes,@inv_tools,LoggingAxe,,true,true,false,false,true,,,false,false,449,1,Engineering,150,engineering2,,,,1,2hAxeT5,,,,,500,5,,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,15,3,2,,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MiningPickT2,FC_Procedural_MiningPickT2,@Procedural_MiningPickT2,Tools,MiningPicks,@inv_tools,MiningPick,,true,true,false,false,true,,,,false,25,1,Engineering,0,engineering2,,,,1,2hPickT2,,,,,200,2,,,,,MetalT2,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,12,3,2,,,,,Craft_EngineeringT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MiningPickT3,FC_Procedural_MiningPickT3,@Procedural_MiningPickT3,Tools,MiningPicks,@inv_tools,MiningPick,,true,true,false,false,true,,,,false,75,1,Engineering,50,engineering2,,,,1,2hPickT3,,,,,300,3,,,,,MetalT3,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,13,3,2,,,,,Craft_EngineeringT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MiningPickT4,FC_Procedural_MiningPickT4,@Procedural_MiningPickT4,Tools,MiningPicks,@inv_tools,MiningPick,,true,true,false,false,true,,,,false,184,1,Engineering,100,engineering2,,,,1,2hPickT4,,,,,400,4,,,,,MetalT4,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,14,3,2,,,,,Craft_EngineeringT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_MiningPickT5,FC_Procedural_MiningPickT5,@Procedural_MiningPickT5,Tools,MiningPicks,@inv_tools,MiningPick,,true,true,false,false,true,,,false,false,449,1,Engineering,150,engineering2,,,,1,2hPickT5,,,,,500,5,,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,15,3,2,,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SkinningKnifeT2,FC_Procedural_SkinningKnifeT2,@Procedural_SkinningKnifeT2,Tools,SkinningKnives,@inv_tools,SkinningKnife,,true,true,false,false,true,,,,false,25,1,Engineering,0,engineering2,,,,1,1hSkinningKnifeT2,,,,,200,2,,,,,MetalT2,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,7,2,1,,,,,Craft_EngineeringT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SkinningKnifeT3,FC_Procedural_SkinningKnifeT3,@Procedural_SkinningKnifeT3,Tools,SkinningKnives,@inv_tools,SkinningKnife,,true,true,false,false,true,,,,false,75,1,Engineering,50,engineering2,,,,1,1hSkinningKnifeT3,,,,,300,3,,,,,MetalT3,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,8,2,1,,,,,Craft_EngineeringT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SkinningKnifeT4,FC_Procedural_SkinningKnifeT4,@Procedural_SkinningKnifeT4,Tools,SkinningKnives,@inv_tools,SkinningKnife,,true,true,false,false,true,,,,false,184,1,Engineering,100,engineering2,,,,1,1hSkinningKnifeT4,,,,,400,4,,,,,MetalT4,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,9,2,1,,,,,Craft_EngineeringT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SkinningKnifeT5,FC_Procedural_SkinningKnifeT5,@Procedural_SkinningKnifeT5,Tools,SkinningKnives,@inv_tools,SkinningKnife,,true,true,false,false,true,,,false,false,449,1,Engineering,150,engineering2,,,,1,1hSkinningKnifeT5,,,,,500,5,,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,10,2,1,,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SickleT2,FC_Procedural_SickleT2,@Procedural_SickleT2,Tools,Sickles,@inv_tools,Sickle,,true,true,false,false,true,,,,false,25,1,Engineering,0,engineering2,,,,1,1hSickleT2,,,,,200,2,,,,,MetalT2,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,7,2,1,,,,,Craft_EngineeringT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SickleT3,FC_Procedural_SickleT3,@Procedural_SickleT3,Tools,Sickles,@inv_tools,Sickle,,true,true,false,false,true,,,,false,75,1,Engineering,50,engineering2,,,,1,1hSickleT3,,,,,300,3,,,,,MetalT3,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,8,2,1,,,,,Craft_EngineeringT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SickleT4,FC_Procedural_SickleT4,@Procedural_SickleT4,Tools,Sickles,@inv_tools,Sickle,,true,true,false,false,true,,,,false,184,1,Engineering,100,engineering2,,,,1,1hSickleT4,,,,,400,4,,,,,MetalT4,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,9,2,1,,,,,Craft_EngineeringT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_SickleT5,FC_Procedural_SickleT5,@Procedural_SickleT5,Tools,Sickles,@inv_tools,Sickle,,true,true,false,false,true,,,false,false,449,1,Engineering,150,engineering2,,,,1,1hSickleT5,,,,,500,5,,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,10,2,1,,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_FishingPoleT2,FC_Procedural_FishingPoleT2,@Procedural_FishingPoleT2,Tools,FishingPoles,@inv_tools,FishingPole,,true,true,false,false,true,,,,false,25,1,Engineering,0,engineering2,,,,1,2hFishingPoleT2,,,,,200,2,,,,,TimberT2,Category_Only,Leather,Category_Only,Cloth,Category_Only,,,,,,,,,12,3,2,,,,,Craft_EngineeringT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_FishingPoleT3,FC_Procedural_FishingPoleT3,@Procedural_FishingPoleT3,Tools,FishingPoles,@inv_tools,FishingPole,,true,true,false,false,true,,,,false,75,1,Engineering,50,engineering2,,,,1,2hFishingPoleT3,,,,,300,3,,,,,TimberT3,Category_Only,Leather,Category_Only,Cloth,Category_Only,,,,,,,,,13,3,2,,,,,Craft_EngineeringT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_FishingPoleT4,FC_Procedural_FishingPoleT4,@Procedural_FishingPoleT4,Tools,FishingPoles,@inv_tools,FishingPole,,true,true,false,false,true,,,,false,184,1,Engineering,100,engineering2,,,,1,2hFishingPoleT4,,,,,400,4,,,,,TimberT4,Category_Only,Leather,Category_Only,Cloth,Category_Only,,,,,,,,,14,3,2,,,,,Craft_EngineeringT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_FishingPoleT5,FC_Procedural_FishingPoleT5,@Procedural_FishingPoleT5,Tools,FishingPoles,@inv_tools,FishingPole,,true,true,false,false,true,,,,false,449,1,Engineering,150,engineering2,,,,1,2hFishingPoleT5,,,,,500,5,,,,,TimberT5,Category_Only,Leather,Category_Only,Cloth,Category_Only,,,,,,,,,15,3,2,,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_BlunderbussT2,FC_Procedural_BlunderbussT2,@Procedural_BlunderbussT2,Weapons,Blunderbuss,@ui_blunderbuss,Blunderbuss,,true,true,false,false,true,,,,false,25,1,Engineering,0,engineering2,,,,1,2hBlunderbussT2,,,,,200,2,,,,,MetalT2,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,7,8,2,,,,,Craft_EngineeringT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_BlunderbussT3,FC_Procedural_BlunderbussT3,@Procedural_BlunderbussT3,Weapons,Blunderbuss,@ui_blunderbuss,Blunderbuss,,true,true,false,false,true,,,,false,75,1,Engineering,50,engineering2,,,,1,2hBlunderbussT3,,,,,300,3,,,,,MetalT3,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,8,8,2,,,,,Craft_EngineeringT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_BlunderbussT4,FC_Procedural_BlunderbussT4,@Procedural_BlunderbussT4,Weapons,Blunderbuss,@ui_blunderbuss,Blunderbuss,,true,true,false,false,true,,,,false,184,1,Engineering,100,engineering2,,,,1,2hBlunderbussT4,,,,,400,4,,,,,MetalT4,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,8,9,2,,,,,Craft_EngineeringT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_BlunderbussT5,FC_Procedural_BlunderbussT5,@Procedural_BlunderbussT5,Weapons,Blunderbuss,@ui_blunderbuss,Blunderbuss,,true,true,false,false,true,,,,false,449,1,Engineering,150,engineering2,,,,1,2hBlunderbussT5,,,,,500,5,,,,,MetalT5,Category_Only,Timber,Category_Only,Leather,Category_Only,,,,,,,,,9,9,2,,,,,Craft_EngineeringT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Fixed Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,
2hFishingPoleT1,,,Tools,SurvivalTools,@inv_tools,,,true,true,false,false,false,,,,false,0,1,Engineering,0,engineering2,camp1,,,1,2hFishingPoleT1,,,,,,,,,,,WoodT1,Item,FiberT1,Item,,,,,,,,,,,1,1,,,,,,,true,,,,,,,,,
1hSkinningKnifeT1,,,Tools,SurvivalTools,@inv_tools,,,true,true,false,false,false,,,,false,0,1,Engineering,0,engineering2,camp1,,,1,1hSkinningKnifeT1,,,,,,,,,,,FlintT1,Item,WoodT1,Item,,,,,,,,,,,1,1,,,,,,,true,,,,,,,,,
1hSickleT1,,,Tools,SurvivalTools,@inv_tools,,,true,true,false,false,false,,,,false,0,1,Engineering,0,engineering2,camp1,,,1,1hSickleT1,,,,,,,,,,,FlintT1,Item,WoodT1,Item,,,,,,,,,,,1,1,,,,,,,true,,,,,,,,,
1hPickT1,,,Tools,SurvivalTools,@inv_tools,,,true,true,false,false,false,,,,false,0,1,Engineering,0,engineering2,camp1,,,1,1hPickT1,,,,,,,,,,,FlintT1,Item,WoodT1,Item,,,,,,,,,,,1,1,,,,,,,true,,,,,,,,,
