RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
Salvage_Orb_Arcane,,@InfuseOrbArcane,GypsumRefining,GypsumRaw,@Metal_CategoryName,,,true,true,true,true,false,,,,false,500,1,,0,gypsumstation1,,,,1,InfusedOrb,,,,,,,,,,PerfectSalvageArcaneT51,Item,,,,,,,,,,,,,2,,,,,,,,true,79200,1,,,,,,,
Salvage_Orb_Jewelry,,@InfuseOrbJewelry,GypsumRefining,GypsumRaw,@Metal_CategoryName,,,true,true,true,true,false,,,,false,500,1,,0,gypsumstation1,,,,1,InfusedOrb,,,,,,,,,,PerfectSalvageJewelryT51,Item,,,,,,,,,,,,,2,,,,,,,,true,79200,1,,,,,,,
Artifact_Set1_1hLongsword,FC_Artifact_Set1_1hLongsword,@CraftArtifact_Set1_1hLongsword_Name,ArtifactCrafting,Artifacts,@ui_sword,Longsword,Artifact_Set1_1hLongsword,false,true,false,false,true,,,,false,100000,1,Weaponsmithing,0,gypsumstation1,,,,1,Artifact_Set1_1hLongsword,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_1hLongsword,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_WeaponsmithingT0,true,,,,,,,,,Expansion2023
Artifact_Set1_1hRapier,FC_Artifact_Set1_1hRapier,@CraftArtifact_Set1_1hRapier_Name,ArtifactCrafting,Artifacts,@ui_sword @ui_rapier,Rapier,Artifact_Set1_1hRapier,false,true,false,false,true,,,,false,100000,1,Weaponsmithing,0,gypsumstation1,,,,1,Artifact_Set1_1hRapier,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_1hRapier,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_WeaponsmithingT0,true,,,,,,,,,Expansion2023
Artifact_Set1_2hWarhammer,FC_Artifact_Set1_2hWarhammer,@CraftArtifact_Set1_2hWarhammer_Name,ArtifactCrafting,Artifacts,@ui_warhammer,Warhammer,Artifact_Set1_2hWarhammer,false,true,false,false,true,,,,false,100000,1,Weaponsmithing,0,gypsumstation1,,,,1,Artifact_Set1_2hWarhammer,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_2hWarhammer,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_WeaponsmithingT0,true,,,,,,,,,Expansion2023
Artifact_Set1_2hGreatAxe,FC_Artifact_Set1_2hGreatAxe,@CraftArtifact_Set1_2hGreatAxe_Name,ArtifactCrafting,Artifacts,@ui_greataxe,Greataxe,Artifact_Set1_2hGreatAxe,false,true,false,false,true,,,,false,100000,1,Weaponsmithing,0,gypsumstation1,,,,1,Artifact_Set1_2hGreatAxe,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_2hGreatAxe,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_WeaponsmithingT0,true,,,,,,,,,Expansion2023
Artifact_Set1_1hRoundShield,FC_Artifact_Set1_1hRoundShield,@CraftArtifact_Set1_1hRoundShield_Name,ArtifactCrafting,Artifacts,@ui_shield,Rshield,Artifact_Set1_1hRoundShield,false,true,false,false,true,,,,false,100000,1,Weaponsmithing,0,gypsumstation1,,,,1,Artifact_Set1_1hRoundShield,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_1hRoundShield,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_WeaponsmithingT0,true,,,,,,,,,Expansion2023
Artifact_Set1_1hKiteShield,FC_Artifact_Set1_1hKiteShield,@CraftArtifact_Set1_1hKiteShield_Name,ArtifactCrafting,Artifacts,@ui_shield,Kshield,Artifact_Set1_1hKiteShield,false,true,false,false,true,,,,false,100000,1,Weaponsmithing,0,gypsumstation1,,,,1,Artifact_Set1_1hKiteShield,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_1hKiteShield,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_WeaponsmithingT0,true,,,,,,,,,Expansion2023
Artifact_Set1_1hTowerShield,FC_Artifact_Set1_1hTowerShield,@CraftArtifact_Set1_1hTowerShield_Name,ArtifactCrafting,Artifacts,@ui_shield,,Artifact_Set1_1hTowerShield,false,true,false,false,true,,,,false,100000,1,Weaponsmithing,0,gypsumstation1,,,,1,Artifact_Set1_1hTowerShield,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_1hTowerShield,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_WeaponsmithingT0,true,,,,,,,,,Expansion2023
Artifact_Set1_2hGreatSword,FC_Artifact_Set1_2hGreatSword,@CraftArtifact_Set1_2hGreatSword_Name,ArtifactCrafting,Artifacts,@ui_greatsword,Greatsword,Artifact_Set1_2hGreatSword,false,true,false,false,true,,,,false,100000,1,Weaponsmithing,0,gypsumstation1,,,,1,Artifact_Set1_2hGreatSword,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_2hGreatSword,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_WeaponsmithingT0,true,,,,,,,,,Expansion2023
Artifact_Set1_2hSpear,FC_Artifact_Set1_2hSpear,@CraftArtifact_Set1_2hSpear_Name,ArtifactCrafting,Artifacts,@ui_spear,Spear,Artifact_Set1_2hSpear,false,true,false,false,true,,,,false,100000,1,Engineering,0,gypsumstation1,,,,1,Artifact_Set1_2hSpear,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_2hSpear,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_EngineeringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_1hThrowingAxe,FC_Artifact_Set1_1hHatchet,@CraftArtifact_Set1_1hThrowingAxe_Name,ArtifactCrafting,Artifacts,@ui_throwingaxe,Hatchet,Artifact_Set1_1hThrowingAxe,false,true,false,false,true,,,,false,100000,1,Engineering,0,gypsumstation1,,,,1,Artifact_Set1_1hThrowingAxe,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_1hThrowingAxe,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_EngineeringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_2hBow,FC_Artifact_Set1_2hBow,@CraftArtifact_Set1_2hBow_Name,ArtifactCrafting,Artifacts,@ui_bow,Bow,Artifact_Set1_2hBow,false,true,false,false,true,,,,false,100000,1,Engineering,0,gypsumstation1,,,,1,Artifact_Set1_2hBow,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_2hBow,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_EngineeringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_2hMusket,FC_Artifact_Set1_2hMusket,@CraftArtifact_Set1_2hMusket_Name,ArtifactCrafting,Artifacts,@ui_musket,Musket,Artifact_Set1_2hMusket,false,true,false,false,true,,,,false,100000,1,Engineering,0,gypsumstation1,,,,1,Artifact_Set1_2hMusket,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_2hMusket,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_EngineeringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_2hBlunderbuss,FC_Artifact_Set1_2hBlunderbuss,@CraftArtifact_Set1_2hBlunderbuss_Name,ArtifactCrafting,Artifacts,@ui_blunderbuss,Blunderbuss,Artifact_Set1_2hBlunderbuss,false,true,false,false,true,,,,false,100000,1,Engineering,0,gypsumstation1,,,,1,Artifact_Set1_2hBlunderbuss,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_2hBlunderbuss,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_EngineeringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_2hStaffFire,FC_Artifact_Set1_2hStaffFire,@CraftArtifact_Set1_2hStaffFire_Name,ArtifactCrafting,Artifacts,,StaffFire,Artifact_Set1_2hStaffFire,false,true,false,false,true,,,,false,100000,1,Arcana,0,gypsumstation1,,,,1,Artifact_Set1_2hStaffFire,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_2hStaffFire,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArcanaT0,true,,,,,,,,,Expansion2023
Artifact_Set1_2hStaffLife,FC_Artifact_Set1_2hStaffLife,@CraftArtifact_Set1_2hStaffLife_Name,ArtifactCrafting,Artifacts,,StaffLife,Artifact_Set1_2hStaffLife,false,true,false,false,true,,,,false,100000,1,Arcana,0,gypsumstation1,,,,1,Artifact_Set1_2hStaffLife,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_2hStaffLife,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArcanaT0,true,,,,,,,,,Expansion2023
Artifact_Set1_1hGauntletIce,FC_Artifact_Set1_1hGauntletIce,@CraftArtifact_Set1_1hGauntletIce_Name,ArtifactCrafting,Artifacts,,GauntletIce,Artifact_Set1_1hGauntletIce,false,true,false,false,true,,,,false,100000,1,Arcana,0,gypsumstation1,,,,1,Artifact_Set1_1hGauntletIce,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_1hGauntletIce,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArcanaT0,true,,,,,,,,,Expansion2023
Artifact_Set1_1hGauntletVoid,FC_Artifact_Set1_1hGauntletVoid,@CraftArtifact_Set1_1hGauntletVoid_Name,ArtifactCrafting,Artifacts,,GauntletVoid,Artifact_Set1_1hGauntletVoid,false,true,false,false,true,,,,false,100000,1,Arcana,0,gypsumstation1,,,,1,Artifact_Set1_1hGauntletVoid,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_1hGauntletVoid,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArcanaT0,true,,,,,,,,,Expansion2023
Artifact_Set1_1hFlail,FC_Artifact_Set1_1hFlail,@CraftArtifact_Set1_1hFlail_Name,ArtifactCrafting,Artifacts,,Flail,Artifact_Set1_1hFlail,false,true,false,false,true,,,,false,100000,1,Arcana,0,gypsumstation1,,,,1,Artifact_Set1_1hFlail,,,,,700,5,,,,Matrix_Weapon,Item,Artifact_Set1_1hFlail,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArcanaT0,true,,,,,,,,,Expansion2023
Artifact_Set1_HeavyHead,FC_Artifact_Set1_HeavyHead,@CraftArtifact_Set1_HeavyHead_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotHead,PlateHead,Artifact_Set1_HeavyHead,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_HeavyHead,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_HeavyHead,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_HeavyChest,FC_Artifact_Set1_HeavyChest,@CraftArtifact_Set1_HeavyChest_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotChest,PlateChest,Artifact_Set1_HeavyChest,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_HeavyChest,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_HeavyChest,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_HeavyHands,FC_Artifact_Set1_HeavyHands,@CraftArtifact_Set1_HeavyHands_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotHands,PlateHands,Artifact_Set1_HeavyHands,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_HeavyHands,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_HeavyHands,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_HeavyLegs,FC_Artifact_Set1_HeavyLegs,@CraftArtifact_Set1_HeavyLegs_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotLegs,PlateLegs,Artifact_Set1_HeavyLegs,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_HeavyLegs,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_HeavyLegs,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_HeavyFeet,FC_Artifact_Set1_HeavyFeet,@CraftArtifact_Set1_HeavyFeet_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotFeet,PlateFeet,Artifact_Set1_HeavyFeet,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_HeavyFeet,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_HeavyFeet,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_MediumHead,FC_Artifact_Set1_MediumHead,@CraftArtifact_Set1_MediumHead_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotHead,LeatherHead,Artifact_Set1_MediumHead,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_MediumHead,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_MediumHead,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_MediumChest,FC_Artifact_Set1_MediumChest,@CraftArtifact_Set1_MediumChest_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotChest,LeatherChest,Artifact_Set1_MediumChest,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_MediumChest,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_MediumChest,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_MediumHands,FC_Artifact_Set1_MediumHands,@CraftArtifact_Set1_MediumHands_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotHands,LeatherHands,Artifact_Set1_MediumHands,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_MediumHands,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_MediumHands,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_MediumLegs,FC_Artifact_Set1_MediumLegs,@CraftArtifact_Set1_MediumLegs_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotLegs,LeatherLegs,Artifact_Set1_MediumLegs,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_MediumLegs,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_MediumLegs,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_MediumFeet,FC_Artifact_Set1_MediumFeet,@CraftArtifact_Set1_MediumFeet_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotFeet,LeatherFeet,Artifact_Set1_MediumFeet,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_MediumFeet,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_MediumFeet,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_LightHead,FC_Artifact_Set1_LightHead,@CraftArtifact_Set1_LightHead_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotHead,ClothHead,Artifact_Set1_LightHead,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_LightHead,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_LightHead,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_LightChest,FC_Artifact_Set1_LightChest,@CraftArtifact_Set1_LightChest_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotChest,ClothChest,Artifact_Set1_LightChest,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_LightChest,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_LightChest,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_LightHands,FC_Artifact_Set1_LightHands,@CraftArtifact_Set1_LightHands_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotHands,ClothHands,Artifact_Set1_LightHands,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_LightHands,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_LightHands,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_LightLegs,FC_Artifact_Set1_LightLegs,@CraftArtifact_Set1_LightLegs_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotLegs,ClothLegs,Artifact_Set1_LightLegs,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_LightLegs,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_LightLegs,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
Artifact_Set1_LightFeet,FC_Artifact_Set1_LightFeet,@CraftArtifact_Set1_LightFeet_Name,ArtifactCrafting,Artifacts,@CategoryData_SlotFeet,ClothFeet,Artifact_Set1_LightFeet,false,true,false,false,true,,,,false,100000,1,Armoring,0,gypsumstation1,,,,1,Artifact_Set1_LightFeet,,,,,700,5,,,,Matrix_Armor,Item,Artifact_Set1_LightFeet,Item,DarkMatter,Item,GypsumOrb,Item,ChromaticSeal,Item,,,,,1,1,500,5,1,,,Craft_ArmoringT0,true,,,,,,,,,Expansion2023
