RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,DisallowBonusesToGS,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
Trinket_ChainT4,FC_Trinket_ChainT4,,Components,TrinketComponents,,,,true,true,true,true,false,,,,false,37,0,Jewelcrafting,100,outfitting2,,,,1,Trinket_ChainT4,,,,,,,,,,,IngotPreciousT3,Item,,,,,,,,,,,,,7,,,,,,,Craft_JewelcraftingCompT4,true,,,,,-1,,,,
Trinket_ChainT5,FC_Trinket_ChainT5,,Components,TrinketComponents,,,,true,true,true,true,false,,,,false,90,0,Jewelcrafting,150,outfitting2,,,,1,Trinket_ChainT5,,,,,,,,,,,IngotT5,Item,,,,,,,,,,,,,8,,,,,,,Craft_JewelcraftingCompT5,true,,,,,-1,,,,
Trinket_ChainT51,FC_Trinket_ChainT51,,Components,TrinketComponents,,,,true,true,true,true,false,,,,false,218,0,Jewelcrafting,200,outfitting2,,,,1,Trinket_ChainT51,,,,,,,,,,,IngotT51,Item,,,,,,,,,,,,,8,,,,,,,Craft_JewelcraftingCompT5,true,,,,,-1,,,,
Trinket_SettingT2,FC_Trinket_SettingT2,,Components,TrinketComponents,,,,true,true,true,true,false,,,,false,5,0,Jewelcrafting,0,outfitting2,,,,1,Trinket_SettingT2,,,,,,,,,,,IngotPreciousT1,Item,,,,,,,,,,,,,4,,,,,,,Craft_JewelcraftingCompT2,true,,,,,-1,,,,
Trinket_SettingT3,FC_Trinket_SettingT3,,Components,TrinketComponents,,,,true,true,true,true,false,,,,false,15,0,Jewelcrafting,50,outfitting2,,,,1,Trinket_SettingT3,,,,,,,,,,,IngotPreciousT2,Item,,,,,,,,,,,,,4,,,,,,,Craft_JewelcraftingCompT3,true,,,,,-1,,,,
Trinket_SettingT4,FC_Trinket_SettingT4,,Components,TrinketComponents,,,,true,true,true,true,false,,,,false,37,0,Jewelcrafting,100,outfitting2,,,,1,Trinket_SettingT4,,,,,,,,,,,IngotPreciousT3,Item,,,,,,,,,,,,,4,,,,,,,Craft_JewelcraftingCompT4,true,,,,,-1,,,,
Trinket_SettingT5,FC_Trinket_SettingT5,,Components,TrinketComponents,,,,true,true,true,true,false,,,,false,90,0,Jewelcrafting,150,outfitting2,,,,1,Trinket_SettingT5,,,,,,,,,,,IngotT5,Item,,,,,,,,,,,,,4,,,,,,,Craft_JewelcraftingCompT5,true,,,,,-1,,,,
Trinket_SettingT51,FC_Trinket_SettingT51,,Components,TrinketComponents,,,,true,true,true,true,false,,,,false,218,0,Jewelcrafting,200,outfitting2,,,,1,Trinket_SettingT51,,,,,,,,,,,IngotT51,Item,,,,,,,,,,,,,4,,,,,,,Craft_JewelcraftingCompT5,true,,,,,-1,,,,
Procedural_AmuletT2,FC_Procedural_AmuletT2,@AmuletT2_MasterName,Trinkets,Amulets,,Amulet,,true,true,false,false,true,,,,false,25,1,Jewelcrafting,0,outfitting2,,,,1,AmuletT2,,,,,200,2,,,,,TrinketChainT2,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,,,,,,,,,1,1,1,,,,,Craft_JewelcraftingT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
Procedural_AmuletT3,FC_Procedural_AmuletT3,@AmuletT3_MasterName,Trinkets,Amulets,,Amulet,,true,true,false,false,true,,,,false,75,1,Jewelcrafting,50,outfitting2,,,,1,AmuletT3,,,,,300,3,,,,,TrinketChainT3,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,,,,,,,,,1,1,1,,,,,Craft_JewelcraftingT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_AmuletT4,FC_Procedural_AmuletT4,@AmuletT4_MasterName,Trinkets,Amulets,,Amulet,,true,true,false,false,true,,,,false,184,1,Jewelcrafting,100,outfitting2,,,,1,AmuletT4,,,,,400,4,,,,,TrinketChainT4,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,,,,,,,,,1,1,1,,,,,Craft_JewelcraftingT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_AmuletT5,FC_Procedural_AmuletT5,@AmuletT5_MasterName,Trinkets,Amulets,,Amulet,,true,true,false,false,true,,,,false,449,1,Jewelcrafting,150,outfitting2,,,,1,AmuletT5,,,,,500,5,,,,,TrinketChainT5,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,,,,,,,,,1,1,1,,,,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_RingT2,FC_Procedural_RingT2,@RingT2_MasterName,Trinkets,Rings,,Ring,,true,true,false,false,true,,,,false,25,1,Jewelcrafting,0,outfitting2,,,,1,RingT2,,,,,200,2,,,,,TrinketBandT2,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,,,,,,,,,1,1,1,,,,,Craft_JewelcraftingT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
Procedural_RingT3,FC_Procedural_RingT3,@RingT3_MasterName,Trinkets,Rings,,Ring,,true,true,false,false,true,,,,false,75,1,Jewelcrafting,50,outfitting2,,,,1,RingT3,,,,,300,3,,,,,TrinketBandT3,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,,,,,,,,,1,1,1,,,,,Craft_JewelcraftingT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_RingT4,FC_Procedural_RingT4,@RingT4_MasterName,Trinkets,Rings,,Ring,,true,true,false,false,true,,,,false,184,1,Jewelcrafting,100,outfitting2,,,,1,RingT4,,,,,400,4,,,,,TrinketBandT4,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,,,,,,,,,1,1,1,,,,,Craft_JewelcraftingT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_RingT5,FC_Procedural_RingT5,@RingT5_MasterName,Trinkets,Rings,,Ring,,true,true,false,false,true,,,,false,449,1,Jewelcrafting,150,outfitting2,,,,1,RingT5,,,,,500,5,,,,,TrinketBandT5,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,,,,,,,,,1,1,1,,,,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_EarringT2,FC_Procedural_EarringT2,@EarringT2_MasterName,Trinkets,Earrings,,Earring,,true,true,false,false,true,,,,false,25,1,Jewelcrafting,0,outfitting2,,,,1,EarringT2,,,,,200,2,,,,,TrinketHookT2,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,,,,,,,,,1,1,1,,,,,Craft_JewelcraftingT2,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,,
Procedural_EarringT3,FC_Procedural_EarringT3,@EarringT3_MasterName,Trinkets,Earrings,,Earring,,true,true,false,false,true,,,,false,75,1,Jewelcrafting,50,outfitting2,,,,1,EarringT3,,,,,300,3,,,,,TrinketHookT3,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,,,,,,,,,1,1,1,,,,,Craft_JewelcraftingT3,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_EarringT4,FC_Procedural_EarringT4,@EarringT4_MasterName,Trinkets,Earrings,,Earring,,true,true,false,false,true,,,,false,184,1,Jewelcrafting,100,outfitting2,,,,1,EarringT4,,,,,400,4,,,,,TrinketHookT4,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,,,,,,,,,1,1,1,,,,,Craft_JewelcraftingT4,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural_EarringT5,FC_Procedural_EarringT5,@EarringT5_MasterName,Trinkets,Earrings,,Earring,,true,true,false,false,true,,,,false,449,1,Jewelcrafting,150,outfitting2,,,,1,EarringT5,,,,,500,5,,,,,TrinketHookT5,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,,,,,,,,,1,1,1,,,,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
Procedural Jewelcrafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,
Artisan_Ring_TankT5,FC_Artisan_Ring_TankT5,@Artisan_Ring_TankT5_MasterName,ArtisanCrafting,Rings,,Ring,,true,true,false,false,false,,,,false,449,1,Jewelcrafting,250,outfitting2,,,,1,Artisan_Ring_TankT52,,,,,700,5,,,,,CONBonusT1,Item,Trinket_BandT53,Item,Trinket_SettingT53,Item,IngotT53,Item,,,,,,,3,1,1,1,,,,Craft_JewelcraftingT52,true,,,,,,,,,
Artisan_Ring_DPST5,FC_Artisan_Ring_DPST5,@Artisan_Ring_DPST5_MasterName,ArtisanCrafting,Rings,,Ring,,true,true,false,false,false,,,,false,449,1,Jewelcrafting,250,outfitting2,,,,1,Artisan_Ring_DPST52,,,,,700,5,,,,,CONBonusT1,Item,Trinket_BandT53,Item,Trinket_SettingT53,Item,IngotT53,Item,,,,,,,3,1,1,1,,,,Craft_JewelcraftingT52,true,,,,,,,,,
Artisan_Ring_HealT5,FC_Artisan_Ring_HealT5,@Artisan_Ring_HealT5_MasterName,ArtisanCrafting,Rings,,Ring,,true,true,false,false,false,,,,false,449,1,Jewelcrafting,250,outfitting2,,,,1,Artisan_Ring_HealT52,,,,,700,5,,,,,CONBonusT1,Item,Trinket_BandT53,Item,Trinket_SettingT53,Item,IngotT53,Item,,,,,,,3,1,1,1,,,,Craft_JewelcraftingT52,true,,,,,,,,,
Jewelcrafting Consumables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,
GemstoneDustT2,FC_GemstoneDustT2,@GemstoneDustT2_MasterName,Consumables,CraftingConsumables,,,,true,true,true,true,true,,,,false,5,1,Jewelcrafting,20,outfitting2,,,,1,GemstoneDustT2,,,,,,2,,,,,GemstoneT1,Category_Only,,,,,,,,,,,,,3,,,,,,,Craft_JewelcraftingT2,true,,,,,-0.02,,,,
GemstoneDustT3,FC_GemstoneDustT3,@GemstoneDustT3_MasterName,Consumables,CraftingConsumables,,,,true,true,true,true,true,,,,false,15,1,Jewelcrafting,70,outfitting2,,,,1,GemstoneDustT3,,,,,,3,,,,,GemstoneT2,Category_Only,,,,,,,,,,,,,3,,,,,,,Craft_JewelcraftingT3,true,,,,,-0.05,,,,
GemstoneDustT4,FC_GemstoneDustT4,@GemstoneDustT4_MasterName,Consumables,CraftingConsumables,,,,true,true,true,true,true,,,,false,37,1,Jewelcrafting,120,outfitting2,,,,1,GemstoneDustT4,,,,,,4,,,,,GemstoneT3,Category_Only,,,,,,,,,,,,,3,,,,,,,Craft_JewelcraftingT4,true,,,,,-0.07,,,,
GemstoneDustT5,FC_GemstoneDustT5,@GemstoneDustT5_MasterName,Consumables,CraftingConsumables,,,,true,true,true,true,true,,,,false,90,1,Jewelcrafting,170,outfitting2,,,,1,GemstoneDustT5,,,,,,5,,,,,GemstoneT4,Category_Only,,,,,,,,,,,,,3,,,,,,,Craft_JewelcraftingT5,true,,,,,-0.1,,,,
JewelryScrapExtractMetalPreciousT2,,@ScrapExtractMetalPreciousT2,Salvage,SalvageExtract,,,PerfectSalvageJewelryT2,false,true,true,false,false,,,,false,200,1,Jewelcrafting,0,outfitting2,,,,1,ScrapExtractMetalPreciousT2,,,,,600,5,,,,,PerfectSalvageJewelryT2,Item,Azoth_Currency,Currency,,,,,,,,,,,1,20,,,,,,,true,,,,,,,,,
JewelryScrapExtractMetalPreciousT3,,@ScrapExtractMetalPreciousT3,Salvage,SalvageExtract,,,PerfectSalvageJewelryT3,false,true,true,false,false,,,,false,300,1,Jewelcrafting,0,outfitting2,,,,1,ScrapExtractMetalPreciousT3,,,,,600,5,,,,,PerfectSalvageJewelryT3,Item,Azoth_Currency,Currency,,,,,,,,,,,1,30,,,,,,,true,,,,,,,,,
JewelryScrapExtractMetalPreciousT4,,@ScrapExtractMetalPreciousT4,Salvage,SalvageExtract,,,PerfectSalvageJewelryT4,false,true,true,false,false,,,,false,400,1,Jewelcrafting,0,outfitting2,,,,1,ScrapExtractMetalPreciousT4,,,,,600,5,,,,,PerfectSalvageJewelryT4,Item,Azoth_Currency,Currency,,,,,,,,,,,1,40,,,,,,,true,,,,,,,,,
JewelryScrapExtractMetalT5,,@ScrapExtractMetalT5,Salvage,SalvageExtract,,,PerfectSalvageJewelryT5,false,true,true,false,false,,,,false,500,1,Jewelcrafting,0,outfitting2,,,,1,ScrapExtractMetalT5,,,,,600,5,,,,,PerfectSalvageJewelryT5,Item,Azoth_Currency,Currency,,,,,,,,,,,1,50,,,,,,,true,,,,,,,,,
JewelryScrapExtractMetalT51,,@ScrapExtractMetalT51,Salvage,SalvageExtract,,,PerfectSalvageJewelryT51,false,true,true,false,false,,,,false,1000,1,Jewelcrafting,0,outfitting2,,,,1,ScrapExtractMetalT51,,,,,600,5,,,,,PerfectSalvageJewelryT51,Item,Azoth_Currency,Currency,,,,,,,,,,,1,250,,,,,,,true,,,,,,,,,
JewelryResearchNotesT2,,,Salvage,SalvageResearch,,,PerfectSalvageJewelryT2,true,true,true,true,false,,,,false,50,1,Jewelcrafting,0,outfitting2,,,,1,JewelryResearchNotesT2,true,,,,,,,,,,PerfectSalvageJewelryT2,Item,,,,,,,,,,,,,1,,,,,,,SalvageReserach_JewelryT2,true,,,,,,,,,
JewelryResearchNotesT3,,,Salvage,SalvageResearch,,,PerfectSalvageJewelryT3,true,true,true,true,false,,,,false,50,1,Jewelcrafting,50,outfitting2,,,,1,JewelryResearchNotesT3,true,,,,,,,,,,PerfectSalvageJewelryT3,Item,,,,,,,,,,,,,1,,,,,,,SalvageReserach_JewelryT3,true,,,,,,,,,
JewelryResearchNotesT4,,,Salvage,SalvageResearch,,,PerfectSalvageJewelryT4,true,true,true,true,false,,,,false,50,1,Jewelcrafting,100,outfitting2,,,,1,JewelryResearchNotesT4,true,,,,,,,,,,PerfectSalvageJewelryT4,Item,,,,,,,,,,,,,1,,,,,,,SalvageReserach_JewelryT4,true,,,,,,,,,
JewelryResearchNotesT5,,,Salvage,SalvageResearch,,,PerfectSalvageJewelryT5,true,true,true,true,false,,,,false,50,1,Jewelcrafting,150,outfitting2,,,,1,JewelryResearchNotesT5,true,,,,,,,,,,PerfectSalvageJewelryT5,Item,,,,,,,,,,,,,1,,,,,,,SalvageReserach_JewelryT5,true,,,,,,,,,
JewelryResearchNotesT51,,,Salvage,SalvageResearch,,,PerfectSalvageJewelryT51,true,true,true,true,false,,,,false,50,1,Jewelcrafting,200,outfitting2,,,,1,JewelryResearchNotesT51,true,,,,,,,,,,PerfectSalvageJewelryT51,Item,,,,,,,,,,,,,10,,,,,,,SalvageReserach_JewelryT51,true,,,,,,,,,
PerfectSalvage_AmuletAmberT5,FC_PerfectSalvage_AmuletAmberT5,@Procedural_AmuletAmberT5,SalvageCreate,Amulets,,Amulet,PerfectSalvage_Timer,false,true,false,false,true,,,,false,449,1,Jewelcrafting,200,outfitting2,,,,1,PerfectSalvage_AmuletAmberT5,,,,,503,5,,,,,AmberCutT4,Item,TrinketChain,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,PerfectSalvageJewelryT51,Item,PerfectSalvage_Timer,Item,,,1,1,1,1,1,1,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
PerfectSalvage_AmuletAmethystT5,FC_PerfectSalvage_AmuletAmethystT5,@Procedural_AmuletAmethystT5,SalvageCreate,Amulets,,Amulet,PerfectSalvage_Timer,false,true,false,false,true,,,,false,449,1,Jewelcrafting,200,outfitting2,,,,1,PerfectSalvage_AmuletAmethystT5,,,,,503,5,,,,,AmethystCutT4,Item,TrinketChain,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,PerfectSalvageJewelryT51,Item,PerfectSalvage_Timer,Item,,,1,1,1,1,1,1,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
PerfectSalvage_AmuletAquamarineT5,FC_PerfectSalvage_AmuletAquamarineT5,@Procedural_AmuletAquamarineT5,SalvageCreate,Amulets,,Amulet,PerfectSalvage_Timer,false,true,false,false,true,,,,false,449,1,Jewelcrafting,200,outfitting2,,,,1,PerfectSalvage_AmuletAquamarineT5,,,,,503,5,,,,,AquamarineCutT4,Item,TrinketChain,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,PerfectSalvageJewelryT51,Item,PerfectSalvage_Timer,Item,,,1,1,1,1,1,1,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
PerfectSalvage_AmuletCarnelianT5,FC_PerfectSalvage_AmuletCarnelianT5,@Procedural_AmuletCarnelianT5,SalvageCreate,Amulets,,Amulet,PerfectSalvage_Timer,false,true,false,false,true,,,,false,449,1,Jewelcrafting,200,outfitting2,,,,1,PerfectSalvage_AmuletCarnelianT5,,,,,503,5,,,,,CarnelianCutT4,Item,TrinketChain,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,PerfectSalvageJewelryT51,Item,PerfectSalvage_Timer,Item,,,1,1,1,1,1,1,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
PerfectSalvage_AmuletDiamondT5,FC_PerfectSalvage_AmuletDiamondT5,@Procedural_AmuletDiamondT5,SalvageCreate,Amulets,,Amulet,PerfectSalvage_Timer,false,true,false,false,true,,,,false,449,1,Jewelcrafting,200,outfitting2,,,,1,PerfectSalvage_AmuletDiamondT5,,,,,503,5,,,,,DiamondCutT4,Item,TrinketChain,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,PerfectSalvageJewelryT51,Item,PerfectSalvage_Timer,Item,,,1,1,1,1,1,1,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
PerfectSalvage_AmuletEmeraldT5,FC_PerfectSalvage_AmuletEmeraldT5,@Procedural_AmuletEmeraldT5,SalvageCreate,Amulets,,Amulet,PerfectSalvage_Timer,false,true,false,false,true,,,,false,449,1,Jewelcrafting,200,outfitting2,,,,1,PerfectSalvage_AmuletEmeraldT5,,,,,503,5,,,,,EmeraldCutT4,Item,TrinketChain,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,PerfectSalvageJewelryT51,Item,PerfectSalvage_Timer,Item,,,1,1,1,1,1,1,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
PerfectSalvage_AmuletJasperT5,FC_PerfectSalvage_AmuletJasperT5,@Procedural_AmuletJasperT5,SalvageCreate,Amulets,,Amulet,PerfectSalvage_Timer,false,true,false,false,true,,,,false,449,1,Jewelcrafting,200,outfitting2,,,,1,PerfectSalvage_AmuletJasperT5,,,,,503,5,,,,,JasperCutT4,Item,TrinketChain,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,PerfectSalvageJewelryT51,Item,PerfectSalvage_Timer,Item,,,1,1,1,1,1,1,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
PerfectSalvage_AmuletMalachiteT5,FC_PerfectSalvage_AmuletMalachiteT5,@Procedural_AmuletMalachiteT5,SalvageCreate,Amulets,,Amulet,PerfectSalvage_Timer,false,true,false,false,true,,,,false,449,1,Jewelcrafting,200,outfitting2,,,,1,PerfectSalvage_AmuletMalachiteT5,,,,,503,5,,,,,MalachiteCutT4,Item,TrinketChain,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,PerfectSalvageJewelryT51,Item,PerfectSalvage_Timer,Item,,,1,1,1,1,1,1,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
PerfectSalvage_AmuletMoonstoneT5,FC_PerfectSalvage_AmuletMoonstoneT5,@Procedural_AmuletMoonstoneT5,SalvageCreate,Amulets,,Amulet,PerfectSalvage_Timer,false,true,false,false,true,,,,false,449,1,Jewelcrafting,200,outfitting2,,,,1,PerfectSalvage_AmuletMoonstoneT5,,,,,503,5,,,,,MoonstoneCutT4,Item,TrinketChain,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,PerfectSalvageJewelryT51,Item,PerfectSalvage_Timer,Item,,,1,1,1,1,1,1,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
PerfectSalvage_AmuletOnyxT5,FC_PerfectSalvage_AmuletOnyxT5,@Procedural_AmuletOnyxT5,SalvageCreate,Amulets,,Amulet,PerfectSalvage_Timer,false,true,false,false,true,,,,false,449,1,Jewelcrafting,200,outfitting2,,,,1,PerfectSalvage_AmuletOnyxT5,,,,,503,5,,,,,OnyxCutT4,Item,TrinketChain,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,PerfectSalvageJewelryT51,Item,PerfectSalvage_Timer,Item,,,1,1,1,1,1,1,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
PerfectSalvage_AmuletOpalT5,FC_PerfectSalvage_AmuletOpalT5,@Procedural_AmuletOpalT5,SalvageCreate,Amulets,,Amulet,PerfectSalvage_Timer,false,true,false,false,true,,,,false,449,1,Jewelcrafting,200,outfitting2,,,,1,PerfectSalvage_AmuletOpalT5,,,,,503,5,,,,,OpalCutT4,Item,TrinketChain,Category_Only,TrinketSetting,Category_Only,MetalPrecious,Category_Only,PerfectSalvageJewelryT51,Item,PerfectSalvage_Timer,Item,,,1,1,1,1,1,1,,Craft_JewelcraftingT5,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,15,
