RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,DisallowBonusesToGS,RequiredAchievementID,HiddenByAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion,RequiredWorldTags
Ethereal_PlateHandsT4,FC_Ethereal_PlateHandsT4,@Ethereal_PlateHandsT4_RecipeName,Ethereal,ArmorPlate,@CategoryData_SlotHands,PlateHands,,true,true,false,false,true,1,,,false,184,1,Armoring,100,blacksmith2,,,,1,HeavyHands_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,LeatherT4,Item,ClothT4,Item,,,,,,,,,2,2,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_PlateHandsT5,FC_Ethereal_PlateHandsT5,@Ethereal_PlateHandsT5_RecipeName,Ethereal,ArmorPlate,@CategoryData_SlotHands,PlateHands,,true,true,false,false,true,1,,,false,449,1,Armoring,150,blacksmith2,,,,1,HeavyHands_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,LeatherT5,Item,ClothT5,Item,,,,,,,,,2,2,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_PlateLegsT2,FC_Ethereal_PlateLegsT2,@Ethereal_PlateLegsT2_RecipeName,Ethereal,ArmorPlate,@CategoryData_SlotLegs,PlateLegs,,true,true,false,false,true,1,,,false,25,1,Armoring,0,blacksmith2,,,,1,HeavyLegs_EtherealT2,,,,,350,2,,,,,,IngotT2,Item,LeatherT2,Item,ClothT2,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_PlateLegsT3,FC_Ethereal_PlateLegsT3,@Ethereal_PlateLegsT3_RecipeName,Ethereal,ArmorPlate,@CategoryData_SlotLegs,PlateLegs,,true,true,false,false,true,1,,,false,75,1,Armoring,50,blacksmith2,,,,1,HeavyLegs_EtherealT3,,,,,600,3,,,,,,IngotT3,Item,LeatherT3,Item,ClothT3,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_PlateLegsT4,FC_Ethereal_PlateLegsT4,@Ethereal_PlateLegsT4_RecipeName,Ethereal,ArmorPlate,@CategoryData_SlotLegs,PlateLegs,,true,true,false,false,true,1,,,false,184,1,Armoring,100,blacksmith2,,,,1,HeavyLegs_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,LeatherT4,Item,ClothT4,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_PlateLegsT5,FC_Ethereal_PlateLegsT5,@Ethereal_PlateLegsT5_RecipeName,Ethereal,ArmorPlate,@CategoryData_SlotLegs,PlateLegs,,true,true,false,false,true,1,,,false,449,1,Armoring,150,blacksmith2,,,,1,HeavyLegs_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,LeatherT5,Item,ClothT5,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_PlateFeetT2,FC_Ethereal_PlateFeetT2,@Ethereal_PlateFeetT2_RecipeName,Ethereal,ArmorPlate,@CategoryData_SlotFeet,PlateFeet,,true,true,false,false,true,1,,,false,25,1,Armoring,0,blacksmith2,,,,1,HeavyFeet_EtherealT2,,,,,350,2,,,,,,IngotT2,Item,LeatherT2,Item,ClothT2,Item,,,,,,,,,2,1,1,,,,,Craft_ArmoringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_PlateFeetT3,FC_Ethereal_PlateFeetT3,@Ethereal_PlateFeetT3_RecipeName,Ethereal,ArmorPlate,@CategoryData_SlotFeet,PlateFeet,,true,true,false,false,true,1,,,false,75,1,Armoring,50,blacksmith2,,,,1,HeavyFeet_EtherealT3,,,,,600,3,,,,,,IngotT3,Item,LeatherT3,Item,ClothT3,Item,,,,,,,,,2,1,1,,,,,Craft_ArmoringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_PlateFeetT4,FC_Ethereal_PlateFeetT4,@Ethereal_PlateFeetT4_RecipeName,Ethereal,ArmorPlate,@CategoryData_SlotFeet,PlateFeet,,true,true,false,false,true,1,,,false,184,1,Armoring,100,blacksmith2,,,,1,HeavyFeet_EtherealT4,,,,,700,4,,,,,,IngotT4,Item,LeatherT4,Item,ClothT4,Item,,,,,,,,,2,1,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_PlateFeetT5,FC_Ethereal_PlateFeetT5,@Ethereal_PlateFeetT5_RecipeName,Ethereal,ArmorPlate,@CategoryData_SlotFeet,PlateFeet,,true,true,false,false,true,1,,,false,449,1,Armoring,150,blacksmith2,,,,1,HeavyFeet_EtherealT5,,,,,725,5,,,,,,IngotT5,Item,LeatherT5,Item,ClothT5,Item,,,,,,,,,2,1,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherHeadT2,FC_Ethereal_LeatherHeadT2,@Ethereal_LeatherHeadT2_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotHead,LeatherHead,,true,true,false,false,true,1,,,false,25,1,Armoring,0,outfitting2,,,,1,MediumHead_EtherealT2,,,,,350,2,,,,,,LeatherT2,Item,ClothT2,Item,IngotT2,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherHeadT3,FC_Ethereal_LeatherHeadT3,@Ethereal_LeatherHeadT3_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotHead,LeatherHead,,true,true,false,false,true,1,,,false,75,1,Armoring,50,outfitting2,,,,1,MediumHead_EtherealT3,,,,,600,3,,,,,,LeatherT3,Item,ClothT3,Item,IngotT3,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherHeadT4,FC_Ethereal_LeatherHeadT4,@Ethereal_LeatherHeadT4_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotHead,LeatherHead,,true,true,false,false,true,1,,,false,184,1,Armoring,100,outfitting2,,,,1,MediumHead_EtherealT4,,,,,700,4,,,,,,LeatherT4,Item,ClothT4,Item,IngotT4,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherHeadT5,FC_Ethereal_LeatherHeadT5,@Ethereal_LeatherHeadT5_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotHead,LeatherHead,,true,true,false,false,true,1,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumHead_EtherealT5,,,,,725,5,,,,,,LeatherT5,Item,ClothT5,Item,IngotT5,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherChestT2,FC_Ethereal_LeatherChestT2,@Ethereal_LeatherChestT2_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotChest,LeatherChest,,true,true,false,false,true,1,,,false,25,1,Armoring,0,outfitting2,,,,1,MediumChest_EtherealT2,,,,,350,2,,,,,,LeatherT2,Item,ClothT2,Item,IngotT2,Item,,,,,,,,,11,6,1,,,,,Craft_ArmoringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherChestT3,FC_Ethereal_LeatherChestT3,@Ethereal_LeatherChestT3_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotChest,LeatherChest,,true,true,false,false,true,1,,,false,75,1,Armoring,50,outfitting2,,,,1,MediumChest_EtherealT3,,,,,600,3,,,,,,LeatherT3,Item,ClothT3,Item,IngotT3,Item,,,,,,,,,11,6,1,,,,,Craft_ArmoringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherChestT4,FC_Ethereal_LeatherChestT4,@Ethereal_LeatherChestT4_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotChest,LeatherChest,,true,true,false,false,true,1,,,false,184,1,Armoring,100,outfitting2,,,,1,MediumChest_EtherealT4,,,,,700,4,,,,,,LeatherT4,Item,ClothT4,Item,IngotT4,Item,,,,,,,,,11,6,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherChestT5,FC_Ethereal_LeatherChestT5,@Ethereal_LeatherChestT5_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotChest,LeatherChest,,true,true,false,false,true,1,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumChest_EtherealT5,,,,,725,5,,,,,,LeatherT5,Item,ClothT5,Item,IngotT5,Item,,,,,,,,,11,6,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherHandsT2,FC_Ethereal_LeatherHandsT2,@Ethereal_LeatherHandsT2_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotHands,LeatherHands,,true,true,false,false,true,1,,,false,25,1,Armoring,0,outfitting2,,,,1,MediumHands_EtherealT2,,,,,350,2,,,,,,LeatherT2,Item,ClothT2,Item,IngotT2,Item,,,,,,,,,2,2,1,,,,,Craft_ArmoringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherHandsT3,FC_Ethereal_LeatherHandsT3,@Ethereal_LeatherHandsT3_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotHands,LeatherHands,,true,true,false,false,true,1,,,false,75,1,Armoring,50,outfitting2,,,,1,MediumHands_EtherealT3,,,,,600,3,,,,,,LeatherT3,Item,ClothT3,Item,IngotT3,Item,,,,,,,,,2,2,1,,,,,Craft_ArmoringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherHandsT4,FC_Ethereal_LeatherHandsT4,@Ethereal_LeatherHandsT4_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotHands,LeatherHands,,true,true,false,false,true,1,,,false,184,1,Armoring,100,outfitting2,,,,1,MediumHands_EtherealT4,,,,,700,4,,,,,,LeatherT4,Item,ClothT4,Item,IngotT4,Item,,,,,,,,,2,2,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherHandsT5,FC_Ethereal_LeatherHandsT5,@Ethereal_LeatherHandsT5_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotHands,LeatherHands,,true,true,false,false,true,1,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumHands_EtherealT5,,,,,725,5,,,,,,LeatherT5,Item,ClothT5,Item,IngotT5,Item,,,,,,,,,2,2,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherLegsT2,FC_Ethereal_LeatherLegsT2,@Ethereal_LeatherLegsT2_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotLegs,LeatherLegs,,true,true,false,false,true,1,,,false,25,1,Armoring,0,outfitting2,,,,1,MediumLegs_EtherealT2,,,,,350,2,,,,,,LeatherT2,Item,ClothT2,Item,IngotT2,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherLegsT3,FC_Ethereal_LeatherLegsT3,@Ethereal_LeatherLegsT3_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotLegs,LeatherLegs,,true,true,false,false,true,1,,,false,75,1,Armoring,50,outfitting2,,,,1,MediumLegs_EtherealT3,,,,,600,3,,,,,,LeatherT3,Item,ClothT3,Item,IngotT3,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherLegsT4,FC_Ethereal_LeatherLegsT4,@Ethereal_LeatherLegsT4_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotLegs,LeatherLegs,,true,true,false,false,true,1,,,false,184,1,Armoring,100,outfitting2,,,,1,MediumLegs_EtherealT4,,,,,700,4,,,,,,LeatherT4,Item,ClothT4,Item,IngotT4,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherLegsT5,FC_Ethereal_LeatherLegsT5,@Ethereal_LeatherLegsT5_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotLegs,LeatherLegs,,true,true,false,false,true,1,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumLegs_EtherealT5,,,,,725,5,,,,,,LeatherT5,Item,ClothT5,Item,IngotT5,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherFeetT2,FC_Ethereal_LeatherFeetT2,@Ethereal_LeatherFeetT2_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotFeet,LeatherFeet,,true,true,false,false,true,1,,,false,25,1,Armoring,0,outfitting2,,,,1,MediumFeet_EtherealT2,,,,,350,2,,,,,,LeatherT2,Item,ClothT2,Item,IngotT2,Item,,,,,,,,,2,1,1,,,,,Craft_ArmoringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherFeetT3,FC_Ethereal_LeatherFeetT3,@Ethereal_LeatherFeetT3_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotFeet,LeatherFeet,,true,true,false,false,true,1,,,false,75,1,Armoring,50,outfitting2,,,,1,MediumFeet_EtherealT3,,,,,600,3,,,,,,LeatherT3,Item,ClothT3,Item,IngotT3,Item,,,,,,,,,2,1,1,,,,,Craft_ArmoringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherFeetT4,FC_Ethereal_LeatherFeetT4,@Ethereal_LeatherFeetT4_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotFeet,LeatherFeet,,true,true,false,false,true,1,,,false,184,1,Armoring,100,outfitting2,,,,1,MediumFeet_EtherealT4,,,,,700,4,,,,,,LeatherT4,Item,ClothT4,Item,IngotT4,Item,,,,,,,,,2,1,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_LeatherFeetT5,FC_Ethereal_LeatherFeetT5,@Ethereal_LeatherFeetT5_RecipeName,Ethereal,ArmorLeather,@CategoryData_SlotFeet,LeatherFeet,,true,true,false,false,true,1,,,false,449,1,Armoring,150,outfitting2,,,,1,MediumFeet_EtherealT5,,,,,725,5,,,,,,LeatherT5,Item,ClothT5,Item,IngotT5,Item,,,,,,,,,2,1,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothHeadT2,FC_Ethereal_ClothHeadT2,@Ethereal_ClothHeadT2_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotHead,ClothHead,,true,true,false,false,true,1,,,false,25,1,Armoring,0,outfitting2,,,,1,LightHead_EtherealT2,,,,,350,2,,,,,,ClothT2,Item,LeatherT2,Item,IngotT2,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothHeadT3,FC_Ethereal_ClothHeadT3,@Ethereal_ClothHeadT3_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotHead,ClothHead,,true,true,false,false,true,1,,,false,75,1,Armoring,50,outfitting2,,,,1,LightHead_EtherealT3,,,,,600,3,,,,,,ClothT3,Item,LeatherT3,Item,IngotT3,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothHeadT4,FC_Ethereal_ClothHeadT4,@Ethereal_ClothHeadT4_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotHead,ClothHead,,true,true,false,false,true,1,,,false,184,1,Armoring,100,outfitting2,,,,1,LightHead_EtherealT4,,,,,700,4,,,,,,ClothT4,Item,LeatherT4,Item,IngotT4,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothHeadT5,FC_Ethereal_ClothHeadT5,@Ethereal_ClothHeadT5_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotHead,ClothHead,,true,true,false,false,true,1,,,false,449,1,Armoring,150,outfitting2,,,,1,LightHead_EtherealT5,,,,,725,5,,,,,,ClothT5,Item,LeatherT5,Item,IngotT5,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothChestT2,FC_Ethereal_ClothChestT2,@Ethereal_ClothChestT2_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotChest,ClothChest,,true,true,false,false,true,1,,,false,25,1,Armoring,0,outfitting2,,,,1,LightChest_EtherealT2,,,,,350,2,,,,,,ClothT2,Item,LeatherT2,Item,IngotT2,Item,,,,,,,,,11,6,1,,,,,Craft_ArmoringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothChestT3,FC_Ethereal_ClothChestT3,@Ethereal_ClothChestT3_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotChest,ClothChest,,true,true,false,false,true,1,,,false,75,1,Armoring,50,outfitting2,,,,1,LightChest_EtherealT3,,,,,600,3,,,,,,ClothT3,Item,LeatherT3,Item,IngotT3,Item,,,,,,,,,11,6,1,,,,,Craft_ArmoringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothChestT4,FC_Ethereal_ClothChestT4,@Ethereal_ClothChestT4_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotChest,ClothChest,,true,true,false,false,true,1,,,false,184,1,Armoring,100,outfitting2,,,,1,LightChest_EtherealT4,,,,,700,4,,,,,,ClothT4,Item,LeatherT4,Item,IngotT4,Item,,,,,,,,,11,6,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothChestT5,FC_Ethereal_ClothChestT5,@Ethereal_ClothChestT5_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotChest,ClothChest,,true,true,false,false,true,1,,,false,449,1,Armoring,150,outfitting2,,,,1,LightChest_EtherealT5,,,,,725,5,,,,,,ClothT5,Item,LeatherT5,Item,IngotT5,Item,,,,,,,,,11,6,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothHandsT2,FC_Ethereal_ClothHandsT2,@Ethereal_ClothHandsT2_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotHands,ClothHands,,true,true,false,false,true,1,,,false,25,1,Armoring,0,outfitting2,,,,1,LightHands_EtherealT2,,,,,350,2,,,,,,ClothT2,Item,LeatherT2,Item,IngotT2,Item,,,,,,,,,2,2,1,,,,,Craft_ArmoringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothHandsT3,FC_Ethereal_ClothHandsT3,@Ethereal_ClothHandsT3_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotHands,ClothHands,,true,true,false,false,true,1,,,false,75,1,Armoring,50,outfitting2,,,,1,LightHands_EtherealT3,,,,,600,3,,,,,,ClothT3,Item,LeatherT3,Item,IngotT3,Item,,,,,,,,,2,2,1,,,,,Craft_ArmoringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothHandsT4,FC_Ethereal_ClothHandsT4,@Ethereal_ClothHandsT4_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotHands,ClothHands,,true,true,false,false,true,1,,,false,184,1,Armoring,100,outfitting2,,,,1,LightHands_EtherealT4,,,,,700,4,,,,,,ClothT4,Item,LeatherT4,Item,IngotT4,Item,,,,,,,,,2,2,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothHandsT5,FC_Ethereal_ClothHandsT5,@Ethereal_ClothHandsT5_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotHands,ClothHands,,true,true,false,false,true,1,,,false,449,1,Armoring,150,outfitting2,,,,1,LightHands_EtherealT5,,,,,725,5,,,,,,ClothT5,Item,LeatherT5,Item,IngotT5,Item,,,,,,,,,2,2,1,,,,,Craft_ArmoringT5,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothLegsT2,FC_Ethereal_ClothLegsT2,@Ethereal_ClothLegsT2_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotLegs,ClothLegs,,true,true,false,false,true,1,,,false,25,1,Armoring,0,outfitting2,,,,1,LightLegs_EtherealT2,,,,,350,2,,,,,,ClothT2,Item,LeatherT2,Item,IngotT2,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT2,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothLegsT3,FC_Ethereal_ClothLegsT3,@Ethereal_ClothLegsT3_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotLegs,ClothLegs,,true,true,false,false,true,1,,,false,75,1,Armoring,50,outfitting2,,,,1,LightLegs_EtherealT3,,,,,600,3,,,,,,ClothT3,Item,LeatherT3,Item,IngotT3,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT3,true,,,,,,,,25,,SeasonalServer
Ethereal_ClothLegsT4,FC_Ethereal_ClothLegsT4,@Ethereal_ClothLegsT4_RecipeName,Ethereal,ArmorCloth,@CategoryData_SlotLegs,ClothLegs,,true,true,false,false,true,1,,,false,184,1,Armoring,100,outfitting2,,,,1,LightLegs_EtherealT4,,,,,700,4,,,,,,ClothT4,Item,LeatherT4,Item,IngotT4,Item,,,,,,,,,5,3,1,,,,,Craft_ArmoringT4,true,,,,,,,,25,,SeasonalServer
