RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,DisallowBonusesToGS,RequiredAchievementID,HiddenByAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
IngotPreciousT3,FC_IngotPreciousT3,,RefinedResources,MetalPrecious,@Metal_CategoryName,,,true,true,true,true,false,,,,false,7,0,Smelting,100,smelting2,,,,1,IngotPreciousT3,,,,,,,,,,,,OrePreciousT3,Item,IngotPreciousT2,Item,FluxT5,Item,,,,,,,,,6,2,1,,,,,Craft_SmeltingT4,true,,,,,-0.07,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
VoidbentIngot,FC_VoidbentIngot,,RefinedResources,Metal,@Metal_CategoryName,,,true,true,true,true,false,,,,false,100,0,Smelting,200,smelting2,,,,1,VoidbentIngot,,,,,,,,,,,,VoidOre,Item,VoidEssence,Item,KeyPart_Core,Item,,,,,,,,,1,1,10,,,,,Craft_SmeltingT51,,,,,,,,,,
SulfurT1,FC_SulfurT1,,RefinedResources,Charcoal,@Metal_CategoryName,,,true,true,true,true,false,,,,false,13,0,Smelting,125,smelting2,,,,1,SulfurT1,,,,,,,,,,,,SulfurChunk,Item,FluxT5,Item,,,,,,,,,,,5,1,,,,,,Craft_SmeltingT5,true,,,,,-0.07,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
Prospect_PreciousOre_T2,FC_Prospect_PreciousOre_T2,,RefinedResources,Prospecting,@Metal_CategoryName,,,true,true,true,true,false,,,,false,500,0,Smelting,75,smelting2,,,,1,Prospect_PreciousOre_T2,,,,,,,,,,,,OrePreciousT1,Item,SolventT5,Item,,,,,,,,,,,250,25,,,,,,Craft_SmeltingT2,true,,,,,-1,,,,
Prospect_PreciousOre_T3,FC_Prospect_PreciousOre_T3,,RefinedResources,Prospecting,@Metal_CategoryName,,,true,true,true,true,false,,,,false,1000,0,Smelting,150,smelting2,,,,1,Prospect_PreciousOre_T3,,,,,,,,,,,,OrePreciousT2,Item,SolventT5,Item,,,,,,,,,,,250,25,,,,,,Craft_SmeltingT3,true,,,,,-1,,,,
Prospect_PreciousOre_T4,FC_Prospect_PreciousOre_T4,,RefinedResources,Prospecting,@Metal_CategoryName,,,true,true,true,true,false,,,,false,1500,0,Smelting,200,smelting2,,,,1,Prospect_PreciousOre_T4,,,,,,,,,,,,OrePreciousT3,Item,SolventT5,Item,,,,,,,,,,,250,25,,,,,,Craft_SmeltingT4,true,,,,,-1,,,,
Leatherworking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,
LeatherT2,FC_LeatherT2,,RefinedResources,Leather,,,,true,true,true,true,false,,,,false,1,0,Leatherworking,0,tanning2,,,,1,LeatherT2,,,,,,,,,,,,RawhideT1,Item,,,,,,,,,,,,,4,,,,,,,Craft_LeatherworkingT2,true,,,,,0,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
LeatherT3,FC_LeatherT3,,RefinedResources,Leather,,,,true,true,true,true,false,,,,false,4,0,Leatherworking,50,tanning2,,,,1,LeatherT3,,,,,,,,,,,,LeatherT2,Item,TanninT5,Item,,,,,,,,,,,4,1,,,,,,Craft_LeatherworkingT3,true,,,,,-0.02,"0,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
LeatherT4,FC_LeatherT4,,RefinedResources,Leather,,,,true,true,true,true,false,,,,false,7,0,Leatherworking,100,tanning2,,,,1,LeatherT4,,,,,,,,,,,,RawhideT4,Item,LeatherT3,Item,TanninT5,Item,,,,,,,,,6,2,1,,,,,Craft_LeatherworkingT4,true,,,,,-0.05,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
LeatherT5,FC_LeatherT5,,RefinedResources,Leather,,,,true,true,true,true,false,,,,false,13,0,Leatherworking,150,tanning2,,,,1,LeatherT5,,,,,,,,,,,,HideT5,Category_Only,LeatherT4,Item,TanninT5,Item,,,,,,,,,8,2,1,,,,,Craft_LeatherworkingT5,true,,,,,-0.07,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
LeatherT51,FC_LeatherT51,,RefinedResources,Leather,,,,true,true,true,true,false,,,,false,19,0,Leatherworking,200,tanning2,,,,1,LeatherT51,,,,,,,,,,,,LeatherT5,Item,ScarhideT1,Item,TanninT5,Item,,,,,,,,,5,2,1,,,,,Craft_LeatherworkingT51,true,86400,10,,,-0.25,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
ChitinHideT5,FC_ChitinHideT5,,RefinedResources,Leather,,,,true,true,true,true,false,,,,false,19,0,Leatherworking,200,tanning2,,,,1,ChitinLeatherT5,,,,,,,,,,,,ChitinHideT5,Item,LeatherT4,Item,TanninT5,Item,,,,,,,,,8,2,1,,,,,Craft_LeatherworkingT5,true,,,,,-0.07,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
Weaving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,
ClothT2,FC_ClothT2,,RefinedResources,Cloth,,,,true,true,true,true,false,,,,false,1,0,Weaving,0,weaving2,,,,1,ClothT2,,,,,,,,,,,,FiberT1,Item,,,,,,,,,,,,,4,,,,,,,Craft_WeavingT2,true,,,,,0,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
ClothT3,FC_ClothT3,,RefinedResources,Cloth,,,,true,true,true,true,false,,,,false,4,0,Weaving,50,weaving2,,,,1,ClothT3,,,,,,,,,,,,ClothT2,Item,ClothWeaveT5,Item,,,,,,,,,,,4,1,,,,,,Craft_WeavingT3,true,,,,,-0.02,"0,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
ClothT4,FC_ClothT4,,RefinedResources,Cloth,,,,true,true,true,true,false,,,,false,7,0,Weaving,100,weaving2,,,,1,ClothT4,,,,,,,,,,,,FiberT4,Item,ClothT3,Item,ClothWeaveT5,Item,,,,,,,,,6,2,1,,,,,Craft_WeavingT4,true,,,,,-0.05,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
ClothT5,FC_ClothT5,,RefinedResources,Cloth,,,,true,true,true,true,false,,,,false,13,0,Weaving,150,weaving2,,,,1,ClothT5,,,,,,,,,,,,FiberT5,Item,ClothT4,Item,ClothWeaveT5,Item,,,,,,,,,8,2,1,,,,,Craft_WeavingT5,true,,,,,-0.07,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
ClothT51,FC_ClothT51,,RefinedResources,Cloth,,,,true,true,true,true,false,,,,false,19,0,Weaving,200,weaving2,,,,1,ClothT51,,,,,,,,,,,,ClothT5,Item,ScaleclothT1,Item,ClothWeaveT5,Item,,,,,,,,,5,2,1,,,,,Craft_WeavingT51,true,86400,10,,,-0.25,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
Woodworking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,
TimberT2,FC_TimberT2,,RefinedResources,Planks,@Wood_CategoryName,,,true,true,true,true,false,,,,false,1,0,Woodworking,0,carpentry2,,,,1,TimberT2,,,,,,,,,,,,WoodT1,Item,,,,,,,,,,,,,4,,,,,,,Craft_WoodworkingT2,true,,,,,0,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
TimberT3,FC_TimberT3,,RefinedResources,Planks,@Wood_CategoryName,,,true,true,true,true,false,,,,false,4,0,Woodworking,50,carpentry2,,,,1,TimberT3,,,,,,,,,,,,WoodT2,Item,TimberT2,Item,SandpaperT5,Item,,,,,,,,,4,2,1,,,,,Craft_WoodworkingT3,true,,,,,-0.02,"0,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
TimberT4,FC_TimberT4,,RefinedResources,Planks,@Wood_CategoryName,,,true,true,true,true,false,,,,false,7,0,Woodworking,100,carpentry2,,,,1,TimberT4,,,,,,,,,,,,WoodT4,Item,TimberT3,Item,SandpaperT5,Item,,,,,,,,,6,2,1,,,,,Craft_WoodworkingT4,true,,,,,-0.05,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
TimberT5,FC_TimberT5,,RefinedResources,Planks,@Wood_CategoryName,,,true,true,true,true,false,,,,false,13,0,Woodworking,150,carpentry2,,,,1,TimberT5,,,,,,,,,,,,WoodT5,Item,TimberT4,Item,SandpaperT5,Item,,,,,,,,,8,2,1,,,,,Craft_WoodworkingT5,true,,,,,-0.07,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
TimberT51,FC_TimberT51,,RefinedResources,Planks,@Wood_CategoryName,,,true,true,true,true,false,,,,false,19,0,Woodworking,200,carpentry2,,,,1,TimberT51,,,,,,,,,,,,TimberT5,Item,WildwoodT1,Item,SandpaperT5,Item,,,,,,,,,5,2,1,,,,,Craft_WoodworkingT51,true,86400,10,,,-0.25,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
Stonecutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,
BlockT2,FC_BlockT2,,CutStone,Blocks,,,,true,true,true,true,false,,,,false,1,0,Stonecutting,0,masonry2,,,,1,BlockT2,,,,,,,,,,,,StoneT1,Item,,,,,,,,,,,,,4,,,,,,,Craft_StonecuttingT2,true,,,,,0,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
BlockT3,FC_BlockT3,,CutStone,Blocks,,,,true,true,true,true,false,,,,false,4,0,Stonecutting,50,masonry2,,,,1,BlockT3,,,,,,,,,,,,BlockT2,Item,SandpaperT5,Item,,,,,,,,,,,4,1,,,,,,Craft_StonecuttingT3,true,,,,,-0.02,"0,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
BlockT4,FC_BlockT4,,CutStone,Blocks,,,,true,true,true,true,false,,,,false,7,0,Stonecutting,100,masonry2,,,,1,BlockT4,,,,,,,,,,,,StoneT4,Item,BlockT3,Item,SandpaperT5,Item,,,,,,,,,6,2,1,,,,,Craft_StonecuttingT4,true,,,,,-0.05,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
BlockT5,FC_BlockT5,,CutStone,Blocks,,,,true,true,true,true,false,,,,false,13,0,Stonecutting,150,masonry2,,,,1,BlockT5,,,,,,,,,,,,BlockT4,Item,StoneT4,Item,SandpaperT5,Item,Lodestone,Category_Only,,,,,,,8,2,1,1,,,,Craft_StonecuttingT5,true,,,,,-0.07,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
BlockT51,FC_BlockT51,,CutStone,Blocks,,,,true,true,true,true,false,,,,false,19,0,Stonecutting,200,masonry2,,,,1,BlockT51,,,,,,,,,,,,BlockT5,Item,SandpaperT5,Item,Lodestone,Category_Only,,,,,,,,,5,1,1,,,,,Craft_StonecuttingT51,true,86400,10,,,-0.25,0,0,,
SandT4,FC_SandT4,,CutStone,Blocks,,,,true,true,true,true,false,,,,false,19,0,Stonecutting,150,masonry2,,,,1,SandT4,,,,,,,,,,,,Sandstone,Item,SandpaperT5,Item,,,,,,,,,,,5,1,,,,,,Craft_StonecuttingT5,true,,,,,-0.07,"0.25,0.5,0.75,1","-0.05,-0.1,-0.15,-0.2,-0.25",,
MiningExpBonusOreT2,,@Gatherable_Research_Notes_Mining_T2_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Mining,0,smelting2,,,,1,Gatherable_Research_Notes_Mining_T2,true,,,,,,,,,,,Gatherable_Research_Strange_Ore_T2,Item,,,,,,,,,,,,,1,,,,,,,ProcessMiningExpBonusT2,true,,,,,,,,,
MiningExpBonusOreT3,,@Gatherable_Research_Notes_Mining_T3_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Mining,0,smelting2,,,,1,Gatherable_Research_Notes_Mining_T3,true,,,,,,,,,,,Gatherable_Research_Unusual_Ore_T3,Item,,,,,,,,,,,,,1,,,,,,,ProcessMiningExpBonusT3,true,,,,,,,,,
MiningExpBonusOreT4,,@Gatherable_Research_Notes_Mining_T4_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Mining,0,smelting2,,,,1,Gatherable_Research_Notes_Mining_T4,true,,,,,,,,,,,Gatherable_Research_Abnormal_Ore_T4,Item,,,,,,,,,,,,,1,,,,,,,ProcessMiningExpBonusT4,true,,,,,,,,,
MiningExpBonusOreT5,,@Gatherable_Research_Notes_Mining_T5_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Mining,0,smelting2,,,,1,Gatherable_Research_Notes_Mining_T5,true,,,,,,,,,,,Gatherable_Research_Bizzare_Ore_T5,Item,,,,,,,,,,,,,1,,,,,,,ProcessMiningExpBonusT5,true,,,,,,,,,
SkinningExpBonusHideT2,,@Gatherable_Research_Notes_Skinning_T2_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Skinning,0,tanning2,,,,1,Gatherable_Research_Notes_Skinning_T2,true,,,,,,,,,,,Gatherable_Research_Strange_Hide_T2,Item,,,,,,,,,,,,,1,,,,,,,ProcessSkinningExpBonusT2,true,,,,,,,,,
SkinningExpBonusHideT3,,@Gatherable_Research_Notes_Skinning_T3_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Skinning,0,tanning2,,,,1,Gatherable_Research_Notes_Skinning_T3,true,,,,,,,,,,,Gatherable_Research_Unusual_Hide_T3,Item,,,,,,,,,,,,,1,,,,,,,ProcessSkinningExpBonusT3,true,,,,,,,,,
SkinningExpBonusHideT4,,@Gatherable_Research_Notes_Skinning_T4_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Skinning,0,tanning2,,,,1,Gatherable_Research_Notes_Skinning_T4,true,,,,,,,,,,,Gatherable_Research_Abnormal_Hide_T4,Item,,,,,,,,,,,,,1,,,,,,,ProcessSkinningExpBonusT4,true,,,,,,,,,
SkinningExpBonusHideT5,,@Gatherable_Research_Notes_Skinning_T5_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Skinning,0,tanning2,,,,1,Gatherable_Research_Notes_Skinning_T5,true,,,,,,,,,,,Gatherable_Research_Bizzare_Hide_T5,Item,,,,,,,,,,,,,1,,,,,,,ProcessSkinningExpBonusT5,true,,,,,,,,,
HarvestingExpBonusFiberT2,,@Gatherable_Research_Notes_Harvesting_T2_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Harvesting,0,weaving2,,,,1,Gatherable_Research_Notes_Harvesting_T2,true,,,,,,,,,,,Gatherable_Research_Strange_Fiber_T2,Item,,,,,,,,,,,,,1,,,,,,,ProcessHarvestingExpBonusT2,true,,,,,,,,,
HarvestingExpBonusFiberT3,,@Gatherable_Research_Notes_Harvesting_T3_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Harvesting,0,weaving2,,,,1,Gatherable_Research_Notes_Harvesting_T3,true,,,,,,,,,,,Gatherable_Research_Unusual_Fiber_T3,Item,,,,,,,,,,,,,1,,,,,,,ProcessHarvestingExpBonusT3,true,,,,,,,,,
HarvestingExpBonusFiberT4,,@Gatherable_Research_Notes_Harvesting_T4_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Harvesting,0,weaving2,,,,1,Gatherable_Research_Notes_Harvesting_T4,true,,,,,,,,,,,Gatherable_Research_Abnormal_Fiber_T4,Item,,,,,,,,,,,,,1,,,,,,,ProcessHarvestingExpBonusT4,true,,,,,,,,,
HarvestingExpBonusFiberT5,,@Gatherable_Research_Notes_Harvesting_T5_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Harvesting,0,weaving2,,,,1,Gatherable_Research_Notes_Harvesting_T5,true,,,,,,,,,,,Gatherable_Research_Bizzare_Fiber_T5,Item,,,,,,,,,,,,,1,,,,,,,ProcessHarvestingExpBonusT5,true,,,,,,,,,
LoggingExpBonusWoodT2,,@Gatherable_Research_Notes_Logging_T2_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Logging,0,carpentry2,,,,1,Gatherable_Research_Notes_Logging_T2,true,,,,,,,,,,,Gatherable_Research_Strange_Wood_T2,Item,,,,,,,,,,,,,1,,,,,,,ProcessLoggingExpBonusT2,true,,,,,,,,,
LoggingExpBonusWoodT3,,@Gatherable_Research_Notes_Logging_T3_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Logging,0,carpentry2,,,,1,Gatherable_Research_Notes_Logging_T3,true,,,,,,,,,,,Gatherable_Research_Unusual_Wood_T3,Item,,,,,,,,,,,,,1,,,,,,,ProcessLoggingExpBonusT3,true,,,,,,,,,
LoggingExpBonusWoodT4,,@Gatherable_Research_Notes_Logging_T4_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Logging,0,carpentry2,,,,1,Gatherable_Research_Notes_Logging_T4,true,,,,,,,,,,,Gatherable_Research_Abnormal_Wood_T4,Item,,,,,,,,,,,,,1,,,,,,,ProcessLoggingExpBonusT4,true,,,,,,,,,
LoggingExpBonusWoodT5,,@Gatherable_Research_Notes_Logging_T5_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Logging,0,carpentry2,,,,1,Gatherable_Research_Notes_Logging_T5,true,,,,,,,,,,,Gatherable_Research_Bizzare_Wood_T5,Item,,,,,,,,,,,,,1,,,,,,,ProcessLoggingExpBonusT5,true,,,,,,,,,
FishingExpBonusBaitT2,,@Gatherable_Research_Notes_Fishing_T2_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Fishing,0,cooking2,,,,1,Gatherable_Research_Notes_Fishing_T2,true,,,,,,,,,,,Gatherable_Research_Strange_Bait_T2,Item,,,,,,,,,,,,,1,,,,,,,ProcessFishingExpBonusT2,true,,,,,,,,,
FishingExpBonusBaitT3,,@Gatherable_Research_Notes_Fishing_T3_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Fishing,0,cooking2,,,,1,Gatherable_Research_Notes_Fishing_T3,true,,,,,,,,,,,Gatherable_Research_Unusual_Bait_T3,Item,,,,,,,,,,,,,1,,,,,,,ProcessFishingExpBonusT3,true,,,,,,,,,
FishingExpBonusBaitT4,,@Gatherable_Research_Notes_Fishing_T4_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Fishing,0,cooking2,,,,1,Gatherable_Research_Notes_Fishing_T4,true,,,,,,,,,,,Gatherable_Research_Abnormal_Bait_T4,Item,,,,,,,,,,,,,1,,,,,,,ProcessFishingExpBonusT4,true,,,,,,,,,
FishingExpBonusBaitT5,,@Gatherable_Research_Notes_Fishing_T5_MasterName,GatherableResearch,SalvageResearch,,,,true,true,true,true,false,,,,false,1,0,Fishing,0,cooking2,,,,1,Gatherable_Research_Notes_Fishing_T5,true,,,,,,,,,,,Gatherable_Research_Bizzare_Bait_T5,Item,,,,,,,,,,,,,1,,,,,,,ProcessFishingExpBonusT5,true,,,,,,,,,
Material Conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,
Smelter_SandpaperT5,FC_Smelter_SandpaperT5,,MaterialConversion,Conversion3,,,ReagentConverterT5,false,false,true,true,false,,,,false,100,0,Smelting,0,smelting2,,,,15,SandpaperT5,,,,,,,,,,,,ReagentConverterT5,Item,SandpaperReagentsT5,Category_Only,,,,,,,,,,,1,20,,,,,,Craft_SmeltingT2,true,,,,,-0.3,"0,0,0,0,0","0,0,0,0,0",,
Smelter_FluxT5,FC_Smelter_FluxT5,,MaterialConversion,Conversion3,,,ReagentConverterT5,true,true,true,true,false,,,,false,100,0,Smelting,0,smelting2,,,,15,FluxT5,,,,,,,,,,,,ReagentConverterT5,Item,FluxReagentsT5,Category_Only,,,,,,,,,,,1,20,,,,,,Craft_SmeltingT2,true,,,,,-0.3,"0,0,0,0,0","0,0,0,0,0",,
Smelter_ClothWeaveT5,FC_Smelter_ClothWeaveT5,,MaterialConversion,Conversion3,,,ReagentConverterT5,false,false,true,true,false,,,,false,100,0,Smelting,0,smelting2,,,,15,ClothWeaveT5,,,,,,,,,,,,ReagentConverterT5,Item,ClothWeaveReagentsT5,Category_Only,,,,,,,,,,,1,20,,,,,,Craft_SmeltingT2,true,,,,,-0.3,"0,0,0,0,0","0,0,0,0,0",,
Smelter_SolventT5,FC_Smelter_SolventT5,,MaterialConversion,Conversion3,,,ReagentConverterT5,false,false,true,true,false,,,,false,100,0,Smelting,0,smelting2,,,,15,SolventT5,,,,,,,,,,,,ReagentConverterT5,Item,SolventReagentsT5,Category_Only,,,,,,,,,,,1,20,,,,,,Craft_SmeltingT2,true,,,,,-0.3,"0,0,0,0,0","0,0,0,0,0",,
Smelter_TanninT5,FC_Smelter_TanninT5,,MaterialConversion,Conversion3,,,ReagentConverterT5,false,false,true,true,false,,,,false,100,0,Smelting,0,smelting2,,,,15,TanninT5,,,,,,,,,,,,ReagentConverterT5,Item,TanninReagentsT5,Category_Only,,,,,,,,,,,1,20,,,,,,Craft_SmeltingT2,true,,,,,-0.3,"0,0,0,0,0","0,0,0,0,0",,
