RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,DisallowBonusesToGS,RequiredAchievementID,HiddenByAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
SalvageLarge_TimberT2,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,TimberT2,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_TimberT3,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,TimberT3,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_TimberT4,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,TimberT4,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_TimberT5,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,TimberT5,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_TimberT51,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,TimberT51,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageSmall_LeatherT1,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,RawhideT1,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_LeatherT2,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,LeatherT2,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_LeatherT3,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,LeatherT3,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_LeatherT4,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,LeatherT4,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_LeatherT5,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,LeatherT5,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_LeatherT51,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,LeatherT51,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageLarge_LeatherT1,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,RawhideT1,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_LeatherT2,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,LeatherT2,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_LeatherT3,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,LeatherT3,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_LeatherT4,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,LeatherT4,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_LeatherT5,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,LeatherT5,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_LeatherT51,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,LeatherT51,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageSmall_ClothT1,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,FiberT1,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_ClothT2,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,ClothT2,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_ClothT3,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,ClothT3,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_ClothT4,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,ClothT4,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_ClothT5,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,ClothT5,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_ClothT51,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,ClothT51,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageLarge_ClothT1,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,FiberT1,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_ClothT2,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,ClothT2,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_ClothT3,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,ClothT3,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_ClothT4,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,ClothT4,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_ClothT5,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,ClothT5,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_ClothT51,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,ClothT51,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageSmall_MetalT1,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,OreT1,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_MetalT2,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotT2,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_MetalT3,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotT3,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_MetalT4,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotT4,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_MetalT5,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotT5,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_MetalT51,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotT51,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageLarge_MetalT1,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,OreT1,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_MetalT2,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotT2,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_MetalT3,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotT3,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_MetalT4,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotT4,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_MetalT5,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotT5,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_MetalT51,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotT51,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageSmall_StoneT1,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,StoneT1,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_StoneT2,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,BlockT2,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_StoneT3,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,BlockT3,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_StoneT4,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,BlockT4,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_StoneT5,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,BlockT5,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_StoneT51,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,BlockT51,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageLarge_StoneT1,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,StoneT1,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_StoneT2,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,BlockT2,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_StoneT3,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,BlockT3,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_StoneT4,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,BlockT4,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_StoneT5,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,BlockT5,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_StoneT51,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,BlockT51,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageSmall_MetalPreciousT1,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,OrePreciousT1,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_MetalPreciousT2,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotPreciousT1,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_MetalPreciousT3,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotPreciousT2,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageSmall_MetalPreciousT4,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotPreciousT3,Item,,,,,,,,,,,,,5,,,,,,,,true,,,,,,,,,
SalvageLarge_MetalPreciousT1,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,OrePreciousT1,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_MetalPreciousT2,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotPreciousT1,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_MetalPreciousT3,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotPreciousT2,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
SalvageLarge_MetalPreciousT4,,,,,,,,true,true,false,false,false,,,,false,,,,,,,,,,,,,,,,,,,,,,IngotPreciousT3,Item,,,,,,,,,,,,,10,,,,,,,,true,,,,,,,,,
PearlSalvageT1,,,,,,,,true,true,true,true,false,,,,false,,,,,,,,,,,,,,,,,,,,,,PearlT1,Item,AlchemyEarthT1,Item,,,,,,,,,,,1,4,,,,,,,true,,,,,,,,,
PearlSalvageT2,,,,,,,,true,true,true,true,false,,,,false,,,,,,,,,,,,,,,,,,,,,,PearlT2,Item,AlchemyEarthT2,Item,Solvent,Category_Only,ClothT3,Item,,,,,,,1,4,2,1,,,,,true,,,,,,,,,
PearlSalvageT3,,,,,,,,true,true,true,true,false,,,,false,,,,,,,,,,,,,,,,,,,,,,PearlT3,Item,AlchemyEarthT3,Item,Solvent,Category_Only,ClothT4,Item,,,,,,,1,4,2,1,,,,,true,,,,,,,,,
1334_0201_Perfume,,,CraftingQuestRecipe,WorkOrder,,,WorkOrder_1334_0201_Perfume,false,true,true,true,false,,,,true,0,1,Arcana,0,alchemy2,,,,1,1334_0201_Perfume,,,,,,,,,,,,WorkOrder_1334_0201_Perfume,Item,1334_0201_Spores,Item,1334_0201_ElkGland,Item,1334_0201_Laudanum,Item,,,,,,,1,5,3,5,,,,Craft_ArcanaT2,true,,,,,,,,,
0511_0204_UmbrasReach_Glove,,,CraftingQuestRecipe,WorkOrder,,,WorkOrder_0511_0204_UmbrasReach_Glove,false,true,true,false,false,,,,true,0,1,Armoring,5,outfitting2,,,,1,0511_0204_ReinforcedLeatherGlove,,,,,,,,,,,,WorkOrder_0511_0204_UmbrasReach_Glove,Item,0511_0204_GuardianArmorFilament,Item,MediumHands_LeatherT4,Item,,,,,,,,,1,9,1,,,,,,true,,,,,,,,,
0511_0204_UmbrasReach_Lens,,,CraftingQuestRecipe,WorkOrder,,,WorkOrder_0511_0208_UmbrasReach_Lens,false,true,true,false,false,,,,true,0,1,Engineering,5,engineering2,,,,1,0511_0208_PureCrystalLens,,,,,,,,,,,,WorkOrder_0511_0208_UmbrasReach_Lens,Item,0511_0208_ShardsPureCrystal,Item,,,,,,,,,,,1,9,,,,,,,true,,,,,,,,,
0511_0204_UmbrasReach_Leather,,,CraftingQuestRecipe,WorkOrder,,,WorkOrder_0511_0209_UmbrasReach_Leather,false,true,true,false,false,,,,true,0,1,Leatherworking,5,tanning2,,,,1,0511_0209_ResinHardenedLeather,,,,,,,,,,,,WorkOrder_0511_0209_UmbrasReach_Leather,Item,LeatherT3,Item,0511_0209_ProtectiveResin,Item,,,,,,,,,1,3,9,,,,,,true,,,,,,,,,
9904_0028_Repellant,,,CraftingQuestRecipe,WorkOrder,,,WorkOrder_9904_0028_Repellant,false,true,true,true,false,,,,true,0,1,Arcana,0,camp1,,,,1,9904_0028_DistilledUrine,,,,,,,,,,,,9904_0028_FreshUrine,Item,WorkOrder_9904_0028_Repellant,Item,,,,,,,,,,,4,1,,,,,,Craft_ArcanaT2,true,,,,,,,,,
1225_0501_AncientProtectionStone,,,CraftingQuestRecipe,WorkOrder,,,WorkOrder_1225_0501_AncientProtectStone,false,true,true,false,false,,,,true,0,1,Arcana,0,alchemy2,,,,5,1225_0501_AncientProtectStone,,,,,,,,,,,,1225_0501_DefiantIchor,Item,1225_0501_EtchedGuardianGem,Item,1225_0501_StarTouchedWater,Item,WorkOrder_1225_0501_AncientProtectStone,Item,,,,,,,5,5,5,1,,,,,true,,,,,,,,,
04aSide05_03_WorkOrder_RepairWatch,,,CraftingQuestRecipe,WorkOrder,,,04aSide05_03_WorkOrder_RepairWatch,false,true,true,false,false,,,,true,0,1,Engineering,0,engineering1,,,,1,04aSide05_03_RepairedWatch,,,,,,,,,,,,04aSide05_03_WorkOrder_RepairWatch,Item,04aSide05_03_BrokenWatch,Item,,,,,,,,,,,1,1,,,,,,Craft_EngineeringT2,true,,,,,,,,,
1625_0502_ImhotepRemedy,,,CraftingQuestRecipe,WorkOrder,,,WorkOrder_1625_0502_ImhotepRemedy,false,true,true,false,false,,,,true,0,1,Arcana,0,alchemy1,camp1,,,1,1625_0502_ImhotepRemedy,,,,,,,,,,,,CactusFleshT1,Item,1625_0502_AlligatorTeeth,Item,1625_0502_AquaBittern,Item,WorkOrder_1625_0502_ImhotepRemedy,Item,,,,,,,3,2,1,1,,,,,true,,,,,,,,,
95_s01_04_HealingSalve,,,CraftingQuestRecipe,WorkOrder,,,95_s01_04_HealingSalve_WorkOrder,false,true,true,false,false,,,,true,0,1,Cooking,0,cooking1,camp1,,,1,95_s01_04_HealingSalve,,,,,,,,,,,,95_s01_04_HealingSalve_WorkOrder,Item,95_s01_04_AzothSap,Item,95_s01_04_GatorLiver,Item,95_s01_04_VerdantEssence,Item,,,,,,,1,1,1,1,,,,,true,,,,,,,,,
09A_S0_SporeElixir,,,CraftingQuestRecipe,WorkOrder,,,WorkOrder_09A_S0_SporeElixir,false,true,true,false,false,,,,true,0,1,Arcana,5,alchemy2,camp3,,,1,09A_S0_SporeElixir,,,,,,,,,,,,WorkOrder_09A_S0_SporeElixir,Item,09A_S0_Flask,Item,09A_S0_SporeIngredientA,Item,09A_S0_SporeIngredientB,Item,,,,,,,1,1,1,3,,,,,true,,,,,,,,,
09a_M5_Glue,,,CraftingQuestRecipe,WorkOrder,,,WorkOrder_09A_M5_Glue,false,true,true,false,false,,,,true,0,1,Arcana,0,alchemy1,camp1,,,1,09a_M5_Glue,,,,,,,,,,,,WorkOrder_09A_M5_Glue,Item,09A_M5_Sap,Item,09A_M5_RatFat,Item,09A_M5_MulchInnards,Item,,,,,,,1,2,2,2,,,,,true,,,,,,,,,
95A_S02_VoicesoftheDesert_LionMeat_item,,,CraftingQuestRecipe,WorkOrder,,,95A_S02_VoicesoftheDesert_LionMeat_WorkOrder,false,true,true,false,false,,,,true,0,1,Cooking,0,cooking1,camp1,,,1,95A_S02_VoicesoftheDesert_LionMeat_item,,,,,,,,,,,,95A_S02_VoicesoftheDesert_LionMeat_WorkOrder,Item,95A_S02_VoicesoftheDesert_LionMeatRaw_item,Item,95A_S02_VoicesoftheDesert_LionMeatSpice_item,Item,,,,,,,,,1,1,3,,,,,,true,,,,,,,,,
95a_s02_VoicesoftheDesertSong_item,,,CraftingQuestRecipe,WorkOrder,,,95A_S02_VoicesoftheDesert_Song_WorkOrder,false,true,true,false,false,,,,true,0,1,Engineering,0,engineering1,camp1,,,1,95a_s02_VoicesoftheDesertSong_item,,,,,,,,,,,,95A_S02_VoicesoftheDesert_Song_WorkOrder,Item,95a_s02_PeacockSong_item,Item,95a_s02_LionSong_item,Item,95a_s02_JackalSong_item,,,,,,,,1,1,1,1,,,,,true,,,,,,,,,
