RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
RareBaitFishT4,FC_RareBaitFishT4,,BasicCooking,Bait,,,FishPheromonesT1,false,true,true,true,false,,,,false,10,1,Cooking,100,cooking2,,,,5,RareBaitFishT4,,,,,,1,,,,Fish,Category_Only,FishSauceT1,Item,FishPheromonesT1,Item,,,,,,,,,10,1,1,,,,,Craft_CookingT1,true,,,,,0,"0.25,0.35,0.45,0.5,0.55","-0.05,-0.1,-0.15,-0.2,-0.25",,
RareBaitBreadT4,FC_RareBaitBreadT4,,BasicCooking,Bait,,,FishPheromonesT1,false,true,true,true,false,,,,false,10,1,Cooking,100,cooking2,,,,5,RareBaitBreadT4,,,,,,1,,,,BreadT1,Item,FishSauceT1,Item,FishPheromonesT1,Item,,,,,,,,,10,1,1,,,,,Craft_CookingT1,true,,,,,0,"0.25,0.35,0.45,0.5,0.55","-0.05,-0.1,-0.15,-0.2,-0.25",,
RareBaitCheeseT4,FC_RareBaitCheeseT4,,BasicCooking,Bait,,,FishPheromonesT1,false,true,true,true,false,,,,false,10,1,Cooking,100,cooking2,,,,5,RareBaitCheeseT4,,,,,,1,,,,CheeseT1,Item,FishSauceT1,Item,FishPheromonesT1,Item,,,,,,,,,10,1,1,,,,,Craft_CookingT1,true,,,,,0,"0.25,0.35,0.45,0.5,0.55","-0.05,-0.1,-0.15,-0.2,-0.25",,
Fixed Cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,
FoodDefenseT1,FC_FoodDefenseT1,,Foods,FoodTradeskill,@ui_food,,,false,false,true,true,false,,,,false,1,1,Cooking,1,cooking2,,,,3,FoodDefenseT1,,,,,,,,,,CranberryT1,Item,SugarT1,Item,WaterT1,Item,,,,,,,,,5,5,5,,,,,Craft_CookingT1_special,true,,,,,0,,,,
FoodDefenseT2,FC_FoodDefenseT2,,Foods,FoodTradeskill,@ui_food,,,false,false,true,true,false,,,,false,5,1,Cooking,11,cooking2,,,,3,FoodDefenseT2,,,,,,,,,,CranberryT1,Item,WaterT1,Item,LemonT1,Item,TarragonT1,Item,,,,,,,5,5,5,5,,,,Craft_CookingT2_special,true,,,,,0,,,,
FoodDefenseT3,FC_FoodDefenseT3,,Foods,FoodTradeskill,@ui_food,,,false,false,true,true,false,,,,false,15,1,Cooking,50,cooking2,,,,3,FoodDefenseT3,,,,,,,,,,CranberryT1,Item,HoneyT1,Item,SugarT1,Item,LemonT1,Item,TarragonT1,Item,,,,,5,5,5,5,5,,,Craft_CookingT3_special,true,,,,,-0.02,,,,
FoodDefenseT4,FC_FoodDefenseT4,,Foods,FoodTradeskill,@ui_food,,,false,false,true,true,false,,,,false,37,1,Cooking,100,cooking2,,,,3,FoodDefenseT4,,,,,,,,,,CranberryT1,Item,MelonT1,Item,NutT1,Item,HoneyT1,Item,LemonT1,Item,StrawberryT1,Item,,,5,5,5,5,5,5,,Craft_CookingT4_special,true,,,,,-0.05,,,,
FoodDefenseT5,FC_FoodDefenseT5,,Foods,FoodTradeskill,@ui_food,,,false,false,true,true,false,,,,false,90,1,Cooking,150,cooking2,,,,3,FoodDefenseT5,,,,,,,,,,CranberryT1,Item,BarleyT1,Item,WaterT1,Item,SugarT1,Item,LemonT1,Item,OrangeT1,Item,TarragonT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodWeaponsmithT5,FC_FoodWeaponsmithT5,,Foods,FoodTradeskill,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,125,cooking2,,,,3,FoodWeaponsmithT5,,,,,,,Recipe_FoodWeaponsmithT5,,,BroccoliT1,Item,CarrotT1,Item,SeasoningBlendT1,Item,OreganoT1,Item,CookingOilT1,Item,StringBeanT1,Item,CauliflowerT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodJewelcrafterT5,FC_FoodJewelcrafterT5,,Foods,FoodTradeskill,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,125,cooking2,,,,3,FoodJewelcrafterT5,,,,,,,Recipe_FoodJewelcrafterT5,,,MelonT1,Item,CornT1,Item,HoneyT1,Item,SugarT1,Item,MintT1,Item,CookingOilT1,Item,GingerT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodEngineerT5,FC_FoodEngineerT5,,Foods,FoodTradeskill,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,125,cooking2,,,,3,FoodEngineerT5,,,,,,,Recipe_FoodEngineerT5,,,SquashT1,Item,CabbageT1,Item,SeasoningBlendT1,Item,GarlicT1,Item,RosemaryT1,Item,CookingOilT1,Item,StringBeanT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodArcanistT5,FC_FoodArcanistT5,,Foods,FoodTradeskill,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,125,cooking2,,,,3,FoodArcanistT5,,,,,,,Recipe_FoodArcanistT5,,,BerryT1,Item,MelonT1,Item,WaterT1,Item,SugarT1,Item,TarragonT1,Item,StrawberryT1,Item,BlueberryT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodArmorerT5,FC_FoodArmorerT5,,Foods,FoodTradeskill,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,125,cooking2,,,,3,FoodArmorerT5,,,,,,,Recipe_FoodArmorerT5,,,BarleyT1,Item,CabbageT1,Item,WaterT1,Item,PeppercornT1,Item,CarrotT1,Item,CauliflowerT1,Item,StringBeanT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodMinerT5,FC_FoodMinerT5,,Foods,FoodTradeskill,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,125,cooking2,,,,3,FoodMinerT5,,,,,,,Recipe_FoodMinerT5,,,PotatoT1,Item,SquashT1,Item,NutT1,Item,SaltT1,Item,ButterT1,Item,ParsleyT1,Item,OreganoT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodHarvesterT5,FC_FoodHarvesterT5,,Foods,FoodTradeskill,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,125,cooking2,,,,3,FoodHarvesterT5,,,,,,,Recipe_FoodHarvesterT5,,,WolfLoinT1,Item,CornT1,Item,SeasoningBlendT1,Item,PeppercornT1,Item,ButterT1,Item,CarrotT1,Item,StringBeanT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodHunterT5,FC_FoodHunterT5,,Foods,FoodTradeskill,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,125,cooking2,,,,3,FoodHunterT5,,,,,,,Recipe_FoodHunterT5,,,CarrotT1,Item,FishT1,Item,SeasoningBlendT1,Item,GarlicT1,Item,StringBeanT1,Item,ButterT1,Item,RosemaryT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodLumberjackT5,FC_FoodLumberjackT5,,Foods,FoodTradeskill,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,125,cooking2,,,,3,FoodLumberjackT5,,,,,,,Recipe_FoodLumberjackT5,,,CabbageT1,Item,PoultryT1,Item,NutT1,Item,PeppercornT1,Item,ButterT1,Item,StringBeanT1,Item,SeasoningBlendT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodSTRT2,FC_FoodSTRT2,,Foods,FoodSTR,@ui_food,,,true,true,true,true,false,,,,false,5,1,Cooking,15,cooking2,,,,3,FoodSTRT2,,,,,,,,,,PorkT1,Item,CookingOilT1,Item,CinnamonT1,Item,AppleT1,Item,,,,,,,5,5,5,5,,,,Craft_CookingT2_special,true,,,,,0,,,,
FoodSTRT3,FC_FoodSTRT3,,Foods,FoodSTR,@ui_food,,,false,true,true,true,false,,,,false,15,1,Cooking,50,cooking2,,,,3,FoodSTRT3,,,,,,,Recipe_FoodSTRT3,,,EggT1,Item,SausageT1,Item,TomatoT1,Item,OnionT1,Item,MushroomT1,Item,CheeseT1,Item,,,10,5,5,5,5,5,,Craft_CookingT3_special,true,,,,,-0.02,,,,
FoodSTRT4,FC_FoodSTRT4,,Foods,FoodSTR,@ui_food,,,false,true,true,true,false,,,,false,37,1,Cooking,100,cooking2,,,,3,FoodSTRT4,,,,,,,Recipe_FoodSTRT4,,,FishingClamsSmallT2,Item,PotatoT1,Item,OnionT1,Item,MilkT1,Item,FlourT1,Item,GarlicT1,Item,SaffronT1,Item,5,5,5,5,5,5,5,Craft_CookingT4_special,true,,,,,-0.05,,,,
FoodSTRT5,FC_FoodSTRT5,,Foods,FoodSTR,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,250,cooking2,,,,3,FoodSTRT5,,,,,,,Recipe_FoodSTRT5,,,FishingMerrowT5,Item,OnionT1,Item,BarleyT1,Item,GarlicT1,Item,SaltT1,Item,CarrotT1,Item,RosemaryT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodSTRT5b,FC_FoodSTRT5b,,Foods,FoodSTR,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,150,cooking2,,,,3,FoodSTRT5b,,,,,,,Recipe_FoodSTRT5b,,,EnrichedMeatPortionT5,Item,FishSauceT1,Item,TomatoT1,Item,CheeseT1,Item,OnionT1,Item,GarlicT1,Item,ParsleyT1,Item,10,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodDEXT2,FC_FoodDEXT2,,Foods,FoodDEX,@ui_food,,,true,true,true,true,false,,,,false,5,1,Cooking,15,cooking2,,,,3,FoodDEXT2,,,,,,,,,,MeatGameT1,Item,PastryCrustT1,Item,RosemaryT1,Item,PeppercornT1,Item,WheatT1,Item,,,,,5,5,5,5,5,,,Craft_CookingT2_special,true,,,,,0,,,,
FoodDEXT3,FC_FoodDEXT3,,Foods,FoodDEX,@ui_food,,,false,true,true,true,false,,,,false,15,1,Cooking,50,cooking2,,,,3,FoodDEXT3,,,,,,,Recipe_FoodDEXT3,,,MelonT1,Item,HoneyT1,Item,SugarT1,Item,MintT1,Item,GingerT1,Item,,,,,5,5,5,5,5,,,Craft_CookingT3_special,true,,,,,-0.02,,,,
FoodDEXT4,FC_FoodDEXT4,,Foods,FoodDEX,@ui_food,,,false,true,true,true,false,,,,false,37,1,Cooking,100,cooking2,,,,3,FoodDEXT4,,,,,,,Recipe_FoodDEXT4,,,BaitFreshOysterT3,Item,MilkT1,Item,SaltT1,Item,GarlicT1,Item,RosemaryT1,Item,PaprikaT1,Item,,,5,5,5,5,5,5,,Craft_CookingT4_special,true,,,,,-0.05,,,,
FoodDEXT5,FC_FoodDEXT5,,Foods,FoodDEX,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,250,cooking2,,,,3,FoodDEXT5,,,,,,,Recipe_FoodDEXT5,,,FishingAnglerFishT5,Item,CookingOilT1,Item,SeasoningBlendT1,Item,CabbageT1,Item,CauliflowerT1,Item,FlourT1,Item,EggT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodDEXT5b,FC_FoodDEXT5b,,Foods,FoodDEX,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,150,cooking2,,,,3,FoodDEXT5b,,,,,,,Recipe_FoodDEXT5b,,,ArmadilloMeatT5,Item,FishSauceT1,Item,StringBeanT1,Item,CornT1,Item,OnionT1,Item,PeppercornT1,Item,TomatoT1,Item,10,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
FoodINTT2,FC_FoodINTT2,,Foods,FoodINT,@ui_food,,,true,true,true,true,false,,,,false,5,1,Cooking,15,cooking2,,,,3,FoodINTT2,,,,,,,,,,FishT1,Item,SeasoningBlendT1,Item,ButterT1,Item,LemonT1,Item,,,,,,,5,5,5,5,,,,Craft_CookingT2_special,true,,,,,0,,,,
FoodINTT3,FC_FoodINTT3,,Foods,FoodINT,@ui_food,,,false,true,true,true,false,,,,false,15,1,Cooking,50,cooking2,,,,3,FoodINTT3,,,,,,,Recipe_FoodINTT3,,,PorkT1,Item,AppleT1,Item,CabbageT1,Item,BasilT1,Item,ThymeT1,Item,,,,,5,5,5,5,5,,,Craft_CookingT3_special,true,,,,,-0.02,,,,
FoodINTT4,FC_FoodINTT4,,Foods,FoodINT,@ui_food,,,false,true,true,true,false,,,,false,37,1,Cooking,100,cooking2,,,,3,FoodINTT4,,,,,,,Recipe_FoodINTT4,,,MeatSquidT1,Item,GarlicT1,Item,OnionT1,Item,ParsleyT1,Item,TomatoT1,Item,CookingOilT1,Item,SquidInkT1,Item,5,5,5,5,5,5,5,Craft_CookingT4_special,true,,,,,-0.05,,,,
FoodINTT5,FC_FoodINTT5,,Foods,FoodINT,@ui_food,,,false,true,true,true,false,,,,false,90,1,Cooking,250,cooking2,,,,3,FoodINTT5,,,,,,,Recipe_FoodINTT5,,,FishingBishopFishT5,Item,WaterT1,Item,StringBeanT1,Item,SquashT1,Item,OrangeT1,Item,ButterT1,Item,CornT1,Item,5,5,5,5,5,5,5,Craft_CookingT5_special,true,,,,,-0.07,,,,
