RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
Amulet_NakashimasKeepsakeT3,FC_Amulet_NakashimasKeepsakeT3,,DungeonNamedReplicas,UniqueDungeonReps1,,,DungeonDiamonds_Amrine,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,Amulet_NakashimasKeepsakeT3_V2,,,,,300,3,,,,DungeonDiamonds_Amrine,Item,,,,,,,,,,,,,400,,,,,,,Craft_JewelcraftingT0,true,,,,,,,,,
1hGauntletIce_FrozenMireT3,FC_1hGauntletIce_FrozenMireT3,,DungeonNamedReplicas,UniqueDungeonReps1,,,DungeonDiamonds_Amrine,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,1hGauntletIce_FrozenMireT3_V2,,,,,300,3,,,,DungeonDiamonds_Amrine,Item,,,,,,,,,,,,,600,,,,,,,Craft_ArcanaT0,true,,,,,,,,,
1hRapier_SimonGreysToothpickT3,FC_1hRapier_SimonGreysToothpickT3,,DungeonNamedReplicas,UniqueDungeonReps1,@ui_sword @ui_rapier,,DungeonDiamonds_Amrine,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hRapier_SimonGreysToothpickT3_V2,,,,,300,3,,,,DungeonDiamonds_Amrine,Item,,,,,,,,,,,,,600,,,,,,,Craft_WeaponsmithingT0,true,,,,,,,,,
HeavyHead_ExcavatorsSafetyHelmetT3,FC_HeavyHead_ExcavatorsSafetyHelmetT3,,DungeonNamedReplicas,UniqueDungeonReps1,@CategoryData_SlotHead,,DungeonDiamonds_Amrine,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,HeavyHead_ExcavatorsSafetyHelmetT3_V2,,,,,300,3,,,,DungeonDiamonds_Amrine,Item,,,,,,,,,,,,,400,,,,,,,Craft_ArmoringT0,true,,,,,,,,,
2hMusket_TombRaidersRifleT3,FC_2hMusket_TombRaidersRifleT3,,DungeonNamedReplicas,UniqueDungeonReps1,@ui_musket,,DungeonDiamonds_Amrine,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hMusket_TombRaidersRifleT3_V2,,,,,300,3,,,,DungeonDiamonds_Amrine,Item,,,,,,,,,,,,,600,,,,,,,Craft_EngineeringT0,true,,,,,,,,,
2hSpear_BurialSpearT3,FC_2hSpear_BurialSpearT3,,DungeonNamedReplicas,UniqueDungeonReps1,@ui_spear,,DungeonDiamonds_Amrine,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hSpear_BurialSpearT3_V2,,,,,300,3,,,,DungeonDiamonds_Amrine,Item,,,,,,,,,,,,,600,,,,,,,Craft_EngineeringT0,true,,,,,,,,,
Ring_SimonsHacksilverRingT3,FC_Ring_SimonsHacksilverRingT3,,DungeonNamedReplicas,UniqueDungeonReps1,,,DungeonDiamonds_Amrine,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,Ring_SimonsHacksilverRingT3_V2,,,,,300,3,,,,DungeonDiamonds_Amrine,Item,,,,,,,,,,,,,400,,,,,,,Craft_JewelcraftingT0,true,,,,,,,,,
AmuletT3_ProsperousPromise ,FC_AmuletT3_ProsperousPromise,,DungeonNamedReplicas,UniqueDungeonReps1,,,DungeonDiamonds_Amrine,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,AmuletT3_ProsperousPromise _V2,,,,,300,3,,,,DungeonDiamonds_Amrine,Item,,,,,,,,,,,,,400,,,,,,,Craft_JewelcraftingT0,true,,,,,,,,,
2hStaffFire_FlareSparkT3,FC_2hStaffFire_FlareSparkT3,,DungeonNamedReplicas,UniqueDungeonReps1,,,DungeonDiamonds_Amrine,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,2hStaffFire_FlareSparkT3_V2,,,,,300,3,,,,DungeonDiamonds_Amrine,Item,,,,,,,,,,,,,600,,,,,,,Craft_ArcanaT0,true,,,,,,,,,
2hStaffLife_StaffoftheBefouledTempleT3,FC_2hStaffLife_StaffoftheBefouledTempleT3,,DungeonNamedReplicas,UniqueDungeonReps2,@ui_lifestaff,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,2hStaffLife_StaffoftheBefouledTempleT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,650,,,,,,,Craft_ArcanaT0,true,,,,,,,,,
2hMusket_ObsidianEdgedMusketT3,FC_2hMusket_ObsidianEdgedMusketT3,,DungeonNamedReplicas,UniqueDungeonReps2,@ui_musket,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hMusket_ObsidianEdgedMusketT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,650,,,,,,,Craft_EngineeringT0,true,,,,,,,,,
Amulet_GraveguardsSealT3,FC_Amulet_GraveguardsSealT3,,DungeonNamedReplicas,UniqueDungeonReps2,,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,Amulet_GraveguardsSealT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,450,,,,,,,Craft_JewelcraftingT0,true,,,,,,,,,
1hGauntletIce_CreepingColdT3,FC_1hGauntletIce_CreepingColdT3,,DungeonNamedReplicas,UniqueDungeonReps2,,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,1hGauntletIce_CreepingColdT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,650,,,,,,,Craft_ArcanaT0,true,,,,,,,,,
2hStaffFire_StaffoftheImmolatedVeilT3,FC_2hStaffFire_StaffoftheImmolatedVeilT3,,DungeonNamedReplicas,UniqueDungeonReps2,,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,2hStaffFire_StaffoftheImmolatedVeilT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,650,,,,,,,Craft_ArcanaT0,true,,,,,,,,,
2hGreataxe_SunderstrikeT3,FC_2hGreataxe_SunderstrikeT3,,DungeonNamedReplicas,UniqueDungeonReps2,@ui_greataxe,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hGreataxe_SunderstrikeT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,650,,,,,,,Craft_WeaponsmithingT0,true,,,,,,,,,
1hRapier_ObsidianRapierT3,FC_1hRapier_ObsidianRapierT3,,DungeonNamedReplicas,UniqueDungeonReps2,@ui_sword @ui_rapier,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hRapier_ObsidianRapierT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,650,,,,,,,Craft_WeaponsmithingT0,true,,,,,,,,,
Ring_FangedRingT3,FC_Ring_FangedRingT3,,DungeonNamedReplicas,UniqueDungeonReps2,,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,Ring_FangedRingT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,450,,,,,,,Craft_JewelcraftingT0,true,,,,,,,,,
LightHead_Mask1_T3,FC_LightHead_Mask1_T3,,DungeonNamedReplicas,UniqueDungeonReps2,@CategoryData_SlotHead,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,LightHead_Mask1_T3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,450,,,,,,,Craft_OutfittingT0,true,,,,,,,,,
1hLongsword_GlacialLongswordT3,FC_1hLongsword_GlacialLongswordT3,,DungeonNamedReplicas,UniqueDungeonReps2,@ui_sword,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hLongsword_GlacialLongswordT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,550,,,,,,,Craft_WeaponsmithingT0,true,,,,,,,,,
1hThrowingAxe_FleetingRealityT3,FC_1hThrowingAxe_FleetingRealityT3,,DungeonNamedReplicas,UniqueDungeonReps2,@ui_throwingaxe,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,1hThrowingAxe_FleetingRealityT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,650,,,,,,,Craft_EngineeringT0,true,,,,,,,,,
2hWarhammer_TheObeliskT3,FC_2hWarhammer_TheObeliskT3,,DungeonNamedReplicas,UniqueDungeonReps2,@ui_warhammer,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hWarhammer_TheObeliskT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,650,,,,,,,Craft_WeaponsmithingT0,true,,,,,,,,,
2hBow_AncientHeartstringT3,FC_2hBow_AncientHeartstringT3,,DungeonNamedReplicas,UniqueDungeonReps2,@ui_bow,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hBow_AncientHeartstringT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,650,,,,,,,Craft_EngineeringT0,true,,,,,,,,,
2hSpear_TipoftheMorningStarT3,FC_2hSpear_TipoftheMorningStarT3,,DungeonNamedReplicas,UniqueDungeonReps2,@ui_spear,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hSpear_TipoftheMorningStarT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,650,,,,,,,Craft_EngineeringT0,true,,,,,,,,,
Ring_StonehewnRingT3,FC_Ring_StonehewnRingT3,,DungeonNamedReplicas,UniqueDungeonReps2,,,DungeonDiamonds_Starstone,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,Ring_StonehewnRingT3_V2,,,,,300,3,,,,DungeonDiamonds_Starstone,Item,,,,,,,,,,,,,450,,,,,,,Craft_JewelcraftingT0,true,,,,,,,,,
2hStaffLife_StaffofDuplicitiousIntentT4,FC_2hStaffLife_StaffofDuplicitiousIntentT4,,DungeonNamedReplicas,UniqueDungeonReps4,@ui_lifestaff,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,2hStaffLife_StaffofDuplicitiousIntentT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_ArcanaT0,true,,,,,,,,,
1hGauntletIce_RejectedSacrificeT4,FC_1hGauntletIce_RejectedSacrificeT4,,DungeonNamedReplicas,UniqueDungeonReps4,,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,1hGauntletIce_RejectedSacrificeT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_ArcanaT0,true,,,,,,,,,
AmuletT4_BlessingofForefathers,FC_AmuletT4_BlessingofForefathers,,DungeonNamedReplicas,UniqueDungeonReps4,,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,AmuletT4_BlessingofForefathers_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,500,,,,,,,Craft_JewelcraftingT0,true,,,,,,,,,
LightHead_Mask2_T4,FC_LightHead_Mask2_T4,,DungeonNamedReplicas,UniqueDungeonReps4,@CategoryData_SlotHead,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,LightHead_Mask2_T4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,500,,,,,,,Craft_OutfittingT0,true,,,,,,,,,
1hLongsword_WillingSacrificeT4,FC_1hLongsword_WillingSacrificeT4,,DungeonNamedReplicas,UniqueDungeonReps4,@ui_sword,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hLongsword_WillingSacrificeT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,600,,,,,,,Craft_WeaponsmithingT0,true,,,,,,,,,
2hGreataxe_CorruptionsResurganceT4,FC_2hGreataxe_CorruptionsResurganceT4,,DungeonNamedReplicas,UniqueDungeonReps4,@ui_greataxe,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hGreataxe_CorruptionsResurganceT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_WeaponsmithingT0,true,,,,,,,,,
1hRapier_VoidsongT4,FC_1hRapier_VoidsongT4,,DungeonNamedReplicas,UniqueDungeonReps4,@ui_sword @ui_rapier,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hRapier_VoidsongT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_WeaponsmithingT0,true,,,,,,,,,
RingT4_HolyPledgersBand,FC_RingT4_HolyPledgersBand,,DungeonNamedReplicas,UniqueDungeonReps4,,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,RingT4_HolyPledgersBand_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,500,,,,,,,Craft_JewelcraftingT0,true,,,,,,,,,
2hBow_CorruptionInfusedLongbowT4,FC_2hBow_CorruptionInfusedLongbowT4,,DungeonNamedReplicas,UniqueDungeonReps4,@ui_bow,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hBow_CorruptionInfusedLongbowT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_EngineeringT0,true,,,,,,,,,
HeavyHead_ThorpeT5,FC_HeavyHead_ThorpeT5,,DungeonNamedReplicas,UniqueDungeonReps4,@CategoryData_SlotHead,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Armoring,1,gypsumstation1,,,,1,HeavyHead_ThorpeT5_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,500,,,,,,,Craft_ArmoringT0,true,,,,,,,,,
2hWarhammer_DesecratedMaulT4,FC_2hWarhammer_DesecratedMaulT4,,DungeonNamedReplicas,UniqueDungeonReps4,@ui_warhammer,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hWarhammer_DesecratedMaulT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_WeaponsmithingT0,true,,,,,,,,,
2hStaffFire_DarkPyromancersSpellstaffT4,FC_2hStaffFire_DarkPyromancersSpellstaffT4,,DungeonNamedReplicas,UniqueDungeonReps4,,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,2hStaffFire_DarkPyromancersSpellstaffT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_ArcanaT0,true,,,,,,,,,
2hSpear_AbyssalStrikeT4,FC_2hSpear_AbyssalStrikeT4,,DungeonNamedReplicas,UniqueDungeonReps4,@ui_spear,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hSpear_AbyssalStrikeT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_EngineeringT0,true,,,,,,,,,
1hGauntletIce_FrostwallT4,FC_1hGauntletIce_FrostwallT4,,DungeonNamedReplicas,UniqueDungeonReps4,,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,1hGauntletIce_FrostwallT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_ArcanaT0,true,,,,,,,,,
EarringT4_HeartsTendrilTrinket,FC_EarringT4_HeartsTendrilTrinket,,DungeonNamedReplicas,UniqueDungeonReps4,,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,EarringT4_HeartsTendrilTrinket_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,500,,,,,,,Craft_JewelcraftingT0,true,,,,,,,,,
2hMusket_TundraWardensRifleT4,FC_2hMusket_TundraWardensRifleT4,,DungeonNamedReplicas,UniqueDungeonReps4,@ui_musket,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hMusket_TundraWardensRifleT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_EngineeringT0,true,,,,,,,,,
2hBlunderbuss_CaveCrawlerT4,FC_2hBlunderbuss_CaveCrawlerT4,,DungeonNamedReplicas,UniqueDungeonReps4,@ui_blunderbuss,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Engineering,1,gypsumstation1,,,,1,2hBlunderbuss_CaveCrawlerT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_EngineeringT0,true,,,,,,,,,
2hGreatSword_BloodbladeT4,FC_2hGreatSword_BloodbladeT4,,DungeonNamedReplicas,UniqueDungeonReps4,,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,2hGreatSword_BloodbladeT4_V2,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_WeaponsmithingT0,true,,,,,,,,,
1hFlail_CorruptedFaithT4,FC_1hFlail_CorruptedFaithT4,,DungeonNamedReplicas,UniqueDungeonReps4,,,DungeonDiamonds_Depths,false,true,false,false,false,,,false,748,1,Arcana,1,gypsumstation1,,,,1,1hFlail_CorruptedFaithT4,,,,,400,4,,,,DungeonDiamonds_Depths,Item,,,,,,,,,,,,,700,,,,,,,Craft_ArcanaT0,true,,,,,,,,,Expansion2023
1hRapier_RapierofForgottenQueensT4,FC_1hRapier_RapierofForgottenQueensT4,,DungeonNamedReplicas,UniqueDungeonReps5,@ui_sword @ui_rapier,,DungeonDiamonds_Dynasty,false,true,false,false,false,,,false,748,1,Weaponsmithing,1,gypsumstation1,,,,1,1hRapier_RapierofForgottenQueensT4_V2,,,,,400,4,,,,DungeonDiamonds_Dynasty,Item,,,,,,,,,,,,,5000,,,,,,,Craft_WeaponsmithingT0,true,,,,,,,,,
EarringT4_ShardofLithomancy,FC_EarringT4_ShardofLithomancy,,DungeonNamedReplicas,UniqueDungeonReps5,,,DungeonDiamonds_Dynasty,false,true,false,false,false,,,false,748,1,Jewelcrafting,1,gypsumstation1,,,,1,EarringT4_ShardofLithomancy_V2,,,,,400,4,,,,DungeonDiamonds_Dynasty,Item,,,,,,,,,,,,,3000,,,,,,,Craft_JewelcraftingT0,true,,,,,,,,,
