DamageID,WeaponCategory,IgnoreInvulnerable,NoReaction,IsRanged,SurfaceImpactEffect,AttackType,DamageType,Affixes,StatusEffect,EffectOnlyOnDamage,DeflectDamageID,CanCrit,DmgCoef,DmgCoefHead,DmgCoefCrit,PowerLevel,BlockPowerLevel,CritPowerLevel,HitStun,BlockHitStun,CritHitStun,ImpactDistanceX,ImpactDistanceY,ImpactDistanceZ,ImpactDecayRate,CritImpactDistanceX,CritImpactDistanceY,CritImpactDistanceZ,CritImpactDecayRate,BlockImpactDistanceX,BlockImpactDistanceY,BlockImpactDistanceZ,BlockImpactDecayRate,AddDmg,StaggerDmgModifier,StaggerResistModifier,TargetCameraShakeID,ImpactRating,BlockStaminaDmgMod,BlockAbsorptionModifier,StunBreakoutIncrement,HitRuneCharge,HitBlockedRuneCharge
Focus_Fireball_Empowered_Explosion,Mammoth_LavaToss,0,0,,Bullet,Heavy,Fire,,,,Deflect_Default,false,0.4,0.4,0.4,0,1,0,0,0,0,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,0,0.6,1,0,0.16,0.33
Focus_Void_Ball,Unarmed,0,1,,Bullet,Heavy,Corruption,,,,Deflect_Default,false,0.1,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,0,0.1,1,0,0.1625,0.325
Focus_Void_Ball_Projectile,Unarmed,0,0,,Bullet,Heavy,Corruption,,,,Deflect_Default,false,0.45,0.45,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,0,0.5,1,0,0.16,0.33
Focus_Void_Ball_Empowered,Unarmed,0,1,,Bullet,Heavy,Corruption,,,,Deflect_Default,false,0.15,0.15,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,0,0.1,1,0,0.1625,0.325
Focus_Void_Ball_Death,Unarmed,0,0,,Bullet,Heavy,Corruption,,,,Deflect_Default,false,0.7,0.7,0.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,0,0.6,1,0,0.1625,0.325
Focus_Chain_Lightning_Empowered_Debuff,Mammoth_Shock,0,1,,Bullet,Heavy,Lightning,,,,Deflect_Default,false,0.15,0.15,0.15,1,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,0,0.1,1,0,0.1625,0.325
Focus_Earth_Root_Arcane,Unarmed,0,0,,Bullet,Heavy,Nature,,Mammoth_Earth_Root_Feedback_Arcane,false,Deflect_Default,false,0.75,0.5,0.5,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,3,0.1,1,0,0.1625,0.325
Focus_Earth_Root_Fire,Unarmed,0,0,,Bullet,Heavy,Nature,,Mammoth_Earth_Root_Feedback_Fire,false,Deflect_Default,false,0.75,0.5,0.5,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,3,0.1,1,0,0.1625,0.325
Focus_Earth_Root_Ice,Unarmed,0,0,,Bullet,Heavy,Nature,,Mammoth_Earth_Root_Feedback_Ice,false,Deflect_Default,false,0.75,0.5,0.5,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,3,0.1,1,0,0.1625,0.325
Focus_Earth_Root_Lightning,Unarmed,0,0,,Bullet,Heavy,Nature,,Mammoth_Earth_Root_Feedback_Lightning,false,Deflect_Default,false,0.75,0.5,0.5,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,3,0.1,1,0,0.1625,0.325
Focus_Earth_Root_Void,Unarmed,0,0,,Bullet,Heavy,Nature,,Mammoth_Earth_Root_Feedback_Void,false,Deflect_Default,false,0.75,0.5,0.5,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,3,0.1,1,0,0.1625,0.325
Phase_Trigger,Unarmed,0,0,,Bullet,Heavy,Nature,,Mammoth_Boss_PhaseTrigger,false,Deflect_Default,false,0,0,0,0,1,0,10,5,10,0,0,0,0.8,0,0.5,0,0.8,0,0,0,0.8,0,0,0,Small,3,0.1,1,0,0.1625,0.325
Deflect_Default,Unarmed,1,0,,,,Standard,,,,,,0,0,0,2,2,2,0,0,0,0,1,0,0.8,0,1,0,0.8,0,0,0,0,0,0,0,Small,0,0.45,1,1,0.1625,0.325
Fall,Fall,1,1,,Bullet,,Falling,,,,,,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,0,1,1,1,0.1625,0.325
Reaction_Breakout,Fall,1,1,,Bullet,,Falling,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Small,1,,,1,0.1625,0.325
